,CDNA
2015-01-20,7.21999979019165
2015-01-21,7.079999923706055
2015-01-22,7.010000228881836
2015-01-23,6.869999885559082
2015-01-26,7.010000228881836
2015-01-27,7.0
2015-01-28,7.050000190734863
2015-01-29,7.099999904632568
2015-01-30,7.059999942779541
2015-02-02,7.050000190734863
2015-02-03,7.329999923706055
2015-02-04,7.010000228881836
2015-02-05,7.150000095367432
2015-02-06,7.099999904632568
2015-02-09,6.949999809265137
2015-02-10,7.039999961853027
2015-02-11,6.880000114440918
2015-02-12,6.440000057220459
2015-02-13,6.300000190734863
2015-02-17,6.300000190734863
2015-02-18,6.340000152587891
2015-02-19,6.059999942779541
2015-02-20,6.099999904632568
2015-02-23,6.139999866485596
2015-02-24,6.130000114440918
2015-02-25,6.070000171661377
2015-02-26,6.050000190734863
2015-02-27,6.110000133514404
2015-03-02,6.5
2015-03-03,6.480000019073486
2015-03-04,6.300000190734863
2015-03-05,6.300000190734863
2015-03-06,6.489999771118164
2015-03-09,6.670000076293945
2015-03-10,6.489999771118164
2015-03-11,6.440000057220459
2015-03-12,6.550000190734863
2015-03-13,6.659999847412109
2015-03-16,6.539999961853027
2015-03-17,6.639999866485596
2015-03-18,6.079999923706055
2015-03-19,6.019999980926514
2015-03-20,5.650000095367432
2015-03-23,5.849999904632568
2015-03-24,5.900000095367432
2015-03-25,5.800000190734863
2015-03-26,5.570000171661377
2015-03-27,5.610000133514404
2015-03-30,5.534999847412109
2015-03-31,5.545000076293945
2015-04-01,5.559999942779541
2015-04-02,5.570000171661377
2015-04-06,5.480000019073486
2015-04-07,5.590000152587891
2015-04-08,5.329999923706055
2015-04-09,5.199999809265137
2015-04-10,5.25
2015-04-13,5.230000019073486
2015-04-14,5.230000019073486
2015-04-15,5.380000114440918
2015-04-16,5.369999885559082
2015-04-17,5.019999980926514
2015-04-20,5.110000133514404
2015-04-21,5.099999904632568
2015-04-22,5.099999904632568
2015-04-23,5.25
2015-04-24,5.130000114440918
2015-04-27,5.210000038146973
2015-04-28,5.25
2015-04-29,5.0
2015-04-30,5.0
2015-05-01,5.0
2015-05-04,5.050000190734863
2015-05-05,5.440000057220459
2015-05-06,5.170000076293945
2015-05-07,4.989999771118164
2015-05-08,4.960000038146973
2015-05-11,4.960000038146973
2015-05-12,4.900000095367432
2015-05-13,4.920000076293945
2015-05-14,4.849999904632568
2015-05-15,4.900000095367432
2015-05-18,4.900000095367432
2015-05-19,4.809999942779541
2015-05-20,4.784999847412109
2015-05-21,4.78000020980835
2015-05-22,4.78000020980835
2015-05-26,4.650000095367432
2015-05-27,4.610000133514404
2015-05-28,4.619999885559082
2015-05-29,4.820000171661377
2015-06-01,5.0
2015-06-02,5.099999904632568
2015-06-03,5.550000190734863
2015-06-04,5.550000190734863
2015-06-05,5.880000114440918
2015-06-08,6.28000020980835
2015-06-09,5.900000095367432
2015-06-10,5.880000114440918
2015-06-11,6.039999961853027
2015-06-12,6.079999923706055
2015-06-15,6.25
2015-06-16,6.079999923706055
2015-06-17,5.849999904632568
2015-06-18,5.849999904632568
2015-06-19,6.309999942779541
2015-06-22,6.348999977111816
2015-06-23,6.369999885559082
2015-06-24,6.679999828338623
2015-06-25,6.920000076293945
2015-06-26,6.889999866485596
2015-06-29,6.610000133514404
2015-06-30,6.5
2015-07-01,6.480000019073486
2015-07-02,6.320000171661377
2015-07-06,6.25
2015-07-07,6.289999961853027
2015-07-08,6.25
2015-07-09,6.739999771118164
2015-07-10,6.980000019073486
2015-07-13,7.289999961853027
2015-07-14,7.670000076293945
2015-07-15,7.25
2015-07-16,7.110000133514404
2015-07-17,7.119999885559082
2015-07-20,6.889999866485596
2015-07-21,7.059999942779541
2015-07-22,7.099999904632568
2015-07-23,7.019999980926514
2015-07-24,7.03000020980835
2015-07-27,6.760000228881836
2015-07-28,6.550000190734863
2015-07-29,6.429999828338623
2015-07-30,6.630000114440918
2015-07-31,6.539999961853027
2015-08-03,6.5
2015-08-04,6.510000228881836
2015-08-05,6.420000076293945
2015-08-06,6.329999923706055
2015-08-07,6.400000095367432
2015-08-10,6.409999847412109
2015-08-11,6.300000190734863
2015-08-12,6.309999942779541
2015-08-13,6.300000190734863
2015-08-14,6.289999961853027
2015-08-17,6.239999771118164
2015-08-18,6.349999904632568
2015-08-19,6.349999904632568
2015-08-20,6.409999847412109
2015-08-21,6.409999847412109
2015-08-24,6.320000171661377
2015-08-25,6.440000057220459
2015-08-26,6.5
2015-08-27,6.960000038146973
2015-08-28,6.860000133514404
2015-08-31,6.929999828338623
2015-09-01,6.980000019073486
2015-09-02,6.980000019073486
2015-09-03,7.170000076293945
2015-09-04,6.989999771118164
2015-09-08,7.070000171661377
2015-09-09,6.96999979019165
2015-09-10,7.010000228881836
2015-09-11,7.070000171661377
2015-09-14,7.085000038146973
2015-09-15,7.079999923706055
2015-09-16,7.090000152587891
2015-09-17,7.090000152587891
2015-09-18,6.840000152587891
2015-09-21,6.699999809265137
2015-09-22,6.760000228881836
2015-09-23,6.710000038146973
2015-09-24,6.71999979019165
2015-09-25,6.949999809265137
2015-09-28,4.110000133514404
2015-09-29,4.150000095367432
2015-09-30,4.170000076293945
2015-10-01,4.230000019073486
2015-10-02,4.409999847412109
2015-10-05,4.510000228881836
2015-10-06,4.5
2015-10-07,4.559999942779541
2015-10-08,4.420000076293945
2015-10-09,4.510000228881836
2015-10-12,4.550000190734863
2015-10-13,4.5
2015-10-14,4.519999980926514
2015-10-15,4.539999961853027
2015-10-16,4.610000133514404
2015-10-19,4.960000038146973
2015-10-20,5.039999961853027
2015-10-21,4.889999866485596
2015-10-22,4.579999923706055
2015-10-23,4.53000020980835
2015-10-26,4.53000020980835
2015-10-27,4.489999771118164
2015-10-28,4.480000019073486
2015-10-29,4.480000019073486
2015-10-30,4.460000038146973
2015-11-02,4.480000019073486
2015-11-03,4.360000133514404
2015-11-04,4.429999828338623
2015-11-05,4.360000133514404
2015-11-06,4.5
2015-11-09,4.309999942779541
2015-11-10,4.360000133514404
2015-11-11,4.300000190734863
2015-11-12,4.579999923706055
2015-11-13,5.010000228881836
2015-11-16,4.949999809265137
2015-11-17,4.849999904632568
2015-11-18,6.139999866485596
2015-11-19,6.460000038146973
2015-11-20,6.650000095367432
2015-11-23,6.510000228881836
2015-11-24,6.420000076293945
2015-11-25,6.480000019073486
2015-11-27,6.300000190734863
2015-11-30,6.510000228881836
2015-12-01,6.53000020980835
2015-12-02,6.679999828338623
2015-12-03,6.610000133514404
2015-12-04,6.480000019073486
2015-12-07,6.679999828338623
2015-12-08,6.519999980926514
2015-12-09,6.420000076293945
2015-12-10,6.53000020980835
2015-12-11,6.396999835968018
2015-12-14,6.400000095367432
2015-12-15,6.25
2015-12-16,6.590000152587891
2015-12-17,6.539999961853027
2015-12-18,6.429999828338623
2015-12-21,6.394999980926514
2015-12-22,6.360000133514404
2015-12-23,6.389999866485596
2015-12-24,6.519999980926514
2015-12-28,6.389999866485596
2015-12-29,6.360000133514404
2015-12-30,6.28000020980835
2015-12-31,6.400000095367432
2016-01-04,6.269999980926514
2016-01-05,6.239999771118164
2016-01-06,6.315999984741211
2016-01-07,6.329999923706055
2016-01-08,6.039999961853027
2016-01-11,6.0
2016-01-12,6.099999904632568
2016-01-13,5.281000137329102
2016-01-14,5.409999847412109
2016-01-15,5.400000095367432
2016-01-19,5.210000038146973
2016-01-20,5.380000114440918
2016-01-21,5.230000019073486
2016-01-22,5.269999980926514
2016-01-25,5.480000019073486
2016-01-26,5.449999809265137
2016-01-27,5.420000076293945
2016-01-28,4.940000057220459
2016-01-29,4.900000095367432
2016-02-01,4.875
2016-02-02,4.559999942779541
2016-02-03,4.559999942779541
2016-02-04,4.650000095367432
2016-02-05,4.320000171661377
2016-02-08,4.429999828338623
2016-02-09,4.869999885559082
2016-02-10,4.769999980926514
2016-02-11,5.066999912261963
2016-02-12,5.099999904632568
2016-02-16,5.300000190734863
2016-02-17,5.210000038146973
2016-02-18,5.199999809265137
2016-02-19,5.110000133514404
2016-02-22,5.110000133514404
2016-02-23,4.949999809265137
2016-02-24,4.820000171661377
2016-02-25,4.71999979019165
2016-02-26,4.960000038146973
2016-02-29,4.820000171661377
2016-03-01,4.309999942779541
2016-03-02,4.369999885559082
2016-03-03,4.409999847412109
2016-03-04,4.599999904632568
2016-03-07,4.599999904632568
2016-03-08,5.300000190734863
2016-03-09,5.5
2016-03-10,5.320000171661377
2016-03-11,5.389999866485596
2016-03-14,5.400000095367432
2016-03-15,4.96999979019165
2016-03-16,4.849999904632568
2016-03-17,4.860000133514404
2016-03-18,4.46999979019165
2016-03-21,4.880000114440918
2016-03-22,4.829999923706055
2016-03-23,4.699999809265137
2016-03-24,5.269999980926514
2016-03-28,5.059999942779541
2016-03-29,5.079999923706055
2016-03-30,4.96999979019165
2016-03-31,4.960000038146973
2016-04-01,5.119999885559082
2016-04-04,5.25
2016-04-05,5.210000038146973
2016-04-06,5.179999828338623
2016-04-07,5.25
2016-04-08,5.116000175476074
2016-04-11,5.159999847412109
2016-04-12,5.159999847412109
2016-04-13,5.239999771118164
2016-04-14,5.239999771118164
2016-04-15,4.449999809265137
2016-04-18,4.349999904632568
2016-04-19,4.440000057220459
2016-04-20,4.360000133514404
2016-04-21,4.5
2016-04-22,4.369999885559082
2016-04-25,4.269999980926514
2016-04-26,4.559999942779541
2016-04-27,4.348999977111816
2016-04-28,4.539999961853027
2016-04-29,4.440000057220459
2016-05-02,4.329999923706055
2016-05-03,4.329999923706055
2016-05-04,4.269999980926514
2016-05-05,4.170000076293945
2016-05-06,4.360000133514404
2016-05-09,4.420000076293945
2016-05-10,4.110000133514404
2016-05-11,4.190000057220459
2016-05-12,4.230000019073486
2016-05-13,4.199999809265137
2016-05-16,4.070000171661377
2016-05-17,4.139999866485596
2016-05-18,4.139999866485596
2016-05-19,4.170000076293945
2016-05-20,4.179999828338623
2016-05-23,4.449999809265137
2016-05-24,4.320000171661377
2016-05-25,4.349999904632568
2016-05-26,4.409999847412109
2016-05-27,4.420000076293945
2016-05-31,4.440000057220459
2016-06-01,4.420000076293945
2016-06-02,4.389999866485596
2016-06-03,4.570000171661377
2016-06-06,4.579999923706055
2016-06-07,4.820000171661377
2016-06-08,5.039999961853027
2016-06-09,5.320000171661377
2016-06-10,5.929999828338623
2016-06-13,4.699999809265137
2016-06-14,4.929999828338623
2016-06-15,5.014999866485596
2016-06-16,5.019999980926514
2016-06-17,5.119999885559082
2016-06-20,5.150000095367432
2016-06-21,4.869999885559082
2016-06-22,4.860000133514404
2016-06-23,4.809999942779541
2016-06-24,4.75
2016-06-27,4.610000133514404
2016-06-28,4.659999847412109
2016-06-29,4.639999866485596
2016-06-30,4.309999942779541
2016-07-01,4.349999904632568
2016-07-05,4.735000133514404
2016-07-06,4.639999866485596
2016-07-07,4.980000019073486
2016-07-08,4.949999809265137
2016-07-11,5.0
2016-07-12,5.0
2016-07-13,4.949999809265137
2016-07-14,5.0
2016-07-15,4.949999809265137
2016-07-18,4.960000038146973
2016-07-19,4.880000114440918
2016-07-20,4.699999809265137
2016-07-21,4.789999961853027
2016-07-22,4.71999979019165
2016-07-25,4.730000019073486
2016-07-26,4.619999885559082
2016-07-27,4.690000057220459
2016-07-28,4.78000020980835
2016-07-29,4.610000133514404
2016-08-01,4.800000190734863
2016-08-02,4.679999828338623
2016-08-03,4.849999904632568
2016-08-04,4.849999904632568
2016-08-05,4.989999771118164
2016-08-08,4.60099983215332
2016-08-09,4.900000095367432
2016-08-10,4.900000095367432
2016-08-11,4.849999904632568
2016-08-12,4.769999980926514
2016-08-15,4.760000228881836
2016-08-16,4.71999979019165
2016-08-17,4.760000228881836
2016-08-18,4.920000076293945
2016-08-19,4.800000190734863
2016-08-22,4.650000095367432
2016-08-23,4.679999828338623
2016-08-24,4.690000057220459
2016-08-25,4.650000095367432
2016-08-26,4.960000038146973
2016-08-29,4.840000152587891
2016-08-30,4.789999961853027
2016-08-31,4.659999847412109
2016-09-01,4.519999980926514
2016-09-02,4.539999961853027
2016-09-06,4.71999979019165
2016-09-07,4.579999923706055
2016-09-08,4.599999904632568
2016-09-09,4.639999866485596
2016-09-12,4.559999942779541
2016-09-13,4.340000152587891
2016-09-14,4.429999828338623
2016-09-15,4.260000228881836
2016-09-16,4.059999942779541
2016-09-19,4.276000022888184
2016-09-20,4.300000190734863
2016-09-21,3.890000104904175
2016-09-22,3.819999933242798
2016-09-23,3.759999990463257
2016-09-26,3.619999885559082
2016-09-27,3.619999885559082
2016-09-28,3.75
2016-09-29,3.759999990463257
2016-09-30,3.549999952316284
2016-10-03,3.75
2016-10-04,3.569999933242798
2016-10-05,3.630000114440918
2016-10-06,3.6500000953674316
2016-10-07,3.9700000286102295
2016-10-10,3.9600000381469727
2016-10-11,3.7300000190734863
2016-10-12,3.7799999713897705
2016-10-13,3.799999952316284
2016-10-14,3.700000047683716
2016-10-17,3.8499999046325684
2016-10-18,4.010000228881836
2016-10-19,3.869999885559082
2016-10-20,3.990000009536743
2016-10-21,3.9100000858306885
2016-10-24,3.869999885559082
2016-10-25,3.759999990463257
2016-10-26,3.75
2016-10-27,3.8499999046325684
2016-10-28,3.6700000762939453
2016-10-31,3.6500000953674316
2016-11-01,3.700000047683716
2016-11-02,3.75
2016-11-03,3.8499999046325684
2016-11-04,3.700000047683716
2016-11-07,3.75
2016-11-08,3.8499999046325684
2016-11-09,3.8499999046325684
2016-11-10,3.9000000953674316
2016-11-11,4.0
2016-11-14,4.0
2016-11-15,3.6500000953674316
2016-11-16,3.3499999046325684
2016-11-17,3.25
2016-11-18,3.1500000953674316
2016-11-21,3.0
2016-11-22,3.6500000953674316
2016-11-23,3.6500000953674316
2016-11-25,3.8499999046325684
2016-11-28,3.75
2016-11-29,3.6500000953674316
2016-11-30,3.5999999046325684
2016-12-01,3.4000000953674316
2016-12-02,3.1500000953674316
2016-12-05,3.049999952316284
2016-12-06,3.0999999046325684
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,2.9000000953674316
2016-12-12,3.049999952316284
2016-12-13,3.0999999046325684
2016-12-14,2.950000047683716
2016-12-15,2.8499999046325684
2016-12-16,2.799999952316284
2016-12-19,2.950000047683716
2016-12-20,3.0
2016-12-21,2.9000000953674316
2016-12-22,2.8499999046325684
2016-12-23,2.8499999046325684
2016-12-27,2.6500000953674316
2016-12-28,2.700000047683716
2016-12-29,2.674999952316284
2016-12-30,2.700000047683716
2017-01-03,2.299999952316284
2017-01-04,2.75
2017-01-05,2.799999952316284
2017-01-06,2.7109999656677246
2017-01-09,2.7750000953674316
2017-01-10,2.6500000953674316
2017-01-11,2.700000047683716
2017-01-12,2.5999999046325684
2017-01-13,2.5999999046325684
2017-01-17,2.5999999046325684
2017-01-18,2.5
2017-01-19,2.549999952316284
2017-01-20,2.549999952316284
2017-01-23,2.5
2017-01-24,2.450000047683716
2017-01-25,2.450000047683716
2017-01-26,2.4000000953674316
2017-01-27,2.450000047683716
2017-01-30,2.5
2017-01-31,2.4000000953674316
2017-02-01,2.3499999046325684
2017-02-02,2.4000000953674316
2017-02-03,2.4000000953674316
2017-02-06,2.4000000953674316
2017-02-07,2.299999952316284
2017-02-08,2.3499999046325684
2017-02-09,2.299999952316284
2017-02-10,2.3499999046325684
2017-02-13,2.25
2017-02-14,2.299999952316284
2017-02-15,2.299999952316284
2017-02-16,2.25
2017-02-17,2.299999952316284
2017-02-21,2.25
2017-02-22,2.25
2017-02-23,2.299999952316284
2017-02-24,2.3499999046325684
2017-02-27,2.3499999046325684
2017-02-28,2.0999999046325684
2017-03-01,2.1500000953674316
2017-03-02,2.200000047683716
2017-03-03,2.3499999046325684
2017-03-06,2.3499999046325684
2017-03-07,2.3499999046325684
2017-03-08,2.299999952316284
2017-03-09,2.25
2017-03-10,2.25
2017-03-13,2.3499999046325684
2017-03-14,2.1500000953674316
2017-03-15,2.1500000953674316
2017-03-16,1.600000023841858
2017-03-17,1.5499999523162842
2017-03-20,1.5
2017-03-21,1.5499999523162842
2017-03-22,1.4500000476837158
2017-03-23,1.399999976158142
2017-03-24,1.600000023841858
2017-03-27,1.5499999523162842
2017-03-28,1.5499999523162842
2017-03-29,1.5499999523162842
2017-03-30,1.5499999523162842
2017-03-31,1.399999976158142
2017-04-03,1.2999999523162842
2017-04-04,1.350000023841858
2017-04-05,1.2000000476837158
2017-04-06,1.350000023841858
2017-04-07,1.25
2017-04-10,1.2000000476837158
2017-04-11,1.25
2017-04-12,1.2000000476837158
2017-04-13,1.2000000476837158
2017-04-17,1.149999976158142
2017-04-18,1.0499999523162842
2017-04-19,1.0499999523162842
2017-04-20,0.949999988079071
2017-04-21,1.0
2017-04-24,0.9980000257492065
2017-04-25,0.9900000095367432
2017-04-26,0.8339999914169312
2017-04-27,0.7860000133514404
2017-04-28,0.8700000047683716
2017-05-01,0.8700000047683716
2017-05-02,0.8799999952316284
2017-05-03,0.8700000047683716
2017-05-04,1.1799999475479126
2017-05-05,1.1399999856948853
2017-05-08,0.9900000095367432
2017-05-09,1.0299999713897705
2017-05-10,0.9800000190734863
2017-05-11,1.0
2017-05-12,1.0
2017-05-15,1.0
2017-05-16,0.949999988079071
2017-05-17,0.9089999794960022
2017-05-18,0.949999988079071
2017-05-19,1.0800000429153442
2017-05-22,1.090000033378601
2017-05-23,1.0499999523162842
2017-05-24,0.9800000190734863
2017-05-25,1.0099999904632568
2017-05-26,1.0199999809265137
2017-05-30,1.0099999904632568
2017-05-31,1.0299999713897705
2017-06-01,1.1100000143051147
2017-06-02,1.1100000143051147
2017-06-05,1.090000033378601
2017-06-06,1.100000023841858
2017-06-07,1.100000023841858
2017-06-08,1.090000033378601
2017-06-09,1.0700000524520874
2017-06-12,1.0399999618530273
2017-06-13,1.0299999713897705
2017-06-14,1.0499999523162842
2017-06-15,1.0800000429153442
2017-06-16,1.100000023841858
2017-06-19,1.090000033378601
2017-06-20,1.090000033378601
2017-06-21,1.090000033378601
2017-06-22,1.100000023841858
2017-06-23,1.0800000429153442
2017-06-26,1.100000023841858
2017-06-27,1.100000023841858
2017-06-28,1.090000033378601
2017-06-29,1.0729999542236328
2017-06-30,1.1100000143051147
2017-07-03,1.100000023841858
2017-07-05,1.090000033378601
2017-07-06,1.1200000047683716
2017-07-07,1.25
2017-07-10,1.600000023841858
2017-07-11,1.2699999809265137
2017-07-12,1.25
2017-07-13,1.2200000286102295
2017-07-14,1.309999942779541
2017-07-17,1.309999942779541
2017-07-18,1.3389999866485596
2017-07-19,1.3200000524520874
2017-07-20,1.2999999523162842
2017-07-21,1.2999999523162842
2017-07-24,1.1699999570846558
2017-07-25,1.159999966621399
2017-07-26,1.3200000524520874
2017-07-27,1.2999999523162842
2017-07-28,1.2899999618530273
2017-07-31,1.3300000429153442
2017-08-01,1.399999976158142
2017-08-02,1.4889999628067017
2017-08-03,1.4900000095367432
2017-08-04,1.440000057220459
2017-08-07,1.350000023841858
2017-08-08,1.340000033378601
2017-08-09,1.4199999570846558
2017-08-10,1.340000033378601
2017-08-11,1.5499999523162842
2017-08-14,1.7100000381469727
2017-08-15,1.7999999523162842
2017-08-16,1.8300000429153442
2017-08-17,1.8200000524520874
2017-08-18,1.9800000190734863
2017-08-21,2.0399999618530273
2017-08-22,2.009999990463257
2017-08-23,2.1500000953674316
2017-08-24,2.859999895095825
2017-08-25,2.9800000190734863
2017-08-28,2.7200000286102295
2017-08-29,2.9800000190734863
2017-08-30,2.9700000286102295
2017-08-31,2.859999895095825
2017-09-01,2.799999952316284
2017-09-05,2.6500000953674316
2017-09-06,2.8499999046325684
2017-09-07,2.9700000286102295
2017-09-08,2.9800000190734863
2017-09-11,2.940000057220459
2017-09-12,2.7300000190734863
2017-09-13,2.680000066757202
2017-09-14,2.7300000190734863
2017-09-15,2.9700000286102295
2017-09-18,2.859999895095825
2017-09-19,2.7899999618530273
2017-09-20,2.8299999237060547
2017-09-21,2.9700000286102295
2017-09-22,3.0799999237060547
2017-09-25,3.3299999237060547
2017-09-26,4.119999885559082
2017-09-27,3.75
2017-09-28,3.7100000381469727
2017-09-29,3.700000047683716
2017-10-02,3.9800000190734863
2017-10-03,4.53000020980835
2017-10-04,4.409999847412109
2017-10-05,5.820000171661377
2017-10-06,5.619999885559082
2017-10-09,5.699999809265137
2017-10-10,5.78000020980835
2017-10-11,5.900000095367432
2017-10-12,5.860000133514404
2017-10-13,5.519999980926514
2017-10-16,5.78000020980835
2017-10-17,5.889999866485596
2017-10-18,5.639999866485596
2017-10-19,5.760000228881836
2017-10-20,5.849999904632568
2017-10-23,5.619999885559082
2017-10-24,5.670000076293945
2017-10-25,5.699999809265137
2017-10-26,5.699999809265137
2017-10-27,5.900000095367432
2017-10-30,5.710000038146973
2017-10-31,5.849999904632568
2017-11-01,5.789999961853027
2017-11-02,5.800000190734863
2017-11-03,5.78000020980835
2017-11-06,5.78000020980835
2017-11-07,5.519999980926514
2017-11-08,5.480000019073486
2017-11-09,5.489999771118164
2017-11-10,5.820000171661377
2017-11-13,5.820000171661377
2017-11-14,5.840000152587891
2017-11-15,5.96999979019165
2017-11-16,5.920000076293945
2017-11-17,5.960000038146973
2017-11-20,6.190000057220459
2017-11-21,6.5
2017-11-22,6.599999904632568
2017-11-24,6.699999809265137
2017-11-27,7.369999885559082
2017-11-28,7.349999904632568
2017-11-29,7.139999866485596
2017-11-30,7.260000228881836
2017-12-01,7.119999885559082
2017-12-04,6.869999885559082
2017-12-05,6.489999771118164
2017-12-06,6.320000171661377
2017-12-07,6.599999904632568
2017-12-08,7.179999828338623
2017-12-11,7.0
2017-12-12,7.090000152587891
2017-12-13,7.119999885559082
2017-12-14,7.0
2017-12-15,7.150000095367432
2017-12-18,7.300000190734863
2017-12-19,7.059999942779541
2017-12-20,7.179999828338623
2017-12-21,7.150000095367432
2017-12-22,7.050000190734863
2017-12-26,7.150000095367432
2017-12-27,7.079999923706055
2017-12-28,7.25
2017-12-29,7.340000152587891
2018-01-02,7.050000190734863
2018-01-03,7.0
2018-01-04,7.099999904632568
2018-01-05,7.239999771118164
2018-01-08,7.260000228881836
2018-01-09,7.0
2018-01-10,6.75
2018-01-11,6.789999961853027
2018-01-12,6.480000019073486
2018-01-16,5.960000038146973
2018-01-17,6.0
2018-01-18,6.300000190734863
2018-01-19,6.309999942779541
2018-01-22,6.289999961853027
2018-01-23,6.289999961853027
2018-01-24,6.300000190734863
2018-01-25,5.960000038146973
2018-01-26,6.0
2018-01-29,6.25
2018-01-30,6.110000133514404
2018-01-31,6.0
2018-02-01,6.070000171661377
2018-02-02,5.909999847412109
2018-02-05,5.760000228881836
2018-02-06,5.860000133514404
2018-02-07,5.869999885559082
2018-02-08,5.829999923706055
2018-02-09,5.739999771118164
2018-02-12,5.659999847412109
2018-02-13,5.389999866485596
2018-02-14,5.599999904632568
2018-02-15,5.769999980926514
2018-02-16,5.710000038146973
2018-02-20,5.570000171661377
2018-02-21,5.349999904632568
2018-02-22,5.230000019073486
2018-02-23,5.179999828338623
2018-02-26,5.699999809265137
2018-02-27,5.610000133514404
2018-02-28,5.820000171661377
2018-03-01,5.739999771118164
2018-03-02,5.860000133514404
2018-03-05,5.760000228881836
2018-03-06,5.840000152587891
2018-03-07,5.789999961853027
2018-03-08,5.78000020980835
2018-03-09,5.739999771118164
2018-03-12,5.800000190734863
2018-03-13,5.75
2018-03-14,5.829999923706055
2018-03-15,5.789999961853027
2018-03-16,5.789999961853027
2018-03-19,5.699999809265137
2018-03-20,5.769999980926514
2018-03-21,6.059999942779541
2018-03-22,5.980000019073486
2018-03-23,7.519999980926514
2018-03-26,7.900000095367432
2018-03-27,7.789999961853027
2018-03-28,7.760000228881836
2018-03-29,7.96999979019165
2018-04-02,7.929999828338623
2018-04-03,8.0
2018-04-04,8.489999771118164
2018-04-05,8.470000267028809
2018-04-06,8.529999732971191
2018-04-09,8.720000267028809
2018-04-10,8.6899995803833
2018-04-11,8.619999885559082
2018-04-12,9.020000457763672
2018-04-13,9.010000228881836
2018-04-16,8.949999809265137
2018-04-17,9.079999923706055
2018-04-18,9.130000114440918
2018-04-19,8.989999771118164
2018-04-20,9.199999809265137
2018-04-23,9.449999809265137
