,FREE
2020-05-22,10.079999923706055
2020-05-26,10.079999923706055
2020-05-27,10.109999656677246
2020-05-28,10.09000015258789
2020-05-29,10.079999923706055
2020-06-01,10.100000381469727
2020-06-02,10.100000381469727
2020-06-03,10.100000381469727
2020-06-04,10.109999656677246
2020-06-05,10.119999885559082
2020-06-08,10.210000038146973
2020-06-09,10.140000343322754
2020-06-10,10.0600004196167
2020-06-11,10.130000114440918
2020-06-12,11.220000267028809
2020-06-15,10.180000305175781
2020-06-16,10.390000343322754
2020-06-17,10.390000343322754
2020-06-18,10.6899995803833
2020-06-19,10.1899995803833
2020-06-22,10.25
2020-06-23,10.890000343322754
2020-06-24,10.789999961853027
2020-06-25,10.100000381469727
2020-06-26,9.550000190734863
2020-06-29,8.550000190734863
2020-06-30,8.069999694824219
2020-07-01,8.149999618530273
2020-07-02,7.900000095367432
2020-07-06,7.420000076293945
2020-07-07,7.059999942779541
2020-07-08,7.550000190734863
2020-07-09,7.510000228881836
2020-07-10,7.599999904632568
2020-07-13,7.800000190734863
2020-07-14,7.900000095367432
2020-07-15,8.029999732971191
2020-07-16,7.840000152587891
2020-07-17,8.069999694824219
2020-07-20,8.0
2020-07-21,8.020000457763672
2020-07-22,7.78000020980835
2020-07-23,7.880000114440918
2020-07-24,7.659999847412109
2020-07-27,7.53000020980835
2020-07-28,7.519999980926514
2020-07-29,7.420000076293945
2020-07-30,7.199999809265137
2020-07-31,6.940000057220459
2020-08-03,7.460000038146973
2020-08-04,7.510000228881836
2020-08-05,7.460000038146973
2020-08-06,7.480000019073486
2020-08-07,7.489999771118164
2020-08-10,7.489999771118164
2020-08-11,7.449999809265137
2020-08-12,7.5
2020-08-13,7.829999923706055
2020-08-14,7.679999828338623
2020-08-17,7.559999942779541
2020-08-18,7.300000190734863
2020-08-19,7.289999961853027
2020-08-20,7.21999979019165
2020-08-21,7.170000076293945
2020-08-24,7.389999866485596
2020-08-25,7.389999866485596
2020-08-26,7.900000095367432
2020-08-27,7.78000020980835
2020-08-28,7.760000228881836
2020-08-31,8.010000228881836
2020-09-01,8.170000076293945
2020-09-02,7.96999979019165
2020-09-03,8.109999656677246
2020-09-04,8.380000114440918
2020-09-08,8.390000343322754
2020-09-09,8.680000305175781
2020-09-10,8.8100004196167
2020-09-11,9.010000228881836
2020-09-14,8.739999771118164
2020-09-15,8.569999694824219
2020-09-16,8.600000381469727
2020-09-17,8.489999771118164
2020-09-18,8.59000015258789
2020-09-21,8.5
2020-09-22,8.210000038146973
2020-09-23,7.989999771118164
2020-09-24,7.809999942779541
2020-09-25,8.029999732971191
2020-09-28,8.449999809265137
2020-09-29,8.479999542236328
2020-09-30,8.34000015258789
2020-10-01,8.420000076293945
2020-10-02,8.449999809265137
2020-10-05,8.449999809265137
2020-10-06,8.319999694824219
2020-10-07,8.300000190734863
2020-10-08,8.020000457763672
2020-10-09,8.079999923706055
2020-10-12,8.270000457763672
2020-10-13,8.300000190734863
2020-10-14,8.329999923706055
2020-10-15,8.270000457763672
2020-10-16,8.0600004196167
2020-10-19,8.25
2020-10-20,8.40999984741211
2020-10-21,8.3100004196167
2020-10-22,8.529999732971191
2020-10-23,8.789999961853027
2020-10-26,8.40999984741211
2020-10-27,8.529999732971191
2020-10-28,8.710000038146973
2020-10-29,8.539999961853027
2020-10-30,8.1899995803833
2020-11-02,8.359999656677246
2020-11-03,8.380000114440918
2020-11-04,8.319999694824219
2020-11-05,8.449999809265137
2020-11-06,8.59000015258789
2020-11-09,8.869999885559082
2020-11-10,8.880000114440918
2020-11-11,9.119999885559082
2020-11-12,8.979999542236328
2020-11-13,8.920000076293945
2020-11-16,8.34000015258789
2020-11-17,7.869999885559082
2020-11-18,7.849999904632568
2020-11-19,8.289999961853027
2020-11-20,8.0
2020-11-23,7.989999771118164
2020-11-24,8.210000038146973
2020-11-25,8.319999694824219
2020-11-27,8.470000267028809
2020-11-30,8.289999961853027
2020-12-01,9.020000457763672
2020-12-02,9.529999732971191
2020-12-03,9.6899995803833
2020-12-04,9.789999961853027
2020-12-07,9.729999542236328
2020-12-08,9.890000343322754
2020-12-09,9.920000076293945
2020-12-10,10.0600004196167
2020-12-11,10.390000343322754
2020-12-14,10.470000267028809
2020-12-15,10.800000190734863
2020-12-16,10.680000305175781
2020-12-17,11.380000114440918
2020-12-18,11.470000267028809
2020-12-21,11.0
2020-12-22,11.329999923706055
2020-12-23,11.579999923706055
2020-12-24,11.510000228881836
2020-12-28,11.4399995803833
2020-12-29,11.1899995803833
2020-12-30,10.989999771118164
2020-12-31,10.899999618530273
2021-01-04,10.800000190734863
2021-01-05,10.600000381469727
2021-01-06,10.949999809265137
2021-01-07,11.420000076293945
2021-01-08,11.25
2021-01-11,11.300000190734863
2021-01-12,11.470000267028809
2021-01-13,11.5600004196167
2021-01-14,11.6899995803833
2021-01-15,11.920000076293945
2021-01-19,11.960000038146973
2021-01-20,12.020000457763672
2021-01-21,12.020000457763672
2021-01-22,11.890000343322754
2021-01-25,12.1899995803833
2021-01-26,12.630000114440918
2021-01-27,11.75
2021-01-28,11.850000381469727
2021-01-29,11.329999923706055
2021-02-01,11.75
2021-02-02,11.989999771118164
2021-02-03,12.279999732971191
2021-02-04,12.960000038146973
2021-02-05,13.079999923706055
2021-02-08,13.149999618530273
2021-02-09,13.649999618530273
2021-02-10,13.270000457763672
2021-02-11,13.25
2021-02-12,13.930000305175781
2021-02-16,14.024999618530273
2021-02-17,13.789999961853027
2021-02-18,13.899999618530273
2021-02-19,13.789999961853027
2021-02-22,13.289999961853027
2021-02-23,13.289999961853027
2021-02-24,13.539999961853027
2021-02-25,13.350000381469727
2021-02-26,12.829999923706055
2021-03-01,13.520000457763672
2021-03-02,13.5600004196167
2021-03-03,13.329999923706055
2021-03-04,12.5
2021-03-05,12.600000381469727
2021-03-08,12.369999885559082
2021-03-09,12.699999809265137
2021-03-10,12.779999732971191
2021-03-11,12.989999771118164
2021-03-12,13.119999885559082
2021-03-15,12.819999694824219
2021-03-16,13.699999809265137
2021-03-17,13.539999961853027
2021-03-18,13.579999923706055
2021-03-19,14.5600004196167
2021-03-22,14.539999961853027
2021-03-23,13.890000343322754
2021-03-24,13.359999656677246
2021-03-25,13.390000343322754
2021-03-26,13.130000114440918
2021-03-29,12.890000343322754
2021-03-30,13.239999771118164
2021-03-31,13.039999961853027
2021-04-01,13.4399995803833
2021-04-05,13.279999732971191
2021-04-06,13.289999961853027
2021-04-07,13.470000267028809
2021-04-08,13.489999771118164
2021-04-09,13.239999771118164
2021-04-12,13.350000381469727
2021-04-13,13.90999984741211
2021-04-14,14.220000267028809
2021-04-15,13.699999809265137
2021-04-16,13.699999809265137
2021-04-19,13.789999961853027
2021-04-20,13.180000305175781
2021-04-21,13.029999732971191
2021-04-22,13.119999885559082
2021-04-23,13.449999809265137
2021-04-26,13.680000305175781
2021-04-27,13.569999694824219
2021-04-28,13.4399995803833
2021-04-29,13.460000038146973
2021-04-30,13.5
2021-05-03,13.739999771118164
2021-05-04,13.350000381469727
2021-05-05,13.460000038146973
2021-05-06,13.649999618530273
2021-05-07,13.710000038146973
2021-05-10,13.75
2021-05-11,13.739999771118164
2021-05-12,13.079999923706055
2021-05-13,12.739999771118164
2021-05-14,12.90999984741211
