,ATEX
2015-05-26,47.599998474121094
2015-05-27,46.83000183105469
2015-05-28,46.91999816894531
2015-05-29,47.34000015258789
2015-06-01,47.56999969482422
2015-06-02,47.290000915527344
2015-06-03,47.099998474121094
2015-06-04,47.11000061035156
2015-06-05,47.4900016784668
2015-06-08,47.29999923706055
2015-06-09,46.36000061035156
2015-06-10,45.029998779296875
2015-06-11,44.099998474121094
2015-06-12,44.25
2015-06-15,44.41999816894531
2015-06-16,44.25
2015-06-17,44.970001220703125
2015-06-18,45.2400016784668
2015-06-19,43.849998474121094
2015-06-22,43.029998779296875
2015-06-23,42.5
2015-06-24,42.52000045776367
2015-06-25,43.40999984741211
2015-06-26,42.84000015258789
2015-06-29,43.43000030517578
2015-06-30,42.130001068115234
2015-07-01,40.29999923706055
2015-07-02,38.79999923706055
2015-07-06,37.79999923706055
2015-07-07,36.29999923706055
2015-07-08,38.439998626708984
2015-07-09,36.939998626708984
2015-07-10,37.41999816894531
2015-07-13,36.790000915527344
2015-07-14,37.130001068115234
2015-07-15,36.2400016784668
2015-07-16,36.209999084472656
2015-07-17,36.93000030517578
2015-07-20,38.27000045776367
2015-07-21,36.220001220703125
2015-07-22,35.02000045776367
2015-07-23,34.099998474121094
2015-07-24,34.130001068115234
2015-07-27,31.670000076293945
2015-07-28,30.420000076293945
2015-07-29,30.100000381469727
2015-07-30,30.040000915527344
2015-07-31,29.239999771118164
2015-08-03,28.799999237060547
2015-08-04,28.75
2015-08-05,28.3700008392334
2015-08-06,28.049999237060547
2015-08-07,28.0
2015-08-10,26.31999969482422
2015-08-11,26.59000015258789
2015-08-12,30.079999923706055
2015-08-13,31.979999542236328
2015-08-14,34.130001068115234
2015-08-17,34.06999969482422
2015-08-18,33.27000045776367
2015-08-19,32.25
2015-08-20,31.770000457763672
2015-08-21,31.510000228881836
2015-08-24,30.690000534057617
2015-08-25,30.899999618530273
2015-08-26,31.649999618530273
2015-08-27,31.729999542236328
2015-08-28,31.610000610351562
2015-08-31,31.969999313354492
2015-09-01,32.09000015258789
2015-09-02,32.349998474121094
2015-09-03,31.75
2015-09-04,32.5
2015-09-08,34.0
2015-09-09,33.790000915527344
2015-09-10,32.709999084472656
2015-09-11,32.130001068115234
2015-09-14,31.8799991607666
2015-09-15,32.88999938964844
2015-09-16,32.4900016784668
2015-09-17,32.0
2015-09-18,32.88999938964844
2015-09-21,32.900001525878906
2015-09-22,32.02000045776367
2015-09-23,32.220001220703125
2015-09-24,32.060001373291016
2015-09-25,31.43000030517578
2015-09-28,30.610000610351562
2015-09-29,29.549999237060547
2015-09-30,29.899999618530273
2015-10-01,29.040000915527344
2015-10-02,28.940000534057617
2015-10-05,30.079999923706055
2015-10-06,29.940000534057617
2015-10-07,30.5
2015-10-08,30.690000534057617
2015-10-09,31.18000030517578
2015-10-12,31.020000457763672
2015-10-13,30.280000686645508
2015-10-14,29.469999313354492
2015-10-15,29.5
2015-10-16,29.149999618530273
2015-10-19,28.719999313354492
2015-10-20,28.93000030517578
2015-10-21,28.049999237060547
2015-10-22,28.530000686645508
2015-10-23,28.020000457763672
2015-10-26,27.520000457763672
2015-10-27,26.540000915527344
2015-10-28,29.25
2015-10-29,28.40999984741211
2015-10-30,28.020000457763672
2015-11-02,28.540000915527344
2015-11-03,28.520000457763672
2015-11-04,28.489999771118164
2015-11-05,28.510000228881836
2015-11-06,28.149999618530273
2015-11-09,28.190000534057617
2015-11-10,27.899999618530273
2015-11-11,27.079999923706055
2015-11-12,25.829999923706055
2015-11-13,24.280000686645508
2015-11-16,24.399999618530273
2015-11-17,22.959999084472656
2015-11-18,23.149999618530273
2015-11-19,23.100000381469727
2015-11-20,23.09000015258789
2015-11-23,23.6299991607666
2015-11-24,23.600000381469727
2015-11-25,25.030000686645508
2015-11-27,25.6299991607666
2015-11-30,26.450000762939453
2015-12-01,26.270000457763672
2015-12-02,26.360000610351562
2015-12-03,25.75
2015-12-04,24.989999771118164
2015-12-07,24.43000030517578
2015-12-08,24.969999313354492
2015-12-09,24.940000534057617
2015-12-10,27.020000457763672
2015-12-11,26.280000686645508
2015-12-14,25.309999465942383
2015-12-15,26.260000228881836
2015-12-16,27.690000534057617
2015-12-17,27.530000686645508
2015-12-18,27.520000457763672
2015-12-21,27.469999313354492
2015-12-22,27.09000015258789
2015-12-23,28.510000228881836
2015-12-24,29.770000457763672
2015-12-28,28.68000030517578
2015-12-29,28.940000534057617
2015-12-30,28.670000076293945
2015-12-31,27.5
2016-01-04,26.709999084472656
2016-01-05,26.739999771118164
2016-01-06,26.920000076293945
2016-01-07,26.059999465942383
2016-01-08,25.860000610351562
2016-01-11,25.639999389648438
2016-01-12,25.989999771118164
2016-01-13,25.809999465942383
2016-01-14,25.920000076293945
2016-01-15,25.6299991607666
2016-01-19,25.260000228881836
2016-01-20,25.34000015258789
2016-01-21,25.290000915527344
2016-01-22,25.34000015258789
2016-01-25,25.0
2016-01-26,24.579999923706055
2016-01-27,23.790000915527344
2016-01-28,23.700000762939453
2016-01-29,24.06999969482422
2016-02-01,22.860000610351562
2016-02-02,22.219999313354492
2016-02-03,22.190000534057617
2016-02-04,22.809999465942383
2016-02-05,22.450000762939453
2016-02-08,22.350000381469727
2016-02-09,22.270000457763672
2016-02-10,21.65999984741211
2016-02-11,24.399999618530273
2016-02-12,24.299999237060547
2016-02-16,23.950000762939453
2016-02-17,23.93000030517578
2016-02-18,23.989999771118164
2016-02-19,23.969999313354492
2016-02-22,24.850000381469727
2016-02-23,24.450000762939453
2016-02-24,24.510000228881836
2016-02-25,24.860000610351562
2016-02-26,25.75
2016-02-29,28.399999618530273
2016-03-01,27.84000015258789
2016-03-02,28.170000076293945
2016-03-03,28.309999465942383
2016-03-04,27.690000534057617
2016-03-07,28.5
2016-03-08,27.979999542236328
2016-03-09,27.8700008392334
2016-03-10,27.639999389648438
2016-03-11,28.969999313354492
2016-03-14,28.969999313354492
2016-03-15,28.84000015258789
2016-03-16,29.280000686645508
2016-03-17,30.010000228881836
2016-03-18,30.690000534057617
2016-03-21,29.850000381469727
2016-03-22,29.670000076293945
2016-03-23,30.170000076293945
2016-03-24,29.8799991607666
2016-03-28,30.510000228881836
2016-03-29,33.349998474121094
2016-03-30,33.7400016784668
2016-03-31,34.34000015258789
2016-04-01,35.72999954223633
2016-04-04,36.58000183105469
2016-04-05,36.290000915527344
2016-04-06,36.77000045776367
2016-04-07,36.88999938964844
2016-04-08,38.380001068115234
2016-04-11,38.880001068115234
2016-04-12,37.369998931884766
2016-04-13,37.65999984741211
2016-04-14,38.13999938964844
2016-04-15,38.119998931884766
2016-04-18,39.93000030517578
2016-04-19,39.86000061035156
2016-04-20,39.72999954223633
2016-04-21,39.849998474121094
2016-04-22,40.209999084472656
2016-04-25,40.90999984741211
2016-04-26,40.9900016784668
2016-04-27,40.56999969482422
2016-04-28,40.470001220703125
2016-04-29,40.380001068115234
2016-05-02,41.189998626708984
2016-05-03,40.0099983215332
2016-05-04,38.900001525878906
2016-05-05,38.400001525878906
2016-05-06,38.83000183105469
2016-05-09,38.40999984741211
2016-05-10,38.099998474121094
2016-05-11,36.77000045776367
2016-05-12,35.65999984741211
2016-05-13,35.20000076293945
2016-05-16,35.25
2016-05-17,33.22999954223633
2016-05-18,32.779998779296875
2016-05-19,32.029998779296875
2016-05-20,32.959999084472656
2016-05-23,33.65999984741211
2016-05-24,33.4900016784668
2016-05-25,33.400001525878906
2016-05-26,31.5
2016-05-27,27.0
2016-05-31,24.1299991607666
2016-06-01,23.889999389648438
2016-06-02,23.450000762939453
2016-06-03,21.719999313354492
2016-06-06,22.690000534057617
2016-06-07,22.5
2016-06-08,22.299999237060547
2016-06-09,21.079999923706055
2016-06-10,20.920000076293945
2016-06-13,19.270000457763672
2016-06-14,19.25
2016-06-15,19.6299991607666
2016-06-16,20.950000762939453
2016-06-17,21.149999618530273
2016-06-20,21.959999084472656
2016-06-21,22.170000076293945
2016-06-22,22.200000762939453
2016-06-23,22.100000381469727
2016-06-24,21.59000015258789
2016-06-27,20.040000915527344
2016-06-28,19.799999237060547
2016-06-29,21.229999542236328
2016-06-30,21.389999389648438
2016-07-01,21.809999465942383
2016-07-05,21.299999237060547
2016-07-06,21.989999771118164
2016-07-07,22.40999984741211
2016-07-08,23.670000076293945
2016-07-11,23.969999313354492
2016-07-12,24.1200008392334
2016-07-13,23.860000610351562
2016-07-14,23.200000762939453
2016-07-15,22.969999313354492
2016-07-18,23.489999771118164
2016-07-19,22.959999084472656
2016-07-20,23.0
2016-07-21,22.450000762939453
2016-07-22,22.260000228881836
2016-07-25,21.850000381469727
2016-07-26,22.040000915527344
2016-07-27,22.489999771118164
2016-07-28,22.100000381469727
2016-07-29,21.5
2016-08-01,21.059999465942383
2016-08-02,20.079999923706055
2016-08-03,20.649999618530273
2016-08-04,21.469999313354492
2016-08-05,22.1200008392334
2016-08-08,21.700000762939453
2016-08-09,21.979999542236328
2016-08-10,20.920000076293945
2016-08-11,21.43000030517578
2016-08-12,20.219999313354492
2016-08-15,20.06999969482422
2016-08-16,20.389999389648438
2016-08-17,21.31999969482422
2016-08-18,21.200000762939453
2016-08-19,21.850000381469727
2016-08-22,22.950000762939453
2016-08-23,23.440000534057617
2016-08-24,23.3700008392334
2016-08-25,23.65999984741211
2016-08-26,24.280000686645508
2016-08-29,24.540000915527344
2016-08-30,25.469999313354492
2016-08-31,25.59000015258789
2016-09-01,24.030000686645508
2016-09-02,24.200000762939453
2016-09-06,22.709999084472656
2016-09-07,22.030000686645508
2016-09-08,21.84000015258789
2016-09-09,20.75
2016-09-12,21.350000381469727
2016-09-13,20.65999984741211
2016-09-14,20.81999969482422
2016-09-15,20.920000076293945
2016-09-16,21.31999969482422
2016-09-19,21.700000762939453
2016-09-20,21.75
2016-09-21,22.030000686645508
2016-09-22,22.030000686645508
2016-09-23,22.260000228881836
2016-09-26,22.549999237060547
2016-09-27,24.760000228881836
2016-09-28,23.510000228881836
2016-09-29,22.719999313354492
2016-09-30,22.899999618530273
2016-10-03,24.030000686645508
2016-10-04,24.059999465942383
2016-10-05,23.809999465942383
2016-10-06,23.989999771118164
2016-10-07,23.709999084472656
2016-10-10,24.889999389648438
2016-10-11,25.760000228881836
2016-10-12,27.270000457763672
2016-10-13,25.229999542236328
2016-10-14,24.829999923706055
2016-10-17,24.950000762939453
2016-10-18,25.799999237060547
2016-10-19,25.75
2016-10-20,25.799999237060547
2016-10-21,25.0
2016-10-24,25.450000762939453
2016-10-25,24.299999237060547
2016-10-26,24.799999237060547
2016-10-27,23.950000762939453
2016-10-28,24.100000381469727
2016-10-31,23.600000381469727
2016-11-01,23.200000762939453
2016-11-02,23.0
2016-11-03,22.799999237060547
2016-11-04,21.899999618530273
2016-11-07,22.25
2016-11-08,23.200000762939453
2016-11-09,22.899999618530273
2016-11-10,22.5
2016-11-11,24.149999618530273
2016-11-14,24.5
2016-11-15,24.399999618530273
2016-11-16,24.5
2016-11-17,24.799999237060547
2016-11-18,25.0
2016-11-21,25.350000381469727
2016-11-22,25.100000381469727
2016-11-23,24.549999237060547
2016-11-25,25.149999618530273
2016-11-28,24.899999618530273
2016-11-29,24.5
2016-11-30,23.600000381469727
2016-12-01,22.350000381469727
2016-12-02,23.100000381469727
2016-12-05,23.25
2016-12-06,23.200000762939453
2016-12-07,23.200000762939453
2016-12-08,23.899999618530273
2016-12-09,24.200000762939453
2016-12-12,23.950000762939453
2016-12-13,24.649999618530273
2016-12-14,24.0
2016-12-15,24.149999618530273
2016-12-16,24.0
2016-12-19,24.200000762939453
2016-12-20,24.049999237060547
2016-12-21,23.450000762939453
2016-12-22,22.75
2016-12-23,23.450000762939453
2016-12-27,24.549999237060547
2016-12-28,24.100000381469727
2016-12-29,23.700000762939453
2016-12-30,22.549999237060547
2017-01-03,25.299999237060547
2017-01-04,25.600000381469727
2017-01-05,25.75
2017-01-06,26.0
2017-01-09,24.850000381469727
2017-01-10,25.0
2017-01-11,24.899999618530273
2017-01-12,24.649999618530273
2017-01-13,24.299999237060547
2017-01-17,24.75
2017-01-18,24.5
2017-01-19,24.25
2017-01-20,24.100000381469727
2017-01-23,22.799999237060547
2017-01-24,23.350000381469727
2017-01-25,23.649999618530273
2017-01-26,22.700000762939453
2017-01-27,22.049999237060547
2017-01-30,21.899999618530273
2017-01-31,21.299999237060547
2017-02-01,20.5
2017-02-02,20.399999618530273
2017-02-03,21.25
2017-02-06,20.200000762939453
2017-02-07,19.700000762939453
2017-02-08,20.950000762939453
2017-02-09,19.799999237060547
2017-02-10,20.149999618530273
2017-02-13,20.149999618530273
2017-02-14,20.850000381469727
2017-02-15,20.950000762939453
2017-02-16,21.299999237060547
2017-02-17,22.649999618530273
2017-02-21,23.049999237060547
2017-02-22,23.450000762939453
2017-02-23,24.450000762939453
2017-02-24,26.850000381469727
2017-02-27,27.149999618530273
2017-02-28,25.75
2017-03-01,23.799999237060547
2017-03-02,22.649999618530273
2017-03-03,21.799999237060547
2017-03-06,21.049999237060547
2017-03-07,21.0
2017-03-08,20.950000762939453
2017-03-09,21.450000762939453
2017-03-10,21.149999618530273
2017-03-13,22.100000381469727
2017-03-14,21.0
2017-03-15,21.600000381469727
2017-03-16,22.399999618530273
2017-03-17,23.75
2017-03-20,22.5
2017-03-21,21.700000762939453
2017-03-22,20.850000381469727
2017-03-23,20.950000762939453
2017-03-24,21.049999237060547
2017-03-27,21.25
2017-03-28,21.350000381469727
2017-03-29,21.75
2017-03-30,22.600000381469727
2017-03-31,21.850000381469727
2017-04-03,21.5
2017-04-04,21.399999618530273
2017-04-05,20.450000762939453
2017-04-06,20.549999237060547
2017-04-07,21.25
2017-04-10,22.049999237060547
2017-04-11,22.100000381469727
2017-04-12,22.200000762939453
2017-04-13,21.899999618530273
2017-04-17,22.600000381469727
2017-04-18,22.799999237060547
2017-04-19,23.649999618530273
2017-04-20,23.649999618530273
2017-04-21,23.600000381469727
2017-04-24,24.200000762939453
2017-04-25,24.25
2017-04-26,25.299999237060547
2017-04-27,25.600000381469727
2017-04-28,25.649999618530273
2017-05-01,24.100000381469727
2017-05-02,24.350000381469727
2017-05-03,24.700000762939453
2017-05-04,23.200000762939453
2017-05-05,23.200000762939453
2017-05-08,23.049999237060547
2017-05-09,22.700000762939453
2017-05-10,22.350000381469727
2017-05-11,21.950000762939453
2017-05-12,23.0
2017-05-15,22.700000762939453
2017-05-16,22.600000381469727
2017-05-17,21.850000381469727
2017-05-18,21.850000381469727
2017-05-19,21.649999618530273
2017-05-22,22.75
2017-05-23,23.850000381469727
2017-05-24,22.75
2017-05-25,22.799999237060547
2017-05-26,22.649999618530273
2017-05-30,23.549999237060547
2017-05-31,23.899999618530273
2017-06-01,23.75
2017-06-02,24.75
2017-06-05,24.450000762939453
2017-06-06,24.350000381469727
2017-06-07,24.5
2017-06-08,24.649999618530273
2017-06-09,24.950000762939453
2017-06-12,24.700000762939453
2017-06-13,23.299999237060547
2017-06-14,23.149999618530273
2017-06-15,22.399999618530273
2017-06-16,23.299999237060547
2017-06-19,23.899999618530273
2017-06-20,24.049999237060547
2017-06-21,23.350000381469727
2017-06-22,22.950000762939453
2017-06-23,23.549999237060547
2017-06-26,23.799999237060547
2017-06-27,23.299999237060547
2017-06-28,23.950000762939453
2017-06-29,23.450000762939453
2017-06-30,23.299999237060547
2017-07-03,24.350000381469727
2017-07-05,23.350000381469727
2017-07-06,22.950000762939453
2017-07-07,23.399999618530273
2017-07-10,23.049999237060547
2017-07-11,22.899999618530273
2017-07-12,23.850000381469727
2017-07-13,24.399999618530273
2017-07-14,24.399999618530273
2017-07-17,24.75
2017-07-18,24.350000381469727
2017-07-19,24.5
2017-07-20,24.5
2017-07-21,24.149999618530273
2017-07-24,24.75
2017-07-25,24.950000762939453
2017-07-26,24.200000762939453
2017-07-27,23.75
2017-07-28,24.649999618530273
2017-07-31,24.700000762939453
2017-08-01,24.100000381469727
2017-08-02,24.049999237060547
2017-08-03,24.899999618530273
2017-08-04,26.0
2017-08-07,27.75
2017-08-08,28.799999237060547
2017-08-09,29.399999618530273
2017-08-10,29.200000762939453
2017-08-11,27.899999618530273
2017-08-14,28.350000381469727
2017-08-15,29.0
2017-08-16,28.799999237060547
2017-08-17,28.100000381469727
2017-08-18,28.299999237060547
2017-08-21,27.149999618530273
2017-08-22,27.350000381469727
2017-08-23,27.399999618530273
2017-08-24,27.549999237060547
2017-08-25,28.700000762939453
2017-08-28,28.700000762939453
2017-08-29,28.5
2017-08-30,28.399999618530273
2017-08-31,29.25
2017-09-01,30.25
2017-09-05,31.049999237060547
2017-09-06,31.350000381469727
2017-09-07,28.75
2017-09-08,28.549999237060547
2017-09-11,28.649999618530273
2017-09-12,29.450000762939453
2017-09-13,29.100000381469727
2017-09-14,28.950000762939453
2017-09-15,29.149999618530273
2017-09-18,29.799999237060547
2017-09-19,30.950000762939453
2017-09-20,31.100000381469727
2017-09-21,31.049999237060547
2017-09-22,31.25
2017-09-25,31.200000762939453
2017-09-26,30.899999618530273
2017-09-27,31.649999618530273
2017-09-28,31.450000762939453
2017-09-29,29.799999237060547
2017-10-02,29.649999618530273
2017-10-03,31.899999618530273
2017-10-04,31.75
2017-10-05,32.95000076293945
2017-10-06,33.45000076293945
2017-10-09,32.5
2017-10-10,33.150001525878906
2017-10-11,33.150001525878906
2017-10-12,32.45000076293945
2017-10-13,32.349998474121094
2017-10-16,32.099998474121094
2017-10-17,30.850000381469727
2017-10-18,31.700000762939453
2017-10-19,31.450000762939453
2017-10-20,31.200000762939453
2017-10-23,30.649999618530273
2017-10-24,31.0
2017-10-25,30.850000381469727
2017-10-26,30.799999237060547
2017-10-27,31.850000381469727
2017-10-30,31.049999237060547
2017-10-31,28.549999237060547
2017-11-01,28.850000381469727
2017-11-02,29.299999237060547
2017-11-03,29.299999237060547
2017-11-06,30.149999618530273
2017-11-07,30.100000381469727
2017-11-08,29.950000762939453
2017-11-09,30.049999237060547
2017-11-10,29.450000762939453
2017-11-13,29.049999237060547
2017-11-14,31.149999618530273
2017-11-15,32.349998474121094
2017-11-16,34.45000076293945
2017-11-17,34.650001525878906
2017-11-20,34.20000076293945
2017-11-21,33.900001525878906
2017-11-22,34.5
2017-11-24,35.79999923706055
2017-11-27,34.099998474121094
2017-11-28,33.29999923706055
2017-11-29,32.099998474121094
2017-11-30,32.650001525878906
2017-12-01,33.70000076293945
2017-12-04,32.349998474121094
2017-12-05,32.849998474121094
2017-12-06,31.549999237060547
2017-12-07,31.799999237060547
2017-12-08,32.900001525878906
2017-12-11,33.349998474121094
2017-12-12,34.400001525878906
2017-12-13,35.25
2017-12-14,34.400001525878906
2017-12-15,34.75
2017-12-18,34.150001525878906
2017-12-19,33.0
2017-12-20,32.54999923706055
2017-12-21,33.099998474121094
2017-12-22,32.25
2017-12-26,33.0
2017-12-27,32.900001525878906
2017-12-28,32.400001525878906
2017-12-29,32.099998474121094
2018-01-02,32.75
2018-01-03,31.899999618530273
2018-01-04,32.900001525878906
2018-01-05,32.400001525878906
2018-01-08,33.54999923706055
2018-01-09,33.150001525878906
2018-01-10,32.099998474121094
2018-01-11,33.5
2018-01-12,33.849998474121094
2018-01-16,33.20000076293945
2018-01-17,32.79999923706055
2018-01-18,34.54999923706055
2018-01-19,35.650001525878906
2018-01-22,34.95000076293945
2018-01-23,34.29999923706055
2018-01-24,35.0
2018-01-25,35.650001525878906
2018-01-26,35.849998474121094
2018-01-29,33.95000076293945
2018-01-30,33.900001525878906
2018-01-31,34.400001525878906
2018-02-01,35.650001525878906
2018-02-02,33.400001525878906
2018-02-05,32.45000076293945
2018-02-06,32.5
2018-02-07,33.0
2018-02-08,31.450000762939453
2018-02-09,30.350000381469727
2018-02-12,30.950000762939453
2018-02-13,31.399999618530273
2018-02-14,31.5
2018-02-15,32.599998474121094
2018-02-16,32.70000076293945
2018-02-20,32.0
2018-02-21,32.400001525878906
2018-02-22,32.150001525878906
2018-02-23,32.75
2018-02-26,32.900001525878906
2018-02-27,32.29999923706055
2018-02-28,32.20000076293945
2018-03-01,32.099998474121094
2018-03-02,32.75
2018-03-05,33.25
2018-03-06,32.79999923706055
2018-03-07,33.25
2018-03-08,35.849998474121094
2018-03-09,38.75
2018-03-12,38.599998474121094
2018-03-13,37.54999923706055
2018-03-14,36.20000076293945
2018-03-15,36.79999923706055
2018-03-16,38.54999923706055
2018-03-19,36.400001525878906
2018-03-20,33.349998474121094
2018-03-21,32.20000076293945
2018-03-22,34.0
2018-03-23,31.600000381469727
2018-03-26,31.899999618530273
2018-03-27,30.700000762939453
2018-03-28,30.0
2018-03-29,29.850000381469727
2018-04-02,30.200000762939453
2018-04-03,30.149999618530273
2018-04-04,30.0
2018-04-05,31.5
2018-04-06,30.049999237060547
2018-04-09,30.049999237060547
2018-04-10,30.049999237060547
2018-04-11,30.0
2018-04-12,29.950000762939453
2018-04-13,30.100000381469727
2018-04-16,30.299999237060547
2018-04-17,31.399999618530273
2018-04-18,31.700000762939453
2018-04-19,31.200000762939453
2018-04-20,31.5
2018-04-23,31.049999237060547
2018-04-24,29.75
2018-04-25,30.649999618530273
2018-04-26,29.600000381469727
2018-04-27,29.350000381469727
2018-04-30,29.100000381469727
2018-05-01,28.649999618530273
2018-05-02,28.549999237060547
2018-05-03,27.899999618530273
2018-05-04,27.75
2018-05-07,27.850000381469727
2018-05-08,28.049999237060547
2018-05-09,28.049999237060547
2018-05-10,28.649999618530273
2018-05-11,28.75
2018-05-14,28.200000762939453
2018-05-15,27.0
2018-05-16,27.299999237060547
2018-05-17,27.75
2018-05-18,27.350000381469727
2018-05-21,27.950000762939453
2018-05-22,27.75
2018-05-23,26.899999618530273
2018-05-24,25.100000381469727
2018-05-25,23.899999618530273
2018-05-29,23.350000381469727
2018-05-30,26.700000762939453
2018-05-31,25.350000381469727
2018-06-01,26.600000381469727
2018-06-04,25.799999237060547
2018-06-05,24.700000762939453
2018-06-06,24.700000762939453
2018-06-07,25.200000762939453
2018-06-08,24.799999237060547
2018-06-11,26.200000762939453
2018-06-12,24.899999618530273
2018-06-13,25.100000381469727
2018-06-14,27.649999618530273
2018-06-15,28.950000762939453
2018-06-18,27.649999618530273
2018-06-19,27.75
2018-06-20,26.700000762939453
2018-06-21,26.25
2018-06-22,26.100000381469727
2018-06-25,26.149999618530273
2018-06-26,26.549999237060547
2018-06-27,24.399999618530273
2018-06-28,25.149999618530273
2018-06-29,24.950000762939453
2018-07-02,24.450000762939453
2018-07-03,25.049999237060547
2018-07-05,25.25
2018-07-06,25.399999618530273
2018-07-09,26.25
2018-07-10,25.899999618530273
2018-07-11,26.049999237060547
2018-07-12,26.850000381469727
2018-07-13,26.350000381469727
2018-07-16,26.399999618530273
2018-07-17,25.899999618530273
2018-07-18,25.75
2018-07-19,25.799999237060547
2018-07-20,26.549999237060547
2018-07-23,25.799999237060547
2018-07-24,26.899999618530273
2018-07-25,25.450000762939453
2018-07-26,27.899999618530273
2018-07-27,29.0
2018-07-30,30.649999618530273
2018-07-31,29.899999618530273
2018-08-01,29.399999618530273
2018-08-02,29.5
2018-08-03,29.450000762939453
2018-08-06,29.799999237060547
2018-08-07,29.5
2018-08-08,28.950000762939453
2018-08-09,30.450000762939453
2018-08-10,32.29999923706055
2018-08-13,31.25
2018-08-14,31.850000381469727
2018-08-15,31.200000762939453
2018-08-16,31.649999618530273
2018-08-17,33.400001525878906
2018-08-20,30.200000762939453
2018-08-21,30.25
2018-08-22,30.149999618530273
2018-08-23,30.0
2018-08-24,30.100000381469727
2018-08-27,29.75
2018-08-28,29.200000762939453
2018-08-29,29.899999618530273
2018-08-30,29.350000381469727
2018-08-31,30.049999237060547
2018-09-04,30.049999237060547
2018-09-05,29.450000762939453
2018-09-06,29.299999237060547
2018-09-07,29.549999237060547
2018-09-10,28.5
2018-09-11,28.450000762939453
2018-09-12,30.0
2018-09-13,30.299999237060547
2018-09-14,30.799999237060547
2018-09-17,30.950000762939453
2018-09-18,29.899999618530273
2018-09-19,30.350000381469727
2018-09-20,31.549999237060547
2018-09-21,31.549999237060547
2018-09-24,31.450000762939453
2018-09-25,33.099998474121094
2018-09-26,33.900001525878906
2018-09-27,34.849998474121094
2018-09-28,33.900001525878906
2018-10-01,34.279998779296875
2018-10-02,35.290000915527344
2018-10-03,36.02000045776367
2018-10-04,36.709999084472656
2018-10-05,36.310001373291016
2018-10-08,36.119998931884766
2018-10-09,37.150001525878906
2018-10-10,36.689998626708984
2018-10-11,36.349998474121094
2018-10-12,36.310001373291016
2018-10-15,39.83000183105469
2018-10-16,43.040000915527344
2018-10-17,43.54999923706055
2018-10-18,40.16999816894531
2018-10-19,40.970001220703125
2018-10-22,42.130001068115234
2018-10-23,42.7599983215332
2018-10-24,39.790000915527344
2018-10-25,38.68000030517578
2018-10-26,37.72999954223633
2018-10-29,38.119998931884766
2018-10-30,38.540000915527344
2018-10-31,40.5
2018-11-01,41.38999938964844
2018-11-02,41.86000061035156
2018-11-05,43.29999923706055
2018-11-06,42.91999816894531
2018-11-07,43.47999954223633
2018-11-08,43.560001373291016
2018-11-09,42.0
2018-11-12,40.33000183105469
2018-11-13,40.099998474121094
2018-11-14,39.0099983215332
2018-11-15,39.779998779296875
2018-11-16,39.90999984741211
2018-11-19,39.93000030517578
2018-11-20,40.150001525878906
2018-11-21,40.91999816894531
2018-11-23,39.779998779296875
2018-11-26,41.0
2018-11-27,42.459999084472656
2018-11-28,45.77000045776367
2018-11-29,45.209999084472656
2018-11-30,43.439998626708984
2018-12-03,40.0
2018-12-04,39.38999938964844
2018-12-06,37.81999969482422
2018-12-07,38.5
2018-12-10,37.91999816894531
2018-12-11,38.189998626708984
2018-12-12,39.209999084472656
2018-12-13,39.04999923706055
2018-12-14,37.939998626708984
