,BRPAU
2017-11-20,10.010000228881836
2017-11-21,10.020000457763672
2017-11-22,10.024999618530273
2017-11-24,10.031000137329102
2017-11-27,10.010000228881836
2017-11-28,10.008000373840332
2017-11-29,10.0
2017-11-30,10.010000228881836
2017-12-01,10.0
2017-12-04,10.0
2017-12-05,10.010000228881836
2017-12-06,10.010000228881836
2017-12-07,10.168000221252441
2017-12-08,10.170000076293945
2017-12-11,10.149999618530273
2017-12-12,10.239999771118164
2017-12-13,10.229999542236328
2017-12-14,10.25
2017-12-15,10.24899959564209
2017-12-18,10.25
2017-12-19,10.199999809265137
2017-12-20,10.34000015258789
2017-12-21,10.310999870300293
2017-12-22,10.3100004196167
2017-12-26,10.3100004196167
2017-12-27,10.3100004196167
2017-12-28,10.3100004196167
2017-12-29,10.234999656677246
2018-01-02,10.210000038146973
2018-01-03,10.25
2018-01-04,10.239999771118164
2018-01-05,10.239999771118164
2018-01-08,10.239999771118164
2018-01-09,10.239999771118164
2018-01-10,10.302000045776367
2018-01-11,10.300000190734863
2018-01-12,10.300000190734863
2018-01-16,10.25
2018-01-17,10.25
2018-01-18,10.25
2018-01-19,10.479999542236328
2018-01-22,10.350000381469727
2018-01-23,10.350000381469727
2018-01-24,10.5
2018-01-25,10.4399995803833
2018-01-26,10.4399995803833
2018-01-29,10.4399995803833
2018-01-30,10.59000015258789
2018-01-31,10.59000015258789
2018-02-01,10.600000381469727
2018-02-02,10.600000381469727
2018-02-05,10.550000190734863
2018-02-06,10.550000190734863
2018-02-07,10.550000190734863
2018-02-08,10.5
2018-02-09,10.630000114440918
2018-02-12,10.520000457763672
2018-02-13,10.520000457763672
2018-02-14,10.520000457763672
2018-02-15,10.520000457763672
2018-02-16,10.520000457763672
2018-02-20,10.520000457763672
2018-02-21,10.539999961853027
2018-02-22,10.539999961853027
2018-02-23,10.539999961853027
2018-02-26,10.350000381469727
2018-02-27,10.350000381469727
2018-02-28,10.350000381469727
2018-03-01,10.350000381469727
2018-03-02,10.350000381469727
2018-03-05,10.300000190734863
2018-03-06,10.300000190734863
2018-03-07,10.34000015258789
2018-03-08,10.34000015258789
2018-03-09,10.399999618530273
2018-03-12,10.380000114440918
2018-03-13,10.380000114440918
2018-03-14,10.380000114440918
2018-03-15,10.34000015258789
2018-03-16,10.399999618530273
2018-03-19,10.399999618530273
2018-03-20,10.239999771118164
2018-03-21,10.279999732971191
2018-03-22,10.335000038146973
2018-03-23,10.319999694824219
2018-03-26,10.319999694824219
2018-03-27,10.319999694824219
2018-03-28,10.319999694824219
2018-03-29,10.350000381469727
2018-04-02,10.34000015258789
2018-04-03,10.40999984741211
2018-04-04,10.40999984741211
2018-04-05,10.40999984741211
2018-04-06,10.329999923706055
2018-04-09,10.329999923706055
2018-04-10,10.329999923706055
2018-04-11,10.4399995803833
2018-04-12,10.449999809265137
2018-04-13,10.449999809265137
2018-04-16,10.449999809265137
2018-04-17,10.449999809265137
2018-04-18,10.449999809265137
2018-04-19,10.449999809265137
2018-04-20,10.449999809265137
2018-04-23,10.5
2018-04-24,10.5
2018-04-25,10.5
2018-04-26,10.5
2018-04-27,10.5
2018-04-30,10.5
2018-05-01,10.5
2018-05-02,10.5
2018-05-03,10.949999809265137
2018-05-04,10.949999809265137
2018-05-07,10.930000305175781
2018-05-08,10.930000305175781
2018-05-09,10.649999618530273
2018-05-10,10.670000076293945
2018-05-11,10.649999618530273
2018-05-14,10.630000114440918
2018-05-15,10.699999809265137
2018-05-16,10.5600004196167
2018-05-17,10.630000114440918
2018-05-18,10.630000114440918
2018-05-21,10.619999885559082
2018-05-22,10.5
2018-05-23,10.5
2018-05-24,10.460000038146973
2018-05-25,10.460000038146973
2018-05-29,10.460000038146973
2018-05-30,10.460000038146973
2018-05-31,10.649999618530273
2018-06-01,10.600000381469727
2018-06-04,10.600000381469727
2018-06-05,10.600000381469727
2018-06-06,10.640000343322754
2018-06-07,10.572999954223633
2018-06-08,10.572999954223633
2018-06-11,10.572999954223633
2018-06-12,10.572999954223633
2018-06-13,10.572999954223633
2018-06-14,10.475000381469727
2018-06-15,10.475000381469727
2018-06-18,10.475000381469727
2018-06-19,10.475000381469727
2018-06-20,10.475000381469727
2018-06-21,10.475000381469727
2018-06-22,10.475000381469727
2018-06-25,10.475000381469727
2018-06-26,10.475000381469727
2018-06-27,10.475000381469727
2018-06-28,10.475000381469727
2018-06-29,10.475000381469727
2018-07-02,10.475000381469727
2018-07-03,10.600000381469727
2018-07-05,10.600000381469727
2018-07-06,10.600000381469727
2018-07-09,10.600000381469727
2018-07-10,10.600000381469727
2018-07-11,10.600000381469727
2018-07-12,10.600000381469727
2018-07-13,10.600000381469727
2018-07-16,10.600000381469727
2018-07-17,10.600000381469727
2018-07-18,10.600000381469727
2018-07-19,10.600000381469727
2018-07-20,10.600000381469727
2018-07-23,10.600000381469727
2018-07-24,10.600000381469727
2018-07-25,10.600000381469727
2018-07-26,10.600000381469727
2018-07-27,10.524999618530273
2018-07-30,10.524999618530273
