,PSN
2019-05-08,30.06999969482422
2019-05-09,30.100000381469727
2019-05-10,31.010000228881836
2019-05-13,31.059999465942383
2019-05-14,31.75
2019-05-15,32.45000076293945
2019-05-16,31.0
2019-05-17,30.920000076293945
2019-05-20,31.850000381469727
2019-05-21,32.70000076293945
2019-05-22,32.56999969482422
2019-05-23,31.899999618530273
2019-05-24,32.08000183105469
2019-05-28,31.899999618530273
2019-05-29,31.450000762939453
2019-05-30,31.280000686645508
2019-05-31,31.75
2019-06-03,32.27000045776367
2019-06-04,32.0
2019-06-05,31.59000015258789
2019-06-06,31.989999771118164
2019-06-07,32.38999938964844
2019-06-10,31.84000015258789
2019-06-11,31.90999984741211
2019-06-12,31.729999542236328
2019-06-13,31.780000686645508
2019-06-14,31.649999618530273
2019-06-17,31.31999969482422
2019-06-18,32.959999084472656
2019-06-19,34.900001525878906
2019-06-20,35.72999954223633
2019-06-21,37.95000076293945
2019-06-24,36.790000915527344
2019-06-25,36.75
2019-06-26,37.060001373291016
2019-06-27,37.0099983215332
2019-06-28,36.86000061035156
2019-07-01,36.61000061035156
2019-07-02,36.150001525878906
2019-07-03,36.439998626708984
2019-07-05,36.939998626708984
2019-07-08,36.619998931884766
2019-07-09,36.54999923706055
2019-07-10,36.70000076293945
2019-07-11,37.41999816894531
2019-07-12,37.66999816894531
2019-07-15,38.02000045776367
2019-07-16,37.33000183105469
2019-07-17,37.15999984741211
2019-07-18,36.2400016784668
2019-07-19,36.84000015258789
2019-07-22,37.77000045776367
2019-07-23,37.15999984741211
2019-07-24,37.36000061035156
2019-07-25,36.869998931884766
2019-07-26,37.189998626708984
2019-07-29,37.52000045776367
2019-07-30,37.13999938964844
2019-07-31,36.709999084472656
2019-08-01,37.56999969482422
2019-08-02,37.189998626708984
2019-08-05,36.25
2019-08-06,36.0099983215332
2019-08-07,35.88999938964844
2019-08-08,37.279998779296875
2019-08-09,37.13999938964844
2019-08-12,36.2400016784668
2019-08-13,35.93000030517578
2019-08-14,34.09000015258789
2019-08-15,34.400001525878906
2019-08-16,34.15999984741211
2019-08-19,34.11000061035156
2019-08-20,33.7400016784668
2019-08-21,34.279998779296875
2019-08-22,34.689998626708984
2019-08-23,33.5
2019-08-26,34.09000015258789
2019-08-27,33.61000061035156
2019-08-28,33.7599983215332
2019-08-29,34.25
2019-08-30,34.02000045776367
2019-09-03,33.470001220703125
2019-09-04,33.38999938964844
2019-09-05,35.2599983215332
2019-09-06,34.66999816894531
2019-09-09,34.290000915527344
2019-09-10,32.939998626708984
2019-09-11,34.9900016784668
2019-09-12,35.25
2019-09-13,36.79999923706055
2019-09-16,37.290000915527344
2019-09-17,37.310001373291016
2019-09-18,37.560001373291016
2019-09-19,37.349998474121094
2019-09-20,34.93000030517578
2019-09-23,33.97999954223633
2019-09-24,33.38999938964844
2019-09-25,33.65999984741211
2019-09-26,33.380001068115234
2019-09-27,33.52000045776367
2019-09-30,32.97999954223633
2019-10-01,32.90999984741211
2019-10-02,31.8700008392334
2019-10-03,32.90999984741211
2019-10-04,33.0
2019-10-07,32.95000076293945
2019-10-08,32.36000061035156
2019-10-09,32.02000045776367
2019-10-10,32.95000076293945
2019-10-11,32.810001373291016
2019-10-14,32.439998626708984
2019-10-15,32.5099983215332
2019-10-16,32.63999938964844
2019-10-17,32.65999984741211
2019-10-18,32.33000183105469
2019-10-21,32.58000183105469
2019-10-22,32.939998626708984
2019-10-23,33.9900016784668
2019-10-24,33.75
2019-10-25,33.97999954223633
2019-10-28,33.970001220703125
2019-10-29,34.61000061035156
2019-10-30,34.93000030517578
2019-10-31,35.599998474121094
2019-11-01,35.310001373291016
2019-11-04,36.70000076293945
2019-11-05,37.25
2019-11-06,37.849998474121094
2019-11-07,37.93000030517578
2019-11-08,38.130001068115234
2019-11-11,37.72999954223633
2019-11-12,37.79999923706055
2019-11-13,38.209999084472656
2019-11-14,38.02000045776367
2019-11-15,38.93000030517578
2019-11-18,38.9900016784668
2019-11-19,39.11000061035156
2019-11-20,38.9900016784668
2019-11-21,38.310001373291016
2019-11-22,38.4900016784668
2019-11-25,39.83000183105469
2019-11-26,39.709999084472656
2019-11-27,39.93000030517578
2019-11-29,40.029998779296875
2019-12-02,39.91999816894531
2019-12-03,39.79999923706055
2019-12-04,40.06999969482422
2019-12-05,39.900001525878906
2019-12-06,40.33000183105469
2019-12-09,39.95000076293945
2019-12-10,40.18000030517578
2019-12-11,40.9900016784668
2019-12-12,42.349998474121094
2019-12-13,41.40999984741211
2019-12-16,41.130001068115234
2019-12-17,41.720001220703125
2019-12-18,40.72999954223633
2019-12-19,40.900001525878906
2019-12-20,40.880001068115234
2019-12-23,41.95000076293945
2019-12-24,41.61000061035156
2019-12-26,41.68000030517578
2019-12-27,41.13999938964844
2019-12-30,41.43000030517578
2019-12-31,41.279998779296875
2020-01-02,42.97999954223633
2020-01-03,43.47999954223633
2020-01-06,42.9900016784668
2020-01-07,43.52000045776367
2020-01-08,42.66999816894531
2020-01-09,43.209999084472656
2020-01-10,42.400001525878906
2020-01-13,42.9900016784668
2020-01-14,42.599998474121094
2020-01-15,42.400001525878906
2020-01-16,42.209999084472656
2020-01-17,42.029998779296875
2020-01-21,43.11000061035156
2020-01-22,42.7599983215332
2020-01-23,42.869998931884766
2020-01-24,42.79999923706055
2020-01-27,42.83000183105469
2020-01-28,42.959999084472656
2020-01-29,42.86000061035156
2020-01-30,42.47999954223633
2020-01-31,40.900001525878906
2020-02-03,41.27000045776367
2020-02-04,42.34000015258789
2020-02-05,42.41999816894531
2020-02-06,42.58000183105469
2020-02-07,42.56999969482422
2020-02-10,43.099998474121094
2020-02-11,43.65999984741211
2020-02-12,44.560001373291016
2020-02-13,44.380001068115234
2020-02-14,44.45000076293945
2020-02-18,44.68000030517578
2020-02-19,45.029998779296875
2020-02-20,43.08000183105469
2020-02-21,43.06999969482422
2020-02-24,42.2400016784668
2020-02-25,39.650001525878906
2020-02-26,39.5
2020-02-27,38.529998779296875
2020-02-28,39.09000015258789
2020-03-02,39.2599983215332
2020-03-03,38.7599983215332
2020-03-04,39.709999084472656
2020-03-05,37.66999816894531
2020-03-06,37.279998779296875
2020-03-09,33.54999923706055
2020-03-10,32.90999984741211
2020-03-11,32.27000045776367
2020-03-12,28.549999237060547
2020-03-13,29.329999923706055
2020-03-16,27.469999313354492
2020-03-17,29.549999237060547
2020-03-18,25.309999465942383
2020-03-19,27.290000915527344
2020-03-20,26.549999237060547
2020-03-23,27.149999618530273
2020-03-24,29.940000534057617
2020-03-25,31.239999771118164
2020-03-26,34.97999954223633
2020-03-27,33.2599983215332
2020-03-30,32.06999969482422
2020-03-31,31.959999084472656
2020-04-01,30.229999542236328
2020-04-02,30.040000915527344
2020-04-03,30.809999465942383
2020-04-06,33.7400016784668
2020-04-07,33.25
2020-04-08,34.2599983215332
2020-04-09,35.9900016784668
2020-04-13,36.0
2020-04-14,36.220001220703125
2020-04-15,35.630001068115234
2020-04-16,36.15999984741211
2020-04-17,36.529998779296875
2020-04-20,35.97999954223633
2020-04-21,33.88999938964844
2020-04-22,34.810001373291016
2020-04-23,34.61000061035156
2020-04-24,35.41999816894531
2020-04-27,37.189998626708984
2020-04-28,37.97999954223633
2020-04-29,39.290000915527344
2020-04-30,37.400001525878906
2020-05-01,35.84000015258789
2020-05-04,36.29999923706055
2020-05-05,37.38999938964844
2020-05-06,35.9900016784668
2020-05-07,37.56999969482422
2020-05-08,38.81999969482422
2020-05-11,39.349998474121094
2020-05-12,39.43000030517578
2020-05-13,38.97999954223633
2020-05-14,39.040000915527344
2020-05-15,38.790000915527344
2020-05-18,39.38999938964844
2020-05-19,39.380001068115234
2020-05-20,39.459999084472656
2020-05-21,39.36000061035156
2020-05-22,39.349998474121094
2020-05-26,39.209999084472656
2020-05-27,39.529998779296875
2020-05-28,40.22999954223633
2020-05-29,40.65999984741211
2020-06-01,41.5
2020-06-02,41.709999084472656
2020-06-03,41.95000076293945
2020-06-04,41.849998474121094
2020-06-05,42.04999923706055
2020-06-08,42.709999084472656
2020-06-09,41.900001525878906
2020-06-10,41.22999954223633
2020-06-11,38.77000045776367
2020-06-12,38.56999969482422
2020-06-15,37.90999984741211
2020-06-16,39.84000015258789
2020-06-17,38.959999084472656
2020-06-18,39.310001373291016
2020-06-19,37.56999969482422
2020-06-22,37.36000061035156
2020-06-23,36.970001220703125
2020-06-24,35.779998779296875
2020-06-25,36.220001220703125
2020-06-26,34.15999984741211
2020-06-29,35.470001220703125
2020-06-30,36.2400016784668
2020-07-01,35.61000061035156
2020-07-02,34.970001220703125
2020-07-06,34.54999923706055
2020-07-07,34.61000061035156
2020-07-08,34.459999084472656
2020-07-09,33.560001373291016
2020-07-10,34.29999923706055
2020-07-13,33.09000015258789
2020-07-14,33.380001068115234
2020-07-15,34.77000045776367
2020-07-16,34.599998474121094
2020-07-17,34.709999084472656
2020-07-20,34.5099983215332
2020-07-21,34.36000061035156
2020-07-22,34.83000183105469
2020-07-23,34.189998626708984
2020-07-24,33.86000061035156
