,BSGM
2018-11-29,4.400000095367432
2018-11-30,4.050000190734863
2018-12-03,4.150000095367432
2018-12-04,3.9700000286102295
2018-12-06,4.010000228881836
2018-12-07,3.9179999828338623
2018-12-10,3.9000000953674316
2018-12-11,3.9000000953674316
2018-12-12,3.9800000190734863
2018-12-13,4.050000190734863
2018-12-14,3.9000000953674316
2018-12-17,4.159999847412109
2018-12-18,4.429999828338623
2018-12-19,4.550000190734863
2018-12-20,4.75
2018-12-21,4.28000020980835
2018-12-24,4.389999866485596
2018-12-26,4.300000190734863
2018-12-27,4.150000095367432
2018-12-28,4.175000190734863
2018-12-31,4.269999980926514
2019-01-02,4.329999923706055
2019-01-03,4.449999809265137
2019-01-04,4.380000114440918
2019-01-07,4.480000019073486
2019-01-08,4.360000133514404
2019-01-09,4.400000095367432
2019-01-10,4.230000019073486
2019-01-11,4.210000038146973
2019-01-14,4.269999980926514
2019-01-15,4.400000095367432
2019-01-16,4.400000095367432
2019-01-17,4.46999979019165
2019-01-18,4.466000080108643
2019-01-22,4.210000038146973
2019-01-23,4.28000020980835
2019-01-24,4.119999885559082
2019-01-25,4.25
2019-01-28,4.25
2019-01-29,4.300000190734863
2019-01-30,4.275000095367432
2019-01-31,4.300000190734863
2019-02-01,4.300000190734863
2019-02-04,4.349999904632568
2019-02-05,4.25
2019-02-06,4.21999979019165
2019-02-07,4.21999979019165
2019-02-08,4.190000057220459
2019-02-11,4.289999961853027
2019-02-12,4.289999961853027
2019-02-13,4.400000095367432
2019-02-14,4.525000095367432
2019-02-15,5.119999885559082
2019-02-19,5.079999923706055
2019-02-20,5.25
2019-02-21,5.389999866485596
2019-02-22,5.389999866485596
2019-02-25,5.5
2019-02-26,5.519999980926514
2019-02-27,5.570000171661377
2019-02-28,5.46999979019165
2019-03-01,5.400000095367432
2019-03-04,5.480000019073486
2019-03-05,5.440000057220459
2019-03-06,5.630000114440918
2019-03-07,5.440000057220459
2019-03-08,5.610000133514404
2019-03-11,5.510000228881836
2019-03-12,5.650000095367432
2019-03-13,6.300000190734863
2019-03-14,6.449999809265137
2019-03-15,7.230000019073486
2019-03-18,6.949999809265137
2019-03-19,6.960000038146973
2019-03-20,6.869999885559082
2019-03-21,6.0
2019-03-22,6.139999866485596
2019-03-25,5.940000057220459
2019-03-26,5.989999771118164
2019-03-27,5.940000057220459
2019-03-28,5.96999979019165
2019-03-29,6.139999866485596
2019-04-01,5.920000076293945
2019-04-02,6.079999923706055
2019-04-03,6.03000020980835
2019-04-04,5.949999809265137
2019-04-05,6.099999904632568
2019-04-08,6.0
2019-04-09,6.019999980926514
2019-04-10,6.03000020980835
2019-04-11,6.0
2019-04-12,6.380000114440918
2019-04-15,6.627999782562256
2019-04-16,6.579999923706055
2019-04-17,6.269999980926514
2019-04-18,6.349999904632568
2019-04-22,6.380000114440918
2019-04-23,6.449999809265137
2019-04-24,6.599999904632568
2019-04-25,6.650000095367432
2019-04-26,6.699999809265137
2019-04-29,6.800000190734863
2019-04-30,6.579999923706055
2019-05-01,6.599999904632568
2019-05-02,6.699999809265137
2019-05-03,6.670000076293945
2019-05-06,6.889999866485596
2019-05-07,7.539999961853027
2019-05-08,8.270000457763672
2019-05-09,8.699999809265137
2019-05-10,8.920000076293945
2019-05-13,9.399999618530273
2019-05-14,8.4399995803833
2019-05-15,8.699999809265137
2019-05-16,8.489999771118164
2019-05-17,8.109999656677246
2019-05-20,7.449999809265137
2019-05-21,7.489999771118164
2019-05-22,7.010000228881836
2019-05-23,7.179999828338623
2019-05-24,6.869999885559082
2019-05-28,6.599999904632568
2019-05-29,7.239999771118164
2019-05-30,7.019999980926514
2019-05-31,7.610000133514404
2019-06-03,6.710000038146973
2019-06-04,6.639999866485596
2019-06-05,6.03000020980835
2019-06-06,6.5
2019-06-07,6.320000171661377
2019-06-10,6.829999923706055
2019-06-11,6.369999885559082
2019-06-12,6.829999923706055
2019-06-13,7.46999979019165
2019-06-14,7.909999847412109
2019-06-17,8.5
2019-06-18,8.449999809265137
2019-06-19,8.800000190734863
2019-06-20,8.899999618530273
2019-06-21,9.25
2019-06-24,9.0
2019-06-25,8.739999771118164
2019-06-26,8.859999656677246
2019-06-27,9.470000267028809
2019-06-28,9.390000343322754
2019-07-01,9.359999656677246
2019-07-02,8.710000038146973
2019-07-03,8.880000114440918
2019-07-05,8.710000038146973
2019-07-08,8.859999656677246
2019-07-09,8.65999984741211
2019-07-10,8.619999885559082
2019-07-11,8.9399995803833
2019-07-12,8.5600004196167
2019-07-15,8.449999809265137
2019-07-16,8.270000457763672
2019-07-17,8.270000457763672
2019-07-18,8.25
2019-07-19,8.100000381469727
2019-07-22,7.889999866485596
2019-07-23,7.75
2019-07-24,7.710000038146973
2019-07-25,7.989999771118164
2019-07-26,8.279999732971191
2019-07-29,8.260000228881836
2019-07-30,8.0
2019-07-31,7.510000228881836
2019-08-01,7.190000057220459
2019-08-02,6.849999904632568
2019-08-05,6.909999847412109
2019-08-06,6.550000190734863
2019-08-07,6.829999923706055
2019-08-08,6.860000133514404
2019-08-09,6.730000019073486
2019-08-12,6.929999828338623
2019-08-13,7.289999961853027
2019-08-14,6.769999980926514
2019-08-15,6.849999904632568
2019-08-16,6.880000114440918
2019-08-19,7.449999809265137
2019-08-20,7.599999904632568
2019-08-21,7.630000114440918
2019-08-22,7.260000228881836
2019-08-23,6.96999979019165
2019-08-26,7.079999923706055
2019-08-27,6.940000057220459
2019-08-28,7.0
2019-08-29,7.090000152587891
2019-08-30,7.070000171661377
2019-09-03,7.010000228881836
2019-09-04,7.119999885559082
2019-09-05,7.150000095367432
2019-09-06,7.389999866485596
2019-09-09,7.460000038146973
2019-09-10,7.710000038146973
2019-09-11,7.980000019073486
2019-09-12,7.800000190734863
2019-09-13,8.069999694824219
2019-09-16,8.109999656677246
2019-09-17,8.220000267028809
2019-09-18,8.140000343322754
2019-09-19,8.069999694824219
2019-09-20,8.270000457763672
2019-09-23,8.270000457763672
2019-09-24,8.069999694824219
2019-09-25,8.220000267028809
2019-09-26,8.149999618530273
2019-09-27,8.220000267028809
2019-09-30,8.25
2019-10-01,8.109999656677246
2019-10-02,8.050000190734863
2019-10-03,7.78000020980835
2019-10-04,7.670000076293945
2019-10-07,7.71999979019165
2019-10-08,7.53000020980835
2019-10-09,7.760000228881836
2019-10-10,7.71999979019165
2019-10-11,7.420000076293945
2019-10-14,7.0
2019-10-15,7.28000020980835
2019-10-16,7.059999942779541
2019-10-17,7.070000171661377
2019-10-18,6.980000019073486
2019-10-21,7.130000114440918
2019-10-22,7.289999961853027
2019-10-23,7.46999979019165
2019-10-24,7.489999771118164
2019-10-25,7.150000095367432
2019-10-28,6.960000038146973
2019-10-29,7.019999980926514
2019-10-30,6.71999979019165
2019-10-31,6.630000114440918
2019-11-01,6.679999828338623
2019-11-04,6.550000190734863
2019-11-05,6.630000114440918
2019-11-06,7.170000076293945
2019-11-07,6.900000095367432
2019-11-08,6.840000152587891
2019-11-11,6.710000038146973
2019-11-12,6.579999923706055
2019-11-13,6.739999771118164
2019-11-14,6.650000095367432
2019-11-15,6.679999828338623
2019-11-18,6.449999809265137
2019-11-19,6.300000190734863
2019-11-20,6.159999847412109
2019-11-21,6.25
2019-11-22,6.355000019073486
2019-11-25,6.389999866485596
2019-11-26,6.449999809265137
2019-11-27,6.760000228881836
2019-11-29,6.789999961853027
2019-12-02,6.639999866485596
2019-12-03,6.579999923706055
2019-12-04,6.329999923706055
2019-12-05,6.360000133514404
2019-12-06,6.349999904632568
2019-12-09,6.110000133514404
2019-12-10,6.539999961853027
2019-12-11,6.650000095367432
2019-12-12,6.570000171661377
2019-12-13,6.519999980926514
2019-12-16,6.550000190734863
2019-12-17,6.329999923706055
2019-12-18,6.210000038146973
2019-12-19,6.175000190734863
2019-12-20,6.070000171661377
2019-12-23,5.980000019073486
2019-12-24,5.900000095367432
2019-12-26,5.989999771118164
2019-12-27,5.889999866485596
2019-12-30,5.78000020980835
2019-12-31,5.920000076293945
2020-01-02,6.059999942779541
2020-01-03,6.139999866485596
2020-01-06,6.119999885559082
2020-01-07,6.090000152587891
2020-01-08,6.0
2020-01-09,5.860000133514404
2020-01-10,5.829999923706055
2020-01-13,5.380000114440918
2020-01-14,5.289999961853027
2020-01-15,5.340000152587891
2020-01-16,5.429999828338623
2020-01-17,5.300000190734863
2020-01-21,5.179999828338623
2020-01-22,5.550000190734863
2020-01-23,5.53000020980835
2020-01-24,5.53000020980835
2020-01-27,5.489999771118164
2020-01-28,5.320000171661377
2020-01-29,5.139999866485596
2020-01-30,5.079999923706055
2020-01-31,4.880000114440918
2020-02-03,4.590000152587891
2020-02-04,4.900000095367432
2020-02-05,4.809999942779541
2020-02-06,4.53000020980835
2020-02-07,4.300000190734863
2020-02-10,4.429999828338623
2020-02-11,4.5
2020-02-12,4.28000020980835
2020-02-13,4.119999885559082
2020-02-14,4.190000057220459
2020-02-18,4.21999979019165
2020-02-19,4.800000190734863
2020-02-20,4.5
2020-02-21,4.039999961853027
2020-02-24,3.990000009536743
2020-02-25,4.0
2020-02-26,3.819999933242798
2020-02-27,3.4800000190734863
2020-02-28,3.619999885559082
2020-03-02,3.859999895095825
2020-03-03,3.7899999618530273
2020-03-04,3.7699999809265137
2020-03-05,3.4600000381469727
2020-03-06,3.609999895095825
2020-03-09,3.4800000190734863
2020-03-10,3.490000009536743
2020-03-11,3.140000104904175
2020-03-12,2.9200000762939453
2020-03-13,3.069999933242798
2020-03-16,2.630000114440918
2020-03-17,2.7300000190734863
2020-03-18,2.559999942779541
2020-03-19,2.9600000381469727
2020-03-20,2.9600000381469727
2020-03-23,2.9000000953674316
2020-03-24,3.8399999141693115
2020-03-25,3.869999885559082
2020-03-26,6.130000114440918
2020-03-27,5.150000095367432
2020-03-30,5.050000190734863
2020-03-31,4.190000057220459
2020-04-01,4.019999980926514
2020-04-02,3.609999895095825
2020-04-03,5.139999866485596
2020-04-06,5.25
2020-04-07,4.590000152587891
2020-04-08,4.659999847412109
2020-04-09,5.170000076293945
2020-04-13,5.079999923706055
2020-04-14,5.019999980926514
2020-04-15,4.900000095367432
2020-04-16,5.110000133514404
2020-04-17,5.760000228881836
2020-04-20,6.179999828338623
2020-04-21,6.329999923706055
2020-04-22,7.199999809265137
2020-04-23,7.710000038146973
2020-04-24,8.699999809265137
2020-04-27,9.300000190734863
2020-04-28,9.300000190734863
2020-04-29,8.949999809265137
2020-04-30,7.760000228881836
2020-05-01,7.789999961853027
2020-05-04,8.029999732971191
2020-05-05,8.539999961853027
2020-05-06,9.140000343322754
2020-05-07,9.239999771118164
2020-05-08,9.359999656677246
2020-05-11,10.880000114440918
2020-05-12,11.449999809265137
2020-05-13,10.989999771118164
2020-05-14,11.300000190734863
2020-05-15,11.210000038146973
2020-05-18,11.390000343322754
2020-05-19,10.59000015258789
2020-05-20,11.069999694824219
2020-05-21,11.010000228881836
2020-05-22,10.90999984741211
2020-05-26,10.5600004196167
2020-05-27,10.420000076293945
2020-05-28,9.890000343322754
2020-05-29,9.380000114440918
2020-06-01,10.479999542236328
2020-06-02,10.539999961853027
2020-06-03,11.34000015258789
2020-06-04,10.890000343322754
2020-06-05,10.569999694824219
2020-06-08,11.84000015258789
2020-06-09,10.75
2020-06-10,10.0
2020-06-11,9.569999694824219
2020-06-12,9.859999656677246
2020-06-15,10.180000305175781
2020-06-16,10.210000038146973
2020-06-17,10.75
2020-06-18,10.649999618530273
2020-06-19,10.5
2020-06-22,10.489999771118164
2020-06-23,9.710000038146973
2020-06-24,7.579999923706055
2020-06-25,7.670000076293945
2020-06-26,6.900000095367432
2020-06-29,7.525000095367432
2020-06-30,7.199999809265137
2020-07-01,7.159999847412109
2020-07-02,7.409999847412109
2020-07-06,7.28000020980835
2020-07-07,7.139999866485596
2020-07-08,7.119999885559082
2020-07-09,7.110000133514404
2020-07-10,7.199999809265137
2020-07-13,7.139999866485596
2020-07-14,7.210000038146973
2020-07-15,7.764999866485596
2020-07-16,8.220000267028809
2020-07-17,8.289999961853027
2020-07-20,7.960000038146973
2020-07-21,7.710000038146973
2020-07-22,7.940000057220459
2020-07-23,7.840000152587891
2020-07-24,8.300000190734863
2020-07-27,8.09000015258789
2020-07-28,7.96999979019165
2020-07-29,8.270000457763672
2020-07-30,9.050000190734863
2020-07-31,9.020000457763672
2020-08-03,9.100000381469727
2020-08-04,8.220000267028809
2020-08-05,7.994999885559082
2020-08-06,7.619999885559082
2020-08-07,7.429999828338623
2020-08-10,7.5
2020-08-11,7.164999961853027
2020-08-12,7.099999904632568
2020-08-13,7.320000171661377
2020-08-14,7.349999904632568
2020-08-17,7.539999961853027
2020-08-18,7.949999809265137
2020-08-19,7.980000019073486
2020-08-20,7.800000190734863
2020-08-21,7.820000171661377
2020-08-24,7.329999923706055
2020-08-25,7.53000020980835
2020-08-26,7.679999828338623
2020-08-27,7.349999904632568
2020-08-28,7.489999771118164
2020-08-31,7.409999847412109
2020-09-01,7.289999961853027
2020-09-02,7.929999828338623
2020-09-03,7.960000038146973
2020-09-04,7.409999847412109
2020-09-08,7.550000190734863
2020-09-09,6.820000171661377
2020-09-10,7.070000171661377
2020-09-11,7.079999923706055
2020-09-14,7.269999980926514
2020-09-15,7.800000190734863
2020-09-16,8.25
2020-09-17,8.489999771118164
2020-09-18,8.600000381469727
2020-09-21,8.140000343322754
2020-09-22,5.400000095367432
2020-09-23,4.789999961853027
2020-09-24,4.820000171661377
2020-09-25,5.21999979019165
2020-09-28,4.96999979019165
2020-09-29,4.880000114440918
2020-09-30,4.929999828338623
2020-10-01,4.739999771118164
2020-10-02,4.929999828338623
2020-10-05,5.070000171661377
2020-10-06,4.929999828338623
2020-10-07,5.079999923706055
2020-10-08,5.28000020980835
2020-10-09,5.400000095367432
2020-10-12,5.480000019073486
2020-10-13,5.760000228881836
2020-10-14,5.75
2020-10-15,5.789999961853027
2020-10-16,5.590000152587891
2020-10-19,5.199999809265137
2020-10-20,5.150000095367432
2020-10-21,5.059999942779541
2020-10-22,4.989999771118164
2020-10-23,5.019999980926514
2020-10-26,3.0299999713897705
2020-10-27,3.0299999713897705
2020-10-28,3.4100000858306885
2020-10-29,3.4700000286102295
2020-10-30,3.1600000858306885
2020-11-02,2.990000009536743
2020-11-03,3.140000104904175
2020-11-04,3.109999895095825
2020-11-05,3.390000104904175
2020-11-06,3.2699999809265137
2020-11-09,3.390000104904175
2020-11-10,3.5399999618530273
2020-11-11,3.5999999046325684
2020-11-12,3.690000057220459
2020-11-13,3.859999895095825
2020-11-16,3.950000047683716
2020-11-17,4.010000228881836
2020-11-18,3.880000114440918
2020-11-19,4.074999809265137
2020-11-20,4.429999828338623
2020-11-23,4.309999942779541
2020-11-24,4.389999866485596
2020-11-25,4.550000190734863
2020-11-27,4.639999866485596
2020-11-30,4.599999904632568
2020-12-01,4.360000133514404
2020-12-02,4.539999961853027
2020-12-03,4.639999866485596
2020-12-04,4.489999771118164
2020-12-07,4.559999942779541
2020-12-08,4.519999980926514
2020-12-09,4.570000171661377
2020-12-10,4.869999885559082
2020-12-11,5.300000190734863
2020-12-14,4.840000152587891
2020-12-15,4.739999771118164
2020-12-16,4.489999771118164
2020-12-17,4.599999904632568
2020-12-18,4.46999979019165
2020-12-21,4.53000020980835
2020-12-22,4.460000038146973
2020-12-23,4.579999923706055
2020-12-24,4.409999847412109
2020-12-28,4.190000057220459
2020-12-29,4.0
2020-12-30,4.130000114440918
2020-12-31,3.9000000953674316
2021-01-04,3.990000009536743
2021-01-05,4.170000076293945
2021-01-06,4.489999771118164
2021-01-07,4.409999847412109
2021-01-08,4.559999942779541
2021-01-11,4.510000228881836
2021-01-12,5.119999885559082
2021-01-13,5.53000020980835
2021-01-14,5.28000020980835
2021-01-15,4.820000171661377
2021-01-19,4.78000020980835
2021-01-20,4.590000152587891
2021-01-21,4.699999809265137
2021-01-22,4.789999961853027
2021-01-25,4.630000114440918
2021-01-26,4.610000133514404
2021-01-27,4.400000095367432
2021-01-28,4.28000020980835
2021-01-29,4.429999828338623
2021-02-01,4.489999771118164
2021-02-02,4.510000228881836
2021-02-03,4.579999923706055
2021-02-04,4.869999885559082
2021-02-05,5.010000228881836
2021-02-08,5.25
2021-02-09,5.320000171661377
2021-02-10,5.059999942779541
2021-02-11,5.329999923706055
2021-02-12,5.519999980926514
2021-02-16,5.230000019073486
2021-02-17,5.349999904632568
2021-02-18,5.130000114440918
2021-02-19,5.110000133514404
2021-02-22,4.920000076293945
2021-02-23,4.630000114440918
2021-02-24,4.630000114440918
2021-02-25,4.460000038146973
2021-02-26,4.449999809265137
2021-03-01,4.5
2021-03-02,4.570000171661377
2021-03-03,4.340000152587891
2021-03-04,4.190000057220459
2021-03-05,4.230000019073486
2021-03-08,4.039999961853027
2021-03-09,4.409999847412109
2021-03-10,4.460000038146973
2021-03-11,4.78000020980835
2021-03-12,4.579999923706055
2021-03-15,4.730000019073486
2021-03-16,4.900000095367432
2021-03-17,5.090000152587891
2021-03-18,4.659999847412109
2021-03-19,4.610000133514404
2021-03-22,4.570000171661377
2021-03-23,4.440000057220459
2021-03-24,4.260000228881836
2021-03-25,4.449999809265137
2021-03-26,4.25
2021-03-29,4.119999885559082
2021-03-30,4.349999904632568
2021-03-31,4.309999942779541
2021-04-01,4.480000019073486
2021-04-05,4.75
2021-04-06,4.519999980926514
2021-04-07,4.210000038146973
2021-04-08,4.480000019073486
2021-04-09,4.570000171661377
2021-04-12,4.349999904632568
2021-04-13,4.320000171661377
2021-04-14,4.210000038146973
2021-04-15,4.050000190734863
2021-04-16,3.880000114440918
2021-04-19,3.559999942779541
2021-04-20,3.430000066757202
2021-04-21,3.490000009536743
2021-04-22,3.7799999713897705
2021-04-23,3.819999933242798
2021-04-26,3.9200000762939453
2021-04-27,3.7699999809265137
2021-04-28,3.680000066757202
2021-04-29,3.680000066757202
2021-04-30,3.4200000762939453
2021-05-03,3.309999942779541
2021-05-04,3.390000104904175
2021-05-05,3.1700000762939453
2021-05-06,3.2699999809265137
2021-05-07,3.2100000381469727
2021-05-10,2.940000057220459
2021-05-11,3.0399999618530273
2021-05-12,3.069999933242798
2021-05-13,3.190000057220459
2021-05-14,3.3299999237060547
