,POLY
2020-06-26,19.0
2020-06-29,18.989999771118164
2020-06-30,18.030000686645508
2020-07-01,16.579999923706055
2020-07-02,17.329999923706055
2020-07-06,15.289999961853027
2020-07-07,15.050000190734863
2020-07-08,13.960000038146973
2020-07-09,13.949999809265137
2020-07-10,14.15999984741211
2020-07-13,14.859999656677246
2020-07-14,14.489999771118164
2020-07-15,14.770000457763672
2020-07-16,15.819999694824219
2020-07-17,15.680000305175781
2020-07-20,15.609999656677246
2020-07-21,16.0
2020-07-22,16.899999618530273
2020-07-23,16.020000457763672
2020-07-24,16.139999389648438
2020-07-27,16.25
2020-07-28,15.90999984741211
2020-07-29,15.78499984741211
2020-07-30,15.0
2020-07-31,13.979999542236328
2020-08-03,14.0
2020-08-04,13.899999618530273
2020-08-05,13.949999809265137
2020-08-06,14.359999656677246
2020-08-07,14.210000038146973
2020-08-10,14.210000038146973
2020-08-11,13.770000457763672
2020-08-12,13.819999694824219
2020-08-13,14.0
2020-08-14,13.90999984741211
2020-08-17,14.229999542236328
2020-08-18,14.029999732971191
2020-08-19,13.859999656677246
2020-08-20,13.5
2020-08-21,13.649999618530273
2020-08-24,13.270000457763672
2020-08-25,12.600000381469727
2020-08-26,12.550000190734863
2020-08-27,11.869999885559082
2020-08-28,12.0600004196167
2020-08-31,12.020000457763672
2020-09-01,11.800000190734863
2020-09-02,12.800000190734863
2020-09-03,11.800000190734863
2020-09-04,11.1899995803833
2020-09-08,11.329999923706055
2020-09-09,11.899999618530273
2020-09-10,12.979999542236328
2020-09-11,13.175000190734863
2020-09-14,13.359999656677246
2020-09-15,13.550000190734863
2020-09-16,13.479999542236328
2020-09-17,13.0
2020-09-18,13.550000190734863
2020-09-21,12.510000228881836
2020-09-22,12.550000190734863
2020-09-23,12.600000381469727
2020-09-24,12.399999618530273
2020-09-25,12.625
2020-09-28,11.0
2020-09-29,11.670000076293945
2020-09-30,11.010000228881836
2020-10-01,11.25
2020-10-02,11.10200023651123
2020-10-05,10.75
2020-10-06,10.899999618530273
2020-10-07,10.029999732971191
2020-10-08,10.699999809265137
2020-10-09,10.399999618530273
2020-10-12,10.354999542236328
2020-10-13,10.0600004196167
2020-10-14,10.550000190734863
2020-10-15,13.450200080871582
2020-10-16,13.5
2020-10-19,13.329999923706055
2020-10-20,12.899999618530273
2020-10-21,11.779999732971191
2020-10-22,11.399999618530273
2020-10-23,11.399999618530273
2020-10-26,11.199999809265137
2020-10-27,11.0
2020-10-28,10.220000267028809
2020-10-29,10.199999809265137
2020-10-30,10.420000076293945
2020-11-02,10.260000228881836
2020-11-03,10.100000381469727
2020-11-04,10.050000190734863
2020-11-05,10.350000381469727
2020-11-06,9.979999542236328
2020-11-09,10.1899995803833
2020-11-10,9.770000457763672
2020-11-11,9.510000228881836
2020-11-12,10.3100004196167
2020-11-13,9.680000305175781
2020-11-16,9.664999961853027
2020-11-17,9.699999809265137
2020-11-18,9.569999694824219
2020-11-19,8.989999771118164
2020-11-20,8.890000343322754
2020-11-23,9.199999809265137
2020-11-24,10.630000114440918
2020-11-25,11.100000381469727
2020-11-27,11.260000228881836
2020-11-30,11.890000343322754
2020-12-01,11.880000114440918
2020-12-02,11.09000015258789
2020-12-03,10.5
2020-12-04,9.880000114440918
2020-12-07,10.09000015258789
2020-12-08,10.020000457763672
2020-12-09,10.029999732971191
2020-12-10,10.899999618530273
2020-12-11,10.760000228881836
2020-12-14,11.470000267028809
2020-12-15,11.300000190734863
2020-12-16,10.720000267028809
2020-12-17,11.100000381469727
2020-12-18,10.789999961853027
2020-12-21,10.6899995803833
2020-12-22,10.6899995803833
2020-12-23,10.350000381469727
2020-12-24,10.0600004196167
2020-12-28,9.550000190734863
2020-12-29,9.880000114440918
2020-12-30,9.90999984741211
2020-12-31,9.899999618530273
2021-01-04,10.260000228881836
2021-01-05,10.399999618530273
2021-01-06,10.300000190734863
2021-01-07,10.470000267028809
2021-01-08,10.399999618530273
2021-01-11,10.579999923706055
2021-01-12,10.5600004196167
2021-01-13,10.630000114440918
2021-01-14,10.800000190734863
2021-01-15,10.399999618530273
2021-01-19,10.350000381469727
2021-01-20,10.479999542236328
2021-01-21,10.40999984741211
2021-01-22,9.970000267028809
2021-01-25,10.279999732971191
2021-01-26,9.899999618530273
2021-01-27,9.949999809265137
2021-01-28,9.199999809265137
2021-01-29,9.390000343322754
2021-02-01,9.359999656677246
2021-02-02,9.6899995803833
2021-02-03,9.180000305175781
2021-02-04,9.6899995803833
2021-02-05,9.90999984741211
2021-02-08,11.109999656677246
2021-02-09,12.75
2021-02-10,13.739999771118164
2021-02-11,15.5
2021-02-12,15.149999618530273
2021-02-16,14.859999656677246
2021-02-17,14.319999694824219
2021-02-18,13.579999923706055
2021-02-19,14.0
2021-02-22,13.890000343322754
2021-02-23,12.380000114440918
2021-02-24,12.149999618530273
2021-02-25,10.850000381469727
2021-02-26,11.15999984741211
2021-03-01,11.279999732971191
2021-03-02,11.760000228881836
2021-03-03,11.210000038146973
2021-03-04,10.699999809265137
2021-03-05,10.359999656677246
2021-03-08,10.149999618530273
2021-03-09,10.40999984741211
2021-03-10,10.300000190734863
2021-03-11,10.489999771118164
2021-03-12,10.5
2021-03-15,10.329999923706055
2021-03-16,10.260000228881836
2021-03-17,10.479999542236328
2021-03-18,10.34000015258789
2021-03-19,9.90999984741211
2021-03-22,9.949999809265137
2021-03-23,9.899999618530273
2021-03-24,9.890000343322754
2021-03-25,9.680000305175781
2021-03-26,9.449999809265137
2021-03-29,9.079999923706055
2021-03-30,8.920000076293945
2021-03-31,9.15999984741211
2021-04-01,9.65999984741211
2021-04-05,9.399999618530273
2021-04-06,9.65999984741211
2021-04-07,9.34000015258789
2021-04-08,9.140000343322754
2021-04-09,9.329999923706055
2021-04-12,9.289999961853027
2021-04-13,9.569999694824219
2021-04-14,9.210000038146973
2021-04-15,9.899999618530273
2021-04-16,9.989999771118164
2021-04-19,9.75
2021-04-20,9.59000015258789
2021-04-21,9.270000457763672
2021-04-22,9.390000343322754
2021-04-23,9.300000190734863
2021-04-26,9.199999809265137
2021-04-27,9.25
2021-04-28,9.460000038146973
2021-04-29,9.350000381469727
2021-04-30,9.199999809265137
2021-05-03,9.5
2021-05-04,9.119999885559082
2021-05-05,9.324999809265137
2021-05-06,8.850000381469727
2021-05-07,8.779999732971191
2021-05-10,9.050000190734863
2021-05-11,8.699999809265137
2021-05-12,9.0
2021-05-13,8.399999618530273
2021-05-14,9.050000190734863
