,BNFT
2014-01-31,65.1500015258789
2014-02-03,62.650001525878906
2014-02-04,65.76000213623047
2014-02-05,66.54000091552734
2014-02-06,66.98999786376953
2014-02-07,66.25
2014-02-10,66.0
2014-02-11,65.98999786376953
2014-02-12,65.83999633789062
2014-02-13,65.69000244140625
2014-02-14,65.5999984741211
2014-02-18,65.98999786376953
2014-02-19,65.94000244140625
2014-02-20,64.62000274658203
2014-02-21,64.33000183105469
2014-02-24,65.1500015258789
2014-02-25,67.0
2014-02-26,67.06999969482422
2014-02-27,66.05000305175781
2014-02-28,64.77999877929688
2014-03-03,62.13999938964844
2014-03-04,65.9800033569336
2014-03-05,68.44000244140625
2014-03-06,68.44000244140625
2014-03-07,63.45000076293945
2014-03-10,65.30000305175781
2014-03-11,59.709999084472656
2014-03-12,58.54999923706055
2014-03-13,57.90999984741211
2014-03-14,56.970001220703125
2014-03-17,57.130001068115234
2014-03-18,57.70000076293945
2014-03-19,55.7400016784668
2014-03-20,51.93000030517578
2014-03-21,52.58000183105469
2014-03-24,51.810001373291016
2014-03-25,53.470001220703125
2014-03-26,48.900001525878906
2014-03-27,47.4900016784668
2014-03-28,49.209999084472656
2014-03-31,46.970001220703125
2014-04-01,47.900001525878906
2014-04-02,44.290000915527344
2014-04-03,43.880001068115234
2014-04-04,40.54999923706055
2014-04-07,39.150001525878906
2014-04-08,41.849998474121094
2014-04-09,43.5099983215332
2014-04-10,40.95000076293945
2014-04-11,37.56999969482422
2014-04-14,33.72999954223633
2014-04-15,36.45000076293945
2014-04-16,37.33000183105469
2014-04-17,39.209999084472656
2014-04-21,38.369998931884766
2014-04-22,37.189998626708984
2014-04-23,36.650001525878906
2014-04-24,34.5099983215332
2014-04-25,31.700000762939453
2014-04-28,29.760000228881836
2014-04-29,31.510000228881836
2014-04-30,32.400001525878906
2014-05-01,33.20000076293945
2014-05-02,34.9900016784668
2014-05-05,32.599998474121094
2014-05-06,29.65999984741211
2014-05-07,27.719999313354492
2014-05-08,28.610000610351562
2014-05-09,30.0
2014-05-12,32.33000183105469
2014-05-13,32.31999969482422
2014-05-14,31.940000534057617
2014-05-15,31.34000015258789
2014-05-16,31.770000457763672
2014-05-19,33.130001068115234
2014-05-20,33.88999938964844
2014-05-21,33.75
2014-05-22,34.11000061035156
2014-05-23,34.97999954223633
2014-05-27,38.15999984741211
2014-05-28,39.34000015258789
2014-05-29,39.310001373291016
2014-05-30,37.040000915527344
2014-06-02,35.029998779296875
2014-06-03,35.11000061035156
2014-06-04,34.560001373291016
2014-06-05,36.290000915527344
2014-06-06,37.29999923706055
2014-06-09,39.93000030517578
2014-06-10,39.560001373291016
2014-06-11,37.4900016784668
2014-06-12,36.16999816894531
2014-06-13,37.9900016784668
2014-06-16,39.2599983215332
2014-06-17,41.7599983215332
2014-06-18,43.63999938964844
2014-06-19,45.310001373291016
2014-06-20,46.33000183105469
2014-06-23,47.09000015258789
2014-06-24,45.58000183105469
2014-06-25,44.77000045776367
2014-06-26,46.66999816894531
2014-06-27,47.15999984741211
2014-06-30,46.220001220703125
2014-07-01,47.459999084472656
2014-07-02,46.09000015258789
2014-07-03,46.72999954223633
2014-07-07,44.439998626708984
2014-07-08,41.18000030517578
2014-07-09,40.650001525878906
2014-07-10,40.72999954223633
2014-07-11,42.27000045776367
2014-07-14,42.36000061035156
2014-07-15,39.52000045776367
2014-07-16,39.77000045776367
2014-07-17,38.47999954223633
2014-07-18,39.150001525878906
2014-07-21,38.06999969482422
2014-07-22,38.4900016784668
2014-07-23,39.09000015258789
2014-07-24,39.27000045776367
2014-07-25,38.95000076293945
2014-07-28,38.65999984741211
2014-07-29,39.220001220703125
2014-07-30,40.5099983215332
2014-07-31,38.540000915527344
2014-08-01,38.11000061035156
2014-08-04,39.04999923706055
2014-08-05,38.369998931884766
2014-08-06,38.33000183105469
2014-08-07,38.58000183105469
2014-08-08,40.459999084472656
2014-08-11,41.08000183105469
2014-08-12,39.70000076293945
2014-08-13,40.54999923706055
2014-08-14,39.0
2014-08-15,37.70000076293945
2014-08-18,37.84000015258789
2014-08-19,37.45000076293945
2014-08-20,36.0099983215332
2014-08-21,34.43000030517578
2014-08-22,33.31999969482422
2014-08-25,33.58000183105469
2014-08-26,33.869998931884766
2014-08-27,33.88999938964844
2014-08-28,33.400001525878906
2014-08-29,33.02000045776367
2014-09-02,34.40999984741211
2014-09-03,33.84000015258789
2014-09-04,33.04999923706055
2014-09-05,33.25
2014-09-08,33.91999816894531
2014-09-09,32.91999816894531
2014-09-10,33.61000061035156
2014-09-11,33.470001220703125
2014-09-12,33.04999923706055
2014-09-15,31.989999771118164
2014-09-16,31.670000076293945
2014-09-17,31.59000015258789
2014-09-18,31.15999984741211
2014-09-19,31.219999313354492
2014-09-22,29.709999084472656
2014-09-23,29.1299991607666
2014-09-24,29.670000076293945
2014-09-25,28.389999389648438
2014-09-26,28.149999618530273
2014-09-29,27.760000228881836
2014-09-30,26.940000534057617
2014-10-01,26.139999389648438
2014-10-02,26.790000915527344
2014-10-03,27.920000076293945
2014-10-06,27.09000015258789
2014-10-07,25.68000030517578
2014-10-08,24.59000015258789
2014-10-09,23.079999923706055
2014-10-10,21.579999923706055
2014-10-13,21.350000381469727
2014-10-14,21.299999237060547
2014-10-15,24.670000076293945
2014-10-16,27.0
2014-10-17,26.110000610351562
2014-10-20,26.239999771118164
2014-10-21,26.56999969482422
2014-10-22,25.229999542236328
2014-10-23,25.969999313354492
2014-10-24,24.989999771118164
2014-10-27,24.450000762939453
2014-10-28,24.989999771118164
2014-10-29,25.59000015258789
2014-10-30,25.8799991607666
2014-10-31,27.709999084472656
2014-11-03,27.969999313354492
2014-11-04,27.360000610351562
2014-11-05,25.989999771118164
2014-11-06,26.559999465942383
2014-11-07,24.700000762939453
2014-11-10,25.5
2014-11-11,26.68000030517578
2014-11-12,27.600000381469727
2014-11-13,26.040000915527344
2014-11-14,26.649999618530273
2014-11-17,24.3799991607666
2014-11-18,24.40999984741211
2014-11-19,22.459999084472656
2014-11-20,22.81999969482422
2014-11-21,24.8799991607666
2014-11-24,26.350000381469727
2014-11-25,27.270000457763672
2014-11-26,27.299999237060547
2014-11-28,27.09000015258789
2014-12-01,24.1299991607666
2014-12-02,24.940000534057617
2014-12-03,25.920000076293945
2014-12-04,24.530000686645508
2014-12-05,24.299999237060547
2014-12-08,23.229999542236328
2014-12-09,24.15999984741211
2014-12-10,23.600000381469727
2014-12-11,23.559999465942383
2014-12-12,23.68000030517578
2014-12-15,24.31999969482422
2014-12-16,24.959999084472656
2014-12-17,28.979999542236328
2014-12-18,31.81999969482422
2014-12-19,31.770000457763672
2014-12-22,33.619998931884766
2014-12-23,32.029998779296875
2014-12-24,32.779998779296875
2014-12-26,32.880001068115234
2014-12-29,32.70000076293945
2014-12-30,32.709999084472656
2014-12-31,32.84000015258789
2015-01-02,31.299999237060547
2015-01-05,29.510000228881836
2015-01-06,29.5
2015-01-07,28.799999237060547
2015-01-08,29.030000686645508
2015-01-09,28.959999084472656
2015-01-12,28.989999771118164
2015-01-13,28.459999084472656
2015-01-14,28.81999969482422
2015-01-15,26.770000457763672
2015-01-16,27.420000076293945
2015-01-20,26.459999084472656
2015-01-21,25.139999389648438
2015-01-22,24.959999084472656
2015-01-23,26.020000457763672
2015-01-26,26.31999969482422
2015-01-27,25.309999465942383
2015-01-28,24.809999465942383
2015-01-29,24.889999389648438
2015-01-30,24.190000534057617
2015-02-02,24.110000610351562
2015-02-03,24.93000030517578
2015-02-04,24.68000030517578
2015-02-05,23.399999618530273
2015-02-06,22.43000030517578
2015-02-09,21.170000076293945
2015-02-10,20.6299991607666
2015-02-11,20.3799991607666
2015-02-12,20.239999771118164
2015-02-13,21.079999923706055
2015-02-17,21.56999969482422
2015-02-18,21.790000915527344
2015-02-19,22.3799991607666
2015-02-20,21.950000762939453
2015-02-23,21.270000457763672
2015-02-24,22.969999313354492
2015-02-25,33.81999969482422
2015-02-26,31.260000228881836
2015-02-27,32.560001373291016
2015-03-02,34.41999816894531
2015-03-03,34.75
2015-03-04,35.18000030517578
2015-03-05,38.369998931884766
2015-03-06,37.310001373291016
2015-03-09,36.91999816894531
2015-03-10,40.22999954223633
2015-03-11,38.13999938964844
2015-03-12,38.150001525878906
2015-03-13,38.2599983215332
2015-03-16,37.810001373291016
2015-03-17,37.5
2015-03-18,37.25
2015-03-19,38.29999923706055
2015-03-20,39.220001220703125
2015-03-23,40.150001525878906
2015-03-24,38.2599983215332
2015-03-25,36.90999984741211
2015-03-26,36.70000076293945
2015-03-27,36.77000045776367
2015-03-30,37.630001068115234
2015-03-31,36.790000915527344
2015-04-01,35.849998474121094
2015-04-02,36.91999816894531
2015-04-06,37.13999938964844
2015-04-07,37.939998626708984
2015-04-08,37.75
2015-04-09,36.709999084472656
2015-04-10,36.900001525878906
2015-04-13,36.619998931884766
2015-04-14,37.209999084472656
2015-04-15,37.15999984741211
2015-04-16,36.9900016784668
2015-04-17,36.93000030517578
2015-04-20,36.88999938964844
2015-04-21,37.06999969482422
2015-04-22,36.869998931884766
2015-04-23,36.88999938964844
2015-04-24,36.86000061035156
2015-04-27,35.7400016784668
2015-04-28,35.0
2015-04-29,35.060001373291016
2015-04-30,34.54999923706055
2015-05-01,33.13999938964844
2015-05-04,33.209999084472656
2015-05-05,32.9900016784668
2015-05-06,33.189998626708984
2015-05-07,36.209999084472656
2015-05-08,35.20000076293945
2015-05-11,35.0
2015-05-12,34.619998931884766
2015-05-13,34.77000045776367
2015-05-14,34.36000061035156
2015-05-15,34.099998474121094
2015-05-18,34.0
2015-05-19,33.790000915527344
2015-05-20,32.91999816894531
2015-05-21,34.18000030517578
2015-05-22,35.88999938964844
2015-05-26,35.849998474121094
2015-05-27,36.689998626708984
2015-05-28,36.47999954223633
2015-05-29,35.880001068115234
2015-06-01,35.38999938964844
2015-06-02,34.77000045776367
2015-06-03,37.279998779296875
2015-06-04,35.900001525878906
2015-06-05,36.779998779296875
2015-06-08,36.790000915527344
2015-06-09,38.459999084472656
2015-06-10,39.560001373291016
2015-06-11,38.90999984741211
2015-06-12,44.11000061035156
2015-06-15,44.119998931884766
2015-06-16,45.880001068115234
2015-06-17,46.470001220703125
2015-06-18,46.7400016784668
2015-06-19,46.540000915527344
2015-06-22,44.29999923706055
2015-06-23,45.72999954223633
2015-06-24,44.27000045776367
2015-06-25,43.83000183105469
2015-06-26,43.16999816894531
2015-06-29,41.779998779296875
2015-06-30,43.849998474121094
2015-07-01,40.970001220703125
2015-07-02,41.380001068115234
2015-07-06,43.0099983215332
2015-07-07,41.25
2015-07-08,41.439998626708984
2015-07-09,41.310001373291016
2015-07-10,42.18000030517578
2015-07-13,43.16999816894531
2015-07-14,44.0099983215332
2015-07-15,43.810001373291016
2015-07-16,45.619998931884766
2015-07-17,45.04999923706055
2015-07-20,44.970001220703125
2015-07-21,45.400001525878906
2015-07-22,44.150001525878906
2015-07-23,45.720001220703125
2015-07-24,45.150001525878906
2015-07-27,43.13999938964844
2015-07-28,40.31999969482422
2015-07-29,39.650001525878906
2015-07-30,39.040000915527344
2015-07-31,37.2400016784668
2015-08-03,36.31999969482422
2015-08-04,40.2400016784668
2015-08-05,39.75
2015-08-06,37.11000061035156
2015-08-07,37.63999938964844
2015-08-10,40.130001068115234
2015-08-11,39.59000015258789
2015-08-12,38.47999954223633
2015-08-13,38.84000015258789
2015-08-14,38.22999954223633
2015-08-17,41.04999923706055
2015-08-18,39.650001525878906
2015-08-19,38.5
2015-08-20,37.709999084472656
2015-08-21,36.29999923706055
2015-08-24,34.279998779296875
2015-08-25,34.90999984741211
2015-08-26,34.66999816894531
2015-08-27,34.619998931884766
2015-08-28,36.349998474121094
2015-08-31,36.68000030517578
2015-09-01,35.63999938964844
2015-09-02,36.7400016784668
2015-09-03,36.310001373291016
2015-09-04,35.810001373291016
2015-09-08,36.15999984741211
2015-09-09,34.75
2015-09-10,35.150001525878906
2015-09-11,33.59000015258789
2015-09-14,34.93000030517578
2015-09-15,34.11000061035156
2015-09-16,34.630001068115234
2015-09-17,35.29999923706055
2015-09-18,36.25
2015-09-21,36.25
2015-09-22,34.150001525878906
2015-09-23,33.650001525878906
2015-09-24,32.86000061035156
2015-09-25,30.65999984741211
2015-09-28,30.760000228881836
2015-09-29,29.280000686645508
2015-09-30,31.25
2015-10-01,29.899999618530273
2015-10-02,30.0
2015-10-05,29.739999771118164
2015-10-06,28.610000610351562
2015-10-07,30.049999237060547
2015-10-08,30.3799991607666
2015-10-09,30.969999313354492
2015-10-12,30.729999542236328
2015-10-13,30.65999984741211
2015-10-14,30.399999618530273
2015-10-15,32.33000183105469
2015-10-16,32.130001068115234
2015-10-19,31.489999771118164
2015-10-20,31.690000534057617
2015-10-21,30.510000228881836
2015-10-22,32.25
2015-10-23,33.22999954223633
2015-10-26,33.810001373291016
2015-10-27,31.34000015258789
2015-10-28,32.630001068115234
2015-10-29,32.88999938964844
2015-10-30,31.959999084472656
2015-11-02,33.599998474121094
2015-11-03,34.09000015258789
2015-11-04,34.630001068115234
2015-11-05,36.79999923706055
2015-11-06,39.689998626708984
2015-11-09,39.36000061035156
2015-11-10,38.900001525878906
2015-11-11,38.43000030517578
2015-11-12,38.290000915527344
2015-11-13,37.619998931884766
2015-11-16,38.18000030517578
2015-11-17,38.150001525878906
2015-11-18,39.209999084472656
2015-11-19,39.08000183105469
2015-11-20,39.439998626708984
2015-11-23,41.40999984741211
2015-11-24,40.79999923706055
2015-11-25,41.5
2015-11-27,40.939998626708984
2015-11-30,40.52000045776367
2015-12-01,37.439998626708984
2015-12-02,37.11000061035156
2015-12-03,37.720001220703125
2015-12-04,37.7400016784668
2015-12-07,37.27000045776367
2015-12-08,37.849998474121094
2015-12-09,35.970001220703125
2015-12-10,35.900001525878906
2015-12-11,34.279998779296875
2015-12-14,33.709999084472656
2015-12-15,35.0
2015-12-16,36.36000061035156
2015-12-17,37.189998626708984
2015-12-18,37.15999984741211
2015-12-21,37.189998626708984
2015-12-22,37.9900016784668
2015-12-23,37.90999984741211
2015-12-24,38.099998474121094
2015-12-28,37.63999938964844
2015-12-29,37.70000076293945
2015-12-30,37.4900016784668
2015-12-31,36.38999938964844
2016-01-04,34.959999084472656
2016-01-05,34.060001373291016
2016-01-06,33.43000030517578
2016-01-07,32.5099983215332
2016-01-08,31.239999771118164
2016-01-11,30.8700008392334
2016-01-12,31.610000610351562
2016-01-13,30.59000015258789
2016-01-14,30.350000381469727
2016-01-15,31.059999465942383
2016-01-19,29.649999618530273
2016-01-20,28.690000534057617
2016-01-21,28.56999969482422
2016-01-22,29.489999771118164
2016-01-25,28.420000076293945
2016-01-26,28.549999237060547
2016-01-27,28.040000915527344
2016-01-28,28.600000381469727
2016-01-29,29.15999984741211
2016-02-01,29.5
2016-02-02,29.68000030517578
2016-02-03,29.510000228881836
2016-02-04,29.15999984741211
2016-02-05,25.31999969482422
2016-02-08,22.260000228881836
2016-02-09,21.920000076293945
2016-02-10,24.299999237060547
2016-02-11,24.639999389648438
2016-02-12,24.649999618530273
2016-02-16,26.149999618530273
2016-02-17,27.690000534057617
2016-02-18,25.049999237060547
2016-02-19,25.43000030517578
2016-02-22,25.8799991607666
2016-02-23,25.719999313354492
2016-02-24,30.989999771118164
2016-02-25,29.68000030517578
2016-02-26,31.780000686645508
2016-02-29,31.389999389648438
2016-03-01,31.139999389648438
2016-03-02,32.79999923706055
2016-03-03,32.18000030517578
2016-03-04,32.20000076293945
2016-03-07,32.310001373291016
2016-03-08,30.030000686645508
2016-03-09,31.09000015258789
2016-03-10,31.209999084472656
2016-03-11,33.15999984741211
2016-03-14,32.66999816894531
2016-03-15,30.18000030517578
2016-03-16,30.920000076293945
2016-03-17,31.59000015258789
2016-03-18,32.290000915527344
2016-03-21,31.479999542236328
2016-03-22,31.200000762939453
2016-03-23,29.850000381469727
2016-03-24,30.09000015258789
2016-03-28,30.3799991607666
2016-03-29,32.869998931884766
2016-03-30,33.15999984741211
2016-03-31,33.349998474121094
2016-04-01,32.400001525878906
2016-04-04,34.43000030517578
2016-04-05,34.779998779296875
2016-04-06,36.31999969482422
2016-04-07,36.439998626708984
2016-04-08,34.310001373291016
2016-04-11,32.95000076293945
2016-04-12,33.209999084472656
2016-04-13,34.790000915527344
2016-04-14,34.2400016784668
2016-04-15,35.0
2016-04-18,35.79999923706055
2016-04-19,35.380001068115234
2016-04-20,36.189998626708984
2016-04-21,36.88999938964844
2016-04-22,37.65999984741211
2016-04-25,37.900001525878906
2016-04-26,37.779998779296875
2016-04-27,37.84000015258789
2016-04-28,38.290000915527344
2016-04-29,37.900001525878906
2016-05-02,37.91999816894531
2016-05-03,37.0
2016-05-04,37.029998779296875
2016-05-05,34.560001373291016
2016-05-06,32.86000061035156
2016-05-09,32.689998626708984
2016-05-10,33.619998931884766
2016-05-11,34.27000045776367
2016-05-12,33.900001525878906
2016-05-13,33.77000045776367
2016-05-16,34.61000061035156
2016-05-17,33.93000030517578
2016-05-18,34.599998474121094
2016-05-19,34.06999969482422
2016-05-20,35.11000061035156
2016-05-23,34.400001525878906
2016-05-24,35.619998931884766
2016-05-25,35.779998779296875
2016-05-26,35.869998931884766
2016-05-27,36.939998626708984
2016-05-31,36.709999084472656
2016-06-01,36.97999954223633
2016-06-02,37.81999969482422
2016-06-03,37.720001220703125
2016-06-06,37.47999954223633
2016-06-07,38.150001525878906
2016-06-08,39.709999084472656
2016-06-09,39.540000915527344
2016-06-10,39.22999954223633
2016-06-13,39.599998474121094
2016-06-14,39.959999084472656
2016-06-15,39.66999816894531
2016-06-16,39.65999984741211
2016-06-17,39.209999084472656
2016-06-20,40.16999816894531
2016-06-21,40.06999969482422
2016-06-22,38.56999969482422
2016-06-23,39.65999984741211
2016-06-24,37.029998779296875
2016-06-27,34.4900016784668
2016-06-28,35.4900016784668
2016-06-29,37.02000045776367
2016-06-30,38.119998931884766
2016-07-01,37.61000061035156
2016-07-05,36.61000061035156
2016-07-06,36.900001525878906
2016-07-07,38.779998779296875
2016-07-08,39.689998626708984
2016-07-11,41.529998779296875
2016-07-12,42.470001220703125
2016-07-13,41.040000915527344
2016-07-14,41.470001220703125
2016-07-15,41.20000076293945
2016-07-18,42.189998626708984
2016-07-19,42.20000076293945
2016-07-20,43.08000183105469
2016-07-21,42.119998931884766
2016-07-22,42.88999938964844
2016-07-25,43.119998931884766
2016-07-26,43.36000061035156
2016-07-27,43.619998931884766
2016-07-28,44.4900016784668
2016-07-29,43.0
2016-08-01,44.34000015258789
2016-08-02,42.810001373291016
2016-08-03,42.540000915527344
2016-08-04,44.11000061035156
2016-08-05,43.439998626708984
2016-08-08,42.15999984741211
2016-08-09,42.61000061035156
2016-08-10,42.689998626708984
2016-08-11,42.029998779296875
2016-08-12,42.70000076293945
2016-08-15,42.16999816894531
2016-08-16,40.900001525878906
2016-08-17,40.90999984741211
2016-08-18,40.959999084472656
2016-08-19,39.91999816894531
2016-08-22,40.04999923706055
2016-08-23,41.5
2016-08-24,41.16999816894531
2016-08-25,41.709999084472656
2016-08-26,40.86000061035156
2016-08-29,40.11000061035156
2016-08-30,40.5
2016-08-31,40.38999938964844
2016-09-01,40.459999084472656
2016-09-02,40.65999984741211
2016-09-06,41.209999084472656
2016-09-07,42.130001068115234
2016-09-08,41.650001525878906
2016-09-09,39.9900016784668
2016-09-12,40.88999938964844
2016-09-13,39.09000015258789
2016-09-14,39.119998931884766
2016-09-15,38.790000915527344
2016-09-16,38.63999938964844
2016-09-19,38.90999984741211
2016-09-20,37.779998779296875
2016-09-21,38.43000030517578
2016-09-22,39.68000030517578
2016-09-23,39.81999969482422
2016-09-26,39.540000915527344
2016-09-27,40.0099983215332
2016-09-28,40.709999084472656
2016-09-29,39.619998931884766
2016-09-30,39.91999816894531
2016-10-03,39.7400016784668
2016-10-04,40.2400016784668
2016-10-05,41.15999984741211
2016-10-06,41.56999969482422
2016-10-07,41.79999923706055
2016-10-10,42.20000076293945
2016-10-11,42.0
2016-10-12,41.150001525878906
2016-10-13,39.5099983215332
2016-10-14,40.0
2016-10-17,39.79999923706055
2016-10-18,39.5
2016-10-19,39.79999923706055
2016-10-20,38.400001525878906
2016-10-21,37.599998474121094
2016-10-24,37.900001525878906
2016-10-25,36.349998474121094
2016-10-26,34.599998474121094
2016-10-27,33.400001525878906
2016-10-28,33.45000076293945
2016-10-31,32.5
2016-11-01,30.899999618530273
2016-11-02,30.049999237060547
2016-11-03,29.450000762939453
2016-11-04,25.979999542236328
2016-11-07,26.450000762939453
2016-11-08,26.100000381469727
2016-11-09,25.950000762939453
2016-11-10,24.799999237060547
2016-11-11,26.100000381469727
2016-11-14,26.950000762939453
2016-11-15,27.950000762939453
2016-11-16,27.75
2016-11-17,27.75
2016-11-18,28.700000762939453
2016-11-21,28.68000030517578
2016-11-22,28.649999618530273
2016-11-23,28.149999618530273
2016-11-25,28.149999618530273
2016-11-28,28.149999618530273
2016-11-29,27.950000762939453
2016-11-30,27.299999237060547
2016-12-01,26.299999237060547
2016-12-02,27.100000381469727
2016-12-05,28.200000762939453
2016-12-06,29.049999237060547
2016-12-07,29.75
2016-12-08,30.100000381469727
2016-12-09,29.450000762939453
2016-12-12,29.149999618530273
2016-12-13,29.25
2016-12-14,28.850000381469727
2016-12-15,29.799999237060547
2016-12-16,30.100000381469727
2016-12-19,30.100000381469727
2016-12-20,29.600000381469727
2016-12-21,29.350000381469727
2016-12-22,29.450000762939453
2016-12-23,30.200000762939453
2016-12-27,30.299999237060547
2016-12-28,29.649999618530273
2016-12-29,29.850000381469727
2016-12-30,29.700000762939453
2017-01-03,30.0
2017-01-04,30.600000381469727
2017-01-05,30.850000381469727
2017-01-06,31.299999237060547
2017-01-09,31.549999237060547
2017-01-10,31.5
2017-01-11,31.549999237060547
2017-01-12,31.75
2017-01-13,31.799999237060547
2017-01-17,30.899999618530273
2017-01-18,31.25
2017-01-19,31.649999618530273
2017-01-20,31.700000762939453
2017-01-23,31.5
2017-01-24,31.5
2017-01-25,31.399999618530273
2017-01-26,30.899999618530273
2017-01-27,31.100000381469727
2017-01-30,30.600000381469727
2017-01-31,30.25
2017-02-01,28.950000762939453
2017-02-02,28.200000762939453
2017-02-03,28.700000762939453
2017-02-06,28.799999237060547
2017-02-07,28.5
2017-02-08,28.450000762939453
2017-02-09,29.200000762939453
2017-02-10,28.850000381469727
2017-02-13,28.600000381469727
2017-02-14,29.5
2017-02-15,29.25
2017-02-16,29.149999618530273
2017-02-17,29.100000381469727
2017-02-21,28.850000381469727
2017-02-22,28.649999618530273
2017-02-23,28.350000381469727
2017-02-24,25.100000381469727
2017-02-27,26.350000381469727
2017-02-28,26.549999237060547
2017-03-01,27.200000762939453
2017-03-02,26.799999237060547
2017-03-03,27.0
2017-03-06,26.299999237060547
2017-03-07,25.799999237060547
2017-03-08,26.399999618530273
2017-03-09,26.25
2017-03-10,26.100000381469727
2017-03-13,25.899999618530273
2017-03-14,25.549999237060547
2017-03-15,25.950000762939453
2017-03-16,26.850000381469727
2017-03-17,26.700000762939453
2017-03-20,27.5
2017-03-21,26.649999618530273
2017-03-22,26.049999237060547
2017-03-23,26.200000762939453
2017-03-24,26.75
2017-03-27,27.149999618530273
2017-03-28,27.450000762939453
2017-03-29,27.649999618530273
2017-03-30,27.149999618530273
2017-03-31,27.950000762939453
2017-04-03,27.299999237060547
2017-04-04,27.350000381469727
2017-04-05,27.600000381469727
2017-04-06,27.75
2017-04-07,27.950000762939453
2017-04-10,28.049999237060547
2017-04-11,28.049999237060547
2017-04-12,28.200000762939453
2017-04-13,27.649999618530273
2017-04-17,27.450000762939453
2017-04-18,27.549999237060547
2017-04-19,27.950000762939453
2017-04-20,28.5
2017-04-21,28.799999237060547
2017-04-24,28.950000762939453
2017-04-25,29.200000762939453
2017-04-26,29.950000762939453
2017-04-27,30.850000381469727
2017-04-28,31.5
2017-05-01,30.25
2017-05-02,30.549999237060547
2017-05-03,30.0
2017-05-04,30.200000762939453
2017-05-05,30.25
2017-05-08,30.100000381469727
2017-05-09,31.200000762939453
2017-05-10,31.0
2017-05-11,30.899999618530273
2017-05-12,31.200000762939453
2017-05-15,31.399999618530273
2017-05-16,31.350000381469727
2017-05-17,30.700000762939453
2017-05-18,30.600000381469727
2017-05-19,30.799999237060547
2017-05-22,31.100000381469727
2017-05-23,31.200000762939453
2017-05-24,32.0
2017-05-25,32.0
2017-05-26,32.95000076293945
2017-05-30,32.0
2017-05-31,31.799999237060547
2017-06-01,35.599998474121094
2017-06-02,35.45000076293945
2017-06-05,35.75
2017-06-06,36.45000076293945
2017-06-07,36.849998474121094
2017-06-08,36.70000076293945
2017-06-09,36.25
2017-06-12,36.70000076293945
2017-06-13,36.849998474121094
2017-06-14,36.20000076293945
2017-06-15,36.25
2017-06-16,36.25
2017-06-19,36.54999923706055
2017-06-20,35.5
2017-06-21,36.04999923706055
2017-06-22,36.0
2017-06-23,36.70000076293945
2017-06-26,36.70000076293945
2017-06-27,35.95000076293945
2017-06-28,36.29999923706055
2017-06-29,35.70000076293945
