,FORR
2005-06-23,18.149999618530273
2005-06-24,18.459999084472656
2005-06-27,18.389999389648438
2005-06-28,18.469999313354492
2005-06-29,18.149999618530273
2005-06-30,17.829999923706055
2005-07-01,17.75
2005-07-05,18.040000915527344
2005-07-06,18.420000076293945
2005-07-07,18.690000534057617
2005-07-08,19.489999771118164
2005-07-11,19.450000762939453
2005-07-12,19.190000534057617
2005-07-13,19.229999542236328
2005-07-14,19.049999237060547
2005-07-15,19.0
2005-07-18,18.75
2005-07-19,19.110000610351562
2005-07-20,19.110000610351562
2005-07-21,19.290000915527344
2005-07-22,19.34000015258789
2005-07-25,19.18000030517578
2005-07-26,19.3799991607666
2005-07-27,19.729999542236328
2005-07-28,20.31999969482422
2005-07-29,19.729999542236328
2005-08-01,20.09000015258789
2005-08-02,20.889999389648438
2005-08-03,21.0
2005-08-04,20.979999542236328
2005-08-05,20.969999313354492
2005-08-08,20.850000381469727
2005-08-09,20.329999923706055
2005-08-10,20.760000228881836
2005-08-11,20.75
2005-08-12,20.6299991607666
2005-08-15,21.110000610351562
2005-08-16,20.899999618530273
2005-08-17,20.989999771118164
2005-08-18,20.920000076293945
2005-08-19,21.06999969482422
2005-08-22,21.5
2005-08-23,20.709999084472656
2005-08-24,20.790000915527344
2005-08-25,21.010000228881836
2005-08-26,20.950000762939453
2005-08-29,20.899999618530273
2005-08-30,21.0
2005-08-31,20.889999389648438
2005-09-01,21.06999969482422
2005-09-02,20.889999389648438
2005-09-06,21.450000762939453
2005-09-07,21.34000015258789
2005-09-08,21.260000228881836
2005-09-09,21.389999389648438
2005-09-12,20.959999084472656
2005-09-13,21.079999923706055
2005-09-14,20.229999542236328
2005-09-15,20.299999237060547
2005-09-16,20.020000457763672
2005-09-19,19.600000381469727
2005-09-20,19.829999923706055
2005-09-21,19.6299991607666
2005-09-22,19.899999618530273
2005-09-23,19.649999618530273
2005-09-26,20.0
2005-09-27,20.049999237060547
2005-09-28,19.709999084472656
2005-09-29,20.200000762939453
2005-09-30,20.81999969482422
2005-10-03,20.780000686645508
2005-10-04,20.610000610351562
2005-10-05,19.889999389648438
2005-10-06,19.65999984741211
2005-10-07,20.25
2005-10-10,19.899999618530273
2005-10-11,18.229999542236328
2005-10-12,18.18000030517578
2005-10-13,18.600000381469727
2005-10-14,18.979999542236328
2005-10-17,18.989999771118164
2005-10-18,18.809999465942383
2005-10-19,19.389999389648438
2005-10-20,19.5
2005-10-21,19.719999313354492
2005-10-24,20.0
2005-10-25,19.5
2005-10-26,19.8799991607666
2005-10-27,19.350000381469727
2005-10-28,19.469999313354492
2005-10-31,19.260000228881836
2005-11-01,19.200000762939453
2005-11-02,19.5
2005-11-03,19.149999618530273
2005-11-04,18.850000381469727
2005-11-07,18.34000015258789
2005-11-08,17.399999618530273
2005-11-09,18.06999969482422
2005-11-10,18.729999542236328
2005-11-11,18.450000762939453
2005-11-14,18.5
2005-11-15,18.56999969482422
2005-11-16,18.579999923706055
2005-11-17,18.489999771118164
2005-11-18,18.389999389648438
2005-11-21,18.610000610351562
2005-11-22,18.700000762939453
2005-11-23,18.75
2005-11-25,18.530000686645508
2005-11-28,18.139999389648438
2005-11-29,18.1299991607666
2005-11-30,18.639999389648438
2005-12-01,18.850000381469727
2005-12-02,18.979999542236328
2005-12-05,19.309999465942383
2005-12-06,19.700000762939453
2005-12-07,19.450000762939453
2005-12-08,19.549999237060547
2005-12-09,19.989999771118164
2005-12-12,20.309999465942383
2005-12-13,19.8700008392334
2005-12-14,19.780000686645508
2005-12-15,19.209999084472656
2005-12-16,19.31999969482422
2005-12-19,19.290000915527344
2005-12-20,19.200000762939453
2005-12-21,19.489999771118164
2005-12-22,19.600000381469727
2005-12-23,19.489999771118164
2005-12-27,19.280000686645508
2005-12-28,18.81999969482422
2005-12-29,19.059999465942383
2005-12-30,18.75
2006-01-03,18.3799991607666
2006-01-04,18.440000534057617
2006-01-05,18.59000015258789
2006-01-06,18.459999084472656
2006-01-09,18.540000915527344
2006-01-10,18.770000457763672
2006-01-11,19.0
2006-01-12,19.43000030517578
2006-01-13,19.969999313354492
2006-01-17,20.549999237060547
2006-01-18,19.959999084472656
2006-01-19,20.360000610351562
2006-01-20,20.030000686645508
2006-01-23,20.100000381469727
2006-01-24,20.389999389648438
2006-01-25,20.139999389648438
2006-01-26,20.489999771118164
2006-01-27,20.549999237060547
2006-01-30,20.25
2006-01-31,20.389999389648438
2006-02-01,21.0
2006-02-02,20.65999984741211
2006-02-03,20.8700008392334
2006-02-06,21.190000534057617
2006-02-07,20.920000076293945
2006-02-08,21.350000381469727
2006-02-09,21.950000762939453
2006-02-10,21.610000610351562
2006-02-13,21.829999923706055
2006-02-14,21.940000534057617
2006-02-15,22.56999969482422
2006-02-16,22.389999389648438
2006-02-17,22.440000534057617
2006-02-21,21.979999542236328
2006-02-22,22.3700008392334
2006-02-23,23.0
2006-02-24,22.889999389648438
2006-02-27,23.010000228881836
2006-02-28,22.610000610351562
2006-03-01,22.06999969482422
2006-03-02,22.030000686645508
2006-03-03,21.780000686645508
2006-03-06,21.600000381469727
2006-03-07,21.329999923706055
2006-03-08,20.920000076293945
2006-03-09,21.0
2006-03-10,21.360000610351562
2006-03-13,21.549999237060547
2006-03-14,21.850000381469727
2006-03-15,22.049999237060547
2006-03-16,21.43000030517578
2006-03-17,22.420000076293945
2006-03-20,22.5
2006-03-21,22.040000915527344
2006-03-22,21.84000015258789
2006-03-23,21.899999618530273
2006-03-24,21.8799991607666
2006-03-27,21.90999984741211
2006-03-28,21.719999313354492
2006-03-29,22.5
2006-03-30,22.729999542236328
2006-03-31,22.31999969482422
2006-04-03,21.739999771118164
2006-04-04,20.549999237060547
2006-04-05,21.489999771118164
2006-04-06,21.700000762939453
2006-04-07,20.760000228881836
2006-04-10,21.469999313354492
2006-04-11,21.139999389648438
2006-04-12,21.030000686645508
2006-04-13,21.329999923706055
2006-04-17,21.309999465942383
2006-04-18,21.989999771118164
2006-04-19,21.790000915527344
2006-04-20,21.56999969482422
2006-04-21,21.649999618530273
2006-04-24,21.5
2006-04-25,21.489999771118164
2006-04-26,23.290000915527344
2006-04-27,24.149999618530273
2006-04-28,24.5
2006-05-01,24.06999969482422
2006-05-02,25.260000228881836
2006-05-03,25.31999969482422
2006-05-04,25.690000534057617
2006-05-05,26.309999465942383
2006-05-08,26.829999923706055
2006-05-09,26.719999313354492
2006-05-10,26.979999542236328
2006-05-11,26.360000610351562
2006-05-12,25.90999984741211
2006-05-15,25.219999313354492
2006-05-16,25.31999969482422
2006-05-17,25.399999618530273
2006-05-18,25.190000534057617
2006-05-19,26.3799991607666
2006-05-22,25.5
2006-05-23,25.440000534057617
2006-05-24,26.1299991607666
2006-05-25,25.8700008392334
2006-05-26,25.829999923706055
2006-05-30,24.3700008392334
2006-05-31,25.610000610351562
2006-06-01,26.270000457763672
2006-06-02,26.1299991607666
2006-06-05,25.790000915527344
2006-06-06,26.670000076293945
2006-06-07,26.329999923706055
2006-06-08,27.209999084472656
2006-06-09,26.469999313354492
2006-06-12,26.040000915527344
2006-06-13,26.020000457763672
2006-06-14,26.34000015258789
2006-06-15,27.229999542236328
2006-06-16,26.780000686645508
2006-06-19,26.420000076293945
2006-06-20,26.290000915527344
2006-06-21,26.6200008392334
2006-06-22,26.229999542236328
2006-06-23,26.579999923706055
2006-06-26,26.450000762939453
2006-06-27,26.100000381469727
2006-06-28,26.440000534057617
2006-06-29,27.790000915527344
2006-06-30,27.979999542236328
2006-07-03,26.520000457763672
2006-07-05,26.549999237060547
2006-07-06,26.600000381469727
2006-07-07,26.100000381469727
2006-07-10,25.309999465942383
2006-07-11,24.850000381469727
2006-07-12,24.670000076293945
2006-07-13,23.81999969482422
2006-07-14,24.350000381469727
2006-07-17,24.420000076293945
2006-07-18,24.56999969482422
2006-07-19,25.1299991607666
2006-07-20,24.56999969482422
2006-07-21,24.360000610351562
2006-07-24,25.030000686645508
2006-07-25,25.899999618530273
2006-07-26,26.459999084472656
2006-07-27,27.049999237060547
2006-07-28,26.670000076293945
2006-07-31,26.700000762939453
2006-08-01,26.93000030517578
2006-08-02,27.950000762939453
2006-08-03,28.25
2006-08-04,28.299999237060547
2006-08-07,28.020000457763672
2006-08-08,27.34000015258789
2006-08-09,27.270000457763672
2006-08-10,27.239999771118164
2006-08-11,26.700000762939453
2006-08-14,26.600000381469727
2006-08-15,28.329999923706055
2006-08-16,28.950000762939453
2006-08-17,29.350000381469727
2006-08-18,28.889999389648438
2006-08-21,28.56999969482422
2006-08-22,28.469999313354492
2006-08-23,27.950000762939453
2006-08-24,28.18000030517578
2006-08-25,28.389999389648438
2006-08-28,28.829999923706055
2006-08-29,28.81999969482422
2006-08-30,28.780000686645508
2006-08-31,29.520000457763672
2006-09-01,29.229999542236328
2006-09-05,28.170000076293945
2006-09-06,27.760000228881836
2006-09-07,27.350000381469727
2006-09-08,27.229999542236328
2006-09-11,27.25
2006-09-12,27.459999084472656
2006-09-13,26.850000381469727
2006-09-14,27.200000762939453
2006-09-15,27.1200008392334
2006-09-18,27.56999969482422
2006-09-19,27.200000762939453
2006-09-20,27.530000686645508
2006-09-21,27.270000457763672
2006-09-22,27.139999389648438
2006-09-25,27.200000762939453
2006-09-26,27.239999771118164
2006-09-27,27.31999969482422
2006-09-28,27.079999923706055
2006-09-29,26.309999465942383
2006-10-02,27.09000015258789
2006-10-03,27.280000686645508
2006-10-04,28.09000015258789
2006-10-05,28.809999465942383
2006-10-06,28.540000915527344
2006-10-09,29.1299991607666
2006-10-10,29.1299991607666
2006-10-11,29.209999084472656
2006-10-12,30.0
2006-10-13,29.959999084472656
2006-10-16,30.290000915527344
2006-10-17,30.329999923706055
2006-10-18,30.450000762939453
2006-10-19,30.450000762939453
2006-10-20,30.469999313354492
2006-10-23,30.649999618530273
2006-10-24,30.8700008392334
2006-10-25,30.229999542236328
2006-10-26,30.56999969482422
2006-10-27,31.420000076293945
2006-10-30,31.81999969482422
2006-10-31,31.43000030517578
2006-11-01,31.059999465942383
2006-11-02,31.200000762939453
2006-11-03,31.3799991607666
2006-11-06,31.540000915527344
2006-11-07,31.1200008392334
2006-11-08,31.709999084472656
2006-11-09,31.020000457763672
2006-11-10,31.309999465942383
2006-11-13,30.920000076293945
2006-11-14,30.90999984741211
2006-11-15,30.8799991607666
2006-11-16,30.760000228881836
2006-11-17,30.700000762939453
2006-11-20,30.479999542236328
2006-11-21,30.290000915527344
2006-11-22,30.0
2006-11-24,29.8799991607666
2006-11-27,28.899999618530273
2006-11-28,28.760000228881836
2006-11-29,28.899999618530273
2006-11-30,28.1200008392334
2006-12-01,28.059999465942383
2006-12-04,29.229999542236328
2006-12-05,29.549999237060547
2006-12-06,29.40999984741211
2006-12-07,29.219999313354492
2006-12-08,29.549999237060547
2006-12-11,29.799999237060547
2006-12-12,29.510000228881836
2006-12-13,29.6200008392334
2006-12-14,29.290000915527344
2006-12-15,29.450000762939453
2006-12-18,28.899999618530273
2006-12-19,28.850000381469727
2006-12-20,28.170000076293945
2006-12-21,28.190000534057617
2006-12-22,27.899999618530273
2006-12-26,27.780000686645508
2006-12-27,27.940000534057617
2006-12-28,27.420000076293945
2006-12-29,27.110000610351562
2007-01-03,27.34000015258789
2007-01-04,28.799999237060547
2007-01-05,28.190000534057617
2007-01-08,28.520000457763672
2007-01-09,28.719999313354492
2007-01-10,28.149999618530273
2007-01-11,28.889999389648438
2007-01-12,28.790000915527344
2007-01-16,28.31999969482422
2007-01-17,28.059999465942383
2007-01-18,27.639999389648438
2007-01-19,27.65999984741211
2007-01-22,27.739999771118164
2007-01-23,28.239999771118164
2007-01-24,29.209999084472656
2007-01-25,27.950000762939453
2007-01-26,28.149999618530273
2007-01-29,28.510000228881836
2007-01-30,28.969999313354492
2007-01-31,28.15999984741211
2007-02-01,28.110000610351562
2007-02-02,28.649999618530273
2007-02-05,27.360000610351562
2007-02-06,27.31999969482422
2007-02-07,27.43000030517578
2007-02-08,26.889999389648438
2007-02-09,26.5
2007-02-12,26.510000228881836
2007-02-13,27.260000228881836
2007-02-14,25.790000915527344
2007-02-15,26.139999389648438
2007-02-16,26.510000228881836
2007-02-20,28.149999618530273
2007-02-21,28.030000686645508
2007-02-22,28.010000228881836
2007-02-23,27.5
2007-02-26,27.489999771118164
2007-02-27,27.329999923706055
2007-02-28,26.829999923706055
2007-03-01,26.610000610351562
2007-03-02,26.299999237060547
2007-03-05,26.110000610351562
2007-03-06,26.309999465942383
2007-03-07,26.139999389648438
2007-03-08,26.1200008392334
2007-03-09,26.690000534057617
2007-03-12,27.350000381469727
2007-03-13,26.1200008392334
2007-03-14,26.190000534057617
2007-03-15,26.3700008392334
2007-03-16,26.670000076293945
2007-03-19,27.270000457763672
2007-03-20,27.520000457763672
2007-03-21,28.200000762939453
2007-03-22,27.770000457763672
2007-03-23,27.989999771118164
2007-03-26,28.34000015258789
2007-03-27,27.84000015258789
2007-03-28,27.56999969482422
2007-03-29,28.579999923706055
2007-03-30,28.360000610351562
2007-04-02,28.6200008392334
2007-04-03,28.8799991607666
2007-04-04,28.959999084472656
2007-04-05,28.399999618530273
2007-04-09,28.459999084472656
2007-04-10,28.770000457763672
2007-04-11,28.639999389648438
2007-04-12,28.75
2007-04-13,28.43000030517578
2007-04-16,29.510000228881836
2007-04-17,29.309999465942383
2007-04-18,28.25
2007-04-19,27.600000381469727
2007-04-20,28.610000610351562
2007-04-23,28.200000762939453
2007-04-24,28.030000686645508
2007-04-25,27.809999465942383
2007-04-26,26.829999923706055
2007-04-27,28.040000915527344
2007-04-30,25.780000686645508
2007-05-01,26.93000030517578
2007-05-02,28.1200008392334
2007-05-03,28.459999084472656
2007-05-04,29.100000381469727
2007-05-07,29.5
2007-05-08,30.510000228881836
2007-05-09,31.010000228881836
2007-05-10,30.600000381469727
2007-05-11,30.700000762939453
2007-05-14,30.049999237060547
2007-05-15,29.06999969482422
2007-05-16,28.81999969482422
2007-05-17,28.440000534057617
2007-05-18,27.850000381469727
2007-05-21,27.790000915527344
2007-05-22,27.5
2007-05-23,26.799999237060547
2007-05-24,26.350000381469727
2007-05-25,26.479999542236328
2007-05-29,27.389999389648438
2007-05-30,27.079999923706055
2007-05-31,27.1200008392334
2007-06-01,27.190000534057617
2007-06-04,27.459999084472656
2007-06-05,27.139999389648438
2007-06-06,26.649999618530273
2007-06-07,26.299999237060547
2007-06-08,26.420000076293945
2007-06-11,26.540000915527344
2007-06-12,26.209999084472656
2007-06-13,25.93000030517578
2007-06-14,25.729999542236328
2007-06-15,26.5
2007-06-18,26.809999465942383
2007-06-19,26.8700008392334
2007-06-20,26.65999984741211
2007-06-21,26.889999389648438
2007-06-22,26.989999771118164
2007-06-25,27.540000915527344
2007-06-26,27.969999313354492
2007-06-27,28.040000915527344
2007-06-28,27.780000686645508
2007-06-29,28.1299991607666
2007-07-02,27.5
2007-07-03,27.530000686645508
2007-07-05,27.530000686645508
2007-07-06,27.739999771118164
2007-07-09,27.760000228881836
2007-07-10,27.360000610351562
2007-07-11,27.479999542236328
2007-07-12,27.600000381469727
2007-07-13,27.469999313354492
2007-07-16,26.610000610351562
2007-07-17,26.700000762939453
2007-07-18,26.889999389648438
2007-07-19,27.0
2007-07-20,26.549999237060547
2007-07-23,26.530000686645508
2007-07-24,26.1299991607666
2007-07-25,25.850000381469727
2007-07-26,25.43000030517578
2007-07-27,24.790000915527344
2007-07-30,24.510000228881836
2007-07-31,24.81999969482422
2007-08-01,24.780000686645508
2007-08-02,24.93000030517578
2007-08-03,24.399999618530273
2007-08-06,24.760000228881836
2007-08-07,25.030000686645508
2007-08-08,26.979999542236328
2007-08-09,24.829999923706055
2007-08-10,25.729999542236328
2007-08-13,25.0
2007-08-14,25.010000228881836
2007-08-15,25.0
2007-08-16,25.899999618530273
2007-08-17,26.8799991607666
2007-08-20,25.610000610351562
2007-08-21,25.420000076293945
2007-08-22,26.100000381469727
2007-08-23,25.889999389648438
2007-08-24,26.25
2007-08-27,25.549999237060547
2007-08-28,25.020000457763672
2007-08-29,25.360000610351562
2007-08-30,24.739999771118164
2007-08-31,25.40999984741211
2007-09-04,24.479999542236328
2007-09-05,23.969999313354492
2007-09-06,23.989999771118164
2007-09-07,23.229999542236328
2007-09-10,22.18000030517578
2007-09-11,22.520000457763672
2007-09-12,22.290000915527344
2007-09-13,21.81999969482422
2007-09-14,22.270000457763672
2007-09-17,21.799999237060547
2007-09-18,23.299999237060547
2007-09-19,23.75
2007-09-20,24.030000686645508
2007-09-21,24.020000457763672
2007-09-24,23.290000915527344
2007-09-25,22.90999984741211
2007-09-26,23.209999084472656
2007-09-27,23.649999618530273
2007-09-28,23.56999969482422
2007-10-01,25.200000762939453
2007-10-02,25.18000030517578
2007-10-03,24.3700008392334
2007-10-04,24.899999618530273
2007-10-05,25.639999389648438
2007-10-08,25.100000381469727
2007-10-09,25.3700008392334
2007-10-10,25.170000076293945
2007-10-11,24.989999771118164
2007-10-12,24.6299991607666
2007-10-15,24.110000610351562
2007-10-16,24.350000381469727
2007-10-17,24.260000228881836
2007-10-18,24.770000457763672
2007-10-19,24.209999084472656
2007-10-22,24.479999542236328
2007-10-23,24.920000076293945
2007-10-24,24.389999389648438
2007-10-25,24.760000228881836
2007-10-26,25.670000076293945
2007-10-29,25.270000457763672
2007-10-30,23.440000534057617
2007-10-31,23.719999313354492
2007-11-01,23.110000610351562
2007-11-02,23.65999984741211
2007-11-05,23.18000030517578
2007-11-06,23.799999237060547
2007-11-07,23.010000228881836
2007-11-08,23.459999084472656
2007-11-09,23.65999984741211
2007-11-12,23.450000762939453
2007-11-13,23.559999465942383
2007-11-14,22.940000534057617
2007-11-15,21.639999389648438
2007-11-16,21.09000015258789
2007-11-19,22.670000076293945
2007-11-20,23.510000228881836
2007-11-21,23.8799991607666
2007-11-23,24.93000030517578
2007-11-26,24.739999771118164
2007-11-27,24.989999771118164
2007-11-28,25.770000457763672
2007-11-29,26.1200008392334
2007-11-30,26.18000030517578
2007-12-03,25.8700008392334
2007-12-04,26.149999618530273
2007-12-05,27.149999618530273
2007-12-06,27.649999618530273
2007-12-07,28.049999237060547
2007-12-10,27.489999771118164
2007-12-11,26.399999618530273
2007-12-12,26.739999771118164
2007-12-13,27.1299991607666
2007-12-14,26.25
2007-12-17,26.389999389648438
2007-12-18,27.170000076293945
2007-12-19,26.399999618530273
2007-12-20,27.040000915527344
2007-12-21,27.309999465942383
2007-12-24,27.860000610351562
2007-12-26,28.059999465942383
2007-12-27,28.06999969482422
2007-12-28,28.020000457763672
2007-12-31,28.020000457763672
2008-01-02,27.5
2008-01-03,27.1299991607666
2008-01-04,25.989999771118164
2008-01-07,27.100000381469727
2008-01-08,26.43000030517578
2008-01-09,25.989999771118164
2008-01-10,25.969999313354492
2008-01-11,25.440000534057617
2008-01-14,25.399999618530273
2008-01-15,25.75
2008-01-16,26.09000015258789
2008-01-17,25.229999542236328
2008-01-18,25.010000228881836
2008-01-22,24.770000457763672
2008-01-23,25.09000015258789
2008-01-24,24.43000030517578
2008-01-25,24.899999618530273
2008-01-28,25.239999771118164
2008-01-29,24.809999465942383
2008-01-30,23.979999542236328
2008-01-31,24.0
2008-02-01,24.139999389648438
2008-02-04,24.170000076293945
2008-02-05,23.600000381469727
2008-02-06,26.59000015258789
2008-02-07,26.329999923706055
2008-02-08,25.0
2008-02-11,24.90999984741211
2008-02-12,25.139999389648438
2008-02-13,28.389999389648438
2008-02-14,26.739999771118164
2008-02-15,26.850000381469727
2008-02-19,26.899999618530273
2008-02-20,27.010000228881836
2008-02-21,26.979999542236328
2008-02-22,27.3700008392334
2008-02-25,27.350000381469727
2008-02-26,27.729999542236328
2008-02-27,27.719999313354492
2008-02-28,26.899999618530273
2008-02-29,26.639999389648438
2008-03-03,26.790000915527344
2008-03-04,27.260000228881836
2008-03-05,27.0
2008-03-06,26.360000610351562
2008-03-07,26.559999465942383
2008-03-10,25.950000762939453
2008-03-11,27.43000030517578
2008-03-12,26.799999237060547
2008-03-13,27.8799991607666
2008-03-14,27.170000076293945
2008-03-17,26.90999984741211
2008-03-18,27.760000228881836
2008-03-19,26.790000915527344
2008-03-20,26.899999618530273
2008-03-24,27.549999237060547
2008-03-25,27.959999084472656
2008-03-26,28.1200008392334
2008-03-27,27.639999389648438
2008-03-28,26.600000381469727
2008-03-31,26.579999923706055
2008-04-01,27.110000610351562
2008-04-02,27.31999969482422
2008-04-03,27.110000610351562
2008-04-04,27.3700008392334
2008-04-07,26.920000076293945
2008-04-08,26.790000915527344
2008-04-09,25.799999237060547
2008-04-10,26.110000610351562
2008-04-11,25.030000686645508
2008-04-14,25.149999618530273
2008-04-15,25.190000534057617
2008-04-16,25.780000686645508
2008-04-17,25.270000457763672
2008-04-18,26.040000915527344
2008-04-21,26.010000228881836
2008-04-22,25.950000762939453
2008-04-23,26.0
2008-04-24,27.059999465942383
2008-04-25,26.489999771118164
2008-04-28,26.84000015258789
2008-04-29,27.440000534057617
2008-04-30,28.84000015258789
2008-05-01,28.899999618530273
2008-05-02,29.5
2008-05-05,29.989999771118164
2008-05-06,29.809999465942383
2008-05-07,28.989999771118164
2008-05-08,29.75
2008-05-09,30.06999969482422
2008-05-12,30.43000030517578
2008-05-13,30.950000762939453
2008-05-14,30.59000015258789
2008-05-15,29.8799991607666
2008-05-16,29.270000457763672
2008-05-19,29.09000015258789
2008-05-20,29.219999313354492
2008-05-21,29.31999969482422
2008-05-22,29.65999984741211
2008-05-23,29.440000534057617
2008-05-27,29.790000915527344
2008-05-28,29.229999542236328
2008-05-29,30.489999771118164
2008-05-30,30.209999084472656
2008-06-02,30.5
2008-06-03,30.799999237060547
2008-06-04,31.239999771118164
2008-06-05,32.22999954223633
2008-06-06,30.90999984741211
2008-06-09,31.049999237060547
2008-06-10,31.670000076293945
2008-06-11,30.84000015258789
2008-06-12,31.040000915527344
2008-06-13,31.110000610351562
2008-06-16,31.270000457763672
2008-06-17,31.100000381469727
2008-06-18,31.559999465942383
2008-06-19,32.22999954223633
2008-06-20,31.84000015258789
2008-06-23,31.479999542236328
2008-06-24,31.100000381469727
2008-06-25,32.209999084472656
2008-06-26,31.190000534057617
2008-06-27,30.520000457763672
2008-06-30,30.8799991607666
2008-07-01,30.040000915527344
2008-07-02,30.100000381469727
2008-07-03,29.889999389648438
2008-07-07,30.280000686645508
2008-07-08,30.979999542236328
2008-07-09,30.34000015258789
2008-07-10,31.68000030517578
2008-07-11,31.84000015258789
2008-07-14,31.510000228881836
2008-07-15,31.65999984741211
2008-07-16,32.880001068115234
2008-07-17,33.0
2008-07-18,32.36000061035156
2008-07-21,32.13999938964844
2008-07-22,33.0
2008-07-23,32.47999954223633
2008-07-24,32.599998474121094
2008-07-25,32.65999984741211
2008-07-28,32.349998474121094
2008-07-29,33.31999969482422
2008-07-30,33.529998779296875
2008-07-31,33.70000076293945
2008-08-01,33.130001068115234
2008-08-04,33.27000045776367
2008-08-05,32.86000061035156
2008-08-06,31.959999084472656
2008-08-07,30.989999771118164
2008-08-08,31.809999465942383
2008-08-11,31.579999923706055
2008-08-12,32.630001068115234
2008-08-13,33.38999938964844
2008-08-14,34.900001525878906
2008-08-15,34.97999954223633
2008-08-18,34.91999816894531
2008-08-19,34.86000061035156
2008-08-20,34.959999084472656
2008-08-21,34.45000076293945
2008-08-22,34.43000030517578
2008-08-25,33.2599983215332
2008-08-26,33.63999938964844
2008-08-27,34.290000915527344
2008-08-28,34.7400016784668
2008-08-29,34.59000015258789
2008-09-02,35.540000915527344
2008-09-03,35.65999984741211
2008-09-04,34.20000076293945
2008-09-05,33.59000015258789
2008-09-08,33.849998474121094
2008-09-09,32.90999984741211
2008-09-10,33.31999969482422
2008-09-11,32.9900016784668
2008-09-12,31.959999084472656
2008-09-15,32.27000045776367
2008-09-16,32.52000045776367
2008-09-17,31.809999465942383
2008-09-18,32.560001373291016
2008-09-19,33.040000915527344
2008-09-22,32.4900016784668
2008-09-23,31.600000381469727
2008-09-24,30.6200008392334
2008-09-25,30.399999618530273
2008-09-26,30.719999313354492
2008-09-29,28.56999969482422
2008-09-30,29.309999465942383
2008-10-01,28.399999618530273
2008-10-02,27.420000076293945
2008-10-03,26.43000030517578
2008-10-06,26.93000030517578
2008-10-07,25.479999542236328
2008-10-08,24.34000015258789
2008-10-09,22.700000762939453
2008-10-10,25.350000381469727
2008-10-13,27.709999084472656
2008-10-14,27.43000030517578
2008-10-15,26.040000915527344
2008-10-16,27.950000762939453
2008-10-17,25.889999389648438
2008-10-20,27.239999771118164
2008-10-21,25.719999313354492
2008-10-22,24.93000030517578
2008-10-23,24.959999084472656
2008-10-24,24.079999923706055
2008-10-27,22.5
2008-10-28,25.170000076293945
2008-10-29,25.559999465942383
2008-10-30,26.280000686645508
2008-10-31,28.049999237060547
2008-11-03,28.6299991607666
2008-11-04,27.75
2008-11-05,27.260000228881836
2008-11-06,26.540000915527344
2008-11-07,26.5
2008-11-10,26.0
2008-11-11,25.40999984741211
2008-11-12,24.950000762939453
2008-11-13,25.549999237060547
2008-11-14,23.799999237060547
2008-11-17,23.649999618530273
2008-11-18,24.010000228881836
2008-11-19,22.93000030517578
2008-11-20,21.860000610351562
2008-11-21,22.299999237060547
2008-11-24,23.75
2008-11-25,23.09000015258789
2008-11-26,22.700000762939453
2008-11-28,22.920000076293945
2008-12-01,20.31999969482422
2008-12-02,20.600000381469727
2008-12-03,21.15999984741211
2008-12-04,20.889999389648438
2008-12-05,20.760000228881836
2008-12-08,21.489999771118164
2008-12-09,19.549999237060547
2008-12-10,20.639999389648438
2008-12-11,19.700000762939453
2008-12-12,22.399999618530273
2008-12-15,22.200000762939453
2008-12-16,23.200000762939453
2008-12-17,23.989999771118164
2008-12-18,24.809999465942383
2008-12-19,25.18000030517578
2008-12-22,24.59000015258789
2008-12-23,25.280000686645508
2008-12-24,25.290000915527344
2008-12-26,25.81999969482422
2008-12-29,26.5
2008-12-30,27.520000457763672
2008-12-31,28.209999084472656
2009-01-02,28.139999389648438
2009-01-05,26.25
2009-01-06,26.969999313354492
2009-01-07,26.1200008392334
2009-01-08,25.969999313354492
2009-01-09,24.850000381469727
2009-01-12,24.469999313354492
2009-01-13,24.219999313354492
2009-01-14,23.25
2009-01-15,23.65999984741211
2009-01-16,23.889999389648438
2009-01-20,22.56999969482422
2009-01-21,23.40999984741211
2009-01-22,22.350000381469727
2009-01-23,22.190000534057617
2009-01-26,22.079999923706055
2009-01-27,22.239999771118164
2009-01-28,22.989999771118164
2009-01-29,21.579999923706055
2009-01-30,20.8799991607666
2009-02-02,21.5
2009-02-03,21.34000015258789
2009-02-04,21.43000030517578
2009-02-05,18.43000030517578
2009-02-06,19.010000228881836
2009-02-09,19.420000076293945
2009-02-10,18.829999923706055
2009-02-11,19.719999313354492
2009-02-12,17.940000534057617
2009-02-13,17.559999465942383
2009-02-17,16.899999618530273
2009-02-18,17.010000228881836
2009-02-19,17.3799991607666
2009-02-20,17.549999237060547
2009-02-23,17.5
2009-02-24,18.18000030517578
2009-02-25,17.989999771118164
2009-02-26,17.969999313354492
2009-02-27,18.34000015258789
2009-03-02,16.959999084472656
2009-03-03,17.450000762939453
2009-03-04,17.459999084472656
2009-03-05,16.760000228881836
2009-03-06,16.6200008392334
2009-03-09,16.489999771118164
2009-03-10,17.3799991607666
2009-03-11,17.68000030517578
2009-03-12,18.479999542236328
2009-03-13,17.899999618530273
2009-03-16,18.459999084472656
2009-03-17,19.209999084472656
2009-03-18,19.829999923706055
2009-03-19,19.81999969482422
2009-03-20,19.700000762939453
2009-03-23,21.030000686645508
2009-03-24,20.520000457763672
2009-03-25,21.0
2009-03-26,21.0
2009-03-27,20.75
2009-03-30,20.530000686645508
2009-03-31,20.559999465942383
2009-04-01,20.760000228881836
2009-04-02,20.860000610351562
