,FANH
2007-11-01,23.899999618530273
2007-11-02,24.600000381469727
2007-11-05,22.899999618530273
2007-11-06,21.540000915527344
2007-11-07,19.610000610351562
2007-11-08,18.790000915527344
2007-11-09,18.700000762939453
2007-11-12,19.739999771118164
2007-11-13,20.3700008392334
2007-11-14,19.25
2007-11-15,18.0
2007-11-16,17.280000686645508
2007-11-19,15.899999618530273
2007-11-20,13.979999542236328
2007-11-21,13.0
2007-11-23,15.880000114440918
2007-11-26,17.68000030517578
2007-11-27,17.600000381469727
2007-11-28,18.5
2007-11-29,18.450000762939453
2007-11-30,17.950000762939453
2007-12-03,17.0
2007-12-04,16.5
2007-12-05,16.510000228881836
2007-12-06,16.6299991607666
2007-12-07,17.260000228881836
2007-12-10,17.600000381469727
2007-12-11,18.899999618530273
2007-12-12,18.700000762939453
2007-12-13,17.25
2007-12-14,15.890000343322754
2007-12-17,13.979999542236328
2007-12-18,14.5
2007-12-19,14.079999923706055
2007-12-20,13.380000114440918
2007-12-21,13.300000190734863
2007-12-24,14.25
2007-12-26,14.9399995803833
2007-12-27,14.399999618530273
2007-12-28,14.0
2007-12-31,15.75
2008-01-02,14.5
2008-01-03,14.0
2008-01-04,13.510000228881836
2008-01-07,14.229999542236328
2008-01-08,14.4399995803833
2008-01-09,14.600000381469727
2008-01-10,14.800000190734863
2008-01-11,14.170000076293945
2008-01-14,12.880000114440918
2008-01-15,10.279999732971191
2008-01-16,9.899999618530273
2008-01-17,10.180000305175781
2008-01-18,11.15999984741211
2008-01-22,10.420000076293945
2008-01-23,10.960000038146973
2008-01-24,11.5
2008-01-25,12.510000228881836
2008-01-28,12.449999809265137
2008-01-29,12.140000343322754
2008-01-30,11.180000305175781
2008-01-31,10.739999771118164
2008-02-01,10.829999923706055
2008-02-04,11.180000305175781
2008-02-05,10.600000381469727
2008-02-06,10.609999656677246
2008-02-07,10.529999732971191
2008-02-08,10.270000457763672
2008-02-11,10.069999694824219
2008-02-12,10.050000190734863
2008-02-13,10.020000457763672
2008-02-14,9.930000305175781
2008-02-15,9.829999923706055
2008-02-19,9.899999618530273
2008-02-20,9.899999618530273
2008-02-21,9.850000381469727
2008-02-22,9.760000228881836
2008-02-25,9.829999923706055
2008-02-26,11.5
2008-02-27,13.130000114440918
2008-02-28,12.949999809265137
2008-02-29,12.699999809265137
2008-03-03,13.180000305175781
2008-03-04,12.65999984741211
2008-03-05,12.649999618530273
2008-03-06,11.850000381469727
2008-03-07,11.859999656677246
2008-03-10,11.489999771118164
2008-03-11,11.539999961853027
2008-03-12,11.010000228881836
2008-03-13,11.609999656677246
2008-03-14,11.479999542236328
2008-03-17,11.170000076293945
2008-03-18,12.25
2008-03-19,12.279999732971191
2008-03-20,11.930000305175781
2008-03-24,11.550000190734863
2008-03-25,11.619999885559082
2008-03-26,11.470000267028809
2008-03-27,11.300000190734863
2008-03-28,11.3100004196167
2008-03-31,11.529999732971191
2008-04-01,11.640000343322754
2008-04-02,11.760000228881836
2008-04-03,11.960000038146973
2008-04-04,12.420000076293945
2008-04-07,13.640000343322754
2008-04-08,12.989999771118164
2008-04-09,12.850000381469727
2008-04-10,13.039999961853027
2008-04-11,13.029999732971191
2008-04-14,12.930000305175781
2008-04-15,12.720000267028809
2008-04-16,13.220000267028809
2008-04-17,13.260000228881836
2008-04-18,13.930000305175781
2008-04-21,13.979999542236328
2008-04-22,13.510000228881836
2008-04-23,13.930000305175781
2008-04-24,14.8100004196167
2008-04-25,15.319999694824219
2008-04-28,13.899999618530273
2008-04-29,14.079999923706055
2008-04-30,14.050000190734863
2008-05-01,14.420000076293945
2008-05-02,14.569999694824219
2008-05-05,16.110000610351562
2008-05-06,15.859999656677246
2008-05-07,15.210000038146973
2008-05-08,15.729999542236328
2008-05-09,14.850000381469727
2008-05-12,14.529999732971191
2008-05-13,14.420000076293945
2008-05-14,14.890000343322754
2008-05-15,14.989999771118164
2008-05-16,15.640000343322754
2008-05-19,16.18000030517578
2008-05-20,16.100000381469727
2008-05-21,16.0
2008-05-22,15.600000381469727
2008-05-23,14.880000114440918
2008-05-27,15.0
2008-05-28,15.75
2008-05-29,16.229999542236328
2008-05-30,15.630000114440918
2008-06-02,15.25
2008-06-03,14.890000343322754
2008-06-04,14.880000114440918
2008-06-05,15.390000343322754
2008-06-06,15.75
2008-06-09,15.729999542236328
2008-06-10,14.84000015258789
2008-06-11,15.670000076293945
2008-06-12,15.529999732971191
2008-06-13,15.5
2008-06-16,15.470000267028809
2008-06-17,15.020000457763672
2008-06-18,14.359999656677246
2008-06-19,14.640000343322754
2008-06-20,14.4399995803833
2008-06-23,14.279999732971191
2008-06-24,14.039999961853027
2008-06-25,13.9399995803833
2008-06-26,13.960000038146973
2008-06-27,14.630000114440918
2008-06-30,14.609999656677246
2008-07-01,13.359999656677246
2008-07-02,12.6899995803833
2008-07-03,12.029999732971191
2008-07-07,12.539999961853027
2008-07-08,12.550000190734863
2008-07-09,13.289999961853027
2008-07-10,13.109999656677246
2008-07-11,12.899999618530273
2008-07-14,12.699999809265137
2008-07-15,12.510000228881836
2008-07-16,12.729999542236328
2008-07-17,12.8100004196167
2008-07-18,12.979999542236328
2008-07-21,12.619999885559082
2008-07-22,12.729999542236328
2008-07-23,12.3100004196167
2008-07-24,12.039999961853027
2008-07-25,12.279999732971191
2008-07-28,12.699999809265137
2008-07-29,12.84000015258789
2008-07-30,13.239999771118164
2008-07-31,13.850000381469727
2008-08-01,13.5
2008-08-04,13.59000015258789
2008-08-05,13.5
2008-08-06,13.210000038146973
2008-08-07,12.880000114440918
2008-08-08,12.359999656677246
2008-08-11,12.279999732971191
2008-08-12,12.279999732971191
2008-08-13,12.25
2008-08-14,12.199999809265137
2008-08-15,12.050000190734863
2008-08-18,11.729999542236328
2008-08-19,11.600000381469727
2008-08-20,11.5
2008-08-21,11.59000015258789
2008-08-22,12.010000228881836
2008-08-25,12.0
2008-08-26,12.180000305175781
2008-08-27,13.170000076293945
2008-08-28,12.989999771118164
2008-08-29,13.270000457763672
2008-09-02,13.760000228881836
2008-09-03,13.5
2008-09-04,13.5
2008-09-05,13.579999923706055
2008-09-08,13.59000015258789
2008-09-09,13.449999809265137
2008-09-10,13.579999923706055
2008-09-11,13.0
2008-09-12,12.970000267028809
2008-09-15,12.229999542236328
2008-09-16,12.140000343322754
2008-09-17,10.890000343322754
2008-09-18,10.149999618530273
2008-09-19,10.149999618530273
2008-09-22,9.6899995803833
2008-09-23,9.470000267028809
2008-09-24,9.5
2008-09-25,9.8100004196167
2008-09-26,9.40999984741211
2008-09-29,8.600000381469727
2008-09-30,9.0
2008-10-01,9.1899995803833
2008-10-02,8.880000114440918
2008-10-03,8.699999809265137
2008-10-06,8.0
2008-10-07,7.829999923706055
2008-10-08,7.53000020980835
2008-10-09,7.300000190734863
2008-10-10,6.690000057220459
2008-10-13,7.710000038146973
2008-10-14,7.369999885559082
2008-10-15,7.039999961853027
2008-10-16,7.050000190734863
2008-10-17,7.679999828338623
2008-10-20,8.75
2008-10-21,8.550000190734863
2008-10-22,8.199999809265137
2008-10-23,8.029999732971191
2008-10-24,8.40999984741211
2008-10-27,7.099999904632568
2008-10-28,7.599999904632568
2008-10-29,7.5
2008-10-30,7.539999961853027
2008-10-31,8.739999771118164
2008-11-03,10.09000015258789
2008-11-04,10.880000114440918
2008-11-05,10.4399995803833
2008-11-06,9.949999809265137
2008-11-07,10.0
2008-11-10,9.1899995803833
2008-11-11,8.34000015258789
2008-11-12,7.730000019073486
2008-11-13,8.069999694824219
2008-11-14,7.610000133514404
2008-11-17,7.199999809265137
2008-11-18,7.019999980926514
2008-11-19,6.480000019073486
2008-11-20,5.460000038146973
2008-11-21,5.559999942779541
2008-11-24,6.010000228881836
2008-11-25,6.010000228881836
2008-11-26,6.679999828338623
2008-11-28,7.619999885559082
2008-12-01,6.929999828338623
2008-12-02,7.130000114440918
2008-12-03,7.75
2008-12-04,6.949999809265137
2008-12-05,7.150000095367432
2008-12-08,8.359999656677246
2008-12-09,7.670000076293945
2008-12-10,8.210000038146973
2008-12-11,8.020000457763672
2008-12-12,7.809999942779541
2008-12-15,8.050000190734863
2008-12-16,7.960000038146973
2008-12-17,8.220000267028809
2008-12-18,9.010000228881836
2008-12-19,9.100000381469727
2008-12-22,8.930000305175781
2008-12-23,8.569999694824219
2008-12-24,8.890000343322754
2008-12-26,8.880000114440918
2008-12-29,8.6899995803833
2008-12-30,9.010000228881836
2008-12-31,8.789999961853027
2009-01-02,9.369999885559082
2009-01-05,8.699999809265137
2009-01-06,8.880000114440918
2009-01-07,8.010000228881836
2009-01-08,7.599999904632568
2009-01-09,7.559999942779541
2009-01-12,7.349999904632568
2009-01-13,7.690000057220459
2009-01-14,7.150000095367432
2009-01-15,7.840000152587891
2009-01-16,7.349999904632568
2009-01-20,7.019999980926514
2009-01-21,7.369999885559082
2009-01-22,7.090000152587891
2009-01-23,6.980000019073486
2009-01-26,7.019999980926514
2009-01-27,7.409999847412109
2009-01-28,7.75
2009-01-29,7.349999904632568
2009-01-30,7.349999904632568
2009-02-02,7.28000020980835
2009-02-03,7.5
2009-02-04,7.510000228881836
2009-02-05,7.550000190734863
2009-02-06,7.550000190734863
2009-02-09,7.21999979019165
2009-02-10,7.03000020980835
2009-02-11,6.869999885559082
2009-02-12,7.449999809265137
2009-02-13,7.25
2009-02-17,7.079999923706055
2009-02-18,7.150000095367432
2009-02-19,6.829999923706055
2009-02-20,6.829999923706055
2009-02-23,6.659999847412109
2009-02-24,7.269999980926514
2009-02-25,6.960000038146973
2009-02-26,7.110000133514404
2009-02-27,7.059999942779541
2009-03-02,6.989999771118164
2009-03-03,6.889999866485596
2009-03-04,6.900000095367432
2009-03-05,6.840000152587891
2009-03-06,6.840000152587891
2009-03-09,6.71999979019165
2009-03-10,6.900000095367432
2009-03-11,6.940000057220459
2009-03-12,7.0
2009-03-13,6.96999979019165
2009-03-16,7.289999961853027
2009-03-17,7.309999942779541
2009-03-18,7.25
2009-03-19,6.929999828338623
2009-03-20,7.190000057220459
2009-03-23,7.179999828338623
2009-03-24,7.400000095367432
2009-03-25,7.489999771118164
2009-03-26,7.429999828338623
2009-03-27,7.53000020980835
2009-03-30,7.46999979019165
2009-03-31,7.369999885559082
2009-04-01,7.440000057220459
2009-04-02,7.369999885559082
2009-04-03,7.329999923706055
2009-04-06,7.099999904632568
2009-04-07,7.230000019073486
2009-04-08,7.5
2009-04-09,7.849999904632568
2009-04-13,7.980000019073486
2009-04-14,7.78000020980835
2009-04-15,7.800000190734863
2009-04-16,7.880000114440918
2009-04-17,8.329999923706055
2009-04-20,8.010000228881836
2009-04-21,7.920000076293945
