,FANH
2009-04-22,7.800000190734863
2009-04-23,7.869999885559082
2009-04-24,7.760000228881836
2009-04-27,7.599999904632568
2009-04-28,7.699999809265137
2009-04-29,7.809999942779541
2009-04-30,7.619999885559082
2009-05-01,7.590000152587891
2009-05-04,7.800000190734863
2009-05-05,7.760000228881836
2009-05-06,7.730000019073486
2009-05-07,7.590000152587891
2009-05-08,7.800000190734863
2009-05-11,7.670000076293945
2009-05-12,7.619999885559082
2009-05-13,7.5
2009-05-14,7.53000020980835
2009-05-15,7.510000228881836
2009-05-18,7.75
2009-05-19,8.210000038146973
2009-05-20,8.520000457763672
2009-05-21,9.140000343322754
2009-05-22,10.09000015258789
2009-05-26,10.600000381469727
2009-05-27,10.40999984741211
2009-05-28,10.760000228881836
2009-05-29,11.050000190734863
2009-06-01,11.65999984741211
2009-06-02,12.390000343322754
2009-06-03,12.010000228881836
2009-06-04,12.149999618530273
2009-06-05,12.1899995803833
2009-06-08,12.270000457763672
2009-06-09,13.170000076293945
2009-06-10,13.0
2009-06-11,13.539999961853027
2009-06-12,13.390000343322754
2009-06-15,12.390000343322754
2009-06-16,12.40999984741211
2009-06-17,12.40999984741211
2009-06-18,12.5600004196167
2009-06-19,12.5
2009-06-22,12.239999771118164
2009-06-23,12.399999618530273
2009-06-24,13.15999984741211
2009-06-25,13.84000015258789
2009-06-26,13.970000267028809
2009-06-29,13.539999961853027
2009-06-30,13.40999984741211
2009-07-01,14.350000381469727
2009-07-02,13.960000038146973
2009-07-06,13.420000076293945
2009-07-07,13.779999732971191
2009-07-08,13.569999694824219
2009-07-09,13.550000190734863
2009-07-10,13.670000076293945
2009-07-13,13.869999885559082
2009-07-14,14.199999809265137
2009-07-15,14.5
2009-07-16,14.6899995803833
2009-07-17,15.319999694824219
2009-07-20,16.959999084472656
2009-07-21,16.34000015258789
2009-07-22,16.399999618530273
2009-07-23,16.260000228881836
2009-07-24,18.25
2009-07-27,19.290000915527344
2009-07-28,19.280000686645508
2009-07-29,18.8799991607666
2009-07-30,19.479999542236328
2009-07-31,17.6200008392334
2009-08-03,19.420000076293945
2009-08-04,18.729999542236328
2009-08-05,18.700000762939453
2009-08-06,17.84000015258789
2009-08-07,18.290000915527344
2009-08-10,17.950000762939453
2009-08-11,17.93000030517578
2009-08-12,18.5
2009-08-13,21.0
2009-08-14,19.030000686645508
2009-08-17,16.15999984741211
2009-08-18,16.440000534057617
2009-08-19,16.5
2009-08-20,17.540000915527344
2009-08-21,16.579999923706055
2009-08-24,18.399999618530273
2009-08-25,19.239999771118164
2009-08-26,17.899999618530273
2009-08-27,18.329999923706055
2009-08-28,17.549999237060547
2009-08-31,16.540000915527344
2009-09-01,16.75
2009-09-02,16.559999465942383
2009-09-03,17.899999618530273
2009-09-04,18.229999542236328
2009-09-08,19.229999542236328
2009-09-09,19.360000610351562
2009-09-10,19.34000015258789
2009-09-11,20.260000228881836
2009-09-14,20.06999969482422
2009-09-15,19.799999237060547
2009-09-16,20.600000381469727
2009-09-17,20.59000015258789
2009-09-18,22.0
2009-09-21,22.459999084472656
2009-09-22,22.8799991607666
2009-09-23,24.0
2009-09-24,22.579999923706055
2009-09-25,21.450000762939453
2009-09-28,22.6299991607666
2009-09-29,22.809999465942383
2009-09-30,22.959999084472656
2009-10-01,21.329999923706055
2009-10-02,21.25
2009-10-05,21.959999084472656
2009-10-06,23.0
2009-10-07,22.979999542236328
2009-10-08,22.889999389648438
2009-10-09,23.3799991607666
2009-10-12,23.360000610351562
2009-10-13,22.260000228881836
2009-10-14,23.270000457763672
2009-10-15,22.719999313354492
2009-10-16,22.469999313354492
2009-10-19,22.68000030517578
2009-10-20,23.170000076293945
2009-10-21,22.90999984741211
2009-10-22,23.110000610351562
2009-10-23,23.309999465942383
2009-10-26,21.969999313354492
2009-10-27,20.75
2009-10-28,18.5
2009-10-29,20.15999984741211
2009-10-30,20.270000457763672
2009-11-02,19.979999542236328
2009-11-03,20.0
2009-11-04,20.079999923706055
2009-11-05,20.950000762939453
2009-11-06,20.920000076293945
2009-11-09,20.299999237060547
2009-11-10,20.6200008392334
2009-11-11,20.540000915527344
2009-11-12,20.799999237060547
2009-11-13,21.770000457763672
2009-11-16,23.0
2009-11-17,22.989999771118164
2009-11-18,22.780000686645508
2009-11-19,21.389999389648438
2009-11-20,20.959999084472656
2009-11-23,21.3700008392334
2009-11-24,21.979999542236328
2009-11-25,22.219999313354492
2009-11-27,21.700000762939453
2009-11-30,21.010000228881836
2009-12-01,21.489999771118164
2009-12-02,21.520000457763672
2009-12-03,21.110000610351562
2009-12-04,21.1299991607666
2009-12-07,21.5
2009-12-08,21.079999923706055
2009-12-09,20.68000030517578
2009-12-10,20.56999969482422
2009-12-11,20.329999923706055
2009-12-14,21.020000457763672
2009-12-15,21.190000534057617
2009-12-16,21.5
2009-12-17,21.360000610351562
2009-12-18,21.34000015258789
2009-12-21,20.829999923706055
2009-12-22,20.75
2009-12-23,21.100000381469727
2009-12-24,20.920000076293945
2009-12-28,20.75
2009-12-29,20.600000381469727
2009-12-30,19.979999542236328
2009-12-31,20.079999923706055
2010-01-04,20.639999389648438
2010-01-05,21.15999984741211
2010-01-06,21.780000686645508
2010-01-07,22.020000457763672
2010-01-08,22.350000381469727
2010-01-11,21.1200008392334
2010-01-12,20.850000381469727
2010-01-13,20.559999465942383
2010-01-14,20.760000228881836
2010-01-15,20.309999465942383
2010-01-19,20.809999465942383
2010-01-20,20.100000381469727
2010-01-21,18.709999084472656
2010-01-22,18.59000015258789
2010-01-25,18.809999465942383
2010-01-26,18.31999969482422
2010-01-27,18.309999465942383
2010-01-28,18.600000381469727
2010-01-29,18.610000610351562
2010-02-01,18.190000534057617
2010-02-02,18.81999969482422
2010-02-03,18.610000610351562
2010-02-04,17.25
2010-02-05,16.959999084472656
2010-02-08,16.790000915527344
2010-02-09,17.610000610351562
2010-02-10,17.860000610351562
2010-02-11,20.170000076293945
2010-02-12,19.700000762939453
2010-02-16,20.479999542236328
2010-02-17,21.829999923706055
2010-02-18,21.639999389648438
2010-02-19,21.549999237060547
2010-02-22,21.479999542236328
2010-02-23,20.940000534057617
2010-02-24,21.510000228881836
2010-02-25,21.56999969482422
2010-02-26,22.139999389648438
2010-03-01,21.850000381469727
2010-03-02,22.239999771118164
2010-03-03,24.450000762939453
2010-03-04,24.610000610351562
2010-03-05,25.829999923706055
2010-03-08,25.959999084472656
2010-03-09,25.709999084472656
2010-03-10,25.75
2010-03-11,25.520000457763672
2010-03-12,25.510000228881836
2010-03-15,25.399999618530273
2010-03-16,25.06999969482422
2010-03-17,25.350000381469727
2010-03-18,25.5
2010-03-19,25.280000686645508
2010-03-22,25.59000015258789
2010-03-23,27.239999771118164
2010-03-24,26.780000686645508
2010-03-25,26.510000228881836
2010-03-26,26.829999923706055
2010-03-29,26.639999389648438
2010-03-30,26.93000030517578
2010-03-31,26.610000610351562
2010-04-01,27.639999389648438
2010-04-05,27.799999237060547
2010-04-06,27.440000534057617
2010-04-07,27.43000030517578
2010-04-08,27.90999984741211
2010-04-09,28.299999237060547
2010-04-12,28.309999465942383
2010-04-13,28.329999923706055
2010-04-14,28.270000457763672
2010-04-15,28.489999771118164
2010-04-16,25.700000762939453
2010-04-19,25.469999313354492
2010-04-20,27.389999389648438
2010-04-21,27.18000030517578
2010-04-22,27.170000076293945
2010-04-23,26.56999969482422
2010-04-26,26.40999984741211
2010-04-27,25.149999618530273
2010-04-28,27.399999618530273
2010-04-29,28.239999771118164
2010-04-30,27.739999771118164
2010-05-03,28.399999618530273
2010-05-04,27.559999465942383
2010-05-05,27.270000457763672
2010-05-06,26.729999542236328
2010-05-07,23.950000762939453
2010-05-10,26.0
2010-05-11,26.219999313354492
2010-05-12,27.15999984741211
2010-05-13,27.049999237060547
2010-05-14,27.030000686645508
2010-05-17,25.8799991607666
2010-05-18,24.90999984741211
2010-05-19,24.149999618530273
2010-05-20,20.84000015258789
2010-05-21,22.670000076293945
2010-05-24,24.56999969482422
2010-05-25,24.190000534057617
2010-05-26,24.299999237060547
2010-05-27,25.139999389648438
2010-05-28,25.020000457763672
2010-06-01,24.100000381469727
2010-06-02,24.600000381469727
2010-06-03,25.520000457763672
2010-06-04,25.309999465942383
2010-06-07,24.65999984741211
2010-06-08,25.270000457763672
2010-06-09,25.299999237060547
2010-06-10,25.950000762939453
2010-06-11,26.979999542236328
2010-06-14,27.190000534057617
2010-06-15,27.290000915527344
2010-06-16,27.25
2010-06-17,26.600000381469727
2010-06-18,27.09000015258789
2010-06-21,27.5
2010-06-22,27.5
2010-06-23,27.56999969482422
2010-06-24,27.469999313354492
2010-06-25,27.799999237060547
2010-06-28,27.549999237060547
2010-06-29,26.06999969482422
2010-06-30,25.940000534057617
2010-07-01,25.84000015258789
2010-07-02,26.15999984741211
2010-07-06,26.780000686645508
2010-07-07,27.350000381469727
2010-07-08,25.549999237060547
2010-07-09,24.729999542236328
2010-07-12,24.860000610351562
2010-07-13,25.059999465942383
2010-07-14,25.030000686645508
2010-07-15,24.3700008392334
2010-07-16,23.6200008392334
2010-07-19,22.989999771118164
2010-07-20,23.950000762939453
2010-07-21,24.049999237060547
2010-07-22,24.489999771118164
2010-07-23,24.780000686645508
2010-07-26,24.280000686645508
2010-07-27,23.389999389648438
2010-07-28,23.389999389648438
2010-07-29,23.360000610351562
2010-07-30,23.579999923706055
2010-08-02,24.31999969482422
2010-08-03,24.59000015258789
2010-08-04,24.889999389648438
2010-08-05,24.709999084472656
2010-08-06,24.780000686645508
2010-08-09,24.899999618530273
2010-08-10,24.510000228881836
2010-08-11,23.549999237060547
2010-08-12,23.299999237060547
2010-08-13,22.889999389648438
2010-08-16,23.1200008392334
2010-08-17,23.5
2010-08-18,23.559999465942383
2010-08-19,23.649999618530273
2010-08-20,23.790000915527344
2010-08-23,24.309999465942383
2010-08-24,24.739999771118164
2010-08-25,23.989999771118164
2010-08-26,23.59000015258789
2010-08-27,24.170000076293945
2010-08-30,23.59000015258789
2010-08-31,21.84000015258789
2010-09-01,21.829999923706055
2010-09-02,21.8799991607666
2010-09-03,21.940000534057617
2010-09-07,21.540000915527344
2010-09-08,21.829999923706055
2010-09-09,21.920000076293945
2010-09-10,21.959999084472656
2010-09-13,22.3700008392334
2010-09-14,22.540000915527344
2010-09-15,23.06999969482422
2010-09-16,22.729999542236328
2010-09-17,22.520000457763672
2010-09-20,21.81999969482422
2010-09-21,21.8700008392334
2010-09-22,21.979999542236328
2010-09-23,21.700000762939453
2010-09-24,21.8799991607666
2010-09-27,20.969999313354492
2010-09-28,21.479999542236328
2010-09-29,22.440000534057617
2010-09-30,23.239999771118164
2010-10-01,23.3700008392334
2010-10-04,23.280000686645508
2010-10-05,23.799999237060547
2010-10-06,23.979999542236328
2010-10-07,23.0
2010-10-08,21.940000534057617
2010-10-11,22.6200008392334
2010-10-12,23.260000228881836
2010-10-13,24.15999984741211
2010-10-14,24.760000228881836
2010-10-15,24.770000457763672
2010-10-18,24.399999618530273
2010-10-19,24.510000228881836
2010-10-20,24.690000534057617
2010-10-21,25.84000015258789
2010-10-22,26.030000686645508
2010-10-25,26.34000015258789
2010-10-26,26.170000076293945
2010-10-27,26.059999465942383
2010-10-28,26.049999237060547
2010-10-29,25.700000762939453
2010-11-01,26.270000457763672
2010-11-02,26.350000381469727
2010-11-03,26.200000762939453
2010-11-04,22.110000610351562
2010-11-05,22.84000015258789
2010-11-08,24.079999923706055
2010-11-09,23.760000228881836
2010-11-10,23.799999237060547
2010-11-11,23.149999618530273
2010-11-12,21.93000030517578
2010-11-15,22.209999084472656
2010-11-16,21.829999923706055
2010-11-17,22.93000030517578
2010-11-18,23.020000457763672
2010-11-19,22.34000015258789
2010-11-22,21.90999984741211
2010-11-23,19.0
2010-11-24,21.6299991607666
2010-11-26,21.6200008392334
2010-11-29,21.829999923706055
2010-11-30,21.760000228881836
2010-12-01,22.149999618530273
2010-12-02,18.399999618530273
2010-12-03,16.790000915527344
2010-12-06,16.989999771118164
2010-12-07,16.969999313354492
2010-12-08,16.0
2010-12-09,16.479999542236328
2010-12-10,17.90999984741211
2010-12-13,18.290000915527344
2010-12-14,17.299999237060547
2010-12-15,16.3799991607666
2010-12-16,16.770000457763672
2010-12-17,16.780000686645508
2010-12-20,16.780000686645508
2010-12-21,16.450000762939453
2010-12-22,16.489999771118164
2010-12-23,16.290000915527344
2010-12-27,16.3700008392334
2010-12-28,16.219999313354492
2010-12-29,16.350000381469727
2010-12-30,17.09000015258789
2010-12-31,17.290000915527344
2011-01-03,17.06999969482422
2011-01-04,17.309999465942383
2011-01-05,17.799999237060547
2011-01-06,17.799999237060547
2011-01-07,18.149999618530273
2011-01-10,18.459999084472656
2011-01-11,18.809999465942383
2011-01-12,18.579999923706055
2011-01-13,19.65999984741211
2011-01-14,18.989999771118164
2011-01-18,20.65999984741211
2011-01-19,20.1200008392334
2011-01-20,18.969999313354492
2011-01-21,18.229999542236328
2011-01-24,18.020000457763672
2011-01-25,17.940000534057617
2011-01-26,17.790000915527344
2011-01-27,17.299999237060547
2011-01-28,17.06999969482422
2011-01-31,16.860000610351562
2011-02-01,17.889999389648438
2011-02-02,17.3799991607666
2011-02-03,17.389999389648438
2011-02-04,17.399999618530273
2011-02-07,17.290000915527344
2011-02-08,17.15999984741211
2011-02-09,18.219999313354492
2011-02-10,18.049999237060547
2011-02-11,18.040000915527344
2011-02-14,18.040000915527344
2011-02-15,18.1299991607666
2011-02-16,17.790000915527344
2011-02-17,17.959999084472656
2011-02-18,18.1200008392334
2011-02-22,17.90999984741211
2011-02-23,17.600000381469727
2011-02-24,17.1200008392334
2011-02-25,17.299999237060547
2011-02-28,17.579999923706055
2011-03-01,17.8799991607666
2011-03-02,15.920000076293945
2011-03-03,15.90999984741211
2011-03-04,16.06999969482422
2011-03-07,15.789999961853027
2011-03-08,15.710000038146973
2011-03-09,14.979999542236328
2011-03-10,14.180000305175781
2011-03-11,14.5
2011-03-14,13.970000267028809
2011-03-15,13.880000114440918
2011-03-16,13.789999961853027
2011-03-17,13.829999923706055
2011-03-18,13.630000114440918
2011-03-21,13.550000190734863
2011-03-22,12.869999885559082
2011-03-23,14.199999809265137
2011-03-24,14.390000343322754
2011-03-25,13.539999961853027
2011-03-28,11.729999542236328
2011-03-29,13.229999542236328
2011-03-30,13.510000228881836
2011-03-31,12.960000038146973
2011-04-01,12.850000381469727
2011-04-04,12.930000305175781
2011-04-05,12.90999984741211
2011-04-06,13.180000305175781
2011-04-07,13.149999618530273
2011-04-08,13.520000457763672
2011-04-11,13.40999984741211
2011-04-12,13.149999618530273
2011-04-13,13.739999771118164
2011-04-14,13.710000038146973
2011-04-15,14.029999732971191
2011-04-18,13.989999771118164
2011-04-19,14.020000457763672
2011-04-20,14.5
2011-04-21,14.399999618530273
2011-04-25,14.34000015258789
2011-04-26,14.970000267028809
2011-04-27,14.670000076293945
2011-04-28,14.680000305175781
2011-04-29,14.680000305175781
2011-05-02,14.609999656677246
2011-05-03,14.229999542236328
2011-05-04,14.109999656677246
2011-05-05,14.069999694824219
2011-05-06,14.069999694824219
2011-05-09,13.75
2011-05-10,13.609999656677246
2011-05-11,13.390000343322754
2011-05-12,13.079999923706055
2011-05-13,13.15999984741211
2011-05-16,17.31999969482422
2011-05-17,16.899999618530273
2011-05-18,16.200000762939453
2011-05-19,16.219999313354492
2011-05-20,16.190000534057617
2011-05-23,15.890000343322754
2011-05-24,15.800000190734863
2011-05-25,15.649999618530273
2011-05-26,15.970000267028809
2011-05-27,15.880000114440918
2011-05-31,15.859999656677246
2011-06-01,16.0
2011-06-02,16.440000534057617
2011-06-03,15.619999885559082
2011-06-06,15.279999732971191
2011-06-07,15.979999542236328
2011-06-08,15.5
2011-06-09,15.609999656677246
2011-06-10,15.510000228881836
2011-06-13,15.529999732971191
2011-06-14,15.890000343322754
2011-06-15,15.880000114440918
2011-06-16,13.550000190734863
2011-06-17,13.619999885559082
2011-06-20,13.970000267028809
2011-06-21,13.949999809265137
2011-06-22,14.15999984741211
2011-06-23,14.399999618530273
2011-06-24,15.680000305175781
2011-06-27,15.59000015258789
2011-06-28,14.989999771118164
2011-06-29,14.90999984741211
2011-06-30,14.729999542236328
2011-07-01,14.649999618530273
2011-07-05,14.529999732971191
2011-07-06,14.289999961853027
2011-07-07,14.949999809265137
2011-07-08,15.420000076293945
2011-07-11,14.989999771118164
2011-07-12,14.989999771118164
2011-07-13,15.149999618530273
2011-07-14,15.170000076293945
2011-07-15,15.399999618530273
2011-07-18,14.8100004196167
2011-07-19,14.789999961853027
2011-07-20,13.970000267028809
2011-07-21,13.930000305175781
2011-07-22,14.0
2011-07-25,13.960000038146973
2011-07-26,13.729999542236328
2011-07-27,13.75
2011-07-28,14.170000076293945
2011-07-29,14.34000015258789
2011-08-01,14.510000228881836
2011-08-02,14.289999961853027
2011-08-03,14.220000267028809
2011-08-04,13.199999809265137
2011-08-05,12.949999809265137
2011-08-08,12.149999618530273
2011-08-09,12.859999656677246
2011-08-10,12.59000015258789
2011-08-11,13.050000190734863
2011-08-12,13.0
2011-08-15,13.470000267028809
2011-08-16,14.0600004196167
