,BLPH
2015-06-26,113.0999984741211
2015-06-29,116.69999694824219
2015-06-30,118.94999694824219
2015-07-01,120.0
2015-07-02,120.0
2015-07-06,120.9000015258789
2015-07-07,124.19999694824219
2015-07-08,123.38999938964844
2015-07-09,121.05000305175781
2015-07-10,118.80000305175781
2015-07-13,114.44999694824219
2015-07-14,115.19999694824219
2015-07-15,117.9749984741211
2015-07-16,119.0999984741211
2015-07-17,116.25
2015-07-20,115.05000305175781
2015-07-21,110.8499984741211
2015-07-22,114.75
2015-07-23,112.6500015258789
2015-07-24,114.75
2015-07-27,50.849998474121094
2015-07-28,55.79999923706055
2015-07-29,57.150001525878906
2015-07-30,52.650001525878906
2015-07-31,52.04999923706055
2015-08-03,47.625
2015-08-04,48.45000076293945
2015-08-05,49.5
2015-08-06,45.07500076293945
2015-08-07,44.939998626708984
2015-08-10,46.20000076293945
2015-08-11,49.79999923706055
2015-08-12,46.04999923706055
2015-08-13,50.25
2015-08-14,60.150001525878906
2015-08-17,67.19999694824219
2015-08-18,73.19999694824219
2015-08-19,84.75
2015-08-20,82.6500015258789
2015-08-21,75.1500015258789
2015-08-24,72.30000305175781
2015-08-25,75.30000305175781
2015-08-26,73.05000305175781
2015-08-27,76.3499984741211
2015-08-28,75.30000305175781
2015-08-31,76.19999694824219
2015-09-01,68.0999984741211
2015-09-02,61.5
2015-09-03,65.69999694824219
2015-09-04,60.29999923706055
2015-09-08,64.3499984741211
2015-09-09,61.349998474121094
2015-09-10,66.9000015258789
2015-09-11,61.79999923706055
2015-09-14,57.900001525878906
2015-09-15,60.0
2015-09-16,57.599998474121094
2015-09-17,59.70000076293945
2015-09-18,59.400001525878906
2015-09-21,59.32500076293945
2015-09-22,58.04999923706055
2015-09-23,58.5
2015-09-24,55.79999923706055
2015-09-25,94.5
2015-09-28,71.25
2015-09-29,61.79999923706055
2015-09-30,77.8499984741211
2015-10-01,66.75
2015-10-02,65.55000305175781
2015-10-05,63.29999923706055
2015-10-06,60.75
2015-10-07,58.79999923706055
2015-10-08,57.0
2015-10-09,55.11000061035156
2015-10-12,54.29999923706055
2015-10-13,54.150001525878906
2015-10-14,54.0
2015-10-15,53.25
2015-10-16,54.599998474121094
2015-10-19,54.75
2015-10-20,48.29999923706055
2015-10-21,47.099998474121094
2015-10-22,43.79999923706055
2015-10-23,47.54999923706055
2015-10-26,49.349998474121094
2015-10-27,46.20000076293945
2015-10-28,50.099998474121094
2015-10-29,53.25
2015-10-30,46.79999923706055
2015-11-02,51.0
2015-11-03,52.79999923706055
2015-11-04,51.75
2015-11-05,51.45000076293945
2015-11-06,50.849998474121094
2015-11-09,48.0
2015-11-10,47.70000076293945
2015-11-11,46.42499923706055
2015-11-12,45.45000076293945
2015-11-13,44.54999923706055
2015-11-16,43.04999923706055
2015-11-17,43.5
2015-11-18,43.650001525878906
2015-11-19,44.474998474121094
2015-11-20,45.45000076293945
2015-11-23,50.54999923706055
2015-11-24,48.150001525878906
2015-11-25,47.400001525878906
2015-11-27,49.20000076293945
2015-11-30,47.400001525878906
2015-12-01,46.04999923706055
2015-12-02,45.29999923706055
2015-12-03,44.70000076293945
2015-12-04,46.79999923706055
2015-12-07,45.599998474121094
2015-12-08,44.29499816894531
2015-12-09,43.650001525878906
2015-12-10,43.5
2015-12-11,43.20000076293945
2015-12-14,42.599998474121094
2015-12-15,38.25
2015-12-16,41.54999923706055
2015-12-17,41.25
2015-12-18,41.70000076293945
2015-12-21,42.29999923706055
2015-12-22,43.349998474121094
2015-12-23,43.5
2015-12-24,42.45000076293945
2015-12-28,45.150001525878906
2015-12-29,46.5
2015-12-30,46.5
2015-12-31,44.400001525878906
2016-01-04,43.349998474121094
2016-01-05,44.099998474121094
2016-01-06,40.79999923706055
2016-01-07,38.400001525878906
2016-01-08,36.900001525878906
2016-01-11,36.45000076293945
2016-01-12,37.79999923706055
2016-01-13,37.95000076293945
2016-01-14,36.75
2016-01-15,36.150001525878906
2016-01-19,37.79999923706055
2016-01-20,36.45000076293945
2016-01-21,36.900001525878906
2016-01-22,36.0
2016-01-25,37.349998474121094
2016-01-26,38.849998474121094
2016-01-27,37.349998474121094
2016-01-28,36.45000076293945
2016-01-29,34.650001525878906
2016-02-01,35.70000076293945
2016-02-02,34.5
2016-02-03,33.150001525878906
2016-02-04,32.25
2016-02-05,30.450000762939453
2016-02-08,29.700000762939453
2016-02-09,42.599998474121094
2016-02-10,35.400001525878906
2016-02-11,33.150001525878906
2016-02-12,30.450000762939453
2016-02-16,32.54999923706055
2016-02-17,33.150001525878906
2016-02-18,34.349998474121094
2016-02-19,32.25
2016-02-22,34.04999923706055
2016-02-23,33.150001525878906
2016-02-24,32.54999923706055
2016-02-25,31.049999237060547
2016-02-26,32.400001525878906
2016-02-29,34.5
2016-03-01,35.084999084472656
2016-03-02,33.599998474121094
2016-03-03,33.959999084472656
2016-03-04,39.0
2016-03-07,36.150001525878906
2016-03-08,37.04999923706055
2016-03-09,41.25
2016-03-10,45.150001525878906
2016-03-11,43.20000076293945
2016-03-14,43.79999923706055
2016-03-15,43.95000076293945
2016-03-16,45.900001525878906
2016-03-17,44.25
2016-03-18,43.20000076293945
2016-03-21,43.349998474121094
2016-03-22,39.0
2016-03-23,36.0
2016-03-24,39.599998474121094
2016-03-28,36.599998474121094
2016-03-29,36.915000915527344
2016-03-30,39.93000030517578
2016-03-31,36.900001525878906
2016-04-01,35.400001525878906
2016-04-04,33.29999923706055
2016-04-05,32.099998474121094
2016-04-06,34.349998474121094
2016-04-07,32.25
2016-04-08,33.29999923706055
2016-04-11,32.849998474121094
2016-04-12,33.75
2016-04-13,32.70000076293945
2016-04-14,34.650001525878906
2016-04-15,33.150001525878906
2016-04-18,33.900001525878906
2016-04-19,33.75
2016-04-20,32.70000076293945
2016-04-21,32.25
2016-04-22,31.950000762939453
2016-04-25,32.54999923706055
2016-04-26,33.0
2016-04-27,32.54999923706055
2016-04-28,30.75
2016-04-29,29.549999237060547
2016-05-02,30.299999237060547
2016-05-03,30.0
2016-05-04,30.299999237060547
2016-05-05,27.149999618530273
2016-05-06,25.934999465942383
2016-05-09,23.25
2016-05-10,21.0
2016-05-11,18.149999618530273
2016-05-12,18.899999618530273
2016-05-13,19.049999237060547
2016-05-16,18.899999618530273
2016-05-17,19.799999237060547
2016-05-18,20.25
2016-05-19,18.899999618530273
2016-05-20,18.899999618530273
2016-05-23,18.600000381469727
2016-05-24,18.299999237060547
2016-05-25,17.25
2016-05-26,17.850000381469727
2016-05-27,17.399999618530273
2016-05-31,18.899999618530273
2016-06-01,20.25
2016-06-02,22.5
2016-06-03,22.799999237060547
2016-06-06,23.100000381469727
2016-06-07,22.485000610351562
2016-06-08,29.549999237060547
2016-06-09,45.150001525878906
2016-06-10,34.04999923706055
2016-06-13,32.54999923706055
2016-06-14,32.25
2016-06-15,31.200000762939453
2016-06-16,29.700000762939453
2016-06-17,29.100000381469727
2016-06-20,29.399999618530273
2016-06-21,27.600000381469727
2016-06-22,28.049999237060547
2016-06-23,28.350000381469727
2016-06-24,25.350000381469727
2016-06-27,23.549999237060547
2016-06-28,26.399999618530273
2016-06-29,24.899999618530273
2016-06-30,26.549999237060547
2016-07-01,25.200000762939453
2016-07-05,24.75
2016-07-06,24.600000381469727
2016-07-07,26.25
2016-07-08,25.649999618530273
2016-07-11,27.450000762939453
2016-07-12,27.0
2016-07-13,26.399999618530273
2016-07-14,27.0
2016-07-15,28.649999618530273
2016-07-18,28.350000381469727
2016-07-19,28.049999237060547
2016-07-20,28.5
2016-07-21,29.549999237060547
2016-07-22,27.75
2016-07-25,28.049999237060547
2016-07-26,26.399999618530273
2016-07-27,24.899999618530273
2016-07-28,23.850000381469727
2016-07-29,24.299999237060547
2016-08-01,25.049999237060547
2016-08-02,24.600000381469727
2016-08-03,25.049999237060547
2016-08-04,23.985000610351562
2016-08-05,24.299999237060547
2016-08-08,23.25
2016-08-09,23.549999237060547
2016-08-10,23.850000381469727
2016-08-11,22.950000762939453
2016-08-12,23.549999237060547
2016-08-15,22.649999618530273
2016-08-16,23.549999237060547
2016-08-17,23.850000381469727
2016-08-18,26.25
2016-08-19,25.78499984741211
2016-08-22,24.450000762939453
2016-08-23,25.049999237060547
2016-08-24,24.899999618530273
2016-08-25,24.450000762939453
2016-08-26,25.049999237060547
2016-08-29,25.184999465942383
2016-08-30,25.049999237060547
2016-08-31,22.860000610351562
2016-09-01,23.850000381469727
2016-09-02,23.25
2016-09-06,21.149999618530273
2016-09-07,21.0
2016-09-08,20.700000762939453
2016-09-09,20.700000762939453
2016-09-12,20.850000381469727
2016-09-13,21.149999618530273
2016-09-14,20.549999237060547
2016-09-15,21.600000381469727
2016-09-16,21.299999237060547
2016-09-19,21.75
2016-09-20,21.299999237060547
2016-09-21,22.049999237060547
2016-09-22,21.46500015258789
2016-09-23,22.350000381469727
2016-09-26,21.75
2016-09-27,21.899999618530273
2016-09-28,21.600000381469727
2016-09-29,21.75
2016-09-30,21.0
2016-10-03,20.850000381469727
2016-10-04,21.0
2016-10-05,20.850000381469727
2016-10-06,21.149999618530273
2016-10-07,21.299999237060547
2016-10-10,21.450000762939453
2016-10-11,20.700000762939453
2016-10-12,20.399999618530273
2016-10-13,21.600000381469727
2016-10-14,20.399999618530273
2016-10-17,21.0
2016-10-18,21.149999618530273
2016-10-19,21.600000381469727
2016-10-20,21.299999237060547
2016-10-21,21.510000228881836
2016-10-24,22.049999237060547
2016-10-25,22.200000762939453
2016-10-26,18.899999618530273
2016-10-27,18.75
2016-10-28,17.25
2016-10-31,17.549999237060547
2016-11-01,16.950000762939453
2016-11-02,16.950000762939453
2016-11-03,16.799999237060547
2016-11-04,16.200000762939453
2016-11-07,15.300000190734863
2016-11-08,14.25
2016-11-09,14.100000381469727
2016-11-10,12.899999618530273
2016-11-11,14.699999809265137
2016-11-14,15.300000190734863
2016-11-15,15.0
2016-11-16,15.75
2016-11-17,14.25
2016-11-18,13.949999809265137
2016-11-21,12.675000190734863
2016-11-22,11.25
2016-11-23,8.324999809265137
2016-11-25,8.279999732971191
2016-11-28,7.5
2016-11-29,7.199999809265137
2016-11-30,7.050000190734863
2016-12-01,9.0
2016-12-02,7.800000190734863
2016-12-05,8.100000381469727
2016-12-06,7.800000190734863
2016-12-07,7.349999904632568
2016-12-08,7.619999885559082
2016-12-09,8.399999618530273
2016-12-12,8.069999694824219
2016-12-13,7.724999904632568
2016-12-14,7.574999809265137
2016-12-15,7.349999904632568
2016-12-16,7.650000095367432
2016-12-19,8.34000015258789
2016-12-20,7.980000019073486
2016-12-21,8.399999618530273
2016-12-22,8.595000267028809
2016-12-23,8.15999984741211
2016-12-27,8.550000190734863
2016-12-28,8.520000457763672
2016-12-29,8.175000190734863
2016-12-30,7.800000190734863
2017-01-03,8.114999771118164
2017-01-04,9.449999809265137
2017-01-05,8.984999656677246
2017-01-06,9.135000228881836
2017-01-09,9.149999618530273
2017-01-10,8.864999771118164
2017-01-11,8.774999618530273
2017-01-12,8.71500015258789
2017-01-13,10.319999694824219
2017-01-17,11.774999618530273
2017-01-18,10.199999809265137
2017-01-19,9.524999618530273
2017-01-20,10.050000190734863
2017-01-23,10.335000038146973
2017-01-24,10.800000190734863
2017-01-25,10.470000267028809
2017-01-26,9.75
2017-01-27,9.899999618530273
2017-01-30,9.899999618530273
2017-01-31,9.75
2017-02-01,9.975000381469727
2017-02-02,9.524999618530273
2017-02-03,9.614999771118164
2017-02-06,9.899999618530273
2017-02-07,10.170000076293945
2017-02-08,10.154999732971191
2017-02-09,9.989999771118164
2017-02-10,10.649999618530273
2017-02-13,11.100000381469727
2017-02-14,15.300000190734863
2017-02-15,13.5
2017-02-16,13.649999618530273
2017-02-17,16.200000762939453
2017-02-21,22.350000381469727
2017-02-22,19.5
2017-02-23,18.0
2017-02-24,21.0
2017-02-27,19.350000381469727
2017-02-28,20.850000381469727
2017-03-01,19.5
2017-03-02,19.950000762939453
2017-03-03,21.0
2017-03-06,26.549999237060547
2017-03-07,28.049999237060547
2017-03-08,25.350000381469727
2017-03-09,24.149999618530273
2017-03-10,25.5
2017-03-13,25.049999237060547
2017-03-14,22.350000381469727
2017-03-15,23.399999618530273
2017-03-16,22.200000762939453
2017-03-17,15.449999809265137
2017-03-20,20.850000381469727
2017-03-21,21.149999618530273
2017-03-22,19.799999237060547
2017-03-23,19.350000381469727
2017-03-24,20.700000762939453
2017-03-27,21.450000762939453
2017-03-28,21.0
2017-03-29,22.049999237060547
2017-03-30,22.350000381469727
2017-03-31,22.350000381469727
2017-04-03,22.950000762939453
2017-04-04,21.75
2017-04-05,21.299999237060547
2017-04-06,22.049999237060547
2017-04-07,19.799999237060547
2017-04-10,19.200000762939453
2017-04-11,18.299999237060547
2017-04-12,17.700000762939453
2017-04-13,17.700000762939453
2017-04-17,19.950000762939453
2017-04-18,19.200000762939453
2017-04-19,19.350000381469727
2017-04-20,18.899999618530273
2017-04-21,20.100000381469727
2017-04-24,20.25
2017-04-25,20.700000762939453
2017-04-26,21.899999618530273
2017-04-27,22.799999237060547
2017-04-28,21.75
2017-05-01,22.200000762939453
2017-05-02,21.75
2017-05-03,21.450000762939453
2017-05-04,21.0
2017-05-05,20.549999237060547
2017-05-08,21.149999618530273
2017-05-09,22.649999618530273
2017-05-10,23.700000762939453
2017-05-11,23.25
2017-05-12,23.549999237060547
2017-05-15,22.350000381469727
2017-05-16,22.200000762939453
2017-05-17,21.149999618530273
2017-05-18,22.200000762939453
2017-05-19,23.399999618530273
2017-05-22,22.5
2017-05-23,21.450000762939453
2017-05-24,20.850000381469727
2017-05-25,20.700000762939453
2017-05-26,20.549999237060547
2017-05-30,20.399999618530273
2017-05-31,19.950000762939453
2017-06-01,19.5
2017-06-02,18.899999618530273
2017-06-05,19.200000762939453
2017-06-06,19.5
2017-06-07,19.799999237060547
2017-06-08,19.799999237060547
2017-06-09,20.100000381469727
2017-06-12,19.049999237060547
2017-06-13,19.049999237060547
2017-06-14,18.899999618530273
2017-06-15,19.049999237060547
2017-06-16,18.75
2017-06-19,19.200000762939453
2017-06-20,20.100000381469727
2017-06-21,20.850000381469727
2017-06-22,20.549999237060547
2017-06-23,21.75
2017-06-26,22.049999237060547
2017-06-27,21.299999237060547
2017-06-28,20.700000762939453
2017-06-29,21.0
2017-06-30,20.100000381469727
2017-07-03,20.700000762939453
2017-07-05,20.549999237060547
2017-07-06,20.25
2017-07-07,21.75
2017-07-10,21.299999237060547
2017-07-11,21.299999237060547
2017-07-12,21.149999618530273
2017-07-13,21.299999237060547
2017-07-14,22.049999237060547
2017-07-17,23.399999618530273
2017-07-18,22.5
2017-07-19,23.100000381469727
2017-07-20,22.950000762939453
2017-07-21,22.649999618530273
2017-07-24,22.200000762939453
2017-07-25,20.850000381469727
2017-07-26,21.450000762939453
2017-07-27,19.950000762939453
2017-07-28,19.5
2017-07-31,19.5
2017-08-01,18.899999618530273
2017-08-02,18.299999237060547
2017-08-03,19.200000762939453
2017-08-04,18.75
2017-08-07,17.850000381469727
2017-08-08,18.600000381469727
2017-08-09,17.700000762939453
2017-08-10,16.950000762939453
2017-08-11,16.125
2017-08-14,17.100000381469727
2017-08-15,16.5
2017-08-16,16.649999618530273
2017-08-17,16.950000762939453
2017-08-18,17.399999618530273
2017-08-21,16.649999618530273
2017-08-22,16.350000381469727
2017-08-23,16.5
2017-08-24,16.799999237060547
2017-08-25,17.100000381469727
2017-08-28,16.350000381469727
2017-08-29,16.799999237060547
2017-08-30,17.100000381469727
2017-08-31,16.5
2017-09-01,16.950000762939453
2017-09-05,17.700000762939453
2017-09-06,17.25
2017-09-07,17.100000381469727
2017-09-08,17.399999618530273
2017-09-11,17.700000762939453
2017-09-12,16.649999618530273
2017-09-13,15.600000381469727
2017-09-14,15.449999809265137
2017-09-15,15.75
2017-09-18,16.5
2017-09-19,16.049999237060547
2017-09-20,16.649999618530273
2017-09-21,16.5
2017-09-22,16.799999237060547
2017-09-25,16.649999618530273
2017-09-26,16.200000762939453
2017-09-27,19.200000762939453
2017-09-28,20.700000762939453
2017-09-29,21.299999237060547
2017-10-02,22.200000762939453
2017-10-03,21.0
2017-10-04,22.049999237060547
2017-10-05,23.549999237060547
2017-10-06,23.25
2017-10-09,23.25
2017-10-10,23.850000381469727
2017-10-11,24.299999237060547
2017-10-12,24.450000762939453
2017-10-13,24.450000762939453
2017-10-16,22.799999237060547
2017-10-17,21.94499969482422
2017-10-18,22.649999618530273
2017-10-19,22.350000381469727
2017-10-20,21.75
2017-10-23,20.399999618530273
2017-10-24,20.399999618530273
2017-10-25,20.399999618530273
2017-10-26,20.100000381469727
2017-10-27,20.549999237060547
2017-10-30,20.700000762939453
2017-10-31,20.549999237060547
2017-11-01,20.700000762939453
2017-11-02,20.399999618530273
2017-11-03,21.0
2017-11-06,20.25
2017-11-07,20.399999618530273
2017-11-08,20.549999237060547
2017-11-09,21.149999618530273
2017-11-10,20.700000762939453
2017-11-13,22.5
2017-11-14,23.25
2017-11-15,20.700000762939453
2017-11-16,22.049999237060547
2017-11-17,21.149999618530273
2017-11-20,22.350000381469727
2017-11-21,22.049999237060547
2017-11-22,23.100000381469727
2017-11-24,23.549999237060547
2017-11-27,25.799999237060547
2017-11-28,27.600000381469727
2017-11-29,28.274999618530273
2017-11-30,28.950000762939453
2017-12-01,30.600000381469727
2017-12-04,33.150001525878906
2017-12-05,27.75
2017-12-06,30.75
2017-12-07,31.200000762939453
2017-12-08,30.899999618530273
2017-12-11,31.350000381469727
2017-12-12,33.75
2017-12-13,34.95000076293945
2017-12-14,36.29999923706055
2017-12-15,39.29999923706055
2017-12-18,36.0
2017-12-19,33.0
2017-12-20,34.79999923706055
2017-12-21,34.95000076293945
2017-12-22,36.45000076293945
2017-12-26,37.349998474121094
2017-12-27,37.349998474121094
2017-12-28,39.0
2017-12-29,38.70000076293945
2018-01-02,37.95000076293945
2018-01-03,39.599998474121094
2018-01-04,40.20000076293945
2018-01-05,37.5
2018-01-08,34.79999923706055
2018-01-09,29.25
2018-01-10,30.600000381469727
2018-01-11,31.799999237060547
2018-01-12,30.450000762939453
2018-01-16,32.099998474121094
2018-01-17,32.099998474121094
2018-01-18,32.70000076293945
2018-01-19,33.599998474121094
2018-01-22,36.150001525878906
2018-01-23,36.599998474121094
2018-01-24,37.20000076293945
2018-01-25,36.0
2018-01-26,36.150001525878906
2018-01-29,37.20000076293945
2018-01-30,34.5
2018-01-31,33.29999923706055
2018-02-01,34.79999923706055
2018-02-02,34.04999923706055
2018-02-05,35.25
2018-02-06,33.75
2018-02-07,32.70000076293945
2018-02-08,31.350000381469727
2018-02-09,30.450000762939453
2018-02-12,32.54999923706055
2018-02-13,32.099998474121094
2018-02-14,33.0
2018-02-15,33.0
2018-02-16,33.29999923706055
2018-02-20,30.299999237060547
2018-02-21,30.149999618530273
2018-02-22,30.149999618530273
2018-02-23,29.850000381469727
2018-02-26,29.25
2018-02-27,29.325000762939453
2018-02-28,28.950000762939453
2018-03-01,25.5
2018-03-02,26.399999618530273
2018-03-05,25.350000381469727
2018-03-06,24.75
2018-03-07,25.5
2018-03-08,27.0
2018-03-09,27.75
2018-03-12,28.200000762939453
2018-03-13,28.200000762939453
2018-03-14,28.350000381469727
2018-03-15,28.5
2018-03-16,29.399999618530273
2018-03-19,28.799999237060547
2018-03-20,28.5
2018-03-21,28.950000762939453
2018-03-22,33.07500076293945
2018-03-23,30.299999237060547
2018-03-26,34.79999923706055
2018-03-27,34.04999923706055
2018-03-28,31.5
2018-03-29,31.200000762939453
2018-04-02,30.299999237060547
2018-04-03,31.200000762939453
2018-04-04,29.700000762939453
2018-04-05,29.549999237060547
2018-04-06,29.100000381469727
2018-04-09,29.850000381469727
2018-04-10,30.0
2018-04-11,30.420000076293945
2018-04-12,31.200000762939453
2018-04-13,31.5
2018-04-16,30.75
2018-04-17,30.899999618530273
2018-04-18,31.049999237060547
2018-04-19,32.70000076293945
2018-04-20,34.79999923706055
2018-04-23,35.25
2018-04-24,33.45000076293945
2018-04-25,33.599998474121094
2018-04-26,33.900001525878906
2018-04-27,34.20000076293945
2018-04-30,34.5
2018-05-01,34.349998474121094
2018-05-02,34.5
2018-05-03,33.900001525878906
2018-05-04,34.20000076293945
2018-05-07,34.04999923706055
2018-05-08,32.70000076293945
2018-05-09,32.849998474121094
2018-05-10,32.54999923706055
2018-05-11,33.150001525878906
2018-05-14,33.29999923706055
2018-05-15,33.599998474121094
2018-05-16,34.650001525878906
2018-05-17,36.45000076293945
2018-05-18,36.0
2018-05-21,36.599998474121094
2018-05-22,35.099998474121094
2018-05-23,35.25
2018-05-24,33.915000915527344
2018-05-25,34.04999923706055
2018-05-29,33.75
2018-05-30,34.20000076293945
2018-05-31,33.150001525878906
2018-06-01,33.45000076293945
2018-06-04,33.75
2018-06-05,34.04999923706055
2018-06-06,34.04999923706055
2018-06-07,36.150001525878906
2018-06-08,37.95000076293945
2018-06-11,37.5
2018-06-12,35.25
2018-06-13,35.54999923706055
2018-06-14,36.599998474121094
2018-06-15,36.75
2018-06-18,39.150001525878906
2018-06-19,43.20000076293945
2018-06-20,42.900001525878906
2018-06-21,43.79999923706055
2018-06-22,43.04999923706055
2018-06-25,40.04999923706055
2018-06-26,39.150001525878906
2018-06-27,39.45000076293945
2018-06-28,35.849998474121094
2018-06-29,36.29999923706055
2018-07-02,37.349998474121094
2018-07-03,37.650001525878906
2018-07-05,38.400001525878906
2018-07-06,38.400001525878906
2018-07-09,40.5
2018-07-10,38.849998474121094
2018-07-11,39.75
2018-07-12,40.79999923706055
2018-07-13,43.20000076293945
2018-07-16,41.849998474121094
2018-07-17,40.95000076293945
2018-07-18,40.95000076293945
2018-07-19,40.04999923706055
2018-07-20,39.29999923706055
2018-07-23,37.79999923706055
2018-07-24,38.849998474121094
2018-07-25,39.75
2018-07-26,39.75
2018-07-27,37.275001525878906
2018-07-30,35.25
2018-07-31,37.5
2018-08-01,37.95000076293945
2018-08-02,37.79999923706055
2018-08-03,35.400001525878906
2018-08-06,34.20000076293945
2018-08-07,10.649999618530273
2018-08-08,9.015000343322754
2018-08-09,9.899999618530273
2018-08-10,9.4350004196167
2018-08-13,9.675000190734863
2018-08-14,9.8100004196167
2018-08-15,9.75
2018-08-16,9.75
2018-08-17,11.850000381469727
2018-08-20,13.125
2018-08-21,12.300000190734863
2018-08-22,13.260000228881836
2018-08-23,13.050000190734863
2018-08-24,12.524999618530273
2018-08-27,12.600000381469727
2018-08-28,12.255000114440918
2018-08-29,12.300000190734863
2018-08-30,12.824999809265137
2018-08-31,12.975000381469727
2018-09-04,12.524999618530273
2018-09-05,12.75
2018-09-06,12.46500015258789
2018-09-07,14.984999656677246
2018-09-10,19.200000762939453
2018-09-11,16.049999237060547
2018-09-12,16.950000762939453
2018-09-13,18.299999237060547
2018-09-14,18.149999618530273
2018-09-17,17.700000762939453
2018-09-18,17.700000762939453
2018-09-19,16.799999237060547
2018-09-20,17.399999618530273
2018-09-21,17.700000762939453
2018-09-24,16.5
2018-09-25,16.049999237060547
2018-09-26,16.200000762939453
2018-09-27,16.5
2018-09-28,16.200000762939453
2018-10-01,16.200000762939453
2018-10-02,16.200000762939453
2018-10-03,16.604999542236328
2018-10-04,16.200000762939453
2018-10-05,18.0
2018-10-08,18.450000762939453
2018-10-09,17.549999237060547
2018-10-10,16.5
2018-10-11,15.600000381469727
2018-10-12,16.350000381469727
2018-10-15,15.899999618530273
2018-10-16,16.200000762939453
2018-10-17,15.300000190734863
2018-10-18,15.149999618530273
2018-10-19,14.3100004196167
2018-10-22,14.100000381469727
2018-10-23,13.199999809265137
2018-10-24,11.895000457763672
2018-10-25,12.09000015258789
2018-10-26,12.0
2018-10-29,10.5600004196167
2018-10-30,11.625
2018-10-31,11.744999885559082
2018-11-01,11.699999809265137
2018-11-02,12.0
2018-11-05,12.300000190734863
2018-11-06,13.425000190734863
2018-11-07,14.550000190734863
2018-11-08,16.5
2018-11-09,15.899999618530273
2018-11-12,15.149999618530273
2018-11-13,14.850000381469727
2018-11-14,14.175000190734863
2018-11-15,14.399999618530273
2018-11-16,14.1899995803833
2018-11-19,14.25
2018-11-20,13.649999618530273
2018-11-21,14.100000381469727
2018-11-23,14.25
2018-11-26,13.529999732971191
2018-11-27,13.979999542236328
2018-11-28,13.40999984741211
2018-11-29,13.949999809265137
2018-11-30,14.25
2018-12-03,16.5
2018-12-04,15.899999618530273
2018-12-06,15.600000381469727
2018-12-07,16.200000762939453
2018-12-10,16.5
2018-12-11,17.100000381469727
2018-12-12,16.649999618530273
2018-12-13,17.100000381469727
2018-12-14,16.200000762939453
2018-12-17,15.75
2018-12-18,14.90999984741211
2018-12-19,16.649999618530273
2018-12-20,14.145000457763672
2018-12-21,12.329999923706055
2018-12-24,11.550000190734863
2018-12-26,11.550000190734863
2018-12-27,10.725000381469727
2018-12-28,11.085000038146973
2018-12-31,12.015000343322754
2019-01-02,13.199999809265137
2019-01-03,12.600000381469727
2019-01-04,12.899999618530273
2019-01-07,16.350000381469727
2019-01-08,15.449999809265137
2019-01-09,15.0
2019-01-10,15.600000381469727
2019-01-11,15.149999618530273
2019-01-14,14.055000305175781
2019-01-15,13.875
2019-01-16,13.649999618530273
2019-01-17,13.574999809265137
