,AZN
1993-08-20,5.2708330154418945
1993-08-23,5.2291669845581055
1993-08-24,5.2083330154418945
1993-08-25,5.2291669845581055
1993-08-26,5.3541669845581055
1993-08-27,5.3125
1993-08-30,5.2916669845581055
1993-08-31,5.3125
1993-09-01,5.375
1993-09-02,5.6666669845581055
1993-09-03,5.7291669845581055
1993-09-07,5.7916669845581055
1993-09-08,5.6666669845581055
1993-09-09,5.6666669845581055
1993-09-10,5.6041669845581055
1993-09-13,5.4791669845581055
1993-09-14,5.6875
1993-09-15,5.6041669845581055
1993-09-16,5.5833330154418945
1993-09-17,5.625
1993-09-20,5.4583330154418945
1993-09-21,5.375
1993-09-22,5.6041669845581055
1993-09-23,5.4791669845581055
1993-09-24,5.3958330154418945
1993-09-27,5.3958330154418945
1993-09-28,5.3958330154418945
1993-09-29,5.3958330154418945
1993-09-30,5.375
1993-10-01,5.4583330154418945
1993-10-04,5.5
1993-10-05,5.5416669845581055
1993-10-06,5.6458330154418945
1993-10-07,5.6875
1993-10-08,5.7708330154418945
1993-10-11,5.75
1993-10-12,5.7916669845581055
1993-10-13,5.7291669845581055
1993-10-14,5.6458330154418945
1993-10-15,5.6666669845581055
1993-10-18,5.625
1993-10-19,5.75
1993-10-20,5.8333330154418945
1993-10-21,5.75
1993-10-22,5.8125
1993-10-25,5.875
1993-10-26,5.7916669845581055
1993-10-27,5.7083330154418945
1993-10-28,5.75
1993-10-29,5.6875
1993-11-01,5.6041669845581055
1993-11-02,5.5625
1993-11-03,5.625
1993-11-04,5.6041669845581055
1993-11-05,5.6458330154418945
1993-11-08,5.625
1993-11-09,5.5208330154418945
1993-11-10,5.4375
1993-11-11,5.5
1993-11-12,5.5625
1993-11-15,5.6666669845581055
1993-11-16,5.7916669845581055
1993-11-17,5.8333330154418945
1993-11-18,5.6666669845581055
1993-11-19,5.6458330154418945
1993-11-22,5.625
1993-11-23,5.6458330154418945
1993-11-24,5.5208330154418945
1993-11-26,5.5
1993-11-29,5.5833330154418945
1993-11-30,5.6458330154418945
1993-12-01,5.7916669845581055
1993-12-02,5.8125
1993-12-03,5.875
1993-12-06,5.9791669845581055
1993-12-07,5.9166669845581055
1993-12-08,5.8958330154418945
1993-12-09,5.7708330154418945
1993-12-10,5.8125
1993-12-13,5.8125
1993-12-14,5.75
1993-12-15,5.8125
1993-12-16,5.8333330154418945
1993-12-17,5.8958330154418945
1993-12-20,5.9166669845581055
1993-12-21,5.8958330154418945
1993-12-22,5.9791669845581055
1993-12-23,6.0833330154418945
1993-12-27,6.125
1993-12-28,6.125
1993-12-29,6.2291669845581055
1993-12-30,6.2083330154418945
1993-12-31,6.2083330154418945
1994-01-03,6.1666669845581055
1994-01-04,6.2083330154418945
1994-01-05,6.1458330154418945
1994-01-06,6.25
1994-01-07,6.4583330154418945
1994-01-10,6.4583330154418945
1994-01-11,6.375
1994-01-12,6.3333330154418945
1994-01-13,6.1666669845581055
1994-01-14,6.2291669845581055
1994-01-17,6.1875
1994-01-18,6.125
1994-01-19,6.0625
1994-01-20,6.0416669845581055
1994-01-21,6.0416669845581055
1994-01-24,6.0
1994-01-25,5.9583330154418945
1994-01-26,5.9583330154418945
1994-01-27,6.0
1994-01-28,6.0416669845581055
1994-01-31,6.0208330154418945
1994-02-01,5.9375
1994-02-02,5.9166669845581055
1994-02-03,5.8333330154418945
1994-02-04,5.7291669845581055
1994-02-07,5.75
1994-02-08,5.6875
1994-02-09,5.7083330154418945
1994-02-10,5.5625
1994-02-11,5.5625
1994-02-14,5.6875
1994-02-15,5.7291669845581055
1994-02-16,5.8125
1994-02-17,5.875
1994-02-18,5.7708330154418945
1994-02-22,5.6666669845581055
1994-02-23,5.6458330154418945
1994-02-24,5.5625
1994-02-25,5.5625
1994-02-28,5.6875
1994-03-01,5.75
1994-03-02,5.7083330154418945
1994-03-03,5.5833330154418945
1994-03-04,5.6458330154418945
1994-03-07,5.625
1994-03-08,5.5833330154418945
1994-03-09,5.5833330154418945
1994-03-10,5.5625
1994-03-11,5.5833330154418945
1994-03-14,5.6666669845581055
1994-03-15,5.6666669845581055
1994-03-16,5.6875
1994-03-17,5.7291669845581055
1994-03-18,5.625
1994-03-21,5.5833330154418945
1994-03-22,5.5625
1994-03-23,5.4791669845581055
1994-03-24,5.5416669845581055
1994-03-25,5.5
1994-03-28,5.5208330154418945
1994-03-29,5.4583330154418945
1994-03-30,5.3541669845581055
1994-03-31,5.3333330154418945
1994-04-04,5.2083330154418945
1994-04-05,5.3333330154418945
1994-04-06,5.375
1994-04-07,5.3541669845581055
1994-04-08,5.25
1994-04-11,5.3125
1994-04-12,5.390625
1994-04-13,5.375
1994-04-14,5.2708330154418945
1994-04-15,5.2083330154418945
1994-04-18,5.1666669845581055
1994-04-19,5.1666669845581055
1994-04-20,5.0833330154418945
1994-04-21,5.0833330154418945
1994-04-22,5.0833330154418945
1994-04-25,5.1041669845581055
1994-04-26,5.1458330154418945
1994-04-28,5.1666669845581055
1994-04-29,5.1875
1994-05-02,5.25
1994-05-03,5.25
1994-05-04,5.1666669845581055
1994-05-05,5.1875
1994-05-06,5.2291669845581055
1994-05-09,5.2083330154418945
1994-05-10,5.25
1994-05-11,5.2916669845581055
1994-05-12,5.3333330154418945
1994-05-13,5.4166669845581055
1994-05-16,5.375
1994-05-17,5.375
1994-05-18,5.3541669845581055
1994-05-19,5.375
1994-05-20,5.375
1994-05-23,5.3333330154418945
1994-05-24,5.3333330154418945
1994-05-25,5.2291669845581055
1994-05-26,5.25
1994-05-27,5.1875
1994-05-31,5.1875
1994-06-01,5.1041669845581055
1994-06-02,5.125
1994-06-03,5.1041669845581055
1994-06-06,5.1458330154418945
1994-06-07,5.1458330154418945
1994-06-08,5.25
1994-06-09,5.2916669845581055
1994-06-10,5.2916669845581055
1994-06-13,5.2708330154418945
1994-06-14,5.3958330154418945
1994-06-15,5.5
1994-06-16,5.5
1994-06-17,5.5208330154418945
1994-06-20,5.4791669845581055
1994-06-21,5.4583330154418945
1994-06-22,5.4583330154418945
1994-06-23,5.4166669845581055
1994-06-24,5.375
1994-06-27,5.4375
1994-06-28,5.4791669845581055
1994-06-29,5.5833330154418945
1994-06-30,5.5625
1994-07-01,5.5833330154418945
1994-07-05,5.6666669845581055
1994-07-06,5.6666669845581055
1994-07-07,5.6458330154418945
1994-07-08,5.7083330154418945
1994-07-11,5.8333330154418945
1994-07-12,5.7708330154418945
1994-07-13,5.8125
1994-07-14,5.875
1994-07-15,5.875
1994-07-18,5.8125
1994-07-19,5.7916669845581055
1994-07-20,5.7291669845581055
1994-07-21,5.7291669845581055
1994-07-22,5.6875
1994-07-25,5.7083330154418945
1994-07-26,5.6875
1994-07-27,5.7083330154418945
1994-07-28,5.7083330154418945
1994-07-29,5.7291669845581055
1994-08-01,5.7291669845581055
1994-08-02,5.875
1994-08-03,5.8958330154418945
1994-08-04,6.0833330154418945
1994-08-05,6.2291669845581055
1994-08-08,6.25
1994-08-09,6.2708330154418945
1994-08-10,6.3125
1994-08-11,6.25
1994-08-12,6.375
1994-08-15,6.375
1994-08-16,6.375
1994-08-17,6.5208330154418945
1994-08-18,6.4791669845581055
1994-08-19,6.5833330154418945
1994-08-22,6.5
1994-08-23,6.4583330154418945
1994-08-24,6.5833330154418945
1994-08-25,6.5833330154418945
1994-08-26,6.5416669845581055
1994-08-29,6.5
1994-08-30,6.4375
1994-08-31,6.4166669845581055
1994-09-01,6.375
1994-09-02,6.3333330154418945
1994-09-06,6.3333330154418945
1994-09-07,6.3541669845581055
1994-09-08,6.4375
1994-09-09,6.4791669845581055
1994-09-12,6.5625
1994-09-13,6.6041669845581055
1994-09-14,6.625
1994-09-15,6.5625
1994-09-16,6.5208330154418945
1994-09-19,6.625
1994-09-20,6.6666669845581055
1994-09-21,6.6666669845581055
1994-09-22,6.5625
1994-09-23,6.4583330154418945
1994-09-26,6.2291669845581055
1994-09-27,6.2916669845581055
1994-09-28,6.2916669845581055
1994-09-29,6.2916669845581055
1994-09-30,6.375
1994-10-03,6.3541669845581055
1994-10-04,6.3541669845581055
1994-10-05,6.3125
1994-10-06,6.3541669845581055
1994-10-07,6.4375
1994-10-10,6.4166669845581055
1994-10-11,6.3541669845581055
1994-10-12,6.3958330154418945
1994-10-13,6.5416669845581055
1994-10-14,6.5833330154418945
1994-10-17,6.7083330154418945
1994-10-18,6.7083330154418945
1994-10-19,6.75
1994-10-20,6.7291669845581055
1994-10-21,6.8333330154418945
1994-10-24,6.7708330154418945
1994-10-25,6.8333330154418945
1994-10-26,6.8125
1994-10-27,6.875
1994-10-28,6.8958330154418945
1994-10-31,7.0208330154418945
1994-11-01,7.0
1994-11-02,7.0
1994-11-03,6.9791669845581055
1994-11-04,6.8958330154418945
1994-11-07,6.875
1994-11-08,6.9583330154418945
1994-11-09,6.9166669845581055
1994-11-10,6.9791669845581055
1994-11-11,6.8958330154418945
1994-11-14,6.8333330154418945
1994-11-15,6.8125
1994-11-16,6.75
1994-11-17,6.7083330154418945
1994-11-18,6.7083330154418945
1994-11-21,6.6458330154418945
1994-11-22,6.6458330154418945
1994-11-23,6.5625
1994-11-25,6.6041669845581055
1994-11-28,6.5833330154418945
1994-11-29,6.625
1994-11-30,6.5833330154418945
1994-12-01,6.5208330154418945
1994-12-02,6.4583330154418945
1994-12-05,6.4583330154418945
1994-12-06,6.4791669845581055
1994-12-07,6.5
1994-12-08,6.5833330154418945
1994-12-09,6.5833330154418945
1994-12-12,6.5416669845581055
1994-12-13,6.5208330154418945
1994-12-14,6.625
1994-12-15,6.6458330154418945
1994-12-16,6.7708330154418945
1994-12-19,6.8333330154418945
1994-12-20,6.9166669845581055
1994-12-21,6.9375
1994-12-22,6.8541669845581055
1994-12-23,6.8333330154418945
1994-12-27,6.7916669845581055
1994-12-28,6.7916669845581055
1994-12-29,6.8125
1994-12-30,6.8541669845581055
1995-01-03,6.8333330154418945
1995-01-04,6.7708330154418945
1995-01-05,6.7083330154418945
1995-01-06,6.7083330154418945
1995-01-09,6.8333330154418945
1995-01-10,6.8333330154418945
1995-01-11,6.8541669845581055
1995-01-12,6.8958330154418945
1995-01-13,6.9375
1995-01-16,6.9583330154418945
1995-01-17,6.9166669845581055
1995-01-18,6.9791669845581055
1995-01-19,7.0416669845581055
1995-01-20,7.0833330154418945
1995-01-23,7.25
1995-01-24,7.0416669845581055
1995-01-25,7.0
1995-01-26,7.0
1995-01-27,6.9791669845581055
1995-01-30,6.9791669845581055
1995-01-31,6.9791669845581055
1995-02-01,6.9791669845581055
1995-02-02,7.0833330154418945
1995-02-03,7.0208330154418945
1995-02-06,6.9166669845581055
1995-02-07,6.8958330154418945
1995-02-08,6.9375
1995-02-09,6.9166669845581055
1995-02-10,7.0
1995-02-13,6.9166669845581055
1995-02-14,7.0625
1995-02-15,7.1041669845581055
1995-02-16,7.0416669845581055
1995-02-17,7.0416669845581055
1995-02-21,7.0
1995-02-22,6.9166669845581055
1995-02-23,6.9791669845581055
1995-02-24,7.0416669845581055
1995-02-27,6.8958330154418945
1995-02-28,6.8958330154418945
1995-03-01,6.9791669845581055
1995-03-02,7.0
1995-03-03,7.0833330154418945
1995-03-06,7.0
1995-03-07,6.9791669845581055
1995-03-08,7.0833330154418945
1995-03-09,7.0833330154418945
1995-03-10,6.9166669845581055
1995-03-13,6.875
1995-03-14,6.9166669845581055
1995-03-15,7.0208330154418945
1995-03-16,7.1041669845581055
1995-03-17,7.1458330154418945
1995-03-20,7.1458330154418945
1995-03-21,7.2291669845581055
1995-03-22,7.25
1995-03-23,7.25
1995-03-24,7.1041669845581055
1995-03-27,7.1041669845581055
1995-03-28,7.0833330154418945
1995-03-29,7.0833330154418945
1995-03-30,7.0416669845581055
1995-03-31,7.0625
1995-04-03,7.1041669845581055
1995-04-04,7.1041669845581055
1995-04-05,7.1875
1995-04-06,7.2291669845581055
1995-04-07,7.3125
1995-04-10,7.2291669845581055
1995-04-11,7.1458330154418945
1995-04-12,7.0833330154418945
1995-04-13,7.1041669845581055
1995-04-17,7.1875
1995-04-18,7.1875
1995-04-19,7.1875
1995-04-20,7.2083330154418945
1995-04-21,7.3541669845581055
1995-04-24,7.3125
1995-04-25,7.4583330154418945
1995-04-26,7.3125
1995-04-27,7.3125
1995-04-28,7.2708330154418945
1995-05-01,7.3125
1995-05-02,7.3125
1995-05-03,7.3541669845581055
1995-05-04,7.3958330154418945
1995-05-05,7.375
1995-05-08,7.3541669845581055
1995-05-09,7.3125
1995-05-10,7.3333330154418945
1995-05-11,7.25
1995-05-12,7.1666669845581055
1995-05-15,7.0833330154418945
1995-05-16,7.0416669845581055
1995-05-17,7.0625
1995-05-18,7.125
1995-05-19,7.2916669845581055
1995-05-22,7.375
1995-05-23,7.3541669845581055
1995-05-24,7.3958330154418945
1995-05-25,7.4583330154418945
1995-05-26,7.4375
1995-05-30,7.4791669845581055
1995-05-31,7.5
1995-06-01,7.5625
1995-06-02,7.6666669845581055
1995-06-05,8.0
1995-06-06,7.9375
1995-06-07,7.8958330154418945
1995-06-08,8.4375
1995-06-09,8.270833015441895
1995-06-12,8.291666984558105
1995-06-13,8.4375
1995-06-14,8.625
1995-06-15,8.645833015441895
1995-06-16,8.958333015441895
1995-06-19,8.6875
1995-06-20,8.541666984558105
1995-06-21,8.583333015441895
1995-06-22,8.708333015441895
1995-06-23,8.625
1995-06-26,8.395833015441895
1995-06-27,8.291666984558105
1995-06-28,8.229166984558105
1995-06-29,8.4375
1995-06-30,8.541666984558105
1995-07-03,8.520833015441895
1995-07-05,8.458333015441895
1995-07-06,8.416666984558105
1995-07-07,8.5
1995-07-10,8.520833015441895
1995-07-11,8.791666984558105
1995-07-12,9.041666984558105
1995-07-13,9.0
1995-07-14,9.208333015441895
1995-07-17,9.375
1995-07-18,8.916666984558105
1995-07-19,8.6875
1995-07-20,8.770833015441895
1995-07-21,8.770833015441895
1995-07-24,8.895833015441895
1995-07-25,8.979166984558105
1995-07-26,8.958333015441895
1995-07-27,9.0625
1995-07-28,9.041666984558105
1995-07-31,8.895833015441895
1995-08-01,8.9375
1995-08-02,8.958333015441895
1995-08-03,8.770833015441895
1995-08-04,8.6875
1995-08-07,8.6875
1995-08-08,8.729166984558105
1995-08-09,8.833333015441895
1995-08-10,8.854166984558105
1995-08-11,8.854166984558105
1995-08-14,8.9375
1995-08-15,8.75
1995-08-16,8.6875
1995-08-17,8.520833015441895
1995-08-18,8.5
1995-08-21,8.6875
1995-08-22,8.75
1995-08-23,8.833333015441895
1995-08-24,8.9375
1995-08-25,8.708333015441895
1995-08-28,8.729166984558105
1995-08-29,8.625
1995-08-30,8.625
1995-08-31,8.625
1995-09-01,8.770833015441895
1995-09-05,8.916666984558105
1995-09-06,8.833333015441895
1995-09-07,8.791666984558105
1995-09-08,8.791666984558105
1995-09-11,8.833333015441895
1995-09-12,8.791666984558105
1995-09-13,8.729166984558105
1995-09-14,8.666666984558105
1995-09-15,8.729166984558105
1995-09-18,8.604166984558105
1995-09-19,8.6875
1995-09-20,8.6875
1995-09-21,8.9375
1995-09-22,8.833333015441895
1995-09-25,8.8125
1995-09-26,8.729166984558105
1995-09-27,8.791666984558105
1995-09-28,8.916666984558105
1995-09-29,9.083333015441895
1995-10-02,9.375
1995-10-03,9.270833015441895
1995-10-04,9.208333015441895
1995-10-05,9.229166984558105
1995-10-06,9.229166984558105
1995-10-09,9.291666984558105
1995-10-10,9.208333015441895
1995-10-11,9.229166984558105
1995-10-12,9.125
1995-10-13,9.354166984558105
1995-10-16,9.333333015441895
1995-10-17,9.354166984558105
1995-10-18,9.333333015441895
1995-10-19,9.229166984558105
1995-10-20,9.25
1995-10-23,9.5
1995-10-24,9.4375
1995-10-25,9.333333015441895
1995-10-26,9.270833015441895
1995-10-27,9.25
1995-10-30,9.333333015441895
1995-10-31,9.395833015441895
1995-11-01,9.270833015441895
1995-11-02,9.270833015441895
1995-11-03,9.354166984558105
1995-11-06,9.520833015441895
1995-11-07,9.458333015441895
1995-11-08,9.458333015441895
1995-11-09,9.645833015441895
1995-11-10,9.708333015441895
1995-11-13,9.625
1995-11-14,9.75
1995-11-15,10.125
1995-11-16,10.270833015441895
1995-11-17,10.083333015441895
1995-11-20,10.104166984558105
1995-11-21,10.083333015441895
1995-11-22,10.125
1995-11-24,10.104166984558105
1995-11-27,9.916666984558105
1995-11-28,10.0
1995-11-29,10.041666984558105
1995-11-30,10.1875
1995-12-01,10.166666984558105
1995-12-04,10.145833015441895
1995-12-05,10.270833015441895
1995-12-06,10.333333015441895
1995-12-07,10.125
1995-12-08,9.9375
1995-12-11,9.9375
1995-12-12,9.708333015441895
1995-12-13,9.666666984558105
1995-12-14,9.6875
1995-12-15,9.770833015441895
1995-12-18,9.520833015441895
1995-12-19,9.4375
1995-12-20,9.270833015441895
1995-12-21,9.375
1995-12-22,9.375
1995-12-26,9.479166984558105
1995-12-27,9.5625
1995-12-28,9.520833015441895
1995-12-29,9.729166984558105
1996-01-02,9.875
1996-01-03,9.895833015441895
1996-01-04,9.854166984558105
1996-01-05,9.8125
1996-01-08,9.75
1996-01-09,9.604166984558105
1996-01-10,9.5625
1996-01-11,9.541666984558105
1996-01-12,9.604166984558105
1996-01-15,9.583333015441895
1996-01-16,9.979166984558105
1996-01-17,9.75
1996-01-18,9.875
1996-01-19,9.6875
1996-01-22,9.833333015441895
1996-01-23,9.770833015441895
1996-01-24,9.583333015441895
1996-01-25,9.583333015441895
1996-01-26,9.520833015441895
1996-01-29,9.5625
1996-01-30,9.5625
1996-01-31,9.729166984558105
1996-02-01,9.666666984558105
1996-02-02,9.520833015441895
1996-02-05,9.625
1996-02-06,9.625
1996-02-07,9.604166984558105
1996-02-08,9.625
1996-02-09,9.5
1996-02-12,9.5625
1996-02-13,9.625
1996-02-14,9.625
1996-02-15,9.625
1996-02-16,9.645833015441895
1996-02-20,9.583333015441895
1996-02-21,9.604166984558105
1996-02-22,9.791666984558105
1996-02-23,9.770833015441895
1996-02-26,9.645833015441895
1996-02-27,9.666666984558105
1996-02-28,9.645833015441895
1996-02-29,9.583333015441895
1996-03-01,9.666666984558105
1996-03-04,9.895833015441895
1996-03-05,9.979166984558105
1996-03-06,9.8125
1996-03-07,10.541666984558105
1996-03-08,10.333333015441895
1996-03-11,10.416666984558105
1996-03-12,10.25
1996-03-13,10.270833015441895
1996-03-14,10.666666984558105
1996-03-15,10.5625
1996-03-18,10.729166984558105
1996-03-19,10.666666984558105
1996-03-20,10.5625
1996-03-21,10.625
1996-03-22,10.416666984558105
1996-03-25,10.333333015441895
1996-03-26,10.291666984558105
1996-03-27,10.166666984558105
1996-03-28,10.25
1996-03-29,10.625
1996-04-01,10.75
1996-04-02,10.8125
1996-04-03,10.645833015441895
1996-04-04,10.833333015441895
1996-04-08,10.708333015441895
1996-04-09,10.75
1996-04-10,10.625
1996-04-11,10.4375
1996-04-12,10.333333015441895
1996-04-15,10.333333015441895
1996-04-16,10.354166984558105
1996-04-17,10.291666984558105
1996-04-18,10.3125
1996-04-19,10.4375
1996-04-22,10.291666984558105
1996-04-23,10.583333015441895
1996-04-24,10.458333015441895
1996-04-25,10.458333015441895
1996-04-26,10.583333015441895
1996-04-29,10.541666984558105
1996-04-30,10.458333015441895
1996-05-01,10.333333015441895
1996-05-02,10.25
1996-05-03,10.270833015441895
1996-05-06,10.270833015441895
1996-05-07,10.291666984558105
1996-05-08,10.4375
1996-05-09,10.375
1996-05-10,10.395833015441895
1996-05-13,10.416666984558105
1996-05-14,10.479166984558105
1996-05-15,10.520833015441895
1996-05-16,10.5
1996-05-17,10.520833015441895
1996-05-20,10.520833015441895
1996-05-21,10.541666984558105
1996-05-22,10.5625
1996-05-23,10.583333015441895
1996-05-24,10.5625
1996-05-28,10.583333015441895
1996-05-29,10.604166984558105
1996-05-30,10.75
1996-05-31,10.6875
1996-06-03,10.6875
1996-06-04,10.666666984558105
1996-06-05,10.625
1996-06-06,10.75
1996-06-07,10.75
1996-06-10,10.645833015441895
1996-06-11,10.770833015441895
1996-06-12,10.791666984558105
1996-06-13,10.854166984558105
1996-06-14,10.75
1996-06-17,10.729166984558105
1996-06-18,10.729166984558105
1996-06-19,10.708333015441895
1996-06-20,10.770833015441895
1996-06-21,10.729166984558105
1996-06-24,10.729166984558105
1996-06-25,10.729166984558105
1996-06-26,10.833333015441895
1996-06-27,11.125
1996-06-28,11.208333015441895
1996-07-01,11.25
1996-07-02,11.208333015441895
1996-07-03,11.208333015441895
1996-07-05,11.479166984558105
1996-07-08,11.375
1996-07-09,11.3125
1996-07-10,11.3125
1996-07-11,11.229166984558105
1996-07-12,11.208333015441895
1996-07-15,11.020833015441895
1996-07-16,10.875
1996-07-17,10.875
1996-07-18,10.833333015441895
1996-07-19,10.854166984558105
1996-07-22,10.791666984558105
1996-07-23,10.8125
1996-07-24,10.75
1996-07-25,10.833333015441895
1996-07-26,10.833333015441895
1996-07-29,10.791666984558105
1996-07-30,10.770833015441895
1996-07-31,10.791666984558105
1996-08-01,11.125
1996-08-02,11.145833015441895
1996-08-05,11.125
1996-08-06,11.083333015441895
1996-08-07,11.041666984558105
1996-08-08,11.041666984558105
1996-08-09,11.104166984558105
1996-08-12,11.25
1996-08-13,11.291666984558105
1996-08-14,11.395833015441895
1996-08-15,11.541666984558105
1996-08-16,11.541666984558105
1996-08-19,11.5
1996-08-20,11.5625
1996-08-21,11.833333015441895
1996-08-22,11.854166984558105
1996-08-23,11.729166984558105
1996-08-26,11.6875
1996-08-27,11.75
1996-08-28,11.916666984558105
1996-08-29,12.0
1996-08-30,12.020833015441895
1996-09-03,12.145833015441895
1996-09-04,12.083333015441895
1996-09-05,12.291666984558105
1996-09-06,12.354166984558105
1996-09-09,12.166666984558105
1996-09-10,11.916666984558105
1996-09-11,11.895833015441895
1996-09-12,12.0
1996-09-13,12.104166984558105
1996-09-16,12.166666984558105
1996-09-17,12.166666984558105
1996-09-18,12.1875
1996-09-19,12.5
1996-09-20,12.270833015441895
1996-09-23,12.1875
1996-09-24,12.104166984558105
1996-09-25,12.166666984558105
1996-09-26,12.208333015441895
1996-09-27,12.208333015441895
1996-09-30,12.375
1996-10-01,12.625
1996-10-02,12.791666984558105
1996-10-03,12.770833015441895
1996-10-04,13.0625
1996-10-07,12.958333015441895
1996-10-08,12.895833015441895
1996-10-09,12.666666984558105
1996-10-10,12.666666984558105
1996-10-11,12.895833015441895
1996-10-14,12.9375
1996-10-15,13.125
1996-10-16,13.395833015441895
1996-10-17,13.6875
1996-10-18,13.75
1996-10-21,13.875
1996-10-22,13.895833015441895
1996-10-23,13.833333015441895
1996-10-24,13.791666984558105
1996-10-25,13.979166984558105
1996-10-28,14.0
1996-10-29,13.895833015441895
1996-10-30,13.75
1996-10-31,13.583333015441895
1996-11-01,13.458333015441895
1996-11-04,13.541666984558105
1996-11-05,13.4375
1996-11-06,13.5625
1996-11-07,13.333333015441895
1996-11-08,13.416666984558105
1996-11-11,13.5625
1996-11-12,13.5625
1996-11-13,13.729166984558105
1996-11-14,13.6875
1996-11-15,13.666666984558105
1996-11-18,13.854166984558105
1996-11-19,14.25
1996-11-20,14.166666984558105
1996-11-21,14.25
1996-11-22,14.208333015441895
1996-11-25,14.25
1996-11-26,14.145833015441895
1996-11-27,14.020833015441895
1996-11-29,13.833333015441895
1996-12-02,13.791666984558105
1996-12-03,13.583333015441895
1996-12-04,13.479166984558105
1996-12-05,13.333333015441895
1996-12-06,13.229166984558105
1996-12-09,13.1875
1996-12-10,13.5625
1996-12-11,13.354166984558105
1996-12-12,13.3125
1996-12-13,13.333333015441895
1996-12-16,13.166666984558105
1996-12-17,13.145833015441895
1996-12-18,13.479166984558105
1996-12-19,13.875
1996-12-20,13.520833015441895
1996-12-23,13.770833015441895
1996-12-24,13.75
1996-12-26,13.791666984558105
1996-12-27,13.8125
1996-12-30,13.895833015441895
1996-12-31,14.0
1997-01-02,13.6875
1997-01-03,13.895833015441895
1997-01-06,13.895833015441895
1997-01-07,13.9375
1997-01-08,13.770833015441895
1997-01-09,13.854166984558105
1997-01-10,13.479166984558105
1997-01-13,13.520833015441895
1997-01-14,13.604166984558105
1997-01-15,13.875
1997-01-16,13.854166984558105
1997-01-17,13.8125
1997-01-20,13.791666984558105
1997-01-21,13.666666984558105
1997-01-22,13.729166984558105
1997-01-23,13.979166984558105
1997-01-24,13.791666984558105
1997-01-27,13.75
1997-01-28,13.8125
1997-01-29,14.083333015441895
1997-01-30,14.208333015441895
1997-01-31,14.375
1997-02-03,14.4375
1997-02-04,14.208333015441895
1997-02-05,14.208333015441895
1997-02-06,14.104166984558105
1997-02-07,14.3125
1997-02-10,14.4375
1997-02-11,14.625
1997-02-12,14.520833015441895
1997-02-13,14.5625
1997-02-14,14.5
1997-02-18,14.458333015441895
1997-02-19,14.5625
1997-02-20,14.5
1997-02-21,15.291666984558105
1997-02-24,15.375
1997-02-25,15.125
1997-02-26,14.979166984558105
1997-02-27,14.979166984558105
1997-02-28,14.666666984558105
1997-03-03,14.958333015441895
1997-03-04,15.145833015441895
1997-03-05,15.041666984558105
1997-03-06,15.041666984558105
1997-03-07,15.125
1997-03-10,15.25
1997-03-11,14.979166984558105
1997-03-12,14.625
1997-03-13,14.354166984558105
1997-03-14,14.708333015441895
1997-03-17,14.458333015441895
1997-03-18,14.291666984558105
1997-03-19,14.125
1997-03-20,13.979166984558105
1997-03-21,14.020833015441895
1997-03-24,14.0
1997-03-25,14.145833015441895
1997-03-26,14.3125
1997-03-27,14.1875
1997-03-31,14.166666984558105
1997-04-01,14.4375
1997-04-02,14.25
1997-04-03,14.229166984558105
1997-04-04,14.229166984558105
1997-04-07,14.333333015441895
1997-04-08,14.333333015441895
1997-04-09,14.666666984558105
1997-04-10,14.708333015441895
1997-04-11,14.958333015441895
1997-04-14,14.791666984558105
