,CDLX
2018-07-26,20.450000762939453
2018-07-27,19.280000686645508
2018-07-30,17.969999313354492
2018-07-31,18.81999969482422
2018-08-01,18.540000915527344
2018-08-02,19.010000228881836
2018-08-03,18.75
2018-08-06,19.15999984741211
2018-08-07,19.25
2018-08-08,18.81999969482422
2018-08-09,19.43000030517578
2018-08-10,19.81999969482422
2018-08-13,20.010000228881836
2018-08-14,20.239999771118164
2018-08-15,20.079999923706055
2018-08-16,21.079999923706055
2018-08-17,20.6200008392334
2018-08-20,18.43000030517578
2018-08-21,18.25
2018-08-22,18.459999084472656
2018-08-23,18.979999542236328
2018-08-24,19.209999084472656
2018-08-27,20.040000915527344
2018-08-28,20.459999084472656
2018-08-29,21.0
2018-08-30,20.920000076293945
2018-08-31,20.389999389648438
2018-09-04,20.709999084472656
2018-09-05,20.229999542236328
2018-09-06,20.25
2018-09-07,21.040000915527344
2018-09-10,21.1299991607666
2018-09-11,24.399999618530273
2018-09-12,25.389999389648438
2018-09-13,25.479999542236328
2018-09-14,27.510000228881836
2018-09-17,27.649999618530273
2018-09-18,26.059999465942383
2018-09-19,26.299999237060547
2018-09-20,25.549999237060547
2018-09-21,25.290000915527344
2018-09-24,25.5
2018-09-25,25.579999923706055
2018-09-26,25.059999465942383
2018-09-27,24.770000457763672
2018-09-28,25.040000915527344
2018-10-01,23.1200008392334
2018-10-02,22.75
2018-10-03,22.93000030517578
2018-10-04,23.84000015258789
2018-10-05,22.799999237060547
2018-10-08,22.479999542236328
2018-10-09,21.139999389648438
2018-10-10,20.969999313354492
2018-10-11,20.40999984741211
2018-10-12,20.030000686645508
2018-10-15,20.100000381469727
2018-10-16,20.899999618530273
2018-10-17,20.68000030517578
2018-10-18,20.440000534057617
2018-10-19,20.389999389648438
2018-10-22,20.010000228881836
2018-10-23,19.770000457763672
2018-10-24,18.309999465942383
2018-10-25,18.850000381469727
2018-10-26,19.040000915527344
2018-10-29,19.030000686645508
2018-10-30,19.760000228881836
2018-10-31,21.15999984741211
2018-11-01,20.959999084472656
2018-11-02,21.25
2018-11-05,20.0
2018-11-06,19.790000915527344
2018-11-07,19.860000610351562
2018-11-08,19.200000762939453
2018-11-09,19.239999771118164
2018-11-12,18.280000686645508
2018-11-13,17.75
2018-11-14,13.729999542236328
2018-11-15,13.65999984741211
2018-11-16,14.649999618530273
2018-11-19,14.029999732971191
2018-11-20,14.050000190734863
2018-11-21,15.199999809265137
2018-11-23,14.789999961853027
2018-11-26,15.0
2018-11-27,14.510000228881836
2018-11-28,14.800000190734863
2018-11-29,14.359999656677246
2018-11-30,14.380000114440918
2018-12-03,14.5
2018-12-04,14.029999732971191
2018-12-06,14.029999732971191
2018-12-07,13.510000228881836
2018-12-10,13.489999771118164
2018-12-11,13.430000305175781
2018-12-12,12.710000038146973
2018-12-13,12.920000076293945
2018-12-14,13.529999732971191
2018-12-17,12.34000015258789
2018-12-18,11.869999885559082
2018-12-19,11.25
2018-12-20,10.850000381469727
2018-12-21,10.399999618530273
2018-12-24,10.5
2018-12-26,11.289999961853027
2018-12-27,11.550000190734863
2018-12-28,10.619999885559082
2018-12-31,10.829999923706055
2019-01-02,10.859999656677246
2019-01-03,10.850000381469727
2019-01-04,11.130000114440918
2019-01-07,11.649999618530273
2019-01-08,11.84000015258789
2019-01-09,12.09000015258789
2019-01-10,12.699999809265137
2019-01-11,13.430000305175781
2019-01-14,15.0
2019-01-15,16.3700008392334
2019-01-16,18.18000030517578
2019-01-17,17.579999923706055
2019-01-18,17.440000534057617
2019-01-22,16.700000762939453
2019-01-23,16.700000762939453
2019-01-24,16.940000534057617
2019-01-25,17.639999389648438
2019-01-28,18.290000915527344
2019-01-29,18.139999389648438
2019-01-30,17.350000381469727
2019-01-31,17.489999771118164
2019-02-01,17.59000015258789
2019-02-04,16.3799991607666
2019-02-05,16.559999465942383
2019-02-06,16.799999237060547
2019-02-07,16.469999313354492
2019-02-08,16.43000030517578
2019-02-11,16.6299991607666
2019-02-12,17.149999618530273
2019-02-13,17.299999237060547
2019-02-14,17.139999389648438
2019-02-15,17.219999313354492
2019-02-19,18.0
2019-02-20,18.469999313354492
2019-02-21,18.309999465942383
2019-02-22,18.530000686645508
2019-02-25,18.350000381469727
2019-02-26,17.68000030517578
2019-02-27,17.690000534057617
2019-02-28,17.6200008392334
2019-03-01,19.239999771118164
2019-03-04,18.110000610351562
2019-03-05,18.40999984741211
2019-03-06,17.09000015258789
2019-03-07,16.510000228881836
2019-03-08,16.0
2019-03-11,16.190000534057617
2019-03-12,15.90999984741211
2019-03-13,15.510000228881836
2019-03-14,15.510000228881836
2019-03-15,15.550000190734863
2019-03-18,15.6899995803833
2019-03-19,15.649999618530273
2019-03-20,16.0
2019-03-21,16.1299991607666
2019-03-22,15.350000381469727
2019-03-25,15.779999732971191
2019-03-26,15.800000190734863
2019-03-27,15.989999771118164
2019-03-28,16.520000457763672
2019-03-29,16.540000915527344
2019-04-01,17.049999237060547
2019-04-02,17.09000015258789
2019-04-03,16.739999771118164
2019-04-04,16.799999237060547
2019-04-05,16.81999969482422
2019-04-08,16.280000686645508
2019-04-09,15.949999809265137
2019-04-10,15.720000267028809
2019-04-11,15.699999809265137
2019-04-12,15.489999771118164
2019-04-15,15.300000190734863
2019-04-16,15.510000228881836
2019-04-17,14.890000343322754
2019-04-18,14.75
2019-04-22,14.579999923706055
2019-04-23,14.890000343322754
2019-04-24,14.930000305175781
2019-04-25,14.979999542236328
2019-04-26,15.050000190734863
2019-04-29,15.119999885559082
2019-04-30,15.600000381469727
2019-05-01,15.609999656677246
2019-05-02,15.800000190734863
2019-05-03,16.959999084472656
2019-05-06,17.389999389648438
2019-05-07,17.1200008392334
2019-05-08,17.579999923706055
2019-05-09,16.8700008392334
2019-05-10,21.25
2019-05-13,21.0
2019-05-14,20.18000030517578
2019-05-15,20.06999969482422
2019-05-16,20.100000381469727
2019-05-17,19.780000686645508
2019-05-20,20.3799991607666
2019-05-21,21.40999984741211
2019-05-22,21.799999237060547
2019-05-23,21.790000915527344
2019-05-24,22.5
2019-05-28,23.549999237060547
2019-05-29,23.06999969482422
2019-05-30,23.149999618530273
2019-05-31,22.950000762939453
2019-06-03,23.010000228881836
2019-06-04,23.260000228881836
2019-06-05,24.989999771118164
2019-06-06,24.489999771118164
2019-06-07,25.860000610351562
2019-06-10,25.549999237060547
2019-06-11,25.09000015258789
2019-06-12,25.049999237060547
2019-06-13,25.670000076293945
2019-06-14,25.170000076293945
2019-06-17,25.010000228881836
2019-06-18,24.93000030517578
2019-06-19,24.440000534057617
2019-06-20,24.010000228881836
2019-06-21,23.860000610351562
2019-06-24,23.8700008392334
2019-06-25,23.610000610351562
2019-06-26,23.540000915527344
2019-06-27,24.59000015258789
2019-06-28,25.979999542236328
2019-07-01,28.510000228881836
2019-07-02,29.790000915527344
2019-07-03,29.5
2019-07-05,29.579999923706055
2019-07-08,28.889999389648438
2019-07-09,28.709999084472656
2019-07-10,28.25
2019-07-11,27.969999313354492
2019-07-12,28.040000915527344
2019-07-15,27.649999618530273
2019-07-16,27.649999618530273
2019-07-17,27.600000381469727
2019-07-18,27.950000762939453
2019-07-19,27.700000762939453
2019-07-22,27.6299991607666
2019-07-23,28.25
2019-07-24,29.760000228881836
2019-07-25,28.510000228881836
2019-07-26,29.059999465942383
2019-07-29,29.149999618530273
2019-07-30,29.110000610351562
2019-07-31,28.399999618530273
2019-08-01,28.530000686645508
2019-08-02,28.280000686645508
2019-08-05,27.290000915527344
2019-08-06,27.190000534057617
2019-08-07,27.40999984741211
2019-08-08,32.939998626708984
2019-08-09,32.900001525878906
2019-08-12,31.540000915527344
2019-08-13,34.0099983215332
2019-08-14,33.93000030517578
2019-08-15,33.2599983215332
2019-08-16,33.97999954223633
2019-08-19,32.630001068115234
2019-08-20,32.5
2019-08-21,32.529998779296875
2019-08-22,32.40999984741211
2019-08-23,33.369998931884766
2019-08-26,34.47999954223633
2019-08-27,36.20000076293945
2019-08-28,36.91999816894531
2019-08-29,37.25
2019-08-30,37.56999969482422
2019-09-03,36.349998474121094
2019-09-04,35.439998626708984
2019-09-05,37.4900016784668
2019-09-06,38.310001373291016
2019-09-09,38.27000045776367
2019-09-10,34.150001525878906
2019-09-11,37.41999816894531
2019-09-12,37.470001220703125
2019-09-13,35.41999816894531
2019-09-16,33.90999984741211
2019-09-17,34.41999816894531
2019-09-18,34.099998474121094
2019-09-19,35.5099983215332
2019-09-20,36.099998474121094
2019-09-23,35.790000915527344
2019-09-24,33.369998931884766
2019-09-25,33.2599983215332
2019-09-26,33.27000045776367
2019-09-27,33.400001525878906
2019-09-30,33.52000045776367
2019-10-01,33.869998931884766
2019-10-02,34.77000045776367
2019-10-03,34.630001068115234
2019-10-04,33.439998626708984
2019-10-07,33.72999954223633
2019-10-08,33.02000045776367
2019-10-09,33.779998779296875
2019-10-10,34.779998779296875
2019-10-11,36.97999954223633
2019-10-14,37.099998474121094
2019-10-15,38.25
2019-10-16,38.77000045776367
2019-10-17,38.849998474121094
2019-10-18,38.119998931884766
2019-10-21,37.95000076293945
2019-10-22,37.08000183105469
2019-10-23,37.05500030517578
2019-10-24,37.189998626708984
2019-10-25,38.099998474121094
2019-10-28,38.27000045776367
2019-10-29,39.599998474121094
2019-10-30,40.599998474121094
2019-10-31,41.90999984741211
2019-11-01,41.45000076293945
2019-11-04,41.0
2019-11-05,40.66999816894531
2019-11-06,41.689998626708984
2019-11-07,40.0
2019-11-08,40.0099983215332
2019-11-11,39.63999938964844
2019-11-12,39.849998474121094
2019-11-13,56.939998626708984
2019-11-14,58.45000076293945
2019-11-15,56.65999984741211
2019-11-18,54.95000076293945
2019-11-19,59.029998779296875
2019-11-20,59.36000061035156
2019-11-21,56.45000076293945
2019-11-22,57.84000015258789
2019-11-25,54.779998779296875
2019-11-26,56.689998626708984
2019-11-27,56.619998931884766
2019-11-29,56.04999923706055
2019-12-02,58.90999984741211
2019-12-03,61.720001220703125
2019-12-04,63.939998626708984
2019-12-05,63.70000076293945
2019-12-06,61.349998474121094
2019-12-09,59.224998474121094
2019-12-10,58.34000015258789
2019-12-11,57.689998626708984
2019-12-12,57.25
2019-12-13,56.9900016784668
2019-12-16,58.95000076293945
2019-12-17,58.52000045776367
2019-12-18,58.84000015258789
2019-12-19,59.599998474121094
2019-12-20,61.2400016784668
2019-12-23,61.220001220703125
2019-12-24,62.45000076293945
2019-12-26,64.27999877929688
2019-12-27,64.95999908447266
2019-12-30,61.5099983215332
2019-12-31,62.86000061035156
2020-01-02,62.09000015258789
2020-01-03,63.29999923706055
2020-01-06,63.529998779296875
2020-01-07,66.66000366210938
2020-01-08,67.08999633789062
2020-01-09,68.87000274658203
2020-01-10,68.2300033569336
2020-01-13,85.05000305175781
2020-01-14,87.7300033569336
2020-01-15,82.98999786376953
2020-01-16,83.94999694824219
2020-01-17,83.5
2020-01-21,86.06999969482422
2020-01-22,87.30000305175781
2020-01-23,86.81999969482422
2020-01-24,88.0
2020-01-27,84.18000030517578
2020-01-28,85.45999908447266
2020-01-29,85.69999694824219
2020-01-30,84.66000366210938
2020-01-31,83.91999816894531
2020-02-03,84.94000244140625
2020-02-04,86.56999969482422
2020-02-05,85.5199966430664
2020-02-06,92.97000122070312
2020-02-07,93.62999725341797
2020-02-10,97.7699966430664
2020-02-11,93.5199966430664
2020-02-12,93.69000244140625
2020-02-13,93.06999969482422
2020-02-14,98.16000366210938
2020-02-18,102.66000366210938
2020-02-19,102.98999786376953
2020-02-20,98.87999725341797
2020-02-21,95.87000274658203
2020-02-24,91.23999786376953
2020-02-25,84.97000122070312
2020-02-26,83.87999725341797
2020-02-27,80.2300033569336
2020-02-28,79.38999938964844
2020-03-02,85.7300033569336
2020-03-03,86.19999694824219
2020-03-04,54.54999923706055
2020-03-05,52.86000061035156
2020-03-06,48.25
2020-03-09,42.349998474121094
2020-03-10,45.41999816894531
2020-03-11,45.83000183105469
2020-03-12,43.47999954223633
2020-03-13,50.88999938964844
2020-03-16,43.68000030517578
2020-03-17,44.41999816894531
2020-03-18,29.899999618530273
2020-03-19,30.530000686645508
2020-03-20,30.389999389648438
2020-03-23,29.489999771118164
2020-03-24,39.5099983215332
2020-03-25,41.63999938964844
2020-03-26,42.880001068115234
2020-03-27,37.0
2020-03-30,36.38999938964844
2020-03-31,34.959999084472656
2020-04-01,32.470001220703125
2020-04-02,30.6299991607666
2020-04-03,29.719999313354492
2020-04-06,37.5099983215332
2020-04-07,38.36000061035156
2020-04-08,42.88999938964844
2020-04-09,43.68000030517578
2020-04-13,42.06999969482422
2020-04-14,46.209999084472656
2020-04-15,43.25
2020-04-16,44.04999923706055
2020-04-17,46.439998626708984
2020-04-20,44.369998931884766
2020-04-21,39.84000015258789
2020-04-22,40.81999969482422
2020-04-23,41.720001220703125
2020-04-24,42.36000061035156
2020-04-27,43.22999954223633
2020-04-28,46.939998626708984
2020-04-29,48.810001373291016
2020-04-30,44.95000076293945
2020-05-01,44.7599983215332
2020-05-04,44.18000030517578
2020-05-05,46.099998474121094
2020-05-06,46.43000030517578
2020-05-07,48.709999084472656
2020-05-08,50.65999984741211
2020-05-11,47.81999969482422
2020-05-12,57.22999954223633
2020-05-13,49.5099983215332
2020-05-14,51.494998931884766
2020-05-15,55.189998626708984
2020-05-18,57.709999084472656
2020-05-19,63.06999969482422
2020-05-20,67.7300033569336
2020-05-21,68.73999786376953
2020-05-22,70.73999786376953
2020-05-26,66.88999938964844
2020-05-27,65.95999908447266
2020-05-28,62.58000183105469
2020-05-29,68.08999633789062
2020-06-01,73.05999755859375
2020-06-02,74.12999725341797
2020-06-03,77.62999725341797
2020-06-04,78.12000274658203
2020-06-05,79.86000061035156
2020-06-08,79.13999938964844
2020-06-09,81.27999877929688
2020-06-10,76.44999694824219
2020-06-11,69.5
2020-06-12,66.84500122070312
2020-06-15,69.87999725341797
2020-06-16,74.93000030517578
2020-06-17,74.83000183105469
2020-06-18,78.11000061035156
2020-06-19,74.48999786376953
2020-06-22,76.91999816894531
2020-06-23,76.22000122070312
2020-06-24,72.0
2020-06-25,72.37999725341797
2020-06-26,68.83999633789062
2020-06-29,69.61000061035156
2020-06-30,69.9800033569336
2020-07-01,66.83999633789062
2020-07-02,67.5
2020-07-06,71.36000061035156
2020-07-07,68.97000122070312
2020-07-08,70.33000183105469
2020-07-09,78.66000366210938
2020-07-10,79.16999816894531
2020-07-13,72.12999725341797
2020-07-14,70.91000366210938
2020-07-15,76.93000030517578
2020-07-16,78.25
2020-07-17,77.48999786376953
2020-07-20,78.5
2020-07-21,73.72000122070312
2020-07-22,73.2699966430664
2020-07-23,69.52999877929688
2020-07-24,67.69999694824219
2020-07-27,69.56999969482422
2020-07-28,66.79000091552734
2020-07-29,65.81999969482422
2020-07-30,66.19999694824219
2020-07-31,66.41999816894531
2020-08-03,72.7300033569336
2020-08-04,72.66999816894531
2020-08-05,66.08000183105469
2020-08-06,67.95999908447266
2020-08-07,66.27999877929688
2020-08-10,71.95999908447266
2020-08-11,72.08999633789062
2020-08-12,75.08999633789062
2020-08-13,80.16000366210938
2020-08-14,81.9000015258789
2020-08-17,79.72000122070312
2020-08-18,79.95999908447266
2020-08-19,85.19999694824219
2020-08-20,85.72000122070312
2020-08-21,82.7300033569336
2020-08-24,78.16999816894531
2020-08-25,81.12000274658203
2020-08-26,81.51000213623047
2020-08-27,80.22000122070312
2020-08-28,75.72000122070312
2020-08-31,75.8499984741211
2020-09-01,79.76000213623047
2020-09-02,77.81999969482422
2020-09-03,73.30000305175781
2020-09-04,70.08999633789062
2020-09-08,68.83000183105469
2020-09-09,69.5199966430664
2020-09-10,69.58999633789062
2020-09-11,66.23999786376953
2020-09-14,73.4000015258789
2020-09-15,72.2699966430664
2020-09-16,72.1500015258789
2020-09-17,64.25499725341797
2020-09-18,65.5199966430664
2020-09-21,65.63999938964844
2020-09-22,68.73999786376953
2020-09-23,64.80000305175781
2020-09-24,64.79000091552734
2020-09-25,67.91999816894531
2020-09-28,68.79000091552734
2020-09-29,70.01000213623047
2020-09-30,70.56999969482422
2020-10-01,71.55000305175781
2020-10-02,71.51000213623047
2020-10-05,74.44999694824219
2020-10-06,72.91000366210938
2020-10-07,75.9000015258789
2020-10-08,78.05000305175781
2020-10-09,80.91999816894531
2020-10-12,82.87000274658203
2020-10-13,81.47000122070312
2020-10-14,84.3499984741211
2020-10-15,82.23999786376953
2020-10-16,80.37999725341797
2020-10-19,80.16000366210938
2020-10-20,79.04000091552734
2020-10-21,82.48999786376953
2020-10-22,82.83999633789062
2020-10-23,85.11000061035156
2020-10-26,84.16000366210938
2020-10-27,84.20999908447266
2020-10-28,78.62000274658203
2020-10-29,75.5999984741211
2020-10-30,73.81999969482422
2020-11-02,76.45999908447266
2020-11-03,75.97000122070312
2020-11-04,83.62000274658203
2020-11-05,88.61000061035156
2020-11-06,90.56999969482422
2020-11-09,101.1500015258789
2020-11-10,106.36000061035156
2020-11-11,108.33000183105469
2020-11-12,110.8499984741211
2020-11-13,112.19999694824219
2020-11-16,114.29000091552734
2020-11-17,112.81999969482422
2020-11-18,113.16999816894531
2020-11-19,119.0
2020-11-20,119.33000183105469
2020-11-23,118.9800033569336
2020-11-24,121.76000213623047
2020-11-25,123.12000274658203
2020-11-27,119.33000183105469
2020-11-30,118.68000030517578
2020-12-01,123.70999908447266
2020-12-02,115.54000091552734
2020-12-03,117.81999969482422
2020-12-04,123.19000244140625
2020-12-07,118.29000091552734
2020-12-08,128.02999877929688
2020-12-09,127.52999877929688
2020-12-10,135.13999938964844
2020-12-11,133.77000427246094
2020-12-14,137.22000122070312
2020-12-15,133.16000366210938
2020-12-16,134.92999267578125
2020-12-17,137.47999572753906
2020-12-18,140.91000366210938
2020-12-21,146.0800018310547
2020-12-22,145.1199951171875
2020-12-23,144.72999572753906
2020-12-24,143.02000427246094
2020-12-28,135.41000366210938
2020-12-29,141.4199981689453
2020-12-30,143.7050018310547
2020-12-31,142.77000427246094
2021-01-04,135.69000244140625
2021-01-05,135.97000122070312
2021-01-06,135.0
2021-01-07,144.49000549316406
2021-01-08,147.1999969482422
2021-01-11,140.8000030517578
2021-01-12,139.3800048828125
2021-01-13,132.47999572753906
2021-01-14,121.61000061035156
2021-01-15,115.44000244140625
2021-01-19,116.73999786376953
2021-01-20,121.30999755859375
2021-01-21,122.18000030517578
2021-01-22,122.0199966430664
2021-01-25,124.81999969482422
2021-01-26,120.44999694824219
2021-01-27,122.69000244140625
2021-01-28,126.13999938964844
2021-01-29,122.2699966430664
2021-02-01,124.02999877929688
2021-02-02,135.10000610351562
2021-02-03,134.2899932861328
2021-02-04,139.89999389648438
2021-02-05,146.08999633789062
2021-02-08,152.0500030517578
2021-02-09,153.3000030517578
2021-02-10,151.6199951171875
2021-02-11,155.52999877929688
2021-02-12,157.17999267578125
2021-02-16,155.1699981689453
2021-02-17,152.8699951171875
2021-02-18,147.50999450683594
2021-02-19,152.0500030517578
2021-02-22,142.2100067138672
2021-02-23,138.7100067138672
2021-02-24,139.9600067138672
2021-02-25,132.8699951171875
2021-02-26,132.42999267578125
2021-03-01,141.27999877929688
2021-03-02,134.0
2021-03-03,125.01000213623047
2021-03-04,126.0199966430664
2021-03-05,128.05999755859375
2021-03-08,120.83999633789062
2021-03-09,128.97999572753906
2021-03-10,127.37000274658203
2021-03-11,132.38999938964844
2021-03-12,131.97000122070312
2021-03-15,132.11000061035156
2021-03-16,127.37000274658203
2021-03-17,130.64999389648438
2021-03-18,123.45999908447266
2021-03-19,127.86000061035156
2021-03-22,128.17999267578125
2021-03-23,123.62999725341797
2021-03-24,115.58999633789062
2021-03-25,117.30999755859375
2021-03-26,113.9800033569336
2021-03-29,109.41999816894531
2021-03-30,109.81999969482422
2021-03-31,109.69999694824219
2021-04-01,119.23999786376953
2021-04-05,111.33000183105469
2021-04-06,114.37000274658203
2021-04-07,109.93000030517578
2021-04-08,111.88999938964844
2021-04-09,110.9000015258789
2021-04-12,112.30000305175781
2021-04-13,105.5
2021-04-14,120.18000030517578
2021-04-15,121.05000305175781
2021-04-16,124.02999877929688
2021-04-19,121.37000274658203
2021-04-20,118.01000213623047
2021-04-21,119.66000366210938
2021-04-22,124.54000091552734
2021-04-23,129.85000610351562
2021-04-26,135.02999877929688
2021-04-27,139.99000549316406
2021-04-28,141.97999572753906
2021-04-29,139.05999755859375
2021-04-30,137.52999877929688
2021-05-03,133.86000061035156
2021-05-04,128.05999755859375
2021-05-05,106.33999633789062
2021-05-06,101.2699966430664
2021-05-07,100.69000244140625
2021-05-10,94.27999877929688
2021-05-11,94.91000366210938
2021-05-12,89.25
2021-05-13,88.36000061035156
2021-05-14,92.33999633789062
