,DXGE
2013-10-17,25.229999542236328
2013-10-18,25.389999389648438
2013-10-21,25.329999923706055
2013-10-22,25.520000457763672
2013-10-23,25.450000762939453
2013-10-24,25.6299991607666
2013-10-25,25.639999389648438
2013-10-28,25.520000457763672
2013-10-29,25.6299991607666
2013-10-30,25.5
2013-10-31,25.670000076293945
2013-11-01,25.65999984741211
2013-11-04,25.670000076293945
2013-11-05,25.59000015258789
2013-11-06,25.719999313354492
2013-11-07,25.440000534057617
2013-11-08,25.670000076293945
2013-11-11,25.719999313354492
2013-11-12,25.59000015258789
2013-11-13,25.59000015258789
2013-11-14,25.649999618530273
2013-11-15,25.790000915527344
2013-11-18,25.950000762939453
2013-11-19,25.889999389648438
2013-11-20,25.93000030517578
2013-11-21,26.020000457763672
2013-11-22,26.030000686645508
2013-11-25,26.100000381469727
2013-11-26,26.229999542236328
2013-11-27,26.329999923706055
2013-11-29,26.489999771118164
2013-12-02,26.450000762939453
2013-12-03,26.0
2013-12-04,25.770000457763672
2013-12-05,25.530000686645508
2013-12-06,25.93000030517578
2013-12-09,25.940000534057617
2013-12-10,25.700000762939453
2013-12-11,25.469999313354492
2013-12-12,25.420000076293945
2013-12-13,25.31999969482422
2013-12-16,25.700000762939453
2013-12-17,25.59000015258789
2013-12-18,25.899999618530273
2013-12-19,26.239999771118164
2013-12-20,26.389999389648438
2013-12-23,26.600000381469727
2013-12-24,26.739999771118164
2013-12-26,26.950000762939453
2013-12-27,26.850000381469727
2013-12-30,26.93000030517578
2013-12-31,27.100000381469727
2014-01-02,26.299999237060547
2014-01-03,26.440000534057617
2014-01-06,26.510000228881836
2014-01-07,26.59000015258789
2014-01-08,26.559999465942383
2014-01-09,26.489999771118164
2014-01-10,26.610000610351562
2014-01-13,26.450000762939453
2014-01-14,26.84000015258789
2014-01-15,27.34000015258789
2014-01-16,27.280000686645508
2014-01-17,27.18000030517578
2014-01-21,27.299999237060547
2014-01-22,27.309999465942383
2014-01-23,27.049999237060547
2014-01-24,26.270000457763672
2014-01-27,26.209999084472656
2014-01-28,26.459999084472656
2014-01-29,26.040000915527344
2014-01-30,26.329999923706055
2014-01-31,26.110000610351562
2014-02-03,25.530000686645508
2014-02-04,25.649999618530273
2014-02-05,25.670000076293945
2014-02-06,26.040000915527344
2014-02-07,26.25
2014-02-10,26.200000762939453
2014-02-11,26.65999984741211
2014-02-12,26.809999465942383
2014-02-13,27.020000457763672
2014-02-14,27.15999984741211
2014-02-18,27.1200008392334
2014-02-19,27.1200008392334
2014-02-20,27.110000610351562
2014-02-21,27.209999084472656
2014-02-24,27.389999389648438
2014-02-25,27.290000915527344
2014-02-26,27.110000610351562
2014-02-27,27.079999923706055
2014-02-28,27.190000534057617
2014-03-03,26.420000076293945
2014-03-04,26.979999542236328
2014-03-05,27.010000228881836
2014-03-06,26.989999771118164
2014-03-07,26.639999389648438
2014-03-10,26.290000915527344
2014-03-11,26.31999969482422
2014-03-12,26.15999984741211
2014-03-13,25.420000076293945
2014-03-14,25.649999618530273
2014-03-17,26.06999969482422
2014-03-18,26.270000457763672
2014-03-19,26.110000610351562
2014-03-20,26.15999984741211
2014-03-21,26.399999618530273
2014-03-24,26.1299991607666
2014-03-25,26.389999389648438
2014-03-26,26.719999313354492
2014-03-27,26.729999542236328
2014-03-28,27.020000457763672
2014-03-31,27.020000457763672
2014-04-01,27.139999389648438
2014-04-02,27.219999313354492
2014-04-03,27.239999771118164
2014-04-04,27.219999313354492
2014-04-07,26.829999923706055
2014-04-08,26.829999923706055
2014-04-09,26.899999618530273
2014-04-10,26.399999618530273
2014-04-11,26.350000381469727
2014-04-14,26.239999771118164
2014-04-15,26.030000686645508
2014-04-16,26.450000762939453
2014-04-17,26.549999237060547
2014-04-21,26.68000030517578
2014-04-22,27.1200008392334
2014-04-23,27.010000228881836
2014-04-24,26.940000534057617
2014-04-25,26.530000686645508
2014-04-28,26.530000686645508
2014-04-29,26.93000030517578
2014-04-30,27.049999237060547
2014-05-01,27.100000381469727
2014-05-02,26.8700008392334
2014-05-05,26.729999542236328
2014-05-06,26.6200008392334
2014-05-07,26.860000610351562
2014-05-08,26.8799991607666
2014-05-09,27.079999923706055
2014-05-12,27.270000457763672
2014-05-13,27.3799991607666
2014-05-14,27.389999389648438
2014-05-15,27.100000381469727
2014-05-16,27.049999237060547
2014-05-19,27.139999389648438
2014-05-20,27.139999389648438
2014-05-21,27.309999465942383
2014-05-22,27.3799991607666
2014-05-23,27.549999237060547
2014-05-27,27.979999542236328
2014-05-28,27.979999542236328
2014-05-29,28.0
2014-05-30,28.079999923706055
2014-06-02,28.0
2014-06-03,27.989999771118164
2014-06-04,27.989999771118164
2014-06-05,28.059999465942383
2014-06-06,28.200000762939453
2014-06-09,28.15999984741211
2014-06-10,28.270000457763672
2014-06-11,28.030000686645508
2014-06-12,28.0
2014-06-13,27.8700008392334
2014-06-16,27.979999542236328
2014-06-17,28.049999237060547
2014-06-18,28.18000030517578
2014-06-19,28.360000610351562
2014-06-20,28.18000030517578
2014-06-23,27.93000030517578
2014-06-24,27.889999389648438
2014-06-25,27.8700008392334
2014-06-26,27.799999237060547
2014-06-27,27.719999313354492
2014-06-30,27.860000610351562
2014-07-01,27.969999313354492
2014-07-02,27.8700008392334
2014-07-03,28.1200008392334
2014-07-07,27.8799991607666
2014-07-08,27.469999313354492
2014-07-09,27.520000457763672
2014-07-10,27.209999084472656
2014-07-11,27.170000076293945
2014-07-14,27.520000457763672
2014-07-15,27.309999465942383
2014-07-16,27.739999771118164
2014-07-17,27.329999923706055
2014-07-18,27.43000030517578
2014-07-21,27.43000030517578
2014-07-22,27.329999923706055
2014-07-23,27.389999389648438
2014-07-24,27.559999465942383
2014-07-25,27.229999542236328
2014-07-28,27.1200008392334
2014-07-29,27.1200008392334
2014-07-30,27.040000915527344
2014-07-31,26.329999923706055
2014-08-01,25.959999084472656
2014-08-04,26.040000915527344
2014-08-05,25.639999389648438
2014-08-06,25.59000015258789
2014-08-07,25.299999237060547
2014-08-08,25.639999389648438
2014-08-11,25.829999923706055
2014-08-12,25.549999237060547
2014-08-13,25.940000534057617
2014-08-14,25.989999771118164
2014-08-15,25.770000457763672
2014-08-18,26.100000381469727
2014-08-19,26.25
2014-08-20,26.260000228881836
2014-08-21,26.34000015258789
2014-08-22,26.299999237060547
2014-08-25,26.6200008392334
2014-08-26,26.850000381469727
2014-08-27,26.799999237060547
2014-08-28,26.5
2014-08-29,26.549999237060547
2014-09-02,26.65999984741211
2014-09-03,27.010000228881836
2014-09-04,27.1200008392334
2014-09-05,27.450000762939453
2014-09-08,27.139999389648438
2014-09-09,27.020000457763672
2014-09-10,27.110000610351562
2014-09-11,27.110000610351562
2014-09-12,26.8700008392334
2014-09-15,27.139999389648438
2014-09-16,27.079999923706055
2014-09-17,27.219999313354492
2014-09-18,27.309999465942383
2014-09-19,27.389999389648438
2014-09-22,27.010000228881836
2014-09-23,26.579999923706055
2014-09-24,26.760000228881836
2014-09-25,26.309999465942383
2014-09-26,26.3700008392334
2014-09-29,26.110000610351562
2014-09-30,26.219999313354492
2014-10-01,26.030000686645508
2014-10-02,25.799999237060547
2014-10-03,25.979999542236328
2014-10-06,25.610000610351562
2014-10-07,25.229999542236328
2014-10-08,25.520000457763672
2014-10-09,24.780000686645508
2014-10-10,24.469999313354492
2014-10-13,24.540000915527344
2014-10-14,24.59000015258789
2014-10-15,24.15999984741211
2014-10-16,23.8700008392334
2014-10-17,24.6299991607666
2014-10-20,24.31999969482422
2014-10-21,24.809999465942383
2014-10-22,24.709999084472656
2014-10-23,25.280000686645508
2014-10-24,25.1200008392334
2014-10-27,25.040000915527344
2014-10-28,25.389999389648438
2014-10-29,25.309999465942383
2014-10-30,25.549999237060547
2014-10-31,26.229999542236328
2014-11-03,25.989999771118164
2014-11-04,25.700000762939453
2014-11-05,26.079999923706055
2014-11-06,26.260000228881836
2014-11-07,25.950000762939453
2014-11-10,26.219999313354492
2014-11-11,26.290000915527344
2014-11-12,25.989999771118164
2014-11-13,25.940000534057617
2014-11-14,25.940000534057617
2014-11-17,26.187999725341797
2014-11-18,26.610000610351562
2014-11-19,26.649999618530273
2014-11-20,26.600000381469727
2014-11-21,27.149999618530273
2014-11-24,27.393999099731445
2014-11-25,27.6299991607666
2014-11-26,27.739999771118164
2014-11-28,27.84000015258789
2014-12-01,27.75
2014-12-02,27.84000015258789
2014-12-03,27.90999984741211
2014-12-04,27.766000747680664
2014-12-05,28.149999618530273
2014-12-08,27.851999282836914
2014-12-09,27.52199935913086
2014-12-10,27.280000686645508
2014-12-11,27.469999313354492
2014-12-12,26.770000457763672
2014-12-15,26.139999389648438
2014-12-16,26.43000030517578
2014-12-17,27.010000228881836
2014-12-18,27.530000686645508
2014-12-19,26.170000076293945
2014-12-22,26.399999618530273
2014-12-23,26.40999984741211
2014-12-24,26.558000564575195
2014-12-26,26.56999969482422
2014-12-29,26.441999435424805
2014-12-30,26.145999908447266
2014-12-31,26.1200008392334
2015-01-02,26.170000076293945
2015-01-05,25.440000534057617
2015-01-06,25.479999542236328
2015-01-07,25.65999984741211
2015-01-08,26.350000381469727
2015-01-09,26.009000778198242
2015-01-12,26.1200008392334
2015-01-13,26.218000411987305
2015-01-14,26.360000610351562
2015-01-15,26.690000534057617
2015-01-16,27.3799991607666
2015-01-20,27.3799991607666
2015-01-21,27.489999771118164
2015-01-22,27.979999542236328
2015-01-23,28.190000534057617
2015-01-26,28.690000534057617
2015-01-27,28.290000915527344
2015-01-28,28.139999389648438
2015-01-29,28.719999313354492
2015-01-30,28.299999237060547
2015-02-02,28.781999588012695
2015-02-03,28.989999771118164
2015-02-04,28.739999771118164
2015-02-05,28.989999771118164
2015-02-06,28.65999984741211
2015-02-09,28.31999969482422
2015-02-10,28.700000762939453
2015-02-11,28.600000381469727
2015-02-12,29.1299991607666
2015-02-13,29.139999389648438
2015-02-17,29.010000228881836
2015-02-18,29.1299991607666
2015-02-19,29.219999313354492
2015-02-20,29.579999923706055
2015-02-23,29.579999923706055
2015-02-24,29.809999465942383
2015-02-25,29.799999237060547
2015-02-26,30.079999923706055
2015-02-27,30.190000534057617
2015-03-02,30.329999923706055
2015-03-03,30.040000915527344
2015-03-04,30.219999313354492
2015-03-05,30.459999084472656
2015-03-06,30.469999313354492
2015-03-09,30.6200008392334
2015-03-10,30.459999084472656
2015-03-11,31.149999618530273
2015-03-12,31.229999542236328
2015-03-13,31.469999313354492
2015-03-16,31.90999984741211
2015-03-17,31.56999969482422
2015-03-18,31.229999542236328
2015-03-19,31.299999237060547
2015-03-20,31.68000030517578
2015-03-23,31.170000076293945
2015-03-24,31.43000030517578
2015-03-25,31.149999618530273
2015-03-26,31.18000030517578
2015-03-27,31.238000869750977
2015-03-30,31.68000030517578
2015-03-31,31.299999237060547
2015-04-01,31.56999969482422
2015-04-02,31.530000686645508
2015-04-06,31.649999618530273
2015-04-07,31.770000457763672
2015-04-08,31.760000228881836
2015-04-09,32.15999984741211
2015-04-10,32.560001373291016
2015-04-13,32.29999923706055
2015-04-14,32.25
2015-04-15,32.15999984741211
2015-04-16,31.6299991607666
2015-04-17,30.829999923706055
2015-04-20,31.34000015258789
2015-04-21,31.59000015258789
2015-04-22,31.440000534057617
2015-04-23,31.049999237060547
2015-04-24,31.079999923706055
2015-04-27,31.510000228881836
2015-04-28,31.110000610351562
2015-04-29,30.209999084472656
2015-04-30,29.899999618530273
2015-05-01,30.270000457763672
2015-05-04,30.5
2015-05-05,29.81999969482422
2015-05-06,29.75
2015-05-07,29.8799991607666
2015-05-08,30.690000534057617
2015-05-11,30.5
2015-05-12,30.149999618530273
2015-05-13,29.735000610351562
2015-05-14,30.329999923706055
2015-05-15,30.110000610351562
2015-05-18,30.469999313354492
2015-05-19,30.940000534057617
2015-05-20,31.040000915527344
2015-05-21,31.059999465942383
2015-05-22,30.959999084472656
2015-05-26,30.510000228881836
2015-05-27,30.809999465942383
2015-05-28,30.59000015258789
2015-05-29,29.989999771118164
2015-06-01,30.079999923706055
2015-06-02,29.729999542236328
2015-06-03,29.90999984741211
2015-06-04,29.530000686645508
2015-06-05,29.389999389648438
2015-06-08,28.8799991607666
2015-06-09,28.729999542236328
2015-06-10,29.5
2015-06-11,29.639999389648438
2015-06-12,29.350000381469727
2015-06-15,28.899999618530273
2015-06-16,29.0
2015-06-17,28.6200008392334
2015-06-18,29.15999984741211
2015-06-19,28.920000076293945
2015-06-22,29.3700008392334
2015-06-23,29.760000228881836
2015-06-24,29.3700008392334
2015-06-25,29.40999984741211
2015-06-26,29.65999984741211
2015-06-29,28.270000457763672
2015-06-30,28.450000762939453
2015-07-01,28.850000381469727
2015-07-02,28.760000228881836
2015-07-06,28.170000076293945
2015-07-07,28.270000457763672
2015-07-08,27.670000076293945
2015-07-09,28.329999923706055
2015-07-10,29.350000381469727
2015-07-13,29.549999237060547
2015-07-14,29.6299991607666
2015-07-15,29.610000610351562
2015-07-16,30.079999923706055
2015-07-17,29.989999771118164
2015-07-20,30.200000762939453
2015-07-21,29.809999465942383
2015-07-22,29.709999084472656
2015-07-23,29.5
2015-07-24,29.1299991607666
2015-07-27,28.530000686645508
2015-07-28,28.950000762939453
2015-07-29,29.06999969482422
2015-07-30,29.059999465942383
2015-07-31,29.170000076293945
2015-08-03,29.469999313354492
2015-08-04,29.610000610351562
2015-08-05,29.889999389648438
2015-08-06,29.860000610351562
2015-08-07,29.719999313354492
2015-08-10,29.90999984741211
2015-08-11,29.200000762939453
2015-08-12,28.56999969482422
2015-08-13,28.489999771118164
2015-08-14,28.610000610351562
2015-08-17,28.440000534057617
2015-08-18,28.264999389648438
2015-08-19,27.72599983215332
2015-08-20,26.719999313354492
2015-08-21,25.8799991607666
2015-08-24,24.93000030517578
2015-08-25,25.350000381469727
2015-08-26,26.420000076293945
2015-08-27,26.8700008392334
2015-08-28,26.760000228881836
2015-08-31,26.579999923706055
2015-09-01,25.812999725341797
2015-09-02,26.299999237060547
2015-09-03,26.610000610351562
2015-09-04,26.030000686645508
2015-09-08,26.81999969482422
2015-09-09,26.479999542236328
2015-09-10,26.670000076293945
2015-09-11,26.469999313354492
2015-09-14,26.360000610351562
2015-09-15,26.559999465942383
2015-09-16,26.6200008392334
2015-09-17,26.520000457763672
2015-09-18,25.850000381469727
2015-09-21,25.920000076293945
2015-09-22,25.100000381469727
2015-09-23,25.100000381469727
2015-09-24,24.899999618530273
2015-09-25,25.079999923706055
2015-09-28,24.690000534057617
2015-09-29,24.770000457763672
2015-09-30,25.270000457763672
2015-10-01,25.049999237060547
2015-10-02,25.31999969482422
2015-10-05,25.809999465942383
2015-10-06,25.829999923706055
2015-10-07,26.280000686645508
2015-10-08,26.459999084472656
2015-10-09,26.520000457763672
2015-10-12,26.520000457763672
2015-10-13,26.139999389648438
2015-10-14,26.0
2015-10-15,26.559999465942383
2015-10-16,26.440000534057617
2015-10-19,26.549999237060547
2015-10-20,26.540000915527344
