,BIOX
2018-07-09,9.670000076293945
2018-07-10,9.670000076293945
2018-07-11,9.670000076293945
2018-07-12,9.699999809265137
2018-07-13,9.6899995803833
2018-07-16,9.6899995803833
2018-07-17,9.6899995803833
2018-07-18,9.670000076293945
2018-07-19,9.670000076293945
2018-07-20,9.670000076293945
2018-07-23,9.6899995803833
2018-07-24,9.699999809265137
2018-07-25,9.699999809265137
2018-07-26,9.699999809265137
2018-07-27,9.680000305175781
2018-07-30,9.680000305175781
2018-07-31,9.692999839782715
2018-08-01,9.699999809265137
2018-08-02,9.699999809265137
2018-08-03,9.680000305175781
2018-08-06,9.680000305175781
2018-08-07,9.720000267028809
2018-08-08,9.720000267028809
2018-08-09,9.720000267028809
2018-08-10,9.720000267028809
2018-08-13,9.720000267028809
2018-08-14,9.699999809265137
2018-08-15,9.699999809265137
2018-08-16,9.680000305175781
2018-08-17,9.680000305175781
2018-08-20,9.680000305175781
2018-08-21,9.699999809265137
2018-08-22,9.720000267028809
2018-08-23,9.720000267028809
2018-08-24,9.720000267028809
2018-08-27,9.699999809265137
2018-08-28,9.699999809265137
2018-08-29,9.699999809265137
2018-08-30,9.699999809265137
2018-08-31,9.729999542236328
2018-09-04,9.729999542236328
2018-09-05,9.729999542236328
2018-09-06,9.729999542236328
2018-09-07,9.729999542236328
2018-09-10,9.729999542236328
2018-09-11,9.729999542236328
2018-09-12,9.718999862670898
2018-09-13,9.729999542236328
2018-09-14,9.729999542236328
2018-09-17,9.729999542236328
2018-09-18,9.729999542236328
2018-09-19,9.729999542236328
2018-09-20,9.699999809265137
2018-09-21,9.699999809265137
2018-09-24,9.850000381469727
2018-09-25,9.899999618530273
2018-09-26,9.710000038146973
2018-09-27,9.710000038146973
2018-09-28,9.75
2018-10-01,9.729999542236328
2018-10-02,9.729999542236328
2018-10-03,9.729999542236328
2018-10-04,9.75
2018-10-05,9.720000267028809
2018-10-08,9.720000267028809
2018-10-09,9.720000267028809
2018-10-10,9.720000267028809
2018-10-11,9.729999542236328
2018-10-12,9.65999984741211
2018-10-15,9.65999984741211
2018-10-16,9.699999809265137
2018-10-17,9.720000267028809
2018-10-18,9.729999542236328
2018-10-19,9.729999542236328
2018-10-22,9.739999771118164
2018-10-23,9.739999771118164
2018-10-24,9.739999771118164
2018-10-25,9.739999771118164
2018-10-26,9.75
2018-10-29,9.75
2018-10-30,9.75
2018-10-31,9.75
2018-11-01,9.75
2018-11-02,9.75
2018-11-05,9.75
2018-11-06,9.75
2018-11-07,9.75
2018-11-08,9.729999542236328
2018-11-09,10.020000457763672
2018-11-12,10.0
2018-11-13,10.020000457763672
2018-11-14,10.020000457763672
2018-11-15,10.029999732971191
2018-11-16,10.0
2018-11-19,10.0
2018-11-20,10.0
2018-11-21,10.0
2018-11-23,10.039999961853027
2018-11-26,10.0
2018-11-27,10.010000228881836
2018-11-28,10.010000228881836
2018-11-29,10.0
2018-11-30,10.0
2018-12-03,10.0
2018-12-04,10.0
2018-12-06,10.0
2018-12-07,10.0
2018-12-10,10.0
2018-12-11,10.100000381469727
2018-12-12,10.100000381469727
2018-12-13,10.0600004196167
2018-12-14,10.050000190734863
2018-12-17,10.050000190734863
2018-12-18,10.050000190734863
2018-12-19,10.050000190734863
2018-12-20,10.050000190734863
2018-12-21,10.050000190734863
2018-12-24,10.039999961853027
2018-12-26,10.010000228881836
2018-12-27,10.001999855041504
2018-12-28,10.001999855041504
2018-12-31,10.069999694824219
2019-01-02,10.069999694824219
2019-01-03,10.069999694824219
2019-01-04,10.069999694824219
2019-01-07,10.069999694824219
2019-01-08,10.050000190734863
2019-01-09,10.09000015258789
2019-01-10,10.069999694824219
2019-01-11,10.069999694824219
2019-01-14,10.050000190734863
2019-01-15,10.057999610900879
2019-01-16,10.057999610900879
2019-01-17,10.057999610900879
2019-01-18,10.057999610900879
2019-01-22,10.069999694824219
2019-01-23,10.069999694824219
2019-01-24,10.069999694824219
2019-01-25,10.069999694824219
2019-01-28,10.069999694824219
2019-01-29,10.069999694824219
2019-01-30,10.069999694824219
2019-01-31,10.09000015258789
2019-02-01,10.09000015258789
2019-02-04,10.09000015258789
2019-02-05,10.09000015258789
2019-02-06,10.085000038146973
2019-02-07,10.079999923706055
2019-02-08,10.079999923706055
2019-02-11,10.079999923706055
2019-02-12,10.079999923706055
2019-02-13,10.079999923706055
2019-02-14,10.020000457763672
2019-02-15,10.020000457763672
2019-02-19,9.15999984741211
2019-02-20,8.949999809265137
2019-02-21,7.110000133514404
2019-02-22,5.800000190734863
2019-02-25,5.320000171661377
2019-02-26,6.139999866485596
2019-02-27,5.650000095367432
2019-02-28,5.610000133514404
2019-03-01,5.300000190734863
2019-03-04,6.070000171661377
2019-03-05,6.159999847412109
2019-03-06,7.050000190734863
2019-03-07,7.75
2019-03-08,7.682000160217285
2019-03-11,7.699999809265137
2019-03-12,9.0
2019-03-13,9.430000305175781
2019-03-14,5.349999904632568
2019-03-15,4.900000095367432
2019-03-18,4.900000095367432
2019-03-19,5.150000095367432
2019-03-20,5.199999809265137
2019-03-21,5.449999809265137
2019-03-22,5.114999771118164
2019-03-25,5.0
2019-03-26,5.039999961853027
2019-03-27,5.699999809265137
2019-03-28,5.079999923706055
2019-03-29,5.21999979019165
2019-04-01,5.170000076293945
2019-04-02,5.0
2019-04-03,4.849999904632568
2019-04-04,4.900000095367432
2019-04-05,4.53000020980835
2019-04-08,5.0
2019-04-09,4.764999866485596
2019-04-10,4.800000190734863
2019-04-11,4.650000095367432
2019-04-12,4.53000020980835
2019-04-15,4.869999885559082
2019-04-16,4.800000190734863
2019-04-17,4.864999771118164
2019-04-18,4.800000190734863
2019-04-22,4.800000190734863
2019-04-23,4.900000095367432
2019-04-24,4.559999942779541
2019-04-25,4.5
2019-04-26,4.349999904632568
2019-04-29,4.449999809265137
2019-04-30,4.519999980926514
2019-05-01,4.550000190734863
2019-05-02,4.577000141143799
2019-05-03,4.639999866485596
2019-05-06,4.617000102996826
2019-05-07,4.650000095367432
2019-05-08,4.800000190734863
2019-05-09,4.570000171661377
2019-05-10,4.610000133514404
2019-05-13,4.570000171661377
2019-05-14,4.204999923706055
2019-05-15,4.289999961853027
2019-05-16,4.420000076293945
2019-05-17,4.099999904632568
2019-05-20,4.156000137329102
2019-05-21,4.329999923706055
2019-05-22,4.400000095367432
2019-05-23,4.210000038146973
2019-05-24,4.784999847412109
2019-05-28,4.980000019073486
2019-05-29,4.679999828338623
2019-05-30,4.46999979019165
2019-05-31,4.150000095367432
2019-06-03,4.099999904632568
2019-06-04,4.150000095367432
2019-06-05,4.110000133514404
2019-06-06,4.150000095367432
2019-06-07,4.300000190734863
2019-06-10,4.300000190734863
2019-06-11,4.170000076293945
2019-06-12,4.28000020980835
2019-06-13,4.650000095367432
2019-06-14,4.885000228881836
2019-06-17,5.059999942779541
2019-06-18,5.0
2019-06-19,5.099999904632568
2019-06-20,5.0
2019-06-21,5.175000190734863
2019-06-24,5.340000152587891
2019-06-25,5.21999979019165
2019-06-26,5.300000190734863
2019-06-27,5.38100004196167
2019-06-28,5.300000190734863
2019-07-01,5.25
2019-07-02,5.300000190734863
2019-07-03,5.46999979019165
2019-07-05,5.400000095367432
2019-07-08,5.321000099182129
2019-07-09,5.321000099182129
2019-07-10,5.485000133514404
2019-07-11,5.559999942779541
2019-07-12,5.670000076293945
2019-07-15,5.900000095367432
2019-07-16,5.989999771118164
2019-07-17,6.050000190734863
2019-07-18,6.070000171661377
2019-07-19,6.28000020980835
2019-07-22,6.190000057220459
2019-07-23,6.139999866485596
2019-07-24,6.199999809265137
2019-07-25,6.349999904632568
2019-07-26,6.059999942779541
2019-07-29,6.28000020980835
2019-07-30,6.010000228881836
2019-07-31,6.03000020980835
2019-08-01,6.019999980926514
2019-08-02,6.130000114440918
2019-08-05,5.920000076293945
2019-08-06,6.050000190734863
2019-08-07,6.090000152587891
2019-08-08,6.699999809265137
2019-08-09,7.199999809265137
2019-08-12,6.21999979019165
2019-08-13,6.5
2019-08-14,6.179999828338623
2019-08-15,6.159999847412109
2019-08-16,6.510000228881836
2019-08-19,6.550000190734863
2019-08-20,6.25
2019-08-21,6.550000190734863
2019-08-22,6.360000133514404
2019-08-23,5.989999771118164
2019-08-26,6.071000099182129
2019-08-27,5.670000076293945
2019-08-28,5.670000076293945
2019-08-29,5.690000057220459
2019-08-30,5.820000171661377
2019-09-03,6.0
2019-09-04,6.28000020980835
2019-09-05,6.199999809265137
2019-09-06,6.5
2019-09-09,6.519999980926514
2019-09-10,6.670000076293945
2019-09-11,7.03000020980835
2019-09-12,6.800000190734863
2019-09-13,6.789999961853027
2019-09-16,6.800000190734863
2019-09-17,6.800000190734863
2019-09-18,6.300000190734863
2019-09-19,6.400000095367432
2019-09-20,6.539999961853027
2019-09-23,6.53000020980835
2019-09-24,6.25
2019-09-25,6.25
2019-09-26,6.300000190734863
2019-09-27,6.400000095367432
2019-09-30,6.449999809265137
2019-10-01,6.400000095367432
2019-10-02,6.000999927520752
2019-10-03,6.099999904632568
2019-10-04,6.239999771118164
2019-10-07,6.448999881744385
2019-10-08,6.206999778747559
2019-10-09,6.489999771118164
2019-10-10,6.400000095367432
2019-10-11,6.349999904632568
2019-10-14,6.696000099182129
2019-10-15,6.610000133514404
2019-10-16,6.349999904632568
2019-10-17,6.380000114440918
2019-10-18,6.315000057220459
2019-10-21,6.385000228881836
2019-10-22,6.229000091552734
2019-10-23,5.949999809265137
2019-10-24,5.989999771118164
2019-10-25,5.699999809265137
2019-10-28,5.539999961853027
2019-10-29,5.474999904632568
2019-10-30,5.702000141143799
2019-10-31,6.179999828338623
2019-11-01,6.190000057220459
2019-11-04,6.159999847412109
2019-11-05,6.159999847412109
2019-11-06,6.0
2019-11-07,5.75
2019-11-08,5.820000171661377
2019-11-11,5.809999942779541
2019-11-12,5.500999927520752
2019-11-13,5.64900016784668
2019-11-14,5.579999923706055
2019-11-15,5.78000020980835
2019-11-18,5.760000228881836
2019-11-19,5.718999862670898
2019-11-20,5.616000175476074
2019-11-21,5.78000020980835
2019-11-22,5.849999904632568
2019-11-25,5.960000038146973
2019-11-26,5.60099983215332
2019-11-27,5.800000190734863
2019-11-29,5.730000019073486
2019-12-02,5.440000057220459
2019-12-03,5.590000152587891
2019-12-04,5.46999979019165
2019-12-05,5.46999979019165
2019-12-06,5.420000076293945
2019-12-09,5.5
2019-12-10,5.519999980926514
2019-12-11,5.369999885559082
2019-12-12,5.320000171661377
2019-12-13,5.349999904632568
2019-12-16,5.48199987411499
2019-12-17,5.355000019073486
2019-12-18,5.440000057220459
2019-12-19,5.440000057220459
2019-12-20,5.184999942779541
2019-12-23,5.267000198364258
2019-12-24,5.388999938964844
2019-12-26,5.340000152587891
2019-12-27,5.139999866485596
2019-12-30,5.139999866485596
2019-12-31,5.048999786376953
2020-01-02,5.048999786376953
2020-01-03,5.300000190734863
2020-01-06,5.294000148773193
2020-01-07,5.15500020980835
2020-01-08,5.119999885559082
2020-01-09,5.300000190734863
2020-01-10,5.300000190734863
2020-01-13,5.300000190734863
2020-01-14,5.239999771118164
2020-01-15,5.135000228881836
2020-01-16,5.300000190734863
2020-01-17,5.300000190734863
2020-01-21,5.099999904632568
2020-01-22,5.210000038146973
2020-01-23,5.199999809265137
2020-01-24,5.199999809265137
2020-01-27,5.099999904632568
2020-01-28,5.099999904632568
2020-01-29,5.199999809265137
2020-01-30,5.179999828338623
2020-01-31,5.179999828338623
2020-02-03,5.081999778747559
2020-02-04,4.949999809265137
2020-02-05,5.0
2020-02-06,5.059999942779541
2020-02-07,5.132999897003174
2020-02-10,5.110000133514404
2020-02-11,5.150000095367432
2020-02-12,5.349999904632568
2020-02-13,5.489999771118164
2020-02-14,5.800000190734863
2020-02-18,6.119999885559082
2020-02-19,5.800000190734863
2020-02-20,5.8460001945495605
2020-02-21,5.900000095367432
2020-02-24,5.636000156402588
2020-02-25,5.26800012588501
2020-02-26,5.489999771118164
2020-02-27,5.659999847412109
2020-02-28,5.659999847412109
2020-03-02,5.659999847412109
2020-03-03,5.909999847412109
2020-03-04,5.909999847412109
2020-03-05,5.420000076293945
2020-03-06,5.0
2020-03-09,4.710000038146973
2020-03-10,5.519999980926514
2020-03-11,5.199999809265137
2020-03-12,4.468999862670898
2020-03-13,4.5
2020-03-16,4.789999961853027
2020-03-17,4.869999885559082
2020-03-18,4.599999904632568
2020-03-19,4.849999904632568
2020-03-20,4.71999979019165
2020-03-23,4.739999771118164
2020-03-24,4.730000019073486
2020-03-25,4.849999904632568
2020-03-26,4.650000095367432
2020-03-27,4.974999904632568
2020-03-30,4.949999809265137
2020-03-31,4.900000095367432
2020-04-01,4.630000114440918
2020-04-02,4.739999771118164
2020-04-03,4.863999843597412
2020-04-06,4.900000095367432
2020-04-07,4.900000095367432
2020-04-08,4.900000095367432
2020-04-09,4.900000095367432
2020-04-13,4.699999809265137
2020-04-14,4.670000076293945
2020-04-15,4.670000076293945
2020-04-16,4.800000190734863
2020-04-17,4.739999771118164
2020-04-20,4.650000095367432
2020-04-21,4.599999904632568
2020-04-22,4.670000076293945
2020-04-23,4.7230000495910645
2020-04-24,4.8420000076293945
2020-04-27,4.949999809265137
2020-04-28,4.900000095367432
2020-04-29,5.75
2020-04-30,6.420000076293945
2020-05-01,5.614999771118164
2020-05-04,5.5
2020-05-05,5.320000171661377
2020-05-06,5.099999904632568
2020-05-07,5.050000190734863
2020-05-08,5.849999904632568
2020-05-11,6.085000038146973
2020-05-12,5.692999839782715
2020-05-13,5.692999839782715
2020-05-14,5.9629998207092285
2020-05-15,5.96999979019165
2020-05-18,6.289999961853027
2020-05-19,6.090000152587891
2020-05-20,5.98199987411499
2020-05-21,5.809999942779541
2020-05-22,5.89900016784668
2020-05-26,5.900000095367432
2020-05-27,5.949999809265137
2020-05-28,6.5
2020-05-29,6.690000057220459
2020-06-01,6.840000152587891
2020-06-02,6.690000057220459
2020-06-03,6.5
2020-06-04,6.0
2020-06-05,6.203000068664551
2020-06-08,6.320000171661377
2020-06-09,6.139999866485596
2020-06-10,6.119999885559082
2020-06-11,5.840000152587891
2020-06-12,5.964000225067139
2020-06-15,5.940000057220459
2020-06-16,5.809999942779541
2020-06-17,5.769999980926514
2020-06-18,5.940000057220459
2020-06-19,6.239999771118164
2020-06-22,6.210000038146973
2020-06-23,6.480000019073486
2020-06-24,6.355000019073486
2020-06-25,6.989999771118164
2020-06-26,6.71999979019165
2020-06-29,6.190000057220459
2020-06-30,6.059999942779541
2020-07-01,6.295000076293945
2020-07-02,6.025000095367432
2020-07-06,6.349999904632568
2020-07-07,6.139999866485596
2020-07-08,6.15500020980835
2020-07-09,6.019999980926514
2020-07-10,6.0
2020-07-13,5.985000133514404
2020-07-14,5.920000076293945
2020-07-15,5.710000038146973
2020-07-16,5.7820000648498535
2020-07-17,5.565000057220459
2020-07-20,5.650000095367432
2020-07-21,5.980000019073486
2020-07-22,5.940000057220459
2020-07-23,5.860000133514404
2020-07-24,5.625
2020-07-27,5.739999771118164
2020-07-28,5.019999980926514
2020-07-29,4.949999809265137
2020-07-30,5.039999961853027
2020-07-31,5.420000076293945
2020-08-03,5.301000118255615
2020-08-04,5.900000095367432
2020-08-05,5.699999809265137
2020-08-06,6.0
2020-08-07,5.855000019073486
2020-08-10,5.820000171661377
2020-08-11,5.900000095367432
2020-08-12,5.949999809265137
2020-08-13,6.0
2020-08-14,6.0
2020-08-17,5.869999885559082
2020-08-18,5.610000133514404
2020-08-19,5.409999847412109
2020-08-20,5.289999961853027
2020-08-21,5.03000020980835
2020-08-24,5.199999809265137
2020-08-25,5.260000228881836
2020-08-26,6.099999904632568
2020-08-27,6.079999923706055
2020-08-28,5.510000228881836
2020-08-31,5.539999961853027
2020-09-01,5.659999847412109
2020-09-02,5.659999847412109
2020-09-03,5.409999847412109
2020-09-04,5.400000095367432
2020-09-08,5.300000190734863
2020-09-09,5.420000076293945
2020-09-10,5.690000057220459
2020-09-11,5.679999828338623
2020-09-14,5.949999809265137
2020-09-15,5.800000190734863
2020-09-16,5.699999809265137
2020-09-17,5.644999980926514
2020-09-18,5.639999866485596
2020-09-21,5.539999961853027
2020-09-22,5.264999866485596
2020-09-23,5.440000057220459
2020-09-24,5.389999866485596
2020-09-25,5.340000152587891
2020-09-28,5.349999904632568
2020-09-29,5.25
2020-09-30,5.360000133514404
2020-10-01,5.360000133514404
2020-10-02,5.28000020980835
2020-10-05,5.599999904632568
2020-10-06,5.829999923706055
2020-10-07,5.860000133514404
2020-10-08,6.360000133514404
2020-10-09,6.389999866485596
2020-10-12,6.488999843597412
2020-10-13,6.150000095367432
2020-10-14,5.900000095367432
2020-10-15,5.78000020980835
2020-10-16,5.739999771118164
2020-10-19,5.510000228881836
2020-10-20,5.809999942779541
2020-10-21,5.789999961853027
2020-10-22,5.75
2020-10-23,5.429999828338623
2020-10-26,5.309999942779541
2020-10-27,5.324999809265137
2020-10-28,5.289999961853027
2020-10-29,5.414999961853027
2020-10-30,6.050000190734863
2020-11-02,5.590000152587891
2020-11-03,5.610000133514404
2020-11-04,5.5
2020-11-05,5.550000190734863
2020-11-06,5.449999809265137
2020-11-09,5.75
2020-11-10,5.889999866485596
2020-11-11,5.849999904632568
2020-11-12,5.849999904632568
2020-11-13,5.840000152587891
2020-11-16,5.960000038146973
2020-11-17,5.809999942779541
2020-11-18,5.650000095367432
2020-11-19,5.670000076293945
2020-11-20,5.670000076293945
2020-11-23,5.630000114440918
2020-11-24,5.579999923706055
2020-11-25,5.590000152587891
2020-11-27,5.71999979019165
2020-11-30,6.099999904632568
2020-12-01,5.702000141143799
2020-12-02,5.659999847412109
2020-12-03,5.5
2020-12-04,5.690000057220459
2020-12-07,5.570000171661377
2020-12-08,5.599999904632568
2020-12-09,5.619999885559082
2020-12-10,5.519999980926514
2020-12-11,5.429999828338623
2020-12-14,5.420000076293945
2020-12-15,5.440000057220459
2020-12-16,5.480000019073486
2020-12-17,5.21999979019165
2020-12-18,5.5
2020-12-21,5.550000190734863
2020-12-22,5.664999961853027
2020-12-23,5.71999979019165
2020-12-24,5.579999923706055
2020-12-28,5.699999809265137
2020-12-29,5.690000057220459
2020-12-30,5.695000171661377
2020-12-31,6.199999809265137
2021-01-04,6.150000095367432
2021-01-05,6.199999809265137
2021-01-06,6.184999942779541
2021-01-07,6.239999771118164
2021-01-08,6.53000020980835
2021-01-11,6.739999771118164
2021-01-12,6.96999979019165
2021-01-13,7.550000190734863
2021-01-14,7.889999866485596
2021-01-15,7.900000095367432
2021-01-19,8.100000381469727
2021-01-20,8.880000114440918
2021-01-21,7.949999809265137
2021-01-22,8.039999961853027
2021-01-25,8.0
2021-01-26,8.09000015258789
2021-01-27,7.800000190734863
2021-01-28,7.440000057220459
2021-01-29,7.110000133514404
2021-02-01,7.610000133514404
2021-02-02,7.860000133514404
2021-02-03,8.350000381469727
2021-02-04,8.699999809265137
2021-02-05,8.819999694824219
2021-02-08,8.989999771118164
2021-02-09,8.651000022888184
2021-02-10,8.770000457763672
2021-02-11,8.399999618530273
2021-02-12,8.600000381469727
2021-02-16,8.619999885559082
2021-02-17,8.270000457763672
2021-02-18,8.5
2021-02-19,8.600000381469727
2021-02-22,8.619000434875488
2021-02-23,8.119999885559082
2021-02-24,8.520000457763672
2021-02-25,8.279999732971191
2021-02-26,8.199999809265137
2021-03-01,7.989999771118164
2021-03-02,7.96999979019165
2021-03-03,7.610000133514404
2021-03-04,7.869999885559082
2021-03-05,7.449999809265137
2021-03-08,7.860000133514404
2021-03-09,7.849999904632568
2021-03-10,7.960000038146973
2021-03-11,8.029999732971191
2021-03-12,8.109999656677246
2021-03-15,9.970000267028809
2021-03-16,11.100000381469727
2021-03-17,11.1899995803833
2021-03-18,10.229999542236328
2021-03-19,10.010000228881836
2021-03-22,10.25
2021-03-23,10.010000228881836
2021-03-24,9.930000305175781
2021-03-25,10.020000457763672
2021-03-26,10.1899995803833
2021-03-29,9.789999961853027
2021-03-30,10.050000190734863
2021-03-31,10.180000305175781
2021-04-01,10.550000190734863
2021-04-05,11.199999809265137
2021-04-06,11.210000038146973
2021-04-07,11.619999885559082
2021-04-08,13.869999885559082
2021-04-09,14.609999656677246
2021-04-12,13.34000015258789
2021-04-13,13.109999656677246
2021-04-14,13.050000190734863
2021-04-15,13.300000190734863
2021-04-16,13.25
2021-04-19,13.149999618530273
2021-04-20,13.100000381469727
2021-04-21,13.430000305175781
2021-04-22,13.40999984741211
2021-04-23,13.579999923706055
2021-04-26,13.90999984741211
2021-04-27,14.460000038146973
2021-04-28,14.880000114440918
2021-04-29,15.279999732971191
2021-04-30,15.0
2021-05-03,15.0
2021-05-04,15.0
2021-05-05,15.164999961853027
2021-05-06,15.0
2021-05-07,14.899999618530273
2021-05-10,15.020000457763672
2021-05-11,15.350000381469727
2021-05-12,14.75
2021-05-13,15.119999885559082
2021-05-14,15.1899995803833
