,FLNT
2012-02-03,5.050000190734863
2012-02-06,5.25
2012-02-07,5.5
2012-02-08,5.300000190734863
2012-02-09,5.800000190734863
2012-02-10,5.699999809265137
2012-02-13,5.5
2012-02-14,5.5
2012-02-15,5.5
2012-02-16,5.5
2012-02-17,5.449999809265137
2012-02-21,7.25
2012-02-22,7.75
2012-02-23,7.5
2012-02-24,7.650000095367432
2012-02-27,9.0
2012-02-28,8.5
2012-02-29,8.75
2012-03-01,8.600000381469727
2012-03-02,7.800000190734863
2012-03-05,7.5
2012-03-06,7.650000095367432
2012-03-07,7.650000095367432
2012-03-08,7.449999809265137
2012-03-09,7.900000095367432
2012-03-12,8.75
2012-03-13,8.5
2012-03-14,7.900000095367432
2012-03-15,7.5
2012-03-16,8.25
2012-03-19,7.75
2012-03-20,7.449999809265137
2012-03-21,7.75
2012-03-22,7.449999809265137
2012-03-23,8.0
2012-03-26,8.25
2012-03-27,8.25
2012-03-28,8.100000381469727
2012-03-29,7.599999904632568
2012-03-30,8.350000381469727
2012-04-02,9.050000190734863
2012-04-03,8.5
2012-04-04,8.25
2012-04-05,9.199999809265137
2012-04-09,8.5
2012-04-10,7.599999904632568
2012-04-11,8.100000381469727
2012-04-12,9.350000381469727
2012-04-13,8.449999809265137
2012-04-16,9.0
2012-04-17,9.0
2012-04-18,9.5
2012-04-19,9.5
2012-04-20,9.449999809265137
2012-04-23,9.399999618530273
2012-04-24,9.5
2012-04-25,9.649999618530273
2012-04-26,9.649999618530273
2012-04-27,9.600000381469727
2012-04-30,9.649999618530273
2012-05-01,9.600000381469727
2012-05-02,9.600000381469727
2012-05-03,9.600000381469727
2012-05-04,9.600000381469727
2012-05-07,9.600000381469727
2012-05-08,9.600000381469727
2012-05-09,9.5
2012-05-10,9.550000190734863
2012-05-11,9.550000190734863
2012-05-14,9.550000190734863
2012-05-15,9.399999618530273
2012-05-16,9.399999618530273
2012-05-17,8.25
2012-05-18,7.449999809265137
2012-05-21,7.949999809265137
2012-05-22,8.0
2012-05-23,8.449999809265137
2012-05-24,9.399999618530273
2012-05-25,9.25
2012-05-29,9.100000381469727
2012-05-30,9.100000381469727
2012-05-31,9.149999618530273
2012-06-01,9.100000381469727
2012-06-04,9.100000381469727
2012-06-05,9.899999618530273
2012-06-06,9.899999618530273
2012-06-07,9.949999809265137
2012-06-08,9.5
2012-06-11,9.350000381469727
2012-06-12,9.5
2012-06-13,9.100000381469727
2012-06-14,9.399999618530273
2012-06-15,9.25
2012-06-18,9.300000190734863
2012-06-19,9.149999618530273
2012-06-20,9.100000381469727
2012-06-21,9.100000381469727
2012-06-22,9.100000381469727
2012-06-25,9.100000381469727
2012-06-26,9.100000381469727
2012-06-27,9.0
2012-06-28,8.5
2012-06-29,9.0
2012-07-02,8.0
2012-07-03,8.5
2012-07-05,8.75
2012-07-06,8.25
2012-07-09,7.599999904632568
2012-07-10,7.599999904632568
2012-07-11,7.300000190734863
2012-07-12,6.550000190734863
2012-07-13,6.5
2012-07-16,6.5
2012-07-17,6.599999904632568
2012-07-18,6.150000095367432
2012-07-19,6.150000095367432
2012-07-20,6.150000095367432
2012-07-23,6.25
2012-07-24,6.25
2012-07-25,6.800000190734863
2012-07-26,6.5
2012-07-27,6.5
2012-07-30,6.5
2012-07-31,6.5
2012-08-01,6.349999904632568
2012-08-02,6.199999809265137
2012-08-03,6.75
2012-08-06,6.849999904632568
2012-08-07,6.449999809265137
2012-08-08,6.5
2012-08-09,6.5
2012-08-10,6.5
2012-08-13,6.650000095367432
2012-08-14,6.75
2012-08-15,6.75
2012-08-16,6.75
2012-08-17,6.650000095367432
2012-08-20,6.650000095367432
2012-08-21,6.650000095367432
2012-08-22,7.5
2012-08-23,7.25
2012-08-24,7.349999904632568
2012-08-27,6.75
2012-08-28,6.449999809265137
2012-08-29,6.449999809265137
2012-08-30,6.949999809265137
2012-08-31,7.849999904632568
2012-09-04,7.699999809265137
2012-09-05,7.800000190734863
2012-09-06,7.949999809265137
2012-09-07,7.5
2012-09-10,7.75
2012-09-11,7.650000095367432
2012-09-12,7.800000190734863
2012-09-13,8.399999618530273
2012-09-14,8.5
2012-09-17,9.0
2012-09-18,8.600000381469727
2012-09-19,8.550000190734863
2012-09-20,8.550000190734863
2012-09-21,7.75
2012-09-24,8.449999809265137
2012-09-25,7.849999904632568
2012-09-26,8.399999618530273
2012-09-27,7.949999809265137
2012-09-28,7.849999904632568
2012-10-01,7.849999904632568
2012-10-02,8.0
2012-10-03,8.0
2012-10-04,8.0
2012-10-05,8.0
2012-10-08,8.0
2012-10-09,7.599999904632568
2012-10-10,7.25
2012-10-11,7.5
2012-10-12,7.5
2012-10-15,7.5
2012-10-16,7.699999809265137
2012-10-17,7.849999904632568
2012-10-18,7.449999809265137
2012-10-19,7.75
2012-10-22,7.75
2012-10-23,7.099999904632568
2012-10-24,7.099999904632568
2012-10-25,7.0
2012-10-26,7.0
2012-10-31,7.0
2012-11-01,6.75
2012-11-02,6.550000190734863
2012-11-05,6.550000190734863
2012-11-06,6.25
2012-11-07,6.150000095367432
2012-11-08,5.550000190734863
2012-11-09,5.699999809265137
2012-11-12,5.5
2012-11-13,5.699999809265137
2012-11-14,5.599999904632568
2012-11-15,5.25
2012-11-16,5.75
2012-11-19,5.5
2012-11-20,5.5
2012-11-21,5.199999809265137
2012-11-23,5.199999809265137
2012-11-26,5.400000095367432
2012-11-27,6.25
2012-11-28,5.599999904632568
2012-11-29,5.699999809265137
2012-11-30,5.849999904632568
2012-12-03,5.849999904632568
2012-12-04,5.800000190734863
2012-12-05,5.800000190734863
2012-12-06,5.150000095367432
2012-12-07,5.699999809265137
2012-12-10,5.400000095367432
2012-12-11,5.400000095367432
2012-12-12,5.75
2012-12-13,5.550000190734863
2012-12-14,5.349999904632568
2012-12-17,5.599999904632568
2012-12-18,5.599999904632568
2012-12-19,4.849999904632568
2012-12-20,5.75
2012-12-21,5.599999904632568
2012-12-24,5.599999904632568
2012-12-26,5.599999904632568
2012-12-27,5.349999904632568
2012-12-28,5.849999904632568
2012-12-31,5.949999809265137
2013-01-02,5.550000190734863
2013-01-03,5.75
2013-01-04,5.75
2013-01-07,5.449999809265137
2013-01-08,5.449999809265137
2013-01-09,5.75
2013-01-10,5.800000190734863
2013-01-11,5.800000190734863
2013-01-14,5.699999809265137
2013-01-15,5.699999809265137
2013-01-16,5.650000095367432
2013-01-17,5.75
2013-01-18,5.300000190734863
2013-01-22,5.75
2013-01-23,5.699999809265137
2013-01-24,5.650000095367432
2013-01-25,5.25
2013-01-28,5.25
2013-01-29,5.099999904632568
2013-01-30,5.0
2013-01-31,5.300000190734863
2013-02-01,5.25
2013-02-04,5.050000190734863
2013-02-05,5.099999904632568
2013-02-06,5.150000095367432
2013-02-07,5.050000190734863
2013-02-08,5.050000190734863
2013-02-11,5.050000190734863
2013-02-12,5.199999809265137
2013-02-13,5.050000190734863
2013-02-14,5.199999809265137
2013-02-15,5.300000190734863
2013-02-19,5.25
2013-02-20,5.099999904632568
2013-02-21,5.0
2013-02-22,5.099999904632568
2013-02-25,5.25
2013-02-26,5.050000190734863
2013-02-27,5.199999809265137
2013-02-28,5.0
2013-03-01,4.900000095367432
2013-03-04,5.099999904632568
2013-03-05,5.099999904632568
2013-03-06,5.0
2013-03-07,4.949999809265137
2013-03-08,4.949999809265137
2013-03-11,4.900000095367432
2013-03-12,5.0
2013-03-13,5.0
2013-03-14,5.199999809265137
2013-03-15,4.949999809265137
2013-03-18,5.0
2013-03-19,5.050000190734863
2013-03-20,5.349999904632568
2013-03-21,5.449999809265137
2013-03-22,5.25
2013-03-25,5.349999904632568
2013-03-26,5.949999809265137
2013-03-27,6.0
2013-03-28,5.900000095367432
2013-04-01,5.550000190734863
2013-04-02,5.349999904632568
2013-04-03,5.449999809265137
2013-04-04,5.949999809265137
2013-04-05,5.800000190734863
2013-04-08,6.0
2013-04-09,5.900000095367432
2013-04-10,5.900000095367432
2013-04-11,5.699999809265137
2013-04-12,5.550000190734863
2013-04-15,5.599999904632568
2013-04-16,6.300000190734863
2013-04-17,6.150000095367432
2013-04-18,6.25
2013-04-19,5.400000095367432
2013-04-22,5.300000190734863
2013-04-23,5.550000190734863
2013-04-24,5.550000190734863
2013-04-25,5.599999904632568
2013-04-26,5.599999904632568
2013-04-29,5.349999904632568
2013-04-30,5.800000190734863
2013-05-01,5.599999904632568
2013-05-02,5.099999904632568
2013-05-03,5.449999809265137
2013-05-06,5.449999809265137
2013-05-07,5.699999809265137
2013-05-08,5.949999809265137
2013-05-09,5.849999904632568
2013-05-10,5.550000190734863
2013-05-13,5.449999809265137
2013-05-14,5.150000095367432
2013-05-15,5.199999809265137
2013-05-16,5.550000190734863
2013-05-17,5.199999809265137
2013-05-20,5.150000095367432
2013-05-21,5.5
2013-05-22,5.300000190734863
2013-05-23,5.550000190734863
2013-05-24,5.550000190734863
2013-05-28,5.5
2013-05-29,5.5
2013-05-30,5.25
2013-05-31,5.550000190734863
2013-06-03,5.5
2013-06-04,5.300000190734863
2013-06-05,5.300000190734863
2013-06-06,5.150000095367432
2013-06-07,5.25
2013-06-10,5.0
2013-06-11,5.0
2013-06-12,5.150000095367432
2013-06-13,5.25
2013-06-14,5.0
2013-06-17,5.0
2013-06-18,4.900000095367432
2013-06-19,5.0
2013-06-20,5.099999904632568
2013-06-21,4.949999809265137
2013-06-24,5.0
2013-06-25,5.0
2013-06-26,4.800000190734863
2013-06-27,4.599999904632568
2013-06-28,4.650000095367432
2013-07-01,4.599999904632568
2013-07-02,4.699999809265137
2013-07-03,4.699999809265137
2013-07-05,4.699999809265137
2013-07-08,4.5
2013-07-09,4.699999809265137
2013-07-10,4.449999809265137
2013-07-11,4.0
2013-07-12,4.5
2013-07-15,4.400000095367432
2013-07-16,4.5
2013-07-17,4.25
2013-07-18,4.349999904632568
2013-07-19,4.5
2013-07-22,4.400000095367432
2013-07-23,4.599999904632568
2013-07-24,4.699999809265137
2013-07-25,4.400000095367432
2013-07-26,4.800000190734863
2013-07-29,4.800000190734863
2013-07-30,4.800000190734863
2013-07-31,5.050000190734863
2013-08-01,4.849999904632568
2013-08-02,4.949999809265137
2013-08-05,4.800000190734863
2013-08-06,5.150000095367432
2013-08-07,5.599999904632568
2013-08-08,6.400000095367432
2013-08-09,7.550000190734863
2013-08-12,6.300000190734863
2013-08-13,7.099999904632568
2013-08-14,7.800000190734863
2013-08-15,7.800000190734863
2013-08-16,7.800000190734863
2013-08-19,8.199999809265137
2013-08-20,8.699999809265137
2013-08-21,8.5
2013-08-22,8.550000190734863
2013-08-23,8.649999618530273
2013-08-26,8.550000190734863
2013-08-27,8.25
2013-08-28,8.75
2013-08-29,8.25
2013-08-30,8.399999618530273
2013-09-03,8.75
2013-09-04,8.600000381469727
2013-09-05,9.199999809265137
2013-09-06,9.100000381469727
2013-09-09,9.0
2013-09-10,8.350000381469727
2013-09-11,8.100000381469727
2013-09-12,7.800000190734863
2013-09-13,7.650000095367432
2013-09-16,6.949999809265137
2013-09-17,6.5
2013-09-18,6.449999809265137
2013-09-19,6.900000095367432
2013-09-20,6.449999809265137
2013-09-23,6.550000190734863
2013-09-24,6.75
2013-09-25,6.5
2013-09-26,6.400000095367432
2013-09-27,6.650000095367432
2013-09-30,6.400000095367432
2013-10-01,6.5
2013-10-02,6.400000095367432
2013-10-03,6.349999904632568
2013-10-04,6.449999809265137
2013-10-07,7.050000190734863
2013-10-08,7.0
2013-10-09,6.650000095367432
2013-10-10,6.900000095367432
2013-10-11,6.900000095367432
2013-10-14,7.5
2013-10-15,8.5
2013-10-16,8.850000381469727
2013-10-17,9.300000190734863
2013-10-18,8.25
2013-10-21,8.300000190734863
2013-10-22,8.050000190734863
2013-10-23,7.699999809265137
2013-10-24,7.25
2013-10-25,7.349999904632568
2013-10-28,7.050000190734863
2013-10-29,7.349999904632568
2013-10-30,7.199999809265137
2013-10-31,6.800000190734863
2013-11-01,7.150000095367432
2013-11-04,7.650000095367432
2013-11-05,7.5
2013-11-06,7.5
2013-11-07,7.349999904632568
2013-11-08,7.949999809265137
2013-11-11,8.100000381469727
2013-11-12,7.699999809265137
2013-11-13,6.75
2013-11-14,6.75
2013-11-15,6.949999809265137
2013-11-18,6.949999809265137
2013-11-19,7.0
2013-11-20,6.949999809265137
2013-11-21,6.75
2013-11-22,6.75
2013-11-25,6.599999904632568
2013-11-26,6.5
2013-11-27,6.349999904632568
2013-11-29,6.199999809265137
2013-12-02,6.050000190734863
2013-12-03,6.25
2013-12-04,6.349999904632568
2013-12-05,6.349999904632568
2013-12-06,6.400000095367432
2013-12-09,6.449999809265137
2013-12-10,6.599999904632568
2013-12-11,6.400000095367432
2013-12-12,6.400000095367432
2013-12-13,6.0
2013-12-16,6.449999809265137
2013-12-17,6.349999904632568
2013-12-18,6.5
2013-12-19,6.449999809265137
2013-12-20,6.449999809265137
2013-12-23,6.400000095367432
2013-12-24,7.199999809265137
2013-12-26,7.900000095367432
2013-12-27,7.650000095367432
2013-12-30,7.099999904632568
2013-12-31,7.550000190734863
2014-01-02,7.449999809265137
2014-01-03,7.400000095367432
2014-01-06,7.0
2014-01-07,7.150000095367432
2014-01-08,7.199999809265137
2014-01-09,7.300000190734863
2014-01-10,6.949999809265137
2014-01-13,7.199999809265137
2014-01-14,7.300000190734863
2014-01-15,7.349999904632568
2014-01-16,7.050000190734863
2014-01-17,7.199999809265137
2014-01-21,6.949999809265137
2014-01-22,7.099999904632568
2014-01-23,6.599999904632568
2014-01-24,6.75
2014-01-27,6.599999904632568
2014-01-28,6.5
2014-01-29,6.349999904632568
2014-01-30,6.0
2014-01-31,6.150000095367432
2014-02-03,5.949999809265137
2014-02-04,6.099999904632568
2014-02-05,6.150000095367432
2014-02-06,6.199999809265137
2014-02-07,6.5
2014-02-10,6.5
2014-02-11,6.650000095367432
2014-02-12,6.699999809265137
2014-02-13,6.75
2014-02-14,6.75
2014-02-18,6.650000095367432
2014-02-19,6.349999904632568
2014-02-20,6.449999809265137
2014-02-21,6.25
2014-02-24,6.550000190734863
2014-02-25,6.800000190734863
2014-02-26,6.599999904632568
2014-02-27,6.849999904632568
2014-02-28,6.550000190734863
2014-03-03,6.650000095367432
2014-03-04,6.699999809265137
2014-03-05,6.75
2014-03-06,7.050000190734863
2014-03-07,7.199999809265137
2014-03-10,7.050000190734863
2014-03-11,7.25
2014-03-12,7.0
2014-03-13,6.949999809265137
2014-03-14,6.849999904632568
2014-03-17,6.75
2014-03-18,6.900000095367432
2014-03-19,6.699999809265137
2014-03-20,6.75
2014-03-21,6.75
2014-03-24,6.449999809265137
2014-03-25,6.5
2014-03-26,6.650000095367432
2014-03-27,6.400000095367432
2014-03-28,6.400000095367432
2014-03-31,6.650000095367432
2014-04-01,5.650000095367432
2014-04-02,5.400000095367432
2014-04-03,5.349999904632568
2014-04-04,5.050000190734863
2014-04-07,4.75
2014-04-08,5.050000190734863
2014-04-09,5.099999904632568
2014-04-10,4.800000190734863
2014-04-11,4.699999809265137
2014-04-14,4.550000190734863
2014-04-15,4.349999904632568
2014-04-16,4.5
2014-04-17,4.699999809265137
2014-04-21,4.550000190734863
2014-04-22,4.5
2014-04-23,4.25
2014-04-24,4.400000095367432
2014-04-25,4.599999904632568
2014-04-28,4.400000095367432
2014-04-29,4.400000095367432
2014-04-30,4.0
2014-05-01,4.300000190734863
2014-05-02,4.400000095367432
2014-05-05,4.199999809265137
2014-05-06,4.050000190734863
2014-05-07,4.0
2014-05-08,3.3499999046325684
2014-05-09,3.799999952316284
2014-05-12,4.0
2014-05-13,4.099999904632568
2014-05-14,4.400000095367432
2014-05-15,5.0
2014-05-16,5.050000190734863
2014-05-19,4.599999904632568
2014-05-20,4.599999904632568
2014-05-21,4.949999809265137
2014-05-22,4.900000095367432
2014-05-23,4.900000095367432
2014-05-27,4.699999809265137
2014-05-28,4.300000190734863
2014-05-29,4.400000095367432
2014-05-30,4.599999904632568
2014-06-02,4.150000095367432
2014-06-03,4.5
2014-06-04,4.800000190734863
2014-06-05,4.900000095367432
2014-06-06,4.699999809265137
2014-06-09,4.400000095367432
2014-06-10,4.449999809265137
2014-06-11,4.449999809265137
2014-06-12,4.449999809265137
2014-06-13,4.550000190734863
2014-06-16,4.650000095367432
2014-06-17,3.950000047683716
2014-06-18,4.300000190734863
2014-06-19,4.400000095367432
2014-06-20,4.099999904632568
2014-06-23,4.300000190734863
2014-06-24,4.300000190734863
2014-06-25,4.300000190734863
2014-06-26,4.550000190734863
2014-06-27,4.400000095367432
2014-06-30,4.699999809265137
2014-07-01,4.849999904632568
2014-07-02,4.550000190734863
2014-07-03,4.400000095367432
2014-07-07,4.25
2014-07-08,4.25
2014-07-09,4.25
2014-07-10,4.050000190734863
2014-07-11,4.099999904632568
2014-07-14,3.75
2014-07-15,3.549999952316284
2014-07-16,3.5
2014-07-17,3.6500000953674316
2014-07-18,3.549999952316284
2014-07-21,3.0
2014-07-22,3.1500000953674316
2014-07-23,3.0
2014-07-24,2.450000047683716
2014-07-25,2.5
2014-07-28,2.75
2014-07-29,3.0999999046325684
2014-07-30,3.1500000953674316
2014-07-31,3.200000047683716
2014-08-01,3.0999999046325684
2014-08-04,2.799999952316284
2014-08-05,3.049999952316284
2014-08-06,3.0
2014-08-07,2.950000047683716
2014-08-08,2.950000047683716
2014-08-11,3.0
2014-08-12,3.0
2014-08-13,2.799999952316284
2014-08-14,2.700000047683716
2014-08-15,2.950000047683716
2014-08-18,3.0
2014-08-19,3.0
2014-08-20,3.049999952316284
2014-08-21,3.0
2014-08-22,3.1500000953674316
2014-08-25,3.0999999046325684
2014-08-26,2.75
2014-08-27,2.6500000953674316
2014-08-28,2.5
2014-08-29,2.3499999046325684
2014-09-02,2.8499999046325684
2014-09-03,2.8499999046325684
2014-09-04,2.549999952316284
2014-09-05,2.700000047683716
2014-09-08,2.799999952316284
2014-09-09,2.9000000953674316
2014-09-10,2.8499999046325684
2014-09-11,2.9000000953674316
2014-09-12,2.799999952316284
2014-09-15,2.75
2014-09-16,2.700000047683716
2014-09-17,2.5999999046325684
2014-09-18,2.75
2014-09-19,2.5999999046325684
2014-09-22,2.5
2014-09-23,2.5
2014-09-24,2.5
2014-09-25,2.4000000953674316
2014-09-26,2.5
2014-09-29,2.549999952316284
2014-09-30,2.700000047683716
2014-10-01,2.700000047683716
2014-10-02,2.5
2014-10-03,2.450000047683716
2014-10-06,2.450000047683716
2014-10-07,2.5
2014-10-08,2.6500000953674316
2014-10-09,2.75
2014-10-10,2.549999952316284
2014-10-13,2.9000000953674316
2014-10-14,2.700000047683716
2014-10-15,2.799999952316284
2014-10-16,2.8499999046325684
2014-10-17,2.75
2014-10-20,2.6500000953674316
2014-10-21,2.549999952316284
2014-10-22,2.549999952316284
2014-10-23,2.700000047683716
2014-10-24,2.700000047683716
2014-10-27,3.0
2014-10-28,3.0999999046325684
2014-10-29,3.25
2014-10-30,3.299999952316284
2014-10-31,3.200000047683716
2014-11-03,3.1500000953674316
2014-11-04,3.549999952316284
2014-11-05,4.449999809265137
2014-11-06,4.0
2014-11-07,4.199999809265137
2014-11-10,3.5999999046325684
2014-11-11,3.8499999046325684
2014-11-12,3.75
2014-11-13,4.050000190734863
2014-11-14,3.5999999046325684
2014-11-17,3.9000000953674316
2014-11-18,3.700000047683716
2014-11-19,3.6500000953674316
2014-11-20,3.4000000953674316
2014-11-21,3.700000047683716
2014-11-24,3.700000047683716
2014-11-25,3.75
2014-11-26,3.700000047683716
2014-11-28,3.450000047683716
2014-12-01,3.5
2014-12-02,3.5
2014-12-03,3.549999952316284
2014-12-04,3.3499999046325684
2014-12-05,3.200000047683716
2014-12-08,3.25
2014-12-09,3.1500000953674316
2014-12-10,3.0999999046325684
2014-12-11,3.1500000953674316
2014-12-12,3.299999952316284
2014-12-15,4.349999904632568
2014-12-16,3.9000000953674316
2014-12-17,3.950000047683716
2014-12-18,3.9000000953674316
2014-12-19,4.0
2014-12-22,3.950000047683716
2014-12-23,3.950000047683716
2014-12-24,3.5999999046325684
2014-12-26,4.0
2014-12-29,3.9000000953674316
2014-12-30,4.25
2014-12-31,4.099999904632568
2015-01-02,4.0
2015-01-05,4.099999904632568
2015-01-06,4.0
2015-01-07,4.099999904632568
2015-01-08,4.800000190734863
2015-01-09,5.849999904632568
2015-01-12,6.699999809265137
2015-01-13,6.25
2015-01-14,5.900000095367432
2015-01-15,6.25
2015-01-16,5.900000095367432
2015-01-20,6.0
2015-01-21,5.800000190734863
2015-01-22,5.599999904632568
2015-01-23,5.5
2015-01-26,5.5
2015-01-27,5.300000190734863
2015-01-28,5.099999904632568
2015-01-29,5.25
2015-01-30,5.75
2015-02-02,5.5
2015-02-03,5.75
2015-02-04,5.699999809265137
2015-02-05,5.5
2015-02-06,5.300000190734863
2015-02-09,5.75
2015-02-10,5.650000095367432
2015-02-11,6.0
2015-02-12,6.199999809265137
2015-02-13,6.0
2015-02-17,5.75
2015-02-18,5.300000190734863
2015-02-19,5.550000190734863
2015-02-20,5.349999904632568
2015-02-23,5.599999904632568
2015-02-24,5.900000095367432
2015-02-25,5.849999904632568
2015-02-26,6.800000190734863
2015-02-27,6.5
2015-03-02,6.400000095367432
2015-03-03,6.150000095367432
2015-03-04,6.349999904632568
2015-03-05,6.349999904632568
2015-03-06,6.199999809265137
2015-03-09,6.050000190734863
2015-03-10,5.949999809265137
2015-03-11,5.900000095367432
2015-03-12,5.800000190734863
2015-03-13,5.949999809265137
2015-03-16,5.699999809265137
2015-03-17,6.5
2015-03-18,6.099999904632568
2015-03-19,5.849999904632568
2015-03-20,6.050000190734863
2015-03-23,6.050000190734863
2015-03-24,6.599999904632568
2015-03-25,6.5
2015-03-26,6.550000190734863
2015-03-27,6.559999942779541
2015-03-30,6.840000152587891
2015-03-31,7.260000228881836
2015-04-01,6.920000076293945
2015-04-02,7.099999904632568
2015-04-06,7.039999961853027
2015-04-07,6.650000095367432
2015-04-08,6.75
2015-04-09,6.849999904632568
2015-04-10,6.789999961853027
2015-04-13,6.800000190734863
2015-04-14,6.789999961853027
2015-04-15,6.800000190734863
2015-04-16,6.650000095367432
2015-04-17,6.630000114440918
2015-04-20,6.309999942779541
2015-04-21,6.300000190734863
2015-04-22,6.5
2015-04-23,6.420000076293945
2015-04-24,6.360000133514404
2015-04-27,6.320000171661377
2015-04-28,6.369999885559082
2015-04-29,6.5
2015-04-30,6.5
2015-05-01,6.480000019073486
2015-05-04,6.5
2015-05-05,6.349999904632568
2015-05-06,6.389999866485596
2015-05-07,6.5
2015-05-08,6.739999771118164
2015-05-11,6.599999904632568
2015-05-12,6.289999961853027
2015-05-13,6.239999771118164
2015-05-14,6.210000038146973
2015-05-15,6.289999961853027
2015-05-18,6.989999771118164
2015-05-19,6.849999904632568
2015-05-20,7.449999809265137
2015-05-21,7.239999771118164
2015-05-22,7.25
2015-05-26,7.449999809265137
2015-05-27,7.409999847412109
2015-05-28,7.53000020980835
2015-05-29,9.329999923706055
2015-06-01,9.380000114440918
2015-06-02,9.270000457763672
2015-06-03,9.5
2015-06-04,9.0
2015-06-05,9.109999656677246
2015-06-08,8.300000190734863
2015-06-09,8.850000381469727
2015-06-10,9.199999809265137
2015-06-11,9.380000114440918
2015-06-12,8.800000190734863
2015-06-15,9.380000114440918
2015-06-16,9.479999542236328
2015-06-17,9.569999694824219
2015-06-18,9.800000190734863
2015-06-19,9.8100004196167
2015-06-22,9.699999809265137
2015-06-23,10.550000190734863
2015-06-24,10.75
2015-06-25,10.989999771118164
2015-06-26,11.739999771118164
2015-06-29,10.569999694824219
2015-06-30,10.899999618530273
2015-07-01,10.399999618530273
2015-07-02,10.300000190734863
2015-07-06,10.5
2015-07-07,10.15999984741211
2015-07-08,10.069999694824219
2015-07-09,10.479999542236328
2015-07-10,10.880000114440918
2015-07-13,10.989999771118164
2015-07-14,11.609999656677246
2015-07-15,12.449999809265137
2015-07-16,12.569999694824219
2015-07-17,12.279999732971191
2015-07-20,11.420000076293945
2015-07-21,6.159999847412109
2015-07-22,7.75
2015-07-23,8.300000190734863
2015-07-24,9.199999809265137
2015-07-27,9.25
2015-07-28,10.199999809265137
2015-07-29,10.449999809265137
2015-07-30,10.449999809265137
2015-07-31,10.0
2015-08-03,8.949999809265137
2015-08-04,9.760000228881836
2015-08-05,9.949999809265137
2015-08-06,9.739999771118164
2015-08-07,8.729999542236328
2015-08-10,7.949999809265137
2015-08-11,7.909999847412109
2015-08-12,8.479999542236328
2015-08-13,8.069999694824219
2015-08-14,7.170000076293945
2015-08-17,7.190000057220459
2015-08-18,7.230000019073486
2015-08-19,7.170000076293945
2015-08-20,6.699999809265137
2015-08-21,6.510000228881836
2015-08-24,6.610000133514404
2015-08-25,6.360000133514404
2015-08-26,6.139999866485596
2015-08-27,6.559999942779541
2015-08-28,6.75
2015-08-31,7.0
2015-09-01,6.440000057220459
2015-09-02,6.210000038146973
2015-09-03,6.139999866485596
2015-09-04,6.25
2015-09-08,6.019999980926514
2015-09-09,6.440000057220459
2015-09-10,6.349999904632568
2015-09-11,6.519999980926514
2015-09-14,6.75
2015-09-15,6.53000020980835
2015-09-16,6.699999809265137
2015-09-17,6.5
2015-09-18,6.920000076293945
2015-09-21,6.820000171661377
2015-09-22,6.949999809265137
2015-09-23,6.900000095367432
2015-09-24,6.809999942779541
2015-09-25,6.460000038146973
2015-09-28,6.099999904632568
2015-09-29,5.929999828338623
2015-09-30,7.400000095367432
2015-10-01,7.0
2015-10-02,6.900000095367432
2015-10-05,6.949999809265137
2015-10-06,6.849999904632568
2015-10-07,6.760000228881836
2015-10-08,7.269999980926514
2015-10-09,7.170000076293945
2015-10-12,6.800000190734863
2015-10-13,6.519999980926514
2015-10-14,6.199999809265137
2015-10-15,6.46999979019165
2015-10-16,6.659999847412109
2015-10-19,6.900000095367432
2015-10-20,6.389999866485596
2015-10-21,6.25
2015-10-22,6.230000019073486
2015-10-23,6.78000020980835
2015-10-26,6.440000057220459
2015-10-27,6.21999979019165
2015-10-28,6.079999923706055
2015-10-29,6.03000020980835
2015-10-30,6.400000095367432
2015-11-02,6.199999809265137
2015-11-03,6.360000133514404
2015-11-04,6.630000114440918
2015-11-05,6.929999828338623
2015-11-06,7.909999847412109
2015-11-09,8.399999618530273
2015-11-10,8.899999618530273
2015-11-11,8.65999984741211
2015-11-12,9.5
2015-11-13,9.699999809265137
2015-11-16,10.329999923706055
2015-11-17,10.0
2015-11-18,9.0
2015-11-19,8.479999542236328
2015-11-20,8.300000190734863
2015-11-23,8.069999694824219
2015-11-24,8.130000114440918
2015-11-25,7.949999809265137
2015-11-27,7.96999979019165
2015-11-30,9.0
2015-12-01,9.609999656677246
2015-12-02,8.789999961853027
2015-12-03,8.069999694824219
2015-12-04,7.730000019073486
2015-12-07,8.25
2015-12-08,8.449999809265137
2015-12-09,9.329999923706055
2015-12-10,9.039999961853027
2015-12-11,8.399999618530273
2015-12-14,7.800000190734863
2015-12-15,7.949999809265137
2015-12-16,8.0
2015-12-17,7.960000038146973
2015-12-18,7.460000038146973
2015-12-21,7.840000152587891
2015-12-22,7.730000019073486
2015-12-23,7.28000020980835
2015-12-24,7.400000095367432
2015-12-28,7.099999904632568
2015-12-29,7.139999866485596
2015-12-30,7.139999866485596
2015-12-31,7.340000152587891
2016-01-04,7.340000152587891
2016-01-05,7.050000190734863
2016-01-06,6.599999904632568
2016-01-07,6.0
2016-01-08,5.909999847412109
2016-01-11,5.599999904632568
2016-01-12,5.5
2016-01-13,5.25
2016-01-14,5.190000057220459
2016-01-15,5.0
2016-01-19,4.260000228881836
2016-01-20,4.260000228881836
2016-01-21,4.510000228881836
2016-01-22,4.550000190734863
2016-01-25,4.320000171661377
2016-01-26,4.349999904632568
2016-01-27,4.53000020980835
2016-01-28,4.800000190734863
