,CASS
1996-01-02,0.12046100199222565
1996-01-03,0.12046100199222565
1996-01-04,0.12046100199222565
1996-01-05,0.12046100199222565
1996-01-08,0.15057599544525146
1996-01-09,0.15057599544525146
1996-01-10,0.15057599544525146
1996-01-11,0.15057599544525146
1996-01-12,0.15057599544525146
1996-01-15,0.15057599544525146
1996-01-16,0.15057599544525146
1996-01-17,0.15057599544525146
1996-01-18,0.11104100197553635
1996-01-19,0.14115600287914276
1996-01-22,0.14115600287914276
1996-01-23,0.14115600287914276
1996-01-24,0.14115600287914276
1996-01-25,0.14115600287914276
1996-01-26,0.14115600287914276
1996-01-29,0.14115600287914276
1996-01-30,0.11104100197553635
1996-01-31,0.11104100197553635
1996-02-01,0.11104100197553635
1996-02-02,0.11104100197553635
1996-02-05,0.11104100197553635
1996-02-06,0.11104100197553635
1996-02-07,0.12609800696372986
1996-02-08,0.12609800696372986
1996-02-09,0.12609800696372986
1996-02-12,0.12609800696372986
1996-02-13,0.12234000116586685
1996-02-14,0.12234000116586685
1996-02-15,0.12234000116586685
1996-02-16,0.12234000116586685
1996-02-20,0.12234000116586685
1996-02-21,0.12234000116586685
1996-02-22,0.12234000116586685
1996-02-23,0.12234000116586685
1996-02-26,0.12234000116586685
1996-02-27,0.12234000116586685
1996-02-28,0.12234000116586685
1996-02-29,0.12234000116586685
1996-03-01,0.12609800696372986
1996-03-04,0.12609800696372986
1996-03-05,0.12609800696372986
1996-03-06,0.12609800696372986
1996-03-07,0.12609800696372986
1996-03-08,0.12609800696372986
1996-03-11,0.12609800696372986
1996-03-12,0.12046100199222565
1996-03-13,0.12046100199222565
1996-03-14,0.12046100199222565
1996-03-15,0.12046100199222565
1996-03-18,0.12046100199222565
1996-03-19,0.12046100199222565
1996-03-20,0.12046100199222565
1996-03-21,0.12046100199222565
1996-03-22,0.12046100199222565
1996-03-25,0.12046100199222565
1996-03-26,0.12046100199222565
1996-03-27,0.12234000116586685
1996-03-28,0.12609800696372986
1996-03-29,0.12609800696372986
1996-04-01,0.12609800696372986
1996-04-02,0.12609800696372986
1996-04-03,0.1279900074005127
1996-04-04,0.1279900074005127
1996-04-08,0.1279900074005127
1996-04-09,0.15433500707149506
1996-04-10,0.15621399879455566
1996-04-11,0.1637430042028427
1996-04-12,0.18069100379943848
1996-04-15,0.17127099633216858
1996-04-16,0.18069100379943848
1996-04-17,0.18069100379943848
1996-04-18,0.18069100379943848
1996-04-19,0.18069100379943848
1996-04-22,0.18069100379943848
1996-04-23,0.18069100379943848
1996-04-24,0.18069100379943848
1996-04-25,0.15621399879455566
1996-04-26,0.15057599544525146
