,CDMO
1999-02-05,40.46875
1999-02-08,40.46875
1999-02-09,40.46875
1999-02-10,38.28125
1999-02-11,39.375
1999-02-12,38.28125
1999-02-16,40.46875
1999-02-17,38.28125
1999-02-18,39.375
1999-02-19,40.46875
1999-02-22,44.84375
1999-02-23,47.03125
1999-02-24,47.03125
1999-02-25,41.5625
1999-02-26,40.46875
1999-03-01,41.5625
1999-03-02,39.375
1999-03-03,39.375
1999-03-04,39.375
1999-03-05,42.65625
1999-03-08,42.65625
1999-03-09,42.65625
1999-03-10,39.375
1999-03-11,41.5625
1999-03-12,39.375
1999-03-15,37.1875
1999-03-16,37.1875
1999-03-17,36.09375
1999-03-18,37.1875
1999-03-19,36.09375
1999-03-22,35.0
1999-03-23,32.8125
1999-03-24,35.0
1999-03-25,35.0
1999-03-26,35.0
1999-03-29,32.8125
1999-03-30,30.625
1999-03-31,36.09375
1999-04-01,36.09375
1999-04-05,35.0
1999-04-06,31.71875
1999-04-07,32.8125
1999-04-08,33.90625
1999-04-09,32.8125
1999-04-12,33.90625
1999-04-13,30.625
1999-04-14,30.625
1999-04-15,32.8125
1999-04-16,31.71875
1999-04-19,30.625
1999-04-20,29.53125
1999-04-21,30.625
1999-04-22,31.71875
1999-04-23,30.625
1999-04-26,29.53125
1999-04-27,30.625
1999-04-28,29.53125
1999-04-29,30.625
1999-04-30,32.8125
1999-05-03,37.1875
1999-05-04,38.28125
1999-05-05,35.0
1999-05-06,35.0
1999-05-07,33.90625
1999-05-10,35.0
1999-05-11,35.0
1999-05-12,35.0
1999-05-13,37.1875
1999-05-14,41.5625
1999-05-17,35.0
1999-05-18,35.0
1999-05-19,35.0
1999-05-20,35.0
1999-05-21,36.09375
1999-05-24,35.0
1999-05-25,35.0
1999-05-26,33.90625
1999-05-27,35.0
1999-05-28,36.09375
1999-06-01,36.09375
1999-06-02,36.09375
1999-06-03,36.09375
1999-06-04,37.1875
1999-06-07,38.28125
1999-06-08,41.5625
1999-06-09,61.25
1999-06-10,53.59375
1999-06-11,52.5
1999-06-14,59.0625
1999-06-15,61.25
1999-06-16,67.8125
1999-06-17,61.25
1999-06-18,65.625
1999-06-21,65.625
1999-06-22,62.34375
1999-06-23,57.96875
1999-06-24,55.78125
1999-06-25,49.21875
1999-06-28,45.9375
1999-06-29,41.5625
1999-06-30,43.75
1999-07-01,45.9375
1999-07-02,49.21875
1999-07-06,52.5
1999-07-07,49.21875
1999-07-08,44.296875
1999-07-09,49.21875
1999-07-12,44.84375
1999-07-13,43.75
1999-07-14,44.84375
1999-07-15,48.125
1999-07-16,44.84375
1999-07-19,45.9375
1999-07-20,45.9375
1999-07-21,45.9375
1999-07-22,43.75
1999-07-23,44.84375
1999-07-26,39.375
1999-07-27,42.65625
1999-07-28,41.5625
1999-07-29,39.375
1999-07-30,38.28125
1999-08-02,37.1875
1999-08-03,37.1875
1999-08-04,36.09375
1999-08-05,36.09375
1999-08-06,37.1875
1999-08-09,35.0
1999-08-10,36.09375
1999-08-11,35.0
1999-08-12,36.09375
1999-08-13,37.1875
1999-08-16,36.09375
1999-08-17,36.09375
1999-08-18,35.0
1999-08-19,37.1875
1999-08-20,35.0
1999-08-23,35.0
1999-08-24,36.09375
1999-08-25,35.0
1999-08-26,36.09375
1999-08-27,36.09375
1999-08-30,35.0
1999-08-31,35.546875
1999-09-01,35.0
1999-09-02,36.09375
1999-09-03,35.0
1999-09-07,36.09375
1999-09-08,36.09375
1999-09-09,35.0
1999-09-10,33.90625
1999-09-13,35.0
1999-09-14,35.0
1999-09-15,35.0
1999-09-16,32.8125
1999-09-17,35.0
1999-09-20,32.8125
1999-09-21,33.90625
1999-09-22,30.625
1999-09-23,28.4375
1999-09-24,27.34375
1999-09-27,30.625
1999-09-28,27.34375
1999-09-29,25.15625
1999-09-30,21.875
1999-10-01,25.15625
1999-10-04,28.4375
1999-10-05,25.15625
1999-10-06,24.0625
1999-10-07,22.96875
1999-10-08,22.96875
1999-10-11,21.875
1999-10-12,19.6875
1999-10-13,18.59375
1999-10-14,21.875
1999-10-15,19.6875
1999-10-18,20.78125
1999-10-19,14.21875
1999-10-20,14.21875
1999-10-21,12.03125
1999-10-22,15.3125
1999-10-25,10.9375
1999-10-26,12.03125
1999-10-27,10.9375
1999-10-28,13.125
1999-10-29,13.125
1999-11-01,12.03125
1999-11-02,12.03125
1999-11-03,13.125
1999-11-04,22.96875
1999-11-05,22.96875
1999-11-08,17.5
1999-11-09,17.5
1999-11-10,15.3125
1999-11-11,16.40625
1999-11-12,17.5
1999-11-15,17.5
1999-11-16,16.40625
1999-11-17,16.40625
1999-11-18,16.40625
1999-11-19,16.40625
1999-11-22,15.3125
1999-11-23,16.40625
1999-11-24,17.5
1999-11-26,17.5
1999-11-29,17.5
1999-11-30,16.40625
1999-12-01,17.5
1999-12-02,17.5
1999-12-03,13.125
1999-12-06,12.03125
1999-12-07,9.296875
1999-12-08,12.03125
1999-12-09,9.84375
1999-12-10,9.84375
1999-12-13,9.84375
1999-12-14,9.84375
1999-12-15,9.296875
1999-12-16,15.3125
1999-12-17,13.125
1999-12-20,13.125
1999-12-21,12.03125
1999-12-22,12.03125
1999-12-23,13.125
1999-12-27,11.484375
1999-12-28,15.3125
1999-12-29,14.21875
1999-12-30,21.875
1999-12-31,18.59375
2000-01-03,20.78125
2000-01-04,19.6875
2000-01-05,18.59375
2000-01-06,29.53125
2000-01-07,44.84375
2000-01-10,43.75
2000-01-11,37.1875
2000-01-12,40.46875
2000-01-13,52.5
2000-01-14,54.6875
2000-01-18,57.421875
2000-01-19,57.96875
2000-01-20,61.25
2000-01-21,105.0
2000-01-24,150.9375
2000-01-25,140.0
2000-01-26,107.1875
2000-01-27,126.875
2000-01-28,111.5625
2000-01-31,113.75
2000-02-01,110.46875
2000-02-02,105.0
2000-02-03,105.0
2000-02-04,105.0
2000-02-07,109.375
2000-02-08,129.0625
2000-02-09,147.65625
2000-02-10,146.5625
2000-02-11,147.65625
2000-02-14,156.40625
2000-02-15,157.5
2000-02-16,159.6875
2000-02-17,210.0
2000-02-18,287.65625
2000-02-22,321.5625
2000-02-23,280.0
2000-02-24,236.25
2000-02-25,262.5
2000-02-28,288.75
2000-02-29,302.96875
2000-03-01,277.8125
2000-03-02,292.03125
2000-03-03,336.875
2000-03-06,430.9375
2000-03-07,490.0
2000-03-08,433.125
2000-03-09,417.8125
2000-03-10,382.8125
2000-03-13,395.9375
2000-03-14,378.4375
2000-03-15,387.1875
2000-03-16,344.53125
2000-03-17,282.1875
2000-03-20,212.1875
2000-03-21,249.375
2000-03-22,230.78125
2000-03-23,242.8125
2000-03-24,229.6875
2000-03-27,216.5625
2000-03-28,203.4375
2000-03-29,179.375
2000-03-30,161.875
2000-03-31,222.03125
2000-04-03,205.625
2000-04-04,185.9375
2000-04-05,194.6875
2000-04-06,213.28125
2000-04-07,206.71875
2000-04-10,184.84375
2000-04-11,176.09375
2000-04-12,159.6875
2000-04-13,129.0625
2000-04-14,105.0
2000-04-17,103.90625
2000-04-18,150.9375
2000-04-19,176.09375
2000-04-20,173.90625
2000-04-24,148.75
2000-04-25,157.5
2000-04-26,145.46875
2000-04-27,142.1875
2000-04-28,146.5625
2000-05-01,152.03125
2000-05-02,144.375
2000-05-03,138.90625
2000-05-04,138.90625
2000-05-05,136.171875
2000-05-08,126.328125
2000-05-09,122.5
2000-05-10,110.46875
2000-05-11,113.75
2000-05-12,123.59375
2000-05-15,122.5
2000-05-16,131.25
2000-05-17,142.1875
2000-05-18,133.4375
2000-05-19,124.6875
2000-05-22,113.75
2000-05-23,115.9375
2000-05-24,107.1875
2000-05-25,98.4375
2000-05-26,89.6875
2000-05-30,88.59375
2000-05-31,91.875
2000-06-01,105.0
2000-06-02,118.125
2000-06-05,115.9375
2000-06-06,147.65625
2000-06-07,146.5625
2000-06-08,134.53125
2000-06-09,141.09375
2000-06-12,141.09375
2000-06-13,140.0
2000-06-14,138.90625
2000-06-15,140.0
2000-06-16,132.34375
2000-06-19,130.15625
2000-06-20,120.3125
2000-06-21,122.5
2000-06-22,123.59375
2000-06-23,118.125
2000-06-26,117.03125
2000-06-27,110.46875
2000-06-28,107.1875
2000-06-29,122.5
2000-06-30,135.625
2000-07-03,129.0625
2000-07-05,124.6875
2000-07-06,121.40625
2000-07-07,122.5
2000-07-10,122.5
2000-07-11,124.6875
2000-07-12,130.15625
2000-07-13,125.78125
2000-07-14,123.59375
2000-07-17,115.9375
2000-07-18,115.9375
2000-07-19,111.5625
2000-07-20,113.75
2000-07-21,108.28125
2000-07-24,102.8125
2000-07-25,105.0
2000-07-26,107.1875
2000-07-27,101.71875
2000-07-28,96.25
2000-07-31,98.4375
2000-08-01,96.25
2000-08-02,88.59375
2000-08-03,88.59375
2000-08-04,88.59375
2000-08-07,88.59375
2000-08-08,85.3125
2000-08-09,89.6875
2000-08-10,88.59375
2000-08-11,87.5
2000-08-14,87.5
2000-08-15,85.3125
2000-08-16,83.125
2000-08-17,76.5625
2000-08-18,73.28125
2000-08-21,97.34375
2000-08-22,95.15625
2000-08-23,87.5
2000-08-24,98.4375
2000-08-25,100.625
2000-08-28,121.40625
2000-08-29,106.09375
2000-08-30,103.90625
2000-08-31,97.34375
2000-09-01,99.53125
2000-09-05,96.25
2000-09-06,106.09375
2000-09-07,101.71875
2000-09-08,95.15625
2000-09-11,100.625
2000-09-12,99.53125
2000-09-13,97.34375
2000-09-14,103.90625
2000-09-15,114.84375
2000-09-18,105.0
2000-09-19,99.53125
2000-09-20,100.625
2000-09-21,98.4375
2000-09-22,96.25
2000-09-25,92.96875
2000-09-26,85.3125
2000-09-27,78.75
2000-09-28,85.3125
2000-09-29,85.3125
2000-10-02,94.0625
2000-10-03,107.1875
2000-10-04,94.0625
2000-10-05,91.875
2000-10-06,85.3125
2000-10-09,84.21875
2000-10-10,80.9375
2000-10-11,74.375
2000-10-12,70.0
2000-10-13,77.65625
2000-10-16,76.5625
2000-10-17,71.09375
2000-10-18,72.1875
2000-10-19,78.75
2000-10-20,84.21875
2000-10-23,96.25
2000-10-24,89.6875
2000-10-25,83.125
2000-10-26,84.21875
2000-10-27,84.21875
2000-10-30,80.9375
2000-10-31,84.21875
2000-11-01,80.9375
2000-11-02,85.3125
2000-11-03,82.03125
2000-11-06,90.78125
2000-11-07,87.5
2000-11-08,84.21875
2000-11-09,77.65625
2000-11-10,72.1875
2000-11-13,70.0
2000-11-14,72.1875
2000-11-15,70.0
2000-11-16,67.8125
2000-11-17,68.90625
2000-11-20,61.25
2000-11-21,54.6875
2000-11-22,48.125
2000-11-24,54.6875
2000-11-27,59.0625
2000-11-28,48.125
2000-11-29,51.40625
2000-11-30,48.125
2000-12-01,49.21875
2000-12-04,43.75
2000-12-05,60.15625
2000-12-06,54.6875
2000-12-07,51.40625
2000-12-08,51.40625
2000-12-11,49.21875
2000-12-12,45.9375
2000-12-13,48.125
2000-12-14,47.03125
2000-12-15,44.84375
2000-12-18,44.84375
2000-12-19,41.5625
2000-12-20,36.09375
2000-12-21,35.0
2000-12-22,36.09375
2000-12-26,35.0
2000-12-27,35.0
2000-12-28,31.71875
2000-12-29,32.8125
2001-01-02,41.5625
2001-01-03,60.15625
2001-01-04,86.40625
2001-01-05,76.5625
2001-01-08,76.5625
2001-01-09,68.90625
2001-01-10,63.4375
2001-01-11,61.25
2001-01-12,67.8125
2001-01-16,76.5625
2001-01-17,79.84375
2001-01-18,83.125
2001-01-19,76.5625
2001-01-22,72.1875
2001-01-23,71.09375
2001-01-24,71.09375
2001-01-25,72.1875
2001-01-26,71.09375
2001-01-29,70.0
2001-01-30,70.0
2001-01-31,67.8125
2001-02-01,66.71875
2001-02-02,66.71875
2001-02-05,66.71875
2001-02-06,68.90625
2001-02-07,63.4375
2001-02-08,64.53125
2001-02-09,62.34375
2001-02-12,59.0625
2001-02-13,59.0625
2001-02-14,65.625
2001-02-15,62.34375
2001-02-16,57.96875
2001-02-20,50.3125
2001-02-21,48.125
2001-02-22,50.3125
2001-02-23,59.0625
2001-02-26,61.25
2001-02-27,52.5
2001-02-28,48.125
2001-03-01,50.3125
2001-03-02,54.6875
2001-03-05,52.5
2001-03-06,57.96875
2001-03-07,53.59375
2001-03-08,52.5
2001-03-09,50.3125
2001-03-12,48.125
2001-03-13,47.03125
2001-03-14,44.84375
2001-03-15,43.75
2001-03-16,41.5625
2001-03-19,45.9375
2001-03-20,43.75
2001-03-21,44.84375
2001-03-22,43.75
2001-03-23,43.75
2001-03-26,43.75
2001-03-27,42.65625
2001-03-28,40.46875
2001-03-29,43.75
2001-03-30,51.40625
2001-04-02,47.03125
2001-04-03,40.46875
2001-04-04,38.28125
2001-04-05,42.65625
2001-04-06,41.5625
2001-04-09,42.349998474121094
2001-04-10,43.400001525878906
2001-04-11,45.5
2001-04-12,48.29999923706055
2001-04-16,44.099998474121094
2001-04-17,45.150001525878906
2001-04-18,54.599998474121094
2001-04-19,49.349998474121094
2001-04-20,46.900001525878906
2001-04-23,46.20000076293945
2001-04-24,50.400001525878906
2001-04-25,48.650001525878906
2001-04-26,47.95000076293945
2001-04-27,48.29999923706055
2001-04-30,47.25
2001-05-01,46.900001525878906
2001-05-02,45.849998474121094
2001-05-03,44.79999923706055
2001-05-04,43.75
2001-05-07,44.79999923706055
2001-05-08,45.5
2001-05-09,47.599998474121094
2001-05-10,52.5
2001-05-11,50.04999923706055
2001-05-14,51.099998474121094
2001-05-15,47.95000076293945
2001-05-16,47.25
2001-05-17,46.54999923706055
2001-05-18,44.45000076293945
2001-05-21,45.150001525878906
2001-05-22,42.349998474121094
2001-05-23,50.400001525878906
2001-05-24,69.6500015258789
2001-05-25,67.19999694824219
2001-05-29,59.849998474121094
2001-05-30,57.400001525878906
2001-05-31,62.650001525878906
2001-06-01,61.95000076293945
2001-06-04,59.5
2001-06-05,63.0
2001-06-06,64.05000305175781
2001-06-07,63.349998474121094
2001-06-08,62.650001525878906
2001-06-11,63.0
2001-06-12,65.44999694824219
2001-06-13,77.69999694824219
2001-06-14,75.5999984741211
2001-06-15,79.0999984741211
2001-06-18,81.9000015258789
2001-06-19,84.0
2001-06-20,86.0999984741211
2001-06-21,90.6500015258789
2001-06-22,87.8499984741211
2001-06-25,86.0999984741211
2001-06-26,85.75
2001-06-27,82.94999694824219
2001-06-28,74.55000305175781
2001-06-29,92.05000305175781
2001-07-02,88.9000015258789
2001-07-03,87.5
2001-07-05,81.55000305175781
2001-07-06,76.30000305175781
2001-07-09,75.25
2001-07-10,72.0999984741211
2001-07-11,71.75
2001-07-12,72.44999694824219
2001-07-13,70.0
2001-07-16,67.19999694824219
2001-07-17,76.6500015258789
2001-07-18,72.44999694824219
2001-07-19,71.75
2001-07-20,71.4000015258789
2001-07-23,74.55000305175781
2001-07-24,74.9000015258789
2001-07-25,81.55000305175781
2001-07-26,80.1500015258789
2001-07-27,77.0
2001-07-30,77.3499984741211
2001-07-31,71.75
2001-08-01,75.25
2001-08-02,72.0999984741211
2001-08-03,70.3499984741211
2001-08-06,71.75
2001-08-07,70.0
2001-08-08,68.5999984741211
2001-08-09,68.25
2001-08-10,66.5
2001-08-13,66.8499984741211
2001-08-14,70.0
2001-08-15,67.19999694824219
2001-08-16,65.80000305175781
2001-08-17,67.9000015258789
2001-08-20,63.0
2001-08-21,59.849998474121094
2001-08-22,57.400001525878906
2001-08-23,56.70000076293945
2001-08-24,60.20000076293945
2001-08-27,60.54999923706055
2001-08-28,59.5
2001-08-29,56.349998474121094
2001-08-30,53.54999923706055
2001-08-31,53.54999923706055
2001-09-04,53.54999923706055
2001-09-05,49.70000076293945
2001-09-06,50.75
2001-09-07,47.25
2001-09-10,43.400001525878906
2001-09-17,36.75
2001-09-18,35.70000076293945
2001-09-19,35.0
2001-09-20,35.0
2001-09-21,33.95000076293945
2001-09-24,36.75
2001-09-25,35.0
2001-09-26,31.5
2001-09-27,34.29999923706055
2001-09-28,34.650001525878906
2001-10-01,32.900001525878906
2001-10-02,33.95000076293945
2001-10-03,34.29999923706055
2001-10-04,35.349998474121094
2001-10-05,33.95000076293945
2001-10-08,33.25
2001-10-09,30.799999237060547
2001-10-10,62.29999923706055
2001-10-11,55.29999923706055
2001-10-12,48.650001525878906
2001-10-15,46.54999923706055
2001-10-16,54.95000076293945
2001-10-17,55.29999923706055
2001-10-18,54.599998474121094
2001-10-19,51.099998474121094
2001-10-22,53.900001525878906
2001-10-23,53.54999923706055
2001-10-24,52.5
2001-10-25,52.5
2001-10-26,53.900001525878906
2001-10-29,48.650001525878906
2001-10-30,47.599998474121094
2001-10-31,49.349998474121094
2001-11-01,51.45000076293945
2001-11-02,46.20000076293945
2001-11-05,51.79999923706055
2001-11-06,51.45000076293945
2001-11-07,51.099998474121094
2001-11-08,50.04999923706055
2001-11-09,49.0
2001-11-12,49.70000076293945
2001-11-13,52.150001525878906
2001-11-14,56.0
2001-11-15,60.20000076293945
2001-11-16,57.04999923706055
2001-11-19,65.80000305175781
2001-11-20,59.150001525878906
2001-11-21,63.0
2001-11-23,66.1500015258789
2001-11-26,73.5
2001-11-27,74.55000305175781
2001-11-28,72.80000305175781
2001-11-29,73.5
2001-11-30,71.05000305175781
2001-12-03,71.4000015258789
2001-12-04,77.3499984741211
2001-12-05,86.80000305175781
2001-12-06,86.44999694824219
2001-12-07,119.3499984741211
2001-12-10,137.89999389648438
2001-12-11,109.19999694824219
2001-12-12,113.75
2001-12-13,105.69999694824219
2001-12-14,106.75
2001-12-17,109.9000015258789
2001-12-18,122.1500015258789
2001-12-19,123.55000305175781
2001-12-20,116.55000305175781
2001-12-21,121.44999694824219
2001-12-24,120.05000305175781
2001-12-26,114.0999984741211
2001-12-27,120.4000015258789
2001-12-28,119.3499984741211
2001-12-31,120.05000305175781
2002-01-02,120.4000015258789
2002-01-03,114.80000305175781
2002-01-04,108.1500015258789
2002-01-07,104.6500015258789
2002-01-08,111.6500015258789
2002-01-09,108.5
2002-01-10,107.0999984741211
2002-01-11,105.0
2002-01-14,113.4000015258789
2002-01-15,108.1500015258789
2002-01-16,101.5
2002-01-17,103.25
2002-01-18,102.55000305175781
2002-01-22,97.6500015258789
2002-01-23,89.94999694824219
2002-01-24,86.44999694824219
2002-01-25,87.5
2002-01-28,88.19999694824219
2002-01-29,93.0999984741211
2002-01-30,99.05000305175781
2002-01-31,96.25
2002-02-01,94.5
2002-02-04,88.19999694824219
2002-02-05,82.5999984741211
2002-02-06,78.4000015258789
2002-02-07,74.9000015258789
2002-02-08,83.6500015258789
2002-02-11,85.75
2002-02-12,82.25
2002-02-13,79.80000305175781
2002-02-14,77.0
2002-02-15,79.44999694824219
2002-02-19,78.05000305175781
2002-02-20,78.05000305175781
2002-02-21,72.80000305175781
2002-02-22,75.5999984741211
2002-02-25,75.94999694824219
2002-02-26,73.5
2002-02-27,76.6500015258789
2002-02-28,73.5
2002-03-01,79.44999694824219
2002-03-04,81.55000305175781
2002-03-05,81.55000305175781
2002-03-06,86.80000305175781
2002-03-07,94.1500015258789
2002-03-08,100.44999694824219
2002-03-11,97.6500015258789
2002-03-12,94.8499984741211
2002-03-13,94.1500015258789
2002-03-14,94.8499984741211
2002-03-15,93.80000305175781
2002-03-18,96.94999694824219
2002-03-19,94.5
2002-03-20,87.5
2002-03-21,80.5
2002-03-22,81.19999694824219
2002-03-25,77.3499984741211
2002-03-26,78.4000015258789
2002-03-27,81.55000305175781
2002-03-28,75.94999694824219
2002-04-01,77.3499984741211
2002-04-02,75.94999694824219
2002-04-03,75.5999984741211
2002-04-04,74.19999694824219
2002-04-05,70.69999694824219
2002-04-08,69.6500015258789
2002-04-09,72.0999984741211
2002-04-10,74.19999694824219
2002-04-11,70.69999694824219
2002-04-12,74.19999694824219
2002-04-15,71.75
2002-04-16,73.1500015258789
2002-04-17,71.4000015258789
2002-04-18,70.0
2002-04-19,66.8499984741211
2002-04-22,60.20000076293945
2002-04-23,61.95000076293945
2002-04-24,59.150001525878906
2002-04-25,59.5
2002-04-26,56.0
2002-04-29,55.650001525878906
2002-04-30,59.5
2002-05-01,67.55000305175781
2002-05-02,73.5
2002-05-03,66.8499984741211
2002-05-06,68.5999984741211
2002-05-07,71.4000015258789
2002-05-08,78.75
2002-05-09,78.05000305175781
2002-05-10,72.80000305175781
2002-05-13,69.6500015258789
2002-05-14,70.3499984741211
2002-05-15,72.0999984741211
2002-05-16,71.05000305175781
2002-05-17,68.25
2002-05-20,67.55000305175781
2002-05-21,66.5
2002-05-22,65.44999694824219
2002-05-23,63.0
2002-05-24,61.25
2002-05-28,63.349998474121094
2002-05-29,60.54999923706055
2002-05-30,60.54999923706055
2002-05-31,58.79999923706055
2002-06-03,54.25
2002-06-04,56.0
2002-06-05,53.900001525878906
2002-06-06,49.0
2002-06-07,53.54999923706055
2002-06-10,56.0
2002-06-11,52.5
2002-06-12,52.5
2002-06-13,49.349998474121094
2002-06-14,51.45000076293945
2002-06-17,53.54999923706055
2002-06-18,51.79999923706055
2002-06-19,54.599998474121094
2002-06-20,51.45000076293945
2002-06-21,49.349998474121094
2002-06-24,44.45000076293945
2002-06-25,46.54999923706055
2002-06-26,44.099998474121094
2002-06-27,40.95000076293945
2002-06-28,40.95000076293945
2002-07-01,36.75
2002-07-02,35.70000076293945
2002-07-03,38.150001525878906
2002-07-05,37.79999923706055
2002-07-08,37.45000076293945
2002-07-09,35.0
2002-07-10,32.54999923706055
2002-07-11,32.54999923706055
2002-07-12,31.5
2002-07-15,31.850000381469727
2002-07-16,31.850000381469727
2002-07-17,31.850000381469727
2002-07-18,29.75
2002-07-19,28.350000381469727
2002-07-22,29.049999237060547
2002-07-23,27.299999237060547
2002-07-24,30.100000381469727
2002-07-25,28.350000381469727
2002-07-26,29.049999237060547
2002-07-29,28.0
2002-07-30,26.25
2002-07-31,24.850000381469727
2002-08-01,24.850000381469727
2002-08-02,24.5
2002-08-05,26.600000381469727
2002-08-06,25.549999237060547
2002-08-07,25.549999237060547
2002-08-08,26.600000381469727
2002-08-09,28.350000381469727
2002-08-12,28.700000762939453
2002-08-13,24.850000381469727
2002-08-14,24.850000381469727
2002-08-15,23.799999237060547
2002-08-16,23.799999237060547
2002-08-19,22.049999237060547
2002-08-20,21.0
2002-08-21,19.25
2002-08-22,21.0
2002-08-23,20.299999237060547
2002-08-26,21.0
2002-08-27,20.299999237060547
2002-08-28,19.950000762939453
2002-08-29,21.0
2002-08-30,20.649999618530273
2002-09-03,17.149999618530273
2002-09-04,17.5
2002-09-05,17.850000381469727
2002-09-06,19.600000381469727
2002-09-09,21.0
2002-09-10,20.649999618530273
2002-09-11,19.950000762939453
2002-09-12,21.0
2002-09-13,20.649999618530273
2002-09-16,21.0
2002-09-17,21.350000381469727
2002-09-18,18.899999618530273
2002-09-19,15.75
2002-09-20,16.450000762939453
2002-09-23,14.699999809265137
2002-09-24,15.75
2002-09-25,16.100000381469727
2002-09-26,16.799999237060547
2002-09-27,16.100000381469727
2002-09-30,14.699999809265137
2002-10-01,12.949999809265137
2002-10-02,13.649999618530273
2002-10-03,15.050000190734863
2002-10-04,15.050000190734863
2002-10-07,14.350000381469727
2002-10-08,14.350000381469727
2002-10-09,12.25
2002-10-10,13.300000190734863
2002-10-11,14.699999809265137
2002-10-14,14.0
2002-10-15,15.050000190734863
2002-10-16,15.399999618530273
2002-10-17,15.399999618530273
2002-10-18,16.450000762939453
2002-10-21,16.450000762939453
2002-10-22,17.149999618530273
2002-10-23,17.149999618530273
2002-10-24,18.200000762939453
2002-10-25,20.649999618530273
2002-10-28,20.649999618530273
2002-10-29,19.950000762939453
2002-10-30,19.25
2002-10-31,20.649999618530273
2002-11-01,19.600000381469727
2002-11-04,21.0
2002-11-05,19.950000762939453
2002-11-06,20.299999237060547
2002-11-07,20.649999618530273
2002-11-08,20.649999618530273
2002-11-11,18.899999618530273
2002-11-12,19.25
2002-11-13,18.899999618530273
2002-11-14,21.0
2002-11-15,20.299999237060547
2002-11-18,19.25
2002-11-19,19.25
2002-11-20,21.0
2002-11-21,22.75
2002-11-22,24.5
2002-11-25,35.70000076293945
2002-11-26,37.099998474121094
2002-11-27,35.0
2002-11-29,31.5
2002-12-02,35.349998474121094
2002-12-03,35.0
2002-12-04,34.29999923706055
2002-12-05,33.95000076293945
2002-12-06,32.20000076293945
2002-12-09,27.299999237060547
2002-12-10,30.100000381469727
2002-12-11,29.399999618530273
2002-12-12,29.049999237060547
2002-12-13,28.350000381469727
2002-12-16,28.700000762939453
2002-12-17,27.299999237060547
2002-12-18,27.299999237060547
2002-12-19,26.950000762939453
2002-12-20,29.399999618530273
2002-12-23,29.399999618530273
2002-12-24,28.350000381469727
2002-12-26,27.649999618530273
2002-12-27,28.350000381469727
2002-12-30,26.950000762939453
2002-12-31,27.299999237060547
2003-01-02,28.350000381469727
2003-01-03,26.950000762939453
2003-01-06,30.100000381469727
2003-01-07,29.75
2003-01-08,28.0
2003-01-09,28.350000381469727
2003-01-10,26.950000762939453
2003-01-13,25.549999237060547
2003-01-14,25.549999237060547
2003-01-15,23.100000381469727
2003-01-16,23.450000762939453
2003-01-17,21.700000762939453
2003-01-21,20.299999237060547
2003-01-22,21.0
2003-01-23,21.0
2003-01-24,19.600000381469727
2003-01-27,19.600000381469727
2003-01-28,20.649999618530273
2003-01-29,19.600000381469727
2003-01-30,17.850000381469727
2003-01-31,18.549999237060547
2003-02-03,20.649999618530273
2003-02-04,20.299999237060547
2003-02-05,19.25
2003-02-06,19.25
2003-02-07,19.25
2003-02-10,19.600000381469727
2003-02-11,19.600000381469727
2003-02-12,19.950000762939453
2003-02-13,19.950000762939453
2003-02-14,18.899999618530273
2003-02-18,19.25
2003-02-19,18.549999237060547
2003-02-20,18.899999618530273
2003-02-21,23.450000762939453
2003-02-24,27.299999237060547
2003-02-25,24.149999618530273
2003-02-26,21.350000381469727
2003-02-27,21.0
2003-02-28,19.950000762939453
2003-03-03,20.299999237060547
2003-03-04,20.649999618530273
2003-03-05,20.649999618530273
2003-03-06,19.600000381469727
2003-03-07,18.899999618530273
2003-03-10,17.5
2003-03-11,16.450000762939453
2003-03-12,16.450000762939453
2003-03-13,19.950000762939453
2003-03-14,19.950000762939453
2003-03-17,20.649999618530273
2003-03-18,18.200000762939453
2003-03-19,19.25
2003-03-20,19.25
2003-03-21,18.899999618530273
2003-03-24,17.5
2003-03-25,17.850000381469727
2003-03-26,17.5
2003-03-27,18.200000762939453
2003-03-28,17.5
2003-03-31,17.5
2003-04-01,17.149999618530273
2003-04-02,18.200000762939453
2003-04-03,18.899999618530273
2003-04-04,18.200000762939453
2003-04-07,17.149999618530273
2003-04-08,16.799999237060547
2003-04-09,16.100000381469727
2003-04-10,16.799999237060547
2003-04-11,17.149999618530273
2003-04-14,17.850000381469727
2003-04-15,17.5
2003-04-16,17.5
2003-04-17,17.850000381469727
2003-04-21,17.5
2003-04-22,17.850000381469727
2003-04-23,19.600000381469727
2003-04-24,26.950000762939453
2003-04-25,23.100000381469727
2003-04-28,22.049999237060547
2003-04-29,22.049999237060547
2003-04-30,20.649999618530273
2003-05-01,22.75
2003-05-02,22.75
2003-05-05,24.149999618530273
2003-05-06,26.25
2003-05-07,23.100000381469727
2003-05-08,23.799999237060547
2003-05-09,24.850000381469727
2003-05-12,24.5
2003-05-13,25.549999237060547
2003-05-14,25.200000762939453
2003-05-15,24.5
2003-05-16,24.5
2003-05-19,25.899999618530273
2003-05-20,29.75
2003-05-21,32.54999923706055
2003-05-22,29.75
2003-05-23,30.799999237060547
2003-05-27,32.54999923706055
2003-05-28,36.04999923706055
2003-05-29,39.20000076293945
2003-05-30,40.25
2003-06-02,41.29999923706055
2003-06-03,39.20000076293945
2003-06-04,48.650001525878906
2003-06-05,44.79999923706055
2003-06-06,43.04999923706055
2003-06-09,60.900001525878906
