,CDMO
2003-06-10,53.900001525878906
2003-06-11,59.150001525878906
2003-06-12,73.8499984741211
2003-06-13,68.25
2003-06-16,66.5
2003-06-17,58.45000076293945
2003-06-18,58.79999923706055
2003-06-19,54.599998474121094
2003-06-20,49.0
2003-06-23,45.150001525878906
2003-06-24,44.79999923706055
2003-06-25,45.150001525878906
2003-06-26,46.900001525878906
2003-06-27,48.29999923706055
2003-06-30,50.75
2003-07-01,50.04999923706055
2003-07-02,52.849998474121094
2003-07-03,51.79999923706055
2003-07-07,50.400001525878906
2003-07-08,49.70000076293945
2003-07-09,50.75
2003-07-10,49.349998474121094
2003-07-11,56.70000076293945
2003-07-14,61.599998474121094
2003-07-15,59.5
2003-07-16,55.650001525878906
2003-07-17,53.54999923706055
2003-07-18,54.25
2003-07-21,49.349998474121094
2003-07-22,51.45000076293945
2003-07-23,50.75
2003-07-24,49.0
2003-07-25,49.70000076293945
2003-07-28,50.75
2003-07-29,51.45000076293945
2003-07-30,53.54999923706055
2003-07-31,50.75
2003-08-01,51.79999923706055
2003-08-04,51.79999923706055
2003-08-05,50.400001525878906
2003-08-06,47.95000076293945
2003-08-07,45.849998474121094
2003-08-08,44.45000076293945
2003-08-11,45.849998474121094
2003-08-12,46.900001525878906
2003-08-13,59.150001525878906
2003-08-14,54.95000076293945
2003-08-15,54.599998474121094
2003-08-18,59.849998474121094
2003-08-19,59.5
2003-08-20,58.79999923706055
2003-08-21,59.5
2003-08-22,59.5
2003-08-25,59.150001525878906
2003-08-26,57.400001525878906
2003-08-27,59.150001525878906
2003-08-28,58.099998474121094
2003-08-29,57.75
2003-09-02,63.349998474121094
2003-09-03,66.5
2003-09-04,64.75
2003-09-05,63.0
2003-09-08,65.44999694824219
2003-09-09,69.30000305175781
2003-09-10,70.69999694824219
2003-09-11,69.6500015258789
2003-09-12,68.5999984741211
2003-09-15,61.25
2003-09-16,64.05000305175781
2003-09-17,61.95000076293945
2003-09-18,66.5
2003-09-19,70.69999694824219
2003-09-22,81.9000015258789
2003-09-23,78.4000015258789
2003-09-24,74.9000015258789
2003-09-25,74.55000305175781
2003-09-26,70.3499984741211
2003-09-29,70.0
2003-09-30,75.25
2003-10-01,72.80000305175781
2003-10-02,74.55000305175781
2003-10-03,76.6500015258789
2003-10-06,81.55000305175781
2003-10-07,80.5
2003-10-08,77.0
2003-10-09,79.80000305175781
2003-10-10,76.30000305175781
2003-10-13,75.5999984741211
2003-10-14,76.30000305175781
2003-10-15,74.9000015258789
2003-10-16,75.94999694824219
2003-10-17,73.8499984741211
2003-10-20,74.55000305175781
2003-10-21,77.0
2003-10-22,77.3499984741211
2003-10-23,75.25
2003-10-24,75.94999694824219
2003-10-27,74.9000015258789
2003-10-28,74.55000305175781
2003-10-29,73.1500015258789
2003-10-30,73.5
2003-10-31,73.5
2003-11-03,75.94999694824219
2003-11-04,76.6500015258789
2003-11-05,87.5
2003-11-06,88.9000015258789
2003-11-07,87.5
2003-11-10,94.8499984741211
2003-11-11,97.30000305175781
2003-11-12,90.6500015258789
2003-11-13,92.75
2003-11-14,94.1500015258789
2003-11-17,91.3499984741211
2003-11-18,91.69999694824219
2003-11-19,92.75
2003-11-20,90.30000305175781
2003-11-21,88.19999694824219
2003-11-24,92.4000015258789
2003-11-25,91.69999694824219
2003-11-26,89.94999694824219
2003-11-28,84.69999694824219
2003-12-01,91.0
2003-12-02,89.94999694824219
2003-12-03,93.44999694824219
2003-12-04,92.75
2003-12-05,88.9000015258789
2003-12-08,88.9000015258789
2003-12-09,86.80000305175781
2003-12-10,77.0
2003-12-11,87.1500015258789
2003-12-12,87.1500015258789
2003-12-15,85.75
2003-12-16,88.19999694824219
2003-12-17,84.3499984741211
2003-12-18,87.5
2003-12-19,86.80000305175781
2003-12-22,85.75
2003-12-23,86.0999984741211
2003-12-24,84.0
2003-12-26,85.05000305175781
2003-12-29,84.0
2003-12-30,82.25
2003-12-31,77.3499984741211
2004-01-02,81.19999694824219
2004-01-05,82.94999694824219
2004-01-06,84.69999694824219
2004-01-07,82.5999984741211
2004-01-08,84.0
2004-01-09,86.44999694824219
2004-01-12,90.30000305175781
2004-01-13,94.5
2004-01-14,93.44999694824219
2004-01-15,93.44999694824219
2004-01-16,92.4000015258789
2004-01-20,96.25
2004-01-21,106.4000015258789
2004-01-22,104.6500015258789
2004-01-23,101.8499984741211
2004-01-26,101.1500015258789
2004-01-27,98.0
2004-01-28,93.80000305175781
2004-01-29,92.4000015258789
2004-01-30,85.05000305175781
2004-02-02,82.25
2004-02-03,85.75
2004-02-04,83.6500015258789
2004-02-05,84.3499984741211
2004-02-06,82.94999694824219
2004-02-09,84.0
2004-02-10,86.0999984741211
2004-02-11,88.55000305175781
2004-02-12,89.25
2004-02-13,86.80000305175781
2004-02-17,88.9000015258789
2004-02-18,87.5
2004-02-19,85.75
2004-02-20,90.6500015258789
2004-02-23,85.75
2004-02-24,88.9000015258789
2004-02-25,90.6500015258789
2004-02-26,92.05000305175781
2004-02-27,97.6500015258789
2004-03-01,93.80000305175781
2004-03-02,91.0
2004-03-03,88.9000015258789
2004-03-04,90.30000305175781
2004-03-05,91.0
2004-03-08,88.9000015258789
2004-03-09,93.0999984741211
2004-03-10,88.9000015258789
2004-03-11,75.25
2004-03-12,80.5
2004-03-15,75.94999694824219
2004-03-16,75.94999694824219
2004-03-17,78.75
2004-03-18,79.0999984741211
2004-03-19,79.80000305175781
2004-03-22,75.25
2004-03-23,70.3499984741211
2004-03-24,67.9000015258789
2004-03-25,73.1500015258789
2004-03-26,70.3499984741211
2004-03-29,74.9000015258789
2004-03-30,78.75
2004-03-31,85.75
2004-04-01,84.0
2004-04-02,84.0
2004-04-05,79.80000305175781
2004-04-06,78.4000015258789
2004-04-07,80.5
2004-04-08,76.30000305175781
2004-04-12,78.4000015258789
2004-04-13,73.5
2004-04-14,74.19999694824219
2004-04-15,72.0999984741211
2004-04-16,71.05000305175781
2004-04-19,70.0
2004-04-20,67.9000015258789
2004-04-21,68.5999984741211
2004-04-22,69.30000305175781
2004-04-23,67.19999694824219
2004-04-26,64.4000015258789
2004-04-27,66.5
2004-04-28,63.0
2004-04-29,61.599998474121094
2004-04-30,58.45000076293945
2004-05-03,57.04999923706055
2004-05-04,51.79999923706055
2004-05-05,57.400001525878906
2004-05-06,61.599998474121094
2004-05-07,63.0
2004-05-10,59.150001525878906
2004-05-11,58.79999923706055
2004-05-12,57.400001525878906
2004-05-13,53.54999923706055
2004-05-14,53.900001525878906
2004-05-17,56.70000076293945
2004-05-18,55.29999923706055
2004-05-19,54.25
2004-05-20,53.20000076293945
2004-05-21,54.25
2004-05-24,53.900001525878906
2004-05-25,53.900001525878906
2004-05-26,53.900001525878906
2004-05-27,54.95000076293945
2004-05-28,54.599998474121094
2004-06-01,55.650001525878906
2004-06-02,57.04999923706055
2004-06-03,55.650001525878906
2004-06-04,57.75
2004-06-07,58.099998474121094
2004-06-08,57.04999923706055
2004-06-09,56.349998474121094
2004-06-10,56.349998474121094
2004-06-14,53.54999923706055
2004-06-15,52.849998474121094
2004-06-16,53.54999923706055
2004-06-17,52.5
2004-06-18,47.599998474121094
2004-06-21,46.20000076293945
2004-06-22,45.150001525878906
2004-06-23,47.25
2004-06-24,50.04999923706055
2004-06-25,53.20000076293945
2004-06-28,50.04999923706055
2004-06-29,50.04999923706055
2004-06-30,51.099998474121094
2004-07-01,52.150001525878906
2004-07-02,52.849998474121094
2004-07-06,50.75
2004-07-07,50.75
2004-07-08,48.650001525878906
2004-07-09,47.599998474121094
2004-07-12,49.0
2004-07-13,49.0
2004-07-14,47.25
2004-07-15,45.5
2004-07-16,45.5
2004-07-19,44.099998474121094
2004-07-20,46.20000076293945
2004-07-21,41.29999923706055
2004-07-22,42.0
2004-07-23,39.900001525878906
2004-07-26,37.79999923706055
2004-07-27,35.0
2004-07-28,33.25
2004-07-29,41.650001525878906
2004-07-30,41.650001525878906
2004-08-02,39.54999923706055
2004-08-03,35.349998474121094
2004-08-04,40.95000076293945
2004-08-05,37.79999923706055
2004-08-06,35.349998474121094
2004-08-09,35.349998474121094
2004-08-10,37.79999923706055
2004-08-11,36.400001525878906
2004-08-12,35.349998474121094
2004-08-13,35.70000076293945
2004-08-16,38.849998474121094
2004-08-17,37.45000076293945
2004-08-18,40.25
2004-08-19,39.900001525878906
2004-08-20,41.650001525878906
2004-08-23,40.95000076293945
2004-08-24,42.0
2004-08-25,44.45000076293945
2004-08-26,44.099998474121094
2004-08-27,44.45000076293945
2004-08-30,45.5
2004-08-31,50.75
2004-09-01,56.0
2004-09-02,51.79999923706055
2004-09-03,52.150001525878906
2004-09-07,53.20000076293945
2004-09-08,51.79999923706055
2004-09-09,53.900001525878906
2004-09-10,55.29999923706055
2004-09-13,54.25
2004-09-14,54.599998474121094
2004-09-15,53.54999923706055
2004-09-16,52.5
2004-09-17,52.5
2004-09-20,50.75
2004-09-21,49.0
2004-09-22,50.04999923706055
2004-09-23,50.04999923706055
2004-09-24,52.849998474121094
2004-09-27,51.45000076293945
2004-09-28,55.650001525878906
2004-09-29,56.0
2004-09-30,56.349998474121094
2004-10-01,58.099998474121094
2004-10-04,55.650001525878906
2004-10-05,52.5
2004-10-06,55.650001525878906
2004-10-07,55.650001525878906
2004-10-08,54.599998474121094
2004-10-11,54.599998474121094
2004-10-12,54.25
2004-10-13,52.849998474121094
2004-10-14,50.04999923706055
2004-10-15,49.70000076293945
2004-10-18,51.79999923706055
2004-10-19,51.79999923706055
2004-10-20,50.400001525878906
2004-10-21,49.0
2004-10-22,46.54999923706055
2004-10-25,45.849998474121094
2004-10-26,40.25
2004-10-27,44.79999923706055
2004-10-28,46.20000076293945
2004-10-29,45.150001525878906
2004-11-01,45.849998474121094
2004-11-02,43.75
2004-11-03,43.75
2004-11-04,43.04999923706055
2004-11-05,42.70000076293945
2004-11-08,46.20000076293945
2004-11-09,50.04999923706055
2004-11-10,48.29999923706055
2004-11-11,49.349998474121094
2004-11-12,49.349998474121094
2004-11-15,49.0
2004-11-16,45.150001525878906
2004-11-17,46.54999923706055
2004-11-18,44.099998474121094
2004-11-19,43.04999923706055
2004-11-22,45.5
2004-11-23,45.5
2004-11-24,43.400001525878906
2004-11-26,43.400001525878906
2004-11-29,44.099998474121094
2004-11-30,44.45000076293945
2004-12-01,43.400001525878906
2004-12-02,43.400001525878906
2004-12-03,45.849998474121094
2004-12-06,46.900001525878906
2004-12-07,44.099998474121094
2004-12-08,43.400001525878906
2004-12-09,43.400001525878906
2004-12-10,43.400001525878906
2004-12-13,45.5
2004-12-14,44.099998474121094
2004-12-15,44.45000076293945
2004-12-16,43.04999923706055
2004-12-17,43.400001525878906
2004-12-20,41.29999923706055
2004-12-21,39.900001525878906
2004-12-22,40.599998474121094
2004-12-23,40.95000076293945
2004-12-27,39.900001525878906
2004-12-28,40.25
2004-12-29,40.25
2004-12-30,40.95000076293945
2004-12-31,40.95000076293945
2005-01-03,40.599998474121094
2005-01-04,41.29999923706055
2005-01-05,39.20000076293945
2005-01-06,39.54999923706055
2005-01-07,38.849998474121094
2005-01-10,36.75
2005-01-11,36.04999923706055
2005-01-12,38.5
2005-01-13,38.150001525878906
2005-01-14,36.75
2005-01-18,36.04999923706055
2005-01-19,35.349998474121094
2005-01-20,35.0
2005-01-21,39.20000076293945
2005-01-24,37.099998474121094
2005-01-25,37.79999923706055
2005-01-26,40.599998474121094
2005-01-27,42.0
2005-01-28,41.29999923706055
2005-01-31,42.0
2005-02-01,42.349998474121094
2005-02-02,42.70000076293945
2005-02-03,42.349998474121094
2005-02-04,42.349998474121094
2005-02-07,45.150001525878906
2005-02-08,49.70000076293945
2005-02-09,45.5
2005-02-10,45.5
2005-02-11,48.29999923706055
2005-02-14,47.25
2005-02-15,44.79999923706055
2005-02-16,44.45000076293945
2005-02-17,45.849998474121094
2005-02-18,44.099998474121094
2005-02-22,42.349998474121094
2005-02-23,42.349998474121094
2005-02-24,43.04999923706055
2005-02-25,42.349998474121094
2005-02-28,42.0
2005-03-01,43.75
2005-03-02,47.95000076293945
2005-03-03,46.54999923706055
2005-03-04,47.95000076293945
2005-03-07,52.5
2005-03-08,50.400001525878906
2005-03-09,46.54999923706055
2005-03-10,45.150001525878906
2005-03-11,44.79999923706055
2005-03-14,46.900001525878906
2005-03-15,45.849998474121094
2005-03-16,45.849998474121094
2005-03-17,47.25
2005-03-18,47.25
2005-03-21,47.25
2005-03-22,47.599998474121094
2005-03-23,46.20000076293945
2005-03-24,45.849998474121094
2005-03-28,46.900001525878906
2005-03-29,46.54999923706055
2005-03-30,50.04999923706055
2005-03-31,51.45000076293945
2005-04-01,54.599998474121094
2005-04-04,52.849998474121094
2005-04-05,51.79999923706055
2005-04-06,48.29999923706055
2005-04-07,49.349998474121094
2005-04-08,49.70000076293945
2005-04-11,49.0
2005-04-12,46.900001525878906
2005-04-13,45.5
2005-04-14,41.650001525878906
2005-04-15,41.29999923706055
2005-04-18,45.150001525878906
2005-04-19,43.400001525878906
2005-04-20,43.04999923706055
2005-04-21,43.04999923706055
2005-04-22,43.04999923706055
2005-04-25,44.79999923706055
2005-04-26,43.04999923706055
2005-04-27,43.04999923706055
2005-04-28,39.54999923706055
2005-04-29,42.349998474121094
2005-05-02,42.0
2005-05-03,40.95000076293945
2005-05-04,41.650001525878906
2005-05-05,42.70000076293945
2005-05-06,42.0
2005-05-09,43.400001525878906
2005-05-10,42.0
2005-05-11,41.29999923706055
2005-05-12,37.79999923706055
2005-05-13,38.150001525878906
2005-05-16,37.79999923706055
2005-05-17,37.45000076293945
2005-05-18,38.5
2005-05-19,39.20000076293945
2005-05-20,38.849998474121094
2005-05-23,38.5
2005-05-24,38.5
2005-05-25,39.20000076293945
2005-05-26,39.900001525878906
2005-05-27,39.20000076293945
2005-05-31,40.599998474121094
2005-06-01,40.599998474121094
2005-06-02,40.95000076293945
2005-06-03,39.900001525878906
2005-06-06,38.849998474121094
2005-06-07,36.75
2005-06-08,36.400001525878906
2005-06-09,36.75
2005-06-10,36.75
2005-06-13,37.79999923706055
2005-06-14,37.099998474121094
2005-06-15,36.75
2005-06-16,36.75
2005-06-17,35.70000076293945
2005-06-20,37.45000076293945
2005-06-21,38.150001525878906
2005-06-22,38.150001525878906
2005-06-23,37.099998474121094
2005-06-24,36.04999923706055
2005-06-27,33.599998474121094
2005-06-28,33.25
2005-06-29,32.900001525878906
2005-06-30,33.599998474121094
2005-07-01,34.29999923706055
2005-07-05,36.400001525878906
2005-07-06,35.70000076293945
2005-07-07,35.0
2005-07-08,36.04999923706055
2005-07-11,36.75
2005-07-12,35.70000076293945
2005-07-13,36.04999923706055
2005-07-14,35.349998474121094
2005-07-15,35.0
2005-07-18,39.900001525878906
2005-07-19,39.20000076293945
2005-07-20,40.25
2005-07-21,42.70000076293945
2005-07-22,42.0
2005-07-25,45.150001525878906
2005-07-26,43.75
2005-07-27,41.29999923706055
2005-07-28,41.29999923706055
2005-07-29,42.0
2005-08-01,43.75
2005-08-02,44.45000076293945
2005-08-03,44.099998474121094
2005-08-04,43.400001525878906
2005-08-05,42.349998474121094
2005-08-08,42.70000076293945
2005-08-09,42.349998474121094
2005-08-10,41.650001525878906
2005-08-11,41.650001525878906
2005-08-12,40.95000076293945
2005-08-15,39.54999923706055
2005-08-16,40.25
2005-08-17,39.54999923706055
2005-08-18,38.849998474121094
2005-08-19,38.849998474121094
2005-08-22,39.20000076293945
2005-08-23,39.54999923706055
2005-08-24,38.5
2005-08-25,41.650001525878906
2005-08-26,40.599998474121094
2005-08-29,39.900001525878906
2005-08-30,39.54999923706055
2005-08-31,38.5
2005-09-01,38.150001525878906
2005-09-02,38.5
2005-09-06,39.54999923706055
2005-09-07,39.20000076293945
2005-09-08,38.849998474121094
2005-09-09,39.20000076293945
2005-09-12,38.5
2005-09-13,39.20000076293945
2005-09-14,38.849998474121094
2005-09-15,37.45000076293945
2005-09-16,37.099998474121094
2005-09-19,37.099998474121094
2005-09-20,37.45000076293945
2005-09-21,35.70000076293945
2005-09-22,36.04999923706055
2005-09-23,35.70000076293945
2005-09-26,36.400001525878906
2005-09-27,36.400001525878906
2005-09-28,35.70000076293945
2005-09-29,35.70000076293945
2005-09-30,35.0
2005-10-03,35.0
2005-10-04,35.349998474121094
2005-10-05,35.0
2005-10-06,35.0
2005-10-07,35.0
2005-10-10,35.349998474121094
2005-10-11,33.599998474121094
2005-10-12,33.599998474121094
2005-10-13,33.95000076293945
2005-10-14,35.0
2005-10-17,33.25
2005-10-18,32.54999923706055
2005-10-19,32.900001525878906
2005-10-20,32.54999923706055
2005-10-21,35.0
2005-10-24,36.75
2005-10-25,37.79999923706055
2005-10-26,35.70000076293945
2005-10-27,37.099998474121094
2005-10-28,37.45000076293945
2005-10-31,36.04999923706055
2005-11-01,36.400001525878906
2005-11-02,35.70000076293945
2005-11-03,36.04999923706055
2005-11-04,37.45000076293945
2005-11-07,36.75
2005-11-08,37.45000076293945
2005-11-09,36.04999923706055
2005-11-10,35.0
2005-11-11,34.29999923706055
2005-11-14,34.650001525878906
2005-11-15,35.0
2005-11-16,33.599998474121094
2005-11-17,33.599998474121094
2005-11-18,33.95000076293945
2005-11-21,32.54999923706055
2005-11-22,32.900001525878906
2005-11-23,32.54999923706055
2005-11-25,35.0
2005-11-28,33.599998474121094
2005-11-29,33.95000076293945
2005-11-30,33.599998474121094
2005-12-01,34.29999923706055
2005-12-02,35.0
2005-12-05,34.29999923706055
2005-12-06,36.04999923706055
2005-12-07,35.0
2005-12-08,35.0
2005-12-09,33.25
2005-12-12,33.25
2005-12-13,32.900001525878906
2005-12-14,32.900001525878906
2005-12-15,32.54999923706055
2005-12-16,32.20000076293945
2005-12-19,32.54999923706055
2005-12-20,32.900001525878906
2005-12-21,31.5
2005-12-22,32.900001525878906
2005-12-23,32.20000076293945
2005-12-27,31.5
2005-12-28,31.5
2005-12-29,32.54999923706055
2005-12-30,32.54999923706055
2006-01-03,31.5
2006-01-04,31.5
2006-01-05,31.850000381469727
2006-01-06,32.900001525878906
2006-01-09,32.20000076293945
2006-01-10,32.20000076293945
2006-01-11,34.29999923706055
2006-01-12,33.599998474121094
2006-01-13,34.29999923706055
2006-01-17,33.599998474121094
2006-01-18,35.349998474121094
2006-01-19,35.70000076293945
2006-01-20,35.70000076293945
2006-01-23,38.5
2006-01-24,40.95000076293945
2006-01-25,40.25
2006-01-26,38.849998474121094
2006-01-27,40.599998474121094
2006-01-30,42.0
2006-01-31,48.650001525878906
2006-02-01,46.20000076293945
2006-02-02,53.900001525878906
2006-02-03,59.5
2006-02-06,50.75
2006-02-07,51.45000076293945
2006-02-08,50.400001525878906
2006-02-09,49.0
2006-02-10,52.150001525878906
2006-02-13,50.75
2006-02-14,56.70000076293945
2006-02-15,53.54999923706055
2006-02-16,48.650001525878906
2006-02-17,51.099998474121094
2006-02-21,53.20000076293945
2006-02-22,52.5
2006-02-23,52.5
2006-02-24,52.150001525878906
2006-02-27,52.5
2006-02-28,49.0
2006-03-01,47.25
2006-03-02,49.349998474121094
2006-03-03,46.900001525878906
2006-03-06,46.20000076293945
2006-03-07,43.04999923706055
2006-03-08,46.54999923706055
2006-03-09,46.54999923706055
2006-03-10,46.20000076293945
2006-03-13,44.79999923706055
2006-03-14,43.400001525878906
2006-03-15,45.150001525878906
2006-03-16,47.599998474121094
2006-03-17,50.400001525878906
2006-03-20,47.95000076293945
2006-03-21,50.04999923706055
2006-03-22,49.349998474121094
2006-03-23,47.599998474121094
2006-03-24,49.70000076293945
2006-03-27,48.650001525878906
2006-03-28,49.0
2006-03-29,49.349998474121094
2006-03-30,57.04999923706055
2006-03-31,53.900001525878906
2006-04-03,51.099998474121094
2006-04-04,51.45000076293945
2006-04-05,49.70000076293945
2006-04-06,49.349998474121094
2006-04-07,49.349998474121094
2006-04-10,46.54999923706055
2006-04-11,47.599998474121094
2006-04-12,48.29999923706055
2006-04-13,47.25
2006-04-17,46.20000076293945
2006-04-18,47.95000076293945
2006-04-19,47.599998474121094
2006-04-20,46.900001525878906
2006-04-21,47.599998474121094
2006-04-24,51.099998474121094
2006-04-25,50.04999923706055
2006-04-26,49.0
2006-04-27,49.70000076293945
2006-04-28,48.650001525878906
2006-05-01,49.0
2006-05-02,47.599998474121094
2006-05-03,45.849998474121094
2006-05-04,49.349998474121094
2006-05-05,50.04999923706055
2006-05-08,51.099998474121094
2006-05-09,54.25
2006-05-10,50.75
2006-05-11,51.099998474121094
2006-05-12,49.70000076293945
2006-05-15,48.650001525878906
2006-05-16,48.650001525878906
2006-05-17,48.29999923706055
2006-05-18,49.0
2006-05-19,48.650001525878906
2006-05-22,49.0
2006-05-23,49.349998474121094
2006-05-24,52.849998474121094
2006-05-25,50.400001525878906
2006-05-26,52.5
2006-05-30,55.29999923706055
2006-05-31,52.150001525878906
2006-06-01,54.599998474121094
2006-06-02,64.05000305175781
2006-06-05,57.400001525878906
2006-06-06,63.0
2006-06-07,60.20000076293945
2006-06-08,59.5
2006-06-09,63.0
2006-06-12,66.5
2006-06-13,61.599998474121094
2006-06-14,61.599998474121094
2006-06-15,60.20000076293945
2006-06-16,57.75
2006-06-19,58.45000076293945
2006-06-20,59.849998474121094
2006-06-21,58.79999923706055
2006-06-22,57.04999923706055
2006-06-23,59.5
2006-06-26,59.5
2006-06-27,57.04999923706055
2006-06-28,59.150001525878906
2006-06-29,60.900001525878906
2006-06-30,55.650001525878906
2006-07-03,57.400001525878906
2006-07-05,55.29999923706055
2006-07-06,55.29999923706055
2006-07-07,52.150001525878906
2006-07-10,52.849998474121094
2006-07-11,52.150001525878906
2006-07-12,51.099998474121094
2006-07-13,49.0
2006-07-14,48.29999923706055
2006-07-17,46.54999923706055
2006-07-18,46.20000076293945
2006-07-19,47.95000076293945
2006-07-20,45.849998474121094
2006-07-21,45.849998474121094
2006-07-24,47.25
2006-07-25,50.400001525878906
2006-07-26,50.400001525878906
2006-07-27,47.599998474121094
2006-07-28,49.349998474121094
2006-07-31,49.349998474121094
2006-08-01,49.349998474121094
2006-08-02,48.29999923706055
2006-08-03,48.29999923706055
2006-08-04,48.29999923706055
2006-08-07,46.900001525878906
2006-08-08,45.5
2006-08-09,44.79999923706055
2006-08-10,43.75
2006-08-11,45.150001525878906
2006-08-14,45.5
2006-08-15,46.20000076293945
2006-08-16,46.900001525878906
2006-08-17,47.599998474121094
2006-08-18,47.599998474121094
2006-08-21,46.900001525878906
2006-08-22,46.54999923706055
2006-08-23,45.849998474121094
2006-08-24,46.900001525878906
2006-08-25,45.849998474121094
2006-08-28,46.54999923706055
2006-08-29,48.29999923706055
2006-08-30,49.70000076293945
2006-08-31,48.29999923706055
2006-09-01,47.599998474121094
2006-09-05,47.599998474121094
2006-09-06,45.5
2006-09-07,43.75
2006-09-08,44.45000076293945
2006-09-11,40.25
2006-09-12,41.650001525878906
2006-09-13,42.349998474121094
2006-09-14,43.400001525878906
2006-09-15,42.0
2006-09-18,42.70000076293945
2006-09-19,46.54999923706055
2006-09-20,47.95000076293945
2006-09-21,48.650001525878906
2006-09-22,46.20000076293945
2006-09-25,47.25
2006-09-26,46.20000076293945
2006-09-27,45.5
2006-09-28,45.5
2006-09-29,44.45000076293945
2006-10-02,42.70000076293945
2006-10-03,43.04999923706055
2006-10-04,44.79999923706055
2006-10-05,45.150001525878906
2006-10-06,46.54999923706055
2006-10-09,45.849998474121094
2006-10-10,45.5
2006-10-11,44.45000076293945
2006-10-12,46.54999923706055
2006-10-13,47.95000076293945
2006-10-16,48.29999923706055
2006-10-17,50.400001525878906
2006-10-18,49.349998474121094
2006-10-19,50.04999923706055
2006-10-20,49.70000076293945
2006-10-23,48.650001525878906
2006-10-24,47.25
2006-10-25,46.54999923706055
2006-10-26,47.95000076293945
2006-10-27,48.29999923706055
2006-10-30,49.0
2006-10-31,47.599998474121094
2006-11-01,46.20000076293945
2006-11-02,45.5
2006-11-03,45.5
2006-11-06,45.849998474121094
2006-11-07,46.20000076293945
2006-11-08,46.54999923706055
2006-11-09,45.150001525878906
2006-11-10,44.79999923706055
2006-11-13,44.45000076293945
2006-11-14,46.54999923706055
2006-11-15,46.20000076293945
2006-11-16,46.54999923706055
2006-11-17,45.849998474121094
2006-11-20,45.5
2006-11-21,45.849998474121094
2006-11-22,44.45000076293945
2006-11-24,44.45000076293945
2006-11-27,44.099998474121094
2006-11-28,44.099998474121094
2006-11-29,43.75
2006-11-30,43.400001525878906
2006-12-01,42.70000076293945
2006-12-04,43.75
2006-12-05,43.400001525878906
2006-12-06,44.099998474121094
2006-12-07,43.400001525878906
2006-12-08,42.0
2006-12-11,42.0
2006-12-12,43.75
2006-12-13,44.45000076293945
2006-12-14,44.099998474121094
2006-12-15,43.75
2006-12-18,43.04999923706055
2006-12-19,42.349998474121094
2006-12-20,42.0
2006-12-21,42.349998474121094
2006-12-22,42.0
2006-12-26,42.0
2006-12-27,41.29999923706055
2006-12-28,40.95000076293945
2006-12-29,40.599998474121094
2007-01-03,39.54999923706055
2007-01-04,38.849998474121094
2007-01-05,38.5
2007-01-08,39.20000076293945
2007-01-09,40.599998474121094
2007-01-10,40.599998474121094
2007-01-11,40.25
2007-01-12,41.650001525878906
2007-01-16,41.650001525878906
2007-01-17,40.95000076293945
2007-01-18,40.599998474121094
2007-01-19,41.29999923706055
2007-01-22,40.599998474121094
2007-01-23,40.95000076293945
2007-01-24,40.95000076293945
2007-01-25,40.599998474121094
2007-01-26,40.599998474121094
2007-01-29,40.95000076293945
2007-01-30,40.95000076293945
2007-01-31,40.95000076293945
2007-02-01,41.650001525878906
2007-02-02,41.29999923706055
2007-02-05,40.25
2007-02-06,41.29999923706055
2007-02-07,40.95000076293945
2007-02-08,40.95000076293945
2007-02-09,40.95000076293945
2007-02-12,42.70000076293945
2007-02-13,43.04999923706055
2007-02-14,41.650001525878906
2007-02-15,40.95000076293945
2007-02-16,39.900001525878906
2007-02-20,40.25
2007-02-21,39.20000076293945
2007-02-22,39.20000076293945
2007-02-23,39.20000076293945
2007-02-26,38.849998474121094
2007-02-27,36.75
2007-02-28,36.04999923706055
2007-03-01,37.45000076293945
2007-03-02,35.0
2007-03-05,33.599998474121094
2007-03-06,34.29999923706055
2007-03-07,33.25
2007-03-08,33.25
2007-03-09,33.599998474121094
2007-03-12,32.54999923706055
2007-03-13,30.799999237060547
2007-03-14,33.25
2007-03-15,32.54999923706055
2007-03-16,32.54999923706055
2007-03-19,32.54999923706055
2007-03-20,32.54999923706055
2007-03-21,34.650001525878906
2007-03-22,37.099998474121094
2007-03-23,36.400001525878906
2007-03-26,36.04999923706055
2007-03-27,35.349998474121094
2007-03-28,34.650001525878906
2007-03-29,33.95000076293945
2007-03-30,34.29999923706055
2007-04-02,33.599998474121094
2007-04-03,34.29999923706055
2007-04-04,34.650001525878906
2007-04-05,36.04999923706055
2007-04-09,36.04999923706055
2007-04-10,37.099998474121094
2007-04-11,37.099998474121094
2007-04-12,36.04999923706055
2007-04-13,36.400001525878906
2007-04-16,40.599998474121094
2007-04-17,40.95000076293945
2007-04-18,38.5
2007-04-19,37.79999923706055
2007-04-20,38.849998474121094
2007-04-23,38.150001525878906
2007-04-24,37.099998474121094
2007-04-25,36.75
2007-04-26,36.400001525878906
2007-04-27,35.349998474121094
2007-04-30,35.0
2007-05-01,33.95000076293945
2007-05-02,35.0
2007-05-03,35.349998474121094
2007-05-04,35.0
2007-05-07,35.349998474121094
2007-05-08,34.650001525878906
2007-05-09,34.29999923706055
2007-05-10,33.25
2007-05-11,33.95000076293945
2007-05-14,33.25
2007-05-15,32.54999923706055
2007-05-16,34.650001525878906
2007-05-17,33.95000076293945
2007-05-18,33.599998474121094
2007-05-21,33.95000076293945
2007-05-22,34.29999923706055
2007-05-23,33.95000076293945
2007-05-24,33.599998474121094
