,ANDAU
2020-01-15,10.460000038146973
2020-01-16,10.460000038146973
2020-01-17,10.460000038146973
2020-01-21,10.460000038146973
2020-01-22,10.460000038146973
2020-01-23,10.460000038146973
2020-01-24,10.460000038146973
2020-01-27,10.460000038146973
2020-01-28,10.460000038146973
2020-01-29,10.619000434875488
2020-01-30,10.619000434875488
2020-01-31,10.619000434875488
2020-02-03,10.600000381469727
2020-02-04,10.600000381469727
2020-02-05,10.600000381469727
2020-02-06,10.600000381469727
2020-02-07,10.600000381469727
2020-02-10,10.699999809265137
2020-02-11,10.699999809265137
2020-02-12,10.699999809265137
2020-02-13,10.699999809265137
2020-02-14,10.699999809265137
2020-02-18,10.699999809265137
2020-02-19,10.699999809265137
2020-02-20,10.579999923706055
2020-02-21,10.579999923706055
2020-02-24,10.579999923706055
2020-02-25,10.579999923706055
2020-02-26,10.579999923706055
2020-02-27,10.602999687194824
2020-02-28,10.602999687194824
2020-03-02,10.602999687194824
2020-03-03,10.602999687194824
2020-03-04,10.602999687194824
2020-03-05,10.602999687194824
2020-03-06,10.755000114440918
2020-03-09,10.755000114440918
2020-03-10,10.755000114440918
2020-03-11,10.755000114440918
2020-03-12,10.270000457763672
2020-03-13,10.270000457763672
2020-03-16,10.239999771118164
2020-03-17,10.239999771118164
2020-03-18,10.010000228881836
2020-03-19,10.010000228881836
2020-03-20,10.010000228881836
2020-03-23,10.010000228881836
2020-03-24,10.010000228881836
2020-03-25,10.010000228881836
2020-03-26,10.260000228881836
2020-03-27,10.223999977111816
2020-03-30,10.17300033569336
2020-03-31,10.17300033569336
2020-04-01,10.17300033569336
2020-04-02,10.17300033569336
2020-04-03,10.17300033569336
2020-04-06,10.17300033569336
2020-04-07,10.17300033569336
2020-04-08,10.17300033569336
2020-04-09,10.17300033569336
2020-04-13,10.17300033569336
2020-04-14,10.17300033569336
2020-04-15,10.17300033569336
2020-04-16,10.17300033569336
2020-04-17,10.17300033569336
2020-04-20,10.17300033569336
2020-04-21,10.17300033569336
2020-04-22,10.199999809265137
2020-04-23,10.199999809265137
2020-04-24,10.199999809265137
2020-04-27,10.199999809265137
2020-04-28,10.199999809265137
2020-04-29,10.199999809265137
2020-04-30,10.350000381469727
2020-05-01,10.350000381469727
2020-05-04,10.350000381469727
2020-05-05,10.350000381469727
2020-05-06,10.350000381469727
2020-05-07,10.350000381469727
2020-05-08,10.350000381469727
2020-05-11,10.350000381469727
2020-05-12,10.350000381469727
2020-05-13,10.350000381469727
2020-05-14,10.350000381469727
2020-05-15,10.350000381469727
2020-05-18,10.350000381469727
2020-05-19,10.350000381469727
2020-05-20,10.350000381469727
2020-05-21,10.350000381469727
2020-05-22,10.350000381469727
2020-05-26,10.350000381469727
2020-05-27,10.350000381469727
2020-05-28,10.350000381469727
2020-05-29,10.350000381469727
2020-06-01,10.350000381469727
2020-06-02,10.350000381469727
2020-06-03,10.350000381469727
2020-06-04,10.350000381469727
2020-06-05,10.4399995803833
2020-06-08,10.4399995803833
2020-06-09,10.4399995803833
2020-06-10,10.4399995803833
2020-06-11,10.5
2020-06-12,10.5
2020-06-15,10.5
2020-06-16,10.5
2020-06-17,10.75
2020-06-18,10.75
2020-06-19,10.75
2020-06-22,10.75
2020-06-23,11.0
2020-06-24,10.850000381469727
2020-06-25,10.850000381469727
2020-06-26,10.850000381469727
2020-06-29,10.850000381469727
2020-06-30,11.0
2020-07-01,11.338000297546387
2020-07-02,11.338000297546387
2020-07-06,11.006999969482422
2020-07-07,11.006999969482422
2020-07-08,11.75
2020-07-09,11.149999618530273
2020-07-10,11.949999809265137
2020-07-13,11.949999809265137
2020-07-14,11.850000381469727
2020-07-15,11.850000381469727
2020-07-16,11.25
2020-07-17,11.25
2020-07-20,11.25
2020-07-21,11.0
2020-07-22,10.800000190734863
2020-07-23,10.779999732971191
2020-07-24,11.0
2020-07-27,11.0
2020-07-28,11.0
2020-07-29,11.0
2020-07-30,11.0
2020-07-31,11.0
2020-08-03,12.100000381469727
2020-08-04,12.100000381469727
2020-08-05,12.0
2020-08-06,10.829999923706055
2020-08-07,10.829999923706055
2020-08-10,10.880000114440918
2020-08-11,10.350000381469727
2020-08-12,10.350000381469727
2020-08-13,10.350000381469727
2020-08-14,10.350000381469727
2020-08-17,10.350000381469727
2020-08-18,10.350000381469727
2020-08-19,10.720000267028809
2020-08-20,10.720000267028809
2020-08-21,10.720000267028809
2020-08-24,10.720000267028809
2020-08-25,10.720000267028809
2020-08-26,10.5
2020-08-27,10.779999732971191
2020-08-28,10.779999732971191
2020-08-31,10.779999732971191
2020-09-01,10.779999732971191
2020-09-02,10.8100004196167
2020-09-03,10.8100004196167
2020-09-04,10.8100004196167
2020-09-08,10.758000373840332
2020-09-09,10.758000373840332
2020-09-10,10.850000381469727
2020-09-11,10.850000381469727
2020-09-14,10.850000381469727
2020-09-15,10.850000381469727
2020-09-16,10.850000381469727
2020-09-17,10.850000381469727
2020-09-18,10.850000381469727
2020-09-21,10.850000381469727
2020-09-22,10.850000381469727
2020-09-23,10.850000381469727
2020-09-24,10.850000381469727
2020-09-25,10.949999809265137
2020-09-28,10.949999809265137
2020-09-29,10.949999809265137
2020-09-30,11.0
2020-10-01,11.0
2020-10-02,11.0
2020-10-05,11.0
2020-10-06,11.0
2020-10-07,11.0
2020-10-08,11.0
2020-10-09,11.0
2020-10-12,11.0
2020-10-13,11.0
2020-10-14,11.34000015258789
2020-10-15,11.350000381469727
2020-10-16,11.350000381469727
2020-10-19,11.350000381469727
2020-10-20,11.350000381469727
2020-10-21,11.350000381469727
2020-10-22,11.350000381469727
2020-10-23,11.350000381469727
2020-10-26,11.350000381469727
2020-10-27,10.779999732971191
2020-10-28,10.779999732971191
2020-10-29,10.779999732971191
2020-10-30,10.779999732971191
2020-11-02,10.779999732971191
2020-11-03,10.779999732971191
2020-11-04,10.25
2020-11-05,10.25
2020-11-06,10.199999809265137
2020-11-09,10.6899995803833
2020-11-10,10.6899995803833
2020-11-11,10.6899995803833
2020-11-12,10.6899995803833
2020-11-13,10.6899995803833
2020-11-16,10.6899995803833
2020-11-17,10.6899995803833
2020-11-18,10.6899995803833
2020-11-19,10.6899995803833
2020-11-20,10.6899995803833
2020-11-23,10.6899995803833
2020-11-24,10.6899995803833
2020-11-25,10.6899995803833
2020-11-27,10.6899995803833
2020-11-30,10.6899995803833
2020-12-01,10.3100004196167
2020-12-02,10.3100004196167
2020-12-03,10.3100004196167
2020-12-04,10.3100004196167
2020-12-07,10.800000190734863
2020-12-08,10.800000190734863
2020-12-09,10.989999771118164
2020-12-10,10.989999771118164
2020-12-11,9.519000053405762
2020-12-14,10.220999717712402
2020-12-15,11.0
2020-12-16,11.1899995803833
2020-12-17,10.288000106811523
2020-12-18,10.288000106811523
2020-12-21,10.288000106811523
2020-12-22,10.288000106811523
2020-12-23,10.288000106811523
2020-12-24,10.288000106811523
2020-12-28,10.288000106811523
2020-12-29,10.288000106811523
2020-12-30,10.288000106811523
2020-12-31,10.288000106811523
2021-01-04,10.288000106811523
2021-01-05,10.288000106811523
2021-01-06,10.288000106811523
2021-01-07,10.288000106811523
2021-01-08,10.288000106811523
2021-01-11,10.288000106811523
2021-01-12,10.288000106811523
2021-01-13,10.288000106811523
2021-01-14,10.529999732971191
2021-01-15,10.529999732971191
2021-01-19,10.529999732971191
2021-01-20,10.529999732971191
2021-01-21,10.529999732971191
2021-01-22,10.529999732971191
2021-01-25,10.529999732971191
2021-01-26,10.529999732971191
2021-01-27,10.529999732971191
2021-01-28,10.529999732971191
2021-01-29,10.529999732971191
2021-02-01,10.529999732971191
2021-02-02,10.529999732971191
2021-02-03,13.220000267028809
2021-02-04,14.989999771118164
2021-02-05,13.109999656677246
2021-02-08,13.4399995803833
2021-02-09,13.4399995803833
2021-02-10,13.4399995803833
2021-02-11,15.336000442504883
2021-02-12,15.336000442504883
2021-02-16,15.0
2021-02-17,13.260000228881836
2021-02-18,13.260000228881836
2021-02-19,13.260000228881836
2021-02-22,13.260000228881836
2021-02-23,13.5
2021-02-24,13.5
2021-02-25,13.5
2021-02-26,13.5
2021-03-01,13.5
2021-03-02,13.5
2021-03-03,12.100000381469727
2021-03-04,12.100000381469727
2021-03-05,12.0600004196167
2021-03-08,12.0600004196167
2021-03-09,12.0600004196167
2021-03-10,12.0600004196167
2021-03-11,12.0600004196167
2021-03-12,12.0600004196167
2021-03-15,12.0600004196167
2021-03-16,12.0600004196167
2021-03-17,12.0600004196167
2021-03-18,12.0600004196167
2021-03-19,12.0600004196167
2021-03-22,12.229999542236328
2021-03-23,12.229999542236328
2021-03-24,12.229999542236328
2021-03-25,12.229999542236328
2021-03-26,12.229999542236328
2021-03-29,12.229999542236328
2021-03-30,12.229999542236328
2021-03-31,12.229999542236328
2021-04-01,12.229999542236328
2021-04-05,12.229999542236328
2021-04-06,13.600000381469727
2021-04-07,13.600000381469727
2021-04-08,13.600000381469727
2021-04-09,13.600000381469727
2021-04-12,13.600000381469727
2021-04-13,13.600000381469727
2021-04-14,13.600000381469727
2021-04-15,13.600000381469727
2021-04-16,13.600000381469727
2021-04-19,13.600000381469727
2021-04-20,13.600000381469727
2021-04-21,13.600000381469727
2021-04-22,13.600000381469727
2021-04-23,13.600000381469727
2021-04-26,13.600000381469727
2021-04-27,13.489999771118164
2021-04-28,13.489999771118164
2021-04-29,13.489999771118164
2021-04-30,13.489999771118164
2021-05-03,13.489999771118164
2021-05-04,13.489999771118164
2021-05-05,13.489999771118164
2021-05-06,13.489999771118164
2021-05-07,13.489999771118164
2021-05-10,13.489999771118164
2021-05-11,13.489999771118164
2021-05-12,13.489999771118164
2021-05-13,12.1899995803833
2021-05-14,12.1899995803833
