,ANDAU
2019-01-29,10.005000114440918
2019-01-30,10.029999732971191
2019-01-31,10.050000190734863
2019-02-01,10.069999694824219
2019-02-04,10.065999984741211
2019-02-05,10.052000045776367
2019-02-06,10.055999755859375
2019-02-07,10.050000190734863
2019-02-08,10.050000190734863
2019-02-11,10.0600004196167
2019-02-12,10.050000190734863
2019-02-13,10.050000190734863
2019-02-14,10.050000190734863
2019-02-15,10.0600004196167
2019-02-19,10.0600004196167
2019-02-20,10.09000015258789
2019-02-21,10.09000015258789
2019-02-22,10.09000015258789
2019-02-25,10.069999694824219
2019-02-26,10.069999694824219
2019-02-27,10.069999694824219
2019-02-28,10.050000190734863
2019-03-01,10.050000190734863
2019-03-04,10.050000190734863
2019-03-05,10.079999923706055
2019-03-06,10.130000114440918
2019-03-07,10.140000343322754
2019-03-08,10.109999656677246
2019-03-11,10.109999656677246
2019-03-12,10.109999656677246
2019-03-13,10.109999656677246
2019-03-14,10.109999656677246
2019-03-15,10.100000381469727
2019-03-18,10.130000114440918
2019-03-19,10.130000114440918
2019-03-20,10.149999618530273
2019-03-21,10.140000343322754
2019-03-22,10.130000114440918
2019-03-25,10.140999794006348
2019-03-26,10.15999984741211
2019-03-27,10.15999984741211
2019-03-28,10.133000373840332
2019-03-29,10.100000381469727
2019-04-01,10.180000305175781
2019-04-02,10.180000305175781
2019-04-03,10.199999809265137
2019-04-04,10.199999809265137
2019-04-05,10.1899995803833
2019-04-08,10.210000038146973
2019-04-09,10.213000297546387
2019-04-10,10.199999809265137
2019-04-11,10.210000038146973
2019-04-12,10.210000038146973
2019-04-15,10.199999809265137
2019-04-16,10.199999809265137
2019-04-17,10.220000267028809
2019-04-18,10.229999542236328
2019-04-22,10.239999771118164
2019-04-23,10.270000457763672
2019-04-24,10.267000198364258
2019-04-25,10.270000457763672
2019-04-26,10.119999885559082
2019-04-29,10.210000038146973
2019-04-30,10.279999732971191
2019-05-01,10.279999732971191
2019-05-02,10.279999732971191
2019-05-03,10.279999732971191
2019-05-06,10.279999732971191
2019-05-07,10.229999542236328
2019-05-08,10.220000267028809
2019-05-09,10.220000267028809
2019-05-10,10.239999771118164
2019-05-13,10.220000267028809
2019-05-14,10.199999809265137
2019-05-15,10.229999542236328
2019-05-16,10.239999771118164
2019-05-17,10.25
2019-05-20,10.270000457763672
2019-05-21,10.25
2019-05-22,10.25
2019-05-23,10.25
2019-05-24,10.25
2019-05-28,10.25
2019-05-29,10.270000457763672
2019-05-30,10.270000457763672
2019-05-31,11.029999732971191
2019-06-03,10.300000190734863
2019-06-04,10.300000190734863
2019-06-05,10.300000190734863
2019-06-06,10.300000190734863
2019-06-07,10.289999961853027
2019-06-10,10.289999961853027
2019-06-11,10.289999961853027
2019-06-12,10.289999961853027
2019-06-13,10.289999961853027
2019-06-14,10.289999961853027
2019-06-17,10.281999588012695
2019-06-18,10.281999588012695
2019-06-19,10.279999732971191
2019-06-20,10.279999732971191
2019-06-21,10.279999732971191
2019-06-24,10.300000190734863
2019-06-25,10.300000190734863
2019-06-26,10.289999961853027
2019-06-27,10.300000190734863
2019-06-28,10.279999732971191
2019-07-01,10.279999732971191
2019-07-02,10.279999732971191
2019-07-03,10.279999732971191
2019-07-05,10.279999732971191
2019-07-08,10.279999732971191
2019-07-09,10.279999732971191
2019-07-10,10.279999732971191
2019-07-11,10.279999732971191
2019-07-12,10.279999732971191
2019-07-15,10.279999732971191
2019-07-16,10.300000190734863
2019-07-17,10.329999923706055
2019-07-18,10.34000015258789
2019-07-19,10.350000381469727
2019-07-22,10.350000381469727
2019-07-23,10.329999923706055
2019-07-24,10.329999923706055
2019-07-25,10.329999923706055
2019-07-26,10.329999923706055
2019-07-29,10.329999923706055
2019-07-30,10.329999923706055
2019-07-31,10.399999618530273
2019-08-01,10.350000381469727
2019-08-02,10.350000381469727
2019-08-05,10.350000381469727
2019-08-06,10.34000015258789
2019-08-07,10.34000015258789
2019-08-08,10.399999618530273
2019-08-09,10.399999618530273
2019-08-12,10.399999618530273
2019-08-13,10.399999618530273
2019-08-14,10.40999984741211
2019-08-15,10.40999984741211
2019-08-16,10.40999984741211
2019-08-19,10.399999618530273
2019-08-20,10.399999618530273
2019-08-21,10.40999984741211
2019-08-22,10.430000305175781
2019-08-23,10.430000305175781
2019-08-26,10.420000076293945
2019-08-27,10.420000076293945
2019-08-28,10.420000076293945
2019-08-29,10.420000076293945
2019-08-30,10.420000076293945
2019-09-03,10.40999984741211
2019-09-04,10.380000114440918
2019-09-05,10.430000305175781
2019-09-06,10.399999618530273
2019-09-09,10.399999618530273
2019-09-10,10.420000076293945
2019-09-11,10.420000076293945
2019-09-12,10.420000076293945
2019-09-13,10.430000305175781
2019-09-16,10.430000305175781
2019-09-17,10.430000305175781
2019-09-18,10.430000305175781
2019-09-19,10.430000305175781
2019-09-20,10.430000305175781
2019-09-23,10.430000305175781
2019-09-24,10.430000305175781
2019-09-25,10.40999984741211
2019-09-26,10.40999984741211
2019-09-27,10.40999984741211
2019-09-30,10.5
2019-10-01,10.5
2019-10-02,10.5
2019-10-03,10.444000244140625
2019-10-04,10.470000267028809
2019-10-07,10.470000267028809
2019-10-08,10.470000267028809
2019-10-09,10.5
2019-10-10,10.5
2019-10-11,10.5
2019-10-14,10.5
2019-10-15,10.5
2019-10-16,10.5
2019-10-17,10.5
2019-10-18,10.5
2019-10-21,10.5
2019-10-22,10.489999771118164
2019-10-23,10.489999771118164
2019-10-24,10.489999771118164
2019-10-25,10.489999771118164
2019-10-28,10.5
2019-10-29,10.5
2019-10-30,10.5
2019-10-31,10.5
2019-11-01,10.5
2019-11-04,10.5
2019-11-05,10.5
2019-11-06,10.5
2019-11-07,10.5
2019-11-08,10.5
2019-11-11,10.5
2019-11-12,10.449999809265137
2019-11-13,10.449999809265137
2019-11-14,10.449999809265137
2019-11-15,10.449999809265137
2019-11-18,10.449999809265137
2019-11-19,10.449999809265137
2019-11-20,10.449999809265137
2019-11-21,10.472000122070312
2019-11-22,10.472000122070312
2019-11-25,10.460000038146973
2019-11-26,10.460000038146973
2019-11-27,10.460000038146973
2019-11-29,10.460000038146973
2019-12-02,10.539999961853027
2019-12-03,10.539999961853027
2019-12-04,10.59000015258789
2019-12-05,10.59000015258789
2019-12-06,10.59000015258789
2019-12-09,10.789999961853027
2019-12-10,10.609999656677246
2019-12-11,10.609999656677246
2019-12-12,10.609999656677246
2019-12-13,10.609999656677246
2019-12-16,10.609999656677246
2019-12-17,10.609999656677246
2019-12-18,10.5600004196167
2019-12-19,10.5600004196167
2019-12-20,10.5600004196167
2019-12-23,10.5600004196167
2019-12-24,10.5600004196167
2019-12-26,10.5600004196167
2019-12-27,10.5600004196167
2019-12-30,10.5600004196167
2019-12-31,10.5600004196167
2020-01-02,10.460000038146973
2020-01-03,10.460000038146973
2020-01-06,10.460000038146973
2020-01-07,10.460000038146973
2020-01-08,10.460000038146973
2020-01-09,10.460000038146973
2020-01-10,10.460000038146973
2020-01-13,10.460000038146973
2020-01-14,10.460000038146973
