,CSF
2014-08-01,35.119998931884766
2014-08-04,35.04999923706055
2014-08-05,35.029998779296875
2014-08-06,35.029998779296875
2014-08-07,35.150001525878906
2014-08-08,35.220001220703125
2014-08-11,35.65800094604492
2014-08-12,35.380001068115234
2014-08-13,35.63999938964844
2014-08-14,35.7599983215332
2014-08-15,35.459999084472656
2014-08-18,36.150001525878906
2014-08-19,36.292999267578125
2014-08-20,36.11000061035156
2014-08-21,36.33000183105469
2014-08-22,36.290000915527344
2014-08-25,36.38999938964844
2014-08-26,36.59000015258789
2014-08-27,36.5099983215332
2014-08-28,36.332000732421875
2014-08-29,36.43000030517578
2014-09-02,36.7400016784668
2014-09-03,36.4900016784668
2014-09-04,36.66999816894531
2014-09-05,36.45000076293945
2014-09-08,36.34400177001953
2014-09-09,36.16999816894531
2014-09-10,36.290000915527344
2014-09-11,36.290000915527344
2014-09-12,36.18899917602539
2014-09-15,36.08000183105469
2014-09-16,36.00699996948242
2014-09-17,36.099998474121094
2014-09-18,36.27000045776367
2014-09-19,35.86000061035156
2014-09-22,35.41999816894531
2014-09-23,35.189998626708984
2014-09-24,35.24300003051758
2014-09-25,35.24300003051758
2014-09-26,35.060001373291016
2014-09-29,34.92499923706055
2014-09-30,34.92499923706055
2014-10-01,34.27000045776367
2014-10-02,34.459999084472656
2014-10-03,34.70000076293945
2014-10-06,34.5
2014-10-07,33.970001220703125
2014-10-08,34.279998779296875
2014-10-09,34.279998779296875
2014-10-10,33.4900016784668
2014-10-13,33.5
2014-10-14,33.5
2014-10-15,33.91400146484375
2014-10-16,34.34000015258789
2014-10-17,34.36000061035156
2014-10-20,34.5260009765625
2014-10-21,35.029998779296875
2014-10-22,35.0099983215332
2014-10-23,35.4900016784668
2014-10-24,35.400001525878906
2014-10-27,35.36000061035156
2014-10-28,36.18000030517578
2014-10-29,36.47999954223633
2014-10-30,36.54999923706055
2014-10-31,37.189998626708984
2014-11-03,37.04999923706055
2014-11-04,37.08000183105469
2014-11-05,37.2599983215332
2014-11-06,37.31999969482422
2014-11-07,37.31999969482422
2014-11-10,37.43000030517578
2014-11-11,37.59000015258789
2014-11-12,37.91999816894531
2014-11-13,37.65999984741211
2014-11-14,37.5099983215332
2014-11-17,37.220001220703125
2014-11-18,37.29100036621094
2014-11-19,36.779998779296875
2014-11-20,37.12900161743164
2014-11-21,37.34000015258789
2014-11-24,37.630001068115234
2014-11-25,37.630001068115234
2014-11-26,37.72999954223633
2014-11-28,37.72999954223633
2014-12-01,36.70000076293945
2014-12-02,37.06999969482422
2014-12-03,37.45000076293945
2014-12-04,37.279998779296875
2014-12-05,37.529998779296875
2014-12-08,37.18000030517578
2014-12-09,37.52899932861328
2014-12-10,36.83000183105469
2014-12-11,37.11000061035156
2014-12-12,37.11000061035156
2014-12-15,37.36000061035156
2014-12-16,36.380001068115234
2014-12-17,36.36000061035156
2014-12-18,37.43899917602539
2014-12-19,37.5
2014-12-22,37.720001220703125
2014-12-23,38.040000915527344
2014-12-24,38.08000183105469
2014-12-26,38.189998626708984
2014-12-29,38.459999084472656
2014-12-30,38.369998931884766
2014-12-31,38.29999923706055
2015-01-02,37.709999084472656
2015-01-05,37.5
2015-01-06,36.52000045776367
2015-01-07,36.779998779296875
2015-01-08,37.34000015258789
2015-01-09,36.93000030517578
2015-01-12,36.81999969482422
2015-01-13,36.869998931884766
2015-01-14,36.650001525878906
2015-01-15,36.029998779296875
2015-01-16,36.650001525878906
2015-01-20,36.5099983215332
2015-01-21,36.391998291015625
2015-01-22,37.15999984741211
2015-01-23,37.150001525878906
2015-01-26,37.36800003051758
2015-01-27,37.220001220703125
2015-01-28,36.9109992980957
2015-01-29,36.95000076293945
2015-01-30,36.310001373291016
2015-02-02,36.38999938964844
2015-02-03,37.29999923706055
2015-02-04,37.36000061035156
2015-02-05,37.77000045776367
2015-02-06,37.720001220703125
2015-02-09,37.52000045776367
2015-02-10,37.70000076293945
2015-02-11,37.625
2015-02-12,37.97999954223633
2015-02-13,38.08000183105469
2015-02-17,38.08000183105469
2015-02-18,38.11899948120117
2015-02-19,38.36000061035156
2015-02-20,38.38999938964844
2015-02-23,38.18600082397461
2015-02-24,38.540000915527344
2015-02-25,38.40999984741211
2015-02-26,38.61000061035156
2015-02-27,38.5
2015-03-02,38.68000030517578
2015-03-03,38.439998626708984
2015-03-04,38.27000045776367
2015-03-05,38.290000915527344
2015-03-06,37.900001525878906
2015-03-09,38.25
2015-03-10,37.75
2015-03-11,37.90999984741211
2015-03-12,38.61000061035156
2015-03-13,38.33000183105469
2015-03-16,38.66999816894531
2015-03-17,38.5099983215332
2015-03-18,38.95600128173828
2015-03-19,38.88999938964844
2015-03-20,39.34000015258789
2015-03-23,39.529998779296875
2015-03-24,39.41999816894531
2015-03-25,38.970001220703125
2015-03-26,38.6619987487793
2015-03-27,38.77000045776367
2015-03-30,39.380001068115234
2015-03-31,39.20000076293945
2015-04-01,39.099998474121094
2015-04-02,39.40999984741211
2015-04-06,39.5099983215332
2015-04-07,39.5
2015-04-08,39.38999938964844
2015-04-09,39.395999908447266
2015-04-10,39.529998779296875
2015-04-13,39.59000015258789
2015-04-14,39.540000915527344
2015-04-15,39.88999938964844
2015-04-16,39.75
2015-04-17,39.040000915527344
2015-04-20,39.47999954223633
2015-04-21,39.459999084472656
2015-04-22,39.5099983215332
2015-04-23,39.650001525878906
2015-04-24,39.47999954223633
2015-04-27,39.2400016784668
2015-04-28,39.47999954223633
2015-04-29,39.16999816894531
2015-04-30,38.31999969482422
2015-05-01,38.492000579833984
2015-05-04,38.619998931884766
2015-05-05,38.209999084472656
2015-05-06,38.220001220703125
2015-05-07,38.41999816894531
2015-05-08,38.61000061035156
2015-05-11,38.7599983215332
2015-05-12,38.5099983215332
2015-05-13,38.58000183105469
2015-05-14,38.95000076293945
2015-05-15,38.7599983215332
2015-05-18,39.2599983215332
2015-05-19,39.220001220703125
2015-05-20,39.279998779296875
2015-05-21,39.2599983215332
2015-05-22,39.040000915527344
2015-05-26,38.560001373291016
2015-05-27,39.0
2015-05-28,39.040000915527344
2015-05-29,38.61000061035156
2015-06-01,38.91999816894531
2015-06-02,38.959999084472656
2015-06-03,39.47999954223633
2015-06-04,39.060001373291016
2015-06-05,39.19499969482422
2015-06-08,39.2400016784668
2015-06-09,39.220001220703125
2015-06-10,39.70000076293945
2015-06-11,39.709999084472656
2015-06-12,39.709999084472656
2015-06-15,39.45000076293945
2015-06-16,39.61000061035156
2015-06-17,39.56999969482422
2015-06-18,39.900001525878906
2015-06-19,39.97999954223633
2015-06-22,40.20000076293945
2015-06-23,40.34000015258789
2015-06-24,40.150001525878906
2015-06-25,40.060001373291016
2015-06-26,39.959999084472656
2015-06-29,39.22999954223633
2015-06-30,39.209999084472656
2015-07-01,39.375
2015-07-02,39.15999984741211
2015-07-06,39.099998474121094
2015-07-07,38.58000183105469
2015-07-08,38.54999923706055
2015-07-09,38.75
2015-07-10,39.2400016784668
2015-07-13,39.38100051879883
2015-07-14,39.650001525878906
2015-07-15,39.349998474121094
2015-07-16,39.52000045776367
2015-07-17,39.231998443603516
2015-07-20,39.130001068115234
2015-07-21,38.880001068115234
2015-07-22,39.07099914550781
2015-07-23,38.68000030517578
2015-07-24,38.68000030517578
2015-07-27,37.939998626708984
2015-07-28,38.13999938964844
2015-07-29,38.479000091552734
2015-07-30,38.58000183105469
2015-07-31,38.64899826049805
2015-08-03,38.459999084472656
2015-08-04,38.47999954223633
2015-08-05,38.608001708984375
2015-08-06,38.31999969482422
2015-08-07,38.15999984741211
2015-08-10,38.66600036621094
2015-08-11,38.38999938964844
2015-08-12,38.119998931884766
2015-08-13,38.18000030517578
2015-08-14,38.40399932861328
2015-08-17,38.59000015258789
2015-08-18,38.5
2015-08-19,38.119998931884766
2015-08-20,37.31999969482422
2015-08-21,36.84000015258789
2015-08-24,35.61000061035156
2015-08-25,35.189998626708984
2015-08-26,36.02000045776367
2015-08-27,36.30099868774414
2015-08-28,36.75
2015-08-31,36.76900100708008
2015-09-01,36.060001373291016
2015-09-02,36.20000076293945
2015-09-03,36.439998626708984
2015-09-04,36.09000015258789
2015-09-08,36.09000015258789
2015-09-09,36.54999923706055
2015-09-10,36.80500030517578
2015-09-11,36.470001220703125
2015-09-14,36.540000915527344
2015-09-15,37.0
2015-09-16,37.18000030517578
2015-09-17,37.25
2015-09-18,36.63999938964844
2015-09-21,36.63999938964844
2015-09-22,36.11000061035156
2015-09-23,36.04899978637695
2015-09-24,36.0620002746582
2015-09-25,36.33000183105469
2015-09-28,35.31999969482422
2015-09-29,35.27000045776367
2015-09-30,35.4900016784668
2015-10-01,35.43000030517578
2015-10-02,35.43000030517578
2015-10-05,35.68000030517578
2015-10-06,35.619998931884766
2015-10-07,35.79600143432617
2015-10-08,35.869998931884766
2015-10-09,35.92599868774414
2015-10-12,35.95000076293945
2015-10-13,35.880001068115234
2015-10-14,35.755001068115234
2015-10-15,35.832000732421875
2015-10-16,35.82600021362305
2015-10-19,35.90999984741211
2015-10-20,35.939998626708984
2015-10-21,35.88199996948242
2015-10-22,35.93000030517578
2015-10-23,35.9900016784668
2015-10-26,35.939998626708984
2015-10-27,35.79999923706055
2015-10-28,36.029998779296875
2015-10-29,36.0
2015-10-30,35.99100112915039
2015-11-02,36.09000015258789
2015-11-03,36.34000015258789
2015-11-04,36.150001525878906
2015-11-05,36.35499954223633
2015-11-06,36.599998474121094
2015-11-09,36.130001068115234
2015-11-10,36.16999816894531
2015-11-11,36.08000183105469
2015-11-12,35.290000915527344
2015-11-13,35.02899932861328
2015-11-16,35.36000061035156
2015-11-17,35.36000061035156
2015-11-18,35.73699951171875
2015-11-19,35.715999603271484
2015-11-20,36.018001556396484
2015-11-23,36.150001525878906
2015-11-24,36.43000030517578
2015-11-25,36.58300018310547
2015-11-27,36.58300018310547
2015-11-30,36.560001373291016
2015-12-01,36.7140007019043
2015-12-02,36.439998626708984
2015-12-03,35.880001068115234
2015-12-04,36.36000061035156
2015-12-07,35.810001373291016
2015-12-08,35.459999084472656
2015-12-09,35.04999923706055
2015-12-10,35.10900115966797
2015-12-11,34.54999923706055
2015-12-14,34.262001037597656
2015-12-15,34.67599868774414
2015-12-16,35.13399887084961
2015-12-17,34.814998626708984
2015-12-18,34.150001525878906
2015-12-21,34.22100067138672
2015-12-22,34.75
2015-12-23,35.07600021362305
2015-12-24,35.237998962402344
2015-12-28,34.91999816894531
2015-12-29,35.2400016784668
2015-12-30,35.0
2015-12-31,34.54999923706055
2016-01-04,33.645999908447266
2016-01-05,33.65999984741211
2016-01-06,33.32099914550781
2016-01-07,32.67499923706055
2016-01-08,31.93000030517578
2016-01-11,31.81999969482422
2016-01-12,31.959999084472656
2016-01-13,31.115999221801758
2016-01-14,31.530000686645508
2016-01-15,31.059999465942383
2016-01-19,30.929000854492188
2016-01-20,31.003000259399414
2016-01-21,30.790000915527344
2016-01-22,31.292999267578125
2016-01-25,30.68000030517578
2016-01-26,30.940000534057617
2016-01-27,31.131999969482422
2016-01-28,31.190000534057617
2016-01-29,31.75
2016-02-01,32.099998474121094
2016-02-02,31.93000030517578
2016-02-03,31.826000213623047
2016-02-04,31.920000076293945
2016-02-05,31.920000076293945
2016-02-08,31.65999984741211
2016-02-09,31.729999542236328
2016-02-10,31.709999084472656
2016-02-11,31.6299991607666
2016-02-12,31.799999237060547
2016-02-16,31.958999633789062
2016-02-17,32.08000183105469
2016-02-18,32.0099983215332
2016-02-19,32.060001373291016
2016-02-22,32.14799880981445
2016-02-23,32.11600112915039
2016-02-24,32.130001068115234
2016-02-25,32.220001220703125
2016-02-26,32.290000915527344
2016-02-29,32.290000915527344
2016-03-01,32.36600112915039
2016-03-02,32.428001403808594
2016-03-03,32.5
2016-03-04,32.599998474121094
2016-03-07,32.632999420166016
2016-03-08,32.5
2016-03-09,32.54399871826172
2016-03-10,32.49100112915039
2016-03-11,32.650001525878906
2016-03-14,32.638999938964844
2016-03-15,32.54800033569336
2016-03-16,32.57899856567383
2016-03-17,32.720001220703125
2016-03-18,32.7760009765625
2016-03-21,32.71500015258789
2016-03-22,32.7400016784668
2016-03-23,32.65999984741211
2016-03-24,32.63999938964844
2016-03-28,32.63999938964844
2016-03-29,32.86199951171875
2016-03-30,32.880001068115234
2016-03-31,32.87799835205078
2016-04-01,32.869998931884766
2016-04-04,32.65999984741211
2016-04-05,32.2140007019043
2016-04-06,32.40999984741211
2016-04-07,31.84000015258789
2016-04-08,32.0099983215332
2016-04-11,31.989999771118164
2016-04-12,32.27000045776367
2016-04-13,33.06100082397461
2016-04-14,33.15999984741211
2016-04-15,33.099998474121094
2016-04-18,33.316001892089844
2016-04-19,33.40999984741211
2016-04-20,33.52000045776367
2016-04-21,33.10499954223633
2016-04-22,33.47999954223633
2016-04-25,33.119998931884766
2016-04-26,33.54600143432617
2016-04-27,33.79100036621094
2016-04-28,33.220001220703125
2016-04-29,33.13999938964844
2016-05-02,33.417999267578125
2016-05-03,33.05699920654297
2016-05-04,32.74700164794922
2016-05-05,32.7400016784668
2016-05-06,32.75
2016-05-09,33.09000015258789
2016-05-10,33.22999954223633
2016-05-11,32.83000183105469
2016-05-12,32.709999084472656
2016-05-13,32.63999938964844
2016-05-16,32.79999923706055
2016-05-17,32.25
2016-05-18,32.40999984741211
2016-05-19,32.18000030517578
2016-05-20,32.61000061035156
2016-05-23,32.689998626708984
2016-05-24,33.34000015258789
2016-05-25,33.45000076293945
2016-05-26,33.540000915527344
2016-05-27,33.7400016784668
2016-05-31,33.790000915527344
2016-06-01,34.0
2016-06-02,34.150001525878906
2016-06-03,34.150001525878906
2016-06-06,34.34000015258789
2016-06-07,34.380001068115234
2016-06-08,34.63999938964844
2016-06-09,34.470001220703125
2016-06-10,33.88999938964844
2016-06-13,33.51100158691406
2016-06-14,33.36000061035156
2016-06-15,33.36000061035156
2016-06-16,33.34000015258789
2016-06-17,33.34000015258789
2016-06-20,33.77000045776367
2016-06-21,33.470001220703125
2016-06-22,33.5099983215332
2016-06-23,34.15700149536133
2016-06-24,32.939998626708984
2016-06-27,31.729999542236328
2016-06-28,32.172000885009766
2016-06-29,32.849998474121094
2016-06-30,33.470001220703125
2016-07-01,33.45000076293945
2016-07-05,33.08000183105469
2016-07-06,33.2400016784668
2016-07-07,33.35100173950195
2016-07-08,34.08000183105469
2016-07-11,34.512001037597656
2016-07-12,34.974998474121094
2016-07-13,34.810001373291016
2016-07-14,35.040000915527344
2016-07-15,34.959999084472656
2016-07-18,34.95000076293945
2016-07-19,34.84000015258789
2016-07-20,34.994998931884766
2016-07-21,34.790000915527344
2016-07-22,34.9900016784668
2016-07-25,34.970001220703125
2016-07-26,35.150001525878906
2016-07-27,35.189998626708984
