,ACGLP
2020-06-18,24.450000762939453
2020-06-19,24.399999618530273
2020-06-22,24.360000610351562
2020-06-23,24.450000762939453
2020-06-24,24.399999618530273
2020-06-25,24.299999237060547
2020-06-26,24.139999389648438
2020-06-29,24.190000534057617
2020-06-30,23.959999084472656
2020-07-01,24.149999618530273
2020-07-02,24.260000228881836
2020-07-06,24.420000076293945
2020-07-07,24.510000228881836
2020-07-08,24.68000030517578
2020-07-09,24.729999542236328
2020-07-10,24.700000762939453
2020-07-13,24.829999923706055
2020-07-14,24.729999542236328
2020-07-15,24.790000915527344
2020-07-16,24.899999618530273
2020-07-17,25.020000457763672
2020-07-20,25.020000457763672
2020-07-21,25.010000228881836
2020-07-22,24.979999542236328
2020-07-23,25.020000457763672
2020-07-24,24.959999084472656
2020-07-27,24.899999618530273
2020-07-28,24.979999542236328
2020-07-29,25.329999923706055
2020-07-30,25.18000030517578
2020-07-31,25.479999542236328
2020-08-03,25.584999084472656
2020-08-04,25.549999237060547
2020-08-05,25.547000885009766
2020-08-06,25.399999618530273
2020-08-07,25.5
2020-08-10,25.579999923706055
2020-08-11,25.549999237060547
2020-08-12,25.59000015258789
2020-08-13,25.645000457763672
2020-08-14,25.59000015258789
2020-08-17,25.510000228881836
2020-08-18,25.68000030517578
2020-08-19,25.68000030517578
2020-08-20,25.700000762939453
2020-08-21,25.6200008392334
2020-08-24,25.709999084472656
2020-08-25,25.65999984741211
2020-08-26,25.559999465942383
2020-08-27,25.690000534057617
2020-08-28,25.549999237060547
2020-08-31,25.489999771118164
2020-09-01,25.639999389648438
2020-09-02,25.670000076293945
2020-09-03,25.639999389648438
2020-09-04,25.610000610351562
2020-09-08,25.639999389648438
2020-09-09,25.690000534057617
2020-09-10,25.75
2020-09-11,25.700000762939453
2020-09-14,25.43000030517578
2020-09-15,25.649999618530273
2020-09-16,25.5
2020-09-17,25.280000686645508
2020-09-18,25.270000457763672
2020-09-21,25.239999771118164
2020-09-22,25.579999923706055
2020-09-23,25.1299991607666
2020-09-24,25.170000076293945
2020-09-25,25.59000015258789
2020-09-28,25.559999465942383
2020-09-29,25.59000015258789
2020-09-30,25.309999465942383
2020-10-01,25.600000381469727
2020-10-02,25.549999237060547
2020-10-05,25.489999771118164
2020-10-06,25.600000381469727
2020-10-07,25.530000686645508
2020-10-08,25.649999618530273
2020-10-09,25.68000030517578
2020-10-12,25.68000030517578
2020-10-13,25.770000457763672
2020-10-14,25.68000030517578
2020-10-15,25.68000030517578
2020-10-16,25.56999969482422
2020-10-19,25.600000381469727
2020-10-20,25.65999984741211
2020-10-21,25.469999313354492
2020-10-22,25.639999389648438
2020-10-23,25.799999237060547
2020-10-26,25.75
2020-10-27,25.729999542236328
2020-10-28,25.399999618530273
2020-10-29,25.219999313354492
2020-10-30,25.489999771118164
2020-11-02,25.670000076293945
2020-11-03,25.559999465942383
2020-11-04,25.709999084472656
2020-11-05,25.760000228881836
2020-11-06,25.610000610351562
2020-11-09,25.65999984741211
2020-11-10,25.690000534057617
2020-11-11,25.639999389648438
2020-11-12,25.665000915527344
2020-11-13,25.719999313354492
2020-11-16,26.1299991607666
2020-11-17,25.979999542236328
2020-11-18,25.84000015258789
2020-11-19,25.809999465942383
2020-11-20,25.950000762939453
2020-11-23,25.829999923706055
2020-11-24,25.84000015258789
2020-11-25,25.719999313354492
2020-11-27,25.649999618530273
2020-11-30,25.739999771118164
2020-12-01,25.81999969482422
2020-12-02,25.850000381469727
2020-12-03,26.0
2020-12-04,26.0
2020-12-07,26.040000915527344
2020-12-08,26.0
2020-12-09,26.040000915527344
2020-12-10,25.920000076293945
2020-12-11,25.8799991607666
2020-12-14,25.649999618530273
2020-12-15,25.709999084472656
2020-12-16,25.770000457763672
2020-12-17,25.899999618530273
2020-12-18,25.899999618530273
2020-12-21,25.860000610351562
2020-12-22,25.709999084472656
2020-12-23,25.56999969482422
2020-12-24,25.649999618530273
2020-12-28,25.6299991607666
2020-12-29,25.850000381469727
2020-12-30,25.860000610351562
2020-12-31,25.959999084472656
2021-01-04,25.84000015258789
2021-01-05,25.860000610351562
2021-01-06,25.690000534057617
2021-01-07,25.610000610351562
2021-01-08,25.75
2021-01-11,25.549999237060547
2021-01-12,25.360000610351562
2021-01-13,25.350000381469727
2021-01-14,25.59000015258789
2021-01-15,25.450000762939453
2021-01-19,25.540000915527344
2021-01-20,25.59000015258789
2021-01-21,25.520000457763672
2021-01-22,25.59000015258789
2021-01-25,25.889999389648438
2021-01-26,25.850000381469727
2021-01-27,25.690000534057617
2021-01-28,25.799999237060547
2021-01-29,25.700000762939453
2021-02-01,25.690000534057617
2021-02-02,25.790000915527344
2021-02-03,25.6299991607666
2021-02-04,25.670000076293945
2021-02-05,25.709999084472656
2021-02-08,25.700000762939453
2021-02-09,25.690000534057617
2021-02-10,25.6299991607666
2021-02-11,25.600000381469727
2021-02-12,25.549999237060547
2021-02-16,25.510000228881836
2021-02-17,25.530000686645508
2021-02-18,25.5
2021-02-19,25.440000534057617
2021-02-22,25.43000030517578
2021-02-23,25.329999923706055
2021-02-24,25.219999313354492
2021-02-25,25.190000534057617
2021-02-26,25.299999237060547
2021-03-01,25.360000610351562
2021-03-02,25.309999465942383
2021-03-03,25.31999969482422
2021-03-04,25.290000915527344
2021-03-05,25.31999969482422
2021-03-08,25.3700008392334
2021-03-09,25.43000030517578
2021-03-10,25.479999542236328
2021-03-11,25.65999984741211
2021-03-12,25.280000686645508
2021-03-15,25.360000610351562
2021-03-16,25.299999237060547
2021-03-17,25.540000915527344
2021-03-18,25.190000534057617
2021-03-19,25.299999237060547
2021-03-22,25.450000762939453
2021-03-23,25.5
2021-03-24,25.690000534057617
2021-03-25,25.700000762939453
2021-03-26,25.5
2021-03-29,25.479999542236328
2021-03-30,25.5
2021-03-31,25.6200008392334
2021-04-01,25.739999771118164
2021-04-05,25.850000381469727
2021-04-06,25.799999237060547
2021-04-07,25.899999618530273
2021-04-08,25.860000610351562
2021-04-09,25.799999237060547
2021-04-12,25.75
2021-04-13,25.739999771118164
2021-04-14,25.790000915527344
2021-04-15,25.75
2021-04-16,25.729999542236328
2021-04-19,25.690000534057617
2021-04-20,25.700000762939453
2021-04-21,25.65999984741211
2021-04-22,25.68000030517578
2021-04-23,25.649999618530273
2021-04-26,25.6299991607666
2021-04-27,25.6200008392334
2021-04-28,25.549999237060547
2021-04-29,25.496000289916992
2021-04-30,25.389999389648438
2021-05-03,25.479999542236328
2021-05-04,25.489999771118164
2021-05-05,25.43000030517578
2021-05-06,25.489999771118164
2021-05-07,25.5
2021-05-10,25.489999771118164
2021-05-11,25.469999313354492
2021-05-12,25.229999542236328
2021-05-13,25.360000610351562
2021-05-14,25.450000762939453
