,AGT
2017-04-27,24.94300079345703
2017-04-28,24.959999084472656
2017-05-01,25.229999542236328
2017-05-02,25.43000030517578
2017-05-03,25.34000015258789
2017-05-04,25.190000534057617
2017-05-05,26.139999389648438
2017-05-08,25.989999771118164
2017-05-09,26.020000457763672
2017-05-10,26.238000869750977
2017-05-11,26.260000228881836
2017-05-12,26.510000228881836
2017-05-15,26.89900016784668
2017-05-16,27.040000915527344
2017-05-17,26.530000686645508
2017-05-18,25.490999221801758
2017-05-19,26.170000076293945
2017-05-22,26.1560001373291
2017-05-23,26.15999984741211
2017-05-24,26.29400062561035
2017-05-25,26.75
2017-05-26,26.785999298095703
2017-05-30,26.559999465942383
2017-05-31,26.3799991607666
2017-06-01,26.520000457763672
2017-06-02,26.81999969482422
2017-06-05,26.690000534057617
2017-06-06,26.829999923706055
2017-06-07,26.520000457763672
2017-06-08,26.540000915527344
2017-06-09,26.179000854492188
2017-06-12,26.030000686645508
2017-06-13,26.100000381469727
2017-06-14,25.799999237060547
2017-06-15,25.420000076293945
2017-06-16,25.420000076293945
2017-06-19,26.09000015258789
2017-06-20,25.8799991607666
2017-06-21,25.399999618530273
2017-06-22,25.809999465942383
2017-06-23,25.75
2017-06-26,25.829999923706055
2017-06-27,25.5
2017-06-28,25.450000762939453
2017-06-29,25.309999465942383
2017-06-30,25.309999465942383
2017-07-03,25.910999298095703
2017-07-05,25.739999771118164
2017-07-06,25.559999465942383
2017-07-07,25.559999465942383
2017-07-10,25.59000015258789
2017-07-11,25.600000381469727
2017-07-12,26.190000534057617
2017-07-13,26.030000686645508
2017-07-14,26.059999465942383
2017-07-17,26.059999465942383
2017-07-18,26.059999465942383
2017-07-19,25.81999969482422
2017-07-20,26.0
2017-07-21,26.0
2017-07-24,25.989999771118164
2017-07-25,25.989999771118164
2017-07-26,25.8700008392334
2017-07-27,25.770000457763672
2017-07-28,25.920000076293945
2017-07-31,26.030000686645508
2017-08-01,25.690000534057617
2017-08-02,25.690000534057617
2017-08-03,25.690000534057617
2017-08-04,25.0
2017-08-07,24.850000381469727
2017-08-08,24.850000381469727
2017-08-09,24.3799991607666
2017-08-10,24.18000030517578
2017-08-11,24.43000030517578
2017-08-14,25.200000762939453
2017-08-15,25.209999084472656
2017-08-16,25.30900001525879
2017-08-17,25.149999618530273
2017-08-18,25.010000228881836
2017-08-21,25.149999618530273
2017-08-22,25.26099967956543
2017-08-23,25.448999404907227
2017-08-24,25.448999404907227
2017-08-25,25.729999542236328
2017-08-28,25.672000885009766
2017-08-29,25.56999969482422
2017-08-30,25.56999969482422
2017-08-31,25.899999618530273
2017-09-01,25.860000610351562
2017-09-05,25.989999771118164
2017-09-06,25.989999771118164
2017-09-07,26.399999618530273
2017-09-08,26.200000762939453
2017-09-11,26.4950008392334
2017-09-12,26.940000534057617
2017-09-13,27.049999237060547
2017-09-14,27.030000686645508
2017-09-15,27.010000228881836
2017-09-18,27.009000778198242
2017-09-19,27.009000778198242
2017-09-20,27.34000015258789
2017-09-21,27.149999618530273
2017-09-22,27.440000534057617
2017-09-25,27.219999313354492
2017-09-26,27.219999313354492
2017-09-27,26.82900047302246
2017-09-28,27.059999465942383
2017-09-29,27.440000534057617
2017-10-02,27.65999984741211
2017-10-03,27.569000244140625
2017-10-04,27.760000228881836
2017-10-05,27.959999084472656
2017-10-06,27.829999923706055
2017-10-09,27.704999923706055
2017-10-10,27.84000015258789
2017-10-11,27.93000030517578
2017-10-12,27.290000915527344
2017-10-13,27.454999923706055
2017-10-16,27.172000885009766
2017-10-17,26.993000030517578
2017-10-18,27.149999618530273
2017-10-19,26.989999771118164
2017-10-20,27.020000457763672
2017-10-23,27.65999984741211
2017-10-24,27.540000915527344
2017-10-25,27.239999771118164
2017-10-26,27.2450008392334
2017-10-27,27.270000457763672
2017-10-30,27.17799949645996
2017-10-31,27.350000381469727
2017-11-01,27.399999618530273
2017-11-02,27.65999984741211
2017-11-03,28.1560001373291
2017-11-06,28.479999542236328
2017-11-07,28.139999389648438
2017-11-08,28.048999786376953
2017-11-09,28.15999984741211
2017-11-10,27.790000915527344
2017-11-13,27.440000534057617
2017-11-14,26.424999237060547
2017-11-15,26.850000381469727
2017-11-16,27.399999618530273
2017-11-17,27.540000915527344
2017-11-20,27.1200008392334
2017-11-21,27.7189998626709
2017-11-22,27.85099983215332
2017-11-24,28.079999923706055
2017-11-27,28.010000228881836
2017-11-28,27.780000686645508
2017-11-29,27.729999542236328
2017-11-30,27.899999618530273
2017-12-01,28.049999237060547
2017-12-04,28.18000030517578
2017-12-05,28.040000915527344
2017-12-06,27.959999084472656
2017-12-07,28.238000869750977
2017-12-08,28.690000534057617
2017-12-11,29.06999969482422
2017-12-12,29.5049991607666
2017-12-13,30.059999465942383
2017-12-14,30.010000228881836
2017-12-15,29.760000228881836
2017-12-18,30.283000946044922
2017-12-19,30.350000381469727
2017-12-20,30.200000762939453
2017-12-21,30.18000030517578
2017-12-22,30.329999923706055
2017-12-26,30.329999923706055
2017-12-27,30.440000534057617
2017-12-28,30.260000228881836
2017-12-29,30.18000030517578
2018-01-02,30.760000228881836
2018-01-03,31.0
2018-01-04,31.200000762939453
2018-01-05,31.200000762939453
2018-01-08,31.25
2018-01-09,31.15999984741211
2018-01-10,31.209999084472656
2018-01-11,31.510000228881836
2018-01-12,31.84000015258789
2018-01-16,32.06999969482422
2018-01-17,32.189998626708984
2018-01-18,32.34000015258789
2018-01-19,32.130001068115234
2018-01-22,32.40999984741211
2018-01-23,32.382999420166016
2018-01-24,32.380001068115234
2018-01-25,32.40999984741211
2018-01-26,32.90999984741211
2018-01-29,32.59000015258789
2018-01-30,32.209999084472656
2018-01-31,32.78900146484375
2018-02-01,32.650001525878906
2018-02-02,31.059999465942383
2018-02-05,30.219999313354492
2018-02-06,30.760000228881836
2018-02-07,30.200000762939453
2018-02-08,29.200000762939453
2018-02-09,28.80500030517578
2018-02-12,29.899999618530273
2018-02-13,30.040000915527344
2018-02-14,31.049999237060547
2018-02-15,31.46299934387207
2018-02-16,31.739999771118164
2018-02-20,31.59000015258789
2018-02-21,31.65999984741211
2018-02-22,31.68000030517578
2018-02-23,31.993999481201172
2018-02-26,32.005001068115234
2018-02-27,31.440000534057617
2018-02-28,31.610000610351562
2018-03-01,31.469999313354492
2018-03-02,30.8799991607666
2018-03-05,31.36400032043457
2018-03-06,31.799999237060547
2018-03-07,31.3700008392334
2018-03-08,31.530000686645508
2018-03-09,32.47999954223633
2018-03-12,32.5
2018-03-13,32.16999816894531
2018-03-14,32.189998626708984
2018-03-15,31.809999465942383
2018-03-16,31.71500015258789
2018-03-19,30.93000030517578
2018-03-20,31.079999923706055
2018-03-21,31.139999389648438
2018-03-22,30.34000015258789
2018-03-23,29.950000762939453
2018-03-26,30.459999084472656
2018-03-27,30.575000762939453
2018-03-28,29.979999542236328
2018-03-29,30.559999465942383
2018-04-02,30.18000030517578
2018-04-03,30.34000015258789
2018-04-04,30.579999923706055
2018-04-05,30.760000228881836
2018-04-06,30.40999984741211
2018-04-09,30.270000457763672
2018-04-10,30.649999618530273
2018-04-11,30.389999389648438
2018-04-12,30.540000915527344
2018-04-13,30.399999618530273
2018-04-16,30.18000030517578
2018-04-17,30.729999542236328
2018-04-18,30.889999389648438
2018-04-19,30.43000030517578
2018-04-20,30.15999984741211
2018-04-23,30.270000457763672
2018-04-24,30.15999984741211
2018-04-25,29.90999984741211
2018-04-26,29.6299991607666
2018-04-27,29.8799991607666
2018-04-30,29.989999771118164
2018-05-01,29.648000717163086
2018-05-02,29.135000228881836
2018-05-03,28.299999237060547
2018-05-04,28.034000396728516
2018-05-07,27.979999542236328
2018-05-08,26.989999771118164
2018-05-09,27.229999542236328
2018-05-10,27.739999771118164
2018-05-11,27.149999618530273
2018-05-14,26.450000762939453
2018-05-15,26.479999542236328
2018-05-16,27.020000457763672
2018-05-17,27.079999923706055
2018-05-18,26.950000762939453
2018-05-21,27.010000228881836
2018-05-22,26.920000076293945
2018-05-23,26.767000198364258
2018-05-24,26.709999084472656
2018-05-25,26.709999084472656
2018-05-29,25.549999237060547
2018-05-30,25.610000610351562
2018-05-31,25.389999389648438
2018-06-01,25.540000915527344
2018-06-04,25.950000762939453
2018-06-05,26.639999389648438
2018-06-06,26.69499969482422
2018-06-07,25.90999984741211
2018-06-08,26.31999969482422
2018-06-11,26.510000228881836
2018-06-12,26.329999923706055
2018-06-13,25.920000076293945
2018-06-14,25.260000228881836
2018-06-15,24.819000244140625
2018-06-18,23.899999618530273
2018-06-19,23.959999084472656
2018-06-20,24.049999237060547
2018-06-21,24.68000030517578
2018-06-22,24.854999542236328
2018-06-25,23.969999313354492
2018-06-26,23.940000534057617
2018-06-27,22.93000030517578
2018-06-28,23.288999557495117
2018-06-29,22.8700008392334
2018-07-02,22.530000686645508
2018-07-03,23.200000762939453
2018-07-05,23.610000610351562
2018-07-06,23.90999984741211
2018-07-09,24.229999542236328
2018-07-10,24.1299991607666
2018-07-11,23.7450008392334
2018-07-12,24.18400001525879
2018-07-13,24.190000534057617
2018-07-16,24.3799991607666
2018-07-17,24.790000915527344
2018-07-18,25.079999923706055
2018-07-19,24.8700008392334
2018-07-20,25.290000915527344
2018-07-23,24.920000076293945
2018-07-24,25.260000228881836
2018-07-25,25.670000076293945
2018-07-26,25.639999389648438
2018-07-27,25.43000030517578
2018-07-30,25.1299991607666
2018-07-31,25.299999237060547
2018-08-01,25.06999969482422
2018-08-02,24.510000228881836
2018-08-03,24.81100082397461
2018-08-06,24.781999588012695
2018-08-07,24.489999771118164
2018-08-08,24.079999923706055
2018-08-09,24.80500030517578
2018-08-10,23.809999465942383
2018-08-13,23.21500015258789
2018-08-14,23.43000030517578
2018-08-15,22.799999237060547
2018-08-16,22.799999237060547
2018-08-17,22.280000686645508
2018-08-20,22.360000610351562
2018-08-21,22.5
2018-08-22,23.010000228881836
2018-08-23,22.979999542236328
2018-08-24,23.136999130249023
2018-08-27,23.447999954223633
2018-08-28,23.15999984741211
2018-08-29,22.899999618530273
2018-08-30,21.15999984741211
2018-08-31,22.09000015258789
2018-09-04,21.209999084472656
2018-09-05,21.280000686645508
2018-09-06,21.649999618530273
2018-09-07,21.670000076293945
2018-09-10,21.389999389648438
2018-09-11,21.04800033569336
2018-09-12,21.260000228881836
2018-09-13,21.350000381469727
2018-09-14,21.40999984741211
2018-09-17,21.726999282836914
2018-09-18,21.97100067138672
2018-09-19,22.392000198364258
2018-09-20,23.3799991607666
2018-09-21,23.389999389648438
2018-09-24,23.09000015258789
2018-09-25,23.25
2018-09-26,23.299999237060547
2018-09-27,22.915000915527344
2018-09-28,22.510000228881836
2018-10-01,22.639999389648438
2018-10-02,23.059999465942383
2018-10-03,23.2450008392334
2018-10-04,22.273000717163086
2018-10-05,21.969999313354492
2018-10-08,22.280000686645508
2018-10-09,22.280000686645508
2018-10-10,21.25
2018-10-11,20.84000015258789
2018-10-12,21.219999313354492
2018-10-15,21.200000762939453
2018-10-16,21.545000076293945
2018-10-17,21.350000381469727
2018-10-18,20.790000915527344
2018-10-19,20.975000381469727
2018-10-22,21.020000457763672
2018-10-23,20.579999923706055
2018-10-24,20.0
2018-10-25,20.695999145507812
2018-10-26,20.684999465942383
2018-10-29,20.059999465942383
2018-10-30,20.780000686645508
2018-10-31,21.110000610351562
2018-11-01,22.167999267578125
2018-11-02,22.75
2018-11-05,22.81999969482422
2018-11-06,22.459999084472656
2018-11-07,22.59000015258789
2018-11-08,22.219999313354492
2018-11-09,21.850000381469727
2018-11-12,21.489999771118164
2018-11-13,21.329999923706055
2018-11-14,21.309999465942383
2018-11-15,21.8799991607666
2018-11-16,22.079999923706055
2018-11-19,21.809999465942383
2018-11-20,21.15399932861328
2018-11-21,21.270000457763672
2018-11-23,21.270000457763672
2018-11-26,21.270000457763672
2018-11-27,21.149999618530273
2018-11-28,20.989999771118164
2018-11-29,21.961000442504883
2018-11-30,21.725000381469727
2018-12-03,22.395999908447266
2018-12-04,21.889999389648438
2018-12-06,21.624000549316406
2018-12-07,21.41900062561035
2018-12-10,21.180999755859375
2018-12-11,21.39299964904785
2018-12-12,21.650999069213867
2018-12-13,21.138999938964844
2018-12-14,20.826000213623047
2018-12-17,20.03499984741211
2018-12-18,20.197999954223633
2018-12-19,19.854000091552734
2018-12-20,19.558000564575195
2018-12-21,19.084999084472656
2018-12-24,18.452999114990234
2018-12-26,19.327999114990234
2018-12-27,19.614999771118164
2018-12-28,19.836999893188477
2018-12-31,20.1200008392334
2019-01-02,20.290000915527344
2019-01-03,20.236000061035156
2019-01-04,21.15999984741211
2019-01-07,21.65999984741211
2019-01-08,21.68000030517578
2019-01-09,22.323999404907227
2019-01-10,22.451000213623047
2019-01-11,22.479999542236328
2019-01-14,22.37299919128418
2019-01-15,22.503000259399414
2019-01-16,22.45599937438965
2019-01-17,22.44300079345703
2019-01-18,22.86400032043457
2019-01-22,22.1299991607666
2019-01-23,22.34000015258789
2019-01-24,22.631000518798828
2019-01-25,23.02199935913086
2019-01-28,23.238000869750977
2019-01-29,23.360000610351562
2019-01-30,23.676000595092773
2019-01-31,24.007999420166016
2019-02-01,23.985000610351562
2019-02-04,24.219999313354492
2019-02-05,24.226999282836914
2019-02-06,23.7810001373291
2019-02-07,23.489999771118164
2019-02-08,23.402000427246094
2019-02-11,23.582000732421875
2019-02-12,23.98200035095215
2019-02-13,23.72100067138672
2019-02-14,23.775999069213867
2019-02-15,23.816999435424805
2019-02-19,23.3700008392334
2019-02-20,23.301000595092773
2019-02-21,23.225000381469727
2019-02-22,23.704999923706055
2019-02-25,23.549999237060547
2019-02-26,23.39299964904785
2019-02-27,24.198999404907227
2019-02-28,24.14900016784668
2019-03-01,23.704999923706055
2019-03-04,23.756999969482422
2019-03-05,23.860000610351562
2019-03-06,23.301000595092773
2019-03-07,22.916000366210938
2019-03-08,23.09000015258789
2019-03-11,23.906999588012695
2019-03-12,23.910999298095703
2019-03-13,24.44300079345703
2019-03-14,24.14299964904785
2019-03-15,24.450000762939453
2019-03-18,24.760000228881836
2019-03-19,24.496999740600586
2019-03-20,24.715999603271484
2019-03-21,24.639999389648438
2019-03-22,23.924999237060547
2019-03-25,23.9950008392334
2019-03-26,23.690000534057617
2019-03-27,22.964000701904297
2019-03-28,23.312000274658203
2019-03-29,23.68899917602539
2019-04-01,23.924999237060547
2019-04-02,23.548999786376953
2019-04-03,23.469999313354492
2019-04-04,23.274999618530273
2019-04-05,23.51300048828125
2019-04-08,23.802000045776367
2019-04-09,23.448999404907227
2019-04-10,23.724000930786133
2019-04-11,23.410999298095703
2019-04-12,23.659000396728516
2019-04-15,24.003000259399414
2019-04-16,23.8799991607666
2019-04-17,23.844999313354492
2019-04-18,23.33799934387207
2019-04-22,23.364999771118164
2019-04-23,23.64299964904785
2019-04-24,22.65399932861328
2019-04-25,22.343000411987305
2019-04-26,22.31399917602539
2019-04-29,22.250999450683594
2019-04-30,22.354999542236328
2019-05-01,22.28700065612793
2019-05-02,22.354999542236328
2019-05-03,24.187999725341797
2019-05-06,24.06999969482422
2019-05-07,23.34600067138672
2019-05-08,23.680999755859375
2019-05-09,23.812999725341797
2019-05-10,23.8439998626709
2019-05-13,23.16699981689453
2019-05-14,23.56399917602539
2019-05-15,23.940000534057617
2019-05-16,24.479999542236328
