,ADV
2020-11-12,9.920000076293945
2020-11-13,10.239999771118164
2020-11-16,10.260000228881836
2020-11-17,9.970000267028809
2020-11-18,9.930000305175781
2020-11-19,9.819999694824219
2020-11-20,9.899999618530273
2020-11-23,10.130000114440918
2020-11-24,10.5
2020-11-25,10.350000381469727
2020-11-27,10.420000076293945
2020-11-30,10.510000228881836
2020-12-01,10.579999923706055
2020-12-02,10.289999961853027
2020-12-03,10.579999923706055
2020-12-04,10.949999809265137
2020-12-07,11.069999694824219
2020-12-08,11.489999771118164
2020-12-09,11.529999732971191
2020-12-10,11.399999618530273
2020-12-11,11.479999542236328
2020-12-14,11.65999984741211
2020-12-15,11.6899995803833
2020-12-16,11.779999732971191
2020-12-17,12.3100004196167
2020-12-18,12.720000267028809
2020-12-21,13.460000038146973
2020-12-22,13.539999961853027
2020-12-23,13.5
2020-12-24,13.34000015258789
2020-12-28,13.239999771118164
2020-12-29,13.140000343322754
2020-12-30,13.289999961853027
2020-12-31,13.170000076293945
2021-01-04,13.329999923706055
2021-01-05,13.180000305175781
2021-01-06,13.050000190734863
2021-01-07,13.069999694824219
2021-01-08,12.920000076293945
2021-01-11,12.390000343322754
2021-01-12,12.399999618530273
2021-01-13,12.600000381469727
2021-01-14,12.260000228881836
2021-01-15,12.270000457763672
2021-01-19,11.829999923706055
2021-01-20,11.529999732971191
2021-01-21,11.390000343322754
2021-01-22,11.220000267028809
2021-01-25,10.819999694824219
2021-01-26,10.479999542236328
2021-01-27,9.649999618530273
2021-01-28,10.069999694824219
2021-01-29,9.779999732971191
2021-02-01,9.699999809265137
2021-02-02,9.850000381469727
2021-02-03,9.869999885559082
2021-02-04,10.0
2021-02-05,10.029999732971191
2021-02-08,10.239999771118164
2021-02-09,10.100000381469727
2021-02-10,10.0
2021-02-11,9.850000381469727
2021-02-12,10.0
2021-02-16,10.0
2021-02-17,10.079999923706055
2021-02-18,10.050000190734863
2021-02-19,10.050000190734863
2021-02-22,9.579999923706055
2021-02-23,9.479999542236328
2021-02-24,9.680000305175781
2021-02-25,9.140000343322754
2021-02-26,9.050000190734863
2021-03-01,9.350000381469727
2021-03-02,9.390000343322754
2021-03-03,9.199999809265137
2021-03-04,8.970000267028809
2021-03-05,9.130000114440918
2021-03-08,9.220000267028809
2021-03-09,9.470000267028809
2021-03-10,9.600000381469727
2021-03-11,9.760000228881836
2021-03-12,9.90999984741211
2021-03-15,10.069999694824219
2021-03-16,9.949999809265137
2021-03-17,10.050000190734863
2021-03-18,10.670000076293945
2021-03-19,10.800000190734863
2021-03-22,10.960000038146973
2021-03-23,11.720000267028809
2021-03-24,11.869999885559082
2021-03-25,11.970000267028809
2021-03-26,11.84000015258789
2021-03-29,11.760000228881836
2021-03-30,11.850000381469727
2021-03-31,11.8100004196167
2021-04-01,12.010000228881836
2021-04-05,12.390000343322754
2021-04-06,12.489999771118164
2021-04-07,12.550000190734863
2021-04-08,12.84000015258789
2021-04-09,12.890000343322754
2021-04-12,12.970000267028809
2021-04-13,12.960000038146973
2021-04-14,12.770000457763672
2021-04-15,12.800000190734863
2021-04-16,13.0600004196167
2021-04-19,12.869999885559082
2021-04-20,12.569999694824219
2021-04-21,12.510000228881836
2021-04-22,12.779999732971191
2021-04-23,12.9399995803833
2021-04-26,12.760000228881836
2021-04-27,12.789999961853027
2021-04-28,12.789999961853027
2021-04-29,12.90999984741211
2021-04-30,12.8100004196167
2021-05-03,12.890000343322754
2021-05-04,12.59000015258789
2021-05-05,12.670000076293945
2021-05-06,12.960000038146973
2021-05-07,12.960000038146973
2021-05-10,12.069999694824219
2021-05-11,12.470000267028809
2021-05-12,12.199999809265137
2021-05-13,12.050000190734863
2021-05-14,12.239999771118164
