,CCRC
2015-12-21,10.149999618530273
2015-12-22,11.449999809265137
2015-12-23,10.050000190734863
2015-12-24,11.09000015258789
2015-12-28,9.970000267028809
2015-12-29,9.760000228881836
2015-12-30,8.920000076293945
2015-12-31,7.960000038146973
2016-01-04,7.519999980926514
2016-01-05,7.679999828338623
2016-01-06,7.449999809265137
2016-01-07,7.139999866485596
2016-01-08,7.460000038146973
2016-01-11,7.650000095367432
2016-01-12,7.929999828338623
2016-01-13,8.260000228881836
2016-01-14,8.800000190734863
2016-01-15,8.880000114440918
2016-01-19,7.679999828338623
2016-01-20,6.289999961853027
2016-01-21,6.289999961853027
2016-01-22,6.039999961853027
2016-01-25,6.269999980926514
2016-01-26,6.349999904632568
2016-01-27,6.300000190734863
2016-01-28,6.460000038146973
2016-01-29,8.050000190734863
2016-02-01,7.150000095367432
2016-02-02,9.680000305175781
2016-02-03,9.859999656677246
2016-02-04,10.0
2016-02-05,8.75
2016-02-08,10.220000267028809
2016-02-09,9.449999809265137
2016-02-10,9.180000305175781
2016-02-11,8.59000015258789
2016-02-12,9.3100004196167
2016-02-16,9.079999923706055
2016-02-17,9.649999618530273
2016-02-18,9.079999923706055
2016-02-19,9.300000190734863
2016-02-22,10.649999618530273
2016-02-23,10.640000343322754
2016-02-24,10.609999656677246
2016-02-25,10.5600004196167
2016-02-26,9.550000190734863
2016-02-29,8.90999984741211
2016-03-01,8.65999984741211
2016-03-02,8.890000343322754
2016-03-03,8.829999923706055
2016-03-04,8.890000343322754
2016-03-07,8.760000228881836
2016-03-08,9.220000267028809
2016-03-09,10.100000381469727
2016-03-10,10.029999732971191
2016-03-11,9.609999656677246
2016-03-14,8.90999984741211
2016-03-15,8.569999694824219
2016-03-16,8.539999961853027
2016-03-17,8.869999885559082
2016-03-18,8.899999618530273
2016-03-21,8.739999771118164
2016-03-22,8.65999984741211
2016-03-23,8.369999885559082
2016-03-24,8.520000457763672
2016-03-28,8.779999732971191
2016-03-29,8.890000343322754
2016-03-30,8.949999809265137
2016-03-31,8.859999656677246
2016-04-01,9.449999809265137
2016-04-04,9.680000305175781
2016-04-05,9.470000267028809
2016-04-06,9.640000343322754
2016-04-07,9.529999732971191
2016-04-08,10.09000015258789
2016-04-11,10.380000114440918
2016-04-12,10.0600004196167
2016-04-13,10.470000267028809
2016-04-14,11.34000015258789
2016-04-15,11.420000076293945
2016-04-18,11.25
2016-04-19,10.449999809265137
2016-04-20,10.59000015258789
2016-04-21,10.6899995803833
2016-04-22,10.510000228881836
2016-04-25,10.390000343322754
2016-04-26,10.020000457763672
2016-04-27,10.460000038146973
2016-04-28,10.75
2016-04-29,11.220000267028809
2016-05-02,7.730000019073486
2016-05-03,6.570000171661377
2016-05-04,6.28000020980835
2016-05-05,5.849999904632568
2016-05-06,5.75
2016-05-09,6.03000020980835
2016-05-10,5.940000057220459
2016-05-11,6.119999885559082
2016-05-12,6.110000133514404
2016-05-13,6.630000114440918
2016-05-16,6.78000020980835
2016-05-17,6.760000228881836
2016-05-18,7.309999942779541
2016-05-19,7.710000038146973
2016-05-20,7.800000190734863
2016-05-23,8.5600004196167
2016-05-24,8.609999656677246
2016-05-25,8.739999771118164
2016-05-26,9.039999961853027
2016-05-27,9.180000305175781
2016-05-31,9.390000343322754
2016-06-01,8.050999641418457
2016-06-02,8.479999542236328
2016-06-03,8.479999542236328
2016-06-06,8.369999885559082
2016-06-07,8.829999923706055
2016-06-08,9.960000038146973
2016-06-09,10.430000305175781
2016-06-10,10.199999809265137
2016-06-13,8.779999732971191
2016-06-14,9.09000015258789
2016-06-15,9.539999961853027
2016-06-16,9.300000190734863
2016-06-17,9.079999923706055
2016-06-20,9.119999885559082
2016-06-21,9.359999656677246
2016-06-22,9.460000038146973
2016-06-23,10.25
2016-06-24,9.90999984741211
2016-06-27,9.220000267028809
2016-06-28,9.880000114440918
2016-06-29,10.920000076293945
2016-06-30,11.65999984741211
2016-07-01,10.899999618530273
2016-07-05,10.390000343322754
2016-07-06,10.645000457763672
2016-07-07,10.829999923706055
2016-07-08,12.140000343322754
2016-07-11,11.850000381469727
2016-07-12,12.6899995803833
2016-07-13,12.869999885559082
2016-07-14,13.010000228881836
2016-07-15,12.449999809265137
2016-07-18,12.489999771118164
2016-07-19,12.260000228881836
2016-07-20,14.760000228881836
2016-07-21,13.350000381469727
2016-07-22,11.34000015258789
2016-07-25,11.1899995803833
2016-07-26,10.289999961853027
2016-07-27,10.199999809265137
2016-07-28,11.510000228881836
2016-07-29,12.600000381469727
2016-08-01,11.350000381469727
2016-08-02,11.4399995803833
2016-08-03,11.390000343322754
2016-08-04,10.430000305175781
2016-08-05,10.8100004196167
2016-08-08,11.539999961853027
2016-08-09,11.569999694824219
2016-08-10,11.600000381469727
2016-08-11,11.739999771118164
2016-08-12,12.260000228881836
2016-08-15,12.84000015258789
2016-08-16,12.859999656677246
2016-08-17,12.850000381469727
2016-08-18,12.770000457763672
2016-08-19,13.479999542236328
2016-08-22,13.670000076293945
2016-08-23,13.25
2016-08-24,13.239999771118164
2016-08-25,13.300000190734863
2016-08-26,12.899999618530273
2016-08-29,12.760000228881836
2016-08-30,12.640000343322754
2016-08-31,13.390000343322754
2016-09-01,12.430000305175781
2016-09-02,12.479999542236328
2016-09-06,13.289999961853027
2016-09-07,13.050000190734863
2016-09-08,13.229999542236328
2016-09-09,13.149999618530273
2016-09-12,14.430000305175781
2016-09-13,15.039999961853027
2016-09-14,13.979999542236328
2016-09-15,12.600000381469727
2016-09-16,11.550000190734863
2016-09-19,11.6899995803833
2016-09-20,12.079999923706055
2016-09-21,12.289999961853027
2016-09-22,12.180000305175781
2016-09-23,11.979999542236328
2016-09-26,12.520000457763672
2016-09-27,12.619999885559082
2016-09-28,13.65999984741211
2016-09-29,12.699999809265137
2016-09-30,13.149999618530273
2016-10-03,12.619999885559082
2016-10-04,13.550000190734863
2016-10-05,14.630000114440918
2016-10-06,14.819999694824219
2016-10-07,14.050000190734863
2016-10-10,14.170000076293945
2016-10-11,13.369999885559082
2016-10-12,14.050000190734863
2016-10-13,13.670000076293945
2016-10-14,12.300000190734863
2016-10-17,12.210000038146973
2016-10-18,12.380000114440918
2016-10-19,11.40999984741211
2016-10-20,11.34000015258789
2016-10-21,11.760000228881836
2016-10-24,12.079999923706055
2016-10-25,12.289999961853027
2016-10-26,12.6899995803833
2016-10-27,13.180000305175781
2016-10-28,13.579999923706055
2016-10-31,13.359999656677246
2016-11-01,13.710000038146973
2016-11-02,14.010000228881836
2016-11-03,13.649999618530273
2016-11-04,13.84000015258789
2016-11-07,15.09000015258789
2016-11-08,14.899999618530273
2016-11-09,15.529999732971191
2016-11-10,15.390000343322754
2016-11-11,15.100000381469727
2016-11-14,15.109999656677246
2016-11-15,14.09000015258789
2016-11-16,16.1299991607666
2016-11-17,16.690000534057617
2016-11-18,15.680000305175781
2016-11-21,15.9399995803833
2016-11-22,16.149999618530273
2016-11-23,14.380000114440918
2016-11-25,14.9399995803833
2016-11-28,14.699999809265137
2016-11-29,14.899999618530273
2016-11-30,13.729999542236328
2016-12-01,15.149999618530273
2016-12-02,14.90999984741211
2016-12-05,16.200000762939453
2016-12-06,17.239999771118164
2016-12-07,17.25
2016-12-08,17.350000381469727
2016-12-09,18.280000686645508
2016-12-12,15.90999984741211
2016-12-13,15.5600004196167
2016-12-14,15.920000076293945
2016-12-15,16.209999084472656
2016-12-16,15.850000381469727
2016-12-19,16.530000686645508
2016-12-20,17.030000686645508
2016-12-21,17.899999618530273
2016-12-22,18.040000915527344
2016-12-23,18.020000457763672
2016-12-27,16.34000015258789
2016-12-28,16.6200008392334
2016-12-29,16.440000534057617
2016-12-30,17.209999084472656
2017-01-03,17.93000030517578
2017-01-04,18.950000762939453
2017-01-05,18.760000228881836
2017-01-06,18.799999237060547
2017-01-09,18.3700008392334
2017-01-10,18.440000534057617
2017-01-11,18.139999389648438
2017-01-12,17.170000076293945
2017-01-13,17.899999618530273
2017-01-17,17.6200008392334
2017-01-18,17.90999984741211
2017-01-19,17.969999313354492
2017-01-20,17.670000076293945
2017-01-23,17.770000457763672
2017-01-24,18.239999771118164
2017-01-25,18.90999984741211
2017-01-26,19.170000076293945
2017-01-27,19.020000457763672
2017-01-30,18.06999969482422
2017-01-31,17.770000457763672
2017-02-01,18.270000457763672
2017-02-02,13.800000190734863
2017-02-03,12.5
2017-02-06,12.390000343322754
2017-02-07,12.479999542236328
2017-02-08,12.220000267028809
2017-02-09,12.1899995803833
2017-02-10,12.8100004196167
2017-02-13,13.0
2017-02-14,13.029999732971191
2017-02-15,13.40999984741211
2017-02-16,14.0
2017-02-17,13.399999618530273
2017-02-21,13.380000114440918
2017-02-22,13.579999923706055
2017-02-23,13.550000190734863
2017-02-24,13.260000228881836
2017-02-27,13.539999961853027
2017-02-28,12.5
2017-03-01,13.100000381469727
2017-03-02,13.149999618530273
2017-03-03,13.020000457763672
2017-03-06,13.140000343322754
2017-03-07,12.779999732971191
2017-03-08,12.4399995803833
2017-03-09,12.350000381469727
2017-03-10,13.520000457763672
2017-03-13,13.539999961853027
2017-03-14,12.90999984741211
2017-03-15,13.59000015258789
2017-03-16,13.84000015258789
2017-03-17,13.329999923706055
2017-03-20,13.829999923706055
2017-03-21,12.989999771118164
2017-03-22,13.289999961853027
2017-03-23,13.600000381469727
2017-03-24,13.920000076293945
2017-03-27,13.380000114440918
2017-03-28,14.15999984741211
2017-03-29,13.699999809265137
2017-03-30,13.25
2017-03-31,13.630000114440918
2017-04-03,13.0
2017-04-04,13.260000228881836
2017-04-05,13.170000076293945
2017-04-06,13.710000038146973
2017-04-07,13.449999809265137
2017-04-10,13.579999923706055
2017-04-11,13.630000114440918
2017-04-12,13.529999732971191
2017-04-13,13.119999885559082
2017-04-17,13.239999771118164
2017-04-18,13.420000076293945
2017-04-19,13.600000381469727
2017-04-20,14.460000038146973
2017-04-21,14.479999542236328
2017-04-24,14.789999961853027
2017-04-25,15.289999961853027
2017-04-26,15.420000076293945
2017-04-27,14.65999984741211
2017-04-28,14.9399995803833
2017-05-01,14.680000305175781
2017-05-02,15.359999656677246
2017-05-03,14.460000038146973
2017-05-04,13.979999542236328
2017-05-05,14.920000076293945
2017-05-08,14.670000076293945
2017-05-09,15.399999618530273
2017-05-10,15.5
2017-05-11,15.779999732971191
2017-05-12,15.8100004196167
2017-05-15,16.709999084472656
2017-05-16,16.15999984741211
2017-05-17,15.899999618530273
2017-05-18,16.170000076293945
2017-05-19,16.0
2017-05-22,17.5
2017-05-23,16.65999984741211
2017-05-24,15.680000305175781
2017-05-25,15.600000381469727
2017-05-26,16.110000610351562
2017-05-30,15.539999961853027
2017-05-31,15.920000076293945
2017-06-01,16.59000015258789
2017-06-02,16.299999237060547
2017-06-05,16.05500030517578
2017-06-06,15.890000343322754
2017-06-07,16.299999237060547
2017-06-08,16.190000534057617
2017-06-09,14.850000381469727
2017-06-12,14.880000114440918
2017-06-13,16.639999389648438
2017-06-14,14.829999923706055
2017-06-15,15.569999694824219
2017-06-16,15.09000015258789
2017-06-19,15.930000305175781
