,ACET
2018-06-14,76.0199966430664
2018-06-15,83.79000091552734
2018-06-18,78.61000061035156
2018-06-19,76.79000091552734
2018-06-20,76.0199966430664
2018-06-21,73.70999908447266
2018-06-22,69.08999633789062
2018-06-25,67.33999633789062
2018-06-26,65.30999755859375
2018-06-27,60.060001373291016
2018-06-28,63.0
2018-06-29,64.05000305175781
2018-07-02,63.209999084472656
2018-07-03,63.06999969482422
2018-07-05,62.29999923706055
2018-07-06,62.5099983215332
2018-07-09,60.060001373291016
2018-07-10,58.65999984741211
2018-07-11,65.0999984741211
2018-07-12,63.90999984741211
2018-07-13,64.05000305175781
2018-07-16,62.650001525878906
2018-07-17,60.689998626708984
2018-07-18,60.54999923706055
2018-07-19,61.040000915527344
2018-07-20,61.040000915527344
2018-07-23,63.06999969482422
2018-07-24,63.06999969482422
2018-07-25,94.29000091552734
2018-07-26,90.30000305175781
2018-07-27,101.98999786376953
2018-07-30,105.06999969482422
2018-07-31,107.7300033569336
2018-08-01,92.68000030517578
2018-08-02,95.62000274658203
2018-08-03,86.16999816894531
2018-08-06,83.0199966430664
2018-08-07,82.38999938964844
2018-08-08,83.58000183105469
2018-08-09,79.30999755859375
2018-08-10,79.23999786376953
2018-08-13,79.58999633789062
2018-08-14,72.94000244140625
2018-08-15,70.41999816894531
2018-08-16,72.30999755859375
2018-08-17,74.2699966430664
2018-08-20,71.68000030517578
2018-08-21,74.9000015258789
2018-08-22,74.9000015258789
2018-08-23,71.4000015258789
2018-08-24,70.0
2018-08-27,74.33999633789062
2018-08-28,74.97000122070312
2018-08-29,76.2300033569336
2018-08-30,80.77999877929688
2018-08-31,82.80999755859375
2018-09-04,93.44999694824219
2018-09-05,85.19000244140625
2018-09-06,80.56999969482422
2018-09-07,82.38999938964844
2018-09-10,85.95999908447266
2018-09-11,85.54000091552734
2018-09-12,89.52999877929688
2018-09-13,90.30000305175781
2018-09-14,95.62000274658203
2018-09-17,97.58000183105469
2018-09-18,99.33000183105469
2018-09-19,98.41999816894531
2018-09-20,105.83999633789062
2018-09-21,105.27999877929688
2018-09-24,109.33999633789062
2018-09-25,109.97000122070312
2018-09-26,110.5999984741211
2018-09-27,106.54000091552734
2018-09-28,105.9800033569336
2018-10-01,97.6500015258789
2018-10-02,93.44999694824219
2018-10-03,95.05999755859375
2018-10-04,101.29000091552734
2018-10-05,94.56999969482422
2018-10-08,89.52999877929688
2018-10-09,87.1500015258789
2018-10-10,79.94000244140625
2018-10-11,77.69999694824219
2018-10-12,79.44999694824219
2018-10-15,78.95999908447266
2018-10-16,87.22000122070312
2018-10-17,88.69000244140625
2018-10-18,84.69999694824219
2018-10-19,83.37000274658203
2018-10-22,77.20999908447266
2018-10-23,80.5
2018-10-24,78.4000015258789
2018-10-25,80.5
2018-10-26,81.76000213623047
2018-10-29,76.30000305175781
2018-10-30,78.19000244140625
2018-10-31,77.41999816894531
2018-11-01,82.11000061035156
2018-11-02,79.87000274658203
2018-11-05,82.73999786376953
2018-11-06,83.93000030517578
2018-11-07,83.37000274658203
2018-11-08,85.26000213623047
2018-11-09,79.5199966430664
2018-11-12,79.0999984741211
2018-11-13,77.27999877929688
2018-11-14,82.11000061035156
2018-11-15,88.97000122070312
2018-11-16,92.05000305175781
2018-11-19,87.77999877929688
2018-11-20,85.47000122070312
2018-11-21,88.05999755859375
2018-11-23,90.79000091552734
2018-11-26,94.29000091552734
2018-11-27,93.58999633789062
2018-11-28,93.94000244140625
2018-11-29,91.91000366210938
2018-11-30,91.41999816894531
2018-12-03,91.27999877929688
2018-12-04,82.80999755859375
2018-12-06,88.12999725341797
2018-12-07,84.41999816894531
2018-12-10,88.19999694824219
2018-12-11,88.41000366210938
2018-12-12,91.9800033569336
2018-12-13,93.80000305175781
2018-12-14,86.23999786376953
2018-12-17,75.94999694824219
2018-12-18,70.41999816894531
2018-12-19,67.33999633789062
2018-12-20,63.0
2018-12-21,56.209999084472656
2018-12-24,56.279998779296875
2018-12-26,55.790000915527344
2018-12-27,59.91999816894531
2018-12-28,61.599998474121094
2018-12-31,60.34000015258789
2019-01-02,62.29999923706055
2019-01-03,58.029998779296875
2019-01-04,61.459999084472656
2019-01-07,62.369998931884766
2019-01-08,59.36000061035156
2019-01-09,60.54999923706055
2019-01-10,57.959999084472656
2019-01-11,56.90999984741211
2019-01-14,56.13999938964844
2019-01-15,56.560001373291016
2019-01-16,56.630001068115234
2019-01-17,56.349998474121094
2019-01-18,60.40999984741211
2019-01-22,58.16999816894531
2019-01-23,57.75
2019-01-24,55.02000045776367
2019-01-25,57.959999084472656
2019-01-28,59.43000030517578
2019-01-29,57.189998626708984
2019-01-30,62.369998931884766
2019-01-31,62.15999984741211
2019-02-01,60.34000015258789
2019-02-04,56.06999969482422
2019-02-05,54.529998779296875
2019-02-06,54.31999969482422
2019-02-07,58.52000045776367
2019-02-08,59.290000915527344
2019-02-11,56.560001373291016
2019-02-12,56.41999816894531
2019-02-13,58.72999954223633
2019-02-14,55.86000061035156
2019-02-15,56.13999938964844
2019-02-19,58.2400016784668
2019-02-20,56.209999084472656
2019-02-21,56.209999084472656
2019-02-22,56.41999816894531
2019-02-25,56.06999969482422
2019-02-26,57.88999938964844
2019-02-27,59.709999084472656
2019-02-28,59.91999816894531
2019-03-01,61.38999938964844
2019-03-04,61.38999938964844
2019-03-05,60.060001373291016
2019-03-06,57.04999923706055
2019-03-07,55.93000030517578
2019-03-08,57.540000915527344
2019-03-11,61.95000076293945
2019-03-12,57.75
2019-03-13,60.27000045776367
2019-03-14,60.689998626708984
2019-03-15,61.31999969482422
2019-03-18,63.349998474121094
2019-03-19,48.86000061035156
2019-03-20,44.310001373291016
2019-03-21,45.08000183105469
2019-03-22,45.290000915527344
2019-03-25,45.43000030517578
2019-03-26,47.95000076293945
2019-03-27,49.13999938964844
2019-03-28,49.13999938964844
2019-03-29,47.7400016784668
2019-04-01,48.650001525878906
2019-04-02,48.650001525878906
2019-04-03,48.58000183105469
2019-04-04,48.439998626708984
2019-04-05,48.720001220703125
2019-04-08,48.720001220703125
2019-04-09,48.790000915527344
2019-04-10,52.290000915527344
2019-04-11,51.099998474121094
2019-04-12,54.66999816894531
2019-04-15,50.189998626708984
2019-04-16,50.81999969482422
2019-04-17,49.13999938964844
2019-04-18,47.040000915527344
2019-04-22,45.5
2019-04-23,49.279998779296875
2019-04-24,53.7599983215332
2019-04-25,52.779998779296875
2019-04-26,54.38999938964844
2019-04-29,58.16999816894531
2019-04-30,56.349998474121094
2019-05-01,56.279998779296875
2019-05-02,56.560001373291016
2019-05-03,57.119998931884766
2019-05-06,56.97999954223633
2019-05-07,56.0
2019-05-08,55.93000030517578
2019-05-09,60.970001220703125
2019-05-10,61.529998779296875
2019-05-13,56.560001373291016
2019-05-14,56.90999984741211
2019-05-15,55.5099983215332
2019-05-16,56.560001373291016
2019-05-17,55.15999984741211
2019-05-20,56.84000015258789
2019-05-21,56.560001373291016
2019-05-22,53.20000076293945
2019-05-23,52.08000183105469
2019-05-24,53.47999954223633
2019-05-28,52.5
2019-05-29,54.95000076293945
2019-05-30,52.9900016784668
2019-05-31,50.470001220703125
2019-06-03,48.790000915527344
2019-06-04,49.4900016784668
2019-06-05,52.0099983215332
2019-06-06,56.0
2019-06-07,61.529998779296875
2019-06-10,61.7400016784668
2019-06-11,58.380001068115234
2019-06-12,62.29999923706055
2019-06-13,63.349998474121094
2019-06-14,62.650001525878906
2019-06-17,66.1500015258789
2019-06-18,65.0999984741211
2019-06-19,71.47000122070312
2019-06-20,73.63999938964844
2019-06-21,72.44999694824219
2019-06-24,70.69999694824219
2019-06-25,69.86000061035156
2019-06-26,69.37000274658203
2019-06-27,71.75
2019-06-28,71.4000015258789
2019-07-01,72.02999877929688
2019-07-02,71.95999908447266
2019-07-03,71.95999908447266
2019-07-05,71.88999938964844
2019-07-08,71.05000305175781
2019-07-09,68.18000030517578
2019-07-10,68.25
2019-07-11,67.19999694824219
2019-07-12,68.94999694824219
2019-07-15,72.7300033569336
2019-07-16,71.81999969482422
2019-07-17,72.7300033569336
2019-07-18,72.58999633789062
2019-07-19,70.06999969482422
2019-07-22,78.54000091552734
2019-07-23,80.1500015258789
2019-07-24,75.38999938964844
2019-07-25,69.2300033569336
2019-07-26,66.5
2019-07-29,73.70999908447266
2019-07-30,76.93000030517578
2019-07-31,76.16000366210938
2019-08-01,74.62000274658203
2019-08-02,72.23999786376953
2019-08-05,68.52999877929688
2019-08-06,68.45999908447266
2019-08-07,69.37000274658203
2019-08-08,69.2300033569336
2019-08-09,67.05999755859375
2019-08-12,64.88999938964844
2019-08-13,68.25
2019-08-14,65.37999725341797
2019-08-15,68.94999694824219
2019-08-16,70.06999969482422
2019-08-19,70.69999694824219
2019-08-20,70.69999694824219
2019-08-21,75.5999984741211
2019-08-22,74.33999633789062
2019-08-23,70.0
2019-08-26,69.37000274658203
2019-08-27,67.19999694824219
2019-08-28,67.69000244140625
2019-08-29,67.9000015258789
2019-08-30,67.33999633789062
2019-09-03,65.5199966430664
2019-09-04,67.76000213623047
2019-09-05,69.79000091552734
2019-09-06,68.66999816894531
2019-09-09,69.2300033569336
2019-09-10,69.51000213623047
2019-09-11,69.79000091552734
2019-09-12,70.9800033569336
2019-09-13,71.81999969482422
2019-09-16,73.08000183105469
2019-09-17,70.55999755859375
2019-09-18,67.76000213623047
2019-09-19,68.38999938964844
2019-09-20,67.76000213623047
2019-09-23,65.80000305175781
2019-09-24,63.349998474121094
2019-09-25,64.4000015258789
2019-09-26,63.279998779296875
2019-09-27,60.900001525878906
2019-09-30,61.880001068115234
2019-10-01,58.65999984741211
2019-10-02,57.2599983215332
2019-10-03,58.72999954223633
2019-10-04,57.470001220703125
2019-10-07,57.33000183105469
2019-10-08,54.18000030517578
2019-10-09,49.77000045776367
2019-10-10,51.2400016784668
2019-10-11,50.959999084472656
2019-10-14,49.0
2019-10-15,48.369998931884766
2019-10-16,48.439998626708984
2019-10-17,47.95000076293945
2019-10-18,48.93000030517578
2019-10-21,49.4900016784668
2019-10-22,47.040000915527344
2019-10-23,49.279998779296875
2019-10-24,47.7400016784668
2019-10-25,47.810001373291016
2019-10-28,48.790000915527344
2019-10-29,49.209999084472656
2019-10-30,49.97999954223633
2019-10-31,50.75
2019-11-01,54.95000076293945
2019-11-04,57.04999923706055
2019-11-05,52.9900016784668
2019-11-06,54.040000915527344
2019-11-07,57.400001525878906
2019-11-08,60.900001525878906
2019-11-11,62.15999984741211
2019-11-12,64.88999938964844
2019-11-13,58.869998931884766
2019-11-14,55.650001525878906
2019-11-15,7.630000114440918
2019-11-18,7.980000019073486
2019-11-19,7.769999980926514
2019-11-20,7.489999771118164
2019-11-21,7.559999942779541
2019-11-22,8.470000267028809
2019-11-25,8.960000038146973
2019-11-26,8.609999656677246
2019-11-27,8.470000267028809
2019-11-29,8.399999618530273
2019-12-02,8.75
2019-12-03,8.329999923706055
2019-12-04,8.260000228881836
2019-12-05,8.470000267028809
2019-12-06,8.890000343322754
2019-12-09,9.029999732971191
2019-12-10,8.680000305175781
2019-12-11,8.75
2019-12-12,8.680000305175781
2019-12-13,8.609999656677246
2019-12-16,8.154999732971191
2019-12-17,7.980000019073486
2019-12-18,8.260000228881836
2019-12-19,8.680000305175781
2019-12-20,9.100000381469727
2019-12-23,9.65999984741211
2019-12-24,9.800000190734863
2019-12-26,9.3100004196167
2019-12-27,9.239999771118164
2019-12-30,9.380000114440918
2019-12-31,10.430000305175781
2020-01-02,9.869999885559082
2020-01-03,10.220000267028809
2020-01-06,10.220000267028809
2020-01-07,10.149999618530273
2020-01-08,9.869999885559082
2020-01-09,10.359999656677246
2020-01-10,11.899999618530273
2020-01-13,10.989999771118164
2020-01-14,10.430000305175781
2020-01-15,10.640000343322754
2020-01-16,10.5
2020-01-17,10.220000267028809
2020-01-21,10.430000305175781
2020-01-22,10.359999656677246
2020-01-23,10.220000267028809
2020-01-24,9.869999885559082
2020-01-27,9.59000015258789
2020-01-28,9.869999885559082
2020-01-29,9.239999771118164
2020-01-30,8.960000038146973
2020-01-31,9.65999984741211
2020-02-03,9.800000190734863
2020-02-04,9.449999809265137
2020-02-05,9.59000015258789
2020-02-06,9.765000343322754
2020-02-07,9.800000190734863
2020-02-10,9.65999984741211
2020-02-11,9.729999542236328
2020-02-12,9.800000190734863
2020-02-13,9.65999984741211
2020-02-14,9.449999809265137
2020-02-18,9.3100004196167
2020-02-19,10.289999961853027
2020-02-20,10.220000267028809
2020-02-21,10.640000343322754
2020-02-24,10.569999694824219
2020-02-25,10.289999961853027
2020-02-26,10.149999618530273
2020-02-27,9.520000457763672
2020-02-28,9.729999542236328
2020-03-02,9.9399995803833
2020-03-03,10.010000228881836
2020-03-04,10.079999923706055
2020-03-05,9.65999984741211
2020-03-06,9.449999809265137
2020-03-09,8.819999694824219
2020-03-10,8.680000305175781
2020-03-11,8.1899995803833
2020-03-12,7.420000076293945
2020-03-13,7.489999771118164
2020-03-16,6.71999979019165
2020-03-17,6.789999961853027
2020-03-18,6.118000030517578
2020-03-19,6.691999912261963
2020-03-20,6.789999961853027
2020-03-23,6.789999961853027
2020-03-24,7.349999904632568
2020-03-25,7.630000114440918
2020-03-26,7.349999904632568
2020-03-27,7.28000020980835
2020-03-30,7.630000114440918
2020-03-31,7.210000038146973
2020-04-01,7.070000171661377
2020-04-02,7.420000076293945
2020-04-03,7.210000038146973
2020-04-06,7.420000076293945
2020-04-07,7.139999866485596
2020-04-08,7.699999809265137
2020-04-09,7.699999809265137
2020-04-13,7.945000171661377
2020-04-14,8.399999618530273
2020-04-15,8.119999885559082
2020-04-16,8.050000190734863
2020-04-17,8.260000228881836
2020-04-20,8.399999618530273
2020-04-21,8.050000190734863
2020-04-22,8.050000190734863
2020-04-23,8.1899995803833
2020-04-24,8.050000190734863
2020-04-27,8.680000305175781
2020-04-28,8.539999961853027
2020-04-29,10.779999732971191
2020-04-30,10.710000038146973
2020-05-01,10.5
2020-05-04,10.640000343322754
2020-05-05,11.970000267028809
2020-05-06,12.25
2020-05-07,12.109999656677246
2020-05-08,13.369999885559082
2020-05-11,13.4399995803833
2020-05-12,13.510000228881836
2020-05-13,12.8100004196167
2020-05-14,13.4399995803833
2020-05-15,13.579999923706055
2020-05-18,13.510000228881836
2020-05-19,13.720000267028809
2020-05-20,13.720000267028809
2020-05-21,14.210000038146973
2020-05-22,14.699999809265137
2020-05-26,15.960000038146973
2020-05-27,14.699999809265137
2020-05-28,15.470000267028809
2020-05-29,15.1899995803833
2020-06-01,14.140000343322754
2020-06-02,14.0
2020-06-03,15.609999656677246
2020-06-04,14.944999694824219
2020-06-05,15.260000228881836
2020-06-08,15.609999656677246
2020-06-09,16.799999237060547
2020-06-10,15.75
2020-06-11,14.279999732971191
2020-06-12,14.630000114440918
2020-06-15,15.260000228881836
2020-06-16,15.119999885559082
2020-06-17,15.225000381469727
2020-06-18,14.90999984741211
2020-06-19,14.699999809265137
2020-06-22,15.399999618530273
2020-06-23,16.239999771118164
2020-06-24,14.84000015258789
2020-06-25,14.979999542236328
2020-06-26,15.260000228881836
2020-06-29,14.90999984741211
2020-06-30,15.050000190734863
2020-07-01,14.420000076293945
2020-07-02,16.170000076293945
2020-07-06,17.43000030517578
2020-07-07,16.170000076293945
2020-07-08,16.170000076293945
2020-07-09,16.170000076293945
2020-07-10,17.149999618530273
2020-07-13,16.100000381469727
2020-07-14,15.890000343322754
2020-07-15,16.450000762939453
2020-07-16,17.43000030517578
2020-07-17,20.93000030517578
2020-07-20,18.40999984741211
2020-07-21,19.600000381469727
2020-07-22,18.094999313354492
2020-07-23,17.219999313354492
2020-07-24,17.56999969482422
2020-07-27,17.639999389648438
2020-07-28,16.59000015258789
2020-07-29,17.360000610351562
2020-07-30,19.040000915527344
2020-07-31,17.43000030517578
2020-08-03,17.780000686645508
2020-08-04,18.1299991607666
2020-08-05,18.1299991607666
2020-08-06,17.56999969482422
2020-08-07,17.149999618530273
2020-08-10,18.1299991607666
2020-08-11,16.65999984741211
2020-08-12,16.170000076293945
2020-08-13,15.960000038146973
2020-08-14,16.170000076293945
2020-08-17,15.75
2020-08-18,15.609999656677246
2020-08-19,15.1899995803833
2020-08-20,15.890000343322754
2020-08-21,15.329999923706055
2020-08-24,14.5600004196167
2020-08-25,14.350000381469727
2020-08-26,15.050000190734863
2020-08-27,14.350000381469727
2020-08-28,14.350000381469727
2020-08-31,15.960000038146973
2020-09-01,14.90999984741211
2020-09-02,15.1899995803833
2020-09-03,14.5600004196167
2020-09-04,14.0
2020-09-08,13.789999961853027
2020-09-09,14.630000114440918
2020-09-10,14.770000457763672
2020-09-11,15.050000190734863
2020-09-14,16.59000015258789
2020-09-15,15.960000038146973
2020-09-16,15.399999618530273
2020-09-17,16.110000610351562
2020-09-18,21.399999618530273
2020-09-21,13.479999542236328
2020-09-22,10.175000190734863
2020-09-23,11.270000457763672
2020-09-24,10.550000190734863
2020-09-25,11.079999923706055
2020-09-28,10.569999694824219
2020-09-29,12.529999732971191
2020-09-30,11.890000343322754
2020-10-01,12.25
2020-10-02,11.890000343322754
2020-10-05,12.029999732971191
2020-10-06,12.140000343322754
2020-10-07,12.65999984741211
2020-10-08,12.640000343322754
2020-10-09,13.720000267028809
2020-10-12,13.65999984741211
2020-10-13,14.0
2020-10-14,13.510000228881836
2020-10-15,13.039999961853027
2020-10-16,13.520000457763672
2020-10-19,13.350000381469727
2020-10-20,13.180000305175781
2020-10-21,13.100000381469727
2020-10-22,12.859999656677246
2020-10-23,12.489999771118164
2020-10-26,11.979999542236328
2020-10-27,12.229999542236328
2020-10-28,11.270000457763672
2020-10-29,11.670000076293945
2020-10-30,10.720000267028809
2020-11-02,10.359999656677246
2020-11-03,10.760000228881836
2020-11-04,11.25
2020-11-05,11.920000076293945
2020-11-06,11.90999984741211
2020-11-09,11.050000190734863
2020-11-10,12.279999732971191
2020-11-11,11.960000038146973
2020-11-12,12.479999542236328
2020-11-13,13.300000190734863
2020-11-16,12.569999694824219
2020-11-17,13.279999732971191
2020-11-18,12.5600004196167
2020-11-19,12.25
2020-11-20,12.800000190734863
2020-11-23,12.65999984741211
2020-11-24,12.65999984741211
2020-11-25,12.15999984741211
2020-11-27,12.430000305175781
2020-11-30,12.329999923706055
2020-12-01,12.0
2020-12-02,12.050000190734863
2020-12-03,13.390000343322754
2020-12-04,13.760000228881836
2020-12-07,13.039999961853027
2020-12-08,13.350000381469727
2020-12-09,12.869999885559082
2020-12-10,12.609999656677246
2020-12-11,12.5600004196167
2020-12-14,12.979999542236328
2020-12-15,13.239999771118164
2020-12-16,13.949999809265137
2020-12-17,14.770000457763672
2020-12-18,14.479999542236328
2020-12-21,13.90999984741211
2020-12-22,14.600000381469727
2020-12-23,14.3100004196167
2020-12-24,14.350000381469727
2020-12-28,14.34000015258789
2020-12-29,13.65999984741211
2020-12-30,14.09000015258789
2020-12-31,14.050000190734863
2021-01-04,13.420000076293945
2021-01-05,13.550000190734863
2021-01-06,14.020000457763672
2021-01-07,14.0600004196167
2021-01-08,13.720000267028809
2021-01-11,13.770000457763672
2021-01-12,13.510000228881836
2021-01-13,13.270000457763672
2021-01-14,13.420000076293945
2021-01-15,13.100000381469727
2021-01-19,13.489999771118164
2021-01-20,14.4399995803833
2021-01-21,14.5
2021-01-22,14.539999961853027
2021-01-25,14.699999809265137
2021-01-26,13.930000305175781
2021-01-27,13.0600004196167
2021-01-28,12.40999984741211
2021-01-29,12.300000190734863
2021-02-01,12.119999885559082
2021-02-02,12.199999809265137
2021-02-03,12.369999885559082
2021-02-04,12.539999961853027
2021-02-05,12.670000076293945
2021-02-08,13.970000267028809
2021-02-09,13.6899995803833
2021-02-10,16.700000762939453
2021-02-11,17.170000076293945
2021-02-12,16.81999969482422
2021-02-16,16.75
2021-02-17,16.110000610351562
2021-02-18,15.800000190734863
2021-02-19,16.1200008392334
2021-02-22,16.280000686645508
2021-02-23,15.710000038146973
2021-02-24,16.399999618530273
2021-02-25,15.75
2021-02-26,15.3100004196167
2021-03-01,15.600000381469727
2021-03-02,15.75
2021-03-03,15.59000015258789
2021-03-04,13.789999961853027
2021-03-05,13.699999809265137
2021-03-08,14.109999656677246
2021-03-09,14.770000457763672
2021-03-10,14.854999542236328
2021-03-11,14.130000114440918
2021-03-12,14.760000228881836
2021-03-15,16.600000381469727
2021-03-16,15.779999732971191
2021-03-17,15.1899995803833
2021-03-18,14.550000190734863
2021-03-19,14.539999961853027
2021-03-22,14.710000038146973
2021-03-23,14.369999885559082
2021-03-24,13.600000381469727
2021-03-25,13.0
2021-03-26,13.140000343322754
2021-03-29,12.65999984741211
2021-03-30,13.020000457763672
2021-03-31,13.079999923706055
2021-04-01,13.109999656677246
2021-04-05,12.770000457763672
2021-04-06,13.010000228881836
2021-04-07,12.869999885559082
2021-04-08,12.880000114440918
2021-04-09,13.1899995803833
2021-04-12,12.84000015258789
2021-04-13,12.710000038146973
2021-04-14,13.020000457763672
2021-04-15,12.949999809265137
2021-04-16,12.239999771118164
2021-04-19,12.199999809265137
2021-04-20,12.09000015258789
2021-04-21,12.779999732971191
2021-04-22,13.109999656677246
2021-04-23,14.1899995803833
2021-04-26,15.6899995803833
2021-04-27,15.119999885559082
2021-04-28,14.9399995803833
2021-04-29,15.75
2021-04-30,15.930000305175781
2021-05-03,15.600000381469727
2021-05-04,15.010000228881836
2021-05-05,13.630000114440918
2021-05-06,14.199999809265137
2021-05-07,14.239999771118164
2021-05-10,13.399999618530273
2021-05-11,13.199999809265137
2021-05-12,13.1899995803833
2021-05-13,12.960000038146973
2021-05-14,13.420000076293945
