,ENLV
2018-06-28,13.4399995803833
2018-06-29,13.112000465393066
2018-07-02,13.680000305175781
2018-07-03,14.079999923706055
2018-07-05,13.760000228881836
2018-07-06,13.84000015258789
2018-07-09,13.760000228881836
2018-07-10,13.920000076293945
2018-07-11,14.319999694824219
2018-07-12,12.880000114440918
2018-07-13,12.800000190734863
2018-07-16,12.0
2018-07-17,12.399999618530273
2018-07-18,12.319999694824219
2018-07-19,12.0
2018-07-20,12.319999694824219
2018-07-23,12.079999923706055
2018-07-24,11.680000305175781
2018-07-25,11.600000381469727
2018-07-26,10.479999542236328
2018-07-27,8.880000114440918
2018-07-30,9.279999732971191
2018-07-31,9.255999565124512
2018-08-01,9.359999656677246
2018-08-02,8.5600004196167
2018-08-03,10.239999771118164
2018-08-06,8.640000343322754
2018-08-07,9.119999885559082
2018-08-08,9.119999885559082
2018-08-09,9.920000076293945
2018-08-10,9.119999885559082
2018-08-13,10.239999771118164
2018-08-14,9.600000381469727
2018-08-15,8.960000038146973
2018-08-16,9.039999961853027
2018-08-17,8.880000114440918
2018-08-20,9.279999732971191
2018-08-21,8.960000038146973
2018-08-22,8.960000038146973
2018-08-23,9.680000305175781
2018-08-24,9.760000228881836
2018-08-27,9.4399995803833
2018-08-28,10.640000343322754
2018-08-29,10.079999923706055
2018-08-30,10.640000343322754
2018-08-31,10.112000465393066
2018-09-04,10.04800033569336
2018-09-05,9.960000038146973
2018-09-06,9.520000457763672
2018-09-07,10.15999984741211
2018-09-10,10.112000465393066
2018-09-11,9.84000015258789
2018-09-12,10.079999923706055
2018-09-13,9.807999610900879
2018-09-14,9.84000015258789
2018-09-17,10.0
2018-09-18,10.239999771118164
2018-09-19,10.751999855041504
2018-09-20,10.399999618530273
2018-09-21,10.0
2018-09-24,10.199999809265137
2018-09-25,10.84000015258789
2018-09-26,11.119999885559082
2018-09-27,11.520000457763672
2018-09-28,10.800000190734863
2018-10-01,11.199999809265137
2018-10-02,10.880000114440918
2018-10-03,10.720000267028809
2018-10-04,13.279999732971191
2018-10-05,12.0
2018-10-08,11.295999526977539
2018-10-09,11.359999656677246
2018-10-10,11.336000442504883
2018-10-11,10.5600004196167
2018-10-12,10.079999923706055
2018-10-15,10.15999984741211
2018-10-16,10.399999618530273
2018-10-17,10.479999542236328
2018-10-18,12.880000114440918
2018-10-19,12.800000190734863
2018-10-22,12.071999549865723
2018-10-23,12.640000343322754
2018-10-24,11.039999961853027
2018-10-25,11.119999885559082
2018-10-26,11.039999961853027
2018-10-29,10.399999618530273
2018-10-30,10.0
2018-10-31,10.720000267028809
2018-11-01,11.119999885559082
2018-11-02,11.84000015258789
2018-11-05,11.760000228881836
2018-11-06,12.5600004196167
2018-11-07,10.800000190734863
2018-11-08,11.4399995803833
2018-11-09,10.880000114440918
2018-11-12,10.800000190734863
2018-11-13,10.640000343322754
2018-11-14,10.631999969482422
2018-11-15,10.399999618530273
2018-11-16,9.520000457763672
2018-11-19,9.520000457763672
2018-11-20,12.399999618530273
2018-11-21,10.880000114440918
2018-11-23,10.239999771118164
2018-11-26,10.399999618530273
2018-11-27,10.079999923706055
2018-11-28,10.399999618530273
2018-11-29,10.15999984741211
2018-11-30,10.15999984741211
2018-12-03,10.0
2018-12-04,10.15999984741211
2018-12-06,10.02400016784668
2018-12-07,9.84000015258789
2018-12-10,9.279999732971191
2018-12-11,9.199999809265137
2018-12-12,8.479999542236328
2018-12-13,9.4399995803833
2018-12-14,8.935999870300293
2018-12-17,7.960000038146973
2018-12-18,8.079999923706055
2018-12-19,8.239999771118164
2018-12-20,7.504000186920166
2018-12-21,7.199999809265137
2018-12-24,7.039999961853027
2018-12-26,7.320000171661377
2018-12-27,7.679999828338623
2018-12-28,6.800000190734863
2018-12-31,6.191999912261963
2019-01-02,6.800000190734863
2019-01-03,7.679999828338623
2019-01-04,7.920000076293945
2019-01-07,7.368000030517578
2019-01-08,7.97599983215332
2019-01-09,8.35200023651123
2019-01-10,7.8480000495910645
2019-01-11,8.079999923706055
2019-01-14,8.960000038146973
2019-01-15,8.640000343322754
2019-01-16,8.15999984741211
2019-01-17,8.15999984741211
2019-01-18,8.279999732971191
2019-01-22,7.679999828338623
2019-01-23,8.15999984741211
2019-01-24,8.319999694824219
2019-01-25,8.5600004196167
2019-01-28,8.079999923706055
2019-01-29,8.640000343322754
2019-01-30,8.319999694824219
2019-01-31,8.760000228881836
2019-02-01,9.119999885559082
2019-02-04,9.359999656677246
2019-02-05,9.239999771118164
2019-02-06,9.520000457763672
2019-02-07,9.520000457763672
2019-02-08,9.199999809265137
2019-02-11,8.640000343322754
2019-02-12,9.199999809265137
2019-02-13,9.199999809265137
2019-02-14,8.800000190734863
2019-02-15,9.368000030517578
2019-02-19,12.079999923706055
2019-02-20,11.760000228881836
2019-02-21,11.279999732971191
2019-02-22,11.279999732971191
2019-02-25,10.880000114440918
2019-02-26,10.720000267028809
2019-02-27,10.479999542236328
2019-02-28,10.079999923706055
2019-03-01,10.5600004196167
2019-03-04,10.15999984741211
2019-03-05,10.319999694824219
2019-03-06,11.274999618530273
2019-03-07,15.404999732971191
2019-03-08,12.600000381469727
2019-03-11,11.289999961853027
2019-03-12,11.770000457763672
2019-03-13,10.699999809265137
2019-03-14,11.1899995803833
2019-03-15,10.720000267028809
2019-03-18,10.819999694824219
2019-03-19,10.847000122070312
2019-03-20,11.199999809265137
2019-03-21,11.345999717712402
2019-03-22,10.779999732971191
2019-03-25,11.5
2019-03-26,10.29800033569336
2019-03-27,10.699999809265137
2019-03-28,12.210000038146973
2019-03-29,12.399999618530273
2019-04-01,11.395999908447266
2019-04-02,11.180000305175781
2019-04-03,11.399999618530273
2019-04-04,11.270000457763672
2019-04-05,11.109999656677246
2019-04-08,11.0
2019-04-09,10.579999923706055
2019-04-10,9.5
2019-04-11,8.319999694824219
2019-04-12,9.930000305175781
2019-04-15,9.25
2019-04-16,9.407999992370605
2019-04-17,8.9399995803833
2019-04-18,8.4399995803833
2019-04-22,8.880000114440918
2019-04-23,8.989999771118164
2019-04-24,8.987000465393066
2019-04-25,8.987000465393066
2019-04-26,8.54699993133545
2019-04-29,10.0
2019-04-30,10.489999771118164
2019-05-01,11.444999694824219
2019-05-02,11.109999656677246
2019-05-03,11.0
2019-05-06,11.0
2019-05-07,11.373000144958496
2019-05-08,11.1899995803833
2019-05-09,10.9399995803833
2019-05-10,10.600000381469727
2019-05-13,10.850000381469727
2019-05-14,10.890000343322754
2019-05-15,11.319999694824219
2019-05-16,11.630000114440918
2019-05-17,12.289999961853027
2019-05-20,12.710000038146973
2019-05-21,12.789999961853027
2019-05-22,11.890000343322754
2019-05-23,11.489999771118164
2019-05-24,11.835000038146973
2019-05-28,11.4399995803833
2019-05-29,11.449999809265137
2019-05-30,11.814000129699707
2019-05-31,11.579999923706055
2019-06-03,11.722000122070312
2019-06-04,11.989999771118164
2019-06-05,12.00100040435791
2019-06-06,11.0
2019-06-07,11.418000221252441
2019-06-10,11.319999694824219
2019-06-11,11.3100004196167
2019-06-12,12.949999809265137
2019-06-13,14.970000267028809
2019-06-14,16.197999954223633
2019-06-17,17.799999237060547
2019-06-18,17.5
2019-06-19,19.5
2019-06-20,17.770000457763672
2019-06-21,17.020000457763672
2019-06-24,18.59000015258789
2019-06-25,18.5
2019-06-26,19.399999618530273
2019-06-27,20.299999237060547
2019-06-28,21.5
2019-07-01,21.5
2019-07-02,20.700000762939453
2019-07-03,21.020000457763672
2019-07-05,22.0
2019-07-08,21.75
2019-07-09,22.479999542236328
2019-07-10,22.979999542236328
2019-07-11,23.25
2019-07-12,23.0
2019-07-15,25.959999084472656
2019-07-16,28.489999771118164
2019-07-17,27.350000381469727
2019-07-18,26.56999969482422
2019-07-19,27.98699951171875
2019-07-22,27.25
2019-07-23,23.485000610351562
2019-07-24,19.700000762939453
2019-07-25,21.399999618530273
2019-07-26,21.06999969482422
2019-07-29,20.6200008392334
2019-07-30,21.649999618530273
2019-07-31,22.530000686645508
2019-08-01,22.545000076293945
2019-08-02,22.450000762939453
2019-08-05,20.780000686645508
2019-08-06,22.950000762939453
2019-08-07,23.309999465942383
2019-08-08,24.989999771118164
2019-08-09,25.68000030517578
2019-08-12,25.510000228881836
2019-08-13,26.950000762939453
2019-08-14,27.0
2019-08-15,26.5
2019-08-16,27.799999237060547
2019-08-19,28.5
2019-08-20,28.200000762939453
2019-08-21,27.940000534057617
2019-08-22,27.719999313354492
2019-08-23,27.5
2019-08-26,26.75
2019-08-27,26.899999618530273
2019-08-28,26.100000381469727
2019-08-29,27.399999618530273
2019-08-30,27.889999389648438
2019-09-03,26.56999969482422
2019-09-04,27.5
2019-09-05,27.8700008392334
2019-09-06,27.799999237060547
2019-09-09,28.149999618530273
2019-09-10,28.200000762939453
2019-09-11,28.90999984741211
2019-09-12,30.969999313354492
2019-09-13,31.979999542236328
2019-09-16,33.20000076293945
2019-09-17,33.79999923706055
2019-09-18,34.79999923706055
2019-09-19,36.38999938964844
2019-09-20,36.77000045776367
2019-09-23,39.41999816894531
2019-09-24,37.75
2019-09-25,36.369998931884766
2019-09-26,27.700000762939453
2019-09-27,28.489999771118164
2019-09-30,26.709999084472656
2019-10-01,27.479999542236328
2019-10-02,19.809999465942383
2019-10-03,11.180000305175781
2019-10-04,10.350000381469727
2019-10-07,9.680000305175781
2019-10-08,8.520000457763672
2019-10-09,9.529999732971191
2019-10-10,8.5
2019-10-11,7.599999904632568
2019-10-14,8.109999656677246
2019-10-15,8.029999732971191
2019-10-16,8.520000457763672
2019-10-17,9.1899995803833
2019-10-18,8.680000305175781
2019-10-21,8.479999542236328
2019-10-22,8.399999618530273
2019-10-23,8.220000267028809
2019-10-24,7.730000019073486
2019-10-25,7.840000152587891
2019-10-28,7.570000171661377
2019-10-29,7.130000114440918
2019-10-30,7.199999809265137
2019-10-31,6.670000076293945
2019-11-01,6.676000118255615
2019-11-04,7.5
2019-11-05,7.0
2019-11-06,6.610000133514404
2019-11-07,7.300000190734863
2019-11-08,7.460000038146973
2019-11-11,7.46999979019165
2019-11-12,7.599999904632568
2019-11-13,7.550000190734863
2019-11-14,8.34000015258789
2019-11-15,8.1899995803833
2019-11-18,8.619999885559082
2019-11-19,8.800000190734863
2019-11-20,8.279999732971191
2019-11-21,7.630000114440918
2019-11-22,7.860000133514404
2019-11-25,7.860000133514404
2019-11-26,8.270000457763672
2019-11-27,8.510000228881836
2019-11-29,8.680000305175781
2019-12-02,8.59000015258789
2019-12-03,8.0600004196167
2019-12-04,8.0600004196167
2019-12-05,7.849999904632568
2019-12-06,7.889999866485596
2019-12-09,7.980000019073486
2019-12-10,7.840000152587891
2019-12-11,8.199999809265137
2019-12-12,8.15999984741211
2019-12-13,8.380000114440918
2019-12-16,8.670000076293945
2019-12-17,8.968000411987305
2019-12-18,9.9350004196167
2019-12-19,9.880000114440918
2019-12-20,9.829999923706055
2019-12-23,10.178000450134277
2019-12-24,9.642000198364258
2019-12-26,8.960000038146973
2019-12-27,9.126999855041504
2019-12-30,8.529999732971191
2019-12-31,8.390999794006348
2020-01-02,8.670000076293945
2020-01-03,9.0
2020-01-06,8.300000190734863
2020-01-07,8.6850004196167
2020-01-08,8.64799976348877
2020-01-09,8.40999984741211
2020-01-10,8.399999618530273
2020-01-13,9.449999809265137
2020-01-14,9.600000381469727
2020-01-15,9.130000114440918
2020-01-16,8.539999961853027
2020-01-17,8.928000450134277
2020-01-21,9.055999755859375
2020-01-22,9.8100004196167
2020-01-23,9.90999984741211
2020-01-24,9.095000267028809
2020-01-27,8.510000228881836
2020-01-28,8.979999542236328
2020-01-29,8.300000190734863
2020-01-30,8.15999984741211
2020-01-31,7.980000019073486
2020-02-03,7.699999809265137
2020-02-04,7.570000171661377
2020-02-05,6.880000114440918
2020-02-06,7.710999965667725
2020-02-07,7.75
2020-02-10,8.260000228881836
2020-02-11,8.199999809265137
2020-02-12,8.739999771118164
2020-02-13,8.300000190734863
2020-02-14,8.26200008392334
2020-02-18,9.0
2020-02-19,8.760000228881836
2020-02-20,8.960000038146973
2020-02-21,9.39900016784668
2020-02-24,8.729999542236328
2020-02-25,7.849999904632568
2020-02-26,8.5
2020-02-27,8.300000190734863
2020-02-28,8.949999809265137
2020-03-02,7.0
2020-03-03,6.960000038146973
2020-03-04,6.46999979019165
2020-03-05,5.840000152587891
2020-03-06,5.75
2020-03-09,5.679999828338623
2020-03-10,5.760000228881836
2020-03-11,5.769999980926514
2020-03-12,4.989999771118164
2020-03-13,4.75
2020-03-16,5.420000076293945
2020-03-17,5.260000228881836
2020-03-18,3.940000057220459
2020-03-19,3.7699999809265137
2020-03-20,4.25
2020-03-23,4.119999885559082
2020-03-24,4.239999771118164
2020-03-25,4.380000114440918
2020-03-26,4.929999828338623
2020-03-27,4.519999980926514
2020-03-30,4.610000133514404
2020-03-31,4.679999828338623
2020-04-01,4.690000057220459
2020-04-02,4.860000133514404
2020-04-03,4.849999904632568
2020-04-06,4.619999885559082
2020-04-07,4.400000095367432
2020-04-08,4.400000095367432
2020-04-09,4.559999942779541
2020-04-13,4.739999771118164
2020-04-14,4.900000095367432
2020-04-15,5.599999904632568
2020-04-16,5.199999809265137
2020-04-17,5.199999809265137
2020-04-20,5.239999771118164
2020-04-21,5.239999771118164
2020-04-22,5.269999980926514
2020-04-23,5.300000190734863
2020-04-24,5.610000133514404
2020-04-27,5.639999866485596
2020-04-28,5.559999942779541
2020-04-29,5.650000095367432
2020-04-30,5.489999771118164
2020-05-01,5.165999889373779
2020-05-04,5.119999885559082
2020-05-05,5.28000020980835
2020-05-06,5.349999904632568
2020-05-07,5.179999828338623
2020-05-08,5.239999771118164
2020-05-11,5.255000114440918
2020-05-12,5.570000171661377
2020-05-13,5.099999904632568
2020-05-14,4.820000171661377
2020-05-15,4.980000019073486
2020-05-18,5.010000228881836
2020-05-19,5.079999923706055
2020-05-20,5.21999979019165
2020-05-21,5.380000114440918
2020-05-22,5.289999961853027
2020-05-26,5.199999809265137
2020-05-27,5.239999771118164
2020-05-28,5.301000118255615
2020-05-29,5.190000057220459
2020-06-01,5.369999885559082
2020-06-02,5.300000190734863
2020-06-03,5.480000019073486
2020-06-04,5.300000190734863
2020-06-05,5.320000171661377
2020-06-08,5.320000171661377
2020-06-09,6.199999809265137
2020-06-10,5.877999782562256
2020-06-11,5.309999942779541
2020-06-12,5.440000057220459
2020-06-15,5.699999809265137
2020-06-16,5.590000152587891
2020-06-17,5.920000076293945
2020-06-18,5.960000038146973
2020-06-19,5.889999866485596
2020-06-22,5.739999771118164
2020-06-23,6.400000095367432
2020-06-24,6.340000152587891
2020-06-25,6.21999979019165
2020-06-26,6.170000076293945
2020-06-29,6.065000057220459
2020-06-30,5.059999942779541
2020-07-01,5.230000019073486
2020-07-02,5.289999961853027
2020-07-06,5.420000076293945
2020-07-07,5.340000152587891
2020-07-08,5.309999942779541
2020-07-09,5.289999961853027
2020-07-10,5.150000095367432
2020-07-13,5.010000228881836
2020-07-14,5.099999904632568
2020-07-15,5.300000190734863
2020-07-16,5.650000095367432
2020-07-17,5.78000020980835
2020-07-20,5.599999904632568
2020-07-21,5.739999771118164
2020-07-22,5.710000038146973
2020-07-23,5.539999961853027
2020-07-24,5.510000228881836
2020-07-27,5.599999904632568
2020-07-28,5.5
2020-07-29,5.679999828338623
2020-07-30,5.579999923706055
2020-07-31,5.460000038146973
2020-08-03,5.329999923706055
2020-08-04,5.460000038146973
2020-08-05,5.570000171661377
2020-08-06,5.369999885559082
2020-08-07,5.25
2020-08-10,5.420000076293945
2020-08-11,5.28000020980835
2020-08-12,5.190000057220459
2020-08-13,5.329999923706055
2020-08-14,5.320000171661377
2020-08-17,5.289999961853027
2020-08-18,4.949999809265137
2020-08-19,5.130000114440918
2020-08-20,5.070000171661377
2020-08-21,4.909999847412109
2020-08-24,4.78000020980835
2020-08-25,5.099999904632568
2020-08-26,4.869999885559082
2020-08-27,5.300000190734863
2020-08-28,5.349999904632568
2020-08-31,5.190000057220459
2020-09-01,5.019999980926514
2020-09-02,5.099999904632568
2020-09-03,4.909999847412109
2020-09-04,4.96999979019165
2020-09-08,4.650000095367432
2020-09-09,4.710000038146973
2020-09-10,4.639999866485596
2020-09-11,4.980000019073486
2020-09-14,5.210000038146973
2020-09-15,5.179999828338623
2020-09-16,5.28000020980835
2020-09-17,5.21999979019165
2020-09-18,5.28000020980835
2020-09-21,5.070000171661377
2020-09-22,5.150000095367432
2020-09-23,4.880000114440918
2020-09-24,4.840000152587891
2020-09-25,4.949999809265137
2020-09-28,5.050000190734863
2020-09-29,4.900000095367432
2020-09-30,5.940000057220459
2020-10-01,8.789999961853027
2020-10-02,10.350000381469727
2020-10-05,14.300000190734863
2020-10-06,14.5
2020-10-07,13.449999809265137
2020-10-08,11.4399995803833
2020-10-09,11.779999732971191
2020-10-12,11.300000190734863
2020-10-13,13.869999885559082
2020-10-14,13.229999542236328
2020-10-15,13.069999694824219
2020-10-16,13.1899995803833
2020-10-19,13.380000114440918
2020-10-20,13.800000190734863
2020-10-21,13.140000343322754
2020-10-22,12.649999618530273
2020-10-23,13.25
2020-10-26,12.350000381469727
2020-10-27,12.130000114440918
2020-10-28,11.329999923706055
2020-10-29,11.75
2020-10-30,11.039999961853027
2020-11-02,11.430000305175781
2020-11-03,12.039999961853027
2020-11-04,11.569999694824219
2020-11-05,11.789999961853027
2020-11-06,11.5
2020-11-09,9.720000267028809
2020-11-10,9.449999809265137
2020-11-11,9.65999984741211
2020-11-12,9.550000190734863
2020-11-13,9.279999732971191
2020-11-16,8.670000076293945
2020-11-17,8.3100004196167
2020-11-18,8.890000343322754
2020-11-19,8.399999618530273
2020-11-20,8.539999961853027
2020-11-23,8.15999984741211
2020-11-24,8.4399995803833
2020-11-25,8.359999656677246
2020-11-27,8.619999885559082
2020-11-30,8.460000038146973
2020-12-01,8.199999809265137
2020-12-02,8.270000457763672
2020-12-03,11.399999618530273
2020-12-04,11.319999694824219
2020-12-07,10.039999961853027
2020-12-08,10.609999656677246
2020-12-09,9.9399995803833
2020-12-10,9.920000076293945
2020-12-11,10.149999618530273
2020-12-14,9.829999923706055
2020-12-15,10.100000381469727
2020-12-16,10.239999771118164
2020-12-17,10.979999542236328
2020-12-18,10.890000343322754
2020-12-21,10.880000114440918
2020-12-22,10.65999984741211
2020-12-23,10.380000114440918
2020-12-24,10.4399995803833
2020-12-28,9.970000267028809
2020-12-29,9.329999923706055
2020-12-30,9.220000267028809
2020-12-31,8.430000305175781
2021-01-04,9.649999618530273
2021-01-05,9.619999885559082
2021-01-06,9.260000228881836
2021-01-07,9.920000076293945
2021-01-08,9.640000343322754
2021-01-11,10.25
2021-01-12,9.979999542236328
2021-01-13,10.40999984741211
2021-01-14,10.289999961853027
2021-01-15,10.489999771118164
2021-01-19,10.890000343322754
2021-01-20,12.0
2021-01-21,12.0
2021-01-22,12.050000190734863
2021-01-25,12.149999618530273
2021-01-26,12.289999961853027
2021-01-27,11.550000190734863
2021-01-28,11.850000381469727
2021-01-29,11.949999809265137
2021-02-01,12.699999809265137
2021-02-02,13.050000190734863
2021-02-03,13.960000038146973
2021-02-04,15.489999771118164
2021-02-05,19.0
2021-02-08,23.100000381469727
2021-02-09,24.0
2021-02-10,19.18000030517578
2021-02-11,21.09000015258789
2021-02-12,20.0
2021-02-16,20.8799991607666
2021-02-17,20.68000030517578
2021-02-18,18.989999771118164
2021-02-19,17.90999984741211
2021-02-22,16.100000381469727
2021-02-23,15.420000076293945
2021-02-24,16.190000534057617
2021-02-25,15.109999656677246
2021-02-26,15.289999961853027
2021-03-01,14.890000343322754
2021-03-02,14.670000076293945
2021-03-03,12.789999961853027
2021-03-04,13.0
2021-03-05,12.989999771118164
2021-03-08,12.979999542236328
2021-03-09,12.680000305175781
2021-03-10,13.289999961853027
2021-03-11,14.329999923706055
2021-03-12,14.399999618530273
2021-03-15,14.170000076293945
2021-03-16,13.90999984741211
2021-03-17,13.59000015258789
2021-03-18,12.9399995803833
2021-03-19,13.529999732971191
2021-03-22,12.930000305175781
2021-03-23,11.699999809265137
2021-03-24,11.420000076293945
2021-03-25,10.859999656677246
2021-03-26,11.029999732971191
2021-03-29,10.649999618530273
2021-03-30,10.600000381469727
2021-03-31,11.09000015258789
2021-04-01,11.289999961853027
2021-04-05,11.399999618530273
2021-04-06,11.170000076293945
2021-04-07,11.399999618530273
2021-04-08,11.479999542236328
2021-04-09,11.720000267028809
2021-04-12,11.40999984741211
2021-04-13,10.90999984741211
2021-04-14,10.829999923706055
2021-04-15,11.229999542236328
2021-04-16,10.970000267028809
2021-04-19,10.630000114440918
2021-04-20,9.630000114440918
2021-04-21,10.1899995803833
2021-04-22,9.930000305175781
2021-04-23,10.279999732971191
2021-04-26,10.15999984741211
2021-04-27,10.020000457763672
2021-04-28,10.600000381469727
2021-04-29,12.100000381469727
2021-04-30,11.4399995803833
2021-05-03,11.460000038146973
2021-05-04,11.140000343322754
2021-05-05,10.960000038146973
2021-05-06,9.90999984741211
2021-05-07,10.039999961853027
2021-05-10,9.710000038146973
2021-05-11,9.569999694824219
2021-05-12,9.25
2021-05-13,8.609999656677246
2021-05-14,9.390000343322754
