,BLNK
2019-03-27,2.9000000953674316
2019-03-28,2.9000000953674316
2019-03-29,3.130000114440918
2019-04-01,3.1500000953674316
2019-04-02,3.049999952316284
2019-04-03,3.0399999618530273
2019-04-04,2.990000009536743
2019-04-05,3.0299999713897705
2019-04-08,3.2200000286102295
2019-04-09,3.240000009536743
2019-04-10,3.180000066757202
2019-04-11,3.0799999237060547
2019-04-12,3.069999933242798
2019-04-15,3.0999999046325684
2019-04-16,3.0199999809265137
2019-04-17,3.0
2019-04-18,3.0899999141693115
2019-04-22,3.140000104904175
2019-04-23,3.180000066757202
2019-04-24,3.259999990463257
2019-04-25,3.3499999046325684
2019-04-26,3.390000104904175
2019-04-29,3.359999895095825
2019-04-30,3.130000114440918
2019-05-01,3.0799999237060547
2019-05-02,3.109999895095825
2019-05-03,3.0299999713897705
2019-05-06,3.009999990463257
2019-05-07,2.799999952316284
2019-05-08,2.990000009536743
2019-05-09,2.940000057220459
2019-05-10,2.890000104904175
2019-05-13,2.7799999713897705
2019-05-14,2.7799999713897705
2019-05-15,2.7799999713897705
2019-05-16,2.8499999046325684
2019-05-17,2.75
2019-05-20,2.7899999618530273
2019-05-21,2.809999942779541
2019-05-22,2.6700000762939453
2019-05-23,2.490000009536743
2019-05-24,2.509999990463257
2019-05-28,2.5299999713897705
2019-05-29,2.509999990463257
2019-05-30,2.3299999237060547
2019-05-31,2.190000057220459
2019-06-03,2.109999895095825
2019-06-04,2.3299999237060547
2019-06-05,2.2799999713897705
2019-06-06,2.319999933242798
2019-06-07,2.369999885559082
2019-06-10,2.515000104904175
2019-06-11,2.619999885559082
2019-06-12,2.7799999713897705
2019-06-13,2.7899999618530273
2019-06-14,2.640000104904175
2019-06-17,2.7200000286102295
2019-06-18,2.6600000858306885
2019-06-19,2.6500000953674316
2019-06-20,2.640000104904175
2019-06-21,2.559999942779541
2019-06-24,2.5899999141693115
2019-06-25,2.5799999237060547
2019-06-26,2.5299999713897705
2019-06-27,2.565000057220459
2019-06-28,2.680000066757202
2019-07-01,2.619999885559082
2019-07-02,2.619999885559082
2019-07-03,2.7200000286102295
2019-07-05,2.690000057220459
2019-07-08,2.859999895095825
2019-07-09,2.7200000286102295
2019-07-10,2.7799999713897705
2019-07-11,2.7200000286102295
2019-07-12,2.6700000762939453
2019-07-15,2.6600000858306885
2019-07-16,2.640000104904175
2019-07-17,2.6600000858306885
2019-07-18,2.559999942779541
2019-07-19,2.5399999618530273
2019-07-22,2.5199999809265137
2019-07-23,2.759999990463257
2019-07-24,2.6600000858306885
2019-07-25,2.6600000858306885
2019-07-26,2.6600000858306885
2019-07-29,2.740000009536743
2019-07-30,3.0199999809265137
2019-07-31,3.0399999618530273
2019-08-01,2.9200000762939453
2019-08-02,2.8399999141693115
2019-08-05,2.740000009536743
2019-08-06,2.684999942779541
2019-08-07,2.6700000762939453
2019-08-08,2.7100000381469727
2019-08-09,2.6600000858306885
2019-08-12,2.805000066757202
2019-08-13,2.8299999237060547
2019-08-14,2.680000066757202
2019-08-15,2.630000114440918
2019-08-16,2.75
2019-08-19,2.7300000190734863
2019-08-20,2.7300000190734863
2019-08-21,2.7200000286102295
2019-08-22,2.6700000762939453
2019-08-23,2.5899999141693115
2019-08-26,2.569999933242798
2019-08-27,2.5199999809265137
2019-08-28,2.549999952316284
2019-08-29,2.569999933242798
2019-08-30,2.559999942779541
2019-09-03,2.4800000190734863
2019-09-04,2.450000047683716
2019-09-05,2.4200000762939453
2019-09-06,2.5
2019-09-09,2.509999990463257
2019-09-10,2.5199999809265137
2019-09-11,2.680000066757202
2019-09-12,2.6700000762939453
2019-09-13,2.809999942779541
2019-09-16,2.9200000762939453
2019-09-17,2.890000104904175
2019-09-18,2.9100000858306885
2019-09-19,2.9619998931884766
2019-09-20,2.8299999237060547
2019-09-23,2.8299999237060547
2019-09-24,2.6649999618530273
2019-09-25,2.640000104904175
2019-09-26,2.640000104904175
2019-09-27,2.5899999141693115
2019-09-30,2.5999999046325684
2019-10-01,2.630000114440918
2019-10-02,2.4800000190734863
2019-10-03,2.4600000381469727
2019-10-04,2.4800000190734863
2019-10-07,2.4700000286102295
2019-10-08,2.490000009536743
2019-10-09,2.450000047683716
2019-10-10,2.380000114440918
2019-10-11,2.4200000762939453
2019-10-14,2.4809999465942383
2019-10-15,2.4000000953674316
2019-10-16,2.390000104904175
2019-10-17,2.3399999141693115
2019-10-18,2.2899999618530273
2019-10-21,2.369999885559082
2019-10-22,2.299999952316284
2019-10-23,2.190000057220459
2019-10-24,2.1600000858306885
2019-10-25,2.1700000762939453
2019-10-28,2.2279999256134033
2019-10-29,2.190000057220459
2019-10-30,2.180000066757202
2019-10-31,2.109999895095825
2019-11-01,2.130000114440918
2019-11-04,2.059999942779541
2019-11-05,2.069999933242798
2019-11-06,2.0199999809265137
2019-11-07,1.909999966621399
2019-11-08,1.8200000524520874
2019-11-11,1.809999942779541
2019-11-12,1.7000000476837158
2019-11-13,1.9199999570846558
2019-11-14,1.8200000524520874
2019-11-15,1.75
2019-11-18,1.649999976158142
2019-11-19,1.649999976158142
2019-11-20,1.7300000190734863
2019-11-21,1.7200000286102295
2019-11-22,1.6399999856948853
2019-11-25,1.9600000381469727
2019-11-26,1.940000057220459
2019-11-27,1.9199999570846558
2019-11-29,1.8700000047683716
2019-12-02,1.7999999523162842
2019-12-03,1.7899999618530273
2019-12-04,1.8300000429153442
2019-12-05,1.899999976158142
2019-12-06,2.0199999809265137
2019-12-09,2.1500000953674316
2019-12-10,2.0999999046325684
2019-12-11,2.140000104904175
2019-12-12,2.134999990463257
2019-12-13,2.140000104904175
2019-12-16,2.140000104904175
2019-12-17,2.119999885559082
2019-12-18,2.049999952316284
2019-12-19,2.109999895095825
2019-12-20,2.069999933242798
2019-12-23,2.0199999809265137
2019-12-24,2.0199999809265137
2019-12-26,2.0
2019-12-27,1.9199999570846558
2019-12-30,1.934999942779541
2019-12-31,1.8600000143051147
2020-01-02,1.8899999856948853
2020-01-03,1.9299999475479126
2020-01-06,1.909999966621399
2020-01-07,1.9129999876022339
2020-01-08,1.8899999856948853
2020-01-09,1.8799999952316284
2020-01-10,1.975000023841858
2020-01-13,1.9299999475479126
2020-01-14,2.0299999713897705
2020-01-15,2.0899999141693115
2020-01-16,2.140000104904175
2020-01-17,2.049999952316284
2020-01-21,2.0999999046325684
2020-01-22,2.049999952316284
2020-01-23,2.119999885559082
2020-01-24,2.0399999618530273
2020-01-27,1.9500000476837158
2020-01-28,1.9500000476837158
2020-01-29,1.9329999685287476
2020-01-30,1.9199999570846558
2020-01-31,1.8899999856948853
2020-02-03,2.069999933242798
2020-02-04,2.490000009536743
2020-02-05,2.25
2020-02-06,2.680000066757202
2020-02-07,2.549999952316284
2020-02-10,2.390000104904175
2020-02-11,2.2799999713897705
2020-02-12,2.3299999237060547
2020-02-13,2.309999942779541
2020-02-14,2.6700000762939453
2020-02-18,2.940000057220459
2020-02-19,3.1600000858306885
2020-02-20,3.119999885559082
2020-02-21,3.009999990463257
2020-02-24,2.859999895095825
2020-02-25,2.859999895095825
2020-02-26,2.5899999141693115
2020-02-27,2.359999895095825
2020-02-28,2.2699999809265137
2020-03-02,2.490000009536743
2020-03-03,2.4100000858306885
2020-03-04,2.4000000953674316
2020-03-05,2.5199999809265137
2020-03-06,2.490000009536743
2020-03-09,2.2799999713897705
2020-03-10,2.3499999046325684
2020-03-11,2.119999885559082
2020-03-12,1.7799999713897705
2020-03-13,1.909999966621399
2020-03-16,1.559999942779541
2020-03-17,1.6100000143051147
2020-03-18,1.309999942779541
2020-03-19,1.4299999475479126
2020-03-20,1.409999966621399
2020-03-23,1.409999966621399
2020-03-24,1.5399999618530273
2020-03-25,1.690000057220459
2020-03-26,1.909999966621399
2020-03-27,1.8899999856948853
2020-03-30,1.7599999904632568
2020-03-31,1.7300000190734863
2020-04-01,1.6399999856948853
2020-04-02,1.6200000047683716
2020-04-03,1.5399999618530273
2020-04-06,1.6200000047683716
2020-04-07,1.7100000381469727
2020-04-08,1.7999999523162842
2020-04-09,1.7999999523162842
2020-04-13,1.7899999618530273
2020-04-14,1.809999942779541
2020-04-15,1.7899999618530273
2020-04-16,1.7200000286102295
2020-04-17,1.7799999713897705
2020-04-20,1.8300000429153442
2020-04-21,1.7799999713897705
2020-04-22,1.7400000095367432
2020-04-23,1.7339999675750732
2020-04-24,1.7300000190734863
2020-04-27,1.690000057220459
2020-04-28,1.7200000286102295
2020-04-29,1.7200000286102295
2020-04-30,1.690000057220459
2020-05-01,1.6799999475479126
2020-05-04,1.659999966621399
2020-05-05,1.649999976158142
2020-05-06,1.6299999952316284
2020-05-07,1.690000057220459
2020-05-08,1.6799999475479126
2020-05-11,1.649999976158142
2020-05-12,1.840000033378601
2020-05-13,1.7300000190734863
2020-05-14,1.6699999570846558
2020-05-15,1.6699999570846558
2020-05-18,1.6799999475479126
2020-05-19,1.659999966621399
2020-05-20,1.6699999570846558
2020-05-21,1.649999976158142
2020-05-22,1.6699999570846558
2020-05-26,1.6799999475479126
2020-05-27,1.680999994277954
2020-05-28,1.659999966621399
2020-05-29,1.690000057220459
2020-06-01,1.7699999809265137
2020-06-02,1.7799999713897705
2020-06-03,1.8899999856948853
2020-06-04,2.1649999618530273
2020-06-05,2.200000047683716
2020-06-08,2.200000047683716
2020-06-09,2.069999933242798
2020-06-10,2.3499999046325684
2020-06-11,2.2899999618530273
2020-06-12,2.25
2020-06-15,2.369999885559082
2020-06-16,2.4100000858306885
2020-06-17,2.4200000762939453
2020-06-18,2.390000104904175
2020-06-19,2.509999990463257
2020-06-22,2.890000104904175
2020-06-23,2.6600000858306885
2020-06-24,2.549999952316284
2020-06-25,2.7200000286102295
2020-06-26,3.0199999809265137
2020-06-29,4.010000228881836
2020-06-30,5.679999828338623
2020-07-01,4.840000152587891
2020-07-02,5.28000020980835
2020-07-06,8.399999618530273
2020-07-07,7.09499979019165
2020-07-08,7.550000190734863
2020-07-09,7.5
2020-07-10,7.079999923706055
2020-07-13,5.989999771118164
2020-07-14,5.880000114440918
2020-07-15,5.760000228881836
2020-07-16,5.929999828338623
2020-07-17,6.460000038146973
2020-07-20,6.320000171661377
2020-07-21,6.099999904632568
2020-07-22,6.960000038146973
2020-07-23,7.090000152587891
2020-07-24,6.730000019073486
2020-07-27,7.059999942779541
2020-07-28,7.260000228881836
2020-07-29,9.619999885559082
2020-07-30,12.489999771118164
2020-07-31,11.050000190734863
2020-08-03,10.539999961853027
2020-08-04,11.390000343322754
2020-08-05,12.600000381469727
2020-08-06,12.175000190734863
2020-08-07,11.850000381469727
2020-08-10,11.0600004196167
2020-08-11,10.069999694824219
2020-08-12,11.460000038146973
2020-08-13,11.015000343322754
2020-08-14,11.055000305175781
2020-08-17,10.5600004196167
2020-08-18,10.229999542236328
2020-08-19,9.449999809265137
2020-08-20,7.940000057220459
2020-08-21,6.800000190734863
2020-08-24,8.069999694824219
2020-08-25,7.739999771118164
2020-08-26,7.369999885559082
2020-08-27,7.070000171661377
2020-08-28,7.300000190734863
2020-08-31,7.03000020980835
2020-09-01,7.570000171661377
2020-09-02,7.284999847412109
2020-09-03,6.75
2020-09-04,6.400000095367432
2020-09-08,6.460000038146973
2020-09-09,6.630000114440918
2020-09-10,6.400000095367432
2020-09-11,6.059999942779541
2020-09-14,6.699999809265137
2020-09-15,6.690000057220459
2020-09-16,6.699999809265137
2020-09-17,7.610000133514404
2020-09-18,8.390000343322754
2020-09-21,7.949999809265137
2020-09-22,9.010000228881836
2020-09-23,7.71999979019165
2020-09-24,7.699999809265137
2020-09-25,8.520000457763672
2020-09-28,9.140000343322754
2020-09-29,9.989999771118164
2020-09-30,10.3100004196167
2020-10-01,10.670000076293945
2020-10-02,10.859999656677246
2020-10-05,11.109999656677246
2020-10-06,10.800000190734863
2020-10-07,10.319999694824219
2020-10-08,9.640000343322754
2020-10-09,9.760000228881836
2020-10-12,9.170000076293945
2020-10-13,9.25
2020-10-14,9.989999771118164
2020-10-15,9.350000381469727
2020-10-16,9.770000457763672
2020-10-19,9.220000267028809
2020-10-20,9.229999542236328
2020-10-21,8.569999694824219
2020-10-22,8.609999656677246
2020-10-23,8.600000381469727
2020-10-26,8.0
2020-10-27,8.039999961853027
2020-10-28,7.460000038146973
2020-10-29,8.029999732971191
2020-10-30,7.760000228881836
2020-11-02,8.210000038146973
2020-11-03,9.149999618530273
2020-11-04,8.930000305175781
2020-11-05,9.6899995803833
2020-11-06,9.949999809265137
2020-11-09,9.279999732971191
2020-11-10,9.489999771118164
2020-11-11,10.210000038146973
2020-11-12,10.4399995803833
2020-11-13,9.699999809265137
2020-11-16,12.1899995803833
2020-11-17,14.149999618530273
2020-11-18,14.779999732971191
2020-11-19,18.34000015258789
2020-11-20,22.670000076293945
2020-11-23,33.619998931884766
2020-11-24,28.1200008392334
2020-11-25,25.280000686645508
2020-11-27,28.0
2020-11-30,25.25
2020-12-01,22.15999984741211
2020-12-02,23.0
2020-12-03,22.700000762939453
2020-12-04,23.93000030517578
2020-12-07,26.979999542236328
2020-12-08,29.360000610351562
2020-12-09,27.190000534057617
2020-12-10,28.84000015258789
2020-12-11,27.239999771118164
2020-12-14,26.059999465942383
2020-12-15,28.25
2020-12-16,31.610000610351562
2020-12-17,35.209999084472656
2020-12-18,36.34000015258789
2020-12-21,37.619998931884766
2020-12-22,48.4900016784668
2020-12-23,43.77000045776367
2020-12-24,49.5
2020-12-28,46.900001525878906
2020-12-29,40.404998779296875
2020-12-30,45.2400016784668
2020-12-31,42.75
2021-01-04,37.505001068115234
2021-01-05,40.59000015258789
2021-01-06,41.369998931884766
2021-01-07,44.20000076293945
2021-01-08,43.90999984741211
2021-01-11,52.0
2021-01-12,52.310001373291016
2021-01-13,50.810001373291016
2021-01-14,52.619998931884766
2021-01-15,47.099998474121094
2021-01-19,46.66999816894531
2021-01-20,44.970001220703125
2021-01-21,46.099998474121094
2021-01-22,44.349998474121094
2021-01-25,45.84000015258789
2021-01-26,60.720001220703125
2021-01-27,56.16999816894531
2021-01-28,53.150001525878906
2021-01-29,49.43000030517578
2021-02-01,47.900001525878906
2021-02-02,47.970001220703125
2021-02-03,51.900001525878906
2021-02-04,51.0
2021-02-05,53.349998474121094
2021-02-08,52.099998474121094
2021-02-09,59.380001068115234
2021-02-10,53.84000015258789
2021-02-11,51.51499938964844
2021-02-12,51.43000030517578
2021-02-16,47.650001525878906
2021-02-17,47.720001220703125
2021-02-18,44.529998779296875
2021-02-19,46.0099983215332
2021-02-22,42.2599983215332
2021-02-23,38.790000915527344
2021-02-24,42.540000915527344
2021-02-25,38.38999938964844
2021-02-26,38.2400016784668
2021-03-01,40.560001373291016
2021-03-02,37.970001220703125
2021-03-03,34.11000061035156
2021-03-04,30.520000457763672
2021-03-05,30.1299991607666
2021-03-08,28.6200008392334
2021-03-09,34.33000183105469
2021-03-10,35.349998474121094
2021-03-11,41.400001525878906
2021-03-12,39.310001373291016
2021-03-15,40.560001373291016
2021-03-16,37.34000015258789
2021-03-17,39.380001068115234
2021-03-18,35.95000076293945
2021-03-19,38.2400016784668
2021-03-22,40.65999984741211
2021-03-23,38.29999923706055
2021-03-24,35.084999084472656
2021-03-25,35.220001220703125
2021-03-26,35.83000183105469
2021-03-29,34.95000076293945
2021-03-30,36.97999954223633
2021-03-31,41.099998474121094
2021-04-01,41.25
2021-04-05,40.380001068115234
2021-04-06,42.939998626708984
2021-04-07,40.63999938964844
2021-04-08,45.900001525878906
2021-04-09,44.08000183105469
2021-04-12,40.81999969482422
2021-04-13,39.97999954223633
2021-04-14,37.83000183105469
2021-04-15,35.15999984741211
2021-04-16,36.40999984741211
2021-04-19,33.75
2021-04-20,34.2400016784668
2021-04-21,35.5099983215332
2021-04-22,35.349998474121094
2021-04-23,37.59000015258789
2021-04-26,37.349998474121094
2021-04-27,37.02000045776367
2021-04-28,39.54999923706055
2021-04-29,38.15999984741211
2021-04-30,36.79999923706055
2021-05-03,35.47999954223633
2021-05-04,35.2599983215332
2021-05-05,34.66999816894531
2021-05-06,32.27000045776367
2021-05-07,32.56999969482422
2021-05-10,30.1299991607666
2021-05-11,31.079999923706055
2021-05-12,28.75
2021-05-13,26.219999313354492
2021-05-14,29.950000762939453
