,BFRA
2018-11-02,12.699999809265137
2018-11-05,12.6899995803833
2018-11-06,12.720000267028809
2018-11-07,13.258000373840332
2018-11-08,12.649999618530273
2018-11-09,13.006999969482422
2018-11-12,12.815999984741211
2018-11-13,12.815999984741211
2018-11-14,12.815999984741211
2018-11-15,12.447999954223633
2018-11-16,12.640000343322754
2018-11-19,12.253000259399414
2018-11-20,11.649999618530273
2018-11-21,12.0
2018-11-23,12.289999961853027
2018-11-26,12.479999542236328
2018-11-27,12.5
2018-11-28,12.800000190734863
2018-11-29,12.604000091552734
2018-11-30,12.630000114440918
2018-12-03,12.78499984741211
2018-12-04,12.78499984741211
2018-12-06,12.78499984741211
2018-12-07,12.78499984741211
2018-12-10,12.26099967956543
2018-12-11,12.26099967956543
2018-12-12,12.26099967956543
2018-12-13,12.26099967956543
2018-12-14,12.199999809265137
2018-12-17,12.25
2018-12-18,12.25
2018-12-19,12.352999687194824
2018-12-20,12.350000381469727
2018-12-21,12.350000381469727
2018-12-24,12.350000381469727
2018-12-26,12.350000381469727
2018-12-27,11.210000038146973
2018-12-28,11.489999771118164
2018-12-31,11.710000038146973
2019-01-02,11.710000038146973
2019-01-03,11.119999885559082
2019-01-04,11.899999618530273
2019-01-07,12.729999542236328
2019-01-08,12.850000381469727
2019-01-09,12.850000381469727
2019-01-10,13.699999809265137
2019-01-11,13.604999542236328
2019-01-14,13.604999542236328
2019-01-15,13.604999542236328
2019-01-16,13.604999542236328
2019-01-17,13.609999656677246
2019-01-18,13.289999961853027
2019-01-22,13.289999961853027
2019-01-23,13.289999961853027
2019-01-24,13.289999961853027
2019-01-25,13.15999984741211
2019-01-28,13.420000076293945
2019-01-29,13.420000076293945
2019-01-30,13.329999923706055
2019-01-31,13.0
2019-02-01,12.10099983215332
2019-02-04,12.75
2019-02-05,12.699999809265137
2019-02-06,12.699999809265137
2019-02-07,12.699999809265137
2019-02-08,12.699999809265137
2019-02-11,12.699999809265137
2019-02-12,12.699999809265137
2019-02-13,12.699999809265137
2019-02-14,12.781999588012695
2019-02-15,12.781999588012695
2019-02-19,12.75
2019-02-20,12.75
2019-02-21,12.75
2019-02-22,12.75
2019-02-25,12.75
2019-02-26,12.75
2019-02-27,12.149999618530273
2019-02-28,12.149999618530273
2019-03-01,12.09000015258789
2019-03-04,12.09000015258789
2019-03-05,12.09000015258789
2019-03-06,11.880000114440918
2019-03-07,11.880000114440918
2019-03-08,11.760000228881836
2019-03-11,12.142000198364258
2019-03-12,12.140000343322754
2019-03-13,11.920000076293945
2019-03-14,11.920000076293945
2019-03-15,12.050000190734863
2019-03-18,12.118000030517578
2019-03-19,12.520999908447266
2019-03-20,12.899999618530273
2019-03-21,12.399999618530273
2019-03-22,12.479999542236328
2019-03-25,12.899999618530273
2019-03-26,12.956000328063965
2019-03-27,12.956000328063965
2019-03-28,12.956000328063965
2019-03-29,12.956000328063965
2019-04-01,12.956000328063965
2019-04-02,12.71399974822998
2019-04-03,13.53499984741211
2019-04-04,14.119999885559082
2019-04-05,14.119999885559082
2019-04-08,14.039999961853027
2019-04-09,14.039999961853027
2019-04-10,13.829999923706055
2019-04-11,14.444999694824219
2019-04-12,14.444999694824219
2019-04-15,14.239999771118164
2019-04-16,14.409000396728516
2019-04-17,14.430999755859375
2019-04-18,14.25
2019-04-22,14.25
2019-04-23,14.25
2019-04-24,14.25
2019-04-25,14.319000244140625
2019-04-26,14.319000244140625
2019-04-29,14.75
2019-04-30,15.779999732971191
2019-05-01,15.779999732971191
2019-05-02,14.380000114440918
2019-05-03,14.380000114440918
2019-05-06,14.380000114440918
2019-05-07,14.609999656677246
2019-05-08,14.609999656677246
2019-05-09,14.871999740600586
2019-05-10,14.871999740600586
2019-05-13,14.645000457763672
2019-05-14,14.645000457763672
2019-05-15,14.717000007629395
2019-05-16,14.717000007629395
2019-05-17,14.717000007629395
2019-05-20,14.717000007629395
2019-05-21,14.717000007629395
2019-05-22,14.717000007629395
2019-05-23,15.680000305175781
2019-05-24,16.0
2019-05-28,15.392000198364258
2019-05-29,15.899999618530273
2019-05-30,16.1299991607666
2019-05-31,16.1299991607666
2019-06-03,15.074000358581543
2019-06-04,15.5
2019-06-05,16.469999313354492
2019-06-06,16.899999618530273
2019-06-07,16.90999984741211
2019-06-10,16.329999923706055
2019-06-11,17.22599983215332
2019-06-12,17.875
2019-06-13,17.520000457763672
2019-06-14,16.820999145507812
2019-06-17,16.020999908447266
2019-06-18,16.760000228881836
2019-06-19,17.43000030517578
2019-06-20,16.43000030517578
2019-06-21,16.290000915527344
2019-06-24,17.0
2019-06-25,16.530000686645508
2019-06-26,17.0
2019-06-27,17.25
2019-06-28,17.25
2019-07-01,18.25
2019-07-02,17.65999984741211
2019-07-03,18.219999313354492
2019-07-05,18.219999313354492
2019-07-08,17.25
2019-07-09,17.25
2019-07-10,17.25
2019-07-11,17.25
2019-07-12,17.25
2019-07-15,17.25
2019-07-16,17.25
2019-07-17,16.520000457763672
2019-07-18,16.700000762939453
2019-07-19,16.700000762939453
2019-07-22,15.270000457763672
2019-07-23,15.350000381469727
2019-07-24,15.350000381469727
2019-07-25,15.350000381469727
2019-07-26,15.350000381469727
2019-07-29,15.350000381469727
2019-07-30,15.776000022888184
2019-07-31,15.560999870300293
2019-08-01,15.560999870300293
2019-08-02,15.560999870300293
2019-08-05,14.477999687194824
2019-08-06,14.477999687194824
2019-08-07,14.477999687194824
2019-08-08,14.477999687194824
2019-08-09,14.477999687194824
2019-08-12,14.477999687194824
2019-08-13,14.477999687194824
2019-08-14,14.477999687194824
2019-08-15,14.477999687194824
2019-08-16,14.477999687194824
2019-08-19,14.477999687194824
2019-08-20,14.477999687194824
2019-08-21,14.477999687194824
2019-08-22,14.477999687194824
2019-08-23,14.477999687194824
2019-08-26,14.477999687194824
2019-08-27,14.477999687194824
2019-08-28,14.477999687194824
2019-08-29,14.477999687194824
2019-08-30,14.477999687194824
2019-09-03,14.477999687194824
2019-09-04,14.33899974822998
2019-09-05,14.33899974822998
2019-09-06,14.402000427246094
2019-09-09,14.281999588012695
2019-09-10,14.312999725341797
2019-09-11,14.312999725341797
2019-09-12,14.312999725341797
2019-09-13,13.920000076293945
2019-09-16,14.5
2019-09-17,14.0
2019-09-18,14.0
2019-09-19,14.0
2019-09-20,14.0
2019-09-23,14.0
2019-09-24,14.0
2019-09-25,12.710000038146973
2019-09-26,12.710000038146973
2019-09-27,12.710000038146973
2019-09-30,12.710000038146973
2019-10-01,12.710000038146973
2019-10-02,12.600000381469727
2019-10-03,12.600000381469727
2019-10-04,12.600000381469727
2019-10-07,12.84000015258789
2019-10-08,12.84000015258789
2019-10-09,12.149999618530273
2019-10-10,11.859999656677246
2019-10-11,11.859999656677246
2019-10-14,11.859999656677246
2019-10-15,11.859999656677246
2019-10-16,11.859999656677246
2019-10-17,11.859999656677246
2019-10-18,11.050000190734863
2019-10-21,11.050000190734863
2019-10-22,11.050000190734863
2019-10-23,11.050000190734863
2019-10-24,11.050000190734863
2019-10-25,11.050000190734863
2019-10-28,11.050000190734863
2019-10-29,11.050000190734863
2019-10-30,11.050000190734863
2019-10-31,11.050000190734863
2019-11-01,11.050000190734863
2019-11-04,11.050000190734863
2019-11-05,11.050000190734863
2019-11-06,11.050000190734863
2019-11-07,11.355999946594238
2019-11-08,11.355999946594238
2019-11-11,11.355999946594238
2019-11-12,11.355999946594238
2019-11-13,11.355999946594238
2019-11-14,11.100000381469727
2019-11-15,11.10200023651123
2019-11-18,11.10200023651123
2019-11-19,9.0
2019-11-20,9.59000015258789
2019-11-21,10.0
2019-11-22,9.649999618530273
2019-11-25,9.649999618530273
2019-11-26,9.0
2019-11-27,9.0
2019-11-29,9.569999694824219
2019-12-02,10.40999984741211
2019-12-03,10.40999984741211
2019-12-04,10.138999938964844
2019-12-05,10.138999938964844
2019-12-06,10.138999938964844
2019-12-09,9.904999732971191
2019-12-10,9.904999732971191
2019-12-11,9.904999732971191
2019-12-12,9.904999732971191
2019-12-13,9.904999732971191
2019-12-16,10.34000015258789
2019-12-17,10.34000015258789
2019-12-18,10.34000015258789
2019-12-19,10.34000015258789
2019-12-20,10.34000015258789
2019-12-23,10.34000015258789
2019-12-24,10.34000015258789
2019-12-26,10.34000015258789
2019-12-27,10.34000015258789
2019-12-30,10.34000015258789
2019-12-31,10.34000015258789
2020-01-02,10.34000015258789
2020-01-03,10.34000015258789
2020-01-06,10.34000015258789
2020-01-07,10.34000015258789
2020-01-08,10.399999618530273
2020-01-09,10.399999618530273
2020-01-10,10.649999618530273
2020-01-13,11.350000381469727
2020-01-14,12.100000381469727
2020-01-15,11.350000381469727
2020-01-16,11.350000381469727
2020-01-17,11.345999717712402
2020-01-21,11.345999717712402
2020-01-22,11.345999717712402
2020-01-23,11.345999717712402
2020-01-24,11.25
2020-01-27,11.0
2020-01-28,11.220000267028809
2020-01-29,11.220000267028809
2020-01-30,11.220000267028809
2020-01-31,11.220000267028809
2020-02-03,11.539999961853027
2020-02-04,11.539999961853027
2020-02-05,11.25
2020-02-06,11.25
2020-02-07,11.680000305175781
2020-02-10,11.680000305175781
2020-02-11,11.680000305175781
2020-02-12,11.680000305175781
2020-02-13,11.010000228881836
2020-02-14,11.26200008392334
2020-02-18,11.26200008392334
2020-02-19,11.26200008392334
2020-02-20,11.26200008392334
2020-02-21,11.26200008392334
2020-02-24,10.949999809265137
2020-02-25,10.949999809265137
2020-02-26,10.949999809265137
2020-02-27,10.949999809265137
2020-02-28,9.859999656677246
2020-03-02,9.859999656677246
2020-03-03,9.859999656677246
2020-03-04,9.859999656677246
2020-03-05,10.0
2020-03-06,10.0
2020-03-09,9.277999877929688
2020-03-10,9.277999877929688
2020-03-11,9.277999877929688
2020-03-12,8.350000381469727
2020-03-13,8.239999771118164
2020-03-16,8.239999771118164
2020-03-17,8.239999771118164
2020-03-18,7.079999923706055
2020-03-19,7.079999923706055
2020-03-20,7.079999923706055
2020-03-23,7.079999923706055
2020-03-24,7.079999923706055
2020-03-25,7.079999923706055
2020-03-26,7.079999923706055
2020-03-27,7.079999923706055
2020-03-30,7.079999923706055
2020-03-31,7.079999923706055
2020-04-01,7.079999923706055
2020-04-02,7.079999923706055
2020-04-03,5.920000076293945
2020-04-06,5.920000076293945
2020-04-07,5.920000076293945
2020-04-08,5.920000076293945
2020-04-09,5.920000076293945
2020-04-13,5.920000076293945
2020-04-14,5.920000076293945
2020-04-15,5.920000076293945
2020-04-16,5.920000076293945
2020-04-17,6.300000190734863
2020-04-20,6.515999794006348
2020-04-21,6.515999794006348
2020-04-22,6.5
2020-04-23,6.5
2020-04-24,6.5
2020-04-27,6.214000225067139
2020-04-28,6.099999904632568
2020-04-29,6.235000133514404
2020-04-30,6.235000133514404
2020-05-01,5.806000232696533
2020-05-04,5.809999942779541
2020-05-05,5.800000190734863
2020-05-06,5.800000190734863
2020-05-07,5.409999847412109
2020-05-08,6.329999923706055
2020-05-11,6.4770002365112305
2020-05-12,6.71999979019165
2020-05-13,5.670000076293945
2020-05-14,5.599999904632568
2020-05-15,6.0269999504089355
2020-05-18,6.710000038146973
2020-05-19,6.710000038146973
2020-05-20,7.086999893188477
2020-05-21,7.090000152587891
2020-05-22,6.929999828338623
2020-05-26,6.510000228881836
2020-05-27,6.510000228881836
2020-05-28,6.510000228881836
2020-05-29,6.510000228881836
2020-06-01,6.510000228881836
2020-06-02,6.510000228881836
2020-06-03,7.110000133514404
2020-06-04,7.110000133514404
2020-06-05,6.510000228881836
2020-06-08,6.510000228881836
2020-06-09,6.510000228881836
2020-06-10,6.510000228881836
2020-06-11,7.110000133514404
2020-06-12,7.039999961853027
2020-06-15,7.039999961853027
2020-06-16,7.039999961853027
2020-06-17,7.039999961853027
2020-06-18,7.039999961853027
2020-06-19,7.039999961853027
2020-06-22,7.039999961853027
2020-06-23,6.519999980926514
2020-06-24,6.519999980926514
2020-06-25,6.75600004196167
2020-06-26,6.659999847412109
2020-06-29,6.659999847412109
2020-06-30,6.610000133514404
2020-07-01,6.610000133514404
2020-07-02,6.610000133514404
2020-07-06,6.659999847412109
2020-07-07,6.190000057220459
2020-07-08,6.0
2020-07-09,6.659999847412109
2020-07-10,5.849999904632568
2020-07-13,6.034999847412109
2020-07-14,6.050000190734863
2020-07-15,6.340000152587891
2020-07-16,6.300000190734863
2020-07-17,6.010000228881836
2020-07-20,6.170000076293945
2020-07-21,5.889999866485596
2020-07-22,5.900000095367432
2020-07-23,6.539999961853027
2020-07-24,6.409999847412109
2020-07-27,6.550000190734863
2020-07-28,6.550000190734863
2020-07-29,5.997000217437744
2020-07-30,6.0
2020-07-31,5.599999904632568
2020-08-03,5.599999904632568
2020-08-04,5.599999904632568
2020-08-05,26.799999237060547
2020-08-06,16.510000228881836
2020-08-07,14.520000457763672
2020-08-10,13.25
2020-08-11,20.31999969482422
2020-08-12,30.5
2020-08-13,22.899999618530273
2020-08-14,16.09000015258789
2020-08-17,13.859999656677246
2020-08-18,11.510000228881836
2020-08-19,11.15999984741211
2020-08-20,10.279999732971191
2020-08-21,10.699999809265137
2020-08-24,10.4399995803833
2020-08-25,10.149999618530273
2020-08-26,10.869999885559082
2020-08-27,10.350000381469727
2020-08-28,9.949999809265137
2020-08-31,9.239999771118164
2020-09-01,8.949999809265137
2020-09-02,8.609999656677246
2020-09-03,8.220000267028809
2020-09-04,7.630000114440918
2020-09-08,7.420000076293945
2020-09-09,7.860000133514404
2020-09-10,7.380000114440918
2020-09-11,8.779999732971191
2020-09-14,9.300000190734863
2020-09-15,9.170000076293945
2020-09-16,8.65999984741211
2020-09-17,8.880000114440918
2020-09-18,8.90999984741211
2020-09-21,8.279999732971191
2020-09-22,8.289999961853027
2020-09-23,8.100000381469727
2020-09-24,7.880000114440918
2020-09-25,7.809999942779541
2020-09-28,8.09000015258789
2020-09-29,8.0
2020-09-30,7.829999923706055
2020-10-01,7.909999847412109
2020-10-02,7.940000057220459
2020-10-05,7.849999904632568
2020-10-06,7.849999904632568
2020-10-07,7.989999771118164
2020-10-08,7.909999847412109
2020-10-09,7.829999923706055
2020-10-12,7.820000171661377
2020-10-13,7.670000076293945
2020-10-14,7.75
2020-10-15,7.519999980926514
2020-10-16,7.510000228881836
2020-10-19,7.5
2020-10-20,7.570000171661377
2020-10-21,7.449999809265137
2020-10-22,7.559999942779541
2020-10-23,7.429999828338623
2020-10-26,7.400000095367432
2020-10-27,7.130000114440918
2020-10-28,6.679999828338623
2020-10-29,6.690000057220459
2020-10-30,6.349999904632568
2020-11-02,6.349999904632568
2020-11-03,6.409999847412109
2020-11-04,6.480000019073486
2020-11-05,6.820000171661377
2020-11-06,6.670000076293945
2020-11-09,6.75
2020-11-10,6.929999828338623
2020-11-11,6.980000019073486
2020-11-12,6.679999828338623
2020-11-13,6.909999847412109
2020-11-16,7.050000190734863
2020-11-17,6.820000171661377
2020-11-18,6.960000038146973
2020-11-19,7.210000038146973
2020-11-20,7.230000019073486
2020-11-23,7.210000038146973
2020-11-24,7.110000133514404
2020-11-25,7.199999809265137
2020-11-27,7.170000076293945
2020-11-30,7.130000114440918
2020-12-01,7.03000020980835
2020-12-02,7.010000228881836
2020-12-03,7.03000020980835
2020-12-04,7.579999923706055
2020-12-07,7.320000171661377
2020-12-08,7.119999885559082
2020-12-09,6.909999847412109
2020-12-10,6.949999809265137
2020-12-11,6.940000057220459
2020-12-14,6.75
2020-12-15,6.869999885559082
2020-12-16,7.010000228881836
2020-12-17,6.920000076293945
2020-12-18,7.090000152587891
2020-12-21,6.940000057220459
2020-12-22,6.949999809265137
2020-12-23,7.03000020980835
2020-12-24,6.929999828338623
2020-12-28,7.050000190734863
2020-12-29,7.03000020980835
2020-12-30,7.269999980926514
2020-12-31,7.289999961853027
2021-01-04,8.0
2021-01-05,7.78000020980835
2021-01-06,7.539999961853027
2021-01-07,7.5
2021-01-08,8.130000114440918
2021-01-11,8.510000228881836
2021-01-12,8.029999732971191
2021-01-13,8.569999694824219
2021-01-14,8.430000305175781
2021-01-15,8.170000076293945
2021-01-19,8.210000038146973
2021-01-20,8.229999542236328
2021-01-21,8.170000076293945
2021-01-22,8.0
2021-01-25,8.039999961853027
2021-01-26,7.840000152587891
2021-01-27,7.78000020980835
2021-01-28,7.989999771118164
2021-01-29,7.900000095367432
2021-02-01,7.809999942779541
2021-02-02,7.760000228881836
2021-02-03,7.71999979019165
2021-02-04,7.989999771118164
2021-02-05,7.900000095367432
2021-02-08,7.909999847412109
2021-02-09,8.579999923706055
2021-02-10,8.630000114440918
2021-02-11,8.289999961853027
2021-02-12,8.59000015258789
2021-02-16,8.5
2021-02-17,8.260000228881836
2021-02-18,7.710000038146973
2021-02-19,7.360000133514404
2021-02-22,7.079999923706055
2021-02-23,7.025000095367432
2021-02-24,6.400000095367432
2021-02-25,6.289999961853027
2021-02-26,6.539999961853027
2021-03-01,6.5
2021-03-02,6.199999809265137
2021-03-03,6.320000171661377
2021-03-04,5.909999847412109
2021-03-05,5.980000019073486
2021-03-08,5.730000019073486
2021-03-09,5.920000076293945
2021-03-10,5.949999809265137
2021-03-11,6.130000114440918
2021-03-12,6.010000228881836
2021-03-15,6.139999866485596
2021-03-16,5.949999809265137
2021-03-17,5.949999809265137
2021-03-18,5.809999942779541
2021-03-19,5.980000019073486
2021-03-22,5.949999809265137
2021-03-23,5.769999980926514
2021-03-24,5.420000076293945
2021-03-25,5.25
2021-03-26,4.78000020980835
2021-03-29,5.480000019073486
2021-03-30,5.449999809265137
2021-03-31,5.349999904632568
2021-04-01,5.610000133514404
2021-04-05,5.599999904632568
2021-04-06,5.840000152587891
2021-04-07,5.71999979019165
2021-04-08,5.570000171661377
2021-04-09,5.599999904632568
2021-04-12,5.489999771118164
2021-04-13,5.650000095367432
2021-04-14,5.5
2021-04-15,5.519999980926514
2021-04-16,5.369999885559082
2021-04-19,5.5
2021-04-20,5.199999809265137
2021-04-21,5.5
2021-04-22,5.449999809265137
2021-04-23,5.539999961853027
2021-04-26,5.610000133514404
2021-04-27,5.630000114440918
2021-04-28,5.650000095367432
2021-04-29,5.400000095367432
2021-04-30,5.230000019073486
2021-05-03,5.300000190734863
2021-05-04,5.21999979019165
2021-05-05,5.239999771118164
2021-05-06,6.440000057220459
2021-05-07,5.940000057220459
2021-05-10,5.510000228881836
2021-05-11,5.880000114440918
2021-05-12,5.420000076293945
2021-05-13,5.400000095367432
2021-05-14,5.434999942779541
