,CUEN
2013-06-14,1500.0
2013-06-17,1500.0
2013-06-18,900.0
2013-06-19,1200.0
2013-06-20,1200.0
2013-06-21,1500.0
2013-06-24,1200.0
2013-06-25,900.0
2013-06-26,900.0
2013-06-27,900.0
2013-06-28,900.0
2013-07-01,900.0
2013-07-02,900.0
2013-07-03,900.0
2013-07-05,900.0
2013-07-08,900.0
2013-07-09,600.0
2013-07-10,600.0
2013-07-11,600.0
2013-07-12,900.0
2013-07-15,900.0
2013-07-16,600.0
2013-07-17,600.0
2013-07-18,600.0
2013-07-19,600.0
2013-07-22,600.0
2013-07-23,600.0
2013-07-24,900.0
2013-07-25,900.0
2013-07-26,900.0
2013-07-29,600.0
2013-07-30,600.0
2013-07-31,600.0
2013-08-01,600.0
2013-08-02,600.0
2013-08-05,600.0
2013-08-06,600.0
2013-08-07,600.0
2013-08-08,600.0
2013-08-09,900.0
2013-08-12,600.0
2013-08-13,600.0
2013-08-14,600.0
2013-08-15,600.0
2013-08-16,600.0
2013-08-19,600.0
2013-08-20,600.0
2013-08-21,900.0
2013-08-22,600.0
2013-08-23,600.0
2013-08-26,600.0
2013-08-27,600.0
2013-08-28,600.0
2013-08-29,900.0
2013-08-30,900.0
2013-09-03,900.0
2013-09-04,900.0
2013-09-05,900.0
2013-09-06,900.0
2013-09-09,900.0
2013-09-10,900.0
2013-09-11,900.0
2013-09-12,900.0
2013-09-13,600.0
2013-09-16,600.0
2013-09-17,600.0
2013-09-18,600.0
2013-09-19,600.0
2013-09-20,600.0
2013-09-23,900.0
2013-09-24,600.0
2013-09-25,600.0
2013-09-26,600.0
2013-09-27,900.0
2013-09-30,2700.0
2013-10-01,1800.0
2013-10-02,2100.0
2013-10-03,1800.0
2013-10-04,3000.0
2013-10-07,1500.0
2013-10-08,1500.0
2013-10-09,1500.0
2013-10-10,1500.0
2013-10-11,2100.0
2013-10-14,1500.0
2013-10-15,1500.0
2013-10-16,1200.0
2013-10-17,1200.0
2013-10-18,1200.0
2013-10-21,2100.0
2013-10-22,3000.0
2013-10-23,2700.0
2013-10-24,2400.0
2013-10-25,2700.0
2013-10-28,3000.0
2013-10-29,2700.0
2013-10-30,3000.0
2013-10-31,4800.0
2013-11-01,3000.0
2013-11-04,2700.0
2013-11-05,2700.0
2013-11-06,3300.0
2013-11-07,2400.0
2013-11-08,1800.0
2013-11-11,1200.0
2013-11-12,1500.0
2013-11-13,900.0
2013-11-14,1200.0
2013-11-15,1200.0
2013-11-18,900.0
2013-11-19,900.0
2013-11-20,900.0
2013-11-21,900.0
2013-11-22,900.0
2013-11-25,900.0
2013-11-26,1200.0
2013-11-27,900.0
2013-11-29,900.0
2013-12-02,900.0
2013-12-03,900.0
2013-12-04,900.0
2013-12-05,600.0
2013-12-06,600.0
2013-12-09,600.0
2013-12-10,600.0
2013-12-11,600.0
2013-12-12,600.0
2013-12-13,600.0
2013-12-16,600.0
2013-12-17,300.0
2013-12-18,600.0
2013-12-19,600.0
2013-12-20,600.0
2013-12-23,300.0
2013-12-24,300.0
2013-12-26,300.0
2013-12-27,600.0
2013-12-30,600.0
2013-12-31,600.0
2014-01-02,300.0
2014-01-03,300.0
2014-01-06,300.0
2014-01-07,300.0
2014-01-08,600.0
2014-01-09,600.0
2014-01-10,600.0
2014-01-13,600.0
2014-01-14,900.0
2014-01-15,600.0
2014-01-16,600.0
2014-01-17,300.0
2014-01-21,600.0
2014-01-22,300.0
2014-01-23,300.0
2014-01-24,600.0
2014-01-27,300.0
2014-01-28,300.0
2014-01-29,300.0
2014-01-30,300.0
2014-01-31,300.0
2014-02-03,300.0
2014-02-04,300.0
2014-02-05,300.0
2014-02-06,300.0
2014-02-07,300.0
2014-02-10,600.0
2014-02-11,600.0
2014-02-12,600.0
2014-02-13,600.0
2014-02-14,300.0
2014-02-18,300.0
2014-02-19,300.0
2014-02-20,300.0
2014-02-21,300.0
2014-02-24,300.0
2014-02-25,300.0
2014-02-26,300.0
2014-02-27,300.0
2014-02-28,300.0
2014-03-03,300.0
2014-03-04,300.0
2014-03-05,300.0
2014-03-06,300.0
2014-03-07,300.0
2014-03-10,300.0
2014-03-11,300.0
2014-03-12,300.0
2014-03-13,300.0
2014-03-14,300.0
2014-03-17,300.0
2014-03-18,300.0
2014-03-19,300.0
2014-03-20,300.0
2014-03-21,300.0
2014-03-24,300.0
2014-03-25,300.0
2014-03-26,300.0
2014-03-27,300.0
2014-03-28,300.0
2014-03-31,300.0
2014-04-01,300.0
2014-04-02,300.0
2014-04-03,300.0
2014-04-04,300.0
2014-04-07,300.0
2014-04-08,300.0
2014-04-09,300.0
2014-04-10,300.0
2014-04-11,300.0
2014-04-14,300.0
2014-04-15,300.0
2014-04-16,300.0
2014-04-17,300.0
2014-04-21,300.0
2014-04-22,300.0
2014-04-23,300.0
2014-04-24,300.0
2014-04-25,300.0
2014-04-28,300.0
2014-04-29,300.0
2014-04-30,300.0
2014-05-01,300.0
2014-05-02,300.0
2014-05-05,300.0
2014-05-06,300.0
2014-05-07,300.0
2014-05-08,300.0
2014-05-09,300.0
2014-05-12,300.0
2014-05-13,300.0
2014-05-14,300.0
2014-05-15,300.0
2014-05-16,300.0
2014-05-19,300.0
2014-05-20,300.0
2014-05-21,300.0
2014-05-22,300.0
2014-05-23,300.0
2014-05-27,300.0
2014-05-28,300.0
2014-05-29,300.0
2014-05-30,300.0
2014-06-02,300.0
2014-06-03,300.0
2014-06-04,300.0
2014-06-05,300.0
2014-06-06,300.0
2014-06-09,300.0
2014-06-10,300.0
2014-06-11,300.0
2014-06-12,300.0
2014-06-13,300.0
2014-06-16,300.0
2014-06-17,300.0
2014-06-18,300.0
2014-06-19,300.0
2014-06-20,300.0
2014-06-23,300.0
2014-06-24,300.0
2014-06-25,300.0
2014-06-26,300.0
2014-06-27,300.0
2014-06-30,300.0
2014-07-01,300.0
2014-07-02,300.0
2014-07-03,300.0
2014-07-07,300.0
2014-07-08,300.0
2014-07-09,300.0
2014-07-10,300.0
2014-07-11,300.0
2014-07-14,300.0
2014-07-15,300.0
2014-07-16,300.0
2014-07-17,300.0
2014-07-18,300.0
2014-07-21,300.0
2014-07-22,300.0
2014-07-23,300.0
2014-07-24,300.0
2014-07-25,300.0
2014-07-28,300.0
2014-07-29,300.0
2014-07-30,300.0
2014-07-31,300.0
2014-08-01,300.0
2014-08-04,300.0
2014-08-05,300.0
2014-08-06,300.0
2014-08-07,300.0
2014-08-08,300.0
2014-08-11,300.0
2014-08-12,300.0
2014-08-13,300.0
2014-08-14,300.0
2014-08-15,300.0
2014-08-18,300.0
2014-08-19,300.0
2014-08-20,300.0
2014-08-21,300.0
2014-08-22,300.0
2014-08-25,300.0
2014-08-26,300.0
2014-08-27,300.0
2014-08-28,300.0
2014-08-29,300.0
2014-09-02,300.0
2014-09-03,300.0
2014-09-04,300.0
2014-09-05,300.0
2014-09-08,300.0
2014-09-09,300.0
2014-09-10,300.0
2014-09-11,300.0
2014-09-12,300.0
2014-09-15,300.0
2014-09-16,300.0
2014-09-17,300.0
2014-09-18,300.0
2014-09-19,300.0
2014-09-22,300.0
2014-09-23,300.0
2014-09-24,300.0
2014-09-25,300.0
2014-09-26,300.0
2014-09-29,300.0
2014-09-30,300.0
2014-10-01,300.0
2014-10-02,300.0
2014-10-03,300.0
2014-10-06,300.0
2014-10-07,300.0
2014-10-08,300.0
2014-10-09,300.0
2014-10-10,300.0
2014-10-13,300.0
2014-10-14,300.0
2014-10-15,300.0
2014-10-16,300.0
2014-10-17,300.0
2014-10-20,300.0
2014-10-21,300.0
2014-10-22,300.0
2014-10-23,300.0
2014-10-24,300.0
2014-10-27,300.0
2014-10-28,300.0
2014-10-29,300.0
2014-10-30,300.0
2014-10-31,300.0
2014-11-03,300.0
2014-11-04,300.0
2014-11-05,300.0
2014-11-06,300.0
2014-11-07,300.0
2014-11-10,300.0
2014-11-11,300.0
2014-11-12,300.0
2014-11-13,300.0
2014-11-14,300.0
2014-11-17,300.0
2014-11-18,300.0
2014-11-19,300.0
2014-11-20,300.0
2014-11-21,300.0
2014-11-24,300.0
2014-11-25,300.0
2014-11-26,300.0
2014-11-28,300.0
2014-12-01,300.0
2014-12-02,300.0
2014-12-03,300.0
2014-12-04,300.0
2014-12-05,300.0
2014-12-08,300.0
2014-12-09,300.0
2014-12-10,300.0
2014-12-11,300.0
2014-12-12,300.0
2014-12-15,300.0
2014-12-16,300.0
2014-12-17,300.0
2014-12-18,300.0
2014-12-19,300.0
2014-12-22,300.0
2014-12-23,300.0
2014-12-24,300.0
2014-12-26,300.0
2014-12-29,300.0
2014-12-30,300.0
2014-12-31,300.0
2015-01-02,300.0
2015-01-05,300.0
2015-01-06,300.0
2015-01-07,300.0
2015-01-08,300.0
2015-01-09,300.0
2015-01-12,300.0
2015-01-13,300.0
2015-01-14,300.0
2015-01-15,300.0
2015-01-16,300.0
2015-01-20,300.0
2015-01-21,300.0
2015-01-22,300.0
2015-01-23,300.0
2015-01-26,300.0
2015-01-27,300.0
2015-01-28,300.0
2015-01-29,300.0
2015-01-30,300.0
2015-02-02,300.0
2015-02-03,300.0
2015-02-04,300.0
2015-02-05,300.0
2015-02-06,300.0
2015-02-09,300.0
2015-02-10,300.0
2015-02-11,300.0
2015-02-12,300.0
2015-02-13,300.0
2015-02-17,300.0
2015-02-18,300.0
2015-02-19,300.0
2015-02-20,300.0
2015-02-23,300.0
2015-02-24,300.0
2015-02-25,300.0
2015-02-26,300.0
2015-02-27,300.0
2015-03-02,300.0
2015-03-03,300.0
2015-03-04,300.0
2015-03-05,300.0
2015-03-06,300.0
2015-03-09,300.0
2015-03-10,300.0
2015-03-11,300.0
2015-03-12,300.0
2015-03-13,300.0
2015-03-16,300.0
2015-03-17,300.0
2015-03-18,300.0
2015-03-19,300.0
2015-03-20,300.0
2015-03-23,300.0
2015-03-24,300.0
2015-03-25,300.0
2015-03-26,300.0
2015-03-27,300.0
2015-03-30,300.0
2015-03-31,300.0
2015-04-01,300.0
2015-04-02,300.0
2015-04-06,300.0
2015-04-07,300.0
2015-04-08,300.0
2015-04-09,300.0
2015-04-10,300.0
2015-04-13,300.0
2015-04-14,300.0
2015-04-15,300.0
2015-04-16,300.0
2015-04-17,300.0
2015-04-20,300.0
2015-04-21,300.0
2015-04-22,300.0
2015-04-23,300.0
2015-04-24,300.0
2015-04-27,300.0
2015-04-28,300.0
2015-04-29,300.0
2015-04-30,300.0
2015-05-01,300.0
2015-05-04,300.0
2015-05-05,300.0
2015-05-06,300.0
2015-05-07,300.0
2015-05-08,300.0
2015-05-11,300.0
2015-05-12,300.0
2015-05-13,300.0
2015-05-14,300.0
2015-05-15,300.0
2015-05-18,300.0
2015-05-19,300.0
2015-05-20,300.0
2015-05-21,300.0
2015-05-22,300.0
2015-05-26,300.0
2015-05-27,300.0
2015-05-28,300.0
2015-05-29,300.0
2015-06-01,300.0
2015-06-02,300.0
2015-06-03,300.0
2015-06-04,300.0
2015-06-05,300.0
2015-06-08,300.0
2015-06-09,300.0
2015-06-10,300.0
2015-06-11,300.0
2015-06-12,300.0
2015-06-15,300.0
2015-06-16,300.0
2015-06-17,300.0
2015-06-18,300.0
2015-06-19,300.0
2015-06-22,300.0
2015-06-23,300.0
2015-06-24,300.0
2015-06-25,300.0
2015-06-26,300.0
2015-06-29,300.0
2015-06-30,300.0
2015-07-01,300.0
2015-07-02,300.0
2015-07-06,3.0
2015-07-07,1.7999999523162842
2015-07-08,1.7999999523162842
2015-07-09,1.7999999523162842
2015-07-10,1.7999999523162842
2015-07-13,1.7999999523162842
2015-07-14,0.6000000238418579
2015-07-15,1.7999999523162842
2015-07-16,2.4000000953674316
2015-07-17,2.4000000953674316
2015-07-20,1.2000000476837158
2015-07-21,1.2000000476837158
2015-07-22,4.800000190734863
2015-07-23,5.400000095367432
2015-07-24,4.800000190734863
2015-07-27,3.5999999046325684
2015-07-28,3.5999999046325684
2015-07-29,4.199999809265137
2015-07-30,4.199999809265137
2015-07-31,4.199999809265137
2015-08-03,7.199999809265137
2015-08-04,8.399999618530273
2015-08-05,8.399999618530273
2015-08-06,6.0
2015-08-07,5.400000095367432
2015-08-10,9.0
2015-08-11,12.0
2015-08-12,6.599999904632568
2015-08-13,10.199999809265137
2015-08-14,10.199999809265137
2015-08-17,9.600000381469727
2015-08-18,10.199999809265137
2015-08-19,9.0
2015-08-20,12.0
2015-08-21,12.0
2015-08-24,12.0
2015-08-25,12.600000381469727
2015-08-26,12.0
2015-08-27,12.600000381469727
2015-08-28,12.0
2015-08-31,13.199999809265137
2015-09-01,16.799999237060547
2015-09-02,15.0
2015-09-03,18.0
2015-09-04,16.799999237060547
2015-09-08,15.600000381469727
2015-09-09,16.200000762939453
2015-09-10,15.0
2015-09-11,15.0
2015-09-14,13.800000190734863
2015-09-15,13.800000190734863
2015-09-16,12.0
2015-09-17,9.600000381469727
2015-09-18,9.0
2015-09-21,12.0
2015-09-22,9.0
2015-09-23,7.800000190734863
2015-09-24,8.399999618530273
2015-09-25,12.0
2015-09-28,7.800000190734863
2015-09-29,9.600000381469727
2015-09-30,7.800000190734863
2015-10-01,7.800000190734863
2015-10-02,7.800000190734863
2015-10-05,10.199999809265137
2015-10-06,13.199999809265137
2015-10-07,14.399999618530273
2015-10-08,18.0
2015-10-09,21.0
2015-10-12,39.599998474121094
2015-10-13,54.0
2015-10-14,51.0
2015-10-15,57.0
2015-10-16,57.0
2015-10-19,66.0
2015-10-20,79.19999694824219
2015-10-21,66.5999984741211
2015-10-22,49.79999923706055
2015-10-23,48.0
2015-10-26,53.400001525878906
2015-10-27,64.19999694824219
2015-10-28,68.4000015258789
2015-10-29,61.79999923706055
2015-10-30,60.0
2015-11-02,56.400001525878906
2015-11-03,57.0
2015-11-04,60.599998474121094
2015-11-05,58.20000076293945
2015-11-06,61.20000076293945
2015-11-09,61.20000076293945
2015-11-10,62.400001525878906
2015-11-11,59.400001525878906
2015-11-12,56.400001525878906
2015-11-13,61.20000076293945
2015-11-16,70.19999694824219
2015-11-17,102.0
2015-11-18,96.0
2015-11-19,108.0
2015-11-20,117.0
2015-11-23,119.4000015258789
2015-11-24,117.0
2015-11-25,123.0
2015-11-27,162.0
2015-11-30,225.0
2015-12-01,240.0
2015-12-02,196.8000030517578
2015-12-03,165.0
2015-12-04,195.0
2015-12-07,216.0
2015-12-08,216.0
2015-12-09,228.0
2015-12-10,204.0
2015-12-11,195.0
2015-12-14,186.0
2015-12-15,186.0
2015-12-16,216.0
2015-12-17,207.0
2015-12-18,210.0
2015-12-21,210.0
2015-12-22,180.0
2015-12-23,161.39999389648438
2015-12-24,166.1999969482422
2015-12-28,186.0
2015-12-29,166.1999969482422
2015-12-30,168.0
2015-12-31,192.0
2016-01-04,168.0
2016-01-05,147.0
2016-01-06,162.0
2016-01-07,186.0
2016-01-08,202.8000030517578
2016-01-11,183.0
2016-01-12,186.0
2016-01-13,210.0
2016-01-14,228.0
2016-01-15,132.0
2016-01-19,151.8000030517578
2016-01-20,162.60000610351562
2016-01-21,154.1999969482422
2016-01-22,156.0
2016-01-25,144.0
2016-01-26,126.0
2016-01-27,142.8000030517578
2016-01-28,150.0
2016-01-29,150.0
2016-02-01,144.0
2016-02-02,145.8000030517578
2016-02-03,150.0
2016-02-04,153.0
2016-02-05,144.0
2016-02-08,144.0
2016-02-09,138.0
2016-02-10,132.0
2016-02-11,134.39999389648438
2016-02-12,136.1999969482422
2016-02-16,139.8000030517578
2016-02-17,135.0
2016-02-18,138.0
2016-02-19,138.0
2016-02-22,130.8000030517578
2016-02-23,130.1999969482422
2016-02-24,138.0
2016-02-25,133.1999969482422
2016-02-26,131.39999389648438
2016-02-29,144.0
2016-03-01,168.0
2016-03-02,162.0
2016-03-03,153.0
2016-03-04,179.39999389648438
2016-03-07,165.0
2016-03-08,162.0
2016-03-09,192.0
2016-03-10,180.0
2016-03-11,186.0
2016-03-14,186.0
2016-03-15,177.0
2016-03-16,168.0
2016-03-17,168.0
2016-03-18,156.0
2016-03-21,165.0
2016-03-22,150.0
2016-03-23,152.39999389648438
2016-03-24,150.0
2016-03-28,144.0
2016-03-29,137.39999389648438
2016-03-30,141.0
2016-03-31,145.8000030517578
2016-04-01,195.0
2016-04-04,177.0
2016-04-05,160.8000030517578
2016-04-06,150.0
2016-04-07,143.39999389648438
2016-04-08,147.0
2016-04-11,150.0
2016-04-12,150.0
2016-04-13,144.0
2016-04-14,147.0
2016-04-15,141.60000610351562
2016-04-18,144.0
2016-04-19,135.0
2016-04-20,144.0
2016-04-21,144.0
2016-04-22,138.0
2016-04-25,133.8000030517578
2016-04-26,138.0
2016-04-27,135.0
2016-04-28,114.5999984741211
2016-04-29,143.39999389648438
2016-05-02,135.0
2016-05-03,129.0
2016-05-04,124.19999694824219
2016-05-05,115.19999694824219
2016-05-06,136.8000030517578
2016-05-09,132.0
2016-05-10,111.0
2016-05-11,108.0
2016-05-12,132.0
2016-05-13,108.0
2016-05-16,114.0
2016-05-17,120.0
2016-05-18,99.0
2016-05-19,105.0
2016-05-20,108.0
2016-05-23,108.0
2016-05-24,102.0
2016-05-25,113.4000015258789
2016-05-26,105.0
2016-05-27,108.0
2016-05-31,100.80000305175781
2016-06-01,102.5999984741211
2016-06-02,109.80000305175781
2016-06-03,111.0
2016-06-06,111.0
2016-06-07,111.0
2016-06-08,138.0
2016-06-09,150.0
2016-06-10,144.0
2016-06-13,131.39999389648438
2016-06-14,118.80000305175781
2016-06-15,105.0
2016-06-16,108.0
2016-06-17,102.0
2016-06-20,108.0
2016-06-21,108.0
2016-06-22,108.0
2016-06-23,96.0
2016-06-24,94.80000305175781
2016-06-27,99.0
2016-06-28,101.4000015258789
2016-06-29,94.19999694824219
2016-06-30,82.80000305175781
2016-07-01,79.19999694824219
2016-07-05,76.19999694824219
2016-07-06,66.0
2016-07-07,66.0
2016-07-08,76.19999694824219
2016-07-11,65.4000015258789
2016-07-12,63.0
2016-07-13,65.4000015258789
2016-07-14,72.0
2016-07-15,66.0
2016-07-18,64.19999694824219
2016-07-19,58.20000076293945
2016-07-20,60.0
2016-07-21,77.4000015258789
2016-07-22,66.0
2016-07-25,70.80000305175781
2016-07-26,62.400001525878906
2016-07-27,57.0
2016-07-28,39.0
2016-07-29,50.400001525878906
2016-08-01,60.0
2016-08-02,55.20000076293945
2016-08-03,55.20000076293945
2016-08-04,52.20000076293945
2016-08-05,52.20000076293945
2016-08-08,43.79999923706055
2016-08-09,45.0
2016-08-10,50.400001525878906
2016-08-11,43.20000076293945
2016-08-12,42.599998474121094
2016-08-15,37.79999923706055
2016-08-16,37.79999923706055
2016-08-17,42.0
2016-08-18,39.0
2016-08-19,33.599998474121094
2016-08-22,30.0
2016-08-23,42.0
2016-08-24,42.599998474121094
2016-08-25,60.0
2016-08-26,57.0
2016-08-29,60.0
2016-08-30,57.599998474121094
2016-08-31,54.0
2016-09-01,50.400001525878906
2016-09-02,52.79999923706055
2016-09-06,48.0
2016-09-07,48.0
2016-09-08,45.0
2016-09-09,45.0
2016-09-12,40.20000076293945
2016-09-13,40.20000076293945
2016-09-14,39.0
2016-09-15,40.79999923706055
2016-09-16,39.599998474121094
2016-09-19,39.0
2016-09-20,36.0
2016-09-21,35.400001525878906
2016-09-22,36.0
2016-09-23,39.0
2016-09-26,33.0
2016-09-27,28.200000762939453
2016-09-28,27.600000381469727
2016-09-29,26.399999618530273
2016-09-30,21.0
2016-10-03,25.799999237060547
2016-10-04,24.0
2016-10-05,21.0
2016-10-06,19.200000762939453
2016-10-07,21.600000381469727
2016-10-10,18.0
2016-10-11,24.0
2016-10-12,23.399999618530273
2016-10-13,24.0
2016-10-14,21.0
2016-10-17,21.0
2016-10-18,22.200000762939453
2016-10-19,21.0
2016-10-20,20.399999618530273
2016-10-21,19.799999237060547
2016-10-24,19.200000762939453
2016-10-25,19.799999237060547
2016-10-26,18.600000381469727
2016-10-27,13.199999809265137
2016-10-28,15.0
2016-10-31,17.399999618530273
2016-11-01,16.799999237060547
2016-11-02,15.600000381469727
2016-11-03,16.200000762939453
2016-11-04,18.0
2016-11-07,19.200000762939453
2016-11-08,23.399999618530273
2016-11-09,19.799999237060547
2016-11-10,19.799999237060547
2016-11-11,19.200000762939453
2016-11-14,19.799999237060547
2016-11-15,17.399999618530273
2016-11-16,18.600000381469727
2016-11-17,17.399999618530273
2016-11-18,16.200000762939453
2016-11-21,17.399999618530273
2016-11-22,16.200000762939453
2016-11-23,15.600000381469727
2016-11-25,15.600000381469727
2016-11-28,9.0
2016-11-29,12.0
2016-11-30,12.0
2016-12-01,12.0
2016-12-02,11.399999618530273
2016-12-05,13.199999809265137
2016-12-06,10.199999809265137
2016-12-07,8.399999618530273
2016-12-08,10.800000190734863
2016-12-09,8.399999618530273
2016-12-12,7.199999809265137
2016-12-13,8.399999618530273
2016-12-14,8.399999618530273
2016-12-15,8.399999618530273
2016-12-16,8.399999618530273
2016-12-19,9.600000381469727
2016-12-20,10.800000190734863
2016-12-21,10.800000190734863
2016-12-22,23.399999618530273
2016-12-23,21.0
2016-12-27,20.399999618530273
2016-12-28,19.200000762939453
2016-12-29,16.200000762939453
2016-12-30,16.200000762939453
2017-01-03,16.799999237060547
2017-01-04,15.0
2017-01-05,12.0
2017-01-06,12.600000381469727
2017-01-09,14.399999618530273
2017-01-10,10.800000190734863
2017-01-11,13.199999809265137
2017-01-12,12.600000381469727
2017-01-13,11.399999618530273
2017-01-17,12.600000381469727
2017-01-18,12.600000381469727
2017-01-19,12.0
2017-01-20,12.0
2017-01-23,10.199999809265137
2017-01-24,10.800000190734863
2017-01-25,11.399999618530273
2017-01-26,10.800000190734863
2017-01-27,11.399999618530273
2017-01-30,9.600000381469727
2017-01-31,10.800000190734863
2017-02-01,10.199999809265137
2017-02-02,12.0
2017-02-03,10.800000190734863
2017-02-06,9.600000381469727
2017-02-07,9.0
2017-02-08,9.0
2017-02-09,8.399999618530273
2017-02-10,9.600000381469727
2017-02-13,9.0
2017-02-14,10.199999809265137
2017-02-15,11.399999618530273
2017-02-16,13.800000190734863
2017-02-17,13.800000190734863
2017-02-21,16.799999237060547
2017-02-22,19.799999237060547
2017-02-23,15.0
2017-02-24,12.600000381469727
2017-02-27,13.800000190734863
2017-02-28,13.800000190734863
2017-03-01,15.0
2017-03-02,12.0
2017-03-03,13.199999809265137
2017-03-06,12.600000381469727
2017-03-07,12.0
2017-03-08,11.399999618530273
2017-03-09,12.600000381469727
2017-03-10,16.200000762939453
2017-03-13,13.199999809265137
2017-03-14,13.199999809265137
2017-03-15,13.800000190734863
2017-03-16,18.0
2017-03-17,17.399999618530273
2017-03-20,18.0
2017-03-21,18.0
2017-03-22,18.0
2017-03-23,18.0
2017-03-24,16.799999237060547
2017-03-27,16.200000762939453
2017-03-28,16.799999237060547
2017-03-29,18.600000381469727
2017-03-30,24.600000381469727
2017-03-31,22.799999237060547
2017-04-03,26.399999618530273
2017-04-04,27.0
2017-04-05,24.600000381469727
2017-04-06,48.0
2017-04-07,66.0
2017-04-10,79.19999694824219
2017-04-11,85.80000305175781
2017-04-12,78.0
2017-04-13,78.0
2017-04-17,60.599998474121094
2017-04-18,60.0
2017-04-19,56.400001525878906
2017-04-20,54.0
2017-04-21,54.599998474121094
2017-04-24,56.400001525878906
2017-04-25,54.0
2017-04-26,51.0
2017-04-27,53.400001525878906
2017-04-28,50.400001525878906
2017-05-01,57.0
2017-05-02,54.599998474121094
2017-05-03,54.0
2017-05-04,49.79999923706055
2017-05-05,51.599998474121094
2017-05-08,45.0
2017-05-09,48.0
2017-05-10,49.20000076293945
2017-05-11,48.0
2017-05-12,47.400001525878906
2017-05-15,38.400001525878906
2017-05-16,46.20000076293945
2017-05-17,48.0
2017-05-18,47.400001525878906
2017-05-19,42.0
2017-05-22,47.400001525878906
2017-05-23,45.0
2017-05-24,46.79999923706055
2017-05-25,39.599998474121094
2017-05-26,36.0
2017-05-30,47.400001525878906
2017-05-31,47.400001525878906
2017-06-01,42.0
2017-06-02,48.0
2017-06-05,35.400001525878906
2017-06-06,30.600000381469727
2017-06-07,42.0
2017-06-08,42.0
2017-06-09,37.20000076293945
2017-06-12,40.79999923706055
2017-06-13,45.0
2017-06-14,36.599998474121094
2017-06-15,37.79999923706055
2017-06-16,39.0
2017-06-19,31.799999237060547
2017-06-20,36.0
2017-06-21,36.0
2017-06-22,30.600000381469727
2017-06-23,30.0
2017-06-26,33.0
2017-06-27,36.0
2017-06-28,36.0
2017-06-29,34.79999923706055
2017-06-30,34.79999923706055
2017-07-03,30.0
2017-07-05,30.0
2017-07-06,28.200000762939453
2017-07-07,36.0
2017-07-10,34.79999923706055
2017-07-11,33.0
2017-07-12,36.599998474121094
2017-07-13,30.0
2017-07-14,35.400001525878906
2017-07-17,36.0
2017-07-18,36.0
2017-07-19,34.79999923706055
2017-07-20,36.0
2017-07-21,30.600000381469727
2017-07-24,33.0
2017-07-25,30.0
2017-07-26,29.399999618530273
2017-07-27,27.0
2017-07-28,25.799999237060547
2017-07-31,28.200000762939453
2017-08-01,24.0
2017-08-02,24.600000381469727
2017-08-03,24.0
2017-08-04,24.0
2017-08-07,21.0
2017-08-08,18.600000381469727
2017-08-09,21.600000381469727
2017-08-10,21.600000381469727
2017-08-11,18.0
2017-08-14,20.399999618530273
2017-08-15,18.600000381469727
2017-08-16,19.200000762939453
2017-08-17,17.399999618530273
2017-08-18,17.399999618530273
2017-08-21,18.600000381469727
2017-08-22,20.399999618530273
2017-08-23,20.399999618530273
2017-08-24,23.399999618530273
2017-08-25,27.600000381469727
2017-08-28,21.600000381469727
2017-08-29,21.0
2017-08-30,29.399999618530273
2017-08-31,24.0
2017-09-01,28.200000762939453
2017-09-05,31.200000762939453
2017-09-06,25.799999237060547
2017-09-07,22.799999237060547
2017-09-08,24.0
2017-09-11,22.799999237060547
2017-09-12,22.200000762939453
2017-09-13,21.0
2017-09-14,21.0
2017-09-15,22.200000762939453
2017-09-18,18.600000381469727
2017-09-19,18.600000381469727
2017-09-20,19.200000762939453
2017-09-21,19.799999237060547
2017-09-22,18.600000381469727
2017-09-25,18.600000381469727
2017-09-26,18.600000381469727
2017-09-27,18.0
2017-09-28,19.200000762939453
2017-09-29,18.0
2017-10-02,16.799999237060547
2017-10-03,19.799999237060547
2017-10-04,20.399999618530273
2017-10-05,19.200000762939453
2017-10-06,21.600000381469727
2017-10-09,19.200000762939453
2017-10-10,20.399999618530273
2017-10-11,18.0
2017-10-12,18.0
2017-10-13,18.600000381469727
2017-10-16,18.600000381469727
2017-10-17,18.0
2017-10-18,16.799999237060547
2017-10-19,16.200000762939453
2017-10-20,17.399999618530273
2017-10-23,15.0
2017-10-24,13.199999809265137
2017-10-25,16.799999237060547
2017-10-26,15.600000381469727
2017-10-27,18.0
2017-10-30,15.600000381469727
2017-10-31,18.0
2017-11-01,16.200000762939453
2017-11-02,15.600000381469727
2017-11-03,15.600000381469727
2017-11-06,16.200000762939453
2017-11-07,13.800000190734863
2017-11-08,15.600000381469727
2017-11-09,14.399999618530273
2017-11-10,13.800000190734863
2017-11-13,13.800000190734863
2017-11-14,14.399999618530273
2017-11-15,12.0
2017-11-16,13.199999809265137
2017-11-17,11.399999618530273
2017-11-20,11.399999618530273
2017-11-21,11.399999618530273
2017-11-22,12.0
2017-11-24,17.399999618530273
2017-11-27,12.0
2017-11-28,19.200000762939453
2017-11-29,18.0
2017-11-30,17.399999618530273
2017-12-01,17.399999618530273
2017-12-04,19.200000762939453
2017-12-05,16.799999237060547
2017-12-06,15.0
2017-12-07,21.0
2017-12-08,24.0
2017-12-11,39.0
2017-12-12,30.0
2017-12-13,30.0
2017-12-14,25.799999237060547
2017-12-15,28.200000762939453
2017-12-18,29.399999618530273
2017-12-19,28.200000762939453
2017-12-20,25.799999237060547
