,ARLP
2007-08-01,19.844999313354492
2007-08-02,19.125
2007-08-03,18.270000457763672
2007-08-06,17.434999465942383
2007-08-07,17.69499969482422
2007-08-08,17.954999923706055
2007-08-09,16.190000534057617
2007-08-10,16.385000228881836
2007-08-13,16.860000610351562
2007-08-14,16.760000228881836
2007-08-15,16.06999969482422
2007-08-16,15.59000015258789
2007-08-17,16.1299991607666
2007-08-20,16.565000534057617
2007-08-21,16.4950008392334
2007-08-22,17.05500030517578
2007-08-23,16.975000381469727
2007-08-24,17.139999389648438
2007-08-27,16.834999084472656
2007-08-28,16.670000076293945
2007-08-29,16.7450008392334
2007-08-30,16.5049991607666
2007-08-31,16.7549991607666
2007-09-04,16.760000228881836
2007-09-05,16.75
2007-09-06,16.850000381469727
2007-09-07,16.71500015258789
2007-09-10,16.4950008392334
2007-09-11,16.350000381469727
2007-09-12,16.489999771118164
2007-09-13,16.860000610351562
2007-09-14,16.59000015258789
2007-09-17,16.049999237060547
2007-09-18,16.450000762939453
2007-09-19,16.885000228881836
2007-09-20,16.90999984741211
2007-09-21,16.924999237060547
2007-09-24,16.834999084472656
2007-09-25,16.864999771118164
2007-09-26,16.8799991607666
2007-09-27,16.69499969482422
2007-09-28,16.764999389648438
2007-10-01,16.639999389648438
2007-10-02,16.7450008392334
2007-10-03,16.69499969482422
2007-10-04,16.559999465942383
2007-10-05,16.639999389648438
2007-10-08,16.674999237060547
2007-10-09,17.239999771118164
2007-10-10,17.80500030517578
2007-10-11,18.30500030517578
2007-10-12,18.575000762939453
2007-10-15,18.825000762939453
2007-10-16,18.639999389648438
2007-10-17,18.704999923706055
2007-10-18,18.389999389648438
2007-10-19,17.954999923706055
2007-10-22,18.1299991607666
2007-10-23,18.174999237060547
2007-10-24,18.545000076293945
2007-10-25,18.6200008392334
2007-10-26,19.049999237060547
2007-10-29,19.600000381469727
2007-10-30,19.110000610351562
2007-10-31,19.219999313354492
2007-11-01,19.049999237060547
2007-11-02,18.90999984741211
2007-11-05,18.229999542236328
2007-11-06,18.389999389648438
2007-11-07,19.184999465942383
2007-11-08,19.709999084472656
2007-11-09,19.864999771118164
2007-11-12,20.334999084472656
2007-11-13,20.014999389648438
2007-11-14,19.895000457763672
2007-11-15,19.700000762939453
2007-11-16,19.049999237060547
2007-11-19,18.959999084472656
2007-11-20,19.100000381469727
2007-11-21,18.55500030517578
2007-11-23,18.920000076293945
2007-11-26,18.899999618530273
2007-11-27,18.790000915527344
2007-11-28,18.8799991607666
2007-11-29,18.875
2007-11-30,19.020000457763672
2007-12-03,19.010000228881836
2007-12-04,18.864999771118164
2007-12-05,18.844999313354492
2007-12-06,18.885000228881836
2007-12-07,18.540000915527344
2007-12-10,18.674999237060547
2007-12-11,18.565000534057617
2007-12-12,18.594999313354492
2007-12-13,18.100000381469727
2007-12-14,17.834999084472656
2007-12-17,17.684999465942383
2007-12-18,17.454999923706055
2007-12-19,17.549999237060547
2007-12-20,17.219999313354492
2007-12-21,17.424999237060547
2007-12-24,17.579999923706055
2007-12-26,17.885000228881836
2007-12-27,17.53499984741211
2007-12-28,17.469999313354492
2007-12-31,18.135000228881836
2008-01-02,18.309999465942383
2008-01-03,18.399999618530273
2008-01-04,18.469999313354492
2008-01-07,17.924999237060547
2008-01-08,17.934999465942383
2008-01-09,17.594999313354492
2008-01-10,17.790000915527344
2008-01-11,17.520000457763672
2008-01-14,17.600000381469727
2008-01-15,17.6200008392334
2008-01-16,17.31999969482422
2008-01-17,16.670000076293945
2008-01-18,17.010000228881836
2008-01-22,16.96500015258789
2008-01-23,17.225000381469727
2008-01-24,17.229999542236328
2008-01-25,17.415000915527344
2008-01-28,17.920000076293945
2008-01-29,18.065000534057617
2008-01-30,17.670000076293945
2008-01-31,17.68000030517578
2008-02-01,18.584999084472656
2008-02-04,19.309999465942383
2008-02-05,19.110000610351562
2008-02-06,18.06999969482422
2008-02-07,18.6299991607666
2008-02-08,18.670000076293945
2008-02-11,19.704999923706055
2008-02-12,18.959999084472656
2008-02-13,19.600000381469727
2008-02-14,19.924999237060547
2008-02-15,19.329999923706055
2008-02-19,19.725000381469727
2008-02-20,19.700000762939453
2008-02-21,19.809999465942383
2008-02-22,19.4950008392334
2008-02-25,19.684999465942383
2008-02-26,19.295000076293945
2008-02-27,19.389999389648438
2008-02-28,19.46500015258789
2008-02-29,18.975000381469727
2008-03-03,18.975000381469727
2008-03-04,18.584999084472656
2008-03-05,19.084999084472656
2008-03-06,18.985000610351562
2008-03-07,18.959999084472656
2008-03-10,18.364999771118164
2008-03-11,18.424999237060547
2008-03-12,18.3700008392334
2008-03-13,18.2549991607666
2008-03-14,17.704999923706055
2008-03-17,17.375
2008-03-18,17.450000762939453
2008-03-19,17.334999084472656
2008-03-20,17.354999542236328
2008-03-24,17.290000915527344
2008-03-25,17.594999313354492
2008-03-26,17.885000228881836
2008-03-27,17.454999923706055
2008-03-28,17.420000076293945
2008-03-31,17.5
2008-04-01,17.424999237060547
2008-04-02,17.459999084472656
2008-04-03,17.625
2008-04-04,18.239999771118164
2008-04-07,18.809999465942383
2008-04-08,18.44499969482422
2008-04-09,18.575000762939453
2008-04-10,18.69499969482422
2008-04-11,18.30500030517578
2008-04-14,18.485000610351562
2008-04-15,19.295000076293945
2008-04-16,20.0
2008-04-17,19.530000686645508
2008-04-18,19.53499984741211
2008-04-21,19.799999237060547
2008-04-22,19.844999313354492
2008-04-23,19.6200008392334
2008-04-24,19.3799991607666
2008-04-25,19.905000686645508
2008-04-28,20.8700008392334
2008-04-29,20.780000686645508
2008-04-30,20.735000610351562
2008-05-01,20.65999984741211
2008-05-02,20.864999771118164
2008-05-05,21.795000076293945
2008-05-06,22.125
2008-05-07,22.375
2008-05-08,22.315000534057617
2008-05-09,22.479999542236328
2008-05-12,22.475000381469727
2008-05-13,22.25
2008-05-14,22.165000915527344
2008-05-15,22.799999237060547
2008-05-16,23.309999465942383
2008-05-19,23.924999237060547
2008-05-20,23.844999313354492
2008-05-21,23.625
2008-05-22,23.549999237060547
2008-05-23,22.4950008392334
2008-05-27,22.645000457763672
2008-05-28,22.524999618530273
2008-05-29,22.350000381469727
2008-05-30,22.8799991607666
2008-06-02,24.450000762939453
2008-06-03,24.25
2008-06-04,23.864999771118164
2008-06-05,24.489999771118164
2008-06-06,24.489999771118164
2008-06-09,24.614999771118164
2008-06-10,24.475000381469727
2008-06-11,25.0
2008-06-12,26.184999465942383
2008-06-13,27.329999923706055
2008-06-16,26.684999465942383
2008-06-17,26.899999618530273
2008-06-18,27.485000610351562
2008-06-19,27.4950008392334
2008-06-20,27.639999389648438
2008-06-23,28.299999237060547
2008-06-24,28.280000686645508
2008-06-25,27.040000915527344
2008-06-26,27.354999542236328
2008-06-27,27.75
2008-06-30,27.84000015258789
2008-07-01,27.559999465942383
2008-07-02,25.424999237060547
2008-07-03,24.825000762939453
2008-07-07,24.809999465942383
2008-07-08,23.69499969482422
2008-07-09,24.559999465942383
2008-07-10,25.520000457763672
2008-07-11,25.68000030517578
2008-07-14,26.0
2008-07-15,25.145000457763672
2008-07-16,24.420000076293945
2008-07-17,23.190000534057617
2008-07-18,22.6299991607666
2008-07-21,23.55500030517578
2008-07-22,22.950000762939453
2008-07-23,22.174999237060547
2008-07-24,22.260000228881836
2008-07-25,22.190000534057617
2008-07-28,22.655000686645508
2008-07-29,23.174999237060547
2008-07-30,24.3799991607666
2008-07-31,24.084999084472656
2008-08-01,24.344999313354492
2008-08-04,23.3799991607666
2008-08-05,22.545000076293945
2008-08-06,23.190000534057617
2008-08-07,23.0049991607666
2008-08-08,22.915000915527344
2008-08-11,22.2549991607666
2008-08-12,22.235000610351562
2008-08-13,23.040000915527344
2008-08-14,22.899999618530273
2008-08-15,22.545000076293945
2008-08-18,22.139999389648438
2008-08-19,22.825000762939453
2008-08-20,23.725000381469727
2008-08-21,24.225000381469727
2008-08-22,23.489999771118164
2008-08-25,23.399999618530273
2008-08-26,23.15999984741211
2008-08-27,22.969999313354492
2008-08-28,23.204999923706055
2008-08-29,23.315000534057617
2008-09-02,22.65999984741211
2008-09-03,21.075000762939453
2008-09-04,20.040000915527344
2008-09-05,20.100000381469727
2008-09-08,19.15999984741211
2008-09-09,17.479999542236328
2008-09-10,18.079999923706055
2008-09-11,17.875
2008-09-12,18.850000381469727
2008-09-15,17.440000534057617
2008-09-16,17.204999923706055
2008-09-17,16.2549991607666
2008-09-18,16.78499984741211
2008-09-19,17.479999542236328
2008-09-22,17.924999237060547
2008-09-23,17.06999969482422
2008-09-24,16.7549991607666
2008-09-25,16.684999465942383
2008-09-26,16.2450008392334
2008-09-29,14.760000228881836
2008-09-30,15.760000228881836
2008-10-01,16.0
2008-10-02,14.864999771118164
2008-10-03,14.539999961853027
2008-10-06,12.885000228881836
2008-10-07,12.3100004196167
2008-10-08,12.595000267028809
2008-10-09,12.515000343322754
2008-10-10,12.25
2008-10-13,15.0
2008-10-14,14.734999656677246
2008-10-15,14.40999984741211
2008-10-16,14.510000228881836
2008-10-17,15.1899995803833
2008-10-20,16.260000228881836
2008-10-21,15.710000038146973
2008-10-22,14.649999618530273
2008-10-23,14.854999542236328
2008-10-24,14.555000305175781
2008-10-27,14.029999732971191
2008-10-28,14.354999542236328
2008-10-29,14.765000343322754
2008-10-30,15.375
2008-10-31,16.0
2008-11-03,16.635000228881836
2008-11-04,16.799999237060547
2008-11-05,15.994999885559082
2008-11-06,14.675000190734863
2008-11-07,14.975000381469727
2008-11-10,14.880000114440918
2008-11-11,14.375
2008-11-12,13.425000190734863
2008-11-13,14.454999923706055
2008-11-14,13.600000381469727
2008-11-17,13.289999961853027
2008-11-18,12.914999961853027
2008-11-19,12.024999618530273
2008-11-20,9.829999923706055
2008-11-21,9.550000190734863
2008-11-24,11.239999771118164
2008-11-25,11.5
2008-11-26,12.619999885559082
2008-11-28,13.244999885559082
2008-12-01,11.90999984741211
2008-12-02,11.475000381469727
2008-12-03,11.8100004196167
2008-12-04,11.84000015258789
2008-12-05,11.71500015258789
2008-12-08,12.494999885559082
2008-12-09,12.824999809265137
2008-12-10,13.664999961853027
2008-12-11,13.300000190734863
2008-12-12,12.899999618530273
2008-12-15,13.050000190734863
2008-12-16,13.600000381469727
2008-12-17,13.800000190734863
2008-12-18,13.194999694824219
2008-12-19,13.399999618530273
2008-12-22,13.354999542236328
2008-12-23,12.9399995803833
2008-12-24,12.364999771118164
2008-12-26,12.699999809265137
2008-12-29,12.859999656677246
2008-12-30,13.085000038146973
2008-12-31,13.4399995803833
2009-01-02,14.274999618530273
2009-01-05,14.739999771118164
2009-01-06,15.420000076293945
2009-01-07,14.604999542236328
2009-01-08,14.880000114440918
2009-01-09,14.734999656677246
2009-01-12,14.454999923706055
2009-01-13,15.324999809265137
2009-01-14,14.829999923706055
2009-01-15,14.8149995803833
2009-01-16,15.1899995803833
2009-01-20,14.71500015258789
2009-01-21,15.289999961853027
2009-01-22,16.059999465942383
2009-01-23,16.584999084472656
2009-01-26,16.5
2009-01-27,16.684999465942383
2009-01-28,15.40999984741211
2009-01-29,14.925000190734863
2009-01-30,15.279999732971191
2009-02-02,15.649999618530273
2009-02-03,16.079999923706055
2009-02-04,15.520000457763672
2009-02-05,15.880000114440918
2009-02-06,16.19499969482422
2009-02-09,16.209999084472656
2009-02-10,15.71500015258789
2009-02-11,15.765000343322754
2009-02-12,15.739999771118164
2009-02-13,15.899999618530273
2009-02-17,15.204999923706055
2009-02-18,14.149999618530273
2009-02-19,13.5600004196167
2009-02-20,13.045000076293945
2009-02-23,12.239999771118164
2009-02-24,12.675000190734863
2009-02-25,12.640000343322754
2009-02-26,12.920000076293945
2009-02-27,13.234999656677246
2009-03-02,12.350000381469727
2009-03-03,12.319999694824219
2009-03-04,12.779999732971191
2009-03-05,12.46500015258789
2009-03-06,12.375
2009-03-09,12.524999618530273
2009-03-10,12.9350004196167
2009-03-11,13.140000343322754
2009-03-12,13.585000038146973
2009-03-13,13.779999732971191
2009-03-16,13.920000076293945
2009-03-17,14.119999885559082
2009-03-18,14.625
2009-03-19,15.28499984741211
2009-03-20,14.635000228881836
2009-03-23,15.475000381469727
2009-03-24,15.279999732971191
2009-03-25,15.425000190734863
2009-03-26,15.720000267028809
2009-03-27,14.904999732971191
2009-03-30,14.4350004196167
2009-03-31,14.550000190734863
2009-04-01,14.65999984741211
2009-04-02,15.295000076293945
2009-04-03,15.670000076293945
2009-04-06,15.039999961853027
2009-04-07,14.819999694824219
2009-04-08,15.074999809265137
2009-04-09,15.430000305175781
2009-04-13,15.569999694824219
2009-04-14,15.380000114440918
2009-04-15,15.4399995803833
2009-04-16,15.265000343322754
2009-04-17,15.5649995803833
2009-04-20,15.739999771118164
2009-04-21,15.914999961853027
2009-04-22,15.819999694824219
2009-04-23,15.970000267028809
2009-04-24,15.960000038146973
2009-04-27,16.56999969482422
2009-04-28,16.395000457763672
2009-04-29,16.834999084472656
2009-04-30,16.44499969482422
2009-05-01,17.204999923706055
2009-05-04,18.295000076293945
2009-05-05,18.674999237060547
2009-05-06,18.065000534057617
2009-05-07,17.395000457763672
2009-05-08,17.895000457763672
2009-05-11,17.764999389648438
2009-05-12,18.149999618530273
2009-05-13,17.649999618530273
2009-05-14,17.93000030517578
2009-05-15,17.56999969482422
2009-05-18,18.489999771118164
2009-05-19,18.3799991607666
2009-05-20,18.690000534057617
2009-05-21,17.8700008392334
2009-05-22,17.825000762939453
2009-05-26,17.825000762939453
2009-05-27,18.239999771118164
2009-05-28,18.815000534057617
2009-05-29,19.030000686645508
2009-06-01,19.520000457763672
2009-06-02,19.989999771118164
2009-06-03,18.2450008392334
2009-06-04,19.59000015258789
2009-06-05,19.155000686645508
2009-06-08,19.059999465942383
2009-06-09,19.565000534057617
2009-06-10,19.270000457763672
2009-06-11,19.30500030517578
2009-06-12,19.0
2009-06-15,17.959999084472656
2009-06-16,17.350000381469727
2009-06-17,17.19499969482422
2009-06-18,17.139999389648438
2009-06-19,17.15999984741211
2009-06-22,15.850000381469727
2009-06-23,16.040000915527344
2009-06-24,15.654999732971191
2009-06-25,15.9399995803833
2009-06-26,16.020000457763672
2009-06-29,16.084999084472656
2009-06-30,16.25
2009-07-01,16.655000686645508
2009-07-02,16.399999618530273
2009-07-06,15.904999732971191
2009-07-07,15.635000228881836
2009-07-08,15.574999809265137
2009-07-09,15.895000457763672
2009-07-10,16.350000381469727
2009-07-13,16.690000534057617
2009-07-14,16.729999542236328
2009-07-15,17.3700008392334
2009-07-16,17.860000610351562
2009-07-17,17.75
2009-07-20,18.3799991607666
2009-07-21,18.155000686645508
2009-07-22,18.295000076293945
2009-07-23,18.3799991607666
2009-07-24,18.719999313354492
2009-07-27,18.829999923706055
2009-07-28,17.649999618530273
2009-07-29,17.5
2009-07-30,17.475000381469727
2009-07-31,17.760000228881836
2009-08-03,18.295000076293945
2009-08-04,18.334999084472656
2009-08-05,17.969999313354492
2009-08-06,17.864999771118164
2009-08-07,18.0
2009-08-10,18.084999084472656
2009-08-11,17.924999237060547
2009-08-12,17.530000686645508
2009-08-13,17.9950008392334
2009-08-14,17.674999237060547
2009-08-17,16.790000915527344
2009-08-18,16.920000076293945
2009-08-19,16.864999771118164
2009-08-20,16.975000381469727
2009-08-21,17.399999618530273
2009-08-24,17.3799991607666
2009-08-25,17.155000686645508
2009-08-26,16.950000762939453
2009-08-27,16.799999237060547
2009-08-28,16.719999313354492
2009-08-31,16.549999237060547
2009-09-01,16.344999313354492
2009-09-02,16.18000030517578
2009-09-03,16.354999542236328
2009-09-04,16.315000534057617
2009-09-08,16.780000686645508
2009-09-09,16.954999923706055
2009-09-10,16.729999542236328
2009-09-11,17.065000534057617
2009-09-14,17.5
2009-09-15,17.600000381469727
2009-09-16,18.184999465942383
2009-09-17,18.200000762939453
2009-09-18,18.5
2009-09-21,18.09000015258789
2009-09-22,18.485000610351562
2009-09-23,18.020000457763672
2009-09-24,17.9950008392334
2009-09-25,17.844999313354492
2009-09-28,18.15999984741211
2009-09-29,18.350000381469727
2009-09-30,18.1299991607666
2009-10-01,17.684999465942383
2009-10-02,17.385000228881836
2009-10-05,17.7549991607666
2009-10-06,18.190000534057617
2009-10-07,18.360000610351562
2009-10-08,18.75
2009-10-09,18.780000686645508
2009-10-12,18.9950008392334
2009-10-13,19.184999465942383
2009-10-14,19.209999084472656
2009-10-15,19.350000381469727
2009-10-16,19.424999237060547
2009-10-19,19.684999465942383
2009-10-20,19.59000015258789
2009-10-21,19.56999969482422
2009-10-22,19.6200008392334
2009-10-23,19.354999542236328
2009-10-26,19.010000228881836
2009-10-27,18.940000534057617
2009-10-28,18.260000228881836
2009-10-29,19.020000457763672
2009-10-30,18.729999542236328
2009-11-02,18.8700008392334
2009-11-03,19.094999313354492
2009-11-04,18.795000076293945
2009-11-05,18.885000228881836
2009-11-06,18.959999084472656
2009-11-09,19.155000686645508
2009-11-10,19.1200008392334
2009-11-11,19.19499969482422
2009-11-12,19.200000762939453
2009-11-13,19.2450008392334
2009-11-16,19.3799991607666
2009-11-17,19.7450008392334
2009-11-18,19.625
2009-11-19,19.434999465942383
2009-11-20,19.475000381469727
2009-11-23,19.424999237060547
2009-11-24,19.420000076293945
2009-11-25,19.7450008392334
2009-11-27,19.645000457763672
2009-11-30,19.53499984741211
2009-12-01,19.53499984741211
2009-12-02,19.520000457763672
2009-12-03,19.399999618530273
2009-12-04,19.34000015258789
2009-12-07,19.46500015258789
2009-12-08,19.375
2009-12-09,19.469999313354492
2009-12-10,19.559999465942383
2009-12-11,19.895000457763672
2009-12-14,20.950000762939453
2009-12-15,21.145000457763672
2009-12-16,21.024999618530273
2009-12-17,20.96500015258789
2009-12-18,20.610000610351562
2009-12-21,21.594999313354492
2009-12-22,21.80500030517578
2009-12-23,21.7450008392334
2009-12-24,22.075000762939453
2009-12-28,22.46500015258789
2009-12-29,22.100000381469727
2009-12-30,21.989999771118164
2009-12-31,21.684999465942383
2010-01-04,22.489999771118164
2010-01-05,22.604999542236328
2010-01-06,22.31999969482422
2010-01-07,22.065000534057617
2010-01-08,22.280000686645508
2010-01-11,21.940000534057617
2010-01-12,21.69499969482422
2010-01-13,21.6200008392334
2010-01-14,21.55500030517578
2010-01-15,21.344999313354492
2010-01-19,22.15999984741211
2010-01-20,22.2450008392334
2010-01-21,21.5049991607666
2010-01-22,20.610000610351562
2010-01-25,20.65999984741211
2010-01-26,20.71500015258789
2010-01-27,20.649999618530273
2010-01-28,21.014999389648438
2010-01-29,19.790000915527344
2010-02-01,20.885000228881836
2010-02-02,21.049999237060547
2010-02-03,20.7450008392334
2010-02-04,19.739999771118164
2010-02-05,19.545000076293945
2010-02-08,19.084999084472656
2010-02-09,19.44499969482422
2010-02-10,19.360000610351562
2010-02-11,19.825000762939453
2010-02-12,20.049999237060547
2010-02-16,20.44499969482422
2010-02-17,20.56999969482422
2010-02-18,20.93000030517578
2010-02-19,21.0049991607666
2010-02-22,21.15999984741211
2010-02-23,20.565000534057617
2010-02-24,20.3799991607666
2010-02-25,20.4950008392334
2010-02-26,20.7549991607666
2010-03-01,21.2450008392334
2010-03-02,21.385000228881836
2010-03-03,21.5
2010-03-04,21.21500015258789
2010-03-05,21.7450008392334
2010-03-08,21.399999618530273
2010-03-09,21.44499969482422
2010-03-10,21.829999923706055
2010-03-11,22.020000457763672
2010-03-12,21.979999542236328
2010-03-15,21.81999969482422
2010-03-16,21.790000915527344
2010-03-17,21.8700008392334
2010-03-18,21.774999618530273
2010-03-19,21.219999313354492
2010-03-22,20.809999465942383
2010-03-23,21.059999465942383
2010-03-24,20.854999542236328
2010-03-25,20.614999771118164
2010-03-26,20.420000076293945
2010-03-29,20.690000534057617
2010-03-30,20.81999969482422
2010-03-31,20.954999923706055
2010-04-01,21.415000915527344
2010-04-05,21.969999313354492
2010-04-06,22.110000610351562
2010-04-07,22.200000762939453
2010-04-08,22.415000915527344
2010-04-09,22.809999465942383
2010-04-12,22.75
2010-04-13,23.075000762939453
2010-04-14,23.030000686645508
2010-04-15,23.3700008392334
2010-04-16,22.600000381469727
2010-04-19,23.09000015258789
2010-04-20,23.395000457763672
2010-04-21,23.31999969482422
2010-04-22,23.424999237060547
2010-04-23,23.885000228881836
2010-04-26,24.93000030517578
2010-04-27,25.264999389648438
2010-04-28,25.584999084472656
2010-04-29,24.104999542236328
2010-04-30,24.184999465942383
2010-05-03,24.670000076293945
2010-05-04,23.969999313354492
2010-05-05,22.549999237060547
2010-05-06,21.69499969482422
2010-05-07,21.78499984741211
2010-05-10,23.315000534057617
2010-05-11,23.114999771118164
2010-05-12,24.024999618530273
2010-05-13,23.15999984741211
2010-05-14,22.454999923706055
2010-05-17,21.829999923706055
2010-05-18,21.354999542236328
2010-05-19,20.6200008392334
2010-05-20,19.889999389648438
2010-05-21,21.0049991607666
2010-05-24,21.260000228881836
2010-05-25,21.225000381469727
2010-05-26,21.915000915527344
2010-05-27,22.94499969482422
2010-05-28,22.725000381469727
2010-06-01,21.674999237060547
2010-06-02,22.395000457763672
2010-06-03,22.950000762939453
2010-06-04,22.18000030517578
2010-06-07,21.850000381469727
2010-06-08,22.100000381469727
2010-06-09,22.309999465942383
2010-06-10,23.170000076293945
2010-06-11,23.34000015258789
2010-06-14,23.4950008392334
2010-06-15,23.690000534057617
2010-06-16,23.729999542236328
2010-06-17,23.44499969482422
2010-06-18,23.540000915527344
2010-06-21,23.5049991607666
2010-06-22,23.290000915527344
2010-06-23,23.219999313354492
2010-06-24,23.489999771118164
2010-06-25,23.559999465942383
2010-06-28,23.7549991607666
2010-06-29,22.989999771118164
2010-06-30,22.485000610351562
2010-07-01,22.190000534057617
2010-07-02,22.399999618530273
2010-07-06,22.760000228881836
2010-07-07,23.56999969482422
2010-07-08,23.6200008392334
2010-07-09,23.690000534057617
2010-07-12,23.604999542236328
2010-07-13,24.100000381469727
2010-07-14,24.084999084472656
2010-07-15,24.15999984741211
2010-07-16,24.03499984741211
2010-07-19,24.059999465942383
2010-07-20,24.274999618530273
2010-07-21,24.450000762939453
2010-07-22,24.520000457763672
2010-07-23,23.684999465942383
2010-07-26,24.780000686645508
2010-07-27,24.344999313354492
2010-07-28,24.899999618530273
2010-07-29,25.489999771118164
2010-07-30,26.114999771118164
2010-08-02,26.3799991607666
2010-08-03,26.28499984741211
2010-08-04,26.184999465942383
2010-08-05,26.079999923706055
2010-08-06,25.920000076293945
2010-08-09,26.059999465942383
2010-08-10,25.770000457763672
2010-08-11,24.90999984741211
2010-08-12,24.55500030517578
2010-08-13,25.125
2010-08-16,26.299999237060547
2010-08-17,26.315000534057617
2010-08-18,26.454999923706055
2010-08-19,26.524999618530273
2010-08-20,26.75
2010-08-23,27.344999313354492
2010-08-24,27.174999237060547
2010-08-25,26.934999465942383
2010-08-26,27.040000915527344
2010-08-27,27.610000610351562
2010-08-30,27.079999923706055
2010-08-31,27.03499984741211
2010-09-01,28.114999771118164
2010-09-02,27.954999923706055
2010-09-03,27.309999465942383
2010-09-07,27.790000915527344
2010-09-08,27.979999542236328
2010-09-09,28.139999389648438
2010-09-10,28.520000457763672
2010-09-13,29.364999771118164
2010-09-14,28.895000457763672
2010-09-15,28.875
2010-09-16,28.959999084472656
2010-09-17,29.7549991607666
2010-09-20,30.094999313354492
2010-09-21,29.2549991607666
2010-09-22,29.65999984741211
2010-09-23,29.7450008392334
2010-09-24,30.094999313354492
2010-09-27,30.344999313354492
2010-09-28,29.854999542236328
2010-09-29,29.125
2010-09-30,29.170000076293945
2010-10-01,29.299999237060547
2010-10-04,29.264999389648438
2010-10-05,29.875
2010-10-06,30.084999084472656
2010-10-07,30.549999237060547
2010-10-08,30.989999771118164
2010-10-11,30.809999465942383
2010-10-12,30.799999237060547
2010-10-13,30.75
2010-10-14,30.43000030517578
2010-10-15,30.235000610351562
2010-10-18,30.5
2010-10-19,30.360000610351562
2010-10-20,30.59000015258789
2010-10-21,30.225000381469727
2010-10-22,30.225000381469727
2010-10-25,30.479999542236328
2010-10-26,30.4950008392334
2010-10-27,29.725000381469727
2010-10-28,29.329999923706055
2010-10-29,29.420000076293945
2010-11-01,29.725000381469727
2010-11-02,29.80500030517578
2010-11-03,29.655000686645508
2010-11-04,30.204999923706055
2010-11-05,29.985000610351562
2010-11-08,29.915000915527344
2010-11-09,30.204999923706055
2010-11-10,30.06999969482422
2010-11-11,30.579999923706055
2010-11-12,30.264999389648438
2010-11-15,30.600000381469727
2010-11-16,30.075000762939453
2010-11-17,30.0049991607666
2010-11-18,30.4950008392334
2010-11-19,30.415000915527344
2010-11-22,30.614999771118164
2010-11-23,30.229999542236328
2010-11-24,30.125
2010-11-26,30.69499969482422
2010-11-29,30.540000915527344
2010-11-30,31.0
2010-12-01,31.704999923706055
2010-12-02,32.314998626708984
2010-12-03,32.244998931884766
2010-12-06,31.84000015258789
2010-12-07,32.255001068115234
2010-12-08,31.7549991607666
2010-12-09,31.875
2010-12-10,31.959999084472656
2010-12-13,32.17499923706055
2010-12-14,31.950000762939453
2010-12-15,31.600000381469727
2010-12-16,31.94499969482422
2010-12-17,31.594999313354492
2010-12-20,32.07500076293945
2010-12-21,32.369998931884766
2010-12-22,32.29499816894531
2010-12-23,32.125
2010-12-27,32.18000030517578
2010-12-28,32.33000183105469
2010-12-29,32.63999938964844
2010-12-30,32.599998474121094
2010-12-31,32.880001068115234
2011-01-03,33.92499923706055
2011-01-04,33.415000915527344
2011-01-05,33.619998931884766
2011-01-06,34.39500045776367
2011-01-07,34.415000915527344
2011-01-10,34.625
2011-01-11,35.16999816894531
2011-01-12,35.185001373291016
2011-01-13,35.150001525878906
2011-01-14,35.189998626708984
2011-01-18,34.59000015258789
2011-01-19,33.63999938964844
2011-01-20,32.2400016784668
2011-01-21,32.47999954223633
2011-01-24,34.01499938964844
2011-01-25,33.400001525878906
2011-01-26,33.95500183105469
2011-01-27,34.06999969482422
2011-01-28,34.22999954223633
2011-01-31,35.125
2011-02-01,35.845001220703125
2011-02-02,35.70500183105469
2011-02-03,35.494998931884766
2011-02-04,35.55500030517578
2011-02-07,35.380001068115234
2011-02-08,36.06999969482422
2011-02-09,35.814998626708984
2011-02-10,36.09000015258789
2011-02-11,36.39500045776367
2011-02-14,37.79999923706055
2011-02-15,37.4900016784668
2011-02-16,37.88999938964844
2011-02-17,37.540000915527344
2011-02-18,37.68000030517578
2011-02-22,36.84000015258789
2011-02-23,36.88999938964844
2011-02-24,37.60499954223633
2011-02-25,38.20000076293945
2011-02-28,38.619998931884766
2011-03-01,38.369998931884766
2011-03-02,38.494998931884766
2011-03-03,38.6150016784668
2011-03-04,38.58000183105469
2011-03-07,38.58000183105469
2011-03-08,38.54999923706055
2011-03-09,37.724998474121094
2011-03-10,36.05500030517578
2011-03-11,36.64500045776367
2011-03-14,38.16999816894531
2011-03-15,37.54999923706055
2011-03-16,38.334999084472656
2011-03-17,40.53499984741211
2011-03-18,39.84000015258789
2011-03-21,41.400001525878906
2011-03-22,41.375
2011-03-23,40.79999923706055
2011-03-24,40.935001373291016
2011-03-25,41.04499816894531
2011-03-28,41.625
2011-03-29,40.380001068115234
2011-03-30,40.66999816894531
2011-03-31,40.71500015258789
2011-04-01,40.845001220703125
2011-04-04,41.32500076293945
2011-04-05,41.01499938964844
2011-04-06,40.75
2011-04-07,40.5099983215332
2011-04-08,40.53499984741211
2011-04-11,39.474998474121094
2011-04-12,38.709999084472656
2011-04-13,39.150001525878906
2011-04-14,37.43000030517578
2011-04-15,37.6150016784668
2011-04-18,37.040000915527344
2011-04-19,36.73500061035156
2011-04-20,37.505001068115234
2011-04-21,38.2400016784668
2011-04-25,37.474998474121094
2011-04-26,37.97999954223633
2011-04-27,39.03499984741211
2011-04-28,39.70500183105469
2011-04-29,41.18000030517578
2011-05-02,40.290000915527344
2011-05-03,38.63999938964844
