,BLCN
2019-09-30,23.045000076293945
2019-10-01,22.770000457763672
2019-10-02,22.530000686645508
2019-10-03,22.72100067138672
2019-10-04,22.90399932861328
2019-10-07,22.96299934387207
2019-10-08,22.698999404907227
2019-10-09,22.75
2019-10-10,22.899999618530273
2019-10-11,23.450000762939453
2019-10-14,23.31999969482422
2019-10-15,23.649999618530273
2019-10-16,23.649999618530273
2019-10-17,23.59000015258789
2019-10-18,23.461000442504883
2019-10-21,23.75
2019-10-22,23.51300048828125
2019-10-23,23.55500030517578
2019-10-24,23.700000762939453
2019-10-25,23.950000762939453
2019-10-28,24.09000015258789
2019-10-29,24.075000762939453
2019-10-30,24.020999908447266
2019-10-31,23.881999969482422
2019-11-01,24.100000381469727
2019-11-04,24.350000381469727
2019-11-05,24.299999237060547
2019-11-06,24.23200035095215
2019-11-07,24.520000457763672
2019-11-08,24.459999084472656
2019-11-11,24.326000213623047
2019-11-12,24.469999313354492
2019-11-13,24.450000762939453
2019-11-14,24.3700008392334
2019-11-15,24.420000076293945
2019-11-18,24.459999084472656
2019-11-19,24.6299991607666
2019-11-20,24.43000030517578
2019-11-21,24.459999084472656
2019-11-22,24.6200008392334
2019-11-25,24.763999938964844
2019-11-26,24.799999237060547
2019-11-27,24.850000381469727
2019-11-29,24.84000015258789
2019-12-02,24.639999389648438
2019-12-03,24.459999084472656
2019-12-04,24.639999389648438
2019-12-05,24.649999618530273
2019-12-06,24.850000381469727
2019-12-09,24.860000610351562
2019-12-10,24.899999618530273
2019-12-11,24.924999237060547
2019-12-12,25.329999923706055
2019-12-13,25.399999618530273
2019-12-16,25.649999618530273
2019-12-17,25.559999465942383
2019-12-18,25.639999389648438
2019-12-19,25.624000549316406
2019-12-20,25.799999237060547
2019-12-23,25.687000274658203
2019-12-24,25.68000030517578
2019-12-26,25.739999771118164
2019-12-27,25.854000091552734
2019-12-30,25.613000869750977
2019-12-31,25.577999114990234
2020-01-02,26.149999618530273
2020-01-03,25.976999282836914
2020-01-06,25.889999389648438
2020-01-07,26.1299991607666
2020-01-08,26.264999389648438
2020-01-09,26.464000701904297
2020-01-10,26.459999084472656
2020-01-13,26.604999542236328
2020-01-14,26.6299991607666
2020-01-15,26.597000122070312
2020-01-16,26.774999618530273
2020-01-17,26.950000762939453
2020-01-21,26.604999542236328
2020-01-22,26.781999588012695
2020-01-23,26.649999618530273
2020-01-24,26.469999313354492
2020-01-27,26.0
2020-01-28,26.170000076293945
2020-01-29,26.1200008392334
2020-01-30,26.059999465942383
2020-01-31,25.65999984741211
2020-02-03,25.934999465942383
2020-02-04,26.51799964904785
2020-02-05,26.65999984741211
2020-02-06,26.889999389648438
2020-02-07,26.729000091552734
2020-02-10,27.0
2020-02-11,26.97599983215332
2020-02-12,27.299999237060547
2020-02-13,27.219999313354492
2020-02-14,27.110000610351562
2020-02-18,27.0
2020-02-19,27.28499984741211
2020-02-20,27.0
2020-02-21,26.65999984741211
2020-02-24,25.799999237060547
2020-02-25,25.094999313354492
2020-02-26,25.280000686645508
2020-02-27,24.850000381469727
2020-02-28,24.06999969482422
2020-03-02,25.209999084472656
2020-03-03,24.729999542236328
2020-03-04,25.290000915527344
2020-03-05,24.73900032043457
2020-03-06,24.469999313354492
2020-03-09,22.520000457763672
2020-03-10,23.360000610351562
2020-03-11,22.219999313354492
2020-03-12,20.450000762939453
2020-03-13,21.059999465942383
2020-03-16,19.229999542236328
2020-03-17,19.8799991607666
2020-03-18,18.999000549316406
2020-03-19,19.89900016784668
2020-03-20,19.010000228881836
2020-03-23,18.93899917602539
2020-03-24,20.860000610351562
2020-03-25,21.0
2020-03-26,21.979999542236328
2020-03-27,21.309999465942383
2020-03-30,21.799999237060547
2020-03-31,21.360000610351562
2020-04-01,20.441999435424805
2020-04-02,21.06999969482422
2020-04-03,20.292999267578125
2020-04-06,21.989999771118164
2020-04-07,21.940000534057617
2020-04-08,22.530000686645508
2020-04-09,22.71500015258789
2020-04-13,22.94700050354004
2020-04-14,23.3799991607666
2020-04-15,22.8700008392334
2020-04-16,23.072999954223633
2020-04-17,23.332000732421875
2020-04-20,23.336999893188477
2020-04-21,22.75
2020-04-22,23.0
2020-04-23,23.06399917602539
2020-04-24,23.229999542236328
2020-04-27,23.68199920654297
2020-04-28,23.989999771118164
2020-04-29,24.583999633789062
2020-04-30,24.274999618530273
2020-05-01,23.5
2020-05-04,23.579999923706055
2020-05-05,24.0
2020-05-06,24.290000915527344
2020-05-07,24.649999618530273
2020-05-08,25.094999313354492
2020-05-11,25.229999542236328
2020-05-12,25.173999786376953
2020-05-13,24.709999084472656
2020-05-14,24.81999969482422
2020-05-15,24.850000381469727
2020-05-18,25.700000762939453
2020-05-19,25.649999618530273
2020-05-20,26.100000381469727
2020-05-21,25.65999984741211
2020-05-22,25.459999084472656
2020-05-26,26.020000457763672
2020-05-27,26.059999465942383
2020-05-28,26.09000015258789
2020-05-29,26.450000762939453
2020-06-01,26.68000030517578
2020-06-02,27.270000457763672
2020-06-03,27.739999771118164
2020-06-04,27.739999771118164
2020-06-05,28.18000030517578
2020-06-08,28.290000915527344
2020-06-09,28.299999237060547
2020-06-10,28.28499984741211
2020-06-11,26.5
2020-06-12,26.950000762939453
2020-06-15,27.295000076293945
2020-06-16,27.860000610351562
2020-06-17,27.94499969482422
2020-06-18,27.881999969482422
2020-06-19,27.84000015258789
2020-06-22,28.270999908447266
2020-06-23,28.489999771118164
2020-06-24,28.0
2020-06-25,28.110000610351562
2020-06-26,28.100000381469727
2020-06-29,28.06800079345703
2020-06-30,28.299999237060547
2020-07-01,28.709999084472656
2020-07-02,29.1299991607666
2020-07-06,30.347000122070312
2020-07-07,30.510000228881836
2020-07-08,30.700000762939453
2020-07-09,31.0
2020-07-10,31.459999084472656
2020-07-13,30.209999084472656
2020-07-14,30.700000762939453
2020-07-15,31.149999618530273
2020-07-16,30.889999389648438
2020-07-17,31.1200008392334
2020-07-20,31.917999267578125
2020-07-21,32.04999923706055
2020-07-22,31.940000534057617
2020-07-23,31.760000228881836
2020-07-24,31.513999938964844
2020-07-27,32.290000915527344
2020-07-28,31.83099937438965
2020-07-29,32.619998931884766
2020-07-30,33.36000061035156
2020-07-31,32.959999084472656
2020-08-03,34.040000915527344
2020-08-04,34.220001220703125
2020-08-05,35.310001373291016
2020-08-06,35.334999084472656
2020-08-07,35.41999816894531
2020-08-10,34.58000183105469
2020-08-11,34.4900016784668
2020-08-12,34.66999816894531
2020-08-13,34.82500076293945
2020-08-14,34.650001525878906
2020-08-17,36.4900016784668
2020-08-18,36.45000076293945
2020-08-19,36.869998931884766
2020-08-20,36.970001220703125
2020-08-21,36.816001892089844
2020-08-24,36.84000015258789
2020-08-25,36.970001220703125
2020-08-26,36.8849983215332
2020-08-27,36.04999923706055
2020-08-28,36.459999084472656
2020-08-31,35.720001220703125
2020-09-01,36.279998779296875
2020-09-02,36.22999954223633
2020-09-03,34.84000015258789
2020-09-04,34.209999084472656
2020-09-08,33.16999816894531
2020-09-09,33.95000076293945
2020-09-10,33.84000015258789
2020-09-11,33.470001220703125
2020-09-14,34.47999954223633
2020-09-15,34.630001068115234
2020-09-16,34.45000076293945
2020-09-17,34.040000915527344
2020-09-18,34.130001068115234
2020-09-21,33.72999954223633
2020-09-22,34.29999923706055
2020-09-23,33.290000915527344
2020-09-24,33.54999923706055
2020-09-25,33.630001068115234
2020-09-28,34.189998626708984
2020-09-29,34.08000183105469
2020-09-30,34.18299865722656
2020-10-01,34.459999084472656
2020-10-02,34.13999938964844
2020-10-05,34.71500015258789
2020-10-06,34.400001525878906
2020-10-07,34.939998626708984
2020-10-08,35.310001373291016
2020-10-09,35.529998779296875
2020-10-12,36.0
2020-10-13,35.7400016784668
2020-10-14,35.540000915527344
2020-10-15,35.36000061035156
2020-10-16,35.36000061035156
2020-10-19,34.95000076293945
2020-10-20,35.17499923706055
2020-10-21,35.25
2020-10-22,35.2400016784668
2020-10-23,35.279998779296875
2020-10-26,34.459999084472656
2020-10-27,34.34000015258789
2020-10-28,33.25
2020-10-29,33.529998779296875
2020-10-30,33.11000061035156
2020-11-02,33.27000045776367
2020-11-03,33.959999084472656
2020-11-04,34.755001068115234
2020-11-05,35.650001525878906
2020-11-06,35.84000015258789
2020-11-09,36.349998474121094
2020-11-10,35.790000915527344
2020-11-11,36.20000076293945
2020-11-12,35.81999969482422
2020-11-13,36.47999954223633
2020-11-16,37.150001525878906
2020-11-17,37.060001373291016
2020-11-18,36.77000045776367
2020-11-19,37.04999923706055
2020-11-20,37.349998474121094
2020-11-23,38.130001068115234
2020-11-24,38.77000045776367
2020-11-25,38.83000183105469
2020-11-27,38.939998626708984
2020-11-30,38.54999923706055
2020-12-01,38.849998474121094
2020-12-02,38.88999938964844
2020-12-03,38.88999938964844
2020-12-04,39.099998474121094
2020-12-07,38.9900016784668
2020-12-08,38.97999954223633
2020-12-09,38.5
2020-12-10,38.880001068115234
2020-12-11,38.5
2020-12-14,38.790000915527344
2020-12-15,39.25
2020-12-16,39.560001373291016
2020-12-17,40.220001220703125
2020-12-18,40.040000915527344
2020-12-21,39.66899871826172
2020-12-22,39.75
2020-12-23,39.709999084472656
2020-12-24,39.56999969482422
2020-12-28,39.66999816894531
2020-12-29,39.790000915527344
2020-12-30,40.5
2020-12-31,40.75
2021-01-04,40.88999938964844
2021-01-05,41.5
2021-01-06,41.689998626708984
2021-01-07,42.15999984741211
2021-01-08,42.43000030517578
2021-01-11,41.7599983215332
2021-01-12,42.15999984741211
2021-01-13,42.060001373291016
2021-01-14,42.290000915527344
2021-01-15,41.52000045776367
2021-01-19,42.11000061035156
2021-01-20,42.2599983215332
2021-01-21,42.25
2021-01-22,41.90999984741211
2021-01-25,42.0
2021-01-26,42.13999938964844
2021-01-27,40.75
2021-01-28,41.439998626708984
2021-01-29,40.790000915527344
2021-02-01,41.45000076293945
2021-02-02,42.41999816894531
2021-02-03,42.83000183105469
2021-02-04,43.25
2021-02-05,44.16999816894531
2021-02-08,45.099998474121094
2021-02-09,45.900001525878906
2021-02-10,45.790000915527344
2021-02-11,47.150001525878906
2021-02-12,48.06999969482422
2021-02-16,49.400001525878906
2021-02-17,49.630001068115234
2021-02-18,48.25
2021-02-19,50.31999969482422
2021-02-22,49.04999923706055
2021-02-23,48.040000915527344
2021-02-24,48.2400016784668
2021-02-25,46.95000076293945
2021-02-26,46.31999969482422
2021-03-01,49.18000030517578
2021-03-02,48.66999816894531
2021-03-03,48.720001220703125
2021-03-04,46.88999938964844
2021-03-05,47.47999954223633
2021-03-08,46.59000015258789
2021-03-09,49.630001068115234
2021-03-10,49.709999084472656
2021-03-11,52.02000045776367
2021-03-12,51.66999816894531
2021-03-15,51.689998626708984
2021-03-16,50.83000183105469
2021-03-17,52.2400016784668
2021-03-18,51.29999923706055
2021-03-19,51.540000915527344
2021-03-22,50.2599983215332
2021-03-23,48.33000183105469
2021-03-24,46.880001068115234
2021-03-25,47.27000045776367
2021-03-26,47.650001525878906
2021-03-29,47.459999084472656
2021-03-30,47.849998474121094
2021-03-31,48.099998474121094
2021-04-01,48.68000030517578
2021-04-05,49.439998626708984
2021-04-06,49.20000076293945
2021-04-07,48.72999954223633
2021-04-08,49.5
2021-04-09,49.79999923706055
2021-04-12,49.7400016784668
2021-04-13,50.150001525878906
2021-04-14,49.45000076293945
2021-04-15,49.22999954223633
2021-04-16,49.20000076293945
2021-04-19,48.45000076293945
2021-04-20,47.77000045776367
2021-04-21,48.41999816894531
2021-04-22,47.79999923706055
2021-04-23,48.349998474121094
2021-04-26,48.65999984741211
2021-04-27,48.70000076293945
2021-04-28,48.7599983215332
2021-04-29,48.650001525878906
2021-04-30,48.459999084472656
2021-05-03,48.41999816894531
2021-05-04,47.59000015258789
2021-05-05,47.880001068115234
2021-05-06,47.79999923706055
2021-05-07,48.05500030517578
2021-05-10,47.18000030517578
2021-05-11,46.88999938964844
2021-05-12,45.459999084472656
2021-05-13,45.279998779296875
2021-05-14,46.65999984741211
