,BLCN
2018-01-17,24.25
2018-01-18,24.229999542236328
2018-01-19,24.40999984741211
2018-01-22,24.729999542236328
2018-01-23,24.93000030517578
2018-01-24,24.860000610351562
2018-01-25,24.719999313354492
2018-01-26,25.030000686645508
2018-01-29,24.950000762939453
2018-01-30,24.655000686645508
2018-01-31,24.599000930786133
2018-02-01,24.3700008392334
2018-02-02,23.65999984741211
2018-02-05,22.65999984741211
2018-02-06,23.079999923706055
2018-02-07,22.959999084472656
2018-02-08,22.200000762939453
2018-02-09,22.479999542236328
2018-02-12,22.790000915527344
2018-02-13,22.850000381469727
2018-02-14,23.34000015258789
2018-02-15,23.739999771118164
2018-02-16,23.760000228881836
2018-02-20,23.649999618530273
2018-02-21,23.530000686645508
2018-02-22,23.530000686645508
2018-02-23,23.8700008392334
2018-02-26,24.079999923706055
2018-02-27,23.770000457763672
2018-02-28,23.559999465942383
2018-03-01,23.18000030517578
2018-03-02,23.260000228881836
2018-03-05,23.489999771118164
2018-03-06,23.68000030517578
2018-03-07,23.709999084472656
2018-03-08,23.860000610351562
2018-03-09,24.1200008392334
2018-03-12,24.170000076293945
2018-03-13,23.940000534057617
2018-03-14,23.81999969482422
2018-03-15,23.885000228881836
2018-03-16,23.770000457763672
2018-03-19,23.520000457763672
2018-03-20,23.690000534057617
2018-03-21,23.559999465942383
2018-03-22,22.8799991607666
2018-03-23,22.479999542236328
2018-03-26,23.0
2018-03-27,22.459999084472656
2018-03-28,22.260000228881836
2018-03-29,22.59000015258789
2018-04-02,22.049999237060547
2018-04-03,22.190000534057617
2018-04-04,22.40999984741211
2018-04-05,22.450000762939453
2018-04-06,22.020000457763672
2018-04-09,22.260000228881836
2018-04-10,22.639999389648438
2018-04-11,22.459999084472656
2018-04-12,22.81999969482422
2018-04-13,22.6299991607666
2018-04-16,22.68000030517578
2018-04-17,22.899999618530273
2018-04-18,22.8799991607666
2018-04-19,22.674999237060547
2018-04-20,22.559999465942383
2018-04-23,22.600000381469727
2018-04-24,22.459999084472656
2018-04-25,22.270000457763672
2018-04-26,22.530000686645508
2018-04-27,22.75
2018-04-30,22.649999618530273
2018-05-01,22.6299991607666
2018-05-02,22.65999984741211
2018-05-03,22.68000030517578
2018-05-04,22.81999969482422
2018-05-07,22.899999618530273
2018-05-08,22.950000762939453
2018-05-09,23.1200008392334
2018-05-10,23.399999618530273
2018-05-11,23.459999084472656
2018-05-14,23.579999923706055
2018-05-15,23.360000610351562
2018-05-16,23.600000381469727
2018-05-17,23.350000381469727
2018-05-18,23.34000015258789
2018-05-21,23.3799991607666
2018-05-22,23.450000762939453
2018-05-23,23.450000762939453
2018-05-24,23.43000030517578
2018-05-25,23.309999465942383
2018-05-29,22.934999465942383
2018-05-30,23.09000015258789
2018-05-31,23.149999618530273
2018-06-01,23.31999969482422
2018-06-04,23.56999969482422
2018-06-05,23.6200008392334
2018-06-06,23.860000610351562
2018-06-07,23.709999084472656
2018-06-08,23.799999237060547
2018-06-11,23.760000228881836
2018-06-12,23.809999465942383
2018-06-13,23.75
2018-06-14,23.860000610351562
2018-06-15,23.709999084472656
2018-06-18,23.6299991607666
2018-06-19,23.309999465942383
2018-06-20,23.459999084472656
2018-06-21,23.190000534057617
2018-06-22,23.110000610351562
2018-06-25,22.56999969482422
2018-06-26,22.450000762939453
2018-06-27,22.079999923706055
2018-06-28,22.299999237060547
2018-06-29,22.459999084472656
2018-07-02,22.31999969482422
2018-07-03,22.420000076293945
2018-07-05,22.520000457763672
2018-07-06,22.690000534057617
2018-07-09,23.0
2018-07-10,23.040000915527344
2018-07-11,22.790000915527344
2018-07-12,23.09000015258789
2018-07-13,23.054000854492188
2018-07-16,23.25
2018-07-17,23.43000030517578
2018-07-18,23.459999084472656
2018-07-19,23.280000686645508
2018-07-20,23.25
2018-07-23,23.22100067138672
2018-07-24,23.31999969482422
2018-07-25,23.549999237060547
2018-07-26,23.59000015258789
2018-07-27,23.389999389648438
2018-07-30,23.030000686645508
2018-07-31,22.93000030517578
2018-08-01,22.829999923706055
2018-08-02,22.90999984741211
2018-08-03,22.950000762939453
2018-08-06,23.0
2018-08-07,23.229999542236328
2018-08-08,23.190000534057617
2018-08-09,23.18000030517578
2018-08-10,22.940000534057617
2018-08-13,22.670000076293945
2018-08-14,22.739999771118164
2018-08-15,22.3799991607666
2018-08-16,22.510000228881836
2018-08-17,22.540000915527344
2018-08-20,22.6299991607666
2018-08-21,22.81999969482422
2018-08-22,22.950000762939453
2018-08-23,23.030000686645508
2018-08-24,23.239999771118164
2018-08-27,23.690000534057617
2018-08-28,23.600000381469727
2018-08-29,23.709999084472656
2018-08-30,23.610000610351562
2018-08-31,23.607999801635742
2018-09-04,23.56999969482422
2018-09-05,23.31999969482422
2018-09-06,23.239999771118164
2018-09-07,23.100000381469727
2018-09-10,23.040000915527344
2018-09-11,23.15999984741211
2018-09-12,23.200000762939453
2018-09-13,23.329999923706055
2018-09-14,23.3799991607666
2018-09-17,23.360000610351562
2018-09-18,23.3700008392334
2018-09-19,23.440000534057617
2018-09-20,23.65999984741211
2018-09-21,23.724000930786133
2018-09-24,23.6299991607666
2018-09-25,23.719999313354492
2018-09-26,23.79400062561035
2018-09-27,23.770000457763672
2018-09-28,23.674999237060547
2018-10-01,23.68000030517578
2018-10-02,23.43000030517578
2018-10-03,23.360000610351562
2018-10-04,23.020000457763672
2018-10-05,22.790000915527344
2018-10-08,22.610000610351562
2018-10-09,22.524999618530273
2018-10-10,21.850000381469727
2018-10-11,21.360000610351562
2018-10-12,21.84000015258789
2018-10-15,21.780000686645508
2018-10-16,22.190000534057617
2018-10-17,22.049999237060547
2018-10-18,21.590999603271484
2018-10-19,21.530000686645508
2018-10-22,21.6200008392334
2018-10-23,21.3799991607666
2018-10-24,20.600000381469727
2018-10-25,20.850000381469727
2018-10-26,20.639999389648438
2018-10-29,20.350000381469727
2018-10-30,20.6299991607666
2018-10-31,21.239999771118164
2018-11-01,21.56999969482422
2018-11-02,21.68000030517578
2018-11-05,21.6299991607666
2018-11-06,21.6200008392334
2018-11-07,22.040000915527344
2018-11-08,21.979999542236328
2018-11-09,21.665000915527344
2018-11-12,21.059999465942383
2018-11-13,21.229999542236328
2018-11-14,21.26300048828125
2018-11-15,21.489999771118164
2018-11-16,21.389999389648438
2018-11-19,20.989999771118164
2018-11-20,20.3700008392334
2018-11-21,20.940000534057617
2018-11-23,20.700000762939453
2018-11-26,21.030000686645508
2018-11-27,20.969999313354492
2018-11-28,21.4950008392334
2018-11-29,21.386999130249023
2018-11-30,21.344999313354492
2018-12-03,21.81999969482422
2018-12-04,21.18000030517578
2018-12-06,20.959999084472656
2018-12-07,20.520000457763672
2018-12-10,20.415000915527344
2018-12-11,20.459999084472656
2018-12-12,20.719999313354492
2018-12-13,20.799999237060547
2018-12-14,20.489999771118164
2018-12-17,19.8799991607666
2018-12-18,19.940000534057617
2018-12-19,19.68000030517578
2018-12-20,19.309999465942383
2018-12-21,19.149999618530273
2018-12-24,18.829999923706055
2018-12-26,19.25
2018-12-27,19.420000076293945
2018-12-28,19.450000762939453
2018-12-31,19.399999618530273
2019-01-02,19.639999389648438
2019-01-03,19.049999237060547
2019-01-04,19.700000762939453
2019-01-07,20.190000534057617
2019-01-08,20.100000381469727
2019-01-09,20.256000518798828
2019-01-10,20.489999771118164
2019-01-11,20.489999771118164
2019-01-14,20.280000686645508
2019-01-15,20.525999069213867
2019-01-16,20.68000030517578
2019-01-17,20.610000610351562
2019-01-18,21.049999237060547
2019-01-22,20.709999084472656
2019-01-23,20.649999618530273
2019-01-24,21.035999298095703
2019-01-25,21.389999389648438
2019-01-28,21.1200008392334
2019-01-29,21.097999572753906
2019-01-30,21.299999237060547
2019-01-31,21.5
2019-02-01,21.594999313354492
2019-02-04,21.600000381469727
2019-02-05,21.729999542236328
2019-02-06,21.959999084472656
2019-02-07,21.3700008392334
2019-02-08,21.420000076293945
2019-02-11,21.420000076293945
2019-02-12,21.709999084472656
2019-02-13,21.90999984741211
2019-02-14,21.8799991607666
2019-02-15,21.94700050354004
2019-02-19,22.280000686645508
2019-02-20,22.136999130249023
2019-02-21,22.083999633789062
2019-02-22,22.389999389648438
2019-02-25,22.579999923706055
2019-02-26,22.639999389648438
2019-02-27,22.608999252319336
2019-02-28,22.610000610351562
2019-03-01,22.684999465942383
2019-03-04,22.59000015258789
2019-03-05,22.690000534057617
2019-03-06,22.579999923706055
2019-03-07,22.204999923706055
2019-03-08,22.0
2019-03-11,22.469999313354492
2019-03-12,22.549999237060547
2019-03-13,22.649999618530273
2019-03-14,22.440000534057617
2019-03-15,22.645000457763672
2019-03-18,22.850000381469727
2019-03-19,22.90999984741211
2019-03-20,22.875
2019-03-21,23.049999237060547
2019-03-22,22.559999465942383
2019-03-25,22.40999984741211
2019-03-26,22.530000686645508
2019-03-27,22.43000030517578
2019-03-28,22.545000076293945
2019-03-29,22.84000015258789
2019-04-01,23.079999923706055
2019-04-02,23.149999618530273
2019-04-03,23.3700008392334
2019-04-04,23.399999618530273
2019-04-05,23.440000534057617
2019-04-08,23.450000762939453
2019-04-09,23.350000381469727
2019-04-10,23.499000549316406
2019-04-11,23.406999588012695
2019-04-12,23.549999237060547
2019-04-15,23.520000457763672
2019-04-16,23.600000381469727
2019-04-17,23.700000762939453
2019-04-18,23.614999771118164
2019-04-22,23.604000091552734
2019-04-23,23.649999618530273
2019-04-24,23.639999389648438
2019-04-25,23.520000457763672
2019-04-26,23.479999542236328
2019-04-29,23.6200008392334
2019-04-30,23.559999465942383
2019-05-01,23.579999923706055
2019-05-02,23.415000915527344
2019-05-03,23.56999969482422
2019-05-06,23.3799991607666
2019-05-07,22.940000534057617
2019-05-08,22.922000885009766
2019-05-09,22.780000686645508
2019-05-10,22.959999084472656
2019-05-13,22.209999084472656
2019-05-14,22.600000381469727
2019-05-15,22.780000686645508
2019-05-16,22.937000274658203
2019-05-17,22.764999389648438
2019-05-20,22.40999984741211
2019-05-21,22.75
2019-05-22,22.570999145507812
2019-05-23,22.06599998474121
2019-05-24,22.219999313354492
2019-05-28,22.200000762939453
2019-05-29,22.024999618530273
2019-05-30,22.079999923706055
2019-05-31,21.8799991607666
2019-06-03,21.56999969482422
2019-06-04,22.06999969482422
2019-06-05,22.1560001373291
2019-06-06,22.25
2019-06-07,22.58099937438965
2019-06-10,22.731000900268555
2019-06-11,22.93000030517578
2019-06-12,22.773000717163086
2019-06-13,22.65999984741211
2019-06-14,22.540000915527344
2019-06-17,22.604999542236328
2019-06-18,22.93000030517578
2019-06-19,23.079999923706055
2019-06-20,23.3700008392334
2019-06-21,23.26799964904785
2019-06-24,23.239999771118164
2019-06-25,22.690000534057617
2019-06-26,23.0
2019-06-27,23.180999755859375
2019-06-28,23.200000762939453
2019-07-01,23.3700008392334
2019-07-02,23.516000747680664
2019-07-03,23.670000076293945
2019-07-05,23.641000747680664
2019-07-08,23.5
2019-07-09,23.579999923706055
2019-07-10,23.768999099731445
2019-07-11,23.860000610351562
2019-07-12,23.8799991607666
2019-07-15,23.860000610351562
2019-07-16,23.861000061035156
2019-07-17,23.780000686645508
2019-07-18,23.739999771118164
2019-07-19,23.709999084472656
2019-07-22,23.719999313354492
2019-07-23,23.889999389648438
2019-07-24,23.989999771118164
2019-07-25,24.0
2019-07-26,24.040000915527344
2019-07-29,24.0
2019-07-30,24.0
2019-07-31,23.510000228881836
2019-08-01,23.44499969482422
2019-08-02,23.049999237060547
2019-08-05,22.149999618530273
2019-08-06,22.389999389648438
2019-08-07,22.450000762939453
2019-08-08,22.895000457763672
2019-08-09,22.899999618530273
2019-08-12,22.5
2019-08-13,22.760000228881836
2019-08-14,22.155000686645508
2019-08-15,22.16200065612793
2019-08-16,22.59000015258789
2019-08-19,22.86400032043457
2019-08-20,22.670000076293945
2019-08-21,22.84000015258789
2019-08-22,22.809999465942383
2019-08-23,22.333999633789062
2019-08-26,22.3799991607666
2019-08-27,22.3799991607666
2019-08-28,22.479999542236328
2019-08-29,22.729999542236328
2019-08-30,22.729999542236328
2019-09-03,22.60099983215332
2019-09-04,22.920000076293945
2019-09-05,23.399999618530273
2019-09-06,23.459999084472656
2019-09-09,23.6200008392334
2019-09-10,23.56999969482422
2019-09-11,23.670000076293945
2019-09-12,23.860000610351562
2019-09-13,23.94300079345703
2019-09-16,23.700000762939453
2019-09-17,23.579999923706055
2019-09-18,23.600000381469727
2019-09-19,23.642000198364258
2019-09-20,23.389999389648438
2019-09-23,23.371000289916992
2019-09-24,23.15399932861328
2019-09-25,23.15999984741211
2019-09-26,23.350000381469727
2019-09-27,22.969999313354492
