,EIGR
2018-01-10,14.699999809265137
2018-01-11,15.350000381469727
2018-01-12,16.0
2018-01-16,8.100000381469727
2018-01-17,8.449999809265137
2018-01-18,8.899999618530273
2018-01-19,8.850000381469727
2018-01-22,8.75
2018-01-23,8.899999618530273
2018-01-24,9.100000381469727
2018-01-25,9.350000381469727
2018-01-26,9.0
2018-01-29,9.100000381469727
2018-01-30,9.050000190734863
2018-01-31,8.649999618530273
2018-02-01,8.5
2018-02-02,8.199999809265137
2018-02-05,8.5
2018-02-06,8.399999618530273
2018-02-07,8.899999618530273
2018-02-08,8.5
2018-02-09,8.149999618530273
2018-02-12,8.649999618530273
2018-02-13,8.850000381469727
2018-02-14,8.800000190734863
2018-02-15,8.600000381469727
2018-02-16,8.649999618530273
2018-02-20,8.649999618530273
2018-02-21,8.699999809265137
2018-02-22,8.5
2018-02-23,8.449999809265137
2018-02-26,8.824999809265137
2018-02-27,9.0
2018-02-28,9.25
2018-03-01,9.300000190734863
2018-03-02,9.300000190734863
2018-03-05,9.449999809265137
2018-03-06,9.350000381469727
2018-03-07,9.550000190734863
2018-03-08,9.800000190734863
2018-03-09,9.75
2018-03-12,8.949999809265137
2018-03-13,9.399999618530273
2018-03-14,9.5
2018-03-15,9.449999809265137
2018-03-16,9.199999809265137
2018-03-19,9.5
2018-03-20,9.300000190734863
2018-03-21,9.5
2018-03-22,10.0
2018-03-23,10.100000381469727
2018-03-26,10.149999618530273
2018-03-27,9.550000190734863
2018-03-28,9.350000381469727
2018-03-29,9.850000381469727
2018-04-02,10.100000381469727
2018-04-03,10.25
2018-04-04,10.350000381469727
2018-04-05,10.300000190734863
2018-04-06,9.100000381469727
2018-04-09,9.800000190734863
2018-04-10,10.0
2018-04-11,10.050000190734863
2018-04-12,10.199999809265137
2018-04-13,10.850000381469727
2018-04-16,11.0
2018-04-17,10.850000381469727
2018-04-18,11.149999618530273
2018-04-19,10.300000190734863
2018-04-20,10.449999809265137
2018-04-23,9.949999809265137
2018-04-24,8.899999618530273
2018-04-25,9.399999618530273
2018-04-26,9.100000381469727
2018-04-27,9.149999618530273
2018-04-30,8.800000190734863
2018-05-01,8.75
2018-05-02,8.649999618530273
2018-05-03,8.300000190734863
2018-05-04,8.5
2018-05-07,9.199999809265137
2018-05-08,9.199999809265137
2018-05-09,9.850000381469727
2018-05-10,9.25
2018-05-11,10.0
2018-05-14,10.75
2018-05-15,10.949999809265137
2018-05-16,11.850000381469727
2018-05-17,16.799999237060547
2018-05-18,13.899999618530273
2018-05-21,14.649999618530273
2018-05-22,13.699999809265137
2018-05-23,13.949999809265137
2018-05-24,13.100000381469727
2018-05-25,13.0
2018-05-29,13.550000190734863
2018-05-30,13.75
2018-05-31,14.25
2018-06-01,13.75
2018-06-04,14.850000381469727
2018-06-05,14.550000190734863
2018-06-06,15.0
2018-06-07,14.5
2018-06-08,14.600000381469727
2018-06-11,14.699999809265137
2018-06-12,15.050000190734863
2018-06-13,14.75
2018-06-14,14.449999809265137
2018-06-15,14.550000190734863
2018-06-18,14.399999618530273
2018-06-19,14.199999809265137
2018-06-20,14.5
2018-06-21,13.899999618530273
2018-06-22,13.600000381469727
2018-06-25,12.850000381469727
2018-06-26,13.050000190734863
2018-06-27,12.199999809265137
2018-06-28,12.100000381469727
2018-06-29,12.199999809265137
2018-07-02,11.949999809265137
2018-07-03,11.949999809265137
2018-07-05,12.0
2018-07-06,11.899999618530273
2018-07-09,11.850000381469727
2018-07-10,11.5
2018-07-11,11.550000190734863
2018-07-12,11.600000381469727
2018-07-13,11.5
2018-07-16,11.199999809265137
2018-07-17,11.0
2018-07-18,11.050000190734863
2018-07-19,10.800000190734863
2018-07-20,10.800000190734863
2018-07-23,10.600000381469727
2018-07-24,10.449999809265137
2018-07-25,10.5
2018-07-26,10.5
2018-07-27,10.199999809265137
2018-07-30,10.050000190734863
2018-07-31,10.100000381469727
2018-08-01,10.149999618530273
2018-08-02,9.949999809265137
2018-08-03,9.850000381469727
2018-08-06,9.899999618530273
2018-08-07,9.899999618530273
2018-08-08,9.850000381469727
2018-08-09,9.850000381469727
2018-08-10,9.600000381469727
2018-08-13,9.600000381469727
2018-08-14,10.050000190734863
2018-08-15,10.300000190734863
2018-08-16,11.800000190734863
2018-08-17,11.850000381469727
2018-08-20,11.75
2018-08-21,11.449999809265137
2018-08-22,11.75
2018-08-23,11.5
2018-08-24,12.5
2018-08-27,12.699999809265137
2018-08-28,12.850000381469727
2018-08-29,12.850000381469727
2018-08-30,12.699999809265137
2018-08-31,12.899999618530273
2018-09-04,12.899999618530273
2018-09-05,12.800000190734863
2018-09-06,12.5
2018-09-07,12.300000190734863
2018-09-10,12.649999618530273
2018-09-11,12.350000381469727
2018-09-12,12.0
2018-09-13,11.850000381469727
2018-09-14,11.600000381469727
2018-09-17,11.699999809265137
2018-09-18,11.699999809265137
2018-09-19,12.0
2018-09-20,11.850000381469727
2018-09-21,11.600000381469727
2018-09-24,11.850000381469727
2018-09-25,12.0
2018-09-26,12.050000190734863
2018-09-27,11.949999809265137
2018-09-28,12.0
2018-10-01,12.100000381469727
2018-10-02,12.380000114440918
2018-10-03,12.399999618530273
2018-10-04,12.029999732971191
2018-10-05,11.640000343322754
2018-10-08,11.25
2018-10-09,11.119999885559082
2018-10-10,10.25
2018-10-11,9.739999771118164
2018-10-12,10.170000076293945
2018-10-15,10.149999618530273
2018-10-16,10.869999885559082
2018-10-17,11.670000076293945
2018-10-18,12.020000457763672
2018-10-19,11.890000343322754
2018-10-22,10.699999809265137
2018-10-23,11.199999809265137
2018-10-24,10.25
2018-10-25,10.9399995803833
2018-10-26,11.460000038146973
2018-10-29,11.550000190734863
2018-10-30,11.960000038146973
2018-10-31,11.979999542236328
2018-11-01,12.220000267028809
2018-11-02,12.210000038146973
2018-11-05,11.6899995803833
2018-11-06,11.600000381469727
2018-11-07,11.890000343322754
2018-11-08,11.630000114440918
2018-11-09,10.90999984741211
2018-11-12,10.039999961853027
2018-11-13,9.699999809265137
2018-11-14,9.270000457763672
2018-11-15,9.239999771118164
2018-11-16,9.210000038146973
2018-11-19,8.850000381469727
2018-11-20,8.630000114440918
2018-11-21,8.90999984741211
2018-11-23,9.710000038146973
2018-11-26,9.960000038146973
2018-11-27,9.850000381469727
2018-11-28,10.25
2018-11-29,10.289999961853027
2018-11-30,10.609999656677246
2018-12-03,11.199999809265137
2018-12-04,11.260000228881836
2018-12-06,11.680000305175781
2018-12-07,11.4399995803833
2018-12-10,11.220000267028809
2018-12-11,11.1899995803833
2018-12-12,11.699999809265137
2018-12-13,11.670000076293945
2018-12-14,11.170000076293945
2018-12-17,11.130000114440918
2018-12-18,10.489999771118164
2018-12-19,9.930000305175781
2018-12-20,9.970000267028809
2018-12-21,9.40999984741211
2018-12-24,9.4399995803833
2018-12-26,9.649999618530273
2018-12-27,9.319999694824219
2018-12-28,10.0
2018-12-31,10.15999984741211
2019-01-02,10.3100004196167
2019-01-03,10.460000038146973
2019-01-04,11.029999732971191
2019-01-07,12.0
2019-01-08,12.829999923706055
2019-01-09,12.899999618530273
2019-01-10,12.979999542236328
2019-01-11,12.960000038146973
2019-01-14,12.699999809265137
2019-01-15,12.699999809265137
2019-01-16,12.869999885559082
2019-01-17,13.539999961853027
2019-01-18,13.8100004196167
2019-01-22,13.510000228881836
2019-01-23,13.470000267028809
2019-01-24,13.5600004196167
2019-01-25,14.300000190734863
2019-01-28,13.680000305175781
2019-01-29,13.859999656677246
2019-01-30,13.6899995803833
2019-01-31,13.979999542236328
2019-02-01,13.960000038146973
2019-02-04,14.130000114440918
2019-02-05,14.380000114440918
2019-02-06,14.329999923706055
2019-02-07,14.050000190734863
2019-02-08,13.829999923706055
2019-02-11,13.960000038146973
2019-02-12,13.819999694824219
2019-02-13,13.569999694824219
2019-02-14,13.3100004196167
2019-02-15,13.279999732971191
2019-02-19,13.180000305175781
2019-02-20,13.149999618530273
2019-02-21,13.720000267028809
2019-02-22,13.180000305175781
2019-02-25,13.550000190734863
2019-02-26,13.390000343322754
2019-02-27,13.5600004196167
2019-02-28,13.199999809265137
2019-03-01,13.630000114440918
2019-03-04,13.829999923706055
2019-03-05,13.760000228881836
2019-03-06,13.350000381469727
2019-03-07,13.479999542236328
2019-03-08,12.890000343322754
2019-03-11,13.140000343322754
2019-03-12,13.449999809265137
2019-03-13,13.800000190734863
2019-03-14,13.3100004196167
2019-03-15,13.289999961853027
2019-03-18,13.989999771118164
2019-03-19,13.520000457763672
2019-03-20,13.3100004196167
2019-03-21,14.3100004196167
2019-03-22,13.899999618530273
2019-03-25,13.5
2019-03-26,13.819999694824219
2019-03-27,13.529999732971191
2019-03-28,13.569999694824219
2019-03-29,13.979999542236328
2019-04-01,14.800000190734863
2019-04-02,14.829999923706055
2019-04-03,14.569999694824219
2019-04-04,14.630000114440918
2019-04-05,14.84000015258789
2019-04-08,14.960000038146973
2019-04-09,14.880000114440918
2019-04-10,14.539999961853027
2019-04-11,14.270000457763672
2019-04-12,14.220000267028809
2019-04-15,13.789999961853027
2019-04-16,13.819999694824219
2019-04-17,13.029999732971191
2019-04-18,11.029999732971191
2019-04-22,10.970000267028809
2019-04-23,11.069999694824219
2019-04-24,11.399999618530273
2019-04-25,11.260000228881836
2019-04-26,11.100000381469727
2019-04-29,10.949999809265137
2019-04-30,10.930000305175781
2019-05-01,10.75
2019-05-02,10.720000267028809
2019-05-03,10.5
2019-05-06,10.649999618530273
2019-05-07,10.600000381469727
2019-05-08,10.539999961853027
2019-05-09,10.880000114440918
2019-05-10,11.0
2019-05-13,10.880000114440918
2019-05-14,11.199999809265137
2019-05-15,11.069999694824219
2019-05-16,11.010000228881836
2019-05-17,11.109999656677246
2019-05-20,11.180000305175781
2019-05-21,11.430000305175781
2019-05-22,11.510000228881836
2019-05-23,11.300000190734863
2019-05-24,11.420000076293945
2019-05-28,11.279999732971191
2019-05-29,11.329999923706055
2019-05-30,11.130000114440918
2019-05-31,10.979999542236328
2019-06-03,10.520000457763672
2019-06-04,9.739999771118164
2019-06-05,9.949999809265137
2019-06-06,9.539999961853027
2019-06-07,10.15999984741211
2019-06-10,10.149999618530273
2019-06-11,10.069999694824219
2019-06-12,10.350000381469727
2019-06-13,10.199999809265137
2019-06-14,10.130000114440918
2019-06-17,10.489999771118164
2019-06-18,10.989999771118164
2019-06-19,10.979999542236328
2019-06-20,11.069999694824219
2019-06-21,11.130000114440918
2019-06-24,10.609999656677246
2019-06-25,10.720000267028809
2019-06-26,10.630000114440918
2019-06-27,10.699999809265137
2019-06-28,10.600000381469727
2019-07-01,11.0
2019-07-02,10.529999732971191
2019-07-03,10.420000076293945
2019-07-05,10.100000381469727
2019-07-08,11.40999984741211
2019-07-09,11.779999732971191
2019-07-10,11.270000457763672
2019-07-11,11.25
2019-07-12,11.289999961853027
2019-07-15,10.920000076293945
2019-07-16,11.15999984741211
2019-07-17,11.40999984741211
2019-07-18,11.199999809265137
2019-07-19,10.770000457763672
2019-07-22,10.739999771118164
2019-07-23,10.670000076293945
2019-07-24,10.989999771118164
2019-07-25,10.899999618530273
2019-07-26,11.1899995803833
2019-07-29,11.220000267028809
2019-07-30,11.40999984741211
2019-07-31,11.069999694824219
2019-08-01,10.75
2019-08-02,10.670000076293945
2019-08-05,9.989999771118164
2019-08-06,9.859999656677246
2019-08-07,10.119999885559082
2019-08-08,10.029999732971191
2019-08-09,10.1899995803833
2019-08-12,9.59000015258789
2019-08-13,10.050000190734863
2019-08-14,9.850000381469727
2019-08-15,9.770000457763672
2019-08-16,10.260000228881836
2019-08-19,10.40999984741211
2019-08-20,10.569999694824219
2019-08-21,10.520000457763672
2019-08-22,10.279999732971191
2019-08-23,9.800000190734863
2019-08-26,10.140000343322754
2019-08-27,10.130000114440918
2019-08-28,10.5
2019-08-29,10.859999656677246
2019-08-30,10.899999618530273
2019-09-03,10.869999885559082
2019-09-04,10.59000015258789
2019-09-05,11.020000457763672
2019-09-06,11.029999732971191
2019-09-09,11.180000305175781
2019-09-10,11.34000015258789
2019-09-11,12.0
2019-09-12,11.829999923706055
2019-09-13,11.710000038146973
2019-09-16,11.930000305175781
2019-09-17,11.859999656677246
2019-09-18,11.550000190734863
2019-09-19,11.609999656677246
2019-09-20,11.579999923706055
2019-09-23,11.399999618530273
2019-09-24,11.15999984741211
2019-09-25,10.970000267028809
2019-09-26,10.640000343322754
2019-09-27,10.510000228881836
2019-09-30,10.25
2019-10-01,9.770000457763672
2019-10-02,9.970000267028809
2019-10-03,9.90999984741211
2019-10-04,10.15999984741211
2019-10-07,9.989999771118164
2019-10-08,9.850000381469727
2019-10-09,9.880000114440918
2019-10-10,9.880000114440918
2019-10-11,10.09000015258789
2019-10-14,10.09000015258789
2019-10-15,10.609999656677246
2019-10-16,11.0
2019-10-17,11.0
2019-10-18,11.050000190734863
2019-10-21,10.619999885559082
2019-10-22,10.079999923706055
2019-10-23,10.09000015258789
2019-10-24,9.949999809265137
2019-10-25,10.09000015258789
2019-10-28,10.4399995803833
2019-10-29,10.729999542236328
2019-10-30,10.949999809265137
2019-10-31,10.899999618530273
2019-11-01,11.649999618530273
2019-11-04,11.494999885559082
2019-11-05,11.25
2019-11-06,11.100000381469727
2019-11-07,10.800000190734863
2019-11-08,10.970000267028809
2019-11-11,10.699999809265137
2019-11-12,10.380000114440918
2019-11-13,11.640000343322754
2019-11-14,11.569999694824219
2019-11-15,11.479999542236328
2019-11-18,11.239999771118164
2019-11-19,11.649999618530273
2019-11-20,11.880000114440918
2019-11-21,11.859999656677246
2019-11-22,11.880000114440918
2019-11-25,12.680000305175781
2019-11-26,12.619999885559082
2019-11-27,12.989999771118164
2019-11-29,13.149999618530273
2019-12-02,13.0
2019-12-03,13.399999618530273
2019-12-04,13.220000267028809
2019-12-05,12.989999771118164
2019-12-06,13.1899995803833
2019-12-09,13.15999984741211
2019-12-10,13.100000381469727
2019-12-11,12.774999618530273
2019-12-12,12.770000457763672
2019-12-13,12.960000038146973
2019-12-16,13.149999618530273
2019-12-17,13.300000190734863
2019-12-18,13.25
2019-12-19,13.199999809265137
2019-12-20,12.90999984741211
2019-12-23,14.079999923706055
2019-12-24,15.3100004196167
2019-12-26,15.65999984741211
2019-12-27,15.399999618530273
2019-12-30,15.329999923706055
2019-12-31,14.899999618530273
2020-01-02,14.550000190734863
2020-01-03,14.369999885559082
2020-01-06,13.949999809265137
2020-01-07,13.960000038146973
2020-01-08,14.100000381469727
2020-01-09,14.100000381469727
2020-01-10,13.84000015258789
2020-01-13,13.699999809265137
2020-01-14,14.600000381469727
2020-01-15,14.699999809265137
2020-01-16,14.460000038146973
2020-01-17,14.09000015258789
2020-01-21,14.180000305175781
2020-01-22,14.260000228881836
2020-01-23,13.890000343322754
2020-01-24,13.300000190734863
2020-01-27,12.90999984741211
2020-01-28,12.680000305175781
2020-01-29,12.449999809265137
2020-01-30,12.25
2020-01-31,12.359999656677246
2020-02-03,12.170000076293945
2020-02-04,12.199999809265137
2020-02-05,12.1899995803833
2020-02-06,12.109999656677246
2020-02-07,11.829999923706055
2020-02-10,11.9399995803833
2020-02-11,11.989999771118164
2020-02-12,11.960000038146973
2020-02-13,11.920000076293945
2020-02-14,11.430000305175781
2020-02-18,11.800000190734863
2020-02-19,11.890000343322754
2020-02-20,11.729999542236328
2020-02-21,11.819999694824219
2020-02-24,11.279999732971191
2020-02-25,10.079999923706055
2020-02-26,10.069999694824219
2020-02-27,9.960000038146973
2020-02-28,9.489999771118164
2020-03-02,9.529999732971191
2020-03-03,9.270000457763672
2020-03-04,9.100000381469727
2020-03-05,8.600000381469727
2020-03-06,8.449999809265137
2020-03-09,7.570000171661377
2020-03-10,7.460000038146973
2020-03-11,6.809999942779541
2020-03-12,5.599999904632568
2020-03-13,5.909999847412109
2020-03-16,4.909999847412109
2020-03-17,5.380000114440918
2020-03-18,5.130000114440918
2020-03-19,5.699999809265137
2020-03-20,5.590000152587891
2020-03-23,5.889999866485596
2020-03-24,6.590000152587891
2020-03-25,6.880000114440918
2020-03-26,7.320000171661377
2020-03-27,6.980000019073486
2020-03-30,6.739999771118164
2020-03-31,6.800000190734863
2020-04-01,5.900000095367432
2020-04-02,5.400000095367432
2020-04-03,5.590000152587891
2020-04-06,6.860000133514404
2020-04-07,6.71999979019165
2020-04-08,7.159999847412109
2020-04-09,7.71999979019165
2020-04-13,7.980000019073486
2020-04-14,8.449999809265137
2020-04-15,8.100000381469727
2020-04-16,7.820000171661377
2020-04-17,8.180000305175781
2020-04-20,7.769999980926514
2020-04-21,7.829999923706055
2020-04-22,7.489999771118164
2020-04-23,7.579999923706055
2020-04-24,8.050000190734863
2020-04-27,7.940000057220459
2020-04-28,7.989999771118164
2020-04-29,8.149999618530273
2020-04-30,7.440000057220459
2020-05-01,7.21999979019165
2020-05-04,7.489999771118164
2020-05-05,8.470000267028809
2020-05-06,8.75
2020-05-07,9.4399995803833
2020-05-08,10.5600004196167
2020-05-11,13.039999961853027
2020-05-12,12.010000228881836
2020-05-13,11.539999961853027
2020-05-14,11.520000457763672
2020-05-15,12.119999885559082
2020-05-18,12.720000267028809
2020-05-19,12.270000457763672
2020-05-20,12.920000076293945
2020-05-21,13.15999984741211
2020-05-22,13.1899995803833
2020-05-26,13.369999885559082
2020-05-27,13.350000381469727
2020-05-28,12.260000228881836
2020-05-29,12.069999694824219
2020-06-01,11.970000267028809
2020-06-02,12.239999771118164
2020-06-03,11.649999618530273
2020-06-04,11.3100004196167
2020-06-05,11.220000267028809
2020-06-08,10.960000038146973
2020-06-09,10.979999542236328
2020-06-10,10.729999542236328
2020-06-11,9.630000114440918
2020-06-12,10.010000228881836
2020-06-15,10.739999771118164
2020-06-16,10.6899995803833
2020-06-17,10.5600004196167
2020-06-18,10.710000038146973
2020-06-19,10.949999809265137
2020-06-22,10.989999771118164
2020-06-23,11.010000228881836
2020-06-24,10.15999984741211
2020-06-25,9.979999542236328
2020-06-26,9.680000305175781
2020-06-29,9.630000114440918
2020-06-30,9.600000381469727
2020-07-01,9.640000343322754
2020-07-02,9.510000228881836
2020-07-06,9.510000228881836
2020-07-07,9.489999771118164
2020-07-08,9.479999542236328
2020-07-09,9.300000190734863
2020-07-10,9.649999618530273
2020-07-13,9.270000457763672
2020-07-14,9.470000267028809
2020-07-15,9.520000457763672
2020-07-16,9.449999809265137
2020-07-17,9.359999656677246
2020-07-20,10.699999809265137
2020-07-21,10.449999809265137
2020-07-22,10.3100004196167
2020-07-23,10.100000381469727
2020-07-24,10.220000267028809
2020-07-27,10.180000305175781
2020-07-28,10.130000114440918
2020-07-29,9.600000381469727
2020-07-30,10.199999809265137
2020-07-31,10.050000190734863
2020-08-03,11.149999618530273
2020-08-04,11.300000190734863
2020-08-05,11.390000343322754
2020-08-06,10.960000038146973
2020-08-07,11.8100004196167
2020-08-10,12.420000076293945
2020-08-11,11.279999732971191
2020-08-12,11.279999732971191
2020-08-13,11.489999771118164
2020-08-14,11.289999961853027
2020-08-17,11.34000015258789
2020-08-18,12.319999694824219
2020-08-19,12.109999656677246
2020-08-20,12.079999923706055
2020-08-21,12.0
2020-08-24,11.640000343322754
2020-08-25,11.369999885559082
2020-08-26,11.210000038146973
2020-08-27,10.640000343322754
2020-08-28,10.710000038146973
2020-08-31,11.170000076293945
2020-09-01,11.170000076293945
2020-09-02,10.899999618530273
2020-09-03,10.3100004196167
2020-09-04,10.0
2020-09-08,10.329999923706055
2020-09-09,10.600000381469727
2020-09-10,10.489999771118164
2020-09-11,10.039999961853027
2020-09-14,10.109999656677246
2020-09-15,9.9399995803833
2020-09-16,10.069999694824219
2020-09-17,10.359999656677246
2020-09-18,10.300000190734863
2020-09-21,9.9399995803833
2020-09-22,9.649999618530273
2020-09-23,9.319999694824219
2020-09-24,9.279999732971191
2020-09-25,9.890000343322754
2020-09-28,7.960000038146973
2020-09-29,8.270000457763672
2020-09-30,8.140000343322754
2020-10-01,8.020000457763672
2020-10-02,7.980000019073486
2020-10-05,8.40999984741211
2020-10-06,8.380000114440918
2020-10-07,8.470000267028809
2020-10-08,8.380000114440918
2020-10-09,8.140000343322754
2020-10-12,8.34000015258789
2020-10-13,8.579999923706055
2020-10-14,8.619999885559082
2020-10-15,10.130000114440918
2020-10-16,10.380000114440918
2020-10-19,10.140000343322754
2020-10-20,10.15999984741211
2020-10-21,9.779999732971191
2020-10-22,9.960000038146973
2020-10-23,10.09000015258789
2020-10-26,9.229999542236328
2020-10-27,9.210000038146973
2020-10-28,8.979999542236328
2020-10-29,8.979999542236328
2020-10-30,8.880000114440918
2020-11-02,8.949999809265137
2020-11-03,9.449999809265137
2020-11-04,9.229999542236328
2020-11-05,9.039999961853027
2020-11-06,10.3100004196167
2020-11-09,9.40999984741211
2020-11-10,9.949999809265137
2020-11-11,10.239999771118164
2020-11-12,10.260000228881836
2020-11-13,10.550000190734863
2020-11-16,10.960000038146973
2020-11-17,10.899999618530273
2020-11-18,10.279999732971191
2020-11-19,10.390000343322754
2020-11-20,10.029999732971191
2020-11-23,9.539999961853027
2020-11-24,9.039999961853027
2020-11-25,8.75
2020-11-27,9.199999809265137
2020-11-30,9.140000343322754
2020-12-01,9.020000457763672
2020-12-02,9.020000457763672
2020-12-03,8.75
2020-12-04,9.25
2020-12-07,8.789999961853027
2020-12-08,9.180000305175781
2020-12-09,8.760000228881836
2020-12-10,10.270000457763672
2020-12-11,9.960000038146973
2020-12-14,9.979999542236328
2020-12-15,10.079999923706055
2020-12-16,9.789999961853027
2020-12-17,9.90999984741211
2020-12-18,9.75
2020-12-21,9.84000015258789
2020-12-22,10.130000114440918
2020-12-23,10.100000381469727
2020-12-24,10.3100004196167
2020-12-28,10.369999885559082
2020-12-29,10.319999694824219
2020-12-30,11.199999809265137
2020-12-31,12.289999961853027
2021-01-04,12.199999809265137
2021-01-05,12.579999923706055
2021-01-06,12.65999984741211
2021-01-07,11.640000343322754
2021-01-08,11.680000305175781
2021-01-11,11.5600004196167
2021-01-12,11.329999923706055
2021-01-13,11.359999656677246
2021-01-14,11.859999656677246
2021-01-15,11.020000457763672
2021-01-19,10.720000267028809
2021-01-20,10.829999923706055
2021-01-21,10.550000190734863
2021-01-22,10.729999542236328
2021-01-25,10.630000114440918
2021-01-26,10.460000038146973
2021-01-27,9.680000305175781
2021-01-28,9.850000381469727
2021-01-29,9.609999656677246
2021-02-01,10.130000114440918
2021-02-02,10.539999961853027
2021-02-03,10.609999656677246
2021-02-04,10.819999694824219
2021-02-05,10.890000343322754
2021-02-08,12.130000114440918
2021-02-09,11.819999694824219
2021-02-10,12.300000190734863
2021-02-11,11.8100004196167
2021-02-12,11.6899995803833
2021-02-16,11.930000305175781
2021-02-17,11.760000228881836
2021-02-18,11.25
2021-02-19,11.630000114440918
2021-02-22,11.020000457763672
2021-02-23,10.59000015258789
2021-02-24,10.949999809265137
2021-02-25,10.4399995803833
2021-02-26,10.170000076293945
2021-03-01,10.470000267028809
2021-03-02,10.210000038146973
2021-03-03,10.010000228881836
2021-03-04,9.239999771118164
2021-03-05,9.079999923706055
2021-03-08,9.0600004196167
2021-03-09,9.729999542236328
2021-03-10,9.470000267028809
2021-03-11,10.079999923706055
2021-03-12,9.989999771118164
2021-03-15,10.15999984741211
2021-03-16,9.9399995803833
2021-03-17,9.829999923706055
2021-03-18,9.350000381469727
2021-03-19,9.65999984741211
2021-03-22,9.550000190734863
2021-03-23,9.010000228881836
2021-03-24,8.4399995803833
2021-03-25,8.90999984741211
2021-03-26,8.890000343322754
2021-03-29,8.569999694824219
2021-03-30,8.710000038146973
2021-03-31,8.850000381469727
2021-04-01,9.050000190734863
2021-04-05,8.930000305175781
2021-04-06,8.550000190734863
2021-04-07,8.220000267028809
2021-04-08,8.550000190734863
2021-04-09,8.399999618530273
2021-04-12,8.260000228881836
2021-04-13,8.289999961853027
2021-04-14,8.569999694824219
2021-04-15,8.399999618530273
2021-04-16,8.300000190734863
2021-04-19,8.029999732971191
2021-04-20,8.180000305175781
2021-04-21,8.359999656677246
2021-04-22,8.489999771118164
2021-04-23,8.430000305175781
2021-04-26,8.710000038146973
2021-04-27,8.640000343322754
2021-04-28,8.789999961853027
2021-04-29,8.609999656677246
2021-04-30,8.489999771118164
2021-05-03,8.680000305175781
2021-05-04,9.0
2021-05-05,9.229999542236328
2021-05-06,8.649999618530273
2021-05-07,8.539999961853027
2021-05-10,8.489999771118164
2021-05-11,8.34000015258789
2021-05-12,8.09000015258789
2021-05-13,8.029999732971191
2021-05-14,8.220000267028809
