,ATXI
2017-10-04,5.559999942779541
2017-10-05,5.639999866485596
2017-10-06,5.610000133514404
2017-10-09,5.119999885559082
2017-10-10,5.340000152587891
2017-10-11,5.25
2017-10-12,5.210000038146973
2017-10-13,5.46999979019165
2017-10-16,5.260000228881836
2017-10-17,5.179999828338623
2017-10-18,5.289999961853027
2017-10-19,4.800000190734863
2017-10-20,4.550000190734863
2017-10-23,4.550000190734863
2017-10-24,4.179999828338623
2017-10-25,3.9700000286102295
2017-10-26,4.25
2017-10-27,4.639999866485596
2017-10-30,4.539999961853027
2017-10-31,5.320000171661377
2017-11-01,4.949999809265137
2017-11-02,5.28000020980835
2017-11-03,5.099999904632568
2017-11-06,5.0
2017-11-07,4.769999980926514
2017-11-08,4.659999847412109
2017-11-09,4.929999828338623
2017-11-10,4.630000114440918
2017-11-13,4.349999904632568
2017-11-14,4.630000114440918
2017-11-15,4.289999961853027
2017-11-16,4.260000228881836
2017-11-17,4.159999847412109
2017-11-20,4.21999979019165
2017-11-21,4.039999961853027
2017-11-22,4.039999961853027
2017-11-24,3.990000009536743
2017-11-27,3.930000066757202
2017-11-28,3.6500000953674316
2017-11-29,3.7899999618530273
2017-11-30,4.159999847412109
2017-12-01,4.139999866485596
2017-12-04,3.9100000858306885
2017-12-05,4.449999809265137
2017-12-06,4.0
2017-12-07,4.025000095367432
2017-12-08,4.699999809265137
2017-12-11,4.869999885559082
2017-12-12,4.230000019073486
2017-12-13,4.480000019073486
2017-12-14,4.730000019073486
2017-12-15,4.480000019073486
2017-12-18,4.150000095367432
2017-12-19,3.930000066757202
2017-12-20,3.8499999046325684
2017-12-21,3.7799999713897705
2017-12-22,3.6500000953674316
2017-12-26,3.6500000953674316
2017-12-27,3.5999999046325684
2017-12-28,3.5299999713897705
2017-12-29,3.619999885559082
2018-01-02,3.8299999237060547
2018-01-03,3.7200000286102295
2018-01-04,3.7799999713897705
2018-01-05,3.809999942779541
2018-01-08,3.759999990463257
2018-01-09,3.819999933242798
2018-01-10,3.8499999046325684
2018-01-11,3.819999933242798
2018-01-12,3.9800000190734863
2018-01-16,4.019999980926514
2018-01-17,3.7799999713897705
2018-01-18,3.75
2018-01-19,3.8499999046325684
2018-01-22,3.799999952316284
2018-01-23,3.819999933242798
2018-01-24,3.8499999046325684
2018-01-25,3.809999942779541
2018-01-26,3.75
2018-01-29,3.890000104904175
2018-01-30,3.869999885559082
2018-01-31,3.7699999809265137
2018-02-01,3.799999952316284
2018-02-02,3.859999895095825
2018-02-05,3.640000104904175
2018-02-06,3.700000047683716
2018-02-07,3.940000057220459
2018-02-08,3.6700000762939453
2018-02-09,3.759999990463257
2018-02-12,3.640000104904175
2018-02-13,3.759999990463257
2018-02-14,4.019999980926514
2018-02-15,4.230000019073486
2018-02-16,4.010000228881836
2018-02-20,4.429999828338623
2018-02-21,5.039999961853027
2018-02-22,5.0
2018-02-23,5.010000228881836
2018-02-26,5.360000133514404
2018-02-27,5.25
2018-02-28,5.110000133514404
2018-03-01,5.0
2018-03-02,5.050000190734863
2018-03-05,5.050000190734863
2018-03-06,4.920000076293945
2018-03-07,4.920000076293945
2018-03-08,4.880000114440918
2018-03-09,4.840000152587891
2018-03-12,5.039999961853027
2018-03-13,4.800000190734863
2018-03-14,5.449999809265137
2018-03-15,5.489999771118164
2018-03-16,5.599999904632568
2018-03-19,5.75
2018-03-20,5.599999904632568
2018-03-21,5.480000019073486
2018-03-22,5.460000038146973
2018-03-23,5.449999809265137
2018-03-26,5.0
2018-03-27,4.349999904632568
2018-03-28,4.5
2018-03-29,4.510000228881836
2018-04-02,4.800000190734863
2018-04-03,4.520999908447266
2018-04-04,4.920000076293945
2018-04-05,4.75
2018-04-06,4.75
2018-04-09,4.929999828338623
2018-04-10,4.960000038146973
2018-04-11,4.849999904632568
2018-04-12,4.769999980926514
2018-04-13,4.789999961853027
2018-04-16,4.650000095367432
2018-04-17,4.559999942779541
2018-04-18,4.400000095367432
2018-04-19,4.400000095367432
2018-04-20,4.35099983215332
2018-04-23,4.150000095367432
2018-04-24,3.88700008392334
2018-04-25,3.950000047683716
2018-04-26,3.940000057220459
2018-04-27,3.809999942779541
2018-04-30,3.7899999618530273
2018-05-01,3.869999885559082
2018-05-02,3.950000047683716
2018-05-03,3.75
2018-05-04,3.7699999809265137
2018-05-07,3.8299999237060547
2018-05-08,3.811000108718872
2018-05-09,3.8299999237060547
2018-05-10,3.809999942779541
2018-05-11,3.880000114440918
2018-05-14,3.859999895095825
2018-05-15,4.0
2018-05-16,4.369999885559082
2018-05-17,4.349999904632568
2018-05-18,4.25
2018-05-21,4.090000152587891
2018-05-22,3.5899999141693115
2018-05-23,3.640000104904175
2018-05-24,3.630000114440918
2018-05-25,3.8499999046325684
2018-05-29,4.099999904632568
2018-05-30,3.9700000286102295
2018-05-31,4.050000190734863
2018-06-01,4.199999809265137
2018-06-04,4.239999771118164
2018-06-05,4.300000190734863
2018-06-06,4.239999771118164
2018-06-07,4.289999961853027
2018-06-08,4.300000190734863
2018-06-11,4.269999980926514
2018-06-12,4.010000228881836
2018-06-13,3.869999885559082
2018-06-14,3.8499999046325684
2018-06-15,3.940000057220459
2018-06-18,3.890000104904175
2018-06-19,3.9100000858306885
2018-06-20,3.8499999046325684
2018-06-21,3.9100000858306885
2018-06-22,4.019999980926514
2018-06-25,3.7699999809265137
2018-06-26,3.7300000190734863
2018-06-27,3.8499999046325684
2018-06-28,3.700000047683716
2018-06-29,3.5799999237060547
2018-07-02,3.7100000381469727
2018-07-03,3.680999994277954
2018-07-05,3.799999952316284
2018-07-06,3.6050000190734863
2018-07-09,3.6600000858306885
2018-07-10,3.5299999713897705
2018-07-11,3.700000047683716
2018-07-12,3.690000057220459
2018-07-13,3.930000066757202
2018-07-16,4.050000190734863
2018-07-17,4.210000038146973
2018-07-18,4.210000038146973
2018-07-19,4.159999847412109
2018-07-20,4.059999942779541
2018-07-23,3.940000057220459
2018-07-24,4.010000228881836
2018-07-25,4.150000095367432
2018-07-26,3.9800000190734863
2018-07-27,3.950000047683716
2018-07-30,3.940000057220459
2018-07-31,3.950000047683716
2018-08-01,3.940000057220459
2018-08-02,3.259999990463257
2018-08-03,3.3499999046325684
2018-08-06,3.4100000858306885
2018-08-07,3.4600000381469727
2018-08-08,3.5299999713897705
2018-08-09,3.9800000190734863
2018-08-10,4.079999923706055
2018-08-13,3.950000047683716
2018-08-14,3.740000009536743
2018-08-15,3.7899999618530273
2018-08-16,3.700000047683716
2018-08-17,3.7200000286102295
2018-08-20,3.6700000762939453
2018-08-21,3.7100000381469727
2018-08-22,3.759999990463257
2018-08-23,3.809999942779541
2018-08-24,3.9800000190734863
2018-08-27,3.8299999237060547
2018-08-28,3.809999942779541
2018-08-29,3.700000047683716
2018-08-30,3.759999990463257
2018-08-31,3.5899999141693115
2018-09-04,3.700000047683716
2018-09-05,3.5999999046325684
2018-09-06,3.569999933242798
2018-09-07,3.5
2018-09-10,3.3499999046325684
2018-09-11,3.380000114440918
2018-09-12,3.259999990463257
2018-09-13,3.2100000381469727
2018-09-14,3.299999952316284
2018-09-17,2.75
2018-09-18,3.5299999713897705
2018-09-19,3.2699999809265137
2018-09-20,3.4100000858306885
2018-09-21,3.4200000762939453
2018-09-24,3.2699999809265137
2018-09-25,3.259999990463257
2018-09-26,3.049999952316284
2018-09-27,2.921999931335449
2018-09-28,2.819999933242798
2018-10-01,2.759999990463257
2018-10-02,2.5
2018-10-03,2.509999990463257
2018-10-04,2.5350000858306885
2018-10-05,2.430000066757202
2018-10-08,2.359999895095825
2018-10-09,2.5
2018-10-10,2.0999999046325684
2018-10-11,3.369999885559082
2018-10-12,3.690000057220459
2018-10-15,3.5
2018-10-16,3.299999952316284
2018-10-17,3.490000009536743
2018-10-18,3.819999933242798
2018-10-19,3.619999885559082
2018-10-22,3.4100000858306885
2018-10-23,3.486999988555908
2018-10-24,3.305999994277954
2018-10-25,3.3399999141693115
2018-10-26,3.4600000381469727
2018-10-29,3.4100000858306885
2018-10-30,3.4700000286102295
2018-10-31,3.5299999713897705
2018-11-01,3.549999952316284
2018-11-02,3.6700000762939453
2018-11-05,3.6600000858306885
2018-11-06,3.7339999675750732
2018-11-07,4.090000152587891
2018-11-08,4.139999866485596
2018-11-09,4.190000057220459
2018-11-12,4.159999847412109
2018-11-13,4.630000114440918
2018-11-14,4.989999771118164
2018-11-15,5.099999904632568
2018-11-16,5.519999980926514
2018-11-19,5.599999904632568
2018-11-20,5.349999904632568
2018-11-21,5.389999866485596
2018-11-23,5.46999979019165
2018-11-26,5.300000190734863
2018-11-27,5.119999885559082
2018-11-28,5.210000038146973
2018-11-29,5.239999771118164
2018-11-30,5.210000038146973
2018-12-03,5.2729997634887695
2018-12-04,4.974999904632568
2018-12-06,4.900000095367432
2018-12-07,4.949999809265137
2018-12-10,4.929999828338623
2018-12-11,5.25
2018-12-12,5.0
2018-12-13,5.099999904632568
2018-12-14,5.28000020980835
2018-12-17,5.170000076293945
2018-12-18,5.059999942779541
2018-12-19,4.800000190734863
2018-12-20,4.980000019073486
2018-12-21,4.920000076293945
2018-12-24,5.099999904632568
2018-12-26,5.010000228881836
2018-12-27,5.230000019073486
2018-12-28,5.400000095367432
2018-12-31,5.400000095367432
2019-01-02,5.550000190734863
2019-01-03,5.320000171661377
2019-01-04,5.4629998207092285
2019-01-07,5.409999847412109
2019-01-08,5.369999885559082
2019-01-09,5.300000190734863
2019-01-10,5.360000133514404
2019-01-11,5.300000190734863
2019-01-14,5.650000095367432
2019-01-15,6.010000228881836
2019-01-16,6.349999904632568
2019-01-17,6.489999771118164
2019-01-18,6.590000152587891
2019-01-22,6.25
2019-01-23,6.380000114440918
2019-01-24,6.0
2019-01-25,6.0
2019-01-28,5.889999866485596
2019-01-29,5.900000095367432
2019-01-30,6.21999979019165
2019-01-31,6.090000152587891
2019-02-01,6.0
2019-02-04,5.960000038146973
2019-02-05,6.059999942779541
2019-02-06,5.909999847412109
2019-02-07,5.75
2019-02-08,5.75
2019-02-11,5.809999942779541
2019-02-12,5.809999942779541
2019-02-13,5.920000076293945
2019-02-14,5.860000133514404
2019-02-15,5.809999942779541
2019-02-19,5.909999847412109
2019-02-20,5.699999809265137
2019-02-21,5.610000133514404
2019-02-22,5.53000020980835
2019-02-25,5.25
2019-02-26,5.440000057220459
2019-02-27,5.480000019073486
2019-02-28,5.550000190734863
2019-03-01,5.400000095367432
2019-03-04,5.619999885559082
2019-03-05,5.519999980926514
2019-03-06,5.269999980926514
2019-03-07,5.5
2019-03-08,5.269999980926514
2019-03-11,5.329999923706055
2019-03-12,5.550000190734863
2019-03-13,5.849999904632568
2019-03-14,5.5
2019-03-15,5.820000171661377
2019-03-18,5.800000190734863
2019-03-19,5.5
2019-03-20,5.449999809265137
2019-03-21,5.329999923706055
2019-03-22,5.380000114440918
2019-03-25,5.5
2019-03-26,5.179999828338623
2019-03-27,5.090000152587891
2019-03-28,5.110000133514404
2019-03-29,4.75
2019-04-01,4.900000095367432
2019-04-02,5.050000190734863
2019-04-03,4.920000076293945
2019-04-04,4.920000076293945
2019-04-05,4.860000133514404
2019-04-08,4.900000095367432
2019-04-09,4.830999851226807
2019-04-10,4.900000095367432
2019-04-11,4.820000171661377
2019-04-12,4.599999904632568
2019-04-15,4.550000190734863
2019-04-16,4.329999923706055
2019-04-17,4.420000076293945
2019-04-18,4.53000020980835
2019-04-22,4.550000190734863
2019-04-23,4.570000171661377
2019-04-24,4.71999979019165
2019-04-25,5.041999816894531
2019-04-26,4.920000076293945
2019-04-29,4.800000190734863
2019-04-30,4.929999828338623
2019-05-01,4.769999980926514
2019-05-02,4.559999942779541
2019-05-03,4.550000190734863
2019-05-06,4.5
2019-05-07,4.429999828338623
2019-05-08,4.364999771118164
2019-05-09,4.489999771118164
2019-05-10,4.639999866485596
2019-05-13,4.559999942779541
2019-05-14,4.670000076293945
2019-05-15,4.671999931335449
2019-05-16,4.75
2019-05-17,4.699999809265137
2019-05-20,4.630000114440918
2019-05-21,4.824999809265137
2019-05-22,4.710000038146973
2019-05-23,4.789999961853027
2019-05-24,4.747000217437744
2019-05-28,4.900000095367432
2019-05-29,4.980000019073486
2019-05-30,5.0
2019-05-31,5.199999809265137
2019-06-03,5.980000019073486
2019-06-04,6.300000190734863
2019-06-05,6.539999961853027
2019-06-06,6.349999904632568
2019-06-07,6.150000095367432
2019-06-10,6.130000114440918
2019-06-11,5.809999942779541
2019-06-12,6.0
2019-06-13,5.909999847412109
2019-06-14,6.0
2019-06-17,5.926000118255615
2019-06-18,5.690000057220459
2019-06-19,5.639999866485596
2019-06-20,5.639999866485596
2019-06-21,6.53000020980835
2019-06-24,6.059999942779541
2019-06-25,5.949999809265137
2019-06-26,5.809999942779541
2019-06-27,6.0
2019-06-28,6.300000190734863
2019-07-01,6.090000152587891
2019-07-02,6.050000190734863
2019-07-03,6.169000148773193
2019-07-05,6.230000019073486
2019-07-08,6.139999866485596
2019-07-09,6.110000133514404
2019-07-10,6.230000019073486
2019-07-11,6.070000171661377
2019-07-12,6.239999771118164
2019-07-15,6.139999866485596
2019-07-16,6.119999885559082
2019-07-17,6.050000190734863
2019-07-18,5.989999771118164
2019-07-19,6.179999828338623
2019-07-22,6.079999923706055
2019-07-23,6.300000190734863
2019-07-24,5.920000076293945
2019-07-25,5.900000095367432
2019-07-26,6.110000133514404
2019-07-29,5.820000171661377
2019-07-30,6.050000190734863
2019-07-31,5.949999809265137
2019-08-01,5.849999904632568
2019-08-02,5.980000019073486
2019-08-05,5.579999923706055
2019-08-06,5.869999885559082
2019-08-07,5.699999809265137
2019-08-08,5.610000133514404
2019-08-09,5.840000152587891
2019-08-12,5.989999771118164
2019-08-13,6.130000114440918
2019-08-14,5.909999847412109
2019-08-15,5.875
2019-08-16,5.800000190734863
2019-08-19,5.989999771118164
2019-08-20,6.059999942779541
2019-08-21,6.070000171661377
2019-08-22,6.28000020980835
2019-08-23,6.170000076293945
2019-08-26,6.25
2019-08-27,6.179999828338623
2019-08-28,6.230000019073486
2019-08-29,6.21999979019165
2019-08-30,6.300000190734863
2019-09-03,6.079999923706055
2019-09-04,6.079999923706055
2019-09-05,6.110000133514404
2019-09-06,6.110000133514404
2019-09-09,6.28000020980835
2019-09-10,6.250999927520752
2019-09-11,6.300000190734863
2019-09-12,6.239999771118164
2019-09-13,6.179999828338623
2019-09-16,6.03000020980835
2019-09-17,6.03000020980835
2019-09-18,6.059999942779541
2019-09-19,6.059999942779541
2019-09-20,6.190000057220459
2019-09-23,6.099999904632568
2019-09-24,5.920000076293945
2019-09-25,5.849999904632568
2019-09-26,5.909999847412109
2019-09-27,5.820000171661377
2019-09-30,5.960000038146973
2019-10-01,5.900000095367432
2019-10-02,5.670000076293945
2019-10-03,5.730000019073486
2019-10-04,5.671999931335449
2019-10-07,5.619999885559082
2019-10-08,5.5
2019-10-09,5.599999904632568
2019-10-10,5.420000076293945
2019-10-11,5.570000171661377
2019-10-14,5.429999828338623
2019-10-15,5.300000190734863
2019-10-16,5.264999866485596
2019-10-17,5.429999828338623
2019-10-18,5.289999961853027
2019-10-21,5.829999923706055
2019-10-22,5.449999809265137
2019-10-23,5.449999809265137
2019-10-24,5.489999771118164
2019-10-25,5.570000171661377
2019-10-28,5.579999923706055
2019-10-29,5.650000095367432
2019-10-30,5.579999923706055
2019-10-31,5.730000019073486
2019-11-01,5.840000152587891
2019-11-04,5.75
2019-11-05,5.809999942779541
2019-11-06,5.849999904632568
2019-11-07,5.840000152587891
2019-11-08,5.869999885559082
2019-11-11,5.670000076293945
2019-11-12,5.800000190734863
2019-11-13,5.650000095367432
2019-11-14,5.769999980926514
2019-11-15,5.860000133514404
2019-11-18,6.0
2019-11-19,5.849999904632568
2019-11-20,5.630000114440918
2019-11-21,5.879000186920166
2019-11-22,6.0
2019-11-25,5.960000038146973
2019-11-26,6.019000053405762
2019-11-27,5.931000232696533
2019-11-29,5.900000095367432
2019-12-02,6.0
2019-12-03,5.929999828338623
2019-12-04,5.849999904632568
2019-12-05,6.019999980926514
2019-12-06,5.940000057220459
2019-12-09,6.130000114440918
2019-12-10,6.429999828338623
2019-12-11,6.809999942779541
2019-12-12,7.159999847412109
2019-12-13,7.5
2019-12-16,7.300000190734863
2019-12-17,7.239999771118164
2019-12-18,7.389999866485596
2019-12-19,7.440000057220459
2019-12-20,7.679999828338623
2019-12-23,7.699999809265137
2019-12-24,7.949999809265137
2019-12-26,8.289999961853027
2019-12-27,9.220000267028809
2019-12-30,9.380000114440918
2019-12-31,9.600000381469727
2020-01-02,8.899999618530273
2020-01-03,9.149999618530273
2020-01-06,8.96500015258789
2020-01-07,8.906999588012695
2020-01-08,8.906999588012695
2020-01-09,8.946999549865723
2020-01-10,8.821999549865723
2020-01-13,8.673999786376953
2020-01-14,8.520000457763672
2020-01-15,8.5
2020-01-16,8.789999961853027
2020-01-17,9.1899995803833
2020-01-21,8.979999542236328
2020-01-22,8.930000305175781
2020-01-23,8.925000190734863
2020-01-24,9.180000305175781
2020-01-27,9.569999694824219
2020-01-28,9.899999618530273
2020-01-29,9.59000015258789
2020-01-30,9.479999542236328
2020-01-31,9.789999961853027
2020-02-03,10.260000228881836
2020-02-04,10.5
2020-02-05,10.260000228881836
2020-02-06,10.75
2020-02-07,11.0
2020-02-10,11.319999694824219
2020-02-11,10.949999809265137
2020-02-12,10.979999542236328
2020-02-13,10.729999542236328
2020-02-14,10.5
2020-02-18,10.390000343322754
2020-02-19,9.720000267028809
2020-02-20,10.010000228881836
2020-02-21,9.90999984741211
2020-02-24,9.649999618530273
2020-02-25,8.979999542236328
2020-02-26,8.859999656677246
2020-02-27,8.600000381469727
2020-02-28,8.880000114440918
2020-03-02,8.710000038146973
2020-03-03,8.59000015258789
2020-03-04,8.720000267028809
2020-03-05,8.729999542236328
2020-03-06,8.649999618530273
2020-03-09,7.860000133514404
2020-03-10,7.920000076293945
2020-03-11,7.440000057220459
2020-03-12,7.230000019073486
2020-03-13,7.03000020980835
2020-03-16,6.949999809265137
2020-03-17,7.480000019073486
2020-03-18,6.440000057220459
2020-03-19,6.869999885559082
2020-03-20,6.889999866485596
2020-03-23,6.699999809265137
2020-03-24,7.0
2020-03-25,7.300000190734863
2020-03-26,7.800000190734863
2020-03-27,7.71999979019165
2020-03-30,8.40999984741211
2020-03-31,8.9399995803833
2020-04-01,8.600000381469727
2020-04-02,8.600000381469727
2020-04-03,8.890000343322754
2020-04-06,8.5
2020-04-07,8.4399995803833
2020-04-08,8.289999961853027
2020-04-09,8.649999618530273
2020-04-13,8.800000190734863
2020-04-14,8.899999618530273
2020-04-15,9.149999618530273
2020-04-16,9.119999885559082
2020-04-17,9.40999984741211
2020-04-20,9.210000038146973
2020-04-21,9.239999771118164
2020-04-22,9.329999923706055
2020-04-23,9.0
2020-04-24,9.079999923706055
2020-04-27,8.989999771118164
2020-04-28,9.020000457763672
2020-04-29,9.3100004196167
2020-04-30,9.5
2020-05-01,9.5
2020-05-04,9.779999732971191
2020-05-05,9.40999984741211
2020-05-06,9.739999771118164
2020-05-07,9.770000457763672
2020-05-08,9.699999809265137
2020-05-11,9.770000457763672
2020-05-12,10.0600004196167
2020-05-13,9.899999618530273
2020-05-14,9.8100004196167
2020-05-15,9.720000267028809
2020-05-18,10.09000015258789
2020-05-19,10.380000114440918
2020-05-20,10.229999542236328
2020-05-21,10.449999809265137
2020-05-22,10.729999542236328
2020-05-26,10.739999771118164
2020-05-27,10.850000381469727
2020-05-28,11.095000267028809
2020-05-29,11.470000267028809
2020-06-01,11.109999656677246
2020-06-02,11.420000076293945
2020-06-03,11.34000015258789
2020-06-04,11.119999885559082
2020-06-05,11.25
2020-06-08,11.069999694824219
2020-06-09,10.5600004196167
2020-06-10,10.6899995803833
2020-06-11,10.300000190734863
2020-06-12,10.4399995803833
2020-06-15,10.760000228881836
2020-06-16,11.069999694824219
2020-06-17,10.920000076293945
2020-06-18,10.979999542236328
2020-06-19,10.869999885559082
2020-06-22,10.899999618530273
2020-06-23,10.960000038146973
2020-06-24,11.140000343322754
2020-06-25,11.130000114440918
2020-06-26,10.739999771118164
2020-06-29,11.079999923706055
2020-06-30,10.770000457763672
2020-07-01,10.5
2020-07-02,10.470000267028809
2020-07-06,10.119999885559082
2020-07-07,9.699999809265137
2020-07-08,9.899999618530273
2020-07-09,9.75
2020-07-10,9.760000228881836
2020-07-13,9.369999885559082
2020-07-14,9.600000381469727
2020-07-15,9.920000076293945
2020-07-16,9.829999923706055
2020-07-17,10.239999771118164
2020-07-20,10.34000015258789
2020-07-21,10.569999694824219
2020-07-22,10.399999618530273
2020-07-23,10.239999771118164
2020-07-24,10.270000457763672
2020-07-27,10.5
2020-07-28,10.300000190734863
2020-07-29,10.649999618530273
2020-07-30,10.470000267028809
2020-07-31,10.130000114440918
2020-08-03,10.180000305175781
2020-08-04,10.350000381469727
2020-08-05,10.34000015258789
2020-08-06,10.180000305175781
2020-08-07,10.279999732971191
2020-08-10,10.770000457763672
2020-08-11,10.430000305175781
2020-08-12,10.5
2020-08-13,10.470000267028809
2020-08-14,10.59000015258789
2020-08-17,10.979999542236328
2020-08-18,11.680000305175781
2020-08-19,11.760000228881836
2020-08-20,12.0
2020-08-21,11.640000343322754
2020-08-24,11.300000190734863
2020-08-25,11.300000190734863
2020-08-26,11.270000457763672
2020-08-27,11.109999656677246
2020-08-28,11.359999656677246
2020-08-31,11.130000114440918
2020-09-01,11.640000343322754
2020-09-02,11.859999656677246
2020-09-03,11.680000305175781
2020-09-04,11.4399995803833
2020-09-08,11.3100004196167
2020-09-09,11.680000305175781
2020-09-10,11.279999732971191
2020-09-11,11.5600004196167
2020-09-14,12.0600004196167
2020-09-15,11.960000038146973
2020-09-16,11.449999809265137
2020-09-17,11.15999984741211
2020-09-18,11.5
2020-09-21,11.3100004196167
2020-09-22,11.3100004196167
2020-09-23,11.069999694824219
2020-09-24,10.90999984741211
2020-09-25,10.920000076293945
2020-09-28,10.90999984741211
2020-09-29,10.899999618530273
2020-09-30,10.829999923706055
2020-10-01,11.010000228881836
2020-10-02,10.960000038146973
2020-10-05,10.90999984741211
2020-10-06,10.760000228881836
2020-10-07,10.960000038146973
2020-10-08,10.579999923706055
2020-10-09,11.039999961853027
2020-10-12,4.53000020980835
2020-10-13,3.869999885559082
2020-10-14,3.9800000190734863
2020-10-15,3.9100000858306885
2020-10-16,3.8399999141693115
2020-10-19,3.7899999618530273
2020-10-20,3.640000104904175
2020-10-21,3.559999942779541
2020-10-22,3.4700000286102295
2020-10-23,3.4600000381469727
2020-10-26,3.240000009536743
2020-10-27,3.109999895095825
2020-10-28,3.059999942779541
2020-10-29,3.180000066757202
2020-10-30,3.140000104904175
2020-11-02,2.950000047683716
2020-11-03,3.1500000953674316
2020-11-04,3.0
2020-11-05,3.0999999046325684
2020-11-06,3.0399999618530273
2020-11-09,3.0199999809265137
2020-11-10,3.140000104904175
2020-11-11,3.2100000381469727
2020-11-12,3.2200000286102295
2020-11-13,3.2899999618530273
2020-11-16,3.369999885559082
2020-11-17,3.319999933242798
2020-11-18,3.3399999141693115
2020-11-19,3.359999895095825
2020-11-20,3.359999895095825
2020-11-23,3.2899999618530273
2020-11-24,3.2899999618530273
2020-11-25,3.3299999237060547
2020-11-27,3.4100000858306885
2020-11-30,3.390000104904175
2020-12-01,3.3399999141693115
2020-12-02,3.390000104904175
2020-12-03,3.3499999046325684
2020-12-04,3.369999885559082
2020-12-07,3.4000000953674316
2020-12-08,3.7100000381469727
2020-12-09,3.569999933242798
2020-12-10,3.700000047683716
2020-12-11,3.6500000953674316
2020-12-14,3.619999885559082
2020-12-15,3.6700000762939453
2020-12-16,3.690000057220459
2020-12-17,5.449999809265137
2020-12-18,6.289999961853027
2020-12-21,6.550000190734863
2020-12-22,6.650000095367432
2020-12-23,6.380000114440918
2020-12-24,6.230000019073486
2020-12-28,6.260000228881836
2020-12-29,5.730000019073486
2020-12-30,5.800000190734863
2020-12-31,5.949999809265137
2021-01-04,5.96999979019165
2021-01-05,6.139999866485596
2021-01-06,6.21999979019165
2021-01-07,6.429999828338623
2021-01-08,6.199999809265137
2021-01-11,6.210000038146973
2021-01-12,6.03000020980835
2021-01-13,6.170000076293945
2021-01-14,6.300000190734863
2021-01-15,6.230000019073486
2021-01-19,6.239999771118164
2021-01-20,6.269999980926514
2021-01-21,6.260000228881836
2021-01-22,6.289999961853027
2021-01-25,6.619999885559082
2021-01-26,6.420000076293945
2021-01-27,6.260000228881836
2021-01-28,6.010000228881836
2021-01-29,5.920000076293945
2021-02-01,6.230000019073486
2021-02-02,6.309999942779541
2021-02-03,6.449999809265137
2021-02-04,6.480000019073486
2021-02-05,6.53000020980835
2021-02-08,6.929999828338623
2021-02-09,7.170000076293945
2021-02-10,6.840000152587891
2021-02-11,6.829999923706055
2021-02-12,6.96999979019165
2021-02-16,5.349999904632568
2021-02-17,5.599999904632568
2021-02-18,5.559999942779541
2021-02-19,5.360000133514404
2021-02-22,5.119999885559082
2021-02-23,4.900000095367432
2021-02-24,5.179999828338623
2021-02-25,4.940000057220459
2021-02-26,4.699999809265137
2021-03-01,5.179999828338623
2021-03-02,6.159999847412109
2021-03-03,6.389999866485596
2021-03-04,5.929999828338623
2021-03-05,6.050000190734863
2021-03-08,5.739999771118164
2021-03-09,5.690000057220459
2021-03-10,5.829999923706055
2021-03-11,6.550000190734863
2021-03-12,6.840000152587891
2021-03-15,6.639999866485596
2021-03-16,6.809999942779541
2021-03-17,6.860000133514404
2021-03-18,6.099999904632568
2021-03-19,6.429999828338623
2021-03-22,6.25
2021-03-23,6.039999961853027
2021-03-24,6.050000190734863
2021-03-25,6.019999980926514
2021-03-26,5.880000114440918
2021-03-29,5.659999847412109
2021-03-30,5.75
2021-03-31,6.070000171661377
