,CUE
2018-09-26,8.9399995803833
2018-09-27,8.930000305175781
2018-09-28,9.050000190734863
2018-10-01,8.729999542236328
2018-10-02,8.460000038146973
2018-10-03,8.140000343322754
2018-10-04,7.909999847412109
2018-10-05,7.789999961853027
2018-10-08,7.239999771118164
2018-10-09,7.010000228881836
2018-10-10,7.610000133514404
2018-10-11,7.190000057220459
2018-10-12,6.869999885559082
2018-10-15,6.760000228881836
2018-10-16,7.5
2018-10-17,7.110000133514404
2018-10-18,6.980000019073486
2018-10-19,6.760000228881836
2018-10-22,6.760000228881836
2018-10-23,6.71999979019165
2018-10-24,6.289999961853027
2018-10-25,6.130000114440918
2018-10-26,6.159999847412109
2018-10-29,6.199999809265137
2018-10-30,6.190000057220459
2018-10-31,6.340000152587891
2018-11-01,7.210000038146973
2018-11-02,7.460000038146973
2018-11-05,7.480000019073486
2018-11-06,7.010000228881836
2018-11-07,7.269999980926514
2018-11-08,7.320000171661377
2018-11-09,7.150000095367432
2018-11-12,6.119999885559082
2018-11-13,6.079999923706055
2018-11-14,5.710000038146973
2018-11-15,5.710000038146973
2018-11-16,5.579999923706055
2018-11-19,5.059999942779541
2018-11-20,5.190000057220459
2018-11-21,5.230000019073486
2018-11-23,5.340000152587891
2018-11-26,5.139999866485596
2018-11-27,4.940000057220459
2018-11-28,5.239999771118164
2018-11-29,4.900000095367432
2018-11-30,4.679999828338623
2018-12-03,4.820000171661377
2018-12-04,5.0
2018-12-06,4.710000038146973
2018-12-07,4.840000152587891
2018-12-10,4.889999866485596
2018-12-11,4.829999923706055
2018-12-12,5.079999923706055
2018-12-13,5.130000114440918
2018-12-14,5.269999980926514
2018-12-17,5.349999904632568
2018-12-18,5.159999847412109
2018-12-19,5.050000190734863
2018-12-20,4.75
2018-12-21,4.610000133514404
2018-12-24,4.559999942779541
2018-12-26,4.349999904632568
2018-12-27,4.710000038146973
2018-12-28,4.639999866485596
2018-12-31,4.699999809265137
2019-01-02,5.159999847412109
2019-01-03,5.519999980926514
2019-01-04,5.210000038146973
2019-01-07,5.570000171661377
2019-01-08,5.550000190734863
2019-01-09,6.019999980926514
2019-01-10,6.690000057220459
2019-01-11,6.659999847412109
2019-01-14,6.070000171661377
2019-01-15,5.460000038146973
2019-01-16,6.03000020980835
2019-01-17,6.150000095367432
2019-01-18,5.829999923706055
2019-01-22,5.550000190734863
2019-01-23,5.25
2019-01-24,5.440000057220459
2019-01-25,5.309999942779541
2019-01-28,5.190000057220459
2019-01-29,4.920000076293945
2019-01-30,5.019999980926514
2019-01-31,5.110000133514404
2019-02-01,5.269999980926514
2019-02-04,5.260000228881836
2019-02-05,5.179999828338623
2019-02-06,5.079999923706055
2019-02-07,4.699999809265137
2019-02-08,5.429999828338623
2019-02-11,5.199999809265137
2019-02-12,5.269999980926514
2019-02-13,6.0
2019-02-14,6.110000133514404
2019-02-15,6.460000038146973
2019-02-19,6.239999771118164
2019-02-20,6.199999809265137
2019-02-21,6.5
2019-02-22,6.230000019073486
2019-02-25,6.420000076293945
2019-02-26,6.900000095367432
2019-02-27,6.619999885559082
2019-02-28,6.400000095367432
2019-03-01,6.789999961853027
2019-03-04,6.809999942779541
2019-03-05,6.860000133514404
2019-03-06,6.420000076293945
2019-03-07,6.349999904632568
2019-03-08,6.5
2019-03-11,7.039999961853027
2019-03-12,7.079999923706055
2019-03-13,7.300000190734863
2019-03-14,7.159999847412109
2019-03-15,8.010000228881836
2019-03-18,8.5600004196167
2019-03-19,9.039999961853027
2019-03-20,9.289999961853027
2019-03-21,8.649999618530273
2019-03-22,7.949999809265137
2019-03-25,7.340000152587891
2019-03-26,7.730000019073486
2019-03-27,7.309999942779541
2019-03-28,7.650000095367432
2019-03-29,7.730000019073486
2019-04-01,8.170000076293945
2019-04-02,8.949999809265137
2019-04-03,8.640000343322754
2019-04-04,8.949999809265137
2019-04-05,9.0
2019-04-08,9.649999618530273
2019-04-09,8.859999656677246
2019-04-10,9.34000015258789
2019-04-11,8.859999656677246
2019-04-12,8.779999732971191
2019-04-15,8.989999771118164
2019-04-16,8.859999656677246
2019-04-17,8.210000038146973
2019-04-18,8.539999961853027
2019-04-22,8.1899995803833
2019-04-23,8.420000076293945
2019-04-24,8.449999809265137
2019-04-25,8.460000038146973
2019-04-26,9.010000228881836
2019-04-29,8.970000267028809
2019-04-30,8.489999771118164
2019-05-01,8.039999961853027
2019-05-02,7.760000228881836
2019-05-03,8.039999961853027
2019-05-06,8.170000076293945
2019-05-07,8.010000228881836
2019-05-08,8.119999885559082
2019-05-09,8.020000457763672
2019-05-10,8.0600004196167
2019-05-13,8.130000114440918
2019-05-14,8.180000305175781
2019-05-15,8.4399995803833
2019-05-16,8.520000457763672
2019-05-17,8.430000305175781
2019-05-20,8.65999984741211
2019-05-21,8.720000267028809
2019-05-22,8.210000038146973
2019-05-23,7.920000076293945
2019-05-24,8.3100004196167
2019-05-28,8.25
2019-05-29,8.319999694824219
2019-05-30,8.520000457763672
2019-05-31,8.260000228881836
2019-06-03,8.09000015258789
2019-06-04,7.820000171661377
2019-06-05,7.349999904632568
2019-06-06,7.179999828338623
2019-06-07,7.46999979019165
2019-06-10,8.5
2019-06-11,8.239999771118164
2019-06-12,8.600000381469727
2019-06-13,8.479999542236328
2019-06-14,8.0
2019-06-17,7.920000076293945
2019-06-18,7.25
2019-06-19,7.179999828338623
2019-06-20,7.420000076293945
2019-06-21,7.5
2019-06-24,7.900000095367432
2019-06-25,7.949999809265137
2019-06-26,7.739999771118164
2019-06-27,7.75
2019-06-28,8.989999771118164
2019-07-01,8.850000381469727
2019-07-02,8.579999923706055
2019-07-03,8.010000228881836
2019-07-05,8.039999961853027
2019-07-08,7.820000171661377
2019-07-09,7.760000228881836
2019-07-10,7.28000020980835
2019-07-11,6.929999828338623
2019-07-12,6.78000020980835
2019-07-15,6.949999809265137
2019-07-16,7.119999885559082
2019-07-17,7.25
2019-07-18,7.429999828338623
2019-07-19,7.550000190734863
2019-07-22,7.139999866485596
2019-07-23,6.889999866485596
2019-07-24,6.940000057220459
2019-07-25,6.840000152587891
2019-07-26,7.400000095367432
2019-07-29,7.360000133514404
2019-07-30,7.769999980926514
2019-07-31,8.3100004196167
2019-08-01,8.1899995803833
2019-08-02,8.170000076293945
2019-08-05,7.75
2019-08-06,7.949999809265137
2019-08-07,7.710000038146973
2019-08-08,8.210000038146973
2019-08-09,7.809999942779541
2019-08-12,7.889999866485596
2019-08-13,8.289999961853027
2019-08-14,7.579999923706055
2019-08-15,7.559999942779541
2019-08-16,7.989999771118164
2019-08-19,8.270000457763672
2019-08-20,8.0
2019-08-21,8.199999809265137
2019-08-22,8.069999694824219
2019-08-23,7.550000190734863
2019-08-26,7.699999809265137
2019-08-27,7.510000228881836
2019-08-28,7.789999961853027
2019-08-29,8.020000457763672
2019-08-30,8.1899995803833
2019-09-03,8.170000076293945
2019-09-04,7.940000057220459
2019-09-05,8.1899995803833
2019-09-06,8.199999809265137
2019-09-09,8.260000228881836
2019-09-10,8.479999542236328
2019-09-11,8.680000305175781
2019-09-12,8.789999961853027
2019-09-13,8.869999885559082
2019-09-16,8.899999618530273
2019-09-17,9.279999732971191
2019-09-18,8.800000190734863
2019-09-19,8.819999694824219
2019-09-20,8.75
2019-09-23,8.800000190734863
2019-09-24,8.760000228881836
2019-09-25,9.095000267028809
2019-09-26,8.925000190734863
2019-09-27,8.869999885559082
2019-09-30,8.430000305175781
2019-10-01,7.289999961853027
2019-10-02,7.739999771118164
2019-10-03,7.53000020980835
2019-10-04,7.71999979019165
2019-10-07,7.710000038146973
2019-10-08,7.5
2019-10-09,7.710000038146973
2019-10-10,7.539999961853027
2019-10-11,7.409999847412109
2019-10-14,7.059999942779541
2019-10-15,7.329999923706055
2019-10-16,7.239999771118164
2019-10-17,7.230000019073486
2019-10-18,7.119999885559082
2019-10-21,7.300000190734863
2019-10-22,7.610000133514404
2019-10-23,7.980000019073486
2019-10-24,8.149999618530273
2019-10-25,8.289999961853027
2019-10-28,8.270000457763672
2019-10-29,8.449999809265137
2019-10-30,8.630000114440918
2019-10-31,8.579999923706055
2019-11-01,8.630000114440918
2019-11-04,8.720000267028809
2019-11-05,8.84000015258789
2019-11-06,8.529999732971191
2019-11-07,8.520000457763672
2019-11-08,8.84000015258789
2019-11-11,8.960000038146973
2019-11-12,9.119999885559082
2019-11-13,8.779999732971191
2019-11-14,8.989999771118164
2019-11-15,8.800000190734863
2019-11-18,9.079999923706055
2019-11-19,9.550000190734863
2019-11-20,10.270000457763672
2019-11-21,9.949999809265137
2019-11-22,10.029999732971191
2019-11-25,10.460000038146973
2019-11-26,10.90999984741211
2019-11-27,11.40999984741211
2019-11-29,11.84000015258789
2019-12-02,12.300000190734863
2019-12-03,12.0
2019-12-04,12.59000015258789
2019-12-05,11.329999923706055
2019-12-06,11.6899995803833
2019-12-09,11.649999618530273
2019-12-10,12.59000015258789
2019-12-11,12.710000038146973
2019-12-12,12.399999618530273
2019-12-13,13.5600004196167
2019-12-16,15.069999694824219
2019-12-17,16.170000076293945
2019-12-18,15.5
2019-12-19,15.989999771118164
2019-12-20,16.149999618530273
2019-12-23,17.149999618530273
2019-12-24,16.940000534057617
2019-12-26,17.420000076293945
2019-12-27,17.469999313354492
2019-12-30,15.920000076293945
2019-12-31,15.875
2020-01-02,16.309999465942383
2020-01-03,14.829999923706055
2020-01-06,13.6899995803833
2020-01-07,14.449999809265137
2020-01-08,14.619999885559082
2020-01-09,15.369999885559082
2020-01-10,15.670000076293945
2020-01-13,15.789999961853027
2020-01-14,15.779999732971191
2020-01-15,15.880000114440918
2020-01-16,16.770000457763672
2020-01-17,15.399999618530273
2020-01-21,15.0
2020-01-22,15.350000381469727
2020-01-23,15.199999809265137
2020-01-24,15.210000038146973
2020-01-27,15.510000228881836
2020-01-28,16.15999984741211
2020-01-29,16.40999984741211
2020-01-30,15.270000457763672
2020-01-31,15.170000076293945
2020-02-03,15.710000038146973
2020-02-04,15.609999656677246
2020-02-05,16.260000228881836
2020-02-06,17.420000076293945
2020-02-07,16.729999542236328
2020-02-10,18.959999084472656
2020-02-11,20.0
2020-02-12,18.979999542236328
2020-02-13,18.959999084472656
2020-02-14,17.350000381469727
2020-02-18,18.010000228881836
2020-02-19,20.6200008392334
2020-02-20,20.75
2020-02-21,19.809999465942383
2020-02-24,18.600000381469727
2020-02-25,18.8799991607666
2020-02-26,18.93000030517578
2020-02-27,17.850000381469727
2020-02-28,17.489999771118164
2020-03-02,18.110000610351562
2020-03-03,19.219999313354492
2020-03-04,21.520000457763672
2020-03-05,22.270000457763672
2020-03-06,20.520000457763672
2020-03-09,18.209999084472656
2020-03-10,17.309999465942383
2020-03-11,15.710000038146973
2020-03-12,12.510000228881836
2020-03-13,13.149999618530273
2020-03-16,11.65999984741211
2020-03-17,11.40999984741211
2020-03-18,9.850000381469727
2020-03-19,12.130000114440918
2020-03-20,12.220000267028809
2020-03-23,12.15999984741211
2020-03-24,14.0
2020-03-25,13.899999618530273
2020-03-26,14.239999771118164
2020-03-27,13.229999542236328
2020-03-30,13.720000267028809
2020-03-31,14.1899995803833
2020-04-01,12.989999771118164
2020-04-02,12.699999809265137
2020-04-03,12.920000076293945
2020-04-06,14.319999694824219
2020-04-07,15.069999694824219
2020-04-08,16.600000381469727
2020-04-09,17.969999313354492
2020-04-13,18.700000762939453
2020-04-14,19.709999084472656
2020-04-15,19.540000915527344
2020-04-16,18.6299991607666
2020-04-17,18.809999465942383
2020-04-20,21.5
2020-04-21,21.5
2020-04-22,22.940000534057617
2020-04-23,24.530000686645508
2020-04-24,24.260000228881836
2020-04-27,24.670000076293945
2020-04-28,25.030000686645508
2020-04-29,26.959999084472656
2020-04-30,25.579999923706055
2020-05-01,23.479999542236328
2020-05-04,24.34000015258789
2020-05-05,25.809999465942383
2020-05-06,26.06999969482422
2020-05-07,26.5
2020-05-08,27.68000030517578
2020-05-11,27.559999465942383
2020-05-12,25.780000686645508
2020-05-13,24.770000457763672
2020-05-14,25.6200008392334
2020-05-15,26.19499969482422
2020-05-18,26.559999465942383
2020-05-19,27.139999389648438
2020-05-20,28.770000457763672
2020-05-21,30.540000915527344
2020-05-22,30.100000381469727
2020-05-26,28.959999084472656
2020-05-27,27.15999984741211
2020-05-28,27.229999542236328
2020-05-29,27.68000030517578
2020-06-01,29.3799991607666
2020-06-02,30.729999542236328
2020-06-03,28.65999984741211
2020-06-04,26.829999923706055
2020-06-05,24.440000534057617
2020-06-08,25.5
2020-06-09,25.260000228881836
2020-06-10,26.479999542236328
2020-06-11,25.1200008392334
2020-06-12,25.549999237060547
2020-06-15,27.5
2020-06-16,25.700000762939453
2020-06-17,26.25
2020-06-18,25.3799991607666
2020-06-19,24.049999237060547
2020-06-22,25.920000076293945
2020-06-23,25.850000381469727
2020-06-24,23.959999084472656
2020-06-25,24.43000030517578
2020-06-26,23.479999542236328
2020-06-29,23.360000610351562
2020-06-30,24.510000228881836
2020-07-01,22.899999618530273
2020-07-02,22.889999389648438
2020-07-06,22.540000915527344
2020-07-07,22.700000762939453
2020-07-08,23.540000915527344
2020-07-09,22.670000076293945
2020-07-10,22.350000381469727
2020-07-13,20.75
2020-07-14,21.34000015258789
2020-07-15,22.040000915527344
2020-07-16,21.700000762939453
2020-07-17,22.190000534057617
2020-07-20,22.68000030517578
2020-07-21,21.8799991607666
2020-07-22,21.059999465942383
2020-07-23,20.299999237060547
2020-07-24,19.239999771118164
2020-07-27,20.15999984741211
2020-07-28,19.790000915527344
2020-07-29,19.09000015258789
2020-07-30,19.760000228881836
2020-07-31,18.90999984741211
2020-08-03,19.90999984741211
2020-08-04,19.200000762939453
2020-08-05,20.489999771118164
2020-08-06,20.020000457763672
2020-08-07,19.860000610351562
2020-08-10,21.06999969482422
2020-08-11,20.110000610351562
2020-08-12,20.809999465942383
2020-08-13,20.809999465942383
2020-08-14,20.350000381469727
2020-08-17,21.479999542236328
2020-08-18,21.260000228881836
2020-08-19,21.010000228881836
2020-08-20,19.954999923706055
2020-08-21,19.8700008392334
2020-08-24,18.59000015258789
2020-08-25,19.479999542236328
2020-08-26,18.6299991607666
2020-08-27,17.809999465942383
2020-08-28,17.729999542236328
2020-08-31,17.8700008392334
2020-09-01,16.100000381469727
2020-09-02,17.020000457763672
2020-09-03,15.760000228881836
2020-09-04,15.8100004196167
2020-09-08,15.869999885559082
2020-09-09,16.690000534057617
2020-09-10,16.520000457763672
2020-09-11,16.469999313354492
2020-09-14,17.850000381469727
2020-09-15,18.010000228881836
2020-09-16,17.600000381469727
2020-09-17,17.209999084472656
2020-09-18,17.299999237060547
2020-09-21,15.930000305175781
2020-09-22,16.18000030517578
2020-09-23,15.149999618530273
2020-09-24,15.220000267028809
2020-09-25,16.15999984741211
2020-09-28,15.15999984741211
2020-09-29,15.399999618530273
2020-09-30,15.050000190734863
2020-10-01,15.609999656677246
2020-10-02,15.600000381469727
2020-10-05,16.299999237060547
2020-10-06,15.729999542236328
2020-10-07,16.399999618530273
2020-10-08,16.010000228881836
2020-10-09,16.290000915527344
2020-10-12,16.059999465942383
2020-10-13,16.229999542236328
2020-10-14,15.609999656677246
2020-10-15,15.34000015258789
2020-10-16,15.680000305175781
2020-10-19,15.329999923706055
2020-10-20,14.130000114440918
2020-10-21,13.229999542236328
2020-10-22,13.600000381469727
2020-10-23,12.770000457763672
2020-10-26,12.289999961853027
2020-10-27,12.069999694824219
2020-10-28,11.65999984741211
2020-10-29,12.100000381469727
2020-10-30,11.140000343322754
2020-11-02,11.329999923706055
2020-11-03,11.300000190734863
2020-11-04,12.100000381469727
2020-11-05,11.869999885559082
2020-11-06,11.119999885559082
2020-11-09,11.579999923706055
2020-11-10,12.359999656677246
2020-11-11,12.039999961853027
2020-11-12,11.710000038146973
2020-11-13,11.90999984741211
2020-11-16,11.710000038146973
2020-11-17,11.550000190734863
2020-11-18,12.5
2020-11-19,12.699999809265137
2020-11-20,12.210000038146973
2020-11-23,12.010000228881836
2020-11-24,12.380000114440918
2020-11-25,12.699999809265137
2020-11-27,13.739999771118164
2020-11-30,13.984999656677246
2020-12-01,13.819999694824219
2020-12-02,14.319999694824219
2020-12-03,13.479999542236328
2020-12-04,13.479999542236328
2020-12-07,13.600000381469727
2020-12-08,13.359999656677246
2020-12-09,13.039999961853027
2020-12-10,13.380000114440918
2020-12-11,13.069999694824219
2020-12-14,13.619999885559082
2020-12-15,13.069999694824219
2020-12-16,13.170000076293945
2020-12-17,12.899999618530273
2020-12-18,13.279999732971191
2020-12-21,13.109999656677246
2020-12-22,13.100000381469727
2020-12-23,13.0600004196167
2020-12-24,13.119999885559082
2020-12-28,12.789999961853027
2020-12-29,12.279999732971191
2020-12-30,12.880000114440918
2020-12-31,12.510000228881836
2021-01-04,12.359999656677246
2021-01-05,12.25
2021-01-06,12.460000038146973
2021-01-07,12.970000267028809
2021-01-08,12.989999771118164
2021-01-11,12.90999984741211
2021-01-12,12.699999809265137
2021-01-13,12.649999618530273
2021-01-14,12.729999542236328
2021-01-15,12.609999656677246
2021-01-19,14.670000076293945
2021-01-20,14.430000305175781
2021-01-21,13.720000267028809
2021-01-22,14.069999694824219
2021-01-25,14.949999809265137
2021-01-26,14.0
2021-01-27,13.0
2021-01-28,13.59000015258789
2021-01-29,13.539999961853027
2021-02-01,14.460000038146973
2021-02-02,14.880000114440918
2021-02-03,14.8100004196167
2021-02-04,14.75
2021-02-05,14.829999923706055
2021-02-08,16.09000015258789
2021-02-09,15.949999809265137
2021-02-10,15.550000190734863
2021-02-11,15.699999809265137
2021-02-12,15.529999732971191
2021-02-16,15.180000305175781
2021-02-17,14.9399995803833
2021-02-18,13.6899995803833
2021-02-19,13.960000038146973
2021-02-22,13.140000343322754
2021-02-23,13.470000267028809
2021-02-24,13.369999885559082
2021-02-25,13.229999542236328
2021-02-26,13.609999656677246
2021-03-01,13.350000381469727
2021-03-02,13.0
2021-03-03,12.460000038146973
2021-03-04,12.260000228881836
2021-03-05,13.050000190734863
2021-03-08,13.270000457763672
2021-03-09,14.210000038146973
2021-03-10,14.199999809265137
2021-03-11,15.850000381469727
2021-03-12,15.75
2021-03-15,15.109999656677246
2021-03-16,14.819999694824219
2021-03-17,13.979999542236328
2021-03-18,13.420000076293945
2021-03-19,14.430000305175781
2021-03-22,14.0600004196167
2021-03-23,12.930000305175781
2021-03-24,12.020000457763672
2021-03-25,12.279999732971191
2021-03-26,11.670000076293945
2021-03-29,11.199999809265137
2021-03-30,11.5
2021-03-31,12.199999809265137
2021-04-01,12.300000190734863
2021-04-05,12.609999656677246
2021-04-06,12.470000267028809
2021-04-07,12.4399995803833
2021-04-08,12.399999618530273
2021-04-09,12.279999732971191
2021-04-12,11.5
2021-04-13,11.630000114440918
2021-04-14,12.470000267028809
2021-04-15,12.949999809265137
2021-04-16,12.84000015258789
2021-04-19,12.449999809265137
2021-04-20,12.350000381469727
2021-04-21,12.850000381469727
2021-04-22,12.460000038146973
2021-04-23,12.199999809265137
2021-04-26,12.329999923706055
2021-04-27,12.15999984741211
2021-04-28,12.270000457763672
2021-04-29,12.010000228881836
2021-04-30,12.130000114440918
2021-05-03,12.229999542236328
2021-05-04,11.649999618530273
2021-05-05,11.260000228881836
2021-05-06,10.899999618530273
2021-05-07,11.260000228881836
2021-05-10,14.380000114440918
2021-05-11,13.989999771118164
2021-05-12,14.039999961853027
2021-05-13,12.949999809265137
2021-05-14,13.670000076293945
