,ALLK
2019-01-25,44.810001373291016
2019-01-28,42.849998474121094
2019-01-29,39.54999923706055
2019-01-30,39.0099983215332
2019-01-31,39.95000076293945
2019-02-01,40.5
2019-02-04,40.099998474121094
2019-02-05,39.72999954223633
2019-02-06,39.9900016784668
2019-02-07,40.70000076293945
2019-02-08,40.060001373291016
2019-02-11,35.869998931884766
2019-02-12,33.790000915527344
2019-02-13,34.77000045776367
2019-02-14,35.2599983215332
2019-02-15,34.849998474121094
2019-02-19,34.9900016784668
2019-02-20,36.31999969482422
2019-02-21,35.15999984741211
2019-02-22,37.68000030517578
2019-02-25,39.720001220703125
2019-02-26,39.93000030517578
2019-02-27,42.0
2019-02-28,39.959999084472656
2019-03-01,42.27000045776367
2019-03-04,40.619998931884766
2019-03-05,40.06999969482422
2019-03-06,37.470001220703125
2019-03-07,37.11000061035156
2019-03-08,36.83000183105469
2019-03-11,39.25
2019-03-12,39.11000061035156
2019-03-13,39.68000030517578
2019-03-14,38.52000045776367
2019-03-15,39.369998931884766
2019-03-18,39.66999816894531
2019-03-19,39.20000076293945
2019-03-20,38.08000183105469
2019-03-21,38.02000045776367
2019-03-22,36.29999923706055
2019-03-25,36.70000076293945
2019-03-26,39.15999984741211
2019-03-27,40.33000183105469
2019-03-28,40.54999923706055
2019-03-29,40.5
2019-04-01,42.59000015258789
2019-04-02,42.29999923706055
2019-04-03,42.22999954223633
2019-04-04,41.81999969482422
2019-04-05,43.150001525878906
2019-04-08,43.34000015258789
2019-04-09,40.970001220703125
2019-04-10,39.849998474121094
2019-04-11,38.95000076293945
2019-04-12,37.790000915527344
2019-04-15,37.599998474121094
2019-04-16,36.9900016784668
2019-04-17,36.0
2019-04-18,37.650001525878906
2019-04-22,37.61000061035156
2019-04-23,39.20000076293945
2019-04-24,38.119998931884766
2019-04-25,38.84000015258789
2019-04-26,40.619998931884766
2019-04-29,41.97999954223633
2019-04-30,39.209999084472656
2019-05-01,37.70000076293945
2019-05-02,37.04999923706055
2019-05-03,37.90999984741211
2019-05-06,39.95000076293945
2019-05-07,39.09000015258789
2019-05-08,40.45000076293945
2019-05-09,42.20000076293945
2019-05-10,42.20000076293945
2019-05-13,40.70000076293945
2019-05-14,41.599998474121094
2019-05-15,41.650001525878906
2019-05-16,42.7599983215332
2019-05-17,43.220001220703125
2019-05-20,43.189998626708984
2019-05-21,44.72999954223633
2019-05-22,43.9900016784668
2019-05-23,43.66999816894531
2019-05-24,44.349998474121094
2019-05-28,44.529998779296875
2019-05-29,43.11000061035156
2019-05-30,39.7400016784668
2019-05-31,39.20000076293945
2019-06-03,40.04999923706055
2019-06-04,39.779998779296875
2019-06-05,39.959999084472656
2019-06-06,40.0
2019-06-07,40.560001373291016
2019-06-10,41.13999938964844
2019-06-11,40.939998626708984
2019-06-12,41.08000183105469
2019-06-13,41.2400016784668
2019-06-14,42.029998779296875
2019-06-17,43.29999923706055
2019-06-18,44.45000076293945
2019-06-19,44.130001068115234
2019-06-20,44.630001068115234
2019-06-21,44.2400016784668
2019-06-24,41.13999938964844
2019-06-25,40.40999984741211
2019-06-26,40.790000915527344
2019-06-27,42.150001525878906
2019-06-28,43.33000183105469
2019-07-01,43.88999938964844
2019-07-02,43.0099983215332
2019-07-03,43.4900016784668
2019-07-05,42.40999984741211
2019-07-08,40.599998474121094
2019-07-09,38.720001220703125
2019-07-10,37.22999954223633
2019-07-11,35.38999938964844
2019-07-12,35.86000061035156
2019-07-15,35.959999084472656
2019-07-16,32.91999816894531
2019-07-17,32.4900016784668
2019-07-18,31.770000457763672
2019-07-19,31.579999923706055
2019-07-22,31.709999084472656
2019-07-23,32.619998931884766
2019-07-24,33.36000061035156
2019-07-25,33.5
2019-07-26,33.91999816894531
2019-07-29,34.56999969482422
2019-07-30,34.79999923706055
2019-07-31,34.77000045776367
2019-08-01,32.4900016784668
2019-08-02,31.0
2019-08-05,65.26000213623047
2019-08-06,79.47000122070312
2019-08-07,87.5
2019-08-08,83.80999755859375
2019-08-09,84.87999725341797
2019-08-12,88.11000061035156
2019-08-13,87.5999984741211
2019-08-14,84.0
2019-08-15,83.33999633789062
2019-08-16,88.72000122070312
2019-08-19,89.12000274658203
2019-08-20,88.0
2019-08-21,89.7300033569336
2019-08-22,87.5
2019-08-23,86.55000305175781
2019-08-26,87.4000015258789
2019-08-27,87.6500015258789
2019-08-28,86.80000305175781
2019-08-29,87.86000061035156
2019-08-30,88.45999908447266
2019-09-03,84.66000366210938
2019-09-04,83.8499984741211
2019-09-05,85.0
2019-09-06,85.31999969482422
2019-09-09,78.26000213623047
2019-09-10,81.08000183105469
2019-09-11,83.16000366210938
2019-09-12,83.63999938964844
2019-09-13,85.41999816894531
2019-09-16,85.30000305175781
2019-09-17,84.26000213623047
2019-09-18,81.36000061035156
2019-09-19,82.69999694824219
2019-09-20,87.37000274658203
2019-09-23,83.0999984741211
2019-09-24,81.4000015258789
2019-09-25,81.56999969482422
2019-09-26,79.0
2019-09-27,79.06999969482422
2019-09-30,78.62999725341797
2019-10-01,79.63999938964844
2019-10-02,81.91999816894531
2019-10-03,80.77999877929688
2019-10-04,77.3499984741211
2019-10-07,70.0999984741211
2019-10-08,66.5
2019-10-09,66.48999786376953
2019-10-10,67.4000015258789
2019-10-11,66.87000274658203
2019-10-14,66.7300033569336
2019-10-15,69.97000122070312
2019-10-16,71.33000183105469
2019-10-17,73.0999984741211
2019-10-18,72.61000061035156
2019-10-21,73.44000244140625
2019-10-22,73.86000061035156
2019-10-23,72.66999816894531
2019-10-24,69.38999938964844
2019-10-25,70.22000122070312
2019-10-28,73.72000122070312
2019-10-29,74.0
2019-10-30,73.13999938964844
2019-10-31,68.5999984741211
2019-11-01,70.94999694824219
2019-11-04,70.0
2019-11-05,71.72000122070312
2019-11-06,68.6500015258789
2019-11-07,71.47000122070312
2019-11-08,74.7300033569336
2019-11-11,73.7699966430664
2019-11-12,74.98999786376953
2019-11-13,75.08999633789062
2019-11-14,76.16999816894531
2019-11-15,72.72000122070312
2019-11-18,76.55000305175781
2019-11-19,81.66000366210938
2019-11-20,88.58000183105469
2019-11-21,84.05999755859375
2019-11-22,87.0199966430664
2019-11-25,90.75
2019-11-26,93.45999908447266
2019-11-27,96.91999816894531
2019-11-29,95.0
2019-12-02,95.9800033569336
2019-12-03,95.94000244140625
2019-12-04,137.72999572753906
2019-12-05,123.05999755859375
2019-12-06,117.36000061035156
2019-12-09,121.06999969482422
2019-12-10,120.88999938964844
2019-12-11,121.26000213623047
2019-12-12,125.97000122070312
2019-12-13,123.19000244140625
2019-12-16,125.33000183105469
2019-12-17,132.52999877929688
2019-12-18,119.27999877929688
2019-12-19,109.80000305175781
2019-12-20,108.76000213623047
2019-12-23,102.45999908447266
2019-12-24,102.44000244140625
2019-12-26,100.51000213623047
2019-12-27,97.69000244140625
2019-12-30,96.0999984741211
2019-12-31,95.36000061035156
2020-01-02,93.29000091552734
2020-01-03,93.38999938964844
2020-01-06,91.95999908447266
2020-01-07,89.44000244140625
2020-01-08,89.5
2020-01-09,88.33999633789062
2020-01-10,88.12999725341797
2020-01-13,82.56999969482422
2020-01-14,82.06999969482422
2020-01-15,82.70999908447266
2020-01-16,84.1500015258789
2020-01-17,83.06999969482422
2020-01-21,82.5999984741211
2020-01-22,83.25
2020-01-23,75.62000274658203
2020-01-24,69.88999938964844
2020-01-27,73.5999984741211
2020-01-28,77.44999694824219
2020-01-29,75.48999786376953
2020-01-30,77.04000091552734
2020-01-31,72.19999694824219
2020-02-03,74.04000091552734
2020-02-04,73.98999786376953
2020-02-05,76.66999816894531
2020-02-06,70.43000030517578
2020-02-07,69.7300033569336
2020-02-10,69.7300033569336
2020-02-11,67.1500015258789
2020-02-12,68.70999908447266
2020-02-13,69.9000015258789
2020-02-14,66.33000183105469
2020-02-18,63.58000183105469
2020-02-19,63.61000061035156
2020-02-20,63.86000061035156
2020-02-21,65.62000274658203
2020-02-24,65.3499984741211
2020-02-25,64.66999816894531
2020-02-26,61.9900016784668
2020-02-27,62.18000030517578
2020-02-28,62.33000183105469
2020-03-02,65.5
2020-03-03,63.65999984741211
2020-03-04,66.37999725341797
2020-03-05,59.540000915527344
2020-03-06,61.41999816894531
2020-03-09,59.29999923706055
2020-03-10,62.88999938964844
2020-03-11,58.29999923706055
2020-03-12,51.7400016784668
2020-03-13,52.61000061035156
2020-03-16,47.06999969482422
2020-03-17,49.27000045776367
2020-03-18,53.27000045776367
2020-03-19,59.310001373291016
2020-03-20,58.91999816894531
2020-03-23,56.619998931884766
2020-03-24,59.119998931884766
2020-03-25,50.88999938964844
2020-03-26,50.63999938964844
2020-03-27,47.939998626708984
2020-03-30,44.77000045776367
2020-03-31,44.4900016784668
2020-04-01,44.040000915527344
2020-04-02,45.38999938964844
2020-04-03,45.0099983215332
2020-04-06,48.150001525878906
2020-04-07,49.18000030517578
2020-04-08,54.5099983215332
2020-04-09,62.9900016784668
2020-04-13,62.689998626708984
2020-04-14,65.16999816894531
2020-04-15,61.459999084472656
2020-04-16,60.95000076293945
2020-04-17,63.060001373291016
2020-04-20,65.5
2020-04-21,63.86000061035156
2020-04-22,64.25
2020-04-23,65.08000183105469
2020-04-24,69.91000366210938
2020-04-27,73.36000061035156
2020-04-28,64.16000366210938
2020-04-29,65.93000030517578
2020-04-30,65.76000213623047
2020-05-01,60.15999984741211
2020-05-04,57.56999969482422
2020-05-05,59.58000183105469
2020-05-06,58.310001373291016
2020-05-07,61.400001525878906
2020-05-08,62.81999969482422
2020-05-11,75.0199966430664
2020-05-12,71.04000091552734
2020-05-13,65.56999969482422
2020-05-14,65.27999877929688
2020-05-15,67.6500015258789
2020-05-18,71.7699966430664
2020-05-19,70.98999786376953
2020-05-20,77.30999755859375
2020-05-21,74.62999725341797
2020-05-22,76.55999755859375
2020-05-26,72.54000091552734
2020-05-27,73.73999786376953
2020-05-28,69.41999816894531
2020-05-29,65.0
2020-06-01,65.58000183105469
2020-06-02,69.5199966430664
2020-06-03,66.19999694824219
2020-06-04,62.75
2020-06-05,66.80999755859375
2020-06-08,71.45999908447266
2020-06-09,71.19999694824219
2020-06-10,73.19999694824219
2020-06-11,69.80000305175781
2020-06-12,67.80000305175781
2020-06-15,73.8499984741211
2020-06-16,75.91000366210938
2020-06-17,74.87000274658203
2020-06-18,77.76000213623047
2020-06-19,79.70999908447266
2020-06-22,79.98999786376953
2020-06-23,79.5999984741211
2020-06-24,77.86000061035156
2020-06-25,80.69000244140625
2020-06-26,74.80000305175781
2020-06-29,72.77999877929688
2020-06-30,71.86000061035156
2020-07-01,67.29000091552734
2020-07-02,66.9000015258789
2020-07-06,66.43000030517578
2020-07-07,67.41000366210938
2020-07-08,68.86000061035156
2020-07-09,67.08000183105469
2020-07-10,68.37999725341797
2020-07-13,67.5999984741211
2020-07-14,72.0
2020-07-15,76.26000213623047
2020-07-16,79.38999938964844
2020-07-17,81.33999633789062
2020-07-20,83.87000274658203
2020-07-21,83.37000274658203
2020-07-22,82.91999816894531
2020-07-23,84.0999984741211
2020-07-24,83.52999877929688
2020-07-27,84.5199966430664
2020-07-28,81.0199966430664
2020-07-29,79.55999755859375
2020-07-30,77.58999633789062
2020-07-31,75.06999969482422
2020-08-03,79.55000305175781
2020-08-04,79.68000030517578
2020-08-05,80.95999908447266
2020-08-06,82.69000244140625
2020-08-07,84.98999786376953
2020-08-10,86.5
2020-08-11,84.52999877929688
2020-08-12,87.63999938964844
2020-08-13,87.48999786376953
2020-08-14,87.7699966430664
2020-08-17,90.72000122070312
2020-08-18,88.55999755859375
2020-08-19,88.3499984741211
2020-08-20,87.8499984741211
2020-08-21,87.97000122070312
2020-08-24,87.30000305175781
2020-08-25,90.98999786376953
2020-08-26,87.08000183105469
2020-08-27,88.27999877929688
2020-08-28,89.97000122070312
2020-08-31,89.58000183105469
2020-09-01,86.69000244140625
2020-09-02,84.08000183105469
2020-09-03,81.91000366210938
2020-09-04,83.72000122070312
2020-09-08,84.58000183105469
2020-09-09,90.1500015258789
2020-09-10,81.5199966430664
2020-09-11,77.43000030517578
2020-09-14,80.66000366210938
2020-09-15,82.58999633789062
2020-09-16,80.87000274658203
2020-09-17,81.2300033569336
2020-09-18,84.12000274658203
2020-09-21,79.93000030517578
2020-09-22,79.18000030517578
2020-09-23,78.51000213623047
2020-09-24,78.11000061035156
2020-09-25,80.27999877929688
2020-09-28,77.3499984741211
2020-09-29,79.87999725341797
2020-09-30,81.44999694824219
2020-10-01,80.62999725341797
2020-10-02,79.8499984741211
2020-10-05,84.66000366210938
2020-10-06,83.8499984741211
2020-10-07,84.41000366210938
2020-10-08,84.29000091552734
2020-10-09,82.48999786376953
2020-10-12,82.3499984741211
2020-10-13,82.41999816894531
2020-10-14,81.98999786376953
2020-10-15,81.5
2020-10-16,80.86000061035156
2020-10-19,80.88999938964844
2020-10-20,80.88999938964844
2020-10-21,79.58000183105469
2020-10-22,86.33000183105469
2020-10-23,89.83999633789062
2020-10-26,91.05999755859375
2020-10-27,93.52999877929688
2020-10-28,84.05000305175781
2020-10-29,88.83000183105469
2020-10-30,95.12999725341797
2020-11-02,87.8499984741211
2020-11-03,97.56999969482422
2020-11-04,102.41999816894531
2020-11-05,98.87000274658203
2020-11-06,99.2699966430664
2020-11-09,104.22000122070312
2020-11-10,100.98999786376953
2020-11-11,102.7699966430664
2020-11-12,99.87000274658203
2020-11-13,100.72000122070312
2020-11-16,100.02999877929688
2020-11-17,101.4800033569336
2020-11-18,98.4800033569336
2020-11-19,98.5999984741211
2020-11-20,101.41000366210938
2020-11-23,103.62999725341797
2020-11-24,105.19999694824219
2020-11-25,103.7300033569336
2020-11-27,104.70999908447266
2020-11-30,107.02999877929688
2020-12-01,105.2300033569336
2020-12-02,97.41000366210938
2020-12-03,105.08999633789062
2020-12-04,109.41999816894531
2020-12-07,111.7300033569336
2020-12-08,116.31999969482422
2020-12-09,114.69999694824219
2020-12-10,117.56999969482422
2020-12-11,119.36000061035156
2020-12-14,120.83000183105469
2020-12-15,120.47000122070312
2020-12-16,121.20999908447266
2020-12-17,126.61000061035156
2020-12-18,130.57000732421875
2020-12-21,144.0
2020-12-22,144.00999450683594
2020-12-23,149.42999267578125
2020-12-24,151.52999877929688
2020-12-28,152.4499969482422
2020-12-29,143.0500030517578
2020-12-30,141.22000122070312
2020-12-31,140.0
2021-01-04,133.77000427246094
2021-01-05,123.12000274658203
2021-01-06,125.30999755859375
2021-01-07,127.5
2021-01-08,127.7300033569336
2021-01-11,127.06999969482422
2021-01-12,128.74000549316406
2021-01-13,122.36000061035156
2021-01-14,128.5500030517578
2021-01-15,128.50999450683594
2021-01-19,127.04000091552734
2021-01-20,129.19000244140625
2021-01-21,128.6300048828125
2021-01-22,132.3300018310547
2021-01-25,131.49000549316406
2021-01-26,127.88999938964844
2021-01-27,129.9199981689453
2021-01-28,126.44000244140625
2021-01-29,133.3300018310547
2021-02-01,135.24000549316406
2021-02-02,136.33999633789062
2021-02-03,138.27999877929688
2021-02-04,141.60000610351562
2021-02-05,144.13999938964844
2021-02-08,150.6199951171875
2021-02-09,153.66000366210938
2021-02-10,143.4199981689453
2021-02-11,140.3800048828125
2021-02-12,138.80999755859375
2021-02-16,135.19000244140625
2021-02-17,135.86000061035156
2021-02-18,133.75999450683594
2021-02-19,135.64999389648438
2021-02-22,124.75
2021-02-23,119.5199966430664
2021-02-24,121.0
2021-02-25,118.26000213623047
2021-02-26,121.18000030517578
2021-03-01,118.29000091552734
2021-03-02,116.0199966430664
2021-03-03,111.37999725341797
2021-03-04,113.13999938964844
2021-03-05,123.7300033569336
2021-03-08,121.02999877929688
2021-03-09,120.36000061035156
2021-03-10,120.16000366210938
2021-03-11,123.73999786376953
2021-03-12,123.98999786376953
2021-03-15,123.19999694824219
2021-03-16,122.19999694824219
2021-03-17,122.48999786376953
2021-03-18,112.45999908447266
2021-03-19,116.9000015258789
2021-03-22,118.20999908447266
2021-03-23,117.77999877929688
2021-03-24,111.23999786376953
2021-03-25,112.22000122070312
2021-03-26,115.13999938964844
2021-03-29,110.05000305175781
2021-03-30,109.7300033569336
2021-03-31,114.77999877929688
2021-04-01,114.0999984741211
2021-04-05,112.61000061035156
2021-04-06,110.0
2021-04-07,106.9800033569336
2021-04-08,108.0
2021-04-09,105.0
2021-04-12,104.41000366210938
2021-04-13,104.45999908447266
2021-04-14,107.58999633789062
2021-04-15,108.13999938964844
2021-04-16,104.5
2021-04-19,105.16000366210938
2021-04-20,104.12999725341797
2021-04-21,105.3499984741211
2021-04-22,107.16000366210938
2021-04-23,107.4000015258789
2021-04-26,109.88999938964844
2021-04-27,111.11000061035156
2021-04-28,113.30999755859375
2021-04-29,108.55999755859375
2021-04-30,109.12000274658203
2021-05-03,108.79000091552734
2021-05-04,104.2699966430664
2021-05-05,101.12000274658203
2021-05-06,99.1500015258789
2021-05-07,100.93000030517578
2021-05-10,94.94999694824219
2021-05-11,99.08999633789062
2021-05-12,98.88999938964844
2021-05-13,97.94000244140625
2021-05-14,100.63999938964844
