,DOOO
2013-08-07,26.899999618530273
2013-08-08,27.0
2013-08-09,27.81999969482422
2013-08-12,27.81999969482422
2013-08-13,27.770000457763672
2013-08-14,27.770000457763672
2013-08-15,27.770000457763672
2013-08-16,27.770000457763672
2013-08-19,27.770000457763672
2013-08-20,27.770000457763672
2013-08-21,27.770000457763672
2013-08-22,27.770000457763672
2013-08-23,27.770000457763672
2013-08-26,27.770000457763672
2013-08-27,27.770000457763672
2013-08-28,27.770000457763672
2013-08-29,27.770000457763672
2013-08-30,27.770000457763672
2013-09-03,27.770000457763672
2013-09-04,26.850000381469727
2013-09-05,26.850000381469727
2013-09-06,27.780000686645508
2013-09-09,27.139999389648438
2013-09-10,27.139999389648438
2013-09-11,26.610000610351562
2013-09-12,26.610000610351562
2013-09-13,26.239999771118164
2013-09-16,26.239999771118164
2013-09-17,26.979999542236328
2013-09-18,26.979999542236328
2013-09-19,26.979999542236328
2013-09-20,26.979999542236328
2013-09-23,26.979999542236328
2013-09-24,26.979999542236328
2013-09-25,26.979999542236328
2013-09-26,26.979999542236328
2013-09-27,26.979999542236328
2013-09-30,26.979999542236328
2013-10-01,26.979999542236328
2013-10-02,26.979999542236328
2013-10-03,26.979999542236328
2013-10-04,26.979999542236328
2013-10-07,26.979999542236328
2013-10-08,26.110000610351562
2013-10-09,26.110000610351562
2013-10-10,26.110000610351562
2013-10-11,26.110000610351562
2013-10-14,26.110000610351562
2013-10-15,26.110000610351562
2013-10-16,26.110000610351562
2013-10-17,26.110000610351562
2013-10-18,26.110000610351562
2013-10-21,26.110000610351562
2013-10-22,26.110000610351562
2013-10-23,26.110000610351562
2013-10-24,26.110000610351562
2013-10-25,26.110000610351562
2013-10-28,26.110000610351562
2013-10-29,26.110000610351562
2013-10-30,26.110000610351562
2013-10-31,26.110000610351562
2013-11-01,26.110000610351562
2013-11-04,26.110000610351562
2013-11-05,26.110000610351562
2013-11-06,26.110000610351562
2013-11-07,26.110000610351562
2013-11-08,26.81999969482422
2013-11-11,26.81999969482422
2013-11-12,26.81999969482422
2013-11-13,26.81999969482422
2013-11-14,26.81999969482422
2013-11-15,26.81999969482422
2013-11-18,26.81999969482422
2013-11-19,26.75
2013-11-20,26.75
2013-11-21,26.780000686645508
2013-11-22,26.780000686645508
2013-11-25,26.780000686645508
2013-11-26,26.780000686645508
2013-11-27,26.780000686645508
2013-11-29,26.780000686645508
2013-12-02,26.780000686645508
2013-12-03,26.780000686645508
2013-12-04,26.780000686645508
2013-12-05,26.780000686645508
2013-12-06,26.780000686645508
2013-12-09,26.780000686645508
2013-12-10,26.780000686645508
2013-12-11,26.780000686645508
2013-12-12,26.780000686645508
2013-12-13,26.780000686645508
2013-12-16,26.780000686645508
2013-12-17,26.780000686645508
2013-12-18,26.780000686645508
2013-12-19,26.780000686645508
2013-12-20,26.780000686645508
2013-12-23,26.780000686645508
2013-12-24,26.780000686645508
2013-12-26,26.780000686645508
2013-12-27,27.940000534057617
2013-12-30,27.940000534057617
2013-12-31,27.940000534057617
2014-01-02,28.010000228881836
2014-01-03,28.010000228881836
2014-01-06,27.239999771118164
2014-01-07,27.229999542236328
2014-01-08,27.229999542236328
2014-01-09,27.229999542236328
2014-01-10,27.229999542236328
2014-01-13,27.229999542236328
2014-01-14,27.229999542236328
2014-01-15,27.719999313354492
2014-01-16,27.719999313354492
2014-01-17,27.719999313354492
2014-01-21,27.719999313354492
2014-01-22,27.719999313354492
2014-01-23,27.719999313354492
2014-01-24,27.719999313354492
2014-01-27,27.719999313354492
2014-01-28,27.719999313354492
2014-01-29,27.719999313354492
2014-01-30,27.719999313354492
2014-01-31,27.719999313354492
2014-02-03,27.719999313354492
2014-02-04,27.719999313354492
2014-02-05,24.65999984741211
2014-02-06,24.65999984741211
2014-02-07,24.65999984741211
2014-02-10,24.65999984741211
2014-02-11,24.65999984741211
2014-02-12,25.1299991607666
2014-02-13,24.969999313354492
2014-02-14,25.520000457763672
2014-02-18,24.969999313354492
2014-02-19,25.520000457763672
2014-02-20,25.520000457763672
2014-02-21,25.520000457763672
2014-02-24,25.520000457763672
2014-02-25,25.520000457763672
2014-02-26,26.190000534057617
2014-02-27,26.190000534057617
2014-02-28,26.190000534057617
2014-03-03,26.190000534057617
2014-03-04,26.190000534057617
2014-03-05,26.190000534057617
2014-03-06,26.190000534057617
2014-03-07,26.190000534057617
2014-03-10,26.190000534057617
2014-03-11,26.190000534057617
2014-03-12,26.190000534057617
2014-03-13,26.190000534057617
2014-03-14,26.190000534057617
2014-03-17,26.190000534057617
2014-03-18,26.190000534057617
2014-03-19,26.190000534057617
2014-03-20,26.190000534057617
2014-03-21,26.190000534057617
2014-03-24,26.190000534057617
2014-03-25,26.190000534057617
2014-03-26,26.190000534057617
2014-03-27,26.190000534057617
2014-03-28,26.190000534057617
2014-03-31,26.190000534057617
2014-04-01,26.190000534057617
2014-04-02,26.75
2014-04-03,26.31999969482422
2014-04-04,26.31999969482422
2014-04-07,26.31999969482422
2014-04-08,26.31999969482422
2014-04-09,26.31999969482422
2014-04-10,26.31999969482422
2014-04-11,26.31999969482422
2014-04-14,26.719999313354492
2014-04-15,26.719999313354492
2014-04-16,26.719999313354492
2014-04-17,26.719999313354492
2014-04-21,26.899999618530273
2014-04-22,26.899999618530273
2014-04-23,26.899999618530273
2014-04-24,26.899999618530273
2014-04-25,26.899999618530273
2014-04-28,26.899999618530273
2014-04-29,26.899999618530273
2014-04-30,26.899999618530273
2014-05-01,26.899999618530273
2014-05-02,26.899999618530273
2014-05-05,26.899999618530273
2014-05-06,26.899999618530273
2014-05-07,26.899999618530273
2014-05-08,26.899999618530273
2014-05-09,26.899999618530273
2014-05-12,26.899999618530273
2014-05-13,26.899999618530273
2014-05-14,26.899999618530273
2014-05-15,26.899999618530273
2014-05-16,26.899999618530273
2014-05-19,26.899999618530273
2014-05-20,26.899999618530273
2014-05-21,26.899999618530273
2014-05-22,26.899999618530273
2014-05-23,26.899999618530273
2014-05-27,26.899999618530273
2014-05-28,26.639999389648438
2014-05-29,27.0
2014-05-30,27.0
2014-06-02,27.0
2014-06-03,27.0
2014-06-04,27.0
