,DVOL
2018-10-18,19.1299991607666
2018-10-19,19.100000381469727
2018-10-22,19.100000381469727
2018-10-23,18.68000030517578
2018-10-24,18.8700008392334
2018-10-25,18.75
2018-10-26,18.520000457763672
2018-10-29,18.84000015258789
2018-10-30,18.84000015258789
2018-10-31,19.1299991607666
2018-11-01,19.020000457763672
2018-11-02,19.020000457763672
2018-11-05,19.190000534057617
2018-11-06,19.299999237060547
2018-11-07,19.59000015258789
2018-11-08,19.579999923706055
2018-11-09,19.579999923706055
2018-11-12,19.579999923706055
2018-11-13,19.420000076293945
2018-11-14,19.360000610351562
2018-11-15,19.280000686645508
2018-11-16,19.280000686645508
2018-11-19,19.510000228881836
2018-11-20,19.139999389648438
2018-11-21,19.219999313354492
2018-11-23,19.219999313354492
2018-11-26,19.260000228881836
2018-11-27,19.239999771118164
2018-11-28,19.520000457763672
2018-11-29,19.56999969482422
2018-11-30,19.719999313354492
2018-12-03,19.719999313354492
2018-12-04,19.360000610351562
2018-12-06,19.280000686645508
2018-12-07,19.09000015258789
2018-12-10,18.75
2018-12-11,19.09000015258789
2018-12-12,19.149999618530273
2018-12-13,19.030000686645508
2018-12-14,18.81999969482422
2018-12-17,18.440000534057617
2018-12-18,18.25
2018-12-19,18.3799991607666
2018-12-20,17.8799991607666
2018-12-21,17.850000381469727
2018-12-24,17.329999923706055
2018-12-26,17.649999618530273
2018-12-27,17.540000915527344
2018-12-28,17.829999923706055
2018-12-31,17.979999542236328
2019-01-02,17.81999969482422
2019-01-03,17.6200008392334
2019-01-04,18.020000457763672
2019-01-07,18.079999923706055
2019-01-08,18.059999465942383
2019-01-09,18.260000228881836
2019-01-10,18.31999969482422
2019-01-11,18.360000610351562
2019-01-14,18.270000457763672
2019-01-15,18.40999984741211
2019-01-16,18.440000534057617
2019-01-17,18.579999923706055
2019-01-18,18.81999969482422
2019-01-22,18.770000457763672
2019-01-23,18.90999984741211
2019-01-24,18.90999984741211
2019-01-25,18.959999084472656
2019-01-28,18.90999984741211
2019-01-29,18.969999313354492
2019-01-30,19.170000076293945
2019-01-31,19.280000686645508
2019-02-01,19.270000457763672
2019-02-04,19.399999618530273
2019-02-05,19.479999542236328
2019-02-06,19.440000534057617
2019-02-07,19.450000762939453
2019-02-08,19.649999618530273
2019-02-11,19.65999984741211
2019-02-12,19.639999389648438
2019-02-13,19.65999984741211
2019-02-14,19.700000762939453
2019-02-15,19.75
2019-02-19,19.860000610351562
2019-02-20,19.84000015258789
2019-02-21,19.899999618530273
2019-02-22,19.989999771118164
2019-02-25,19.969999313354492
2019-02-26,20.010000228881836
2019-02-27,19.979999542236328
2019-02-28,20.100000381469727
2019-03-01,20.09000015258789
2019-03-04,20.1200008392334
2019-03-05,20.1299991607666
2019-03-06,20.100000381469727
2019-03-07,20.059999465942383
2019-03-08,20.010000228881836
2019-03-11,20.229999542236328
2019-03-12,20.329999923706055
2019-03-13,20.3700008392334
2019-03-14,20.360000610351562
2019-03-15,20.43000030517578
2019-03-18,20.3799991607666
2019-03-19,20.270000457763672
2019-03-20,20.209999084472656
2019-03-21,20.389999389648438
2019-03-22,20.479999542236328
2019-03-25,20.450000762939453
2019-03-26,20.559999465942383
2019-03-27,20.559999465942383
2019-03-28,20.489999771118164
2019-03-29,20.530000686645508
2019-04-01,20.450000762939453
2019-04-02,20.450000762939453
2019-04-03,20.450000762939453
2019-04-04,20.40999984741211
2019-04-05,20.450000762939453
2019-04-08,20.3700008392334
2019-04-09,20.3700008392334
2019-04-10,20.43000030517578
2019-04-11,20.469999313354492
2019-04-12,20.559999465942383
2019-04-15,20.549999237060547
2019-04-16,20.360000610351562
2019-04-17,20.280000686645508
2019-04-18,20.34000015258789
2019-04-22,20.270000457763672
2019-04-23,20.389999389648438
2019-04-24,20.579999923706055
2019-04-25,20.600000381469727
2019-04-26,20.700000762939453
2019-04-29,20.6200008392334
2019-04-30,20.770000457763672
2019-05-01,20.739999771118164
2019-05-02,20.719999313354492
2019-05-03,20.860000610351562
2019-05-06,20.829999923706055
2019-05-07,20.6299991607666
2019-05-08,20.579999923706055
2019-05-09,20.56999969482422
2019-05-10,20.700000762939453
2019-05-13,20.81999969482422
2019-05-14,20.84000015258789
2019-05-15,20.889999389648438
2019-05-16,21.030000686645508
2019-05-17,21.09000015258789
2019-05-20,21.579999923706055
2019-05-21,21.059999465942383
2019-05-22,21.1299991607666
2019-05-23,21.190000534057617
2019-05-24,21.190000534057617
2019-05-28,21.010000228881836
2019-05-29,20.739999771118164
2019-05-30,20.790000915527344
2019-05-31,20.950000762939453
2019-06-03,21.010000228881836
2019-06-04,21.18000030517578
2019-06-05,21.520000457763672
2019-06-06,21.639999389648438
2019-06-07,21.700000762939453
2019-06-10,21.549999237060547
2019-06-11,21.479999542236328
2019-06-12,21.6200008392334
2019-06-13,21.65999984741211
2019-06-14,21.709999084472656
2019-06-17,21.65999984741211
2019-06-18,21.649999618530273
2019-06-19,21.790000915527344
2019-06-20,21.860000610351562
2019-06-21,21.829999923706055
2019-06-24,21.799999237060547
2019-06-25,21.719999313354492
2019-06-26,21.299999237060547
2019-06-27,21.3700008392334
2019-06-28,21.510000228881836
2019-07-01,21.579999923706055
2019-07-02,21.75
2019-07-03,22.0
2019-07-05,21.950000762939453
2019-07-08,21.989999771118164
2019-07-09,22.0
2019-07-10,22.06999969482422
2019-07-11,22.040000915527344
2019-07-12,22.0
2019-07-15,22.020000457763672
2019-07-16,22.0
2019-07-17,21.989999771118164
2019-07-18,22.06999969482422
2019-07-19,21.780000686645508
2019-07-22,21.770000457763672
2019-07-23,21.770000457763672
2019-07-24,21.75
2019-07-25,21.790000915527344
2019-07-26,21.8799991607666
2019-07-29,21.989999771118164
2019-07-30,21.899999618530273
2019-07-31,21.770000457763672
2019-08-01,21.8700008392334
2019-08-02,21.959999084472656
2019-08-05,21.5
2019-08-06,21.81999969482422
2019-08-07,21.93000030517578
2019-08-08,22.25
2019-08-09,22.31999969482422
2019-08-12,22.15999984741211
2019-08-13,22.290000915527344
2019-08-14,21.989999771118164
2019-08-15,22.260000228881836
2019-08-16,22.399999618530273
2019-08-19,22.579999923706055
2019-08-20,22.40999984741211
2019-08-21,22.829999923706055
2019-08-22,22.559999465942383
2019-08-23,22.270000457763672
2019-08-26,22.479999542236328
2019-08-27,22.469999313354492
2019-08-28,22.479999542236328
2019-08-29,22.6299991607666
2019-08-30,22.65999984741211
2019-09-03,22.790000915527344
2019-09-04,22.899999618530273
2019-09-05,22.739999771118164
2019-09-06,22.729999542236328
2019-09-09,22.440000534057617
2019-09-10,22.139999389648438
2019-09-11,22.290000915527344
2019-09-12,22.40999984741211
2019-09-13,22.290000915527344
2019-09-16,22.350000381469727
2019-09-17,22.600000381469727
2019-09-18,22.65999984741211
2019-09-19,22.709999084472656
2019-09-20,22.65999984741211
2019-09-23,22.739999771118164
2019-09-24,22.809999465942383
2019-09-25,22.75
2019-09-26,22.90999984741211
2019-09-27,22.75
2019-09-30,22.81999969482422
2019-10-01,22.700000762939453
2019-10-02,22.520000457763672
2019-10-03,22.6200008392334
2019-10-04,22.889999389648438
2019-10-07,22.829999923706055
2019-10-08,22.600000381469727
2019-10-09,22.690000534057617
2019-10-10,22.700000762939453
2019-10-11,22.68000030517578
2019-10-14,22.59000015258789
2019-10-15,22.520000457763672
2019-10-16,22.520000457763672
2019-10-17,22.59000015258789
2019-10-18,22.68000030517578
2019-10-21,22.770000457763672
