,DVOL
2019-10-22,22.670000076293945
2019-10-23,22.690000534057617
2019-10-24,22.75
2019-10-25,22.549999237060547
2019-10-28,22.350000381469727
2019-10-29,22.399999618530273
2019-10-30,22.59000015258789
2019-10-31,22.6299991607666
2019-11-01,22.43000030517578
2019-11-04,22.15999984741211
2019-11-05,21.950000762939453
2019-11-06,22.079999923706055
2019-11-07,21.809999465942383
2019-11-08,21.760000228881836
2019-11-11,21.739999771118164
2019-11-12,21.670000076293945
2019-11-13,21.950000762939453
2019-11-14,22.040000915527344
2019-11-15,22.040000915527344
2019-11-18,22.06999969482422
2019-11-19,22.110000610351562
2019-11-20,22.149999618530273
2019-11-21,21.969999313354492
2019-11-22,21.950000762939453
2019-11-25,21.90999984741211
2019-11-26,22.139999389648438
2019-11-27,22.200000762939453
2019-11-29,22.139999389648438
2019-12-02,21.90999984741211
2019-12-03,21.979999542236328
2019-12-04,22.100000381469727
2019-12-05,22.1200008392334
2019-12-06,22.139999389648438
2019-12-09,22.1200008392334
2019-12-10,22.100000381469727
2019-12-11,22.059999465942383
2019-12-12,21.90999984741211
2019-12-13,21.790000915527344
2019-12-16,21.93000030517578
2019-12-17,21.959999084472656
2019-12-18,22.030000686645508
2019-12-19,22.079999923706055
2019-12-20,22.25
2019-12-23,22.020000457763672
2019-12-24,22.06999969482422
2019-12-26,22.09000015258789
2019-12-27,22.15999984741211
2019-12-30,22.15999984741211
2019-12-31,22.260000228881836
2020-01-02,22.059999465942383
2020-01-03,22.170000076293945
2020-01-06,22.190000534057617
2020-01-07,22.079999923706055
2020-01-08,22.06999969482422
2020-01-09,22.18000030517578
2020-01-10,22.280000686645508
2020-01-13,22.459999084472656
2020-01-14,22.479999542236328
2020-01-15,22.68000030517578
2020-01-16,22.8700008392334
2020-01-17,22.979999542236328
2020-01-21,23.100000381469727
2020-01-22,23.110000610351562
2020-01-23,23.31999969482422
2020-01-24,23.260000228881836
2020-01-27,23.229999542236328
2020-01-28,23.360000610351562
2020-01-29,23.40999984741211
2020-01-30,23.600000381469727
2020-01-31,23.43000030517578
2020-02-03,23.510000228881836
2020-02-04,23.520000457763672
2020-02-05,23.549999237060547
2020-02-06,23.649999618530273
2020-02-07,23.639999389648438
2020-02-10,23.739999771118164
2020-02-11,23.780000686645508
2020-02-12,23.829999923706055
2020-02-13,24.010000228881836
2020-02-14,24.190000534057617
2020-02-18,24.229999542236328
2020-02-19,24.09000015258789
2020-02-20,24.1200008392334
2020-02-21,24.06999969482422
2020-02-24,23.719999313354492
2020-02-25,23.18000030517578
2020-02-26,23.010000228881836
2020-02-27,21.850000381469727
2020-02-28,21.209999084472656
2020-03-02,22.260000228881836
2020-03-03,22.010000228881836
2020-03-04,23.06999969482422
2020-03-05,22.639999389648438
2020-03-06,22.40999984741211
2020-03-09,21.100000381469727
2020-03-10,21.489999771118164
2020-03-11,20.459999084472656
2020-03-12,18.450000762939453
2020-03-13,19.399999618530273
2020-03-16,17.3700008392334
2020-03-17,18.459999084472656
2020-03-18,17.299999237060547
2020-03-19,16.889999389648438
2020-03-20,15.770000457763672
2020-03-23,14.960000038146973
2020-03-24,16.200000762939453
2020-03-25,16.690000534057617
2020-03-26,17.93000030517578
2020-03-27,18.049999237060547
2020-03-30,18.520000457763672
2020-03-31,17.940000534057617
2020-04-01,16.889999389648438
2020-04-02,17.229999542236328
2020-04-03,16.65999984741211
2020-04-06,17.989999771118164
2020-04-07,17.959999084472656
2020-04-08,18.81999969482422
2020-04-09,19.690000534057617
2020-04-13,19.06999969482422
2020-04-14,19.649999618530273
2020-04-15,19.0
2020-04-16,18.940000534057617
2020-04-17,19.489999771118164
2020-04-20,19.309999465942383
2020-04-21,18.8700008392334
2020-04-22,19.18000030517578
2020-04-23,19.110000610351562
2020-04-24,19.239999771118164
2020-04-27,19.559999465942383
2020-04-28,19.360000610351562
2020-04-29,19.34000015258789
2020-04-30,19.299999237060547
2020-05-01,19.06999969482422
2020-05-04,19.229999542236328
2020-05-05,19.549999237060547
2020-05-06,19.5
2020-05-07,19.670000076293945
2020-05-08,19.81999969482422
2020-05-11,20.06999969482422
2020-05-12,19.670000076293945
2020-05-13,19.440000534057617
2020-05-14,19.540000915527344
2020-05-15,19.690000534057617
2020-05-18,19.979999542236328
2020-05-19,19.809999465942383
2020-05-20,19.90999984741211
2020-05-21,19.75
2020-05-22,19.780000686645508
2020-05-26,19.75
2020-05-27,19.989999771118164
2020-05-28,20.309999465942383
2020-05-29,20.600000381469727
2020-06-01,20.5
2020-06-02,20.6299991607666
2020-06-03,20.639999389648438
2020-06-04,20.31999969482422
2020-06-05,20.549999237060547
2020-06-08,20.670000076293945
2020-06-09,20.610000610351562
2020-06-10,20.649999618530273
2020-06-11,19.850000381469727
2020-06-12,19.8799991607666
2020-06-15,20.1299991607666
2020-06-16,20.280000686645508
2020-06-17,20.3799991607666
2020-06-18,20.3700008392334
2020-06-19,20.329999923706055
2020-06-22,20.350000381469727
2020-06-23,20.360000610351562
2020-06-24,20.020000457763672
2020-06-25,20.1200008392334
2020-06-26,19.979999542236328
2020-06-29,20.06999969482422
2020-06-30,20.43000030517578
2020-07-01,20.600000381469727
2020-07-02,20.700000762939453
2020-07-06,20.81999969482422
2020-07-07,20.780000686645508
2020-07-08,20.850000381469727
2020-07-09,20.959999084472656
2020-07-10,21.030000686645508
2020-07-13,20.809999465942383
2020-07-14,21.110000610351562
2020-07-15,21.25
2020-07-16,21.280000686645508
2020-07-17,21.510000228881836
2020-07-20,21.799999237060547
2020-07-21,21.719999313354492
2020-07-22,21.850000381469727
2020-07-23,21.719999313354492
2020-07-24,21.59000015258789
2020-07-27,21.84000015258789
2020-07-28,21.6299991607666
2020-07-29,21.90999984741211
2020-07-30,21.90999984741211
2020-07-31,21.959999084472656
2020-08-03,22.309999465942383
2020-08-04,22.31999969482422
2020-08-05,22.350000381469727
2020-08-06,22.389999389648438
2020-08-07,22.420000076293945
2020-08-10,22.25
2020-08-11,22.020000457763672
2020-08-12,22.3799991607666
2020-08-13,22.479999542236328
2020-08-14,22.40999984741211
2020-08-17,22.540000915527344
2020-08-18,22.610000610351562
2020-08-19,22.469999313354492
2020-08-20,22.520000457763672
2020-08-21,22.489999771118164
2020-08-24,22.5
2020-08-25,22.579999923706055
2020-08-26,22.809999465942383
2020-08-27,22.729999542236328
2020-08-28,22.75
2020-08-31,22.809999465942383
2020-09-01,22.90999984741211
2020-09-02,23.329999923706055
2020-09-03,22.489999771118164
2020-09-04,22.15999984741211
2020-09-08,21.700000762939453
2020-09-09,22.270000457763672
2020-09-10,21.989999771118164
2020-09-11,22.010000228881836
2020-09-14,22.239999771118164
2020-09-15,22.479999542236328
2020-09-16,22.31999969482422
2020-09-17,22.15999984741211
2020-09-18,22.06999969482422
2020-09-21,21.889999389648438
2020-09-22,22.229999542236328
2020-09-23,21.81999969482422
2020-09-24,21.760000228881836
2020-09-25,22.110000610351562
2020-09-28,22.3700008392334
2020-09-29,22.389999389648438
2020-09-30,22.489999771118164
2020-10-01,22.600000381469727
2020-10-02,22.389999389648438
2020-10-05,22.780000686645508
2020-10-06,22.610000610351562
2020-10-07,22.90999984741211
2020-10-08,23.059999465942383
2020-10-09,23.34000015258789
2020-10-12,23.649999618530273
2020-10-13,23.6299991607666
2020-10-14,23.489999771118164
2020-10-15,23.40999984741211
2020-10-16,23.469999313354492
2020-10-19,23.100000381469727
2020-10-20,23.15999984741211
2020-10-21,23.09000015258789
2020-10-22,23.09000015258789
2020-10-23,23.149999618530273
2020-10-26,22.8700008392334
2020-10-27,22.90999984741211
2020-10-28,22.280000686645508
2020-10-29,22.329999923706055
2020-10-30,22.229999542236328
2020-11-02,22.520000457763672
2020-11-03,22.920000076293945
2020-11-04,23.479999542236328
2020-11-05,23.719999313354492
2020-11-06,23.90999984741211
2020-11-09,23.15999984741211
2020-11-10,23.15999984741211
2020-11-11,23.540000915527344
2020-11-12,23.440000534057617
2020-11-13,23.670000076293945
2020-11-16,23.780000686645508
2020-11-17,23.719999313354492
2020-11-18,23.40999984741211
2020-11-19,23.559999465942383
2020-11-20,23.56999969482422
2020-11-23,23.440000534057617
2020-11-24,23.43000030517578
2020-11-25,23.459999084472656
2020-11-27,23.600000381469727
2020-11-30,23.75
2020-12-01,23.979999542236328
2020-12-02,23.790000915527344
2020-12-03,23.700000762939453
2020-12-04,23.8700008392334
2020-12-07,23.8799991607666
2020-12-08,23.969999313354492
2020-12-09,23.760000228881836
2020-12-10,23.780000686645508
2020-12-11,23.850000381469727
2020-12-14,23.8700008392334
2020-12-15,24.030000686645508
2020-12-16,24.059999465942383
2020-12-17,24.360000610351562
2020-12-18,24.450000762939453
2020-12-21,24.299999237060547
2020-12-22,24.280000686645508
2020-12-23,24.309999465942383
2020-12-24,24.360000610351562
2020-12-28,24.3700008392334
2020-12-29,24.350000381469727
2020-12-30,24.3700008392334
2020-12-31,24.549999237060547
2021-01-04,24.239999771118164
2021-01-05,24.360000610351562
2021-01-06,24.6299991607666
2021-01-07,25.020000457763672
2021-01-08,25.149999618530273
2021-01-11,25.0
2021-01-12,24.790000915527344
2021-01-13,24.670000076293945
2021-01-14,24.5
2021-01-15,24.530000686645508
2021-01-19,24.6299991607666
2021-01-20,24.959999084472656
2021-01-21,24.8799991607666
2021-01-22,24.850000381469727
2021-01-25,24.739999771118164
2021-01-26,24.600000381469727
2021-01-27,23.860000610351562
2021-01-28,24.25
2021-01-29,23.8799991607666
2021-02-01,24.229999542236328
2021-02-02,24.649999618530273
2021-02-03,24.440000534057617
2021-02-04,24.530000686645508
2021-02-05,24.6299991607666
2021-02-08,24.829999923706055
2021-02-09,24.829999923706055
2021-02-10,24.8700008392334
2021-02-11,24.959999084472656
2021-02-12,25.09000015258789
2021-02-16,25.0
2021-02-17,24.959999084472656
2021-02-18,24.920000076293945
2021-02-19,24.770000457763672
2021-02-22,24.3799991607666
2021-02-23,24.299999237060547
2021-02-24,24.34000015258789
2021-02-25,23.979999542236328
2021-02-26,23.979999542236328
2021-03-01,24.450000762939453
2021-03-02,24.25
2021-03-03,23.75
2021-03-04,23.18000030517578
2021-03-05,23.690000534057617
2021-03-08,23.559999465942383
2021-03-09,23.940000534057617
2021-03-10,24.020000457763672
2021-03-11,24.290000915527344
2021-03-12,24.299999237060547
2021-03-15,24.559999465942383
2021-03-16,24.510000228881836
2021-03-17,24.440000534057617
2021-03-18,24.209999084472656
2021-03-19,24.219999313354492
2021-03-22,24.399999618530273
2021-03-23,24.329999923706055
2021-03-24,24.329999923706055
2021-03-25,24.329999923706055
2021-03-26,24.729999542236328
2021-03-29,24.739999771118164
2021-03-30,24.600000381469727
2021-03-31,24.719999313354492
2021-04-01,25.040000915527344
2021-04-05,25.360000610351562
2021-04-06,25.3799991607666
2021-04-07,25.25
2021-04-08,25.459999084472656
2021-04-09,25.68000030517578
2021-04-12,25.739999771118164
2021-04-13,25.8700008392334
2021-04-14,25.780000686645508
2021-04-15,26.079999923706055
2021-04-16,26.31999969482422
2021-04-19,26.209999084472656
2021-04-20,26.1200008392334
2021-04-21,26.420000076293945
2021-04-22,26.399999618530273
2021-04-23,26.709999084472656
2021-04-26,26.639999389648438
2021-04-27,26.700000762939453
2021-04-28,26.56999969482422
2021-04-29,26.770000457763672
2021-04-30,26.610000610351562
2021-05-03,26.65999984741211
2021-05-04,26.68000030517578
2021-05-05,26.799999237060547
2021-05-06,26.959999084472656
2021-05-07,27.209999084472656
2021-05-10,27.049999237060547
2021-05-11,26.700000762939453
2021-05-12,26.030000686645508
2021-05-13,26.489999771118164
2021-05-14,26.729999542236328
