,CHCI
2006-07-12,45.849998474121094
2006-07-13,43.470001220703125
2006-07-14,42.41999816894531
2006-07-17,41.720001220703125
2006-07-18,39.900001525878906
2006-07-19,43.88999938964844
2006-07-20,41.22999954223633
2006-07-21,39.130001068115234
2006-07-24,39.970001220703125
2006-07-25,40.529998779296875
2006-07-26,40.599998474121094
2006-07-27,39.060001373291016
2006-07-28,39.900001525878906
2006-07-31,39.689998626708984
2006-08-01,37.79999923706055
2006-08-02,39.40999984741211
2006-08-03,40.18000030517578
2006-08-04,38.91999816894531
2006-08-07,38.56999969482422
2006-08-08,28.420000076293945
2006-08-09,26.530000686645508
2006-08-10,26.25
2006-08-11,28.280000686645508
2006-08-14,28.6299991607666
2006-08-15,28.84000015258789
2006-08-16,32.619998931884766
2006-08-17,33.31999969482422
2006-08-18,31.360000610351562
2006-08-21,31.010000228881836
2006-08-22,31.639999389648438
2006-08-23,30.3799991607666
2006-08-24,32.7599983215332
2006-08-25,33.31999969482422
2006-08-28,34.15999984741211
2006-08-29,35.279998779296875
2006-08-30,37.79999923706055
2006-08-31,40.18000030517578
2006-09-01,38.56999969482422
2006-09-05,35.209999084472656
2006-09-06,33.880001068115234
2006-09-07,34.02000045776367
2006-09-08,37.029998779296875
2006-09-11,35.560001373291016
2006-09-12,38.0099983215332
2006-09-13,36.75
2006-09-14,36.04999923706055
2006-09-15,35.77000045776367
2006-09-18,35.97999954223633
2006-09-19,35.209999084472656
2006-09-20,36.540000915527344
2006-09-21,36.119998931884766
2006-09-22,35.4900016784668
2006-09-25,36.540000915527344
2006-09-26,39.060001373291016
2006-09-27,38.709999084472656
2006-09-28,38.36000061035156
2006-09-29,37.79999923706055
2006-10-02,35.90999984741211
2006-10-03,35.4900016784668
2006-10-04,36.75
2006-10-05,35.70000076293945
2006-10-06,35.84000015258789
2006-10-09,36.33000183105469
2006-10-10,37.939998626708984
2006-10-11,38.5
2006-10-12,40.25
2006-10-13,40.25
2006-10-16,42.13999938964844
2006-10-17,42.06999969482422
2006-10-18,41.09000015258789
2006-10-19,40.25
2006-10-20,39.54999923706055
2006-10-23,39.619998931884766
2006-10-24,39.689998626708984
2006-10-25,37.939998626708984
2006-10-26,38.849998474121094
2006-10-27,39.54999923706055
2006-10-30,38.849998474121094
2006-10-31,37.869998931884766
2006-11-01,37.45000076293945
2006-11-02,36.68000030517578
2006-11-03,35.0
2006-11-06,35.0
2006-11-07,34.439998626708984
2006-11-08,33.25
2006-11-09,33.25
2006-11-10,31.850000381469727
2006-11-13,32.83000183105469
2006-11-14,34.790000915527344
2006-11-15,33.599998474121094
2006-11-16,34.439998626708984
2006-11-17,33.7400016784668
2006-11-20,32.900001525878906
2006-11-21,33.25
2006-11-22,35.4900016784668
2006-11-24,35.630001068115234
2006-11-27,35.0
2006-11-28,35.06999969482422
2006-11-29,34.650001525878906
2006-11-30,35.630001068115234
2006-12-01,34.22999954223633
2006-12-04,33.459999084472656
2006-12-05,36.61000061035156
2006-12-06,37.65999984741211
2006-12-07,36.04999923706055
2006-12-08,35.560001373291016
2006-12-11,34.93000030517578
2006-12-12,34.58000183105469
2006-12-13,34.369998931884766
2006-12-14,35.209999084472656
2006-12-15,34.5099983215332
2006-12-18,33.38999938964844
2006-12-19,32.689998626708984
2006-12-20,33.25
2006-12-21,34.86000061035156
2006-12-22,34.93000030517578
2006-12-26,35.97999954223633
2006-12-27,38.91999816894531
2006-12-28,39.619998931884766
2006-12-29,40.25
2007-01-03,42.630001068115234
2007-01-04,45.36000061035156
2007-01-05,42.06999969482422
2007-01-08,41.22999954223633
2007-01-09,42.279998779296875
2007-01-10,43.04999923706055
2007-01-11,43.75
2007-01-12,44.45000076293945
2007-01-16,44.59000015258789
2007-01-17,45.779998779296875
2007-01-18,45.779998779296875
2007-01-19,45.709999084472656
2007-01-22,45.36000061035156
2007-01-23,43.119998931884766
2007-01-24,45.5
2007-01-25,43.33000183105469
2007-01-26,42.90999984741211
2007-01-29,43.33000183105469
2007-01-30,43.400001525878906
2007-01-31,45.43000030517578
2007-02-01,45.9900016784668
2007-02-02,47.880001068115234
2007-02-05,47.31999969482422
2007-02-06,46.40999984741211
2007-02-07,45.709999084472656
2007-02-08,45.150001525878906
2007-02-09,44.72999954223633
2007-02-12,43.189998626708984
2007-02-13,43.61000061035156
2007-02-14,43.470001220703125
2007-02-15,44.939998626708984
2007-02-16,45.290000915527344
2007-02-20,43.959999084472656
2007-02-21,45.0099983215332
2007-02-22,44.65999984741211
2007-02-23,43.04999923706055
2007-02-26,42.90999984741211
2007-02-27,42.279998779296875
2007-02-28,42.06999969482422
2007-03-01,41.86000061035156
2007-03-02,42.70000076293945
2007-03-05,40.7400016784668
2007-03-06,42.0
2007-03-07,41.5099983215332
2007-03-08,42.0
2007-03-09,39.970001220703125
2007-03-12,37.45000076293945
2007-03-13,34.15999984741211
2007-03-14,34.369998931884766
2007-03-15,34.29999923706055
2007-03-16,33.599998474121094
2007-03-19,33.31999969482422
2007-03-20,32.54999923706055
2007-03-21,32.689998626708984
2007-03-22,32.970001220703125
2007-03-23,31.56999969482422
2007-03-26,30.799999237060547
2007-03-27,30.799999237060547
2007-03-28,30.100000381469727
2007-03-29,27.93000030517578
2007-03-30,28.350000381469727
2007-04-02,28.209999084472656
2007-04-03,26.8799991607666
2007-04-04,26.389999389648438
2007-04-05,26.459999084472656
2007-04-09,26.25
2007-04-10,26.31999969482422
2007-04-11,25.969999313354492
2007-04-12,26.600000381469727
2007-04-13,27.649999618530273
2007-04-16,28.350000381469727
2007-04-17,28.700000762939453
2007-04-18,28.0
2007-04-19,28.90999984741211
2007-04-20,29.260000228881836
2007-04-23,28.0
2007-04-24,27.299999237060547
2007-04-25,26.459999084472656
2007-04-26,26.739999771118164
2007-04-27,27.229999542236328
2007-04-30,27.15999984741211
2007-05-01,26.25
2007-05-02,26.389999389648438
2007-05-03,25.34000015258789
2007-05-04,25.40999984741211
2007-05-07,23.729999542236328
2007-05-08,24.5
2007-05-09,25.479999542236328
2007-05-10,24.920000076293945
2007-05-11,23.8700008392334
2007-05-14,22.959999084472656
2007-05-15,21.700000762939453
2007-05-16,20.440000534057617
2007-05-17,20.649999618530273
2007-05-18,20.790000915527344
2007-05-21,20.579999923706055
2007-05-22,21.280000686645508
2007-05-23,22.610000610351562
2007-05-24,21.559999465942383
2007-05-25,22.540000915527344
2007-05-29,22.1200008392334
2007-05-30,21.420000076293945
2007-05-31,22.049999237060547
2007-06-01,21.979999542236328
2007-06-04,22.399999618530273
2007-06-05,21.979999542236328
2007-06-06,21.350000381469727
2007-06-07,21.489999771118164
2007-06-08,21.350000381469727
2007-06-11,21.0
2007-06-12,20.510000228881836
2007-06-13,20.3700008392334
2007-06-14,20.3700008392334
2007-06-15,20.790000915527344
2007-06-18,20.719999313354492
2007-06-19,20.719999313354492
2007-06-20,19.809999465942383
2007-06-21,19.459999084472656
2007-06-22,19.18000030517578
2007-06-25,19.18000030517578
2007-06-26,18.479999542236328
2007-06-27,18.6200008392334
2007-06-28,18.270000457763672
2007-06-29,19.459999084472656
2007-07-02,20.579999923706055
2007-07-03,20.299999237060547
2007-07-05,19.950000762939453
2007-07-06,19.600000381469727
2007-07-09,18.969999313354492
2007-07-10,18.969999313354492
2007-07-11,18.40999984741211
2007-07-12,18.1299991607666
2007-07-13,18.6200008392334
2007-07-16,18.059999465942383
2007-07-17,17.850000381469727
2007-07-18,17.5
2007-07-19,17.010000228881836
2007-07-20,15.680000305175781
2007-07-23,15.260000228881836
2007-07-24,14.84000015258789
2007-07-25,14.489999771118164
2007-07-26,12.880000114440918
2007-07-27,12.529999732971191
2007-07-30,12.600000381469727
2007-07-31,12.529999732971191
2007-08-01,10.920000076293945
2007-08-02,11.199999809265137
2007-08-03,9.9399995803833
2007-08-06,8.609999656677246
2007-08-07,11.199999809265137
2007-08-08,12.739999771118164
2007-08-09,13.649999618530273
2007-08-10,13.649999618530273
2007-08-13,13.649999618530273
2007-08-14,12.600000381469727
2007-08-15,12.670000076293945
2007-08-16,12.600000381469727
2007-08-17,13.720000267028809
2007-08-20,14.210000038146973
2007-08-21,13.720000267028809
2007-08-22,14.420000076293945
2007-08-23,15.1899995803833
2007-08-24,19.809999465942383
2007-08-27,17.219999313354492
2007-08-28,16.450000762939453
2007-08-29,18.059999465942383
2007-08-30,16.65999984741211
2007-08-31,17.780000686645508
2007-09-04,16.729999542236328
2007-09-05,15.890000343322754
2007-09-06,14.699999809265137
2007-09-07,14.279999732971191
2007-09-10,14.489999771118164
2007-09-11,14.350000381469727
2007-09-12,13.930000305175781
2007-09-13,13.369999885559082
2007-09-14,14.770000457763672
2007-09-17,14.420000076293945
2007-09-18,15.890000343322754
2007-09-19,15.960000038146973
2007-09-20,15.539999961853027
2007-09-21,14.489999771118164
2007-09-24,13.09000015258789
2007-09-25,13.15999984741211
2007-09-26,12.8100004196167
2007-09-27,13.020000457763672
2007-09-28,12.8100004196167
2007-10-01,13.15999984741211
2007-10-02,12.880000114440918
2007-10-03,13.300000190734863
2007-10-04,12.880000114440918
2007-10-05,12.949999809265137
2007-10-08,13.789999961853027
2007-10-09,13.300000190734863
2007-10-10,13.510000228881836
2007-10-11,13.4399995803833
2007-10-12,12.8100004196167
2007-10-15,11.760000228881836
2007-10-16,11.829999923706055
2007-10-17,11.550000190734863
2007-10-18,11.6899995803833
2007-10-19,11.550000190734863
2007-10-22,11.34000015258789
2007-10-23,10.640000343322754
2007-10-24,10.430000305175781
2007-10-25,10.989999771118164
2007-10-26,11.34000015258789
2007-10-29,9.65999984741211
2007-10-30,11.34000015258789
2007-10-31,10.850000381469727
2007-11-01,10.289999961853027
2007-11-02,9.65999984741211
2007-11-05,9.170000076293945
2007-11-06,8.680000305175781
2007-11-07,9.3100004196167
2007-11-08,8.960000038146973
2007-11-09,8.75
2007-11-12,9.100000381469727
2007-11-13,8.680000305175781
2007-11-14,8.539999961853027
2007-11-15,7.980000019073486
2007-11-16,7.630000114440918
2007-11-19,7.139999866485596
2007-11-20,7.070000171661377
2007-11-21,6.860000133514404
2007-11-23,7.139999866485596
2007-11-26,7.0
2007-11-27,6.860000133514404
2007-11-28,6.369999885559082
2007-11-29,5.670000076293945
2007-11-30,6.300000190734863
2007-12-03,5.739999771118164
2007-12-04,5.670000076293945
2007-12-05,5.809999942779541
2007-12-06,6.300000190734863
2007-12-07,6.929999828338623
2007-12-10,6.300000190734863
2007-12-11,5.670000076293945
2007-12-12,5.25
2007-12-13,4.900000095367432
2007-12-14,4.199999809265137
2007-12-17,3.990000009536743
2007-12-18,3.9200000762939453
2007-12-19,3.8499999046325684
2007-12-20,4.900000095367432
2007-12-21,3.640000104904175
2007-12-24,3.8499999046325684
2007-12-26,4.130000114440918
2007-12-27,3.990000009536743
2007-12-28,3.990000009536743
2007-12-31,4.619999885559082
2008-01-02,4.269999980926514
2008-01-03,5.110000133514404
2008-01-04,4.690000057220459
2008-01-07,5.460000038146973
2008-01-08,4.829999923706055
2008-01-09,3.990000009536743
2008-01-10,4.130000114440918
2008-01-11,5.110000133514404
2008-01-14,5.039999961853027
2008-01-15,4.96999979019165
2008-01-16,5.179999828338623
2008-01-17,4.619999885559082
2008-01-18,4.900000095367432
2008-01-22,5.110000133514404
2008-01-23,4.96999979019165
2008-01-24,4.900000095367432
2008-01-25,5.179999828338623
2008-01-28,4.900000095367432
2008-01-29,5.25
2008-01-30,5.179999828338623
2008-01-31,7.630000114440918
2008-02-01,8.399999618530273
2008-02-04,8.539999961853027
2008-02-05,7.699999809265137
2008-02-06,6.369999885559082
2008-02-07,6.440000057220459
2008-02-08,6.440000057220459
2008-02-11,6.230000019073486
2008-02-12,6.929999828338623
2008-02-13,7.0
2008-02-14,7.0
2008-02-15,6.510000228881836
2008-02-19,6.230000019073486
2008-02-20,6.019999980926514
2008-02-21,6.019999980926514
2008-02-22,5.880000114440918
2008-02-25,5.739999771118164
2008-02-26,5.389999866485596
2008-02-27,5.949999809265137
2008-02-28,5.739999771118164
2008-02-29,5.389999866485596
2008-03-03,5.53000020980835
2008-03-04,5.110000133514404
2008-03-05,5.179999828338623
2008-03-06,5.110000133514404
2008-03-07,5.25
2008-03-10,4.829999923706055
2008-03-11,4.829999923706055
2008-03-12,4.760000228881836
2008-03-13,5.25
2008-03-14,5.25
2008-03-17,4.829999923706055
2008-03-18,5.320000171661377
2008-03-19,5.320000171661377
2008-03-20,5.809999942779541
2008-03-24,6.159999847412109
2008-03-25,6.510000228881836
2008-03-26,6.300000190734863
2008-03-27,6.440000057220459
2008-03-28,6.019999980926514
2008-03-31,6.019999980926514
2008-04-01,4.409999847412109
2008-04-02,4.690000057220459
2008-04-03,4.829999923706055
2008-04-04,4.690000057220459
2008-04-07,4.550000190734863
2008-04-08,4.409999847412109
2008-04-09,4.550000190734863
2008-04-10,4.480000019073486
2008-04-11,4.199999809265137
2008-04-14,4.059999942779541
2008-04-15,3.640000104904175
2008-04-16,3.2899999618530273
2008-04-17,3.359999895095825
2008-04-18,4.619999885559082
2008-04-21,5.039999961853027
2008-04-22,4.409999847412109
2008-04-23,4.409999847412109
2008-04-24,4.480000019073486
2008-04-25,3.990000009536743
2008-04-28,3.8499999046325684
2008-04-29,4.199999809265137
2008-04-30,4.059999942779541
2008-05-01,4.199999809265137
2008-05-02,4.059999942779541
2008-05-05,3.9200000762939453
2008-05-06,4.059999942779541
2008-05-07,3.7100000381469727
2008-05-08,3.640000104904175
2008-05-09,3.569999933242798
2008-05-12,4.269999980926514
2008-05-13,5.25
2008-05-14,4.760000228881836
2008-05-15,4.829999923706055
2008-05-16,4.480000019073486
2008-05-19,4.199999809265137
2008-05-20,4.199999809265137
2008-05-21,3.8499999046325684
2008-05-22,3.8499999046325684
2008-05-23,3.7100000381469727
2008-05-27,3.640000104904175
2008-05-28,3.8499999046325684
2008-05-29,3.990000009536743
2008-05-30,4.409999847412109
2008-06-02,3.990000009536743
2008-06-03,3.430000066757202
2008-06-04,3.640000104904175
2008-06-05,3.5
2008-06-06,3.5
2008-06-09,3.569999933242798
2008-06-10,3.5
2008-06-11,3.430000066757202
2008-06-12,3.5
2008-06-13,3.2899999618530273
2008-06-16,3.569999933242798
2008-06-17,3.9200000762939453
2008-06-18,3.8499999046325684
2008-06-19,3.9200000762939453
2008-06-20,3.359999895095825
2008-06-23,3.5
2008-06-24,3.359999895095825
2008-06-25,3.359999895095825
2008-06-26,3.2200000286102295
2008-06-27,3.0799999237060547
2008-06-30,2.5199999809265137
2008-07-01,2.380000114440918
2008-07-02,2.0999999046325684
2008-07-03,2.1700000762939453
2008-07-07,2.0999999046325684
2008-07-08,2.0299999713897705
2008-07-09,2.0299999713897705
2008-07-10,1.399999976158142
2008-07-11,1.2599999904632568
2008-07-14,0.9800000190734863
2008-07-15,0.7699999809265137
2008-07-16,0.5600000023841858
2008-07-17,0.41999998688697815
2008-07-18,0.699999988079071
2008-07-21,3.009999990463257
2008-07-22,2.5199999809265137
2008-07-23,1.75
2008-07-24,1.399999976158142
2008-07-25,1.399999976158142
2008-07-28,1.2599999904632568
2008-07-29,1.399999976158142
2008-07-30,1.399999976158142
2008-07-31,1.2599999904632568
2008-08-01,1.3300000429153442
2008-08-04,1.2599999904632568
2008-08-05,1.0499999523162842
2008-08-06,1.0499999523162842
2008-08-07,1.2599999904632568
2008-08-08,1.0499999523162842
2008-08-11,1.190000057220459
2008-08-12,1.190000057220459
2008-08-13,1.190000057220459
2008-08-14,1.0499999523162842
2008-08-15,1.0499999523162842
2008-08-18,1.0499999523162842
2008-08-19,0.9800000190734863
2008-08-20,0.9800000190734863
2008-08-21,0.9100000262260437
2008-08-22,0.9800000190734863
2008-08-25,0.699999988079071
2008-08-26,0.7699999809265137
2008-08-27,0.9100000262260437
2008-08-28,0.8399999737739563
2008-08-29,0.9100000262260437
2008-09-02,2.5899999141693115
2008-09-03,5.110000133514404
2008-09-04,5.739999771118164
2008-09-05,5.25
2008-09-08,4.340000152587891
2008-09-09,3.0799999237060547
2008-09-10,2.5899999141693115
2008-09-11,3.640000104904175
2008-09-12,3.7799999713897705
2008-09-15,3.1500000953674316
2008-09-16,2.940000057220459
2008-09-17,3.009999990463257
2008-09-18,3.0799999237060547
2008-09-19,3.2899999618530273
2008-09-22,3.2200000286102295
