,CLWT
1997-03-14,12.171855926513672
1997-03-17,12.591574668884277
1997-03-18,12.486644744873047
1997-03-19,12.591574668884277
1997-03-20,11.752137184143066
1997-03-21,12.171855926513672
1997-03-24,11.752137184143066
1997-03-25,11.542277336120605
1997-03-26,11.542277336120605
1997-03-27,12.171855926513672
1997-03-31,11.542277336120605
1997-04-01,12.171855926513672
1997-04-02,12.171855926513672
1997-04-03,11.542277336120605
1997-04-04,12.591574668884277
1997-04-07,11.332418441772461
1997-04-08,10.912697792053223
1997-04-09,12.171855926513672
1997-04-10,12.171855926513672
1997-04-11,12.591574668884277
1997-04-14,11.961996078491211
1997-04-15,10.912697792053223
1997-04-16,11.752137184143066
1997-04-17,11.017627716064453
1997-04-18,12.591574668884277
1997-04-21,11.542277336120605
1997-04-22,11.752137184143066
1997-04-23,10.912697792053223
1997-04-24,10.912697792053223
1997-04-25,10.073260307312012
1997-04-28,11.332418441772461
1997-04-29,13.850732803344727
1997-04-30,14.270451545715332
1997-05-01,15.949328422546387
1997-05-02,14.270451545715332
1997-05-05,14.270451545715332
1997-05-06,14.270451545715332
1997-05-07,13.431013107299805
1997-05-08,12.591574668884277
1997-05-09,14.270451545715332
1997-05-12,14.060591697692871
1997-05-13,14.270451545715332
1997-05-14,13.640872955322266
1997-05-15,14.270451545715332
1997-05-16,12.591574668884277
1997-05-19,12.696504592895508
1997-05-20,14.270451545715332
1997-05-21,14.270451545715332
1997-05-22,13.640872955322266
1997-05-23,14.270451545715332
1997-05-27,14.270451545715332
1997-05-28,14.270451545715332
1997-05-29,12.591574668884277
1997-05-30,12.591574668884277
1997-06-02,13.0112943649292
1997-06-03,13.0112943649292
1997-06-04,14.060591697692871
1997-06-05,14.690171241760254
1997-06-06,13.431013107299805
1997-06-09,13.431013107299805
1997-06-10,13.850732803344727
1997-06-11,14.060591697692871
1997-06-12,13.850732803344727
1997-06-13,13.431013107299805
1997-06-16,13.431013107299805
1997-06-17,14.270451545715332
1997-06-18,13.640872955322266
1997-06-19,13.0112943649292
1997-06-20,13.850732803344727
1997-06-23,12.171855926513672
1997-06-24,14.060591697692871
1997-06-25,13.0112943649292
1997-06-26,12.591574668884277
1997-06-27,13.431013107299805
1997-06-30,13.0112943649292
1997-07-01,11.752137184143066
1997-07-02,11.752137184143066
1997-07-03,11.752137184143066
1997-07-07,11.332418441772461
1997-07-08,11.332418441772461
1997-07-09,11.752137184143066
1997-07-10,11.961996078491211
1997-07-11,12.591574668884277
1997-07-14,12.591574668884277
1997-07-15,12.591574668884277
1997-07-16,12.591574668884277
1997-07-17,11.332418441772461
1997-07-18,13.850732803344727
1997-07-21,13.11622428894043
1997-07-22,13.431013107299805
1997-07-23,13.22115421295166
1997-07-24,13.431013107299805
1997-07-25,11.752137184143066
1997-07-28,12.591574668884277
1997-07-29,13.0112943649292
1997-07-30,11.752137184143066
1997-07-31,13.0112943649292
1997-08-01,13.0112943649292
1997-08-04,11.752137184143066
1997-08-05,13.431013107299805
1997-08-06,11.752137184143066
1997-08-07,11.752137184143066
1997-08-08,13.431013107299805
1997-08-11,11.752137184143066
1997-08-12,13.431013107299805
1997-08-13,13.431013107299805
1997-08-14,11.752137184143066
1997-08-15,13.22115421295166
1997-08-18,13.22115421295166
1997-08-19,11.752137184143066
1997-08-20,11.752137184143066
1997-08-21,11.752137184143066
1997-08-22,13.0112943649292
1997-08-25,11.542277336120605
1997-08-26,13.0112943649292
1997-08-27,13.640872955322266
1997-08-28,12.381715774536133
1997-08-29,12.381715774536133
1997-09-02,13.431013107299805
1997-09-03,13.431013107299805
1997-09-04,13.431013107299805
1997-09-05,13.850732803344727
1997-09-08,12.381715774536133
1997-09-09,12.381715774536133
1997-09-10,13.850732803344727
1997-09-11,13.850732803344727
1997-09-12,14.060591697692871
1997-09-15,12.591574668884277
1997-09-16,12.591574668884277
1997-09-17,12.591574668884277
1997-09-18,12.591574668884277
1997-09-19,12.591574668884277
1997-09-22,13.850732803344727
1997-09-23,13.431013107299805
1997-09-24,13.850732803344727
1997-09-25,12.171855926513672
1997-09-26,13.850732803344727
1997-09-29,12.171855926513672
1997-09-30,12.171855926513672
1997-10-01,12.171855926513672
1997-10-02,12.696504592895508
1997-10-03,13.0112943649292
1997-10-06,12.591574668884277
1997-10-07,11.752137184143066
1997-10-08,12.801435470581055
1997-10-09,12.801435470581055
1997-10-10,11.752137184143066
1997-10-13,12.171855926513672
1997-10-14,11.857067108154297
1997-10-15,11.752137184143066
1997-10-16,11.752137184143066
1997-10-17,11.752137184143066
1997-10-20,11.752137184143066
1997-10-21,11.752137184143066
1997-10-22,11.857067108154297
1997-10-23,11.752137184143066
1997-10-24,11.752137184143066
1997-10-27,11.752137184143066
1997-10-28,12.801435470581055
1997-10-29,12.801435470581055
1997-10-30,11.752137184143066
1997-10-31,11.752137184143066
1997-11-03,11.122557640075684
1997-11-04,11.122557640075684
1997-11-05,11.122557640075684
1997-11-06,11.752137184143066
1997-11-07,13.431013107299805
1997-11-10,10.912697792053223
1997-11-11,10.073260307312012
1997-11-12,10.912697792053223
1997-11-13,10.073260307312012
1997-11-14,10.283120155334473
1997-11-17,10.283120155334473
1997-11-18,10.178190231323242
1997-11-19,10.073260307312012
1997-11-20,10.073260307312012
1997-11-21,13.431013107299805
1997-11-24,13.22115421295166
1997-11-25,12.591574668884277
1997-11-26,11.332418441772461
1997-11-28,11.332418441772461
1997-12-01,11.332418441772461
1997-12-02,11.175023078918457
1997-12-03,12.171855926513672
1997-12-04,12.591574668884277
1997-12-05,12.591574668884277
1997-12-08,12.591574668884277
1997-12-09,12.381715774536133
1997-12-10,12.119391441345215
1997-12-11,10.492979049682617
1997-12-12,12.119391441345215
1997-12-15,10.492979049682617
1997-12-16,10.073260307312012
1997-12-17,10.073260307312012
1997-12-18,10.073260307312012
1997-12-19,11.122557640075684
1997-12-22,10.073260307312012
1997-12-23,10.073260307312012
1997-12-24,11.961996078491211
1997-12-26,11.752137184143066
1997-12-29,10.702838897705078
1997-12-30,10.178190231323242
1997-12-31,10.073260307312012
1998-01-02,11.752137184143066
1998-01-05,10.073260307312012
1998-01-06,10.073260307312012
1998-01-07,10.073260307312012
1998-01-08,10.073260307312012
1998-01-09,8.394383430480957
1998-01-12,10.073260307312012
1998-01-13,7.974664211273193
1998-01-14,7.135225772857666
1998-01-15,8.394383430480957
1998-01-16,9.233821868896484
1998-01-20,9.233821868896484
1998-01-21,8.394383430480957
1998-01-22,8.394383430480957
1998-01-23,7.135225772857666
1998-01-26,8.394383430480957
1998-01-27,7.345085144042969
1998-01-28,7.345085144042969
1998-01-29,7.345085144042969
1998-01-30,8.394383430480957
1998-02-02,9.233821868896484
1998-02-03,9.233821868896484
1998-02-04,9.65354061126709
1998-02-05,8.814103126525879
1998-02-06,11.122557640075684
1998-02-09,10.073260307312012
1998-02-10,10.073260307312012
1998-02-11,9.233821868896484
1998-02-12,9.233821868896484
1998-02-13,9.233821868896484
1998-02-17,9.65354061126709
1998-02-18,9.233821868896484
1998-02-19,8.814103126525879
1998-02-20,7.974664211273193
1998-02-23,8.604243278503418
1998-02-24,8.394383430480957
1998-02-25,9.181357383728027
1998-02-26,8.394383430480957
1998-02-27,8.394383430480957
1998-03-02,7.135225772857666
1998-03-03,8.814103126525879
1998-03-04,7.65987491607666
1998-03-05,10.073260307312012
1998-03-06,8.919032096862793
1998-03-09,10.073260307312012
1998-03-10,9.233821868896484
1998-03-11,9.233821868896484
1998-03-12,9.233821868896484
1998-03-13,9.233821868896484
1998-03-16,7.764804840087891
1998-03-17,10.073260307312012
1998-03-18,9.233821868896484
1998-03-19,9.338751792907715
1998-03-20,9.233821868896484
1998-03-23,9.233821868896484
1998-03-24,9.233821868896484
1998-03-25,9.443680763244629
1998-03-26,9.443680763244629
1998-03-27,9.443680763244629
1998-03-30,9.65354061126709
1998-03-31,9.233821868896484
1998-04-01,9.233821868896484
1998-04-02,10.073260307312012
1998-04-03,10.073260307312012
1998-04-06,9.233821868896484
1998-04-07,10.073260307312012
1998-04-08,10.702838897705078
1998-04-09,11.122557640075684
1998-04-13,11.122557640075684
1998-04-14,11.332418441772461
1998-04-15,11.227487564086914
1998-04-16,11.122557640075684
1998-04-17,11.175023078918457
1998-04-20,11.175023078918457
1998-04-21,11.122557640075684
1998-04-22,11.122557640075684
1998-04-23,10.073260307312012
1998-04-24,10.650374412536621
1998-04-27,9.75847053527832
1998-04-28,10.702838897705078
1998-04-29,10.492979049682617
1998-04-30,9.65354061126709
1998-05-01,9.65354061126709
1998-05-04,9.65354061126709
1998-05-05,9.65354061126709
1998-05-06,9.65354061126709
1998-05-07,9.65354061126709
1998-05-08,9.65354061126709
1998-05-11,9.65354061126709
1998-05-12,9.86340045928955
1998-05-13,11.332418441772461
1998-05-14,11.332418441772461
1998-05-15,11.332418441772461
1998-05-18,9.65354061126709
1998-05-19,10.702838897705078
1998-05-20,11.332418441772461
1998-05-21,10.073260307312012
1998-05-22,9.65354061126709
1998-05-26,10.912697792053223
1998-05-27,10.912697792053223
1998-05-28,9.65354061126709
1998-05-29,10.807768821716309
1998-06-01,10.807768821716309
1998-06-02,10.807768821716309
1998-06-03,9.65354061126709
1998-06-04,9.65354061126709
1998-06-05,9.65354061126709
1998-06-08,9.65354061126709
1998-06-09,10.492979049682617
1998-06-10,8.394383430480957
1998-06-11,8.394383430480957
1998-06-12,10.073260307312012
1998-06-15,8.919032096862793
1998-06-16,8.919032096862793
1998-06-17,8.394383430480957
1998-06-18,8.394383430480957
1998-06-19,9.65354061126709
1998-06-22,8.814103126525879
1998-06-23,8.814103126525879
1998-06-24,9.233821868896484
1998-06-25,9.65354061126709
1998-06-26,9.65354061126709
1998-06-29,9.65354061126709
1998-06-30,8.814103126525879
1998-07-01,8.394383430480957
1998-07-02,8.446847915649414
1998-07-06,10.073260307312012
1998-07-07,10.073260307312012
1998-07-08,10.912697792053223
1998-07-09,10.283120155334473
1998-07-10,10.912697792053223
1998-07-13,10.492979049682617
1998-07-14,10.492979049682617
1998-07-15,9.443680763244629
1998-07-16,9.443680763244629
1998-07-17,10.073260307312012
1998-07-20,10.073260307312012
1998-07-21,9.443680763244629
1998-07-22,10.283120155334473
1998-07-23,10.073260307312012
1998-07-24,10.073260307312012
1998-07-27,10.492979049682617
1998-07-28,8.394383430480957
1998-07-29,10.492979049682617
1998-07-30,9.023962020874023
1998-07-31,9.443680763244629
1998-08-03,8.604243278503418
1998-08-04,8.604243278503418
1998-08-05,8.604243278503418
1998-08-06,9.443680763244629
1998-08-07,8.394383430480957
1998-08-10,8.394383430480957
1998-08-11,9.443680763244629
1998-08-12,9.443680763244629
1998-08-13,9.443680763244629
1998-08-14,9.443680763244629
1998-08-17,9.443680763244629
1998-08-18,9.443680763244629
1998-08-19,9.86340045928955
1998-08-20,9.338751792907715
1998-08-21,9.233821868896484
1998-08-24,9.233821868896484
1998-08-25,9.338751792907715
1998-08-26,8.814103126525879
1998-08-27,8.814103126525879
1998-08-28,8.814103126525879
1998-08-31,8.814103126525879
1998-09-01,8.814103126525879
1998-09-02,8.814103126525879
1998-09-03,9.128891944885254
1998-09-04,9.128891944885254
1998-09-08,9.128891944885254
1998-09-09,9.128891944885254
1998-09-10,8.814103126525879
1998-09-11,8.814103126525879
1998-09-14,8.289454460144043
1998-09-15,7.974664211273193
1998-09-16,7.55494499206543
1998-09-17,7.974664211273193
1998-09-18,7.974664211273193
1998-09-21,7.974664211273193
1998-09-22,8.394383430480957
1998-09-23,8.394383430480957
1998-09-24,8.394383430480957
1998-09-25,8.394383430480957
1998-09-28,8.394383430480957
1998-09-29,7.974664211273193
1998-09-30,7.974664211273193
1998-10-01,6.925365924835205
1998-10-02,7.974664211273193
1998-10-05,6.400716781616211
1998-10-06,6.400716781616211
