,ECOW
2021-02-19,25.79800033569336
2021-02-22,25.6200008392334
2021-02-23,25.270000457763672
2021-02-24,25.510000228881836
2021-02-25,25.510000228881836
2021-02-26,24.677000045776367
2021-03-01,25.270000457763672
2021-03-02,25.270000457763672
2021-03-03,25.139999389648438
2021-03-04,24.85300064086914
2021-03-05,24.959999084472656
2021-03-08,24.608999252319336
2021-03-09,25.1299991607666
2021-03-10,25.125
2021-03-11,25.125
2021-03-12,25.674999237060547
2021-03-15,25.770000457763672
2021-03-16,25.989999771118164
2021-03-17,25.989999771118164
2021-03-18,25.780000686645508
2021-03-19,26.010000228881836
2021-03-22,25.420000076293945
2021-03-23,24.8700008392334
2021-03-24,24.790000915527344
2021-03-25,24.739999771118164
2021-03-26,25.0
2021-03-29,25.0
2021-03-30,25.360000610351562
2021-03-31,25.510000228881836
2021-04-01,25.510000228881836
2021-04-05,25.642000198364258
2021-04-06,25.639999389648438
2021-04-07,25.489999771118164
2021-04-08,25.489999771118164
2021-04-09,25.639999389648438
2021-04-12,25.46299934387207
2021-04-13,25.46299934387207
2021-04-14,25.864999771118164
2021-04-15,25.864999771118164
2021-04-16,26.336000442504883
2021-04-19,26.31999969482422
2021-04-20,26.190000534057617
2021-04-21,26.277000427246094
2021-04-22,26.226999282836914
2021-04-23,26.226999282836914
2021-04-26,26.65399932861328
2021-04-27,26.65399932861328
2021-04-28,26.520000457763672
2021-04-29,26.520000457763672
2021-04-30,26.520000457763672
2021-05-03,26.520000457763672
2021-05-04,26.0
2021-05-05,26.357999801635742
2021-05-06,26.68000030517578
2021-05-07,26.68000030517578
2021-05-10,27.1299991607666
2021-05-11,26.78499984741211
2021-05-12,25.999000549316406
2021-05-13,26.079999923706055
2021-05-14,26.299999237060547
