,AXSM
2016-12-30,6.75
2017-01-03,6.449999809265137
2017-01-04,6.349999904632568
2017-01-05,6.349999904632568
2017-01-06,6.050000190734863
2017-01-09,6.0
2017-01-10,5.800000190734863
2017-01-11,5.599999904632568
2017-01-12,5.449999809265137
2017-01-13,5.550000190734863
2017-01-17,5.400000095367432
2017-01-18,5.400000095367432
2017-01-19,5.050000190734863
2017-01-20,4.949999809265137
2017-01-23,4.800000190734863
2017-01-24,4.849999904632568
2017-01-25,4.900000095367432
2017-01-26,4.849999904632568
2017-01-27,4.800000190734863
2017-01-30,4.699999809265137
2017-01-31,4.900000095367432
2017-02-01,4.75
2017-02-02,4.550000190734863
2017-02-03,4.699999809265137
2017-02-06,4.599999904632568
2017-02-07,4.550000190734863
2017-02-08,4.449999809265137
2017-02-09,4.449999809265137
2017-02-10,4.550000190734863
2017-02-13,4.599999904632568
2017-02-14,4.75
2017-02-15,4.699999809265137
2017-02-16,4.300000190734863
2017-02-17,4.175000190734863
2017-02-21,4.349999904632568
2017-02-22,4.300000190734863
2017-02-23,4.050000190734863
2017-02-24,4.300000190734863
2017-02-27,4.550000190734863
2017-02-28,4.550000190734863
2017-03-01,4.650000095367432
2017-03-02,5.0
2017-03-03,5.050000190734863
2017-03-06,4.900000095367432
2017-03-07,4.449999809265137
2017-03-08,4.699999809265137
2017-03-09,5.0
2017-03-10,5.199999809265137
2017-03-13,5.25
2017-03-14,5.050000190734863
2017-03-15,4.949999809265137
2017-03-16,4.900000095367432
2017-03-17,4.550000190734863
2017-03-20,4.400000095367432
2017-03-21,3.5999999046325684
2017-03-22,3.549999952316284
2017-03-23,3.700000047683716
2017-03-24,3.6500000953674316
2017-03-27,3.8499999046325684
2017-03-28,4.150000095367432
2017-03-29,4.199999809265137
2017-03-30,4.199999809265137
2017-03-31,3.9000000953674316
2017-04-03,3.700000047683716
2017-04-04,3.6500000953674316
2017-04-05,3.5999999046325684
2017-04-06,3.549999952316284
2017-04-07,3.700000047683716
2017-04-10,3.75
2017-04-11,4.0
2017-04-12,4.050000190734863
2017-04-13,3.9000000953674316
2017-04-17,3.625
2017-04-18,3.5999999046325684
2017-04-19,3.700000047683716
2017-04-20,3.950000047683716
2017-04-21,3.8499999046325684
2017-04-24,4.0
2017-04-25,4.0
2017-04-26,4.050000190734863
2017-04-27,4.099999904632568
2017-04-28,4.099999904632568
2017-05-01,3.9000000953674316
2017-05-02,3.950000047683716
2017-05-03,3.799999952316284
2017-05-04,3.8499999046325684
2017-05-05,3.9000000953674316
2017-05-08,4.199999809265137
2017-05-09,4.199999809265137
2017-05-10,4.150000095367432
2017-05-11,4.050000190734863
2017-05-12,4.150000095367432
2017-05-15,4.199999809265137
2017-05-16,4.099999904632568
2017-05-17,3.75
2017-05-18,3.799999952316284
2017-05-19,4.099999904632568
2017-05-22,4.400000095367432
2017-05-23,4.199999809265137
2017-05-24,4.099999904632568
2017-05-25,3.950000047683716
2017-05-26,3.950000047683716
2017-05-30,4.050000190734863
2017-05-31,3.8499999046325684
2017-06-01,4.050000190734863
2017-06-02,4.099999904632568
2017-06-05,3.950000047683716
2017-06-06,4.150000095367432
2017-06-07,4.150000095367432
2017-06-08,4.0
2017-06-09,4.050000190734863
2017-06-12,4.050000190734863
2017-06-13,4.050000190734863
2017-06-14,4.050000190734863
2017-06-15,4.050000190734863
2017-06-16,4.099999904632568
2017-06-19,4.599999904632568
2017-06-20,5.099999904632568
2017-06-21,5.25
2017-06-22,5.400000095367432
2017-06-23,5.25
2017-06-26,5.400000095367432
2017-06-27,5.449999809265137
2017-06-28,5.800000190734863
2017-06-29,5.75
2017-06-30,5.5
2017-07-03,5.300000190734863
2017-07-05,5.150000095367432
2017-07-06,5.300000190734863
2017-07-07,5.5
2017-07-10,5.5
2017-07-11,5.75
2017-07-12,5.949999809265137
2017-07-13,6.0
2017-07-14,5.949999809265137
2017-07-17,5.849999904632568
2017-07-18,5.449999809265137
2017-07-19,5.449999809265137
2017-07-20,5.550000190734863
2017-07-21,5.599999904632568
2017-07-24,5.699999809265137
2017-07-25,5.699999809265137
2017-07-26,6.150000095367432
2017-07-27,5.949999809265137
2017-07-28,6.150000095367432
2017-07-31,6.099999904632568
2017-08-01,5.699999809265137
2017-08-02,5.650000095367432
2017-08-03,5.599999904632568
2017-08-04,5.900000095367432
2017-08-07,5.699999809265137
2017-08-08,5.949999809265137
2017-08-09,5.849999904632568
2017-08-10,5.650000095367432
2017-08-11,5.400000095367432
2017-08-14,5.199999809265137
2017-08-15,5.0
2017-08-16,5.0
2017-08-17,4.949999809265137
2017-08-18,5.0
2017-08-21,5.0
2017-08-22,4.875
2017-08-23,4.699999809265137
2017-08-24,4.849999904632568
2017-08-25,4.800000190734863
2017-08-28,4.75
2017-08-29,4.900000095367432
2017-08-30,5.050000190734863
2017-08-31,5.099999904632568
2017-09-01,5.0
2017-09-05,5.050000190734863
2017-09-06,5.050000190734863
2017-09-07,4.900000095367432
2017-09-08,4.800000190734863
2017-09-11,4.650000095367432
2017-09-12,4.699999809265137
2017-09-13,4.849999904632568
2017-09-14,4.75
2017-09-15,4.949999809265137
2017-09-18,5.099999904632568
2017-09-19,5.400000095367432
2017-09-20,5.550000190734863
2017-09-21,5.599999904632568
2017-09-22,5.550000190734863
2017-09-25,5.5
2017-09-26,5.449999809265137
2017-09-27,5.5
2017-09-28,5.5
2017-09-29,5.550000190734863
2017-10-02,5.650000095367432
2017-10-03,5.599999904632568
2017-10-04,5.699999809265137
2017-10-05,6.0
2017-10-06,6.199999809265137
2017-10-09,5.75
2017-10-10,5.699999809265137
2017-10-11,5.550000190734863
2017-10-12,5.25
2017-10-13,5.099999904632568
2017-10-16,5.099999904632568
2017-10-17,5.0
2017-10-18,5.099999904632568
2017-10-19,4.949999809265137
2017-10-20,5.0
2017-10-23,4.900000095367432
2017-10-24,4.849999904632568
2017-10-25,4.849999904632568
2017-10-26,5.150000095367432
2017-10-27,5.0
2017-10-30,4.800000190734863
2017-10-31,4.75
2017-11-01,4.75
2017-11-02,4.449999809265137
2017-11-03,4.900000095367432
2017-11-06,4.849999904632568
2017-11-07,4.849999904632568
2017-11-08,4.599999904632568
2017-11-09,4.650000095367432
2017-11-10,4.949999809265137
2017-11-13,4.900000095367432
2017-11-14,4.849999904632568
2017-11-15,5.0
2017-11-16,4.900000095367432
2017-11-17,4.699999809265137
2017-11-20,4.599999904632568
2017-11-21,4.650000095367432
2017-11-22,4.900000095367432
2017-11-24,5.150000095367432
2017-11-27,5.150000095367432
2017-11-28,5.150000095367432
2017-11-29,5.25
2017-11-30,5.650000095367432
2017-12-01,5.275000095367432
2017-12-04,5.0
2017-12-05,4.675000190734863
2017-12-06,4.599999904632568
2017-12-07,4.650000095367432
2017-12-08,4.824999809265137
2017-12-11,4.949999809265137
2017-12-12,4.75
2017-12-13,4.775000095367432
2017-12-14,4.699999809265137
2017-12-15,4.849999904632568
2017-12-18,4.75
2017-12-19,4.75
2017-12-20,4.800000190734863
2017-12-21,4.900000095367432
2017-12-22,5.224999904632568
2017-12-26,5.224999904632568
2017-12-27,5.199999809265137
2017-12-28,5.699999809265137
2017-12-29,5.599999904632568
2018-01-02,5.474999904632568
2018-01-03,5.300000190734863
2018-01-04,5.550000190734863
2018-01-05,5.599999904632568
2018-01-08,5.550000190734863
2018-01-09,3.549999952316284
2018-01-10,3.424999952316284
2018-01-11,3.4000000953674316
2018-01-12,3.299999952316284
2018-01-16,2.950000047683716
2018-01-17,2.950000047683716
2018-01-18,2.950000047683716
2018-01-19,2.950000047683716
2018-01-22,3.0999999046325684
2018-01-23,3.0
2018-01-24,3.1500000953674316
2018-01-25,3.0999999046325684
2018-01-26,3.0
2018-01-29,2.875
2018-01-30,2.799999952316284
2018-01-31,2.799999952316284
2018-02-01,2.799999952316284
2018-02-02,2.700000047683716
2018-02-05,2.700000047683716
2018-02-06,2.5999999046325684
2018-02-07,2.6500000953674316
2018-02-08,2.549999952316284
2018-02-09,2.5
2018-02-12,2.549999952316284
2018-02-13,2.6500000953674316
2018-02-14,2.5999999046325684
2018-02-15,2.5999999046325684
2018-02-16,2.700000047683716
2018-02-20,2.625
2018-02-21,2.5999999046325684
2018-02-22,2.549999952316284
2018-02-23,2.5999999046325684
2018-02-26,2.700000047683716
2018-02-27,2.6500000953674316
2018-02-28,2.549999952316284
2018-03-01,2.549999952316284
2018-03-02,2.700000047683716
2018-03-05,2.700000047683716
2018-03-06,2.674999952316284
2018-03-07,2.799999952316284
2018-03-08,2.75
2018-03-09,2.799999952316284
2018-03-12,2.8499999046325684
2018-03-13,2.9000000953674316
2018-03-14,2.799999952316284
2018-03-15,2.6500000953674316
2018-03-16,2.700000047683716
2018-03-19,2.6500000953674316
2018-03-20,2.5999999046325684
2018-03-21,2.700000047683716
2018-03-22,2.6500000953674316
2018-03-23,2.625
2018-03-26,2.549999952316284
2018-03-27,2.5250000953674316
2018-03-28,2.3499999046325684
2018-03-29,2.450000047683716
2018-04-02,2.25
2018-04-03,2.1500000953674316
2018-04-04,2.3499999046325684
2018-04-05,2.3499999046325684
2018-04-06,2.450000047683716
2018-04-09,2.450000047683716
2018-04-10,2.450000047683716
2018-04-11,2.450000047683716
2018-04-12,2.4000000953674316
2018-04-13,2.5
2018-04-16,2.5
2018-04-17,2.549999952316284
2018-04-18,2.5999999046325684
2018-04-19,2.549999952316284
2018-04-20,2.549999952316284
2018-04-23,2.6500000953674316
2018-04-24,2.6500000953674316
2018-04-25,2.6500000953674316
2018-04-26,3.0
2018-04-27,3.0999999046325684
2018-04-30,3.4000000953674316
2018-05-01,3.3499999046325684
2018-05-02,3.2249999046325684
2018-05-03,3.200000047683716
2018-05-04,3.25
2018-05-07,3.3499999046325684
2018-05-08,3.299999952316284
2018-05-09,3.4000000953674316
2018-05-10,3.375
2018-05-11,3.450000047683716
2018-05-14,3.5
2018-05-15,3.549999952316284
2018-05-16,3.5
2018-05-17,3.5
2018-05-18,3.450000047683716
2018-05-21,3.3499999046325684
2018-05-22,3.3499999046325684
2018-05-23,3.3499999046325684
2018-05-24,3.25
2018-05-25,3.3499999046325684
2018-05-29,3.3499999046325684
2018-05-30,3.299999952316284
2018-05-31,3.3499999046325684
2018-06-01,3.450000047683716
2018-06-04,3.4000000953674316
2018-06-05,3.5999999046325684
2018-06-06,3.5999999046325684
2018-06-07,3.5
2018-06-08,3.450000047683716
2018-06-11,3.3499999046325684
2018-06-12,3.549999952316284
2018-06-13,3.4000000953674316
2018-06-14,3.4000000953674316
2018-06-15,3.2249999046325684
2018-06-18,3.25
2018-06-19,3.0
2018-06-20,3.0999999046325684
2018-06-21,3.4000000953674316
2018-06-22,3.4000000953674316
2018-06-25,3.200000047683716
2018-06-26,3.299999952316284
2018-06-27,3.25
2018-06-28,3.25
2018-06-29,3.200000047683716
2018-07-02,3.1500000953674316
2018-07-03,3.25
2018-07-05,3.25
2018-07-06,3.200000047683716
2018-07-09,3.1500000953674316
2018-07-10,3.125
2018-07-11,3.0999999046325684
2018-07-12,3.0999999046325684
2018-07-13,3.1500000953674316
2018-07-16,3.0999999046325684
2018-07-17,3.1500000953674316
2018-07-18,3.1500000953674316
2018-07-19,3.0999999046325684
2018-07-20,3.1500000953674316
2018-07-23,3.0999999046325684
2018-07-24,3.0
2018-07-25,2.9000000953674316
2018-07-26,2.6500000953674316
2018-07-27,2.5999999046325684
2018-07-30,2.5999999046325684
2018-07-31,2.625
2018-08-01,2.625
2018-08-02,2.5999999046325684
2018-08-03,2.575000047683716
2018-08-06,2.549999952316284
2018-08-07,2.625
2018-08-08,2.549999952316284
2018-08-09,2.575000047683716
2018-08-10,2.450000047683716
2018-08-13,2.4000000953674316
2018-08-14,2.4000000953674316
2018-08-15,2.299999952316284
2018-08-16,2.299999952316284
2018-08-17,2.450000047683716
2018-08-20,2.299999952316284
2018-08-21,2.299999952316284
2018-08-22,2.5
2018-08-23,2.5999999046325684
2018-08-24,2.575000047683716
2018-08-27,2.5250000953674316
2018-08-28,3.0
2018-08-29,3.299999952316284
2018-08-30,3.450000047683716
2018-08-31,3.450000047683716
2018-09-04,3.549999952316284
2018-09-05,3.4000000953674316
2018-09-06,3.4000000953674316
2018-09-07,3.3499999046325684
2018-09-10,3.1500000953674316
2018-09-11,3.299999952316284
2018-09-12,3.25
2018-09-13,3.0999999046325684
2018-09-14,3.0999999046325684
2018-09-17,3.299999952316284
2018-09-18,3.299999952316284
2018-09-19,3.1500000953674316
2018-09-20,3.25
2018-09-21,3.25
2018-09-24,3.299999952316284
2018-09-25,3.4000000953674316
2018-09-26,3.299999952316284
2018-09-27,3.375
2018-09-28,3.450000047683716
2018-10-01,3.619999885559082
2018-10-02,3.390000104904175
2018-10-03,3.7100000381469727
2018-10-04,3.5199999809265137
2018-10-05,3.640000104904175
2018-10-08,3.4000000953674316
2018-10-09,3.200000047683716
2018-10-10,3.109999895095825
2018-10-11,3.259999990463257
2018-10-12,3.1600000858306885
2018-10-15,3.3499999046325684
2018-10-16,3.5199999809265137
2018-10-17,3.9200000762939453
2018-10-18,4.099999904632568
2018-10-19,4.150000095367432
2018-10-22,3.940000057220459
2018-10-23,3.9600000381469727
2018-10-24,3.8299999237060547
2018-10-25,3.930000066757202
2018-10-26,3.9600000381469727
2018-10-29,3.859999895095825
2018-10-30,3.9100000858306885
2018-10-31,3.869999885559082
2018-11-01,3.9200000762939453
2018-11-02,4.019999980926514
2018-11-05,3.869999885559082
2018-11-06,3.869999885559082
2018-11-07,3.9200000762939453
2018-11-08,3.9200000762939453
2018-11-09,3.869999885559082
2018-11-12,3.299999952316284
2018-11-13,2.9000000953674316
2018-11-14,2.819999933242798
2018-11-15,2.9700000286102295
2018-11-16,2.819999933242798
2018-11-19,3.0799999237060547
2018-11-20,3.0999999046325684
2018-11-21,3.2200000286102295
2018-11-23,3.25
2018-11-26,3.130000114440918
2018-11-27,3.130000114440918
2018-11-28,3.180000066757202
2018-11-29,3.240000009536743
2018-11-30,3.259999990463257
2018-12-03,3.259999990463257
2018-12-04,3.200000047683716
2018-12-06,3.0899999141693115
2018-12-07,2.950000047683716
2018-12-10,3.390000104904175
2018-12-11,3.4600000381469727
2018-12-12,3.2300000190734863
2018-12-13,3.069999933242798
2018-12-14,3.009999990463257
2018-12-17,2.7699999809265137
2018-12-18,2.640000104904175
2018-12-19,2.4600000381469727
2018-12-20,2.259999990463257
2018-12-21,2.200000047683716
2018-12-24,2.1500000953674316
2018-12-26,2.049999952316284
2018-12-27,2.0
2018-12-28,2.180000066757202
2018-12-31,2.819999933242798
2019-01-02,2.680000066757202
2019-01-03,2.6500000953674316
2019-01-04,2.630000114440918
2019-01-07,6.869999885559082
2019-01-08,8.880000114440918
2019-01-09,7.550000190734863
2019-01-10,7.409999847412109
2019-01-11,7.360000133514404
2019-01-14,7.599999904632568
2019-01-15,7.940000057220459
2019-01-16,8.0600004196167
2019-01-17,8.319999694824219
2019-01-18,8.15999984741211
2019-01-22,8.520000457763672
2019-01-23,8.319999694824219
2019-01-24,8.34000015258789
2019-01-25,8.600000381469727
2019-01-28,8.140000343322754
2019-01-29,8.149999618530273
2019-01-30,8.329999923706055
2019-01-31,8.390000343322754
2019-02-01,9.220000267028809
2019-02-04,9.979999542236328
2019-02-05,10.140000343322754
2019-02-06,9.59000015258789
2019-02-07,9.359999656677246
2019-02-08,8.920000076293945
2019-02-11,9.239999771118164
2019-02-12,9.15999984741211
2019-02-13,9.140000343322754
2019-02-14,9.170000076293945
2019-02-15,9.329999923706055
2019-02-19,8.59000015258789
2019-02-20,8.779999732971191
2019-02-21,8.479999542236328
2019-02-22,9.010000228881836
2019-02-25,9.229999542236328
2019-02-26,9.180000305175781
2019-02-27,8.59000015258789
2019-02-28,7.960000038146973
2019-03-01,7.940000057220459
2019-03-04,8.100000381469727
2019-03-05,8.460000038146973
2019-03-06,8.859999656677246
2019-03-07,9.039999961853027
2019-03-08,9.630000114440918
2019-03-11,9.829999923706055
2019-03-12,10.15999984741211
2019-03-13,10.420000076293945
2019-03-14,10.710000038146973
2019-03-15,10.899999618530273
2019-03-18,11.470000267028809
2019-03-19,12.949999809265137
2019-03-20,12.010000228881836
2019-03-21,13.239999771118164
2019-03-22,13.0
2019-03-25,16.34000015258789
2019-03-26,14.34000015258789
2019-03-27,14.609999656677246
2019-03-28,14.180000305175781
2019-03-29,14.229999542236328
2019-04-01,13.510000228881836
2019-04-02,13.65999984741211
2019-04-03,13.569999694824219
2019-04-04,13.699999809265137
2019-04-05,14.5
2019-04-08,14.579999923706055
2019-04-09,14.210000038146973
2019-04-10,14.399999618530273
2019-04-11,13.890000343322754
2019-04-12,13.460000038146973
2019-04-15,14.3100004196167
2019-04-16,15.479999542236328
2019-04-17,14.899999618530273
2019-04-18,15.010000228881836
2019-04-22,15.119999885559082
2019-04-23,15.9399995803833
2019-04-24,16.040000915527344
2019-04-25,16.709999084472656
2019-04-26,17.649999618530273
2019-04-29,17.959999084472656
2019-04-30,17.729999542236328
2019-05-01,17.68000030517578
2019-05-02,17.5
2019-05-03,17.950000762939453
2019-05-06,19.149999618530273
2019-05-07,19.540000915527344
2019-05-08,19.639999389648438
2019-05-09,19.809999465942383
2019-05-10,21.049999237060547
2019-05-13,21.670000076293945
2019-05-14,21.739999771118164
2019-05-15,23.0
2019-05-16,23.399999618530273
2019-05-17,23.079999923706055
2019-05-20,22.700000762939453
2019-05-21,23.600000381469727
2019-05-22,25.09000015258789
2019-05-23,23.56999969482422
2019-05-24,24.729999542236328
2019-05-28,25.200000762939453
2019-05-29,24.90999984741211
2019-05-30,24.420000076293945
2019-05-31,22.959999084472656
2019-06-03,23.149999618530273
2019-06-04,23.219999313354492
2019-06-05,21.139999389648438
2019-06-06,21.579999923706055
2019-06-07,22.030000686645508
2019-06-10,21.450000762939453
2019-06-11,20.850000381469727
2019-06-12,22.1200008392334
2019-06-13,22.950000762939453
2019-06-14,22.829999923706055
2019-06-17,23.170000076293945
2019-06-18,24.25
2019-06-19,24.780000686645508
2019-06-20,25.309999465942383
2019-06-21,24.170000076293945
2019-06-24,23.469999313354492
2019-06-25,23.979999542236328
2019-06-26,22.43000030517578
2019-06-27,25.389999389648438
2019-06-28,25.75
2019-07-01,26.469999313354492
2019-07-02,27.420000076293945
2019-07-03,27.329999923706055
2019-07-05,27.040000915527344
2019-07-08,27.399999618530273
2019-07-09,26.68000030517578
2019-07-10,26.049999237060547
2019-07-11,25.760000228881836
2019-07-12,26.040000915527344
2019-07-15,26.0
2019-07-16,25.56999969482422
2019-07-17,25.020000457763672
2019-07-18,25.299999237060547
2019-07-19,24.850000381469727
2019-07-22,26.309999465942383
2019-07-23,26.1299991607666
2019-07-24,25.850000381469727
2019-07-25,26.049999237060547
2019-07-26,27.690000534057617
2019-07-29,26.530000686645508
2019-07-30,26.290000915527344
2019-07-31,25.5
2019-08-01,25.940000534057617
2019-08-02,25.690000534057617
2019-08-05,24.299999237060547
2019-08-06,24.68000030517578
2019-08-07,24.899999618530273
2019-08-08,25.5
2019-08-09,25.459999084472656
2019-08-12,25.40999984741211
2019-08-13,27.639999389648438
2019-08-14,26.610000610351562
2019-08-15,22.850000381469727
2019-08-16,24.6299991607666
2019-08-19,24.860000610351562
2019-08-20,24.90999984741211
2019-08-21,26.010000228881836
2019-08-22,25.229999542236328
2019-08-23,24.850000381469727
2019-08-26,25.149999618530273
2019-08-27,23.709999084472656
2019-08-28,25.09000015258789
2019-08-29,25.309999465942383
2019-08-30,25.450000762939453
2019-09-03,24.280000686645508
2019-09-04,24.93000030517578
2019-09-05,24.389999389648438
