,BUSE
2010-10-22,13.979999542236328
2010-10-25,13.770000457763672
2010-10-26,13.920000076293945
2010-10-27,13.529999732971191
2010-10-28,13.920000076293945
2010-10-29,13.920000076293945
2010-11-01,13.40999984741211
2010-11-02,13.979999542236328
2010-11-03,14.010000228881836
2010-11-04,14.579999923706055
2010-11-05,14.3100004196167
2010-11-08,14.220000267028809
2010-11-09,13.800000190734863
2010-11-10,14.34000015258789
2010-11-11,14.15999984741211
2010-11-12,13.739999771118164
2010-11-15,13.739999771118164
2010-11-16,13.380000114440918
2010-11-17,13.380000114440918
2010-11-18,13.619999885559082
2010-11-19,13.470000267028809
2010-11-22,13.260000228881836
2010-11-23,13.020000457763672
2010-11-24,13.199999809265137
2010-11-26,12.989999771118164
2010-11-29,13.109999656677246
2010-11-30,13.050000190734863
2010-12-01,13.199999809265137
2010-12-02,13.199999809265137
2010-12-03,13.229999542236328
2010-12-06,13.199999809265137
2010-12-07,13.380000114440918
2010-12-08,13.319999694824219
2010-12-09,13.4399995803833
2010-12-10,13.5600004196167
2010-12-13,13.5
2010-12-14,13.5
2010-12-15,13.380000114440918
2010-12-16,13.4399995803833
2010-12-17,13.4399995803833
2010-12-20,13.4399995803833
2010-12-21,13.40999984741211
2010-12-22,13.380000114440918
2010-12-23,12.899999618530273
2010-12-27,13.229999542236328
2010-12-28,13.59000015258789
2010-12-29,14.15999984741211
2010-12-30,14.130000114440918
2010-12-31,14.100000381469727
2011-01-03,14.34000015258789
2011-01-04,14.100000381469727
2011-01-05,14.279999732971191
2011-01-06,14.279999732971191
2011-01-07,14.039999961853027
2011-01-10,14.039999961853027
2011-01-11,14.3100004196167
2011-01-12,14.34000015258789
2011-01-13,14.279999732971191
2011-01-14,14.609999656677246
2011-01-18,14.609999656677246
2011-01-19,14.069999694824219
2011-01-20,13.680000305175781
2011-01-21,13.680000305175781
2011-01-24,13.739999771118164
2011-01-25,14.069999694824219
2011-01-26,15.0600004196167
2011-01-27,15.390000343322754
2011-01-28,15.180000305175781
2011-01-31,14.760000228881836
2011-02-01,15.0
2011-02-02,14.970000267028809
2011-02-03,14.880000114440918
2011-02-04,14.640000343322754
2011-02-07,14.760000228881836
2011-02-08,14.850000381469727
2011-02-09,14.699999809265137
2011-02-10,14.789999961853027
2011-02-11,14.970000267028809
2011-02-14,14.789999961853027
2011-02-15,14.760000228881836
2011-02-16,14.670000076293945
2011-02-17,14.699999809265137
2011-02-18,14.699999809265137
2011-02-22,14.369999885559082
2011-02-23,14.550000190734863
2011-02-24,14.550000190734863
2011-02-25,14.970000267028809
2011-02-28,15.210000038146973
2011-03-01,14.819999694824219
2011-03-02,14.819999694824219
2011-03-03,15.239999771118164
2011-03-04,15.149999618530273
2011-03-07,14.699999809265137
2011-03-08,14.970000267028809
2011-03-09,15.0
2011-03-10,14.609999656677246
2011-03-11,14.699999809265137
2011-03-14,14.699999809265137
2011-03-15,14.609999656677246
2011-03-16,14.25
2011-03-17,14.430000305175781
2011-03-18,14.550000190734863
2011-03-21,14.760000228881836
2011-03-22,14.609999656677246
2011-03-23,14.489999771118164
2011-03-24,14.399999618530273
2011-03-25,14.430000305175781
2011-03-28,14.279999732971191
2011-03-29,14.25
2011-03-30,14.729999542236328
2011-03-31,15.239999771118164
2011-04-01,15.84000015258789
2011-04-04,15.75
2011-04-05,15.899999618530273
2011-04-06,16.920000076293945
2011-04-07,16.290000915527344
2011-04-08,16.440000534057617
2011-04-11,16.3799991607666
2011-04-12,16.079999923706055
2011-04-13,15.6899995803833
2011-04-14,16.170000076293945
2011-04-15,16.110000610351562
2011-04-18,15.720000267028809
2011-04-19,15.539999961853027
2011-04-20,15.420000076293945
2011-04-21,15.600000381469727
2011-04-25,15.569999694824219
2011-04-26,15.6899995803833
2011-04-27,15.75
2011-04-28,15.899999618530273
2011-04-29,15.75
2011-05-02,15.569999694824219
2011-05-03,15.65999984741211
2011-05-04,15.479999542236328
2011-05-05,15.420000076293945
2011-05-06,15.479999542236328
2011-05-09,15.420000076293945
2011-05-10,15.75
2011-05-11,15.420000076293945
2011-05-12,15.65999984741211
2011-05-13,15.359999656677246
2011-05-16,15.029999732971191
2011-05-17,15.180000305175781
2011-05-18,15.569999694824219
2011-05-19,15.390000343322754
2011-05-20,15.449999809265137
2011-05-23,15.270000457763672
2011-05-24,15.0600004196167
2011-05-25,15.180000305175781
2011-05-26,15.239999771118164
2011-05-27,15.210000038146973
2011-05-31,15.270000457763672
2011-06-01,15.029999732971191
2011-06-02,15.029999732971191
2011-06-03,14.640000343322754
2011-06-06,14.699999809265137
2011-06-07,14.819999694824219
2011-06-08,14.760000228881836
2011-06-09,14.819999694824219
2011-06-10,14.609999656677246
2011-06-13,14.850000381469727
2011-06-14,15.09000015258789
2011-06-15,14.489999771118164
2011-06-16,14.970000267028809
2011-06-17,15.600000381469727
2011-06-20,15.75
2011-06-21,15.75
2011-06-22,15.539999961853027
2011-06-23,15.449999809265137
2011-06-24,15.869999885559082
2011-06-27,16.229999542236328
2011-06-28,16.049999237060547
2011-06-29,15.8100004196167
2011-06-30,15.869999885559082
2011-07-01,15.8100004196167
2011-07-05,15.6899995803833
2011-07-06,15.720000267028809
2011-07-07,16.020000457763672
2011-07-08,15.84000015258789
2011-07-11,15.569999694824219
2011-07-12,15.479999542236328
2011-07-13,15.869999885559082
2011-07-14,15.65999984741211
2011-07-15,15.869999885559082
2011-07-18,15.510000228881836
2011-07-19,15.960000038146973
2011-07-20,15.630000114440918
2011-07-21,16.020000457763672
2011-07-22,15.75
2011-07-25,15.510000228881836
2011-07-26,15.539999961853027
2011-07-27,15.270000457763672
2011-07-28,15.720000267028809
2011-07-29,15.569999694824219
2011-08-01,15.420000076293945
2011-08-02,15.210000038146973
2011-08-03,15.600000381469727
2011-08-04,15.09000015258789
2011-08-05,15.09000015258789
2011-08-08,13.829999923706055
2011-08-09,15.65999984741211
2011-08-10,13.470000267028809
2011-08-11,14.34000015258789
2011-08-12,13.859999656677246
2011-08-15,13.979999542236328
2011-08-16,13.829999923706055
2011-08-17,14.069999694824219
2011-08-18,13.739999771118164
2011-08-19,13.800000190734863
2011-08-22,13.829999923706055
2011-08-23,14.609999656677246
2011-08-24,14.760000228881836
2011-08-25,14.130000114440918
2011-08-26,14.369999885559082
2011-08-29,15.0
2011-08-30,14.90999984741211
2011-08-31,14.609999656677246
2011-09-01,13.890000343322754
2011-09-02,13.079999923706055
2011-09-06,13.079999923706055
2011-09-07,13.979999542236328
2011-09-08,13.529999732971191
2011-09-09,13.020000457763672
2011-09-12,13.350000381469727
2011-09-13,13.800000190734863
2011-09-14,13.770000457763672
2011-09-15,13.829999923706055
2011-09-16,13.890000343322754
2011-09-19,13.319999694824219
2011-09-20,13.140000343322754
2011-09-21,12.479999542236328
2011-09-22,12.65999984741211
2011-09-23,12.8100004196167
2011-09-26,13.229999542236328
2011-09-27,13.649999618530273
2011-09-28,12.75
2011-09-29,13.5
2011-09-30,13.050000190734863
2011-10-03,12.420000076293945
2011-10-04,14.34000015258789
2011-10-05,14.1899995803833
2011-10-06,14.489999771118164
2011-10-07,13.710000038146973
2011-10-10,14.15999984741211
2011-10-11,14.520000457763672
2011-10-12,15.0600004196167
2011-10-13,14.550000190734863
2011-10-14,15.180000305175781
2011-10-17,14.460000038146973
2011-10-18,15.420000076293945
2011-10-19,14.699999809265137
2011-10-20,14.640000343322754
2011-10-21,15.119999885559082
2011-10-24,15.569999694824219
2011-10-25,14.789999961853027
2011-10-26,14.970000267028809
2011-10-27,16.049999237060547
2011-10-28,15.779999732971191
2011-10-31,15.300000190734863
2011-11-01,14.1899995803833
2011-11-02,14.819999694824219
2011-11-03,15.479999542236328
2011-11-04,15.119999885559082
2011-11-07,14.970000267028809
2011-11-08,15.420000076293945
2011-11-09,14.369999885559082
2011-11-10,14.670000076293945
2011-11-11,15.149999618530273
2011-11-14,14.550000190734863
2011-11-15,14.970000267028809
2011-11-16,14.819999694824219
2011-11-17,14.670000076293945
2011-11-18,15.029999732971191
2011-11-21,14.640000343322754
2011-11-22,14.489999771118164
2011-11-23,14.130000114440918
2011-11-25,14.1899995803833
2011-11-28,14.789999961853027
2011-11-29,14.789999961853027
2011-11-30,15.779999732971191
2011-12-01,15.65999984741211
2011-12-02,15.869999885559082
2011-12-05,16.200000762939453
2011-12-06,15.960000038146973
2011-12-07,15.8100004196167
2011-12-08,15.0
2011-12-09,15.600000381469727
2011-12-12,15.329999923706055
2011-12-13,14.90999984741211
2011-12-14,15.180000305175781
2011-12-15,15.6899995803833
2011-12-16,15.779999732971191
2011-12-19,15.0600004196167
2011-12-20,15.600000381469727
2011-12-21,15.630000114440918
2011-12-22,15.600000381469727
2011-12-23,15.510000228881836
2011-12-27,15.390000343322754
2011-12-28,14.970000267028809
2011-12-29,15.149999618530273
2011-12-30,15.0
2012-01-03,15.359999656677246
2012-01-04,15.119999885559082
2012-01-05,15.300000190734863
2012-01-06,15.270000457763672
2012-01-09,15.270000457763672
2012-01-10,15.65999984741211
2012-01-11,15.6899995803833
2012-01-12,15.75
2012-01-13,15.510000228881836
2012-01-17,15.449999809265137
2012-01-18,15.630000114440918
2012-01-19,15.569999694824219
2012-01-20,15.6899995803833
2012-01-23,15.630000114440918
2012-01-24,15.779999732971191
2012-01-25,15.630000114440918
2012-01-26,15.359999656677246
2012-01-27,15.600000381469727
2012-01-30,15.329999923706055
2012-01-31,15.029999732971191
2012-02-01,15.479999542236328
2012-02-02,15.510000228881836
2012-02-03,15.869999885559082
2012-02-06,15.630000114440918
2012-02-07,15.420000076293945
2012-02-08,15.449999809265137
2012-02-09,15.270000457763672
2012-02-10,15.029999732971191
2012-02-13,15.149999618530273
2012-02-14,14.9399995803833
2012-02-15,14.670000076293945
2012-02-16,15.149999618530273
2012-02-17,15.029999732971191
2012-02-21,14.760000228881836
2012-02-22,14.460000038146973
2012-02-23,15.029999732971191
2012-02-24,14.670000076293945
2012-02-27,14.640000343322754
2012-02-28,14.760000228881836
2012-02-29,14.520000457763672
2012-03-01,14.520000457763672
2012-03-02,13.890000343322754
2012-03-05,14.100000381469727
2012-03-06,13.890000343322754
2012-03-07,13.949999809265137
2012-03-08,13.949999809265137
2012-03-09,14.15999984741211
2012-03-12,14.25
2012-03-13,14.729999542236328
2012-03-14,14.460000038146973
2012-03-15,14.489999771118164
2012-03-16,14.699999809265137
2012-03-19,15.119999885559082
2012-03-20,14.90999984741211
2012-03-21,14.819999694824219
2012-03-22,14.460000038146973
2012-03-23,14.789999961853027
2012-03-26,15.180000305175781
2012-03-27,15.09000015258789
2012-03-28,15.0600004196167
2012-03-29,14.850000381469727
2012-03-30,14.789999961853027
2012-04-02,15.300000190734863
2012-04-03,15.210000038146973
2012-04-04,14.609999656677246
2012-04-05,14.550000190734863
2012-04-09,14.010000228881836
2012-04-10,13.680000305175781
2012-04-11,13.890000343322754
2012-04-12,14.069999694824219
2012-04-13,13.5600004196167
2012-04-16,13.829999923706055
2012-04-17,14.039999961853027
2012-04-18,13.619999885559082
2012-04-19,13.5
2012-04-20,13.829999923706055
2012-04-23,13.619999885559082
2012-04-24,14.039999961853027
2012-04-25,14.460000038146973
2012-04-26,14.1899995803833
2012-04-27,14.550000190734863
2012-04-30,13.920000076293945
2012-05-01,13.890000343322754
2012-05-02,13.649999618530273
2012-05-03,13.5
2012-05-04,13.289999961853027
2012-05-07,13.529999732971191
2012-05-08,13.800000190734863
2012-05-09,13.649999618530273
2012-05-10,13.829999923706055
2012-05-11,13.619999885559082
2012-05-14,13.649999618530273
2012-05-15,13.739999771118164
2012-05-16,13.979999542236328
2012-05-17,13.920000076293945
2012-05-18,13.829999923706055
2012-05-21,13.859999656677246
2012-05-22,13.800000190734863
2012-05-23,13.890000343322754
2012-05-24,14.15999984741211
2012-05-25,13.949999809265137
2012-05-29,14.100000381469727
2012-05-30,13.770000457763672
2012-05-31,13.920000076293945
2012-06-01,13.470000267028809
2012-06-04,13.649999618530273
2012-06-05,13.800000190734863
2012-06-06,14.15999984741211
2012-06-07,14.15999984741211
2012-06-08,14.430000305175781
2012-06-11,14.15999984741211
2012-06-12,14.130000114440918
2012-06-13,13.890000343322754
2012-06-14,14.1899995803833
2012-06-15,14.460000038146973
2012-06-18,14.039999961853027
2012-06-19,14.34000015258789
2012-06-20,14.369999885559082
2012-06-21,13.800000190734863
2012-06-22,14.3100004196167
2012-06-25,13.979999542236328
2012-06-26,14.130000114440918
2012-06-27,14.220000267028809
2012-06-28,14.100000381469727
2012-06-29,14.460000038146973
2012-07-02,14.640000343322754
2012-07-03,14.819999694824219
2012-07-05,14.760000228881836
2012-07-06,14.460000038146973
2012-07-09,14.369999885559082
2012-07-10,14.460000038146973
2012-07-11,14.520000457763672
2012-07-12,14.640000343322754
2012-07-13,14.970000267028809
2012-07-16,14.850000381469727
2012-07-17,14.760000228881836
2012-07-18,14.699999809265137
2012-07-19,14.430000305175781
2012-07-20,14.34000015258789
2012-07-23,14.039999961853027
2012-07-24,14.15999984741211
2012-07-25,13.949999809265137
2012-07-26,13.949999809265137
2012-07-27,14.369999885559082
2012-07-30,13.949999809265137
2012-07-31,13.979999542236328
2012-08-01,13.619999885559082
2012-08-02,13.5600004196167
2012-08-03,14.069999694824219
2012-08-06,14.15999984741211
2012-08-07,14.25
2012-08-08,14.34000015258789
2012-08-09,14.130000114440918
2012-08-10,14.100000381469727
2012-08-13,14.25
2012-08-14,14.25
2012-08-15,14.369999885559082
2012-08-16,14.550000190734863
2012-08-17,14.699999809265137
2012-08-20,14.789999961853027
2012-08-21,14.520000457763672
2012-08-22,14.34000015258789
2012-08-23,14.15999984741211
2012-08-24,14.430000305175781
2012-08-27,14.460000038146973
2012-08-28,14.579999923706055
2012-08-29,14.760000228881836
2012-08-30,14.3100004196167
2012-08-31,14.399999618530273
2012-09-04,14.460000038146973
2012-09-05,14.550000190734863
2012-09-06,14.489999771118164
2012-09-07,14.609999656677246
2012-09-10,14.460000038146973
2012-09-11,14.3100004196167
2012-09-12,14.25
2012-09-13,14.579999923706055
2012-09-14,14.430000305175781
2012-09-17,14.460000038146973
2012-09-18,14.670000076293945
2012-09-19,14.489999771118164
2012-09-20,14.279999732971191
2012-09-21,14.670000076293945
2012-09-24,14.850000381469727
2012-09-25,14.640000343322754
2012-09-26,14.670000076293945
2012-09-27,14.90999984741211
2012-09-28,14.640000343322754
2012-10-01,14.579999923706055
2012-10-02,14.399999618530273
2012-10-03,14.279999732971191
2012-10-04,14.369999885559082
2012-10-05,14.399999618530273
2012-10-08,14.489999771118164
2012-10-09,14.520000457763672
2012-10-10,14.579999923706055
2012-10-11,14.460000038146973
2012-10-12,14.279999732971191
2012-10-15,14.430000305175781
2012-10-16,14.399999618530273
2012-10-17,14.3100004196167
2012-10-18,13.979999542236328
2012-10-19,13.979999542236328
2012-10-22,14.15999984741211
2012-10-23,14.010000228881836
2012-10-24,14.130000114440918
2012-10-25,14.25
2012-10-26,14.3100004196167
2012-10-31,14.15999984741211
2012-11-01,13.829999923706055
2012-11-02,13.890000343322754
2012-11-05,13.890000343322754
2012-11-06,13.949999809265137
2012-11-07,13.470000267028809
2012-11-08,13.260000228881836
2012-11-09,13.229999542236328
2012-11-12,13.170000076293945
2012-11-13,12.989999771118164
2012-11-14,12.869999885559082
2012-11-15,12.449999809265137
2012-11-16,12.899999618530273
2012-11-19,13.350000381469727
2012-11-20,13.020000457763672
2012-11-21,12.989999771118164
2012-11-23,13.350000381469727
2012-11-26,13.470000267028809
2012-11-27,13.289999961853027
2012-11-28,13.319999694824219
2012-11-29,13.649999618530273
2012-11-30,13.770000457763672
2012-12-03,13.829999923706055
2012-12-04,13.920000076293945
2012-12-05,13.59000015258789
2012-12-06,13.380000114440918
2012-12-07,13.5
2012-12-10,13.680000305175781
2012-12-11,13.859999656677246
2012-12-12,13.619999885559082
2012-12-13,13.5600004196167
2012-12-14,13.649999618530273
2012-12-17,14.100000381469727
2012-12-18,14.399999618530273
2012-12-19,14.670000076293945
2012-12-20,14.579999923706055
2012-12-21,14.430000305175781
2012-12-24,14.1899995803833
2012-12-26,13.979999542236328
2012-12-27,13.920000076293945
2012-12-28,13.829999923706055
2012-12-31,13.949999809265137
2013-01-02,14.520000457763672
2013-01-03,14.399999618530273
2013-01-04,14.279999732971191
2013-01-07,14.010000228881836
2013-01-08,13.979999542236328
2013-01-09,13.920000076293945
2013-01-10,13.829999923706055
2013-01-11,13.680000305175781
2013-01-14,13.680000305175781
2013-01-15,13.890000343322754
2013-01-16,13.649999618530273
2013-01-17,13.619999885559082
2013-01-18,13.4399995803833
2013-01-22,13.890000343322754
2013-01-23,13.770000457763672
2013-01-24,13.800000190734863
2013-01-25,13.5600004196167
2013-01-28,13.680000305175781
2013-01-29,13.739999771118164
2013-01-30,13.289999961853027
2013-01-31,13.619999885559082
2013-02-01,13.649999618530273
2013-02-04,13.40999984741211
2013-02-05,13.680000305175781
2013-02-06,13.5
2013-02-07,13.350000381469727
2013-02-08,13.5
2013-02-11,13.710000038146973
2013-02-12,13.770000457763672
2013-02-13,13.529999732971191
2013-02-14,13.649999618530273
2013-02-15,13.619999885559082
2013-02-19,13.470000267028809
2013-02-20,13.050000190734863
2013-02-21,12.84000015258789
2013-02-22,13.050000190734863
2013-02-25,13.020000457763672
2013-02-26,13.350000381469727
2013-02-27,13.470000267028809
2013-02-28,13.5
2013-03-01,13.739999771118164
2013-03-04,13.710000038146973
2013-03-05,13.829999923706055
2013-03-06,13.859999656677246
2013-03-07,13.770000457763672
2013-03-08,13.859999656677246
2013-03-11,13.920000076293945
2013-03-12,13.859999656677246
2013-03-13,13.920000076293945
2013-03-14,14.069999694824219
2013-03-15,14.069999694824219
2013-03-18,14.010000228881836
2013-03-19,13.859999656677246
2013-03-20,13.890000343322754
2013-03-21,13.680000305175781
2013-03-22,13.649999618530273
2013-03-25,13.619999885559082
2013-03-26,13.680000305175781
2013-03-27,13.529999732971191
2013-03-28,13.710000038146973
2013-04-01,13.40999984741211
2013-04-02,13.199999809265137
2013-04-03,13.260000228881836
2013-04-04,13.229999542236328
2013-04-05,12.960000038146973
2013-04-08,13.050000190734863
2013-04-09,12.84000015258789
2013-04-10,13.289999961853027
2013-04-11,13.140000343322754
2013-04-12,13.109999656677246
2013-04-15,12.6899995803833
2013-04-16,13.020000457763672
2013-04-17,12.8100004196167
2013-04-18,12.75
2013-04-19,13.109999656677246
2013-04-22,12.869999885559082
2013-04-23,13.020000457763672
2013-04-24,12.84000015258789
2013-04-25,12.779999732971191
2013-04-26,12.75
2013-04-29,12.8100004196167
2013-04-30,12.899999618530273
2013-05-01,12.479999542236328
2013-05-02,12.720000267028809
2013-05-03,12.930000305175781
2013-05-06,13.109999656677246
2013-05-07,13.140000343322754
2013-05-08,13.020000457763672
2013-05-09,13.140000343322754
2013-05-10,13.40999984741211
2013-05-13,13.260000228881836
2013-05-14,13.470000267028809
2013-05-15,13.470000267028809
2013-05-16,13.4399995803833
2013-05-17,13.680000305175781
2013-05-20,13.680000305175781
2013-05-21,13.5
2013-05-22,13.380000114440918
2013-05-23,13.199999809265137
2013-05-24,13.319999694824219
2013-05-28,13.529999732971191
2013-05-29,13.40999984741211
2013-05-30,13.5
2013-05-31,13.140000343322754
2013-06-03,13.4399995803833
2013-06-04,13.5
2013-06-05,13.350000381469727
2013-06-06,13.529999732971191
2013-06-07,13.380000114440918
2013-06-10,13.319999694824219
2013-06-11,13.199999809265137
2013-06-12,13.260000228881836
2013-06-13,13.350000381469727
2013-06-14,13.140000343322754
2013-06-17,13.140000343322754
2013-06-18,13.289999961853027
2013-06-19,13.109999656677246
2013-06-20,12.899999618530273
2013-06-21,13.470000267028809
2013-06-24,13.319999694824219
2013-06-25,13.5600004196167
2013-06-26,13.4399995803833
2013-06-27,13.529999732971191
2013-06-28,13.5
2013-07-01,13.710000038146973
2013-07-02,13.920000076293945
2013-07-03,14.010000228881836
2013-07-05,14.25
2013-07-08,14.279999732971191
2013-07-09,14.369999885559082
2013-07-10,14.3100004196167
2013-07-11,14.279999732971191
2013-07-12,14.279999732971191
2013-07-15,14.460000038146973
2013-07-16,14.550000190734863
2013-07-17,14.550000190734863
2013-07-18,14.760000228881836
2013-07-19,14.729999542236328
2013-07-22,14.760000228881836
2013-07-23,14.699999809265137
2013-07-24,15.0
2013-07-25,15.420000076293945
2013-07-26,15.119999885559082
2013-07-29,15.029999732971191
2013-07-30,15.0
2013-07-31,14.970000267028809
2013-08-01,15.119999885559082
2013-08-02,15.0600004196167
2013-08-05,15.09000015258789
2013-08-06,15.149999618530273
2013-08-07,15.210000038146973
2013-08-08,15.180000305175781
2013-08-09,14.880000114440918
2013-08-12,14.789999961853027
2013-08-13,14.850000381469727
2013-08-14,14.819999694824219
2013-08-15,14.550000190734863
2013-08-16,14.579999923706055
2013-08-19,14.489999771118164
2013-08-20,14.760000228881836
2013-08-21,14.729999542236328
2013-08-22,14.970000267028809
2013-08-23,14.90999984741211
2013-08-26,14.760000228881836
2013-08-27,14.399999618530273
2013-08-28,14.520000457763672
2013-08-29,14.640000343322754
2013-08-30,14.279999732971191
2013-09-03,14.460000038146973
2013-09-04,14.640000343322754
2013-09-05,14.789999961853027
2013-09-06,14.699999809265137
2013-09-09,14.850000381469727
2013-09-10,14.970000267028809
2013-09-11,14.880000114440918
2013-09-12,14.699999809265137
2013-09-13,14.90999984741211
2013-09-16,15.0600004196167
2013-09-17,15.180000305175781
2013-09-18,15.329999923706055
2013-09-19,15.119999885559082
2013-09-20,15.479999542236328
2013-09-23,15.630000114440918
2013-09-24,15.6899995803833
2013-09-25,15.720000267028809
2013-09-26,15.539999961853027
2013-09-27,15.510000228881836
2013-09-30,15.630000114440918
2013-10-01,15.539999961853027
2013-10-02,15.329999923706055
2013-10-03,15.0
2013-10-04,15.180000305175781
2013-10-07,14.970000267028809
2013-10-08,14.9399995803833
2013-10-09,15.029999732971191
2013-10-10,15.329999923706055
2013-10-11,15.720000267028809
2013-10-14,15.779999732971191
2013-10-15,15.449999809265137
2013-10-16,15.390000343322754
2013-10-17,15.6899995803833
2013-10-18,15.899999618530273
2013-10-21,15.75
2013-10-22,15.6899995803833
2013-10-23,15.720000267028809
2013-10-24,15.600000381469727
2013-10-25,15.600000381469727
2013-10-28,15.779999732971191
2013-10-29,15.84000015258789
2013-10-30,15.989999771118164
2013-10-31,15.510000228881836
2013-11-01,15.930000305175781
2013-11-04,15.960000038146973
2013-11-05,15.84000015258789
2013-11-06,16.139999389648438
2013-11-07,16.260000228881836
2013-11-08,16.709999084472656
2013-11-11,16.649999618530273
2013-11-12,16.709999084472656
2013-11-13,16.979999542236328
2013-11-14,16.979999542236328
2013-11-15,16.950000762939453
2013-11-18,17.010000228881836
2013-11-19,16.860000610351562
2013-11-20,17.1299991607666
2013-11-21,17.489999771118164
2013-11-22,17.81999969482422
2013-11-25,17.489999771118164
2013-11-26,17.760000228881836
2013-11-27,18.0
2013-11-29,18.0
2013-12-02,17.489999771118164
2013-12-03,17.489999771118164
2013-12-04,17.43000030517578
2013-12-05,17.399999618530273
2013-12-06,17.610000610351562
2013-12-09,17.489999771118164
2013-12-10,17.06999969482422
2013-12-11,16.799999237060547
2013-12-12,16.799999237060547
2013-12-13,16.860000610351562
2013-12-16,17.15999984741211
2013-12-17,16.979999542236328
2013-12-18,17.399999618530273
2013-12-19,17.190000534057617
2013-12-20,17.8799991607666
2013-12-23,17.90999984741211
2013-12-24,17.850000381469727
2013-12-26,17.639999389648438
2013-12-27,17.549999237060547
2013-12-30,17.34000015258789
2013-12-31,17.399999618530273
2014-01-02,17.3700008392334
2014-01-03,17.3700008392334
2014-01-06,17.06999969482422
2014-01-07,17.25
2014-01-08,17.190000534057617
2014-01-09,17.459999084472656
2014-01-10,17.3700008392334
2014-01-13,17.15999984741211
2014-01-14,17.280000686645508
2014-01-15,17.399999618530273
2014-01-16,17.040000915527344
2014-01-17,17.3700008392334
2014-01-21,17.670000076293945
2014-01-22,17.670000076293945
2014-01-23,17.43000030517578
2014-01-24,16.889999389648438
2014-01-27,16.68000030517578
2014-01-28,16.530000686645508
2014-01-29,16.229999542236328
2014-01-30,16.5
2014-01-31,16.5
2014-02-03,16.229999542236328
2014-02-04,16.469999313354492
2014-02-05,16.530000686645508
2014-02-06,16.530000686645508
2014-02-07,16.5
2014-02-10,16.5
2014-02-11,16.709999084472656
2014-02-12,16.770000457763672
2014-02-13,17.010000228881836
2014-02-14,17.010000228881836
2014-02-18,17.399999618530273
2014-02-19,17.06999969482422
2014-02-20,17.219999313354492
2014-02-21,17.34000015258789
2014-02-24,17.700000762939453
2014-02-25,17.670000076293945
2014-02-26,17.760000228881836
2014-02-27,17.8799991607666
2014-02-28,17.850000381469727
2014-03-03,17.790000915527344
2014-03-04,18.329999923706055
2014-03-05,18.299999237060547
2014-03-06,18.450000762939453
2014-03-07,18.600000381469727
2014-03-10,18.56999969482422
2014-03-11,18.239999771118164
2014-03-12,18.149999618530273
2014-03-13,18.0
2014-03-14,17.549999237060547
2014-03-17,17.790000915527344
2014-03-18,17.940000534057617
2014-03-19,18.09000015258789
2014-03-20,18.09000015258789
2014-03-21,18.1200008392334
2014-03-24,17.969999313354492
2014-03-25,17.90999984741211
2014-03-26,17.610000610351562
2014-03-27,17.280000686645508
2014-03-28,17.06999969482422
2014-03-31,17.399999618530273
2014-04-01,17.850000381469727
2014-04-02,17.81999969482422
2014-04-03,17.729999542236328
2014-04-04,17.15999984741211
2014-04-07,17.06999969482422
2014-04-08,17.309999465942383
2014-04-09,17.489999771118164
2014-04-10,16.950000762939453
2014-04-11,16.920000076293945
2014-04-14,17.040000915527344
2014-04-15,17.040000915527344
2014-04-16,16.770000457763672
2014-04-17,16.799999237060547
2014-04-21,16.799999237060547
2014-04-22,16.889999389648438
2014-04-23,16.6200008392334
2014-04-24,16.709999084472656
2014-04-25,16.649999618530273
2014-04-28,16.530000686645508
2014-04-29,16.5
2014-04-30,16.5
2014-05-01,16.559999465942383
2014-05-02,16.559999465942383
2014-05-05,16.5
2014-05-06,16.229999542236328
2014-05-07,16.530000686645508
2014-05-08,16.440000534057617
2014-05-09,16.770000457763672
2014-05-12,17.040000915527344
2014-05-13,16.770000457763672
2014-05-14,16.3799991607666
2014-05-15,16.559999465942383
2014-05-16,16.68000030517578
2014-05-19,16.920000076293945
2014-05-20,16.559999465942383
2014-05-21,16.649999618530273
2014-05-22,16.6200008392334
2014-05-23,16.770000457763672
2014-05-27,17.219999313354492
2014-05-28,16.979999542236328
2014-05-29,16.979999542236328
2014-05-30,16.68000030517578
2014-06-02,16.559999465942383
2014-06-03,16.5
2014-06-04,16.530000686645508
2014-06-05,17.010000228881836
2014-06-06,17.100000381469727
2014-06-09,17.399999618530273
2014-06-10,17.43000030517578
2014-06-11,17.06999969482422
2014-06-12,16.829999923706055
2014-06-13,16.950000762939453
2014-06-16,17.06999969482422
2014-06-17,16.979999542236328
2014-06-18,17.25
2014-06-19,17.06999969482422
2014-06-20,17.34000015258789
2014-06-23,17.520000457763672
2014-06-24,17.43000030517578
2014-06-25,17.25
2014-06-26,17.34000015258789
2014-06-27,17.489999771118164
2014-06-30,17.43000030517578
2014-07-01,17.81999969482422
2014-07-02,17.489999771118164
2014-07-03,17.790000915527344
2014-07-07,17.309999465942383
2014-07-08,16.979999542236328
2014-07-09,17.190000534057617
2014-07-10,17.100000381469727
2014-07-11,17.100000381469727
2014-07-14,17.309999465942383
2014-07-15,17.190000534057617
2014-07-16,16.829999923706055
2014-07-17,16.469999313354492
2014-07-18,16.799999237060547
2014-07-21,16.6200008392334
2014-07-22,16.59000015258789
2014-07-23,16.559999465942383
2014-07-24,16.469999313354492
2014-07-25,16.59000015258789
2014-07-28,16.440000534057617
2014-07-29,16.5
2014-07-30,16.6200008392334
