,CSBR
2007-10-03,8.279999732971191
2007-10-04,7.800000190734863
2007-10-05,7.800000190734863
2007-10-08,7.800000190734863
2007-10-09,8.039999961853027
2007-10-10,9.0
2007-10-11,10.199999809265137
2007-10-12,12.0
2007-10-15,12.960000038146973
2007-10-16,15.0
2007-10-17,18.0
2007-10-18,21.719999313354492
2007-10-19,18.959999084472656
2007-10-22,20.399999618530273
2007-10-23,23.15999984741211
2007-10-24,25.200000762939453
2007-10-25,23.399999618530273
2007-10-26,22.799999237060547
2007-10-29,24.360000610351562
2007-10-30,21.959999084472656
2007-10-31,20.399999618530273
2007-11-01,20.399999618530273
2007-11-02,19.799999237060547
2007-11-05,18.0
2007-11-06,17.8799991607666
2007-11-07,18.0
2007-11-08,18.0
2007-11-09,17.639999389648438
2007-11-12,15.239999771118164
2007-11-13,17.280000686645508
2007-11-14,19.200000762939453
2007-11-15,18.0
2007-11-16,16.200000762939453
2007-11-19,16.200000762939453
2007-11-20,18.0
2007-11-21,17.399999618530273
2007-11-23,18.0
2007-11-26,16.799999237060547
2007-11-27,18.0
2007-11-28,16.200000762939453
2007-11-29,16.200000762939453
2007-11-30,16.200000762939453
2007-12-03,15.600000381469727
2007-12-04,17.399999618530273
2007-12-05,17.399999618530273
2007-12-06,17.399999618530273
2007-12-07,17.280000686645508
2007-12-10,18.0
2007-12-11,17.399999618530273
2007-12-12,17.8799991607666
2007-12-13,17.399999618530273
2007-12-14,17.399999618530273
2007-12-17,16.440000534057617
2007-12-18,16.799999237060547
2007-12-19,22.799999237060547
2007-12-20,21.0
2007-12-21,21.600000381469727
2007-12-24,20.399999618530273
2007-12-26,18.600000381469727
2007-12-27,18.600000381469727
2007-12-28,18.600000381469727
2007-12-31,16.799999237060547
2008-01-02,16.200000762939453
2008-01-03,19.200000762939453
2008-01-04,15.720000267028809
2008-01-07,18.0
2008-01-08,17.760000228881836
2008-01-09,15.720000267028809
2008-01-10,18.0
2008-01-11,17.8799991607666
2008-01-14,17.040000915527344
2008-01-15,16.799999237060547
2008-01-16,15.720000267028809
2008-01-17,15.479999542236328
2008-01-18,15.0
2008-01-22,14.640000343322754
2008-01-23,13.680000305175781
2008-01-24,12.600000381469727
2008-01-25,9.600000381469727
2008-01-28,9.600000381469727
2008-01-29,10.680000305175781
2008-01-30,10.800000190734863
2008-01-31,10.920000076293945
2008-02-01,10.920000076293945
2008-02-04,13.079999923706055
2008-02-05,14.399999618530273
2008-02-06,12.600000381469727
2008-02-07,12.479999542236328
2008-02-08,13.199999809265137
2008-02-11,13.199999809265137
2008-02-12,13.199999809265137
2008-02-13,15.359999656677246
2008-02-14,13.199999809265137
2008-02-15,13.199999809265137
2008-02-19,13.199999809265137
2008-02-20,13.199999809265137
2008-02-21,13.199999809265137
2008-02-22,13.199999809265137
2008-02-25,14.399999618530273
2008-02-26,14.880000114440918
2008-02-27,14.279999732971191
2008-02-28,14.279999732971191
2008-02-29,16.200000762939453
2008-03-03,15.0
2008-03-04,15.600000381469727
2008-03-05,13.199999809265137
2008-03-06,13.800000190734863
2008-03-07,14.039999961853027
2008-03-10,13.920000076293945
2008-03-11,14.039999961853027
2008-03-12,13.800000190734863
2008-03-13,13.920000076293945
2008-03-14,13.920000076293945
2008-03-17,9.239999771118164
2008-03-18,10.199999809265137
2008-03-19,12.0
2008-03-20,14.399999618530273
2008-03-24,14.399999618530273
2008-03-25,12.600000381469727
2008-03-26,13.199999809265137
2008-03-27,12.600000381469727
2008-03-28,13.680000305175781
2008-03-31,13.800000190734863
2008-04-01,13.800000190734863
2008-04-02,13.800000190734863
2008-04-03,14.399999618530273
2008-04-04,13.800000190734863
2008-04-07,12.119999885559082
2008-04-08,12.600000381469727
2008-04-09,13.800000190734863
2008-04-10,12.600000381469727
2008-04-11,12.600000381469727
2008-04-14,13.199999809265137
2008-04-15,12.600000381469727
2008-04-16,12.600000381469727
2008-04-17,12.960000038146973
2008-04-18,12.960000038146973
2008-04-21,14.399999618530273
2008-04-22,13.199999809265137
2008-04-23,16.799999237060547
2008-04-24,16.200000762939453
2008-04-25,16.200000762939453
2008-04-28,13.5600004196167
2008-04-29,15.359999656677246
2008-04-30,15.359999656677246
2008-05-01,15.359999656677246
2008-05-02,15.359999656677246
2008-05-05,15.359999656677246
2008-05-06,15.600000381469727
2008-05-07,15.600000381469727
2008-05-08,14.279999732971191
2008-05-09,14.279999732971191
2008-05-12,14.399999618530273
2008-05-13,15.359999656677246
2008-05-14,15.239999771118164
2008-05-15,15.0
2008-05-16,14.399999618530273
2008-05-19,13.800000190734863
2008-05-20,14.399999618530273
2008-05-21,13.199999809265137
2008-05-22,12.600000381469727
2008-05-23,12.600000381469727
2008-05-27,12.600000381469727
2008-05-28,12.600000381469727
2008-05-29,13.199999809265137
2008-05-30,13.199999809265137
2008-06-02,13.680000305175781
2008-06-03,12.960000038146973
2008-06-04,13.199999809265137
2008-06-05,13.079999923706055
2008-06-06,12.84000015258789
2008-06-09,12.84000015258789
2008-06-10,12.0
2008-06-11,12.720000267028809
2008-06-12,12.600000381469727
2008-06-13,12.119999885559082
2008-06-16,11.399999618530273
2008-06-17,13.800000190734863
2008-06-18,10.800000190734863
2008-06-19,11.399999618530273
2008-06-20,11.399999618530273
2008-06-23,11.15999984741211
2008-06-24,11.399999618530273
2008-06-25,11.15999984741211
2008-06-26,10.4399995803833
2008-06-27,12.0
2008-06-30,11.399999618530273
2008-07-01,10.199999809265137
2008-07-02,10.199999809265137
2008-07-03,9.359999656677246
2008-07-07,9.359999656677246
2008-07-08,9.600000381469727
2008-07-09,9.600000381469727
2008-07-10,10.199999809265137
2008-07-11,9.359999656677246
2008-07-14,10.5600004196167
2008-07-15,10.199999809265137
2008-07-16,9.119999885559082
2008-07-17,9.119999885559082
2008-07-18,9.119999885559082
2008-07-21,9.119999885559082
2008-07-22,9.119999885559082
2008-07-23,9.600000381469727
2008-07-24,9.600000381469727
2008-07-25,9.84000015258789
2008-07-28,9.600000381469727
2008-07-29,9.600000381469727
2008-07-30,7.199999809265137
2008-07-31,8.640000343322754
2008-08-01,8.640000343322754
2008-08-04,8.880000114440918
2008-08-05,8.880000114440918
2008-08-06,8.880000114440918
2008-08-07,8.880000114440918
2008-08-08,9.0
2008-08-11,7.199999809265137
2008-08-12,7.199999809265137
2008-08-13,7.199999809265137
2008-08-14,8.399999618530273
2008-08-15,7.800000190734863
2008-08-18,7.199999809265137
2008-08-19,7.199999809265137
2008-08-20,8.399999618530273
2008-08-21,7.800000190734863
2008-08-22,8.399999618530273
2008-08-25,8.399999618530273
2008-08-26,10.199999809265137
2008-08-27,10.800000190734863
2008-08-28,11.520000457763672
2008-08-29,12.0
2008-09-02,13.800000190734863
2008-09-03,12.960000038146973
2008-09-04,11.520000457763672
2008-09-05,11.520000457763672
2008-09-08,11.520000457763672
2008-09-09,11.520000457763672
2008-09-10,11.520000457763672
2008-09-11,11.520000457763672
2008-09-12,7.440000057220459
2008-09-15,7.440000057220459
2008-09-16,7.440000057220459
2008-09-17,11.279999732971191
2008-09-18,10.800000190734863
2008-09-19,10.800000190734863
2008-09-22,10.800000190734863
2008-09-23,9.0
2008-09-24,12.0
2008-09-25,12.0
2008-09-26,10.199999809265137
2008-09-29,10.199999809265137
2008-09-30,12.0
2008-10-01,10.199999809265137
2008-10-02,8.520000457763672
2008-10-03,8.039999961853027
2008-10-06,7.800000190734863
2008-10-07,6.119999885559082
2008-10-08,6.119999885559082
2008-10-09,7.199999809265137
2008-10-10,7.079999923706055
2008-10-13,6.480000019073486
2008-10-14,6.480000019073486
2008-10-15,4.800000190734863
2008-10-16,6.0
2008-10-17,6.0
2008-10-20,6.0
2008-10-21,6.0
2008-10-22,6.0
2008-10-23,6.0
2008-10-24,6.0
2008-10-27,6.0
2008-10-28,6.0
2008-10-29,6.0
2008-10-30,5.519999980926514
2008-10-31,5.28000020980835
2008-11-03,5.28000020980835
2008-11-04,5.28000020980835
2008-11-05,3.9600000381469727
2008-11-06,6.0
2008-11-07,6.0
2008-11-10,6.0
2008-11-11,6.0
2008-11-12,6.0
2008-11-13,4.199999809265137
2008-11-14,4.199999809265137
2008-11-17,4.199999809265137
2008-11-18,4.800000190734863
2008-11-19,4.800000190734863
2008-11-20,4.800000190734863
2008-11-21,4.800000190734863
2008-11-24,4.320000171661377
2008-11-25,4.320000171661377
2008-11-26,4.320000171661377
2008-11-28,4.320000171661377
2008-12-01,4.440000057220459
2008-12-02,4.800000190734863
2008-12-03,4.320000171661377
2008-12-04,4.320000171661377
2008-12-05,4.559999942779541
2008-12-08,4.679999828338623
2008-12-09,5.880000114440918
2008-12-10,4.440000057220459
2008-12-11,8.399999618530273
2008-12-12,7.800000190734863
2008-12-15,9.0
2008-12-16,11.399999618530273
2008-12-17,10.800000190734863
2008-12-18,10.199999809265137
2008-12-19,10.199999809265137
2008-12-22,10.800000190734863
2008-12-23,11.399999618530273
2008-12-24,13.4399995803833
2008-12-26,12.119999885559082
2008-12-29,11.399999618530273
2008-12-30,13.5600004196167
2008-12-31,12.960000038146973
2009-01-02,12.960000038146973
2009-01-05,12.479999542236328
2009-01-06,9.600000381469727
2009-01-07,9.600000381469727
2009-01-08,9.600000381469727
2009-01-09,10.319999694824219
2009-01-12,11.039999961853027
2009-01-13,11.15999984741211
2009-01-14,12.84000015258789
2009-01-15,10.800000190734863
2009-01-16,12.84000015258789
2009-01-20,10.920000076293945
2009-01-21,10.920000076293945
2009-01-22,10.800000190734863
2009-01-23,10.920000076293945
2009-01-26,10.920000076293945
2009-01-27,10.920000076293945
2009-01-28,10.920000076293945
2009-01-29,12.479999542236328
2009-01-30,12.479999542236328
2009-02-02,14.399999618530273
2009-02-03,15.0
2009-02-04,12.0
2009-02-05,12.600000381469727
2009-02-06,12.600000381469727
2009-02-09,14.279999732971191
2009-02-10,12.119999885559082
2009-02-11,12.119999885559082
2009-02-12,11.399999618530273
2009-02-13,14.279999732971191
2009-02-17,14.279999732971191
2009-02-18,14.279999732971191
2009-02-19,13.680000305175781
2009-02-20,14.15999984741211
2009-02-23,14.15999984741211
2009-02-24,13.199999809265137
2009-02-25,12.600000381469727
2009-02-26,14.039999961853027
2009-02-27,13.199999809265137
2009-03-02,10.800000190734863
2009-03-03,10.800000190734863
2009-03-04,13.199999809265137
2009-03-05,12.119999885559082
2009-03-06,10.920000076293945
2009-03-09,10.199999809265137
2009-03-10,13.199999809265137
2009-03-11,14.399999618530273
2009-03-12,14.880000114440918
2009-03-13,12.600000381469727
2009-03-16,12.600000381469727
2009-03-17,12.479999542236328
2009-03-18,13.800000190734863
2009-03-19,12.0
2009-03-20,12.0
2009-03-23,10.800000190734863
2009-03-24,13.199999809265137
2009-03-25,13.680000305175781
2009-03-26,13.680000305175781
2009-03-27,10.800000190734863
2009-03-30,12.600000381469727
2009-03-31,12.600000381469727
2009-04-01,12.600000381469727
2009-04-02,12.0
2009-04-03,13.4399995803833
2009-04-06,12.0
2009-04-07,13.079999923706055
2009-04-08,12.119999885559082
2009-04-09,12.119999885559082
2009-04-13,12.119999885559082
2009-04-14,11.399999618530273
2009-04-15,11.399999618530273
2009-04-16,13.199999809265137
2009-04-17,11.399999618530273
2009-04-20,12.0
2009-04-21,12.600000381469727
2009-04-22,10.920000076293945
2009-04-23,12.600000381469727
2009-04-24,12.119999885559082
2009-04-27,12.0
2009-04-28,12.119999885559082
2009-04-29,13.199999809265137
2009-04-30,12.0
2009-05-01,12.0
2009-05-04,12.84000015258789
2009-05-05,12.600000381469727
2009-05-06,12.600000381469727
2009-05-07,12.0
2009-05-08,12.359999656677246
2009-05-11,12.84000015258789
2009-05-12,12.359999656677246
2009-05-13,12.359999656677246
2009-05-14,12.84000015258789
2009-05-15,12.84000015258789
2009-05-18,12.84000015258789
2009-05-19,12.359999656677246
2009-05-20,12.479999542236328
2009-05-21,12.479999542236328
2009-05-22,12.359999656677246
2009-05-26,12.359999656677246
2009-05-27,12.600000381469727
2009-05-28,12.600000381469727
2009-05-29,12.600000381469727
2009-06-01,12.0
2009-06-02,12.0
2009-06-03,12.0
2009-06-04,12.479999542236328
2009-06-05,12.0
2009-06-08,11.399999618530273
2009-06-09,12.600000381469727
2009-06-10,9.119999885559082
2009-06-11,10.199999809265137
2009-06-12,10.199999809265137
2009-06-15,10.199999809265137
2009-06-16,10.199999809265137
2009-06-17,10.319999694824219
2009-06-18,10.4399995803833
2009-06-19,10.4399995803833
2009-06-22,10.199999809265137
2009-06-23,10.079999923706055
2009-06-24,10.079999923706055
2009-06-25,9.479999542236328
2009-06-26,9.119999885559082
2009-06-29,9.479999542236328
2009-06-30,9.479999542236328
2009-07-01,9.600000381469727
2009-07-02,9.359999656677246
2009-07-06,9.359999656677246
2009-07-07,9.600000381469727
2009-07-08,9.600000381469727
2009-07-09,9.479999542236328
2009-07-10,9.84000015258789
2009-07-13,9.84000015258789
2009-07-14,9.84000015258789
2009-07-15,9.84000015258789
2009-07-16,9.84000015258789
2009-07-17,9.960000038146973
2009-07-20,9.960000038146973
2009-07-21,10.199999809265137
2009-07-22,10.199999809265137
2009-07-23,10.199999809265137
2009-07-24,9.84000015258789
2009-07-27,9.359999656677246
2009-07-28,9.720000267028809
2009-07-29,9.720000267028809
2009-07-30,9.720000267028809
2009-07-31,9.359999656677246
2009-08-03,9.0
2009-08-04,8.399999618530273
2009-08-05,8.399999618530273
2009-08-06,8.399999618530273
2009-08-07,8.399999618530273
2009-08-10,8.399999618530273
2009-08-11,7.199999809265137
2009-08-12,7.199999809265137
2009-08-13,9.0
2009-08-14,7.320000171661377
2009-08-17,6.599999904632568
2009-08-18,6.599999904632568
2009-08-19,8.880000114440918
2009-08-20,8.399999618530273
2009-08-21,8.399999618530273
2009-08-24,9.0
2009-08-25,9.119999885559082
2009-08-26,9.0
2009-08-27,9.119999885559082
2009-08-28,9.239999771118164
2009-08-31,9.239999771118164
2009-09-01,9.239999771118164
2009-09-02,9.239999771118164
2009-09-03,7.199999809265137
2009-09-04,7.199999809265137
2009-09-08,7.320000171661377
2009-09-09,7.320000171661377
2009-09-10,9.0
2009-09-11,7.440000057220459
2009-09-14,7.440000057220459
2009-09-15,11.399999618530273
2009-09-16,7.920000076293945
2009-09-17,7.920000076293945
2009-09-18,7.920000076293945
2009-09-21,7.920000076293945
2009-09-22,8.399999618530273
2009-09-23,8.399999618530273
2009-09-24,8.399999618530273
2009-09-25,8.399999618530273
2009-09-28,8.399999618530273
2009-09-29,8.399999618530273
2009-09-30,8.399999618530273
2009-10-01,8.399999618530273
2009-10-02,8.399999618530273
2009-10-05,8.399999618530273
2009-10-06,8.399999618530273
2009-10-07,8.399999618530273
2009-10-08,8.399999618530273
2009-10-09,8.399999618530273
2009-10-12,7.320000171661377
2009-10-13,9.600000381469727
2009-10-14,9.600000381469727
2009-10-15,9.600000381469727
2009-10-16,10.199999809265137
2009-10-19,10.199999809265137
2009-10-20,9.0
2009-10-21,9.0
2009-10-22,9.0
2009-10-23,9.0
2009-10-26,9.0
2009-10-27,9.119999885559082
2009-10-28,9.119999885559082
2009-10-29,9.119999885559082
2009-10-30,9.600000381469727
2009-11-02,9.0
2009-11-03,9.0
2009-11-04,9.0
2009-11-05,9.600000381469727
2009-11-06,9.600000381469727
2009-11-09,9.600000381469727
2009-11-10,7.800000190734863
2009-11-11,7.800000190734863
2009-11-12,9.0
2009-11-13,9.0
2009-11-16,8.399999618530273
2009-11-17,9.600000381469727
2009-11-18,9.600000381469727
2009-11-19,8.640000343322754
2009-11-20,9.119999885559082
2009-11-23,9.119999885559082
2009-11-24,9.119999885559082
2009-11-25,9.119999885559082
2009-11-27,9.119999885559082
2009-11-30,9.600000381469727
2009-12-01,9.359999656677246
2009-12-02,9.600000381469727
2009-12-03,9.359999656677246
2009-12-04,9.359999656677246
2009-12-07,9.359999656677246
2009-12-08,9.359999656677246
2009-12-09,9.119999885559082
2009-12-10,9.359999656677246
2009-12-11,9.359999656677246
2009-12-14,10.199999809265137
2009-12-15,9.720000267028809
2009-12-16,9.720000267028809
2009-12-17,9.720000267028809
2009-12-18,9.960000038146973
2009-12-21,9.960000038146973
2009-12-22,10.079999923706055
2009-12-23,10.079999923706055
2009-12-24,10.079999923706055
2009-12-28,9.600000381469727
2009-12-29,11.399999618530273
2009-12-30,11.399999618530273
2009-12-31,9.600000381469727
2010-01-04,9.600000381469727
2010-01-05,9.359999656677246
2010-01-06,9.359999656677246
2010-01-07,9.359999656677246
2010-01-08,9.359999656677246
2010-01-11,9.359999656677246
2010-01-12,9.359999656677246
2010-01-13,9.359999656677246
2010-01-14,9.119999885559082
2010-01-15,9.119999885559082
2010-01-19,9.119999885559082
2010-01-20,9.119999885559082
2010-01-21,9.0
2010-01-22,9.0
2010-01-25,9.600000381469727
2010-01-26,9.600000381469727
2010-01-27,9.600000381469727
2010-01-28,9.0
2010-01-29,9.600000381469727
2010-02-01,9.0
2010-02-02,9.0
2010-02-03,9.0
2010-02-04,9.0
2010-02-05,9.0
2010-02-08,9.0
2010-02-09,9.0
2010-02-10,9.0
2010-02-11,9.0
2010-02-12,9.0
2010-02-16,9.119999885559082
2010-02-17,9.119999885559082
2010-02-18,9.239999771118164
2010-02-19,9.239999771118164
2010-02-22,9.600000381469727
2010-02-23,9.600000381469727
2010-02-24,10.199999809265137
2010-02-25,10.199999809265137
2010-02-26,10.800000190734863
2010-03-01,10.800000190734863
2010-03-02,10.800000190734863
2010-03-03,11.880000114440918
2010-03-04,12.0
2010-03-05,12.359999656677246
2010-03-08,12.359999656677246
2010-03-09,11.880000114440918
2010-03-10,11.760000228881836
2010-03-11,13.199999809265137
2010-03-12,11.760000228881836
2010-03-15,11.760000228881836
2010-03-16,11.760000228881836
2010-03-17,11.760000228881836
2010-03-18,11.760000228881836
2010-03-19,11.760000228881836
2010-03-22,11.760000228881836
2010-03-23,11.760000228881836
2010-03-24,11.760000228881836
2010-03-25,11.760000228881836
2010-03-26,13.199999809265137
2010-03-29,13.199999809265137
2010-03-30,11.760000228881836
2010-03-31,11.760000228881836
2010-04-01,11.760000228881836
2010-04-05,10.199999809265137
2010-04-06,10.199999809265137
2010-04-07,10.199999809265137
2010-04-08,10.199999809265137
2010-04-09,10.199999809265137
2010-04-12,10.199999809265137
2010-04-13,10.199999809265137
2010-04-14,10.199999809265137
2010-04-15,10.199999809265137
2010-04-16,10.199999809265137
2010-04-19,10.199999809265137
2010-04-20,9.84000015258789
2010-04-21,9.84000015258789
2010-04-22,9.84000015258789
2010-04-23,9.84000015258789
2010-04-26,9.84000015258789
2010-04-27,9.84000015258789
2010-04-28,9.84000015258789
2010-04-29,9.239999771118164
2010-04-30,10.199999809265137
2010-05-03,10.199999809265137
2010-05-04,10.199999809265137
2010-05-05,10.199999809265137
2010-05-06,9.239999771118164
2010-05-07,9.239999771118164
2010-05-10,11.520000457763672
2010-05-11,11.520000457763672
2010-05-12,7.800000190734863
2010-05-13,11.279999732971191
2010-05-14,10.800000190734863
2010-05-17,11.399999618530273
2010-05-18,11.399999618530273
2010-05-19,11.399999618530273
2010-05-20,8.399999618530273
2010-05-21,11.15999984741211
2010-05-24,8.399999618530273
2010-05-25,9.0
2010-05-26,8.399999618530273
2010-05-27,8.399999618530273
2010-05-28,11.039999961853027
2010-06-01,11.039999961853027
2010-06-02,10.800000190734863
2010-06-03,10.800000190734863
2010-06-04,10.800000190734863
2010-06-07,10.920000076293945
2010-06-08,10.920000076293945
2010-06-09,10.920000076293945
2010-06-10,11.039999961853027
2010-06-11,11.039999961853027
2010-06-14,11.039999961853027
2010-06-15,11.399999618530273
2010-06-16,10.800000190734863
2010-06-17,10.800000190734863
2010-06-18,11.039999961853027
2010-06-21,11.039999961853027
2010-06-22,11.039999961853027
2010-06-23,11.039999961853027
2010-06-24,11.039999961853027
2010-06-25,11.039999961853027
2010-06-28,11.039999961853027
2010-06-29,11.039999961853027
2010-06-30,11.039999961853027
2010-07-01,11.039999961853027
2010-07-02,11.039999961853027
2010-07-06,11.039999961853027
2010-07-07,11.039999961853027
2010-07-08,9.600000381469727
2010-07-09,9.600000381469727
2010-07-12,9.0
2010-07-13,10.800000190734863
2010-07-14,10.800000190734863
2010-07-15,10.199999809265137
2010-07-16,10.199999809265137
2010-07-19,10.199999809265137
2010-07-20,10.199999809265137
2010-07-21,10.199999809265137
2010-07-22,10.199999809265137
2010-07-23,8.039999961853027
2010-07-26,10.199999809265137
2010-07-27,10.199999809265137
2010-07-28,10.199999809265137
2010-07-29,10.199999809265137
2010-07-30,11.399999618530273
2010-08-02,11.399999618530273
2010-08-03,10.680000305175781
2010-08-04,10.680000305175781
2010-08-05,10.680000305175781
2010-08-06,10.680000305175781
2010-08-09,9.0
2010-08-10,10.5600004196167
2010-08-11,9.0
2010-08-12,10.800000190734863
2010-08-13,10.800000190734863
2010-08-16,10.800000190734863
2010-08-17,10.800000190734863
2010-08-18,10.800000190734863
2010-08-19,10.800000190734863
2010-08-20,10.800000190734863
2010-08-23,10.800000190734863
2010-08-24,10.800000190734863
2010-08-25,10.800000190734863
2010-08-26,10.800000190734863
2010-08-27,10.800000190734863
2010-08-30,10.800000190734863
2010-08-31,9.600000381469727
2010-09-01,9.600000381469727
2010-09-02,9.119999885559082
2010-09-03,10.680000305175781
2010-09-07,10.680000305175781
2010-09-08,10.680000305175781
2010-09-09,10.680000305175781
2010-09-10,10.680000305175781
2010-09-13,10.800000190734863
2010-09-14,10.800000190734863
2010-09-15,10.800000190734863
2010-09-16,10.800000190734863
2010-09-17,10.800000190734863
2010-09-20,10.800000190734863
2010-09-21,10.5600004196167
2010-09-22,10.800000190734863
2010-09-23,10.800000190734863
2010-09-24,10.800000190734863
2010-09-27,10.800000190734863
2010-09-28,10.800000190734863
2010-09-29,10.800000190734863
2010-09-30,10.199999809265137
2010-10-01,10.199999809265137
2010-10-04,10.199999809265137
2010-10-05,10.199999809265137
2010-10-06,10.199999809265137
2010-10-07,10.800000190734863
2010-10-08,10.800000190734863
2010-10-11,10.800000190734863
2010-10-12,10.800000190734863
2010-10-13,9.0
2010-10-14,10.800000190734863
2010-10-15,10.680000305175781
2010-10-18,10.800000190734863
2010-10-19,10.800000190734863
2010-10-20,10.800000190734863
2010-10-21,11.399999618530273
2010-10-22,11.399999618530273
2010-10-25,10.800000190734863
2010-10-26,10.800000190734863
2010-10-27,10.800000190734863
2010-10-28,11.399999618530273
2010-10-29,11.399999618530273
2010-11-01,11.399999618530273
2010-11-02,11.399999618530273
2010-11-03,10.800000190734863
2010-11-04,11.399999618530273
2010-11-05,11.399999618530273
2010-11-08,10.800000190734863
2010-11-09,10.800000190734863
2010-11-10,11.399999618530273
2010-11-11,11.399999618530273
2010-11-12,10.680000305175781
2010-11-15,11.880000114440918
2010-11-16,11.279999732971191
2010-11-17,11.880000114440918
2010-11-18,10.680000305175781
