,FLXN
2014-07-09,13.319999694824219
2014-07-10,13.270000457763672
2014-07-11,13.619999885559082
2014-07-14,13.739999771118164
2014-07-15,13.529999732971191
2014-07-16,13.220000267028809
2014-07-17,12.220000267028809
2014-07-18,12.300000190734863
2014-07-21,12.180000305175781
2014-07-22,12.4399995803833
2014-07-23,12.470000267028809
2014-07-24,12.6899995803833
2014-07-25,12.390000343322754
2014-07-28,12.220000267028809
2014-07-29,12.180000305175781
2014-07-30,12.260000228881836
2014-07-31,12.279999732971191
2014-08-01,12.100000381469727
2014-08-04,12.0
2014-08-05,12.550000190734863
2014-08-06,12.8100004196167
2014-08-07,12.649999618530273
2014-08-08,12.949999809265137
2014-08-11,12.960000038146973
2014-08-12,12.960000038146973
2014-08-13,13.369999885559082
2014-08-14,13.9399995803833
2014-08-15,13.539999961853027
2014-08-18,14.270000457763672
2014-08-19,13.890000343322754
2014-08-20,13.859999656677246
2014-08-21,13.399999618530273
2014-08-22,12.890000343322754
2014-08-25,12.609999656677246
2014-08-26,13.119999885559082
2014-08-27,13.84000015258789
2014-08-28,13.800000190734863
2014-08-29,13.720000267028809
2014-09-02,13.149999618530273
2014-09-03,12.819999694824219
2014-09-04,14.020000457763672
2014-09-05,14.0600004196167
2014-09-08,16.790000915527344
2014-09-09,17.270000457763672
2014-09-10,20.350000381469727
2014-09-11,19.239999771118164
2014-09-12,19.989999771118164
2014-09-15,18.75
2014-09-16,19.610000610351562
2014-09-17,19.3799991607666
2014-09-18,18.479999542236328
2014-09-19,17.889999389648438
2014-09-22,17.360000610351562
2014-09-23,16.610000610351562
2014-09-24,16.68000030517578
2014-09-25,17.610000610351562
2014-09-26,17.34000015258789
2014-09-29,17.940000534057617
2014-09-30,18.260000228881836
2014-10-01,17.520000457763672
2014-10-02,17.1200008392334
2014-10-03,17.260000228881836
2014-10-06,17.1299991607666
2014-10-07,16.649999618530273
2014-10-08,16.6299991607666
2014-10-09,15.100000381469727
2014-10-10,14.930000305175781
2014-10-13,15.40999984741211
2014-10-14,15.289999961853027
2014-10-15,15.65999984741211
2014-10-16,16.170000076293945
2014-10-17,16.299999237060547
2014-10-20,16.520000457763672
2014-10-21,16.290000915527344
2014-10-22,16.940000534057617
2014-10-23,18.709999084472656
2014-10-24,18.610000610351562
2014-10-27,18.719999313354492
2014-10-28,19.899999618530273
2014-10-29,19.6200008392334
2014-10-30,19.899999618530273
2014-10-31,19.59000015258789
2014-11-03,19.610000610351562
2014-11-04,19.270000457763672
2014-11-05,19.399999618530273
2014-11-06,19.030000686645508
2014-11-07,18.940000534057617
2014-11-10,18.8700008392334
2014-11-11,19.110000610351562
2014-11-12,19.1200008392334
2014-11-13,19.0
2014-11-14,18.780000686645508
2014-11-17,17.989999771118164
2014-11-18,17.260000228881836
2014-11-19,17.139999389648438
2014-11-20,17.18000030517578
2014-11-21,16.68000030517578
2014-11-24,17.280000686645508
2014-11-25,17.149999618530273
2014-11-26,17.65999984741211
2014-11-28,17.149999618530273
2014-12-01,16.25
2014-12-02,16.850000381469727
2014-12-03,16.889999389648438
2014-12-04,17.18000030517578
2014-12-05,17.280000686645508
2014-12-08,16.899999618530273
2014-12-09,17.829999923706055
2014-12-10,18.059999465942383
2014-12-11,17.309999465942383
2014-12-12,18.90999984741211
2014-12-15,18.850000381469727
2014-12-16,18.989999771118164
2014-12-17,20.940000534057617
2014-12-18,21.020000457763672
2014-12-19,21.260000228881836
2014-12-22,20.68000030517578
2014-12-23,20.540000915527344
2014-12-24,20.559999465942383
2014-12-26,20.6200008392334
2014-12-29,19.989999771118164
2014-12-30,20.15999984741211
2014-12-31,20.190000534057617
2015-01-02,20.219999313354492
2015-01-05,20.479999542236328
2015-01-06,21.93000030517578
2015-01-07,22.540000915527344
2015-01-08,23.290000915527344
2015-01-09,23.0
2015-01-12,23.190000534057617
2015-01-13,23.989999771118164
2015-01-14,24.1200008392334
2015-01-15,22.84000015258789
2015-01-16,22.520000457763672
2015-01-20,23.049999237060547
2015-01-21,22.90999984741211
2015-01-22,23.020000457763672
2015-01-23,21.780000686645508
2015-01-26,22.530000686645508
2015-01-27,23.059999465942383
2015-01-28,21.739999771118164
2015-01-29,21.65999984741211
2015-01-30,20.59000015258789
2015-02-02,21.219999313354492
2015-02-03,21.40999984741211
2015-02-04,20.889999389648438
2015-02-05,21.510000228881836
2015-02-06,21.149999618530273
2015-02-09,20.729999542236328
2015-02-10,20.59000015258789
2015-02-11,20.450000762939453
2015-02-12,21.010000228881836
2015-02-13,21.290000915527344
2015-02-17,22.530000686645508
2015-02-18,22.920000076293945
2015-02-19,22.850000381469727
2015-02-20,22.5
2015-02-23,23.299999237060547
2015-02-24,22.81999969482422
2015-02-25,22.950000762939453
2015-02-26,22.889999389648438
2015-02-27,22.809999465942383
2015-03-02,22.719999313354492
2015-03-03,23.149999618530273
2015-03-04,25.3799991607666
2015-03-05,25.270000457763672
2015-03-06,24.110000610351562
2015-03-09,24.700000762939453
2015-03-10,25.190000534057617
2015-03-11,25.209999084472656
2015-03-12,24.540000915527344
2015-03-13,25.860000610351562
2015-03-16,26.139999389648438
2015-03-17,26.809999465942383
2015-03-18,26.700000762939453
2015-03-19,29.059999465942383
2015-03-20,28.31999969482422
2015-03-23,26.510000228881836
2015-03-24,24.75
2015-03-25,22.84000015258789
2015-03-26,22.790000915527344
2015-03-27,22.3799991607666
2015-03-30,23.270000457763672
2015-03-31,22.520000457763672
2015-04-01,22.639999389648438
2015-04-02,23.059999465942383
2015-04-06,22.920000076293945
2015-04-07,22.989999771118164
2015-04-08,22.969999313354492
2015-04-09,23.06999969482422
2015-04-10,23.030000686645508
2015-04-13,22.200000762939453
2015-04-14,21.399999618530273
2015-04-15,20.420000076293945
2015-04-16,20.940000534057617
2015-04-17,19.229999542236328
2015-04-20,19.010000228881836
2015-04-21,19.549999237060547
2015-04-22,18.770000457763672
2015-04-23,18.549999237060547
2015-04-24,18.520000457763672
2015-04-27,16.799999237060547
2015-04-28,16.8700008392334
2015-04-29,16.81999969482422
2015-04-30,16.020000457763672
2015-05-01,16.610000610351562
2015-05-04,18.0
2015-05-05,18.520000457763672
2015-05-06,19.989999771118164
2015-05-07,20.09000015258789
2015-05-08,18.899999618530273
2015-05-11,18.59000015258789
2015-05-12,18.549999237060547
2015-05-13,17.809999465942383
2015-05-14,18.649999618530273
2015-05-15,18.450000762939453
2015-05-18,19.18000030517578
2015-05-19,18.950000762939453
2015-05-20,19.670000076293945
2015-05-21,19.239999771118164
2015-05-22,19.18000030517578
2015-05-26,20.0
2015-05-27,19.8700008392334
2015-05-28,19.5
2015-05-29,19.90999984741211
2015-06-01,19.15999984741211
2015-06-02,19.049999237060547
2015-06-03,19.270000457763672
2015-06-04,18.709999084472656
2015-06-05,19.0
2015-06-08,22.010000228881836
2015-06-09,22.31999969482422
2015-06-10,23.010000228881836
2015-06-11,21.790000915527344
2015-06-12,22.059999465942383
2015-06-15,22.479999542236328
2015-06-16,21.989999771118164
2015-06-17,21.850000381469727
2015-06-18,20.90999984741211
2015-06-19,20.209999084472656
2015-06-22,21.600000381469727
2015-06-23,22.040000915527344
2015-06-24,21.030000686645508
2015-06-25,22.309999465942383
2015-06-26,21.600000381469727
2015-06-29,20.799999237060547
2015-06-30,21.889999389648438
2015-07-01,21.579999923706055
2015-07-02,21.190000534057617
2015-07-06,22.5
2015-07-07,23.290000915527344
2015-07-08,22.100000381469727
2015-07-09,22.43000030517578
2015-07-10,23.739999771118164
2015-07-13,24.280000686645508
2015-07-14,25.049999237060547
2015-07-15,25.799999237060547
2015-07-16,25.6200008392334
2015-07-17,25.549999237060547
2015-07-20,25.09000015258789
2015-07-21,24.959999084472656
2015-07-22,25.559999465942383
2015-07-23,25.399999618530273
2015-07-24,23.5
2015-07-27,22.770000457763672
2015-07-28,22.59000015258789
2015-07-29,20.93000030517578
2015-07-30,22.6200008392334
2015-07-31,23.399999618530273
2015-08-03,24.31999969482422
2015-08-04,23.760000228881836
2015-08-05,23.93000030517578
2015-08-06,22.540000915527344
2015-08-07,23.110000610351562
2015-08-10,23.56999969482422
2015-08-11,22.450000762939453
2015-08-12,22.75
2015-08-13,22.969999313354492
2015-08-14,23.100000381469727
2015-08-17,24.170000076293945
2015-08-18,24.209999084472656
2015-08-19,24.149999618530273
2015-08-20,24.079999923706055
2015-08-21,24.389999389648438
2015-08-24,22.889999389648438
2015-08-25,22.760000228881836
2015-08-26,23.969999313354492
2015-08-27,24.709999084472656
2015-08-28,25.290000915527344
2015-08-31,24.110000610351562
2015-09-01,24.559999465942383
2015-09-02,26.31999969482422
2015-09-03,25.639999389648438
2015-09-04,27.290000915527344
2015-09-08,29.0
2015-09-09,22.020000457763672
2015-09-10,23.280000686645508
2015-09-11,23.420000076293945
2015-09-14,24.5
2015-09-15,23.510000228881836
2015-09-16,23.479999542236328
2015-09-17,22.760000228881836
2015-09-18,24.989999771118164
2015-09-21,25.1200008392334
2015-09-22,25.09000015258789
2015-09-23,25.059999465942383
2015-09-24,23.3799991607666
2015-09-25,19.010000228881836
2015-09-28,16.399999618530273
2015-09-29,14.430000305175781
2015-09-30,14.859999656677246
2015-10-01,13.640000343322754
2015-10-02,14.5
2015-10-05,15.140000343322754
2015-10-06,13.949999809265137
2015-10-07,14.800000190734863
2015-10-08,14.920000076293945
2015-10-09,15.1899995803833
2015-10-12,15.210000038146973
2015-10-13,14.380000114440918
2015-10-14,13.880000114440918
2015-10-15,15.479999542236328
2015-10-16,15.100000381469727
2015-10-19,15.5
2015-10-20,15.010000228881836
2015-10-21,14.510000228881836
2015-10-22,14.289999961853027
2015-10-23,15.510000228881836
2015-10-26,16.260000228881836
2015-10-27,17.149999618530273
2015-10-28,17.420000076293945
2015-10-29,16.790000915527344
2015-10-30,16.479999542236328
2015-11-02,17.40999984741211
2015-11-03,17.3700008392334
2015-11-04,18.15999984741211
2015-11-05,17.709999084472656
2015-11-06,17.469999313354492
2015-11-09,17.239999771118164
2015-11-10,16.989999771118164
2015-11-11,16.959999084472656
2015-11-12,16.829999923706055
2015-11-13,17.059999465942383
2015-11-16,16.540000915527344
2015-11-17,16.979999542236328
2015-11-18,17.649999618530273
2015-11-19,16.950000762939453
2015-11-20,16.969999313354492
2015-11-23,17.329999923706055
2015-11-24,17.510000228881836
2015-11-25,18.600000381469727
2015-11-27,19.450000762939453
2015-11-30,19.440000534057617
2015-12-01,19.010000228881836
2015-12-02,19.549999237060547
2015-12-03,19.059999465942383
2015-12-04,19.239999771118164
2015-12-07,18.899999618530273
2015-12-08,19.0
2015-12-09,18.420000076293945
2015-12-10,19.530000686645508
2015-12-11,19.770000457763672
2015-12-14,19.690000534057617
2015-12-15,19.860000610351562
2015-12-16,20.75
2015-12-17,19.309999465942383
2015-12-18,19.030000686645508
2015-12-21,19.6200008392334
2015-12-22,19.479999542236328
2015-12-23,19.200000762939453
2015-12-24,19.43000030517578
2015-12-28,19.040000915527344
2015-12-29,19.31999969482422
2015-12-30,19.020000457763672
2015-12-31,19.270000457763672
2016-01-04,18.200000762939453
2016-01-05,18.780000686645508
2016-01-06,16.969999313354492
2016-01-07,15.6899995803833
2016-01-08,15.40999984741211
2016-01-11,15.5600004196167
2016-01-12,15.670000076293945
2016-01-13,15.319999694824219
2016-01-14,15.8100004196167
2016-01-15,15.609999656677246
2016-01-19,14.979999542236328
2016-01-20,15.859999656677246
2016-01-21,15.760000228881836
2016-01-22,15.699999809265137
2016-01-25,15.569999694824219
2016-01-26,15.5600004196167
2016-01-27,15.109999656677246
2016-01-28,14.960000038146973
2016-01-29,15.479999542236328
2016-02-01,15.979999542236328
2016-02-02,14.869999885559082
2016-02-03,14.029999732971191
2016-02-04,14.130000114440918
2016-02-05,13.199999809265137
2016-02-08,11.3100004196167
2016-02-09,11.239999771118164
2016-02-10,11.40999984741211
2016-02-11,11.25
2016-02-12,10.600000381469727
2016-02-16,10.899999618530273
2016-02-17,13.0
2016-02-18,11.90999984741211
2016-02-19,10.90999984741211
2016-02-22,10.899999618530273
2016-02-23,10.420000076293945
2016-02-24,9.859999656677246
2016-02-25,9.8100004196167
2016-02-26,9.75
2016-02-29,9.460000038146973
2016-03-01,9.460000038146973
2016-03-02,10.020000457763672
2016-03-03,10.079999923706055
2016-03-04,9.739999771118164
2016-03-07,10.8100004196167
2016-03-08,10.039999961853027
2016-03-09,10.079999923706055
2016-03-10,9.710000038146973
2016-03-11,8.970000267028809
2016-03-14,9.720000267028809
2016-03-15,8.4399995803833
2016-03-16,8.279999732971191
2016-03-17,8.119999885559082
2016-03-18,8.470000267028809
2016-03-21,8.59000015258789
2016-03-22,9.029999732971191
2016-03-23,8.649999618530273
2016-03-24,8.8100004196167
2016-03-28,8.550000190734863
2016-03-29,9.010000228881836
2016-03-30,9.0
2016-03-31,9.199999809265137
2016-04-01,9.420000076293945
2016-04-04,10.949999809265137
2016-04-05,11.0
2016-04-06,12.300000190734863
2016-04-07,12.239999771118164
2016-04-08,11.760000228881836
2016-04-11,11.789999961853027
2016-04-12,11.859999656677246
2016-04-13,12.3100004196167
2016-04-14,12.649999618530273
2016-04-15,12.850000381469727
2016-04-18,13.390000343322754
2016-04-19,12.5600004196167
2016-04-20,12.40999984741211
2016-04-21,13.119999885559082
2016-04-22,12.760000228881836
2016-04-25,12.579999923706055
2016-04-26,12.149999618530273
2016-04-27,10.609999656677246
2016-04-28,10.760000228881836
2016-04-29,10.399999618530273
2016-05-02,10.630000114440918
2016-05-03,11.279999732971191
2016-05-04,10.1899995803833
2016-05-05,10.109999656677246
2016-05-06,9.75
2016-05-09,10.180000305175781
2016-05-10,10.039999961853027
2016-05-11,9.420000076293945
2016-05-12,8.59000015258789
2016-05-13,8.75
2016-05-16,9.670000076293945
2016-05-17,9.600000381469727
2016-05-18,10.239999771118164
2016-05-19,9.680000305175781
2016-05-20,10.489999771118164
2016-05-23,10.600000381469727
2016-05-24,11.539999961853027
2016-05-25,11.449999809265137
2016-05-26,17.229999542236328
2016-05-27,15.529999732971191
2016-05-31,17.440000534057617
2016-06-01,16.829999923706055
2016-06-02,17.049999237060547
2016-06-03,16.1200008392334
2016-06-06,16.729999542236328
2016-06-07,16.09000015258789
2016-06-08,14.100000381469727
2016-06-09,14.029999732971191
2016-06-10,13.829999923706055
2016-06-13,13.890000343322754
2016-06-14,13.75
2016-06-15,13.720000267028809
2016-06-16,13.90999984741211
2016-06-17,13.279999732971191
2016-06-20,14.020000457763672
2016-06-21,13.770000457763672
2016-06-22,13.819999694824219
2016-06-23,14.84000015258789
2016-06-24,13.930000305175781
2016-06-27,13.479999542236328
2016-06-28,15.079999923706055
2016-06-29,14.880000114440918
2016-06-30,14.970000267028809
2016-07-01,15.399999618530273
2016-07-05,15.550000190734863
2016-07-06,16.239999771118164
2016-07-07,15.789999961853027
2016-07-08,16.25
2016-07-11,15.859999656677246
2016-07-12,16.40999984741211
2016-07-13,15.630000114440918
2016-07-14,15.119999885559082
2016-07-15,15.609999656677246
2016-07-18,15.899999618530273
2016-07-19,15.34000015258789
2016-07-20,15.899999618530273
2016-07-21,16.579999923706055
2016-07-22,16.850000381469727
2016-07-25,16.610000610351562
2016-07-26,16.56999969482422
2016-07-27,17.09000015258789
2016-07-28,16.6200008392334
2016-07-29,16.559999465942383
2016-08-01,16.510000228881836
2016-08-02,16.34000015258789
2016-08-03,16.739999771118164
2016-08-04,17.25
2016-08-05,17.549999237060547
2016-08-08,17.75
2016-08-09,17.969999313354492
2016-08-10,16.8700008392334
2016-08-11,17.15999984741211
2016-08-12,17.5
2016-08-15,17.850000381469727
2016-08-16,17.729999542236328
2016-08-17,17.809999465942383
2016-08-18,17.739999771118164
2016-08-19,17.799999237060547
2016-08-22,18.0
2016-08-23,17.860000610351562
2016-08-24,16.75
2016-08-25,16.690000534057617
2016-08-26,16.969999313354492
2016-08-29,16.84000015258789
2016-08-30,16.920000076293945
2016-08-31,16.68000030517578
2016-09-01,16.90999984741211
2016-09-02,16.829999923706055
2016-09-06,17.059999465942383
2016-09-07,17.0
2016-09-08,16.950000762939453
2016-09-09,15.819999694824219
2016-09-12,16.350000381469727
2016-09-13,15.869999885559082
2016-09-14,16.06999969482422
2016-09-15,16.100000381469727
2016-09-16,17.290000915527344
2016-09-19,16.760000228881836
2016-09-20,17.030000686645508
2016-09-21,17.360000610351562
2016-09-22,17.780000686645508
2016-09-23,18.020000457763672
2016-09-26,17.489999771118164
2016-09-27,18.770000457763672
2016-09-28,19.3799991607666
2016-09-29,19.010000228881836
2016-09-30,19.540000915527344
2016-10-03,19.56999969482422
2016-10-04,19.719999313354492
2016-10-05,20.979999542236328
2016-10-06,20.43000030517578
2016-10-07,19.989999771118164
2016-10-10,20.450000762939453
2016-10-11,18.959999084472656
2016-10-12,18.8799991607666
2016-10-13,18.56999969482422
2016-10-14,18.65999984741211
2016-10-17,19.309999465942383
2016-10-18,20.5
2016-10-19,20.06999969482422
2016-10-20,20.5
2016-10-21,20.530000686645508
2016-10-24,19.84000015258789
2016-10-25,19.799999237060547
2016-10-26,19.579999923706055
2016-10-27,19.190000534057617
2016-10-28,19.040000915527344
2016-10-31,19.100000381469727
2016-11-01,19.530000686645508
2016-11-02,18.530000686645508
2016-11-03,16.93000030517578
2016-11-04,17.399999618530273
2016-11-07,18.239999771118164
2016-11-08,17.959999084472656
2016-11-09,19.920000076293945
2016-11-10,21.649999618530273
2016-11-11,21.6299991607666
2016-11-14,20.969999313354492
2016-11-15,20.290000915527344
2016-11-16,18.100000381469727
2016-11-17,18.049999237060547
2016-11-18,18.209999084472656
2016-11-21,17.920000076293945
2016-11-22,18.010000228881836
2016-11-23,18.520000457763672
2016-11-25,18.329999923706055
2016-11-28,17.6299991607666
2016-11-29,17.3799991607666
2016-11-30,16.5
2016-12-01,16.559999465942383
2016-12-02,17.520000457763672
2016-12-05,18.309999465942383
2016-12-06,18.8799991607666
2016-12-07,19.020000457763672
2016-12-08,19.489999771118164
2016-12-09,19.549999237060547
2016-12-12,18.75
2016-12-13,18.6299991607666
2016-12-14,19.049999237060547
2016-12-15,19.530000686645508
2016-12-16,19.420000076293945
2016-12-19,19.149999618530273
2016-12-20,18.559999465942383
2016-12-21,18.18000030517578
2016-12-22,18.56999969482422
2016-12-23,20.709999084472656
2016-12-27,20.729999542236328
2016-12-28,19.920000076293945
2016-12-29,19.049999237060547
2016-12-30,19.020000457763672
2017-01-03,18.920000076293945
2017-01-04,19.3799991607666
2017-01-05,19.110000610351562
2017-01-06,19.610000610351562
2017-01-09,19.770000457763672
2017-01-10,20.0
2017-01-11,19.020000457763672
2017-01-12,19.06999969482422
2017-01-13,19.190000534057617
2017-01-17,18.559999465942383
2017-01-18,18.979999542236328
2017-01-19,18.5
2017-01-20,18.440000534057617
2017-01-23,18.889999389648438
2017-01-24,18.739999771118164
2017-01-25,18.959999084472656
2017-01-26,18.709999084472656
2017-01-27,19.209999084472656
2017-01-30,18.709999084472656
2017-01-31,19.399999618530273
2017-02-01,19.440000534057617
2017-02-02,19.43000030517578
2017-02-03,20.010000228881836
2017-02-06,19.729999542236328
2017-02-07,19.040000915527344
2017-02-08,18.34000015258789
2017-02-09,18.65999984741211
2017-02-10,18.479999542236328
2017-02-13,18.3799991607666
2017-02-14,18.790000915527344
2017-02-15,19.40999984741211
2017-02-16,19.280000686645508
2017-02-17,19.229999542236328
2017-02-21,19.65999984741211
2017-02-22,19.34000015258789
2017-02-23,18.940000534057617
2017-02-24,19.270000457763672
2017-02-27,20.610000610351562
2017-02-28,20.049999237060547
2017-03-01,20.450000762939453
2017-03-02,20.8799991607666
2017-03-03,21.219999313354492
2017-03-06,20.75
2017-03-07,20.81999969482422
2017-03-08,20.700000762939453
2017-03-09,20.6299991607666
2017-03-10,20.729999542236328
2017-03-13,20.709999084472656
2017-03-14,19.84000015258789
2017-03-15,20.049999237060547
2017-03-16,20.270000457763672
2017-03-17,20.260000228881836
2017-03-20,20.799999237060547
2017-03-21,19.540000915527344
2017-03-22,19.68000030517578
2017-03-23,26.25
2017-03-24,27.270000457763672
2017-03-27,29.260000228881836
2017-03-28,27.479999542236328
2017-03-29,26.969999313354492
2017-03-30,27.079999923706055
2017-03-31,26.90999984741211
2017-04-03,27.43000030517578
2017-04-04,27.5
2017-04-05,26.229999542236328
2017-04-06,27.09000015258789
2017-04-07,26.420000076293945
2017-04-10,26.6200008392334
2017-04-11,26.59000015258789
2017-04-12,26.149999618530273
2017-04-13,27.969999313354492
2017-04-17,28.020000457763672
2017-04-18,27.600000381469727
2017-04-19,26.959999084472656
2017-04-20,26.959999084472656
2017-04-21,26.3700008392334
2017-04-24,26.209999084472656
2017-04-25,25.959999084472656
2017-04-26,20.600000381469727
2017-04-27,20.940000534057617
2017-04-28,20.40999984741211
2017-05-01,21.010000228881836
2017-05-02,19.719999313354492
2017-05-03,19.93000030517578
2017-05-04,19.43000030517578
2017-05-05,18.56999969482422
2017-05-08,18.610000610351562
2017-05-09,19.31999969482422
2017-05-10,19.450000762939453
2017-05-11,19.469999313354492
2017-05-12,19.309999465942383
2017-05-15,18.290000915527344
2017-05-16,18.06999969482422
2017-05-17,17.40999984741211
2017-05-18,17.440000534057617
2017-05-19,17.6200008392334
2017-05-22,19.190000534057617
2017-05-23,19.59000015258789
2017-05-24,19.350000381469727
2017-05-25,18.739999771118164
2017-05-26,18.280000686645508
2017-05-30,17.420000076293945
2017-05-31,17.09000015258789
2017-06-01,17.1299991607666
2017-06-02,17.479999542236328
2017-06-05,17.15999984741211
2017-06-06,17.030000686645508
2017-06-07,17.020000457763672
2017-06-08,17.40999984741211
2017-06-09,17.06999969482422
2017-06-12,17.040000915527344
2017-06-13,17.200000762939453
2017-06-14,17.110000610351562
2017-06-15,16.969999313354492
2017-06-16,17.200000762939453
2017-06-19,17.790000915527344
2017-06-20,18.079999923706055
2017-06-21,19.520000457763672
2017-06-22,20.15999984741211
2017-06-23,20.59000015258789
2017-06-26,21.739999771118164
2017-06-27,20.829999923706055
2017-06-28,21.559999465942383
2017-06-29,20.559999465942383
2017-06-30,20.219999313354492
2017-07-03,21.079999923706055
2017-07-05,22.31999969482422
2017-07-06,22.0
2017-07-07,21.799999237060547
2017-07-10,21.229999542236328
2017-07-11,22.15999984741211
2017-07-12,24.110000610351562
2017-07-13,23.899999618530273
2017-07-14,23.799999237060547
2017-07-17,23.149999618530273
2017-07-18,23.360000610351562
2017-07-19,23.610000610351562
2017-07-20,23.579999923706055
2017-07-21,23.81999969482422
2017-07-24,24.510000228881836
2017-07-25,24.170000076293945
2017-07-26,24.540000915527344
2017-07-27,23.829999923706055
2017-07-28,24.100000381469727
2017-07-31,22.799999237060547
2017-08-01,22.350000381469727
2017-08-02,22.530000686645508
2017-08-03,22.010000228881836
2017-08-04,22.200000762939453
2017-08-07,22.239999771118164
2017-08-08,22.25
2017-08-09,21.770000457763672
2017-08-10,21.8700008392334
2017-08-11,22.829999923706055
2017-08-14,22.690000534057617
2017-08-15,22.329999923706055
2017-08-16,22.270000457763672
2017-08-17,22.040000915527344
2017-08-18,22.1200008392334
2017-08-21,22.440000534057617
2017-08-22,22.889999389648438
2017-08-23,23.709999084472656
2017-08-24,25.530000686645508
2017-08-25,24.479999542236328
2017-08-28,24.469999313354492
2017-08-29,24.329999923706055
2017-08-30,24.420000076293945
2017-08-31,25.700000762939453
2017-09-01,24.100000381469727
2017-09-05,23.350000381469727
2017-09-06,23.510000228881836
2017-09-07,23.8700008392334
2017-09-08,23.760000228881836
2017-09-11,24.0
2017-09-12,23.260000228881836
2017-09-13,23.790000915527344
2017-09-14,23.610000610351562
2017-09-15,24.1200008392334
2017-09-18,25.299999237060547
2017-09-19,26.0
2017-09-20,25.770000457763672
2017-09-21,26.68000030517578
2017-09-22,25.809999465942383
2017-09-25,25.059999465942383
2017-09-26,23.600000381469727
2017-09-27,23.989999771118164
2017-09-28,23.889999389648438
2017-09-29,24.18000030517578
2017-10-02,26.239999771118164
2017-10-03,26.489999771118164
2017-10-04,26.149999618530273
2017-10-05,27.1200008392334
2017-10-06,29.93000030517578
2017-10-09,28.239999771118164
2017-10-10,27.170000076293945
2017-10-11,26.209999084472656
2017-10-12,25.760000228881836
2017-10-13,25.530000686645508
2017-10-16,25.010000228881836
2017-10-17,25.3700008392334
2017-10-18,24.280000686645508
2017-10-19,23.729999542236328
2017-10-20,23.149999618530273
2017-10-23,21.979999542236328
2017-10-24,21.639999389648438
2017-10-25,20.40999984741211
2017-10-26,19.6200008392334
2017-10-27,21.6299991607666
2017-10-30,22.600000381469727
2017-10-31,22.010000228881836
2017-11-01,22.100000381469727
2017-11-02,22.1200008392334
2017-11-03,23.25
2017-11-06,23.469999313354492
2017-11-07,23.709999084472656
2017-11-08,22.940000534057617
2017-11-09,23.860000610351562
2017-11-10,23.989999771118164
