,ALLO
2018-10-11,25.0
2018-10-12,26.809999465942383
2018-10-15,26.959999084472656
2018-10-16,25.8700008392334
2018-10-17,24.979999542236328
2018-10-18,23.799999237060547
2018-10-19,23.399999618530273
2018-10-22,23.0
2018-10-23,22.84000015258789
2018-10-24,22.5
2018-10-25,22.559999465942383
2018-10-26,23.0
2018-10-29,23.020000457763672
2018-10-30,23.809999465942383
2018-10-31,24.010000228881836
2018-11-01,26.950000762939453
2018-11-02,27.690000534057617
2018-11-05,28.350000381469727
2018-11-06,33.29999923706055
2018-11-07,32.68000030517578
2018-11-08,33.2400016784668
2018-11-09,30.6200008392334
2018-11-12,27.020000457763672
2018-11-13,27.700000762939453
2018-11-14,25.010000228881836
2018-11-15,26.93000030517578
2018-11-16,27.979999542236328
2018-11-19,26.530000686645508
2018-11-20,25.540000915527344
2018-11-21,25.59000015258789
2018-11-23,26.520000457763672
2018-11-26,27.65999984741211
2018-11-27,28.389999389648438
2018-11-28,30.5
2018-11-29,31.030000686645508
2018-11-30,31.280000686645508
2018-12-03,31.690000534057617
2018-12-04,30.450000762939453
2018-12-06,27.06999969482422
2018-12-07,26.280000686645508
2018-12-10,26.520000457763672
2018-12-11,25.989999771118164
2018-12-12,26.209999084472656
2018-12-13,26.139999389648438
2018-12-14,26.219999313354492
2018-12-17,25.420000076293945
2018-12-18,25.690000534057617
2018-12-19,25.56999969482422
2018-12-20,24.719999313354492
2018-12-21,24.139999389648438
2018-12-24,24.1200008392334
2018-12-26,25.329999923706055
2018-12-27,24.760000228881836
2018-12-28,25.899999618530273
2018-12-31,26.93000030517578
2019-01-02,27.559999465942383
2019-01-03,26.0
2019-01-04,26.469999313354492
2019-01-07,27.389999389648438
2019-01-08,27.059999465942383
2019-01-09,27.329999923706055
2019-01-10,28.100000381469727
2019-01-11,29.510000228881836
2019-01-14,28.459999084472656
2019-01-15,27.950000762939453
2019-01-16,28.790000915527344
2019-01-17,28.190000534057617
2019-01-18,28.579999923706055
2019-01-22,27.780000686645508
2019-01-23,27.809999465942383
2019-01-24,28.649999618530273
2019-01-25,29.540000915527344
2019-01-28,29.520000457763672
2019-01-29,29.860000610351562
2019-01-30,30.299999237060547
2019-01-31,30.329999923706055
2019-02-01,30.770000457763672
2019-02-04,31.579999923706055
2019-02-05,31.0
2019-02-06,30.84000015258789
2019-02-07,30.1299991607666
2019-02-08,30.1200008392334
2019-02-11,30.270000457763672
2019-02-12,31.5
2019-02-13,31.940000534057617
2019-02-14,31.139999389648438
2019-02-15,31.239999771118164
2019-02-19,31.8700008392334
2019-02-20,30.690000534057617
2019-02-21,30.68000030517578
2019-02-22,31.06999969482422
2019-02-25,31.729999542236328
2019-02-26,31.770000457763672
2019-02-27,32.540000915527344
2019-02-28,31.690000534057617
2019-03-01,31.34000015258789
2019-03-04,31.940000534057617
2019-03-05,31.520000457763672
2019-03-06,29.639999389648438
2019-03-07,29.649999618530273
2019-03-08,28.3799991607666
2019-03-11,28.260000228881836
2019-03-12,26.719999313354492
2019-03-13,26.889999389648438
2019-03-14,26.530000686645508
2019-03-15,26.739999771118164
2019-03-18,26.829999923706055
2019-03-19,26.299999237060547
2019-03-20,25.959999084472656
2019-03-21,27.280000686645508
2019-03-22,25.549999237060547
2019-03-25,24.81999969482422
2019-03-26,25.649999618530273
2019-03-27,26.190000534057617
2019-03-28,27.049999237060547
2019-03-29,28.90999984741211
2019-04-01,28.729999542236328
2019-04-02,28.1200008392334
2019-04-03,27.799999237060547
2019-04-04,27.93000030517578
2019-04-05,27.969999313354492
2019-04-08,27.479999542236328
2019-04-09,26.959999084472656
2019-04-10,27.0
2019-04-11,26.600000381469727
2019-04-12,26.31999969482422
2019-04-15,25.940000534057617
2019-04-16,26.270000457763672
2019-04-17,25.559999465942383
2019-04-18,25.950000762939453
2019-04-22,25.790000915527344
2019-04-23,26.93000030517578
2019-04-24,27.559999465942383
2019-04-25,27.940000534057617
2019-04-26,29.850000381469727
2019-04-29,29.799999237060547
2019-04-30,29.950000762939453
2019-05-01,29.469999313354492
2019-05-02,29.719999313354492
2019-05-03,30.229999542236328
2019-05-06,31.09000015258789
2019-05-07,29.790000915527344
2019-05-08,30.440000534057617
2019-05-09,30.020000457763672
2019-05-10,30.309999465942383
2019-05-13,29.81999969482422
2019-05-14,31.040000915527344
2019-05-15,28.559999465942383
2019-05-16,29.760000228881836
2019-05-17,29.190000534057617
2019-05-20,28.270000457763672
2019-05-21,29.1200008392334
2019-05-22,29.030000686645508
2019-05-23,27.6299991607666
2019-05-24,28.299999237060547
2019-05-28,28.56999969482422
2019-05-29,28.420000076293945
2019-05-30,26.940000534057617
2019-05-31,26.229999542236328
2019-06-03,27.239999771118164
2019-06-04,27.079999923706055
2019-06-05,26.100000381469727
2019-06-06,25.950000762939453
2019-06-07,26.440000534057617
2019-06-10,27.31999969482422
2019-06-11,26.739999771118164
2019-06-12,26.65999984741211
2019-06-13,26.760000228881836
2019-06-14,26.43000030517578
2019-06-17,27.399999618530273
2019-06-18,28.18000030517578
2019-06-19,28.100000381469727
2019-06-20,27.399999618530273
2019-06-21,26.829999923706055
2019-06-24,26.540000915527344
2019-06-25,26.170000076293945
2019-06-26,26.100000381469727
2019-06-27,26.6200008392334
2019-06-28,26.850000381469727
2019-07-01,28.34000015258789
2019-07-02,27.15999984741211
2019-07-03,27.059999465942383
2019-07-05,26.780000686645508
2019-07-08,26.649999618530273
2019-07-09,26.739999771118164
2019-07-10,26.940000534057617
2019-07-11,26.610000610351562
2019-07-12,26.399999618530273
2019-07-15,27.049999237060547
2019-07-16,27.68000030517578
2019-07-17,28.190000534057617
2019-07-18,28.239999771118164
2019-07-19,28.010000228881836
2019-07-22,28.1200008392334
2019-07-23,28.020000457763672
2019-07-24,28.6200008392334
2019-07-25,28.149999618530273
2019-07-26,29.360000610351562
2019-07-29,29.600000381469727
2019-07-30,30.56999969482422
2019-07-31,31.0
2019-08-01,30.329999923706055
2019-08-02,29.530000686645508
2019-08-05,29.43000030517578
2019-08-06,29.75
2019-08-07,29.59000015258789
2019-08-08,31.059999465942383
2019-08-09,31.18000030517578
2019-08-12,29.489999771118164
2019-08-13,28.360000610351562
2019-08-14,27.6299991607666
2019-08-15,26.309999465942383
2019-08-16,26.270000457763672
2019-08-19,27.670000076293945
2019-08-20,27.15999984741211
2019-08-21,27.059999465942383
2019-08-22,27.040000915527344
2019-08-23,26.15999984741211
2019-08-26,26.43000030517578
2019-08-27,26.110000610351562
2019-08-28,26.68000030517578
2019-08-29,27.170000076293945
2019-08-30,27.229999542236328
2019-09-03,26.149999618530273
2019-09-04,27.209999084472656
2019-09-05,28.100000381469727
2019-09-06,27.549999237060547
2019-09-09,28.579999923706055
2019-09-10,29.299999237060547
2019-09-11,30.06999969482422
2019-09-12,30.239999771118164
2019-09-13,30.040000915527344
2019-09-16,31.989999771118164
2019-09-17,31.989999771118164
2019-09-18,32.7400016784668
2019-09-19,32.720001220703125
2019-09-20,32.9900016784668
2019-09-23,31.780000686645508
2019-09-24,29.469999313354492
2019-09-25,27.399999618530273
2019-09-26,26.969999313354492
2019-09-27,27.25
2019-09-30,27.260000228881836
2019-10-01,27.440000534057617
2019-10-02,27.579999923706055
2019-10-03,27.399999618530273
2019-10-04,27.059999465942383
2019-10-07,26.989999771118164
2019-10-08,26.260000228881836
2019-10-09,25.239999771118164
2019-10-10,25.829999923706055
2019-10-11,24.81999969482422
2019-10-14,25.309999465942383
2019-10-15,26.010000228881836
2019-10-16,26.3700008392334
2019-10-17,27.780000686645508
2019-10-18,27.3700008392334
2019-10-21,27.93000030517578
2019-10-22,27.959999084472656
2019-10-23,27.889999389648438
2019-10-24,27.989999771118164
2019-10-25,29.1299991607666
2019-10-28,28.59000015258789
2019-10-29,28.920000076293945
2019-10-30,29.829999923706055
2019-10-31,28.799999237060547
2019-11-01,28.940000534057617
2019-11-04,28.920000076293945
2019-11-05,27.65999984741211
2019-11-06,25.889999389648438
2019-11-07,26.440000534057617
2019-11-08,27.31999969482422
2019-11-11,27.15999984741211
2019-11-12,26.670000076293945
2019-11-13,26.549999237060547
2019-11-14,27.149999618530273
2019-11-15,27.809999465942383
2019-11-18,27.8799991607666
2019-11-19,28.860000610351562
2019-11-20,27.450000762939453
2019-11-21,28.049999237060547
