,BWB
2018-03-14,12.619999885559082
2018-03-15,13.020000457763672
2018-03-16,12.859999656677246
2018-03-19,12.75
2018-03-20,12.789999961853027
2018-03-21,12.989999771118164
2018-03-22,12.770000457763672
2018-03-23,12.859999656677246
2018-03-26,12.970000267028809
2018-03-27,13.020000457763672
2018-03-28,12.920000076293945
2018-03-29,13.069999694824219
2018-04-02,12.960000038146973
2018-04-03,13.109999656677246
2018-04-04,12.949999809265137
2018-04-05,12.960000038146973
2018-04-06,12.949999809265137
2018-04-09,12.989999771118164
2018-04-10,13.460000038146973
2018-04-11,13.470000267028809
2018-04-12,13.430000305175781
2018-04-13,13.279999732971191
2018-04-16,13.460000038146973
2018-04-17,13.25
2018-04-18,13.369999885559082
2018-04-19,13.300000190734863
2018-04-20,13.25
2018-04-23,13.199999809265137
2018-04-24,12.979999542236328
2018-04-25,12.979999542236328
2018-04-26,12.829999923706055
2018-04-27,12.979999542236328
2018-04-30,13.010000228881836
2018-05-01,13.15999984741211
2018-05-02,13.029999732971191
2018-05-03,13.109999656677246
2018-05-04,13.470000267028809
2018-05-07,13.220000267028809
2018-05-08,12.979999542236328
2018-05-09,12.970000267028809
2018-05-10,13.170000076293945
2018-05-11,12.989999771118164
2018-05-14,12.9399995803833
2018-05-15,13.0
2018-05-16,13.020000457763672
2018-05-17,13.0
2018-05-18,13.0
2018-05-21,12.9399995803833
2018-05-22,13.0
2018-05-23,13.0
2018-05-24,12.960000038146973
2018-05-25,12.90999984741211
2018-05-29,12.680000305175781
2018-05-30,12.699999809265137
2018-05-31,12.859999656677246
2018-06-01,12.699999809265137
2018-06-04,13.039999961853027
2018-06-05,13.020000457763672
2018-06-06,12.970000267028809
2018-06-07,12.84000015258789
2018-06-08,12.760000228881836
2018-06-11,12.859999656677246
2018-06-12,12.789999961853027
2018-06-13,13.029999732971191
2018-06-14,12.859999656677246
2018-06-15,12.800000190734863
2018-06-18,12.789999961853027
2018-06-19,12.869999885559082
2018-06-20,13.039999961853027
2018-06-21,12.970000267028809
2018-06-22,12.859999656677246
2018-06-25,12.8100004196167
2018-06-26,12.829999923706055
2018-06-27,12.720000267028809
2018-06-28,12.729999542236328
2018-06-29,12.720000267028809
2018-07-02,12.850000381469727
2018-07-03,12.819999694824219
2018-07-05,12.84000015258789
2018-07-06,12.9399995803833
2018-07-09,12.979999542236328
2018-07-10,12.850000381469727
2018-07-11,12.699999809265137
2018-07-12,12.899999618530273
2018-07-13,12.84000015258789
2018-07-16,12.90999984741211
2018-07-17,12.880000114440918
2018-07-18,12.90999984741211
2018-07-19,12.989999771118164
2018-07-20,12.979999542236328
2018-07-23,12.789999961853027
2018-07-24,12.619999885559082
2018-07-25,12.720000267028809
2018-07-26,12.859999656677246
2018-07-27,12.949999809265137
2018-07-30,12.899999618530273
2018-07-31,12.75
2018-08-01,12.630000114440918
2018-08-02,12.65999984741211
2018-08-03,12.539999961853027
2018-08-06,12.520000457763672
2018-08-07,12.569999694824219
2018-08-08,12.579999923706055
2018-08-09,12.550000190734863
2018-08-10,12.550000190734863
2018-08-13,12.510000228881836
2018-08-14,12.460000038146973
2018-08-15,12.399999618530273
2018-08-16,12.40999984741211
2018-08-17,12.359999656677246
2018-08-20,12.329999923706055
2018-08-21,12.630000114440918
2018-08-22,12.699999809265137
2018-08-23,12.770000457763672
2018-08-24,12.760000228881836
2018-08-27,12.850000381469727
2018-08-28,12.75
2018-08-29,12.800000190734863
2018-08-30,12.8100004196167
2018-08-31,12.859999656677246
2018-09-04,12.949999809265137
2018-09-05,13.029999732971191
2018-09-06,13.149999618530273
2018-09-07,13.270000457763672
2018-09-10,13.050000190734863
2018-09-11,12.930000305175781
2018-09-12,12.890000343322754
2018-09-13,12.770000457763672
2018-09-14,12.850000381469727
2018-09-17,12.739999771118164
2018-09-18,12.699999809265137
2018-09-19,13.039999961853027
2018-09-20,13.350000381469727
2018-09-21,13.350000381469727
2018-09-24,13.329999923706055
2018-09-25,13.239999771118164
2018-09-26,13.149999618530273
2018-09-27,13.069999694824219
2018-09-28,13.020000457763672
2018-10-01,12.9399995803833
2018-10-02,12.880000114440918
2018-10-03,13.0
2018-10-04,12.979999542236328
2018-10-05,12.979999542236328
2018-10-08,12.989999771118164
2018-10-09,12.65999984741211
2018-10-10,12.6899995803833
2018-10-11,12.600000381469727
2018-10-12,12.539999961853027
2018-10-15,12.5600004196167
2018-10-16,12.890000343322754
2018-10-17,12.729999542236328
2018-10-18,12.649999618530273
2018-10-19,12.449999809265137
2018-10-22,12.170000076293945
2018-10-23,12.180000305175781
2018-10-24,11.869999885559082
2018-10-25,11.0600004196167
2018-10-26,10.899999618530273
2018-10-29,10.859999656677246
2018-10-30,11.0
2018-10-31,11.100000381469727
2018-11-01,11.59000015258789
2018-11-02,11.300000190734863
2018-11-05,11.270000457763672
2018-11-06,11.3100004196167
2018-11-07,11.260000228881836
2018-11-08,11.15999984741211
2018-11-09,11.5600004196167
2018-11-12,11.550000190734863
2018-11-13,11.5600004196167
2018-11-14,11.270000457763672
2018-11-15,11.350000381469727
2018-11-16,11.319999694824219
2018-11-19,11.149999618530273
2018-11-20,11.09000015258789
2018-11-21,11.029999732971191
2018-11-23,11.130000114440918
2018-11-26,11.84000015258789
2018-11-27,11.979999542236328
2018-11-28,12.229999542236328
2018-11-29,12.0600004196167
2018-11-30,12.09000015258789
2018-12-03,11.960000038146973
2018-12-04,11.5600004196167
2018-12-06,11.119999885559082
2018-12-07,11.329999923706055
2018-12-10,11.350000381469727
2018-12-11,11.100000381469727
2018-12-12,11.390000343322754
2018-12-13,11.289999961853027
2018-12-14,10.979999542236328
2018-12-17,10.5
2018-12-18,10.0600004196167
2018-12-19,10.130000114440918
2018-12-20,10.079999923706055
2018-12-21,10.34000015258789
2018-12-24,10.109999656677246
2018-12-26,10.0600004196167
2018-12-27,9.84000015258789
2018-12-28,10.220000267028809
2018-12-31,10.550000190734863
2019-01-02,10.489999771118164
2019-01-03,10.470000267028809
2019-01-04,10.739999771118164
2019-01-07,10.510000228881836
2019-01-08,10.609999656677246
2019-01-09,10.569999694824219
2019-01-10,10.640000343322754
2019-01-11,10.5
2019-01-14,10.069999694824219
2019-01-15,10.449999809265137
2019-01-16,10.65999984741211
2019-01-17,10.770000457763672
2019-01-18,10.850000381469727
2019-01-22,10.579999923706055
2019-01-23,10.449999809265137
2019-01-24,10.850000381469727
2019-01-25,11.149999618530273
2019-01-28,11.380000114440918
2019-01-29,11.09000015258789
2019-01-30,11.25
2019-01-31,11.149999618530273
2019-02-01,11.289999961853027
2019-02-04,11.279999732971191
2019-02-05,11.40999984741211
2019-02-06,11.279999732971191
2019-02-07,11.220000267028809
2019-02-08,11.300000190734863
2019-02-11,11.350000381469727
2019-02-12,11.449999809265137
2019-02-13,11.4399995803833
2019-02-14,11.399999618530273
2019-02-15,11.329999923706055
2019-02-19,11.430000305175781
2019-02-20,11.390000343322754
2019-02-21,11.359999656677246
2019-02-22,11.359999656677246
2019-02-25,11.380000114440918
2019-02-26,11.350000381469727
2019-02-27,11.260000228881836
2019-02-28,11.15999984741211
2019-03-01,11.149999618530273
2019-03-04,11.069999694824219
2019-03-05,11.0600004196167
2019-03-06,10.760000228881836
2019-03-07,10.460000038146973
2019-03-08,10.789999961853027
2019-03-11,11.050000190734863
2019-03-12,10.920000076293945
2019-03-13,11.020000457763672
2019-03-14,11.010000228881836
2019-03-15,11.300000190734863
2019-03-18,11.270000457763672
2019-03-19,11.09000015258789
2019-03-20,10.890000343322754
2019-03-21,10.739999771118164
2019-03-22,10.15999984741211
2019-03-25,10.25
2019-03-26,10.40999984741211
2019-03-27,10.270000457763672
2019-03-28,10.40999984741211
2019-03-29,10.3100004196167
2019-04-01,10.5
2019-04-02,10.479999542236328
2019-04-03,10.359999656677246
2019-04-04,10.380000114440918
2019-04-05,10.380000114440918
2019-04-08,10.350000381469727
2019-04-09,10.279999732971191
2019-04-10,10.350000381469727
2019-04-11,10.270000457763672
2019-04-12,10.34000015258789
2019-04-15,10.270000457763672
2019-04-16,10.319999694824219
2019-04-17,10.510000228881836
2019-04-18,10.680000305175781
2019-04-22,10.489999771118164
2019-04-23,10.600000381469727
2019-04-24,10.569999694824219
2019-04-25,10.460000038146973
2019-04-26,10.619999885559082
2019-04-29,10.539999961853027
2019-04-30,10.6899995803833
2019-05-01,10.699999809265137
2019-05-02,10.9399995803833
2019-05-03,11.15999984741211
2019-05-06,11.039999961853027
2019-05-07,10.75
2019-05-08,10.9399995803833
2019-05-09,11.050000190734863
2019-05-10,11.029999732971191
2019-05-13,10.930000305175781
2019-05-14,10.880000114440918
2019-05-15,10.970000267028809
2019-05-16,11.050000190734863
2019-05-17,11.020000457763672
2019-05-20,11.0
2019-05-21,11.199999809265137
2019-05-22,11.149999618530273
2019-05-23,10.960000038146973
2019-05-24,11.0
