,BWB
2019-05-28,11.069999694824219
2019-05-29,11.079999923706055
2019-05-30,11.039999961853027
2019-05-31,10.979999542236328
2019-06-03,10.960000038146973
2019-06-04,11.100000381469727
2019-06-05,10.979999542236328
2019-06-06,11.0
2019-06-07,11.119999885559082
2019-06-10,11.109999656677246
2019-06-11,11.170000076293945
2019-06-12,11.279999732971191
2019-06-13,11.199999809265137
2019-06-14,11.319999694824219
2019-06-17,11.229999542236328
2019-06-18,11.239999771118164
2019-06-19,11.380000114440918
2019-06-20,11.430000305175781
2019-06-21,11.5
2019-06-24,11.199999809265137
2019-06-25,11.329999923706055
2019-06-26,11.1899995803833
2019-06-27,11.319999694824219
2019-06-28,11.539999961853027
2019-07-01,11.680000305175781
2019-07-02,11.579999923706055
2019-07-03,11.649999618530273
2019-07-05,11.670000076293945
2019-07-08,11.649999618530273
2019-07-09,11.770000457763672
2019-07-10,11.619999885559082
2019-07-11,11.470000267028809
2019-07-12,11.670000076293945
2019-07-15,11.550000190734863
2019-07-16,11.489999771118164
2019-07-17,11.350000381469727
2019-07-18,11.510000228881836
2019-07-19,11.5
2019-07-22,11.359999656677246
2019-07-23,11.489999771118164
2019-07-24,11.6899995803833
2019-07-25,11.6899995803833
2019-07-26,11.949999809265137
2019-07-29,11.979999542236328
2019-07-30,11.949999809265137
2019-07-31,11.920000076293945
2019-08-01,11.75
2019-08-02,11.600000381469727
2019-08-05,11.350000381469727
2019-08-06,11.5
2019-08-07,11.390000343322754
2019-08-08,11.4399995803833
2019-08-09,11.390000343322754
2019-08-12,11.4399995803833
2019-08-13,11.5600004196167
2019-08-14,11.220000267028809
2019-08-15,11.289999961853027
2019-08-16,11.390000343322754
2019-08-19,11.380000114440918
2019-08-20,11.40999984741211
2019-08-21,11.720000267028809
2019-08-22,11.520000457763672
2019-08-23,11.199999809265137
2019-08-26,11.5
2019-08-27,11.239999771118164
2019-08-28,11.359999656677246
2019-08-29,11.34000015258789
2019-08-30,11.130000114440918
2019-09-03,10.869999885559082
2019-09-04,11.149999618530273
2019-09-05,11.350000381469727
2019-09-06,11.1899995803833
2019-09-09,11.5
2019-09-10,11.630000114440918
2019-09-11,11.779999732971191
2019-09-12,11.729999542236328
2019-09-13,11.829999923706055
2019-09-16,11.880000114440918
2019-09-17,11.84000015258789
2019-09-18,11.800000190734863
2019-09-19,11.960000038146973
2019-09-20,12.140000343322754
2019-09-23,12.380000114440918
2019-09-24,11.970000267028809
2019-09-25,12.079999923706055
2019-09-26,11.970000267028809
2019-09-27,11.869999885559082
2019-09-30,11.9399995803833
2019-10-01,11.710000038146973
2019-10-02,11.600000381469727
2019-10-03,11.555000305175781
2019-10-04,11.645000457763672
2019-10-07,11.720000267028809
2019-10-08,11.600000381469727
2019-10-09,11.75
2019-10-10,11.960000038146973
2019-10-11,12.130000114440918
2019-10-14,12.079999923706055
2019-10-15,12.100000381469727
2019-10-16,12.1899995803833
2019-10-17,12.130000114440918
2019-10-18,12.130000114440918
2019-10-21,12.300000190734863
2019-10-22,12.369999885559082
2019-10-23,12.390000343322754
2019-10-24,12.5
2019-10-25,12.359999656677246
2019-10-28,12.489999771118164
2019-10-29,12.600000381469727
2019-10-30,12.585000038146973
2019-10-31,12.59000015258789
2019-11-01,12.510000228881836
2019-11-04,12.585000038146973
2019-11-05,12.649999618530273
2019-11-06,12.630000114440918
2019-11-07,12.760000228881836
2019-11-08,12.770000457763672
2019-11-11,12.75
2019-11-12,12.630000114440918
2019-11-13,12.649999618530273
2019-11-14,12.619999885559082
2019-11-15,12.619999885559082
2019-11-18,12.579999923706055
2019-11-19,12.760000228881836
2019-11-20,12.819999694824219
2019-11-21,12.75
2019-11-22,12.850000381469727
2019-11-25,12.930000305175781
2019-11-26,12.75
2019-11-27,12.84000015258789
2019-11-29,12.779999732971191
2019-12-02,12.869999885559082
2019-12-03,12.800000190734863
2019-12-04,12.739999771118164
2019-12-05,12.800000190734863
2019-12-06,12.914999961853027
2019-12-09,12.869999885559082
2019-12-10,12.920000076293945
2019-12-11,12.920000076293945
2019-12-12,13.050000190734863
2019-12-13,13.100000381469727
2019-12-16,13.149999618530273
2019-12-17,13.1899995803833
2019-12-18,13.260000228881836
2019-12-19,13.520000457763672
2019-12-20,13.699999809265137
2019-12-23,13.8100004196167
2019-12-24,13.850000381469727
2019-12-26,13.779999732971191
2019-12-27,13.829999923706055
2019-12-30,13.779999732971191
2019-12-31,13.779999732971191
2020-01-02,13.59000015258789
2020-01-03,13.460000038146973
2020-01-06,13.479999542236328
2020-01-07,13.380000114440918
2020-01-08,13.350000381469727
2020-01-09,13.350000381469727
2020-01-10,13.210000038146973
2020-01-13,13.479999542236328
2020-01-14,13.145000457763672
2020-01-15,13.100000381469727
2020-01-16,13.210000038146973
2020-01-17,13.170000076293945
2020-01-21,12.960000038146973
2020-01-22,13.100000381469727
2020-01-23,13.600000381469727
2020-01-24,13.270000457763672
2020-01-27,13.210000038146973
2020-01-28,13.279999732971191
2020-01-29,13.380000114440918
2020-01-30,13.40999984741211
2020-01-31,13.199999809265137
2020-02-03,13.239999771118164
2020-02-04,13.430000305175781
2020-02-05,13.670000076293945
2020-02-06,13.755000114440918
2020-02-07,13.710000038146973
2020-02-10,13.789999961853027
2020-02-11,13.739999771118164
2020-02-12,13.600000381469727
2020-02-13,13.779999732971191
2020-02-14,13.800000190734863
2020-02-18,13.5600004196167
2020-02-19,13.579999923706055
2020-02-20,13.710000038146973
2020-02-21,13.619999885559082
2020-02-24,13.239999771118164
2020-02-25,13.149999618530273
2020-02-26,12.619999885559082
2020-02-27,12.5
2020-02-28,12.5
2020-03-02,12.670000076293945
2020-03-03,12.470000267028809
2020-03-04,12.449999809265137
2020-03-05,12.180000305175781
2020-03-06,11.850000381469727
2020-03-09,10.6899995803833
2020-03-10,10.960000038146973
2020-03-11,10.380000114440918
2020-03-12,9.9399995803833
2020-03-13,10.399999618530273
2020-03-16,9.359999656677246
2020-03-17,10.329999923706055
2020-03-18,8.640000343322754
2020-03-19,9.260000228881836
2020-03-20,9.020000457763672
2020-03-23,8.3100004196167
2020-03-24,8.869999885559082
2020-03-25,9.050000190734863
2020-03-26,9.600000381469727
2020-03-27,9.0600004196167
2020-03-30,9.489999771118164
2020-03-31,9.75
2020-04-01,8.760000228881836
2020-04-02,8.75
2020-04-03,8.529999732971191
2020-04-06,9.0
2020-04-07,9.15999984741211
2020-04-08,9.430000305175781
2020-04-09,9.819999694824219
2020-04-13,9.529999732971191
2020-04-14,9.460000038146973
2020-04-15,8.859999656677246
2020-04-16,8.510000228881836
2020-04-17,8.960000038146973
2020-04-20,9.0
2020-04-21,8.930000305175781
2020-04-22,8.979999542236328
2020-04-23,8.920000076293945
2020-04-24,9.100000381469727
2020-04-27,9.329999923706055
2020-04-28,9.779999732971191
2020-04-29,10.470000267028809
2020-04-30,10.130000114440918
2020-05-01,10.0
2020-05-04,9.819999694824219
2020-05-05,9.520000457763672
2020-05-06,9.520000457763672
2020-05-07,9.300000190734863
2020-05-08,9.720000267028809
2020-05-11,9.130000114440918
2020-05-12,8.829999923706055
2020-05-13,8.739999771118164
2020-05-14,8.930000305175781
2020-05-15,9.039999961853027
2020-05-18,9.890000343322754
2020-05-19,9.1899995803833
2020-05-20,9.710000038146973
2020-05-21,9.819999694824219
2020-05-22,9.84000015258789
2020-05-26,10.039999961853027
2020-05-27,10.75
2020-05-28,10.420000076293945
2020-05-29,10.420000076293945
2020-06-01,10.079999923706055
2020-06-02,9.869999885559082
2020-06-03,10.4399995803833
2020-06-04,10.59000015258789
2020-06-05,11.40999984741211
2020-06-08,11.449999809265137
2020-06-09,11.3100004196167
2020-06-10,10.59000015258789
2020-06-11,9.65999984741211
2020-06-12,9.920000076293945
2020-06-15,10.109999656677246
2020-06-16,10.359999656677246
2020-06-17,9.899999618530273
2020-06-18,9.970000267028809
2020-06-19,9.899999618530273
2020-06-22,9.960000038146973
2020-06-23,9.630000114440918
2020-06-24,9.319999694824219
2020-06-25,9.6899995803833
2020-06-26,9.34000015258789
2020-06-29,9.819999694824219
2020-06-30,10.25
2020-07-01,9.625
2020-07-02,9.34000015258789
2020-07-06,9.430000305175781
2020-07-07,9.100000381469727
2020-07-08,9.270000457763672
2020-07-09,9.010000228881836
2020-07-10,9.1899995803833
2020-07-13,9.140000343322754
2020-07-14,9.220000267028809
2020-07-15,9.65999984741211
2020-07-16,9.510000228881836
2020-07-17,9.5
2020-07-20,9.140000343322754
2020-07-21,9.630000114440918
2020-07-22,9.3100004196167
2020-07-23,9.520000457763672
2020-07-24,9.380000114440918
2020-07-27,9.079999923706055
2020-07-28,9.079999923706055
2020-07-29,9.390000343322754
2020-07-30,9.229999542236328
2020-07-31,9.289999961853027
2020-08-03,9.289999961853027
2020-08-04,9.359999656677246
2020-08-05,9.720000267028809
2020-08-06,9.5
2020-08-07,10.0
2020-08-10,10.100000381469727
2020-08-11,10.399999618530273
2020-08-12,10.399999618530273
2020-08-13,10.350000381469727
2020-08-14,10.359999656677246
2020-08-17,10.359999656677246
2020-08-18,10.119999885559082
2020-08-19,9.9399995803833
2020-08-20,9.600000381469727
2020-08-21,9.539999961853027
2020-08-24,9.760000228881836
2020-08-25,9.770000457763672
2020-08-26,9.670000076293945
2020-08-27,10.010000228881836
2020-08-28,9.960000038146973
2020-08-31,9.720000267028809
2020-09-01,9.699999809265137
2020-09-02,9.779999732971191
2020-09-03,9.899999618530273
2020-09-04,9.920000076293945
2020-09-08,9.699999809265137
2020-09-09,9.640000343322754
2020-09-10,9.489999771118164
2020-09-11,9.5
2020-09-14,9.710000038146973
2020-09-15,9.600000381469727
2020-09-16,9.710000038146973
2020-09-17,9.640000343322754
2020-09-18,9.930000305175781
2020-09-21,9.119999885559082
2020-09-22,8.899999618530273
2020-09-23,8.65999984741211
2020-09-24,9.024999618530273
2020-09-25,9.0
2020-09-28,9.460000038146973
2020-09-29,9.539999961853027
2020-09-30,9.489999771118164
2020-10-01,9.760000228881836
2020-10-02,10.149999618530273
2020-10-05,10.119999885559082
2020-10-06,10.130000114440918
2020-10-07,10.779999732971191
2020-10-08,10.970000267028809
2020-10-09,10.699999809265137
2020-10-12,10.75
2020-10-13,10.569999694824219
2020-10-14,10.319999694824219
2020-10-15,10.430000305175781
2020-10-16,10.720000267028809
2020-10-19,10.569999694824219
2020-10-20,10.899999618530273
2020-10-21,11.0600004196167
2020-10-22,11.399999618530273
2020-10-23,11.529999732971191
2020-10-26,11.420000076293945
2020-10-27,11.130000114440918
2020-10-28,11.319999694824219
2020-10-29,10.930000305175781
2020-10-30,11.109999656677246
2020-11-02,11.470000267028809
2020-11-03,11.1899995803833
2020-11-04,10.420000076293945
2020-11-05,10.720000267028809
2020-11-06,10.579999923706055
2020-11-09,11.789999961853027
2020-11-10,12.100000381469727
2020-11-11,11.970000267028809
2020-11-12,11.760000228881836
2020-11-13,11.9399995803833
2020-11-16,11.930000305175781
2020-11-17,11.800000190734863
2020-11-18,11.529999732971191
2020-11-19,11.489999771118164
2020-11-20,11.579999923706055
2020-11-23,11.40999984741211
2020-11-24,12.029999732971191
2020-11-25,12.010000228881836
2020-11-27,12.0
2020-11-30,11.770000457763672
2020-12-01,12.0
2020-12-02,12.0
2020-12-03,11.869999885559082
2020-12-04,12.119999885559082
2020-12-07,12.270000457763672
2020-12-08,12.5
2020-12-09,12.4399995803833
2020-12-10,12.539999961853027
2020-12-11,12.4399995803833
2020-12-14,12.420000076293945
2020-12-15,12.6899995803833
2020-12-16,12.5
2020-12-17,12.670000076293945
2020-12-18,12.430000305175781
2020-12-21,12.279999732971191
2020-12-22,12.069999694824219
2020-12-23,12.350000381469727
2020-12-24,12.3100004196167
2020-12-28,12.449999809265137
2020-12-29,12.40999984741211
2020-12-30,12.380000114440918
2020-12-31,12.489999771118164
2021-01-04,12.399999618530273
2021-01-05,12.40999984741211
2021-01-06,13.220000267028809
2021-01-07,13.220000267028809
2021-01-08,12.9399995803833
2021-01-11,13.050000190734863
2021-01-12,13.220000267028809
2021-01-13,13.140000343322754
2021-01-14,13.279999732971191
2021-01-15,13.350000381469727
2021-01-19,13.199999809265137
2021-01-20,13.319999694824219
2021-01-21,13.239999771118164
2021-01-22,13.460000038146973
2021-01-25,13.369999885559082
2021-01-26,13.319999694824219
2021-01-27,12.949999809265137
2021-01-28,13.220000267028809
2021-01-29,12.84000015258789
2021-02-01,13.600000381469727
2021-02-02,13.890000343322754
2021-02-03,13.90999984741211
2021-02-04,14.029999732971191
2021-02-05,13.979999542236328
2021-02-08,14.119999885559082
2021-02-09,14.979999542236328
2021-02-10,14.9399995803833
2021-02-11,14.539999961853027
2021-02-12,14.520000457763672
2021-02-16,14.579999923706055
2021-02-17,14.619999885559082
2021-02-18,14.539999961853027
2021-02-19,14.619999885559082
2021-02-22,14.90999984741211
2021-02-23,14.949999809265137
2021-02-24,15.289999961853027
2021-02-25,14.880000114440918
2021-02-26,14.449999809265137
2021-03-01,15.770000457763672
2021-03-02,15.890000343322754
2021-03-03,16.600000381469727
2021-03-04,16.809999465942383
2021-03-05,17.520000457763672
2021-03-08,17.3700008392334
2021-03-09,16.700000762939453
2021-03-10,16.959999084472656
2021-03-11,17.020000457763672
2021-03-12,16.969999313354492
2021-03-15,16.25
2021-03-16,16.360000610351562
2021-03-17,16.25
2021-03-18,16.100000381469727
2021-03-19,16.18000030517578
2021-03-22,15.880000114440918
2021-03-23,15.630000114440918
2021-03-24,15.529999732971191
2021-03-25,15.930000305175781
2021-03-26,16.200000762939453
2021-03-29,15.970000267028809
2021-03-30,16.030000686645508
2021-03-31,16.149999618530273
2021-04-01,16.139999389648438
2021-04-05,16.280000686645508
2021-04-06,16.239999771118164
2021-04-07,16.030000686645508
2021-04-08,16.360000610351562
2021-04-09,16.309999465942383
2021-04-12,16.389999389648438
2021-04-13,16.190000534057617
2021-04-14,16.3799991607666
2021-04-15,16.31999969482422
2021-04-16,16.559999465942383
2021-04-19,16.360000610351562
2021-04-20,15.670000076293945
2021-04-21,15.8100004196167
2021-04-22,15.539999961853027
2021-04-23,15.970000267028809
2021-04-26,15.680000305175781
2021-04-27,15.369999885559082
2021-04-28,15.470000267028809
2021-04-29,16.1299991607666
2021-04-30,16.90999984741211
2021-05-03,16.229999542236328
2021-05-04,16.3700008392334
2021-05-05,16.40999984741211
2021-05-06,17.780000686645508
2021-05-07,17.440000534057617
2021-05-10,17.43000030517578
2021-05-11,17.489999771118164
2021-05-12,17.110000610351562
2021-05-13,17.5
2021-05-14,17.700000762939453
