,EGLE
2013-09-10,12636.4130859375
2013-09-11,13247.8525390625
2013-09-12,12840.2265625
2013-09-13,12840.2265625
2013-09-16,12712.84375
2013-09-17,12891.1796875
2013-09-18,13757.3857421875
2013-09-19,17986.5078125
2013-09-20,17935.5546875
2013-09-23,17833.6484375
2013-09-24,19132.95703125
2013-09-25,20432.265625
2013-09-26,20661.5546875
2013-09-27,19744.396484375
2013-09-30,18292.2265625
2013-10-01,19438.67578125
2013-10-02,20202.974609375
2013-10-03,20075.591796875
2013-10-04,19336.76953125
2013-10-07,19031.05078125
2013-10-08,17145.779296875
2013-10-09,16967.44140625
2013-10-10,18113.890625
2013-10-11,17451.498046875
2013-10-14,17196.732421875
2013-10-15,17553.404296875
2013-10-16,18623.423828125
2013-10-17,19591.537109375
2013-10-18,18368.658203125
2013-10-21,16891.01171875
2013-10-22,17018.396484375
2013-10-23,15489.796875
2013-10-24,15133.1240234375
2013-10-25,14827.404296875
2013-10-28,13426.189453125
2013-10-29,14750.974609375
2013-10-30,13782.8623046875
2013-10-31,14165.01171875
2013-11-01,15489.796875
2013-11-04,15311.4609375
2013-11-05,13349.759765625
2013-11-06,11795.6845703125
2013-11-07,11337.1044921875
2013-11-08,11948.5439453125
2013-11-11,12305.216796875
2013-11-12,11515.44140625
2013-11-13,11923.0673828125
2013-11-14,8432.767578125
2013-11-15,8509.1982421875
2013-11-18,7439.1787109375
2013-11-19,7235.36572265625
2013-11-20,7006.076171875
2013-11-21,7133.458984375
2013-11-22,8356.337890625
2013-11-25,8967.77734375
2013-11-26,8865.87109375
2013-11-27,9477.310546875
2013-11-29,10241.609375
2013-12-02,9884.9365234375
2013-12-03,9426.3564453125
2013-12-04,10394.46875
2013-12-05,10470.8994140625
2013-12-06,9783.029296875
2013-12-09,9044.20703125
2013-12-10,7923.23486328125
2013-12-11,7693.9453125
2013-12-12,7719.421875
2013-12-13,8228.955078125
2013-12-16,7821.32861328125
2013-12-17,7821.32861328125
2013-12-18,7821.32861328125
2013-12-19,7948.7119140625
2013-12-20,8228.955078125
2013-12-23,9426.3564453125
2013-12-24,9451.8330078125
2013-12-26,11388.0576171875
2013-12-27,11056.861328125
2013-12-30,10598.2822265625
2013-12-31,11693.77734375
2014-01-02,11388.0576171875
2014-01-03,11056.861328125
2014-01-06,10267.0859375
2014-01-07,10674.7119140625
2014-01-08,10776.619140625
2014-01-09,9808.5068359375
2014-01-10,9426.3564453125
2014-01-13,9095.16015625
2014-01-14,9375.4033203125
2014-01-15,11235.1982421875
2014-01-16,11286.1513671875
2014-01-17,11489.96484375
2014-01-21,10980.431640625
2014-01-22,10368.9921875
2014-01-23,10292.5625
2014-01-24,9808.5068359375
2014-01-27,9910.4130859375
2014-01-28,10088.7490234375
2014-01-29,9681.123046875
2014-01-30,9884.9365234375
2014-01-31,9783.029296875
2014-02-03,9273.4970703125
2014-02-04,9324.4501953125
2014-02-05,9095.16015625
2014-02-06,9095.16015625
2014-02-07,9426.3564453125
2014-02-10,9655.646484375
2014-02-11,10445.4228515625
2014-02-12,10190.65625
2014-02-13,10216.1328125
2014-02-14,9986.8427734375
2014-02-18,10292.5625
2014-02-19,9783.029296875
2014-02-20,9706.599609375
2014-02-21,9757.552734375
2014-02-24,10496.3759765625
2014-02-25,10700.1884765625
2014-02-26,10521.8525390625
2014-02-27,11439.01171875
2014-02-28,12075.927734375
2014-03-03,11540.91796875
2014-03-04,12075.927734375
2014-03-05,13171.4228515625
2014-03-06,13247.8525390625
2014-03-07,13375.236328125
2014-03-10,12814.75
2014-03-11,11974.0205078125
2014-03-12,11770.2080078125
2014-03-13,11617.34765625
2014-03-14,11184.2451171875
2014-03-17,10904.001953125
2014-03-18,11821.1611328125
2014-03-19,11591.87109375
2014-03-20,11209.7216796875
2014-03-21,11056.861328125
2014-03-24,10318.0390625
2014-03-25,9910.4130859375
2014-03-26,9528.263671875
2014-03-27,10139.703125
2014-03-28,10292.5625
2014-03-31,10165.1796875
2014-04-01,10190.65625
2014-04-02,10394.46875
2014-04-03,10190.65625
2014-04-04,11515.44140625
2014-04-07,11489.96484375
2014-04-08,11693.77734375
2014-04-09,11056.861328125
2014-04-10,10649.2353515625
2014-04-11,9400.8798828125
2014-04-14,8101.5712890625
2014-04-15,7974.1884765625
2014-04-16,8763.9638671875
2014-04-17,8865.87109375
2014-04-21,9248.0205078125
2014-04-22,8967.77734375
2014-04-23,9222.5439453125
2014-04-24,8840.39453125
2014-04-25,8152.52490234375
2014-04-28,7617.51513671875
2014-04-29,7642.9921875
2014-04-30,7439.1787109375
2014-05-01,8152.52490234375
2014-05-02,7948.7119140625
2014-05-05,7693.9453125
2014-05-06,7566.56201171875
2014-05-07,7490.13232421875
2014-05-08,7311.7958984375
2014-05-09,7948.7119140625
2014-05-12,8050.6181640625
2014-05-13,8050.6181640625
2014-05-14,7770.375
2014-05-15,7719.421875
2014-05-16,8279.908203125
2014-05-19,9044.20703125
2014-05-20,8738.4873046875
2014-05-21,8942.30078125
2014-05-22,8687.5341796875
2014-05-23,8840.39453125
2014-05-27,8865.87109375
2014-05-28,8662.0576171875
2014-05-29,8687.5341796875
2014-05-30,8483.720703125
2014-06-02,8178.00146484375
2014-06-03,7413.7021484375
2014-06-04,8203.478515625
2014-06-05,8050.6181640625
2014-06-06,8534.6748046875
2014-06-09,8509.1982421875
2014-06-10,8967.77734375
2014-06-11,9197.0673828125
2014-06-12,8891.34765625
2014-06-13,8891.34765625
2014-06-16,8967.77734375
2014-06-17,8916.82421875
2014-06-18,8789.4404296875
2014-06-19,8916.82421875
2014-06-20,9018.73046875
2014-06-23,8789.4404296875
2014-06-24,8076.0947265625
2014-06-25,7999.6650390625
2014-06-26,7948.7119140625
2014-06-27,7923.23486328125
2014-06-30,7872.28173828125
2014-07-01,7770.375
2014-07-02,7337.2724609375
2014-07-03,7286.31884765625
2014-07-07,7082.505859375
2014-07-08,4866.0380859375
2014-07-09,4560.318359375
2014-07-10,4432.935546875
2014-07-11,4381.98193359375
2014-07-14,4381.98193359375
2014-07-15,4381.98193359375
2014-07-16,4916.99169921875
2014-07-17,4509.365234375
2014-07-18,4687.70166015625
2014-07-21,4789.6083984375
2014-07-22,4916.99169921875
2014-07-23,4815.0849609375
2014-07-24,4815.0849609375
2014-07-25,4585.79541015625
2014-07-28,4483.888671875
2014-07-29,4483.888671875
2014-07-30,4560.318359375
2014-07-31,4407.45849609375
2014-08-01,4152.6923828125
2014-08-04,3999.83251953125
2014-08-05,3235.533203125
2014-08-06,3541.2529296875
2014-08-07,3082.67333984375
2014-08-08,2853.3837890625
2014-08-11,2980.766845703125
2014-08-12,3261.010009765625
2014-08-13,3439.346435546875
2014-08-14,3515.7763671875
2014-08-15,3796.019287109375
2014-08-18,3566.7294921875
2014-08-19,3184.580078125
2014-08-20,3057.19677734375
2014-08-21,3184.580078125
2014-08-22,3082.67333984375
2014-08-25,2929.813720703125
2014-08-26,2878.8603515625
2014-08-27,2904.3369140625
2014-08-28,2980.766845703125
2014-08-29,2904.3369140625
2014-09-02,2802.430419921875
2014-09-03,2853.3837890625
2014-09-04,2904.3369140625
2014-09-05,2878.8603515625
2014-09-08,2853.3837890625
2014-09-09,2853.3837890625
2014-09-10,2776.953857421875
2014-09-11,2929.813720703125
2014-09-12,2878.8603515625
2014-09-15,2802.430419921875
2014-09-16,2675.047119140625
2014-09-17,2726.00048828125
2014-09-18,2573.140625
2014-09-19,2420.28076171875
2014-09-22,2267.4208984375
2014-09-23,2089.08447265625
2014-09-24,1987.177978515625
2014-09-25,1910.748046875
2014-09-26,1936.224609375
2014-09-29,2190.990966796875
2014-09-30,2343.850830078125
2014-10-01,2165.514404296875
2014-10-02,2114.56103515625
2014-10-03,2267.4208984375
2014-10-06,2318.374267578125
2014-10-07,2140.037841796875
2014-10-08,2089.08447265625
2014-10-09,2012.654541015625
2014-10-10,1910.748046875
2014-10-13,1936.224609375
2014-10-14,1961.7012939453125
2014-10-15,1732.4114990234375
2014-10-16,2212.0
2014-10-17,2240.0
2014-10-20,2256.800048828125
2014-10-21,2300.199951171875
2014-10-22,2251.199951171875
2014-10-23,2301.60009765625
2014-10-24,2262.39990234375
2014-10-27,2228.800048828125
2014-10-28,2228.800048828125
2014-10-29,2233.0
2014-10-30,2230.199951171875
2014-10-31,2266.60009765625
2014-11-03,2265.199951171875
2014-11-04,2202.199951171875
2014-11-05,2235.800048828125
2014-11-06,2118.199951171875
2014-11-07,2046.800048828125
2014-11-10,1981.0
2014-11-11,1968.4000244140625
2014-11-12,1983.800048828125
2014-11-13,1950.199951171875
2014-11-14,1979.5999755859375
2014-11-17,1948.800048828125
2014-11-18,2091.60009765625
2014-11-19,2027.199951171875
2014-11-20,1997.800048828125
2014-11-21,2065.0
2014-11-24,1981.0
2014-11-25,2035.5999755859375
2014-11-26,1988.0
2014-11-28,1972.5999755859375
2014-12-01,1955.800048828125
2014-12-02,1929.199951171875
2014-12-03,1971.199951171875
2014-12-04,2017.4000244140625
2014-12-05,2013.199951171875
2014-12-08,2034.199951171875
2014-12-09,2014.5999755859375
2014-12-10,1976.800048828125
2014-12-11,1983.800048828125
2014-12-12,1964.199951171875
2014-12-15,1967.0
2014-12-16,1867.5999755859375
2014-12-17,1925.0
2014-12-18,1960.0
2014-12-19,1930.5999755859375
2014-12-22,1932.0
2014-12-23,1939.0
2014-12-24,1950.199951171875
2014-12-26,1930.5999755859375
2014-12-29,2000.5999755859375
2014-12-30,2044.0
2014-12-31,2053.800048828125
2015-01-02,2018.800048828125
2015-01-05,1960.0
2015-01-06,1920.800048828125
2015-01-07,1958.5999755859375
2015-01-08,1944.5999755859375
2015-01-09,1937.5999755859375
2015-01-12,1919.4000244140625
2015-01-13,1902.5999755859375
2015-01-14,1813.0
2015-01-15,1856.4000244140625
2015-01-16,1801.800048828125
2015-01-20,1806.0
2015-01-21,1705.199951171875
2015-01-22,1677.199951171875
2015-01-23,1625.4000244140625
2015-01-26,1526.0
2015-01-27,1537.199951171875
2015-01-28,1517.5999755859375
2015-01-29,1498.0
2015-01-30,1435.0
2015-02-02,1346.800048828125
2015-02-03,1411.199951171875
2015-02-04,1387.4000244140625
2015-02-05,1442.0
2015-02-06,1380.4000244140625
2015-02-09,1398.5999755859375
2015-02-10,1372.0
2015-02-11,1400.0
2015-02-12,1400.0
2015-02-13,1397.199951171875
2015-02-17,1345.4000244140625
2015-02-18,1337.0
2015-02-19,1393.0
2015-02-20,1395.800048828125
2015-02-23,1391.5999755859375
2015-02-24,1398.5999755859375
2015-02-25,1379.0
2015-02-26,1566.5999755859375
2015-02-27,1540.0
2015-03-02,1530.199951171875
2015-03-03,1405.5999755859375
2015-03-04,1374.800048828125
2015-03-05,1398.5999755859375
2015-03-06,1387.4000244140625
2015-03-09,1400.0
2015-03-10,1342.5999755859375
2015-03-11,1391.5999755859375
2015-03-12,1400.0
2015-03-13,1311.800048828125
2015-03-16,1339.800048828125
2015-03-17,1328.5999755859375
2015-03-18,1286.5999755859375
2015-03-19,1279.5999755859375
2015-03-20,1314.5999755859375
2015-03-23,1293.5999755859375
2015-03-24,1282.4000244140625
2015-03-25,1218.0
2015-03-26,1125.5999755859375
2015-03-27,1122.800048828125
2015-03-30,1064.0
2015-03-31,1034.5999755859375
2015-04-01,1107.4000244140625
2015-04-02,1220.800048828125
2015-04-06,1183.0
2015-04-07,1183.0
2015-04-08,1153.5999755859375
2015-04-09,1180.199951171875
2015-04-10,1146.5999755859375
2015-04-13,1139.5999755859375
2015-04-14,1190.0
2015-04-15,1188.5999755859375
2015-04-16,1190.0
2015-04-17,1188.5999755859375
2015-04-20,1188.5999755859375
2015-04-21,1190.0
2015-04-22,1197.0
2015-04-23,1216.5999755859375
2015-04-24,1190.0
2015-04-27,1205.4000244140625
2015-04-28,1220.800048828125
2015-04-29,1219.4000244140625
2015-04-30,1173.199951171875
2015-05-01,1195.5999755859375
2015-05-04,1261.4000244140625
2015-05-05,1278.199951171875
2015-05-06,1290.800048828125
2015-05-07,1325.800048828125
2015-05-08,1330.0
2015-05-11,1330.0
2015-05-12,1377.5999755859375
2015-05-13,1384.5999755859375
2015-05-14,1400.0
2015-05-15,1400.0
2015-05-18,1416.800048828125
2015-05-19,1456.0
2015-05-20,1465.800048828125
2015-05-21,1479.800048828125
2015-05-22,1457.4000244140625
2015-05-26,1428.0
2015-05-27,1407.0
2015-05-28,1374.800048828125
2015-05-29,1267.0
2015-06-01,1241.800048828125
2015-06-02,1253.0
2015-06-03,1251.5999755859375
2015-06-04,1216.5999755859375
2015-06-05,1243.199951171875
2015-06-08,1191.4000244140625
2015-06-09,1274.0
2015-06-10,1234.800048828125
2015-06-11,1260.0
2015-06-12,1257.199951171875
2015-06-15,1164.800048828125
2015-06-16,1153.5999755859375
2015-06-17,1090.5999755859375
2015-06-18,1040.199951171875
2015-06-19,1010.7999877929688
2015-06-22,936.5999755859375
2015-06-23,973.0
2015-06-24,987.0
2015-06-25,1006.5999755859375
2015-06-26,1009.4000244140625
2015-06-29,975.7999877929688
2015-06-30,975.7999877929688
2015-07-01,1006.5999755859375
2015-07-02,1033.199951171875
2015-07-06,1064.0
2015-07-07,1052.800048828125
2015-07-08,1064.0
2015-07-09,1059.800048828125
2015-07-10,1124.199951171875
2015-07-13,1146.5999755859375
2015-07-14,1152.199951171875
2015-07-15,1135.4000244140625
2015-07-16,1169.0
2015-07-17,1219.4000244140625
2015-07-20,1195.5999755859375
2015-07-21,1255.800048828125
2015-07-22,1173.199951171875
2015-07-23,1146.5999755859375
2015-07-24,1146.5999755859375
2015-07-27,1129.800048828125
2015-07-28,1197.0
2015-07-29,1178.800048828125
2015-07-30,1115.800048828125
2015-07-31,1209.5999755859375
2015-08-03,1176.0
2015-08-04,1213.800048828125
2015-08-05,1254.4000244140625
2015-08-06,1220.800048828125
2015-08-07,1208.199951171875
2015-08-10,1251.5999755859375
2015-08-11,1216.5999755859375
2015-08-12,1131.199951171875
2015-08-13,1059.800048828125
2015-08-14,1120.0
2015-08-17,1055.5999755859375
2015-08-18,996.7999877929688
2015-08-19,971.5999755859375
2015-08-20,890.4000244140625
2015-08-21,840.0
2015-08-24,821.7999877929688
2015-08-25,866.5999755859375
2015-08-26,904.4000244140625
2015-08-27,936.5999755859375
2015-08-28,911.4000244140625
2015-08-31,999.5999755859375
2015-09-01,961.7999877929688
2015-09-02,977.2000122070312
2015-09-03,910.0
2015-09-04,903.0
2015-09-08,933.7999877929688
2015-09-09,950.5999755859375
2015-09-10,932.4000244140625
2015-09-11,932.4000244140625
2015-09-14,991.2000122070312
2015-09-15,1017.7999877929688
2015-09-16,1058.4000244140625
2015-09-17,1075.199951171875
2015-09-18,1044.4000244140625
2015-09-21,995.4000244140625
2015-09-22,970.2000122070312
2015-09-23,940.7999877929688
2015-09-24,931.0
2015-09-25,903.0
2015-09-28,840.0
2015-09-29,821.7999877929688
2015-09-30,830.2000122070312
2015-10-01,812.0
2015-10-02,799.4000244140625
2015-10-05,840.0
2015-10-06,834.4000244140625
2015-10-07,837.2000122070312
2015-10-08,840.0
2015-10-09,844.2000122070312
2015-10-12,827.4000244140625
2015-10-13,793.7999877929688
2015-10-14,805.0
2015-10-15,852.5999755859375
2015-10-16,854.0
2015-10-19,840.0
2015-10-20,830.2000122070312
2015-10-21,830.2000122070312
2015-10-22,847.0
2015-10-23,870.7999877929688
2015-10-26,845.5999755859375
2015-10-27,810.5999755859375
2015-10-28,863.7999877929688
2015-10-29,852.5999755859375
2015-10-30,854.0
2015-11-02,863.7999877929688
2015-11-03,820.4000244140625
2015-11-04,838.5999755859375
2015-11-05,827.4000244140625
2015-11-06,842.7999877929688
2015-11-09,774.2000122070312
2015-11-10,753.2000122070312
2015-11-11,665.0
2015-11-12,610.4000244140625
2015-11-13,548.7999877929688
2015-11-16,525.0
2015-11-17,453.6000061035156
2015-11-18,421.3999938964844
2015-11-19,411.6000061035156
2015-11-20,372.3999938964844
2015-11-23,397.6000061035156
2015-11-24,392.0
2015-11-25,397.6000061035156
2015-11-27,417.20001220703125
2015-11-30,424.20001220703125
2015-12-01,422.79998779296875
2015-12-02,420.0
2015-12-03,439.6000061035156
2015-12-04,441.0
2015-12-07,418.6000061035156
2015-12-08,434.0
2015-12-09,442.3999938964844
2015-12-10,453.6000061035156
2015-12-11,434.0
2015-12-14,421.3999938964844
2015-12-15,427.0
2015-12-16,467.6000061035156
2015-12-17,463.3999938964844
2015-12-18,466.20001220703125
2015-12-21,448.0
2015-12-22,455.0
2015-12-23,462.0
2015-12-24,462.0
2015-12-28,473.20001220703125
2015-12-29,483.0
2015-12-30,484.3999938964844
2015-12-31,492.79998779296875
2016-01-04,455.0
2016-01-05,443.79998779296875
2016-01-06,432.6000061035156
2016-01-07,389.20001220703125
2016-01-08,372.3999938964844
2016-01-11,354.20001220703125
2016-01-12,326.20001220703125
2016-01-13,298.20001220703125
2016-01-14,315.0
2016-01-15,287.0
2016-01-19,233.8000030517578
2016-01-20,214.1999969482422
2016-01-21,222.60000610351562
2016-01-22,214.1999969482422
2016-01-25,203.0
2016-01-26,200.1999969482422
2016-01-27,193.1999969482422
2016-01-28,179.1999969482422
2016-01-29,184.8000030517578
2016-02-01,179.1999969482422
2016-02-02,154.0
2016-02-03,145.60000610351562
2016-02-04,112.0
2016-02-05,92.4000015258789
2016-02-08,92.4000015258789
2016-02-09,72.80000305175781
2016-02-10,61.599998474121094
2016-02-11,58.79999923706055
2016-02-12,65.80000305175781
2016-02-16,75.5999984741211
2016-02-17,99.4000015258789
2016-02-18,99.4000015258789
2016-02-19,99.4000015258789
2016-02-22,91.0
2016-02-23,88.19999694824219
2016-02-24,91.0
2016-02-25,93.80000305175781
2016-02-26,96.5999984741211
2016-02-29,98.0
2016-03-01,106.4000015258789
2016-03-02,99.4000015258789
2016-03-03,95.19999694824219
2016-03-04,180.60000610351562
2016-03-07,420.0
2016-03-08,278.6000061035156
2016-03-09,225.39999389648438
2016-03-10,194.60000610351562
2016-03-11,194.60000610351562
2016-03-14,163.8000030517578
2016-03-15,130.1999969482422
2016-03-16,127.4000015258789
2016-03-17,98.0
2016-03-18,98.0
2016-03-21,103.5999984741211
2016-03-22,100.80000305175781
2016-03-23,95.19999694824219
2016-03-24,98.0
2016-03-28,95.19999694824219
2016-03-29,96.5999984741211
2016-03-30,105.0
2016-03-31,50.400001525878906
2016-04-01,56.0
2016-04-04,44.79999923706055
2016-04-05,46.20000076293945
2016-04-06,56.0
2016-04-07,65.80000305175781
2016-04-08,88.19999694824219
2016-04-11,127.4000015258789
2016-04-12,98.0
2016-04-13,109.19999694824219
2016-04-14,95.19999694824219
2016-04-15,92.4000015258789
2016-04-18,98.0
2016-04-19,91.0
2016-04-20,88.19999694824219
2016-04-21,79.80000305175781
2016-04-22,78.4000015258789
2016-04-25,72.80000305175781
2016-04-26,71.4000015258789
2016-04-27,93.80000305175781
2016-04-28,98.0
2016-04-29,114.80000305175781
2016-05-02,105.0
2016-05-03,95.19999694824219
2016-05-04,86.80000305175781
2016-05-05,84.0
2016-05-06,85.4000015258789
2016-05-09,78.4000015258789
2016-05-10,88.19999694824219
2016-05-11,81.19999694824219
2016-05-12,78.4000015258789
2016-05-13,75.5999984741211
2016-05-16,71.4000015258789
2016-05-17,71.4000015258789
2016-05-18,70.0
2016-05-19,74.19999694824219
2016-05-20,74.19999694824219
2016-05-23,75.5999984741211
2016-05-24,71.4000015258789
2016-05-25,75.5999984741211
2016-05-26,75.5999984741211
2016-05-27,81.19999694824219
2016-05-31,78.4000015258789
2016-06-01,85.4000015258789
2016-06-02,82.5999984741211
2016-06-03,78.4000015258789
2016-06-06,78.4000015258789
2016-06-07,78.4000015258789
2016-06-08,78.4000015258789
2016-06-09,75.5999984741211
2016-06-10,74.19999694824219
2016-06-13,71.4000015258789
2016-06-14,71.4000015258789
2016-06-15,71.4000015258789
2016-06-16,70.0
2016-06-17,72.80000305175781
2016-06-20,70.0
2016-06-21,68.5999984741211
2016-06-22,68.5999984741211
2016-06-23,74.19999694824219
2016-06-24,67.19999694824219
2016-06-27,60.20000076293945
2016-06-28,63.0
2016-06-29,64.4000015258789
2016-06-30,61.599998474121094
2016-07-01,63.0
2016-07-05,61.599998474121094
2016-07-06,47.599998474121094
2016-07-07,51.79999923706055
2016-07-08,51.79999923706055
2016-07-11,49.0
2016-07-12,49.0
2016-07-13,51.79999923706055
2016-07-14,51.79999923706055
2016-07-15,49.0
2016-07-18,50.400001525878906
2016-07-19,53.20000076293945
2016-07-20,50.400001525878906
2016-07-21,72.80000305175781
2016-07-22,60.20000076293945
2016-07-25,54.599998474121094
2016-07-26,58.79999923706055
2016-07-27,58.79999923706055
2016-07-28,57.400001525878906
2016-07-29,53.20000076293945
2016-08-01,58.79999923706055
2016-08-02,61.599998474121094
2016-08-03,56.0
2016-08-04,57.400001525878906
2016-08-05,54.040000915527344
2016-08-08,55.09000015258789
2016-08-09,49.13999938964844
2016-08-10,48.09000015258789
2016-08-11,44.65999984741211
2016-08-12,41.369998931884766
2016-08-15,40.25
2016-08-16,38.91999816894531
2016-08-17,39.83000183105469
2016-08-18,38.43000030517578
2016-08-19,39.900001525878906
2016-08-22,44.16999816894531
2016-08-23,42.13999938964844
2016-08-24,43.119998931884766
2016-08-25,49.4900016784668
2016-08-26,64.33000183105469
2016-08-29,60.900001525878906
2016-08-30,54.599998474121094
2016-08-31,51.65999984741211
2016-09-01,49.4900016784668
2016-09-02,51.099998474121094
2016-09-06,48.58000183105469
2016-09-07,53.83000183105469
2016-09-08,58.45000076293945
2016-09-09,55.369998931884766
2016-09-12,57.400001525878906
2016-09-13,55.369998931884766
2016-09-14,49.70000076293945
2016-09-15,51.52000045776367
2016-09-16,48.650001525878906
2016-09-19,45.56999969482422
2016-09-20,46.7599983215332
2016-09-21,47.31999969482422
2016-09-22,51.380001068115234
2016-09-23,49.349998474121094
2016-09-26,51.79999923706055
2016-09-27,51.65999984741211
2016-09-28,53.34000015258789
2016-09-29,51.52000045776367
2016-09-30,49.4900016784668
2016-10-03,46.900001525878906
2016-10-04,44.939998626708984
2016-10-05,43.75
2016-10-06,42.4900016784668
2016-10-07,40.7400016784668
2016-10-10,39.689998626708984
2016-10-11,36.81999969482422
2016-10-12,36.119998931884766
2016-10-13,34.58000183105469
2016-10-14,33.31999969482422
2016-10-17,32.47999954223633
2016-10-18,31.639999389648438
2016-10-19,32.130001068115234
2016-10-20,32.7599983215332
2016-10-21,31.360000610351562
2016-10-24,30.940000534057617
2016-10-25,29.260000228881836
2016-10-26,29.1200008392334
2016-10-27,28.84000015258789
2016-10-28,29.329999923706055
2016-10-31,29.190000534057617
2016-11-01,29.469999313354492
2016-11-02,30.65999984741211
2016-11-03,32.689998626708984
2016-11-04,29.81999969482422
2016-11-07,29.68000030517578
2016-11-08,29.1200008392334
2016-11-09,31.850000381469727
2016-11-10,35.41999816894531
2016-11-11,42.560001373291016
2016-11-14,64.05000305175781
2016-11-15,63.13999938964844
2016-11-16,64.26000213623047
2016-11-17,49.77000045776367
2016-11-18,50.470001220703125
2016-11-21,45.779998779296875
2016-11-22,40.880001068115234
2016-11-23,47.25
2016-11-25,45.150001525878906
2016-11-28,43.88999938964844
2016-11-29,42.349998474121094
2016-11-30,44.2400016784668
2016-12-01,44.52000045776367
2016-12-02,43.959999084472656
2016-12-05,45.150001525878906
2016-12-06,46.619998931884766
2016-12-07,45.63999938964844
2016-12-08,44.16999816894531
2016-12-09,42.279998779296875
2016-12-12,40.040000915527344
2016-12-13,39.27000045776367
2016-12-14,35.349998474121094
2016-12-15,41.29999923706055
2016-12-16,41.439998626708984
2016-12-19,40.66999816894531
2016-12-20,41.22999954223633
2016-12-21,42.06999969482422
2016-12-22,41.650001525878906
2016-12-23,41.86000061035156
2016-12-27,41.720001220703125
2016-12-28,41.790000915527344
2016-12-29,41.09000015258789
2016-12-30,40.95000076293945
2017-01-03,41.439998626708984
2017-01-04,43.88999938964844
2017-01-05,42.84000015258789
2017-01-06,42.84000015258789
2017-01-09,43.04999923706055
2017-01-10,43.540000915527344
2017-01-11,42.41999816894531
2017-01-12,42.13999938964844
2017-01-13,40.31999969482422
2017-01-17,41.369998931884766
2017-01-18,41.86000061035156
2017-01-19,42.349998474121094
2017-01-20,47.95000076293945
2017-01-23,45.5
2017-01-24,43.119998931884766
2017-01-25,47.18000030517578
2017-01-26,48.720001220703125
2017-01-27,44.52000045776367
2017-01-30,42.279998779296875
2017-01-31,44.029998779296875
2017-02-01,43.04999923706055
2017-02-02,42.349998474121094
2017-02-03,43.81999969482422
2017-02-06,45.0099983215332
2017-02-07,45.91999816894531
2017-02-08,45.9900016784668
2017-02-09,45.220001220703125
2017-02-10,38.5
2017-02-13,38.63999938964844
2017-02-14,38.5
2017-02-15,38.56999969482422
2017-02-16,37.099998474121094
2017-02-17,37.79999923706055
2017-02-21,38.43000030517578
2017-02-22,39.060001373291016
2017-02-23,38.63999938964844
2017-02-24,37.79999923706055
2017-02-27,38.220001220703125
2017-02-28,37.380001068115234
2017-03-01,38.290000915527344
2017-03-02,37.72999954223633
2017-03-03,37.869998931884766
2017-03-06,38.56999969482422
2017-03-07,39.060001373291016
2017-03-08,40.38999938964844
2017-03-09,39.060001373291016
2017-03-10,39.47999954223633
2017-03-13,39.47999954223633
2017-03-14,39.130001068115234
2017-03-15,40.25
2017-03-16,40.66999816894531
2017-03-17,40.95000076293945
2017-03-20,40.599998474121094
2017-03-21,39.20000076293945
2017-03-22,38.91999816894531
2017-03-23,38.709999084472656
2017-03-24,39.20000076293945
2017-03-27,38.220001220703125
2017-03-28,40.459999084472656
2017-03-29,38.9900016784668
2017-03-30,40.529998779296875
2017-03-31,39.83000183105469
2017-04-03,38.290000915527344
2017-04-04,38.56999969482422
2017-04-05,36.400001525878906
2017-04-06,39.060001373291016
2017-04-07,37.029998779296875
2017-04-10,38.5
2017-04-11,38.290000915527344
2017-04-12,35.84000015258789
2017-04-13,36.540000915527344
2017-04-17,36.2599983215332
2017-04-18,34.369998931884766
2017-04-19,33.880001068115234
2017-04-20,33.810001373291016
2017-04-21,35.630001068115234
2017-04-24,34.58000183105469
2017-04-25,34.93000030517578
2017-04-26,34.439998626708984
2017-04-27,34.58000183105469
2017-04-28,34.5099983215332
2017-05-01,34.29999923706055
2017-05-02,34.29999923706055
2017-05-03,33.599998474121094
2017-05-04,31.079999923706055
2017-05-05,31.920000076293945
2017-05-08,32.970001220703125
2017-05-09,34.86000061035156
2017-05-10,33.95000076293945
2017-05-11,33.810001373291016
2017-05-12,34.15999984741211
2017-05-15,35.13999938964844
2017-05-16,34.650001525878906
2017-05-17,33.25
2017-05-18,33.7400016784668
2017-05-19,34.93000030517578
2017-05-22,33.459999084472656
2017-05-23,33.38999938964844
2017-05-24,33.459999084472656
2017-05-25,33.810001373291016
2017-05-26,33.040000915527344
2017-05-30,32.27000045776367
2017-05-31,32.83000183105469
2017-06-01,32.47999954223633
2017-06-02,31.010000228881836
2017-06-05,33.880001068115234
2017-06-06,32.34000015258789
2017-06-07,32.20000076293945
2017-06-08,33.810001373291016
2017-06-09,35.0
2017-06-12,32.970001220703125
2017-06-13,34.29999923706055
2017-06-14,31.989999771118164
2017-06-15,31.149999618530273
2017-06-16,31.43000030517578
2017-06-19,31.219999313354492
2017-06-20,30.450000762939453
2017-06-21,30.59000015258789
2017-06-22,31.5
2017-06-23,31.920000076293945
2017-06-26,34.790000915527344
2017-06-27,34.93000030517578
2017-06-28,33.599998474121094
2017-06-29,33.599998474121094
2017-06-30,33.11000061035156
2017-07-03,33.18000030517578
2017-07-05,33.38999938964844
2017-07-06,31.360000610351562
2017-07-07,30.65999984741211
2017-07-10,30.3799991607666
2017-07-11,31.290000915527344
2017-07-12,32.27000045776367
2017-07-13,32.40999984741211
