,DALI
2019-09-23,20.219999313354492
2019-09-24,19.969999313354492
2019-09-25,20.059999465942383
2019-09-26,20.030000686645508
2019-09-27,19.75
2019-09-30,19.889999389648438
2019-10-01,19.59000015258789
2019-10-02,19.280000686645508
2019-10-03,19.479999542236328
2019-10-04,19.68000030517578
2019-10-07,19.729999542236328
2019-10-08,19.3799991607666
2019-10-09,19.540000915527344
2019-10-10,19.579999923706055
2019-10-11,19.860000610351562
2019-10-14,19.770000457763672
2019-10-15,19.944000244140625
2019-10-16,19.84000015258789
2019-10-17,19.93000030517578
2019-10-18,19.81999969482422
2019-10-21,19.989999771118164
2019-10-22,19.860000610351562
2019-10-23,19.81999969482422
2019-10-24,19.889999389648438
2019-10-25,20.010000228881836
2019-10-28,20.110000610351562
2019-10-29,20.1200008392334
2019-10-30,20.110000610351562
2019-10-31,20.01799964904785
2019-11-01,20.18899917602539
2019-11-04,20.309999465942383
2019-11-05,20.229999542236328
2019-11-06,20.156999588012695
2019-11-07,20.16699981689453
2019-11-08,20.200000762939453
2019-11-11,20.219999313354492
2019-11-12,20.309999465942383
2019-11-13,20.31999969482422
2019-11-14,20.299999237060547
2019-11-15,20.426000595092773
2019-11-18,20.46299934387207
2019-11-19,20.513999938964844
2019-11-20,20.447999954223633
2019-11-21,20.3439998626709
2019-11-22,20.3799991607666
2019-11-25,20.614999771118164
2019-11-26,20.665000915527344
2019-11-27,20.739999771118164
2019-11-29,20.68000030517578
2019-12-02,20.399999618530273
2019-12-03,20.31999969482422
2019-12-04,20.420000076293945
2019-12-05,20.434999465942383
2019-12-06,20.600000381469727
2019-12-09,20.5049991607666
2019-12-10,20.440000534057617
2019-12-11,20.52400016784668
2019-12-12,20.672000885009766
2019-12-13,20.65999984741211
2019-12-16,20.829999923706055
2019-12-17,20.854999542236328
2019-12-18,20.889999389648438
2019-12-19,21.0
2019-12-20,21.108999252319336
2019-12-23,21.100000381469727
2019-12-24,21.06999969482422
2019-12-26,21.145000457763672
2019-12-27,21.135000228881836
2019-12-30,20.98699951171875
2019-12-31,21.1299991607666
2020-01-02,21.139999389648438
2020-01-03,21.135000228881836
2020-01-06,21.172000885009766
2020-01-07,21.204999923706055
2020-01-08,21.34000015258789
2020-01-09,21.44099998474121
2020-01-10,21.3700008392334
2020-01-13,21.55500030517578
2020-01-14,21.540000915527344
2020-01-15,21.607999801635742
2020-01-16,21.812000274658203
2020-01-17,21.881000518798828
2020-01-21,21.84600067138672
2020-01-22,21.895000457763672
2020-01-23,21.920000076293945
2020-01-24,21.777999877929688
2020-01-27,21.409000396728516
2020-01-28,21.663000106811523
2020-01-29,21.57200050354004
2020-01-30,21.68000030517578
2020-01-31,21.239999771118164
2020-02-03,21.5049991607666
2020-02-04,21.895000457763672
2020-02-05,21.934999465942383
2020-02-06,22.0
2020-02-07,21.795000076293945
2020-02-10,21.865999221801758
2020-02-11,22.165000915527344
2020-02-12,22.354999542236328
2020-02-13,22.43000030517578
2020-02-14,22.434999465942383
2020-02-18,22.399999618530273
2020-02-19,22.670000076293945
2020-02-20,22.540000915527344
2020-02-21,22.17099952697754
2020-02-24,21.54800033569336
2020-02-25,20.80500030517578
2020-02-26,20.69499969482422
2020-02-27,20.18000030517578
2020-02-28,19.610000610351562
2020-03-02,20.39699935913086
2020-03-03,20.0
2020-03-04,20.634000778198242
2020-03-05,19.988000869750977
2020-03-06,19.579999923706055
2020-03-09,17.996000289916992
2020-03-10,18.239999771118164
2020-03-11,17.690000534057617
2020-03-12,15.972000122070312
2020-03-13,17.049999237060547
2020-03-16,14.960000038146973
2020-03-17,15.944000244140625
2020-03-18,14.560999870300293
2020-03-19,15.364999771118164
2020-03-20,14.793999671936035
2020-03-23,14.494999885559082
2020-03-24,15.956999778747559
2020-03-25,16.128999710083008
2020-03-26,16.924999237060547
2020-03-27,16.572999954223633
2020-03-30,16.540000915527344
2020-03-31,16.506999969482422
2020-04-01,16.489999771118164
2020-04-02,16.538000106811523
2020-04-03,16.541000366210938
2020-04-06,16.545000076293945
2020-04-07,16.53499984741211
2020-04-08,16.575000762939453
2020-04-09,16.795000076293945
2020-04-13,16.739999771118164
2020-04-14,16.7450008392334
2020-04-15,16.860000610351562
2020-04-16,16.868000030517578
2020-04-17,16.81999969482422
2020-04-20,16.825000762939453
2020-04-21,16.899999618530273
2020-04-22,16.81999969482422
2020-04-23,16.8799991607666
2020-04-24,16.875
2020-04-27,16.8700008392334
2020-04-28,16.889999389648438
2020-04-29,16.96500015258789
2020-04-30,16.974000930786133
2020-05-01,16.875
2020-05-04,16.899999618530273
2020-05-05,16.899999618530273
2020-05-06,16.854999542236328
2020-05-07,16.899999618530273
2020-05-08,16.915000915527344
2020-05-11,16.864999771118164
2020-05-12,16.889999389648438
2020-05-13,16.854999542236328
2020-05-14,16.815000534057617
2020-05-15,16.895000457763672
2020-05-18,16.954999923706055
2020-05-19,16.954999923706055
2020-05-20,17.084999084472656
2020-05-21,17.049999237060547
2020-05-22,17.1200008392334
2020-05-26,17.145000457763672
2020-05-27,17.139999389648438
2020-05-28,17.170000076293945
2020-05-29,17.219999313354492
2020-06-01,17.270000457763672
2020-06-02,17.325000762939453
2020-06-03,17.329999923706055
2020-06-04,17.28499984741211
2020-06-05,17.350000381469727
2020-06-08,17.40999984741211
2020-06-09,17.395000457763672
2020-06-10,17.44099998474121
2020-06-11,17.2549991607666
2020-06-12,17.298999786376953
2020-06-15,17.391000747680664
2020-06-16,17.405000686645508
2020-06-17,17.413999557495117
2020-06-18,17.413999557495117
2020-06-19,17.430999755859375
2020-06-22,17.424999237060547
2020-06-23,17.420000076293945
2020-06-24,17.329999923706055
2020-06-25,17.253000259399414
2020-06-26,17.253000259399414
2020-06-29,17.2450008392334
2020-06-30,17.270000457763672
2020-07-01,17.334999084472656
2020-07-02,17.389999389648438
2020-07-06,17.437000274658203
2020-07-07,17.437000274658203
2020-07-08,17.459999084472656
2020-07-09,17.4950008392334
2020-07-10,17.4950008392334
2020-07-13,17.440000534057617
2020-07-14,17.485000610351562
2020-07-15,17.530000686645508
2020-07-16,17.540000915527344
2020-07-17,17.559999465942383
2020-07-20,17.614999771118164
2020-07-21,17.68000030517578
2020-07-22,17.719999313354492
2020-07-23,17.698999404907227
2020-07-24,17.690000534057617
2020-07-27,17.690000534057617
2020-07-28,17.690000534057617
2020-07-29,17.690000534057617
2020-07-30,17.799999237060547
2020-07-31,17.780000686645508
2020-08-03,17.809999465942383
2020-08-04,17.809999465942383
2020-08-05,17.809999465942383
2020-08-06,17.860000610351562
2020-08-07,17.860000610351562
2020-08-10,17.860000610351562
2020-08-11,17.760000228881836
2020-08-12,17.733999252319336
2020-08-13,17.733999252319336
2020-08-14,17.733999252319336
2020-08-17,17.719999313354492
2020-08-18,17.719999313354492
2020-08-19,17.75
2020-08-20,17.799999237060547
2020-08-21,17.799999237060547
2020-08-24,17.809999465942383
2020-08-25,17.780000686645508
2020-08-26,17.812999725341797
2020-08-27,17.764999389648438
2020-08-28,17.780000686645508
2020-08-31,17.829999923706055
2020-09-01,17.84600067138672
2020-09-02,17.895000457763672
2020-09-03,17.84000015258789
2020-09-04,17.709999084472656
2020-09-08,17.680999755859375
2020-09-09,17.729999542236328
2020-09-10,17.722000122070312
2020-09-11,17.68000030517578
2020-09-14,17.68000030517578
2020-09-15,18.270000457763672
2020-09-16,18.110000610351562
2020-09-17,17.799999237060547
2020-09-18,17.882999420166016
2020-09-21,17.530000686645508
2020-09-22,17.790000915527344
2020-09-23,17.790000915527344
2020-09-24,17.409000396728516
2020-09-25,17.409000396728516
2020-09-28,17.989999771118164
2020-09-29,17.989999771118164
2020-09-30,18.110000610351562
2020-10-01,18.110000610351562
2020-10-02,18.290000915527344
2020-10-05,18.6299991607666
2020-10-06,18.6299991607666
2020-10-07,18.84000015258789
2020-10-08,18.899999618530273
2020-10-09,19.174999237060547
2020-10-12,19.3799991607666
2020-10-13,19.44099998474121
2020-10-14,19.450000762939453
2020-10-15,19.290000915527344
2020-10-16,19.270000457763672
2020-10-19,19.270000457763672
2020-10-20,19.238000869750977
2020-10-21,19.238000869750977
2020-10-22,18.86400032043457
2020-10-23,18.86400032043457
2020-10-26,18.764999389648438
2020-10-27,18.832000732421875
2020-10-28,18.149999618530273
2020-10-29,18.450000762939453
2020-10-30,18.450000762939453
2020-11-02,18.059999465942383
2020-11-03,18.5
2020-11-04,19.030000686645508
2020-11-05,19.520000457763672
2020-11-06,19.520000457763672
2020-11-09,19.5
2020-11-10,19.100000381469727
2020-11-11,19.100000381469727
2020-11-12,19.219999313354492
2020-11-13,19.219999313354492
2020-11-16,19.725000381469727
2020-11-17,19.81999969482422
2020-11-18,19.941999435424805
2020-11-19,19.8700008392334
2020-11-20,19.920000076293945
2020-11-23,20.132999420166016
2020-11-24,20.325000762939453
2020-11-25,20.4060001373291
2020-11-27,20.600000381469727
2020-11-30,20.559999465942383
2020-12-01,20.760000228881836
2020-12-02,20.552000045776367
2020-12-03,20.851999282836914
2020-12-04,21.030000686645508
2020-12-07,21.09000015258789
2020-12-08,21.09000015258789
2020-12-09,20.920000076293945
2020-12-10,21.170000076293945
2020-12-11,21.055999755859375
2020-12-14,21.155000686645508
2020-12-15,21.427000045776367
2020-12-16,21.52400016784668
2020-12-17,21.76799964904785
2020-12-18,21.8799991607666
2020-12-21,21.860000610351562
2020-12-22,22.09000015258789
2020-12-23,22.033000946044922
2020-12-24,21.9950008392334
2020-12-28,21.80500030517578
2020-12-29,21.600000381469727
2020-12-30,21.768999099731445
2020-12-31,21.740999221801758
2021-01-04,21.433000564575195
2021-01-05,21.729999542236328
2021-01-06,22.018999099731445
2021-01-07,22.43600082397461
2021-01-08,22.600000381469727
2021-01-11,22.600000381469727
2021-01-12,22.84000015258789
2021-01-13,22.79199981689453
2021-01-14,23.040000915527344
2021-01-15,22.687999725341797
2021-01-19,23.030000686645508
2021-01-20,23.290000915527344
2021-01-21,23.290000915527344
2021-01-22,23.350000381469727
2021-01-25,23.2810001373291
2021-01-26,23.2810001373291
2021-01-27,23.2810001373291
2021-01-28,22.549999237060547
2021-01-29,22.118999481201172
2021-02-01,22.325000762939453
2021-02-02,23.1200008392334
2021-02-03,23.131000518798828
2021-02-04,23.131000518798828
2021-02-05,23.660999298095703
2021-02-08,24.047000885009766
2021-02-09,24.170000076293945
2021-02-10,24.124000549316406
2021-02-11,24.25
2021-02-12,24.541000366210938
2021-02-16,24.43000030517578
2021-02-17,24.200000762939453
2021-02-18,24.09000015258789
2021-02-19,24.389999389648438
2021-02-22,24.15999984741211
2021-02-23,23.718000411987305
2021-02-24,24.0
2021-02-25,23.20400047302246
2021-02-26,23.381999969482422
2021-03-01,24.010000228881836
2021-03-02,23.753999710083008
2021-03-03,23.21500015258789
2021-03-04,22.43000030517578
2021-03-05,22.90999984741211
2021-03-08,22.634000778198242
2021-03-09,23.2450008392334
2021-03-10,23.382999420166016
2021-03-11,23.969999313354492
2021-03-12,23.988000869750977
2021-03-15,24.250999450683594
2021-03-16,24.033000946044922
2021-03-17,24.19099998474121
2021-03-18,23.552000045776367
2021-03-19,23.74799919128418
2021-03-22,23.88800048828125
2021-03-23,23.36199951171875
2021-03-24,22.954999923706055
2021-03-25,23.165000915527344
2021-03-26,23.582000732421875
2021-03-29,23.246000289916992
2021-03-30,23.402000427246094
2021-03-31,23.7549991607666
2021-04-01,24.09000015258789
2021-04-05,24.3799991607666
2021-04-06,24.42099952697754
2021-04-07,24.211000442504883
2021-04-08,24.4689998626709
2021-04-09,24.562999725341797
2021-04-12,24.52899932861328
2021-04-13,24.56800079345703
2021-04-14,24.469999313354492
2021-04-15,24.680999755859375
2021-04-16,24.72800064086914
2021-04-19,24.406999588012695
2021-04-20,24.090999603271484
2021-04-21,24.46500015258789
2021-04-22,24.389999389648438
2021-04-23,24.795000076293945
2021-04-26,24.97599983215332
2021-04-27,24.996000289916992
2021-04-28,24.9060001373291
2021-04-29,24.863000869750977
2021-04-30,24.6200008392334
2021-05-03,24.538000106811523
2021-05-04,24.29400062561035
2021-05-05,24.31100082397461
2021-05-06,24.329999923706055
2021-05-07,24.628999710083008
2021-05-10,24.179000854492188
2021-05-11,24.045000076293945
2021-05-12,23.31999969482422
2021-05-13,23.530000686645508
2021-05-14,24.08099937438965
