,DALI
2018-05-15,19.899999618530273
2018-05-16,19.968000411987305
2018-05-17,19.993000030517578
2018-05-18,20.0
2018-05-21,20.099000930786133
2018-05-22,20.058000564575195
2018-05-23,20.027000427246094
2018-05-24,20.117000579833984
2018-05-25,20.079999923706055
2018-05-29,19.916000366210938
2018-05-30,20.15999984741211
2018-05-31,20.06999969482422
2018-06-01,20.309999465942383
2018-06-04,20.43000030517578
2018-06-05,20.540000915527344
2018-06-06,20.69700050354004
2018-06-07,20.540000915527344
2018-06-08,20.6299991607666
2018-06-11,20.639999389648438
2018-06-12,20.75
2018-06-13,20.75
2018-06-14,20.790000915527344
2018-06-15,20.7549991607666
2018-06-18,20.860000610351562
2018-06-19,20.709999084472656
2018-06-20,20.8799991607666
2018-06-21,20.700000762939453
2018-06-22,20.510000228881836
2018-06-25,20.040000915527344
2018-06-26,20.1200008392334
2018-06-27,19.788999557495117
2018-06-28,19.788999557495117
2018-06-29,20.0
2018-07-02,20.023000717163086
2018-07-03,20.0
2018-07-05,20.125
2018-07-06,20.398000717163086
2018-07-09,20.58799934387207
2018-07-10,20.55900001525879
2018-07-11,20.459999084472656
2018-07-12,20.670000076293945
2018-07-13,20.6299991607666
2018-07-16,20.579999923706055
2018-07-17,20.75
2018-07-18,20.790000915527344
2018-07-19,20.788999557495117
2018-07-20,20.780000686645508
2018-07-23,20.799999237060547
2018-07-24,20.639999389648438
2018-07-25,20.809999465942383
2018-07-26,20.850000381469727
2018-07-27,20.489999771118164
2018-07-30,20.194000244140625
2018-07-31,20.239999771118164
2018-08-01,20.309999465942383
2018-08-02,20.489999771118164
2018-08-03,20.40999984741211
2018-08-06,20.56999969482422
2018-08-07,20.760000228881836
2018-08-08,20.774999618530273
2018-08-09,20.770000457763672
2018-08-10,20.6299991607666
2018-08-13,20.517000198364258
2018-08-14,20.68000030517578
2018-08-15,20.450000762939453
2018-08-16,20.610000610351562
2018-08-17,20.655000686645508
2018-08-20,20.719999313354492
2018-08-21,20.8700008392334
2018-08-22,20.937000274658203
2018-08-23,20.950000762939453
2018-08-24,21.139999389648438
2018-08-27,21.31999969482422
2018-08-28,21.354999542236328
2018-08-29,21.469999313354492
2018-08-30,21.399999618530273
2018-08-31,21.395000457763672
2018-09-04,21.422000885009766
2018-09-05,21.204999923706055
2018-09-06,21.100000381469727
2018-09-07,21.06999969482422
2018-09-10,21.15399932861328
2018-09-11,21.270000457763672
2018-09-12,21.179000854492188
2018-09-13,21.25
2018-09-14,21.315000534057617
2018-09-17,21.03499984741211
2018-09-18,21.202999114990234
2018-09-19,21.1200008392334
2018-09-20,21.270000457763672
2018-09-21,21.18000030517578
2018-09-24,21.104999542236328
2018-09-25,21.18000030517578
2018-09-26,21.076000213623047
2018-09-27,21.110000610351562
2018-09-28,21.10300064086914
2018-10-01,21.030000686645508
2018-10-02,20.736000061035156
2018-10-03,20.8700008392334
2018-10-04,20.479999542236328
2018-10-05,20.275999069213867
2018-10-08,20.018999099731445
2018-10-09,19.8799991607666
2018-10-10,19.170000076293945
2018-10-11,18.90399932861328
2018-10-12,19.17300033569336
2018-10-15,19.110000610351562
2018-10-16,19.68000030517578
2018-10-17,19.541000366210938
2018-10-18,19.211999893188477
2018-10-19,18.952999114990234
2018-10-22,19.0
2018-10-23,18.899999618530273
2018-10-24,17.93000030517578
2018-10-25,18.40999984741211
2018-10-26,18.040000915527344
2018-10-29,17.59000015258789
2018-10-30,18.08099937438965
2018-10-31,18.538999557495117
2018-11-01,18.739999771118164
2018-11-02,18.860000610351562
2018-11-05,18.81999969482422
2018-11-06,18.809999465942383
2018-11-07,19.360000610351562
2018-11-08,19.253000259399414
2018-11-09,18.829999923706055
2018-11-12,18.479999542236328
2018-11-13,18.360000610351562
2018-11-14,18.15999984741211
2018-11-15,18.520000457763672
2018-11-16,18.459999084472656
2018-11-19,18.049999237060547
2018-11-20,17.68000030517578
2018-11-21,17.959999084472656
2018-11-23,17.989999771118164
2018-11-26,18.25
2018-11-27,18.1299991607666
2018-11-28,18.639999389648438
2018-11-29,18.809999465942383
2018-11-30,18.760000228881836
2018-12-03,19.14299964904785
2018-12-04,18.59000015258789
2018-12-06,18.450000762939453
2018-12-07,17.860000610351562
2018-12-10,17.952999114990234
2018-12-11,18.040000915527344
2018-12-12,18.334999084472656
2018-12-13,18.149999618530273
2018-12-14,17.75
2018-12-17,17.211999893188477
2018-12-18,17.291000366210938
2018-12-19,16.93000030517578
2018-12-20,16.600000381469727
2018-12-21,16.100000381469727
2018-12-24,16.0
2018-12-26,16.399999618530273
2018-12-27,16.690000534057617
2018-12-28,16.889999389648438
2018-12-31,16.93000030517578
2019-01-02,16.940000534057617
2019-01-03,16.6200008392334
2019-01-04,17.232999801635742
2019-01-07,17.649999618530273
2019-01-08,17.708999633789062
2019-01-09,18.02899932861328
2019-01-10,18.030000686645508
2019-01-11,18.139999389648438
2019-01-14,17.920000076293945
2019-01-15,18.1200008392334
2019-01-16,18.229999542236328
2019-01-17,18.350000381469727
2019-01-18,18.6200008392334
2019-01-22,18.270000457763672
2019-01-23,18.141000747680664
2019-01-24,18.40999984741211
2019-01-25,18.719999313354492
2019-01-28,18.527999877929688
2019-01-29,18.448999404907227
2019-01-30,18.719999313354492
2019-01-31,18.895999908447266
2019-02-01,19.038000106811523
2019-02-04,19.18000030517578
2019-02-05,19.31999969482422
2019-02-06,19.363000869750977
2019-02-07,19.033000946044922
2019-02-08,19.18000030517578
2019-02-11,19.239999771118164
2019-02-12,19.459999084472656
2019-02-13,19.600000381469727
2019-02-14,19.420000076293945
2019-02-15,19.777999877929688
2019-02-19,19.81999969482422
2019-02-20,19.780000686645508
2019-02-21,19.59000015258789
2019-02-22,19.881999969482422
2019-02-25,20.020000457763672
2019-02-26,19.93400001525879
2019-02-27,19.951000213623047
2019-02-28,19.940000534057617
2019-03-01,20.06800079345703
2019-03-04,19.790000915527344
2019-03-05,19.850000381469727
2019-03-06,19.506000518798828
2019-03-07,19.360000610351562
2019-03-08,19.21299934387207
2019-03-11,19.670000076293945
2019-03-12,19.702999114990234
2019-03-13,19.940000534057617
2019-03-14,19.90999984741211
2019-03-15,20.038999557495117
2019-03-18,20.020000457763672
2019-03-19,20.09000015258789
2019-03-20,20.059999465942383
2019-03-21,20.399999618530273
2019-03-22,19.913999557495117
2019-03-25,19.850000381469727
2019-03-26,19.868999481201172
2019-03-27,19.75
2019-03-28,19.849000930786133
2019-03-29,20.079999923706055
2019-04-01,20.261999130249023
2019-04-02,20.35700035095215
2019-04-03,20.5
2019-04-04,20.360000610351562
2019-04-05,20.520000457763672
2019-04-08,20.510000228881836
2019-04-09,20.3799991607666
2019-04-10,20.573999404907227
2019-04-11,20.510000228881836
2019-04-12,20.533000946044922
2019-04-15,20.420000076293945
2019-04-16,20.40999984741211
2019-04-17,20.100000381469727
2019-04-18,20.02199935913086
2019-04-22,20.104999542236328
2019-04-23,20.420000076293945
2019-04-24,20.461999893188477
2019-04-25,20.40999984741211
2019-04-26,20.5
2019-04-29,20.56999969482422
2019-04-30,20.509000778198242
2019-05-01,20.388999938964844
2019-05-02,20.357999801635742
2019-05-03,20.58300018310547
2019-05-06,20.56999969482422
2019-05-07,20.076000213623047
2019-05-08,20.11400032043457
2019-05-09,19.934999465942383
2019-05-10,19.954999923706055
2019-05-13,19.329999923706055
2019-05-14,19.68199920654297
2019-05-15,19.799999237060547
2019-05-16,19.989999771118164
2019-05-17,19.72100067138672
2019-05-20,19.493000030517578
2019-05-21,19.790000915527344
2019-05-22,19.719999313354492
2019-05-23,19.299999237060547
2019-05-24,19.520000457763672
2019-05-28,19.440000534057617
2019-05-29,19.173999786376953
2019-05-30,19.323999404907227
2019-05-31,19.170000076293945
2019-06-03,18.959999084472656
2019-06-04,19.32900047302246
2019-06-05,19.520000457763672
2019-06-06,19.610000610351562
2019-06-07,19.83799934387207
2019-06-10,19.93000030517578
2019-06-11,19.84600067138672
2019-06-12,19.8700008392334
2019-06-13,19.94300079345703
2019-06-14,19.850000381469727
2019-06-17,19.889999389648438
2019-06-18,20.229999542236328
2019-06-19,20.36199951171875
2019-06-20,20.489999771118164
2019-06-21,20.40999984741211
2019-06-24,20.280000686645508
2019-06-25,20.079999923706055
2019-06-26,19.9950008392334
2019-06-27,20.15999984741211
2019-06-28,20.3700008392334
2019-07-01,20.520000457763672
2019-07-02,20.56999969482422
2019-07-03,20.729999542236328
2019-07-05,20.75
2019-07-08,20.572999954223633
2019-07-09,20.652999877929688
2019-07-10,20.799999237060547
2019-07-11,20.770000457763672
2019-07-12,20.84000015258789
2019-07-15,20.850000381469727
2019-07-16,20.740999221801758
2019-07-17,20.729999542236328
2019-07-18,20.809999465942383
2019-07-19,20.624000549316406
2019-07-22,20.694000244140625
2019-07-23,20.67300033569336
2019-07-24,20.983999252319336
2019-07-25,20.799999237060547
2019-07-26,20.799999237060547
2019-07-29,20.805999755859375
2019-07-30,20.882999420166016
2019-07-31,20.65999984741211
2019-08-01,20.549999237060547
2019-08-02,20.180999755859375
2019-08-05,19.649999618530273
2019-08-06,19.780000686645508
2019-08-07,19.8700008392334
2019-08-08,20.299999237060547
2019-08-09,20.079999923706055
2019-08-12,19.84000015258789
2019-08-13,20.09000015258789
2019-08-14,19.75
2019-08-15,19.600000381469727
2019-08-16,19.889999389648438
2019-08-19,20.139999389648438
2019-08-20,20.020000457763672
2019-08-21,20.15999984741211
2019-08-22,20.1200008392334
2019-08-23,19.600000381469727
2019-08-26,19.829999923706055
2019-08-27,19.690000534057617
2019-08-28,19.76799964904785
2019-08-29,20.030000686645508
2019-08-30,19.937000274658203
2019-09-03,19.68199920654297
2019-09-04,19.937000274658203
2019-09-05,20.219999313354492
2019-09-06,20.139999389648438
2019-09-09,19.989999771118164
2019-09-10,19.959999084472656
2019-09-11,20.299999237060547
2019-09-12,20.350000381469727
2019-09-13,20.334999084472656
2019-09-16,20.290000915527344
2019-09-17,20.34000015258789
2019-09-18,20.360000610351562
2019-09-19,20.299999237060547
2019-09-20,20.239999771118164
