,BHF
2018-05-08,50.2599983215332
2018-05-09,49.0099983215332
2018-05-10,48.66999816894531
2018-05-11,48.11000061035156
2018-05-14,48.79999923706055
2018-05-15,48.41999816894531
2018-05-16,47.58000183105469
2018-05-17,47.970001220703125
2018-05-18,47.18000030517578
2018-05-21,47.59000015258789
2018-05-22,47.70000076293945
2018-05-23,48.099998474121094
2018-05-24,48.31999969482422
2018-05-25,48.279998779296875
2018-05-29,46.400001525878906
2018-05-30,48.2599983215332
2018-05-31,47.11000061035156
2018-06-01,47.279998779296875
2018-06-04,46.88999938964844
2018-06-05,46.77000045776367
2018-06-06,46.810001373291016
2018-06-07,46.70000076293945
2018-06-08,46.70000076293945
2018-06-11,46.7400016784668
2018-06-12,46.040000915527344
2018-06-13,46.18000030517578
2018-06-14,45.2599983215332
2018-06-15,45.04999923706055
2018-06-18,46.02000045776367
2018-06-19,45.66999816894531
2018-06-20,45.61000061035156
2018-06-21,45.0099983215332
2018-06-22,44.4900016784668
2018-06-25,43.22999954223633
2018-06-26,42.47999954223633
2018-06-27,40.22999954223633
2018-06-28,40.189998626708984
2018-06-29,40.06999969482422
2018-07-02,40.779998779296875
2018-07-03,40.599998474121094
2018-07-05,41.43000030517578
2018-07-06,41.709999084472656
2018-07-09,43.290000915527344
2018-07-10,42.130001068115234
2018-07-11,41.189998626708984
2018-07-12,41.20000076293945
2018-07-13,40.529998779296875
2018-07-16,41.15999984741211
2018-07-17,41.279998779296875
2018-07-18,41.540000915527344
2018-07-19,40.880001068115234
2018-07-20,41.04999923706055
2018-07-23,42.20000076293945
2018-07-24,42.54999923706055
2018-07-25,42.029998779296875
2018-07-26,42.61000061035156
2018-07-27,42.25
2018-07-30,42.970001220703125
2018-07-31,43.43000030517578
2018-08-01,43.310001373291016
2018-08-02,43.22999954223633
2018-08-03,43.790000915527344
2018-08-06,44.18000030517578
2018-08-07,43.5099983215332
2018-08-08,43.560001373291016
2018-08-09,42.63999938964844
2018-08-10,39.959999084472656
2018-08-13,39.75
2018-08-14,41.09000015258789
2018-08-15,40.630001068115234
2018-08-16,41.7599983215332
2018-08-17,41.47999954223633
2018-08-20,41.380001068115234
2018-08-21,42.16999816894531
2018-08-22,41.79999923706055
2018-08-23,41.209999084472656
2018-08-24,41.369998931884766
2018-08-27,42.029998779296875
2018-08-28,42.369998931884766
2018-08-29,42.060001373291016
2018-08-30,41.40999984741211
2018-08-31,41.5099983215332
2018-09-04,40.75
2018-09-05,41.36000061035156
2018-09-06,40.209999084472656
2018-09-07,40.13999938964844
2018-09-10,40.0
2018-09-11,40.540000915527344
2018-09-12,40.20000076293945
2018-09-13,40.790000915527344
2018-09-14,41.970001220703125
2018-09-17,41.59000015258789
2018-09-18,43.2599983215332
2018-09-19,44.290000915527344
2018-09-20,46.2400016784668
2018-09-21,46.45000076293945
2018-09-24,45.15999984741211
2018-09-25,44.83000183105469
2018-09-26,44.06999969482422
2018-09-27,44.18000030517578
2018-09-28,44.2400016784668
2018-10-01,44.290000915527344
2018-10-02,44.18000030517578
2018-10-03,45.33000183105469
2018-10-04,46.34000015258789
2018-10-05,46.06999969482422
2018-10-08,46.31999969482422
2018-10-09,45.77000045776367
2018-10-10,44.95000076293945
2018-10-11,43.20000076293945
2018-10-12,42.9900016784668
2018-10-15,43.47999954223633
2018-10-16,43.900001525878906
2018-10-17,44.060001373291016
2018-10-18,41.70000076293945
2018-10-19,41.97999954223633
2018-10-22,41.060001373291016
2018-10-23,40.560001373291016
2018-10-24,39.25
2018-10-25,40.099998474121094
2018-10-26,38.459999084472656
2018-10-29,38.189998626708984
2018-10-30,38.90999984741211
2018-10-31,39.630001068115234
2018-11-01,40.56999969482422
2018-11-02,40.91999816894531
2018-11-05,42.61000061035156
2018-11-06,44.029998779296875
2018-11-07,43.189998626708984
2018-11-08,43.369998931884766
2018-11-09,41.56999969482422
2018-11-12,41.029998779296875
2018-11-13,41.189998626708984
2018-11-14,40.65999984741211
2018-11-15,40.459999084472656
2018-11-16,39.58000183105469
2018-11-19,39.59000015258789
2018-11-20,38.27000045776367
2018-11-21,38.58000183105469
2018-11-23,38.02000045776367
2018-11-26,39.4900016784668
2018-11-27,39.349998474121094
2018-11-28,40.459999084472656
2018-11-29,40.040000915527344
2018-11-30,40.2599983215332
2018-12-03,40.709999084472656
2018-12-04,38.810001373291016
2018-12-06,35.81999969482422
2018-12-07,34.470001220703125
2018-12-10,33.04999923706055
2018-12-11,32.43000030517578
2018-12-12,33.189998626708984
2018-12-13,33.04999923706055
2018-12-14,31.93000030517578
2018-12-17,32.040000915527344
2018-12-18,32.41999816894531
2018-12-19,31.950000762939453
2018-12-20,31.31999969482422
2018-12-21,29.700000762939453
2018-12-24,29.06999969482422
2018-12-26,31.1299991607666
2018-12-27,31.59000015258789
2018-12-28,31.110000610351562
2018-12-31,30.479999542236328
2019-01-02,31.719999313354492
2019-01-03,31.299999237060547
2019-01-04,32.810001373291016
2019-01-07,32.630001068115234
2019-01-08,32.7400016784668
2019-01-09,33.400001525878906
2019-01-10,33.529998779296875
2019-01-11,33.560001373291016
2019-01-14,33.810001373291016
2019-01-15,34.2400016784668
2019-01-16,35.029998779296875
2019-01-17,35.52000045776367
2019-01-18,36.43000030517578
2019-01-22,35.58000183105469
2019-01-23,35.58000183105469
2019-01-24,36.43000030517578
2019-01-25,37.66999816894531
2019-01-28,37.279998779296875
2019-01-29,36.529998779296875
2019-01-30,37.04999923706055
2019-01-31,37.34000015258789
2019-02-01,37.43000030517578
2019-02-04,37.119998931884766
2019-02-05,37.47999954223633
2019-02-06,37.349998474121094
2019-02-07,35.849998474121094
2019-02-08,35.27000045776367
2019-02-11,35.70000076293945
2019-02-12,40.68000030517578
2019-02-13,41.380001068115234
2019-02-14,40.939998626708984
2019-02-15,41.95000076293945
2019-02-19,42.7599983215332
2019-02-20,43.34000015258789
2019-02-21,43.15999984741211
2019-02-22,43.08000183105469
2019-02-25,43.43000030517578
2019-02-26,42.619998931884766
2019-02-27,40.95000076293945
2019-02-28,38.720001220703125
2019-03-01,38.970001220703125
2019-03-04,39.439998626708984
2019-03-05,39.470001220703125
2019-03-06,38.79999923706055
2019-03-07,37.529998779296875
2019-03-08,37.619998931884766
2019-03-11,37.7599983215332
2019-03-12,38.619998931884766
2019-03-13,38.59000015258789
2019-03-14,38.77000045776367
2019-03-15,39.56999969482422
2019-03-18,40.58000183105469
2019-03-19,40.130001068115234
2019-03-20,38.029998779296875
2019-03-21,38.150001525878906
2019-03-22,35.540000915527344
2019-03-25,34.91999816894531
2019-03-26,35.9900016784668
2019-03-27,35.279998779296875
2019-03-28,35.560001373291016
2019-03-29,36.290000915527344
2019-04-01,38.2400016784668
2019-04-02,37.06999969482422
2019-04-03,37.29999923706055
2019-04-04,37.47999954223633
2019-04-05,37.81999969482422
2019-04-08,38.709999084472656
2019-04-09,37.97999954223633
2019-04-10,38.72999954223633
2019-04-11,39.529998779296875
2019-04-12,39.97999954223633
2019-04-15,40.27000045776367
2019-04-16,41.56999969482422
2019-04-17,41.220001220703125
2019-04-18,41.189998626708984
2019-04-22,41.0099983215332
2019-04-23,41.130001068115234
2019-04-24,40.25
2019-04-25,40.290000915527344
2019-04-26,40.970001220703125
2019-04-29,41.790000915527344
2019-04-30,41.790000915527344
2019-05-01,41.95000076293945
2019-05-02,41.849998474121094
2019-05-03,42.220001220703125
2019-05-06,42.83000183105469
2019-05-07,40.15999984741211
2019-05-08,40.20000076293945
2019-05-09,39.709999084472656
2019-05-10,39.349998474121094
2019-05-13,36.5
2019-05-14,37.83000183105469
2019-05-15,37.709999084472656
2019-05-16,38.369998931884766
2019-05-17,37.40999984741211
2019-05-20,37.41999816894531
2019-05-21,38.7400016784668
2019-05-22,38.22999954223633
2019-05-23,36.560001373291016
2019-05-24,37.7599983215332
2019-05-28,37.380001068115234
2019-05-29,37.369998931884766
2019-05-30,37.150001525878906
2019-05-31,35.4900016784668
2019-06-03,35.88999938964844
2019-06-04,37.9900016784668
2019-06-05,36.689998626708984
2019-06-06,37.43000030517578
2019-06-07,37.959999084472656
2019-06-10,38.540000915527344
2019-06-11,39.189998626708984
2019-06-12,38.41999816894531
2019-06-13,38.459999084472656
2019-06-14,38.45000076293945
2019-06-17,37.650001525878906
2019-06-18,38.2400016784668
2019-06-19,38.0
2019-06-20,38.45000076293945
2019-06-21,38.11000061035156
2019-06-24,38.119998931884766
2019-06-25,33.65999984741211
2019-06-26,34.36000061035156
2019-06-27,35.029998779296875
2019-06-28,36.689998626708984
2019-07-01,37.0099983215332
2019-07-02,36.150001525878906
2019-07-03,36.619998931884766
2019-07-05,37.099998474121094
2019-07-08,37.040000915527344
2019-07-09,37.56999969482422
2019-07-10,37.31999969482422
2019-07-11,37.810001373291016
2019-07-12,38.34000015258789
2019-07-15,38.060001373291016
2019-07-16,37.95000076293945
2019-07-17,37.22999954223633
2019-07-18,37.290000915527344
2019-07-19,37.560001373291016
2019-07-22,37.20000076293945
2019-07-23,38.349998474121094
2019-07-24,39.099998474121094
2019-07-25,38.560001373291016
2019-07-26,39.29999923706055
2019-07-29,38.86000061035156
2019-07-30,39.2400016784668
2019-07-31,39.16999816894531
2019-08-01,35.77000045776367
2019-08-02,34.599998474121094
2019-08-05,33.84000015258789
2019-08-06,35.779998779296875
2019-08-07,34.93000030517578
2019-08-08,35.91999816894531
2019-08-09,34.7599983215332
2019-08-12,33.7400016784668
2019-08-13,35.150001525878906
2019-08-14,34.220001220703125
2019-08-15,33.81999969482422
2019-08-16,35.2400016784668
2019-08-19,35.599998474121094
2019-08-20,34.849998474121094
2019-08-21,35.38999938964844
2019-08-22,35.599998474121094
2019-08-23,34.279998779296875
2019-08-26,35.25
2019-08-27,34.619998931884766
2019-08-28,34.650001525878906
2019-08-29,34.75
2019-08-30,35.2599983215332
2019-09-03,34.56999969482422
2019-09-04,35.06999969482422
2019-09-05,36.38999938964844
2019-09-06,36.47999954223633
2019-09-09,37.83000183105469
2019-09-10,39.099998474121094
2019-09-11,39.29999923706055
2019-09-12,39.4900016784668
2019-09-13,40.630001068115234
2019-09-16,39.81999969482422
2019-09-17,40.040000915527344
2019-09-18,40.04999923706055
2019-09-19,40.75
2019-09-20,40.310001373291016
2019-09-23,40.619998931884766
2019-09-24,39.970001220703125
2019-09-25,40.36000061035156
2019-09-26,40.70000076293945
2019-09-27,40.52000045776367
2019-09-30,40.470001220703125
2019-10-01,39.02000045776367
2019-10-02,36.9900016784668
2019-10-03,36.4900016784668
2019-10-04,37.17499923706055
2019-10-07,36.91999816894531
2019-10-08,35.15999984741211
2019-10-09,35.25
2019-10-10,35.72999954223633
2019-10-11,36.65999984741211
2019-10-14,36.5
2019-10-15,37.290000915527344
2019-10-16,37.310001373291016
2019-10-17,37.0
2019-10-18,36.95500183105469
2019-10-21,37.689998626708984
2019-10-22,38.16999816894531
2019-10-23,38.15999984741211
2019-10-24,38.369998931884766
2019-10-25,38.209999084472656
2019-10-28,39.04999923706055
2019-10-29,39.459999084472656
2019-10-30,38.4900016784668
2019-10-31,37.7599983215332
2019-11-01,39.04999923706055
2019-11-04,40.06999969482422
2019-11-05,41.04999923706055
2019-11-06,41.31999969482422
2019-11-07,42.02000045776367
2019-11-08,41.02000045776367
2019-11-11,40.90999984741211
2019-11-12,41.22999954223633
2019-11-13,40.02000045776367
2019-11-14,40.040000915527344
2019-11-15,40.43000030517578
2019-11-18,40.220001220703125
2019-11-19,40.40999984741211
2019-11-20,40.099998474121094
2019-11-21,39.630001068115234
2019-11-22,40.119998931884766
2019-11-25,40.77000045776367
2019-11-26,40.599998474121094
2019-11-27,41.290000915527344
2019-11-29,41.15999984741211
2019-12-02,40.599998474121094
2019-12-03,38.099998474121094
2019-12-04,38.34000015258789
2019-12-05,38.560001373291016
2019-12-06,39.90999984741211
2019-12-09,39.369998931884766
2019-12-10,39.40999984741211
2019-12-11,39.84000015258789
2019-12-12,41.68000030517578
2019-12-13,42.189998626708984
2019-12-16,42.33000183105469
2019-12-17,42.7599983215332
2019-12-18,42.34000015258789
2019-12-19,42.02000045776367
2019-12-20,41.29999923706055
2019-12-23,40.849998474121094
2019-12-24,40.5
2019-12-26,40.060001373291016
2019-12-27,39.4900016784668
2019-12-30,38.849998474121094
2019-12-31,39.22999954223633
2020-01-02,39.220001220703125
2020-01-03,38.9900016784668
2020-01-06,37.959999084472656
2020-01-07,37.900001525878906
2020-01-08,38.459999084472656
2020-01-09,39.38999938964844
2020-01-10,39.11000061035156
2020-01-13,39.83000183105469
2020-01-14,39.900001525878906
2020-01-15,40.16999816894531
2020-01-16,40.68000030517578
2020-01-17,40.9900016784668
2020-01-21,40.75
2020-01-22,40.9900016784668
2020-01-23,41.5
2020-01-24,40.75
2020-01-27,39.31999969482422
2020-01-28,39.810001373291016
2020-01-29,39.81999969482422
2020-01-30,39.540000915527344
2020-01-31,38.900001525878906
2020-02-03,39.5099983215332
2020-02-04,40.40999984741211
2020-02-05,42.540000915527344
2020-02-06,42.2599983215332
2020-02-07,42.209999084472656
2020-02-10,42.11000061035156
2020-02-11,46.599998474121094
2020-02-12,46.029998779296875
2020-02-13,45.97999954223633
2020-02-14,46.650001525878906
2020-02-18,47.040000915527344
2020-02-19,46.900001525878906
2020-02-20,47.369998931884766
2020-02-21,46.099998474121094
2020-02-24,43.119998931884766
2020-02-25,41.61000061035156
2020-02-26,40.810001373291016
2020-02-27,37.90999984741211
2020-02-28,35.84000015258789
2020-03-02,37.459999084472656
2020-03-03,34.15999984741211
2020-03-04,35.04999923706055
2020-03-05,31.969999313354492
2020-03-06,29.770000457763672
2020-03-09,23.670000076293945
2020-03-10,27.06999969482422
2020-03-11,24.030000686645508
2020-03-12,19.940000534057617
2020-03-13,23.260000228881836
2020-03-16,18.110000610351562
2020-03-17,19.440000534057617
2020-03-18,16.700000762939453
2020-03-19,17.25
2020-03-20,16.149999618530273
2020-03-23,16.690000534057617
2020-03-24,21.579999923706055
2020-03-25,24.43000030517578
2020-03-26,26.540000915527344
2020-03-27,25.280000686645508
2020-03-30,25.520000457763672
2020-03-31,24.170000076293945
2020-04-01,21.200000762939453
2020-04-02,20.389999389648438
2020-04-03,19.700000762939453
2020-04-06,22.670000076293945
2020-04-07,22.899999618530273
2020-04-08,25.489999771118164
2020-04-09,27.520000457763672
2020-04-13,25.6200008392334
2020-04-14,25.389999389648438
2020-04-15,21.809999465942383
2020-04-16,21.040000915527344
2020-04-17,22.600000381469727
2020-04-20,21.489999771118164
2020-04-21,19.93000030517578
2020-04-22,20.549999237060547
2020-04-23,20.540000915527344
2020-04-24,22.3799991607666
2020-04-27,23.649999618530273
2020-04-28,25.329999923706055
2020-04-29,27.229999542236328
2020-04-30,25.709999084472656
2020-05-01,24.709999084472656
2020-05-04,25.219999313354492
2020-05-05,25.3700008392334
2020-05-06,24.100000381469727
2020-05-07,26.969999313354492
2020-05-08,28.729999542236328
2020-05-11,28.09000015258789
2020-05-12,26.959999084472656
2020-05-13,24.93000030517578
2020-05-14,26.31999969482422
2020-05-15,26.68000030517578
2020-05-18,29.649999618530273
2020-05-19,28.489999771118164
2020-05-20,29.280000686645508
2020-05-21,29.780000686645508
2020-05-22,28.850000381469727
2020-05-26,31.579999923706055
2020-05-27,31.719999313354492
2020-05-28,30.81999969482422
2020-05-29,29.709999084472656
2020-06-01,30.690000534057617
2020-06-02,30.59000015258789
2020-06-03,32.349998474121094
2020-06-04,33.7400016784668
2020-06-05,35.58000183105469
2020-06-08,38.560001373291016
2020-06-09,37.04999923706055
2020-06-10,34.7400016784668
2020-06-11,29.700000762939453
2020-06-12,32.06999969482422
2020-06-15,33.060001373291016
2020-06-16,32.9900016784668
2020-06-17,31.899999618530273
2020-06-18,31.639999389648438
2020-06-19,31.309999465942383
2020-06-22,31.219999313354492
2020-06-23,30.649999618530273
2020-06-24,28.270000457763672
2020-06-25,28.459999084472656
2020-06-26,26.229999542236328
2020-06-29,26.969999313354492
2020-06-30,27.81999969482422
2020-07-01,26.209999084472656
2020-07-02,26.75
2020-07-06,27.540000915527344
2020-07-07,25.8799991607666
2020-07-08,26.790000915527344
2020-07-09,25.329999923706055
2020-07-10,26.8799991607666
2020-07-13,27.149999618530273
2020-07-14,27.770000457763672
2020-07-15,29.219999313354492
2020-07-16,29.3700008392334
2020-07-17,29.190000534057617
2020-07-20,28.469999313354492
2020-07-21,29.25
2020-07-22,29.395000457763672
2020-07-23,29.514999389648438
2020-07-24,29.149999618530273
2020-07-27,28.850000381469727
2020-07-28,28.059999465942383
2020-07-29,29.1200008392334
2020-07-30,28.309999465942383
2020-07-31,28.34000015258789
2020-08-03,28.709999084472656
2020-08-04,28.170000076293945
2020-08-05,29.68000030517578
2020-08-06,28.68000030517578
2020-08-07,30.729999542236328
2020-08-10,31.729999542236328
2020-08-11,32.16999816894531
2020-08-12,31.780000686645508
2020-08-13,31.639999389648438
2020-08-14,32.18000030517578
2020-08-17,31.0
2020-08-18,30.049999237060547
2020-08-19,29.850000381469727
2020-08-20,29.3700008392334
2020-08-21,28.459999084472656
2020-08-24,31.030000686645508
2020-08-25,31.40999984741211
2020-08-26,31.1200008392334
2020-08-27,31.889999389648438
2020-08-28,31.799999237060547
2020-08-31,30.360000610351562
2020-09-01,30.479999542236328
2020-09-02,30.799999237060547
2020-09-03,30.549999237060547
2020-09-04,32.43000030517578
2020-09-08,30.59000015258789
2020-09-09,30.415000915527344
2020-09-10,29.559999465942383
2020-09-11,29.510000228881836
2020-09-14,29.700000762939453
2020-09-15,28.600000381469727
2020-09-16,29.329999923706055
2020-09-17,28.790000915527344
2020-09-18,28.290000915527344
2020-09-21,26.510000228881836
2020-09-22,26.579999923706055
2020-09-23,26.049999237060547
2020-09-24,25.649999618530273
2020-09-25,25.809999465942383
2020-09-28,27.280000686645508
2020-09-29,26.510000228881836
2020-09-30,26.90999984741211
2020-10-01,27.760000228881836
2020-10-02,28.690000534057617
2020-10-05,29.719999313354492
2020-10-06,29.790000915527344
2020-10-07,30.809999465942383
2020-10-08,31.0
2020-10-09,30.610000610351562
2020-10-12,31.3700008392334
2020-10-13,30.420000076293945
2020-10-14,30.760000228881836
2020-10-15,32.290000915527344
2020-10-16,31.739999771118164
2020-10-19,32.0
2020-10-20,32.279998779296875
2020-10-21,31.34000015258789
2020-10-22,32.40999984741211
2020-10-23,32.970001220703125
2020-10-26,31.510000228881836
2020-10-27,29.6299991607666
2020-10-28,30.100000381469727
2020-10-29,31.809999465942383
2020-10-30,33.099998474121094
2020-11-02,32.58000183105469
2020-11-03,32.90999984741211
2020-11-04,31.31999969482422
2020-11-05,33.209999084472656
2020-11-06,31.520000457763672
2020-11-09,36.709999084472656
2020-11-10,37.279998779296875
2020-11-11,35.04999923706055
2020-11-12,33.65999984741211
2020-11-13,33.900001525878906
2020-11-16,34.70000076293945
2020-11-17,34.4900016784668
2020-11-18,33.959999084472656
2020-11-19,34.11000061035156
2020-11-20,34.0099983215332
2020-11-23,36.93000030517578
2020-11-24,38.310001373291016
2020-11-25,37.61000061035156
2020-11-27,37.15999984741211
2020-11-30,35.099998474121094
2020-12-01,36.38999938964844
2020-12-02,36.59000015258789
2020-12-03,36.040000915527344
2020-12-04,37.47999954223633
2020-12-07,35.779998779296875
2020-12-08,35.09000015258789
2020-12-09,34.70000076293945
2020-12-10,34.540000915527344
2020-12-11,33.68000030517578
2020-12-14,33.34000015258789
2020-12-15,34.790000915527344
2020-12-16,34.599998474121094
2020-12-17,34.7400016784668
2020-12-18,34.04999923706055
2020-12-21,33.61000061035156
2020-12-22,33.630001068115234
2020-12-23,35.43000030517578
2020-12-24,35.439998626708984
2020-12-28,35.38999938964844
2020-12-29,35.15999984741211
2020-12-30,35.77000045776367
2020-12-31,36.20500183105469
2021-01-04,35.220001220703125
2021-01-05,35.939998626708984
2021-01-06,38.869998931884766
2021-01-07,38.92499923706055
2021-01-08,38.599998474121094
2021-01-11,38.404998779296875
2021-01-12,40.20000076293945
2021-01-13,40.7400016784668
2021-01-14,42.290000915527344
2021-01-15,42.16999816894531
2021-01-19,42.650001525878906
2021-01-20,42.52000045776367
2021-01-21,41.38999938964844
2021-01-22,40.560001373291016
2021-01-25,39.54999923706055
2021-01-26,38.25
2021-01-27,36.029998779296875
2021-01-28,37.060001373291016
2021-01-29,35.36000061035156
2021-02-01,36.08000183105469
2021-02-02,37.16999816894531
2021-02-03,37.15999984741211
2021-02-04,39.27000045776367
2021-02-05,40.040000915527344
2021-02-08,41.66999816894531
2021-02-09,41.970001220703125
2021-02-10,41.91999816894531
2021-02-11,40.529998779296875
2021-02-12,40.0
2021-02-16,41.45000076293945
2021-02-17,41.459999084472656
2021-02-18,39.7599983215332
2021-02-19,40.459999084472656
2021-02-22,41.40999984741211
2021-02-23,40.47999954223633
2021-02-24,42.279998779296875
2021-02-25,40.27000045776367
2021-02-26,39.88999938964844
2021-03-01,41.2599983215332
2021-03-02,40.9900016784668
2021-03-03,41.529998779296875
2021-03-04,40.72999954223633
2021-03-05,42.064998626708984
2021-03-08,43.54999923706055
2021-03-09,42.869998931884766
2021-03-10,43.959999084472656
2021-03-11,44.33000183105469
2021-03-12,44.625
2021-03-15,45.63999938964844
2021-03-16,43.66999816894531
2021-03-17,45.41999816894531
2021-03-18,46.31999969482422
2021-03-19,45.59000015258789
2021-03-22,44.41999816894531
2021-03-23,42.5
2021-03-24,41.470001220703125
2021-03-25,42.68000030517578
2021-03-26,43.2400016784668
2021-03-29,42.779998779296875
2021-03-30,44.040000915527344
2021-03-31,44.25
2021-04-01,45.439998626708984
2021-04-05,46.060001373291016
2021-04-06,46.130001068115234
2021-04-07,46.77000045776367
2021-04-08,46.040000915527344
2021-04-09,46.09000015258789
2021-04-12,46.650001525878906
2021-04-13,46.380001068115234
2021-04-14,46.959999084472656
2021-04-15,46.630001068115234
