,MRO
1970-03-25,6.254964828491211
1970-03-26,6.254964828491211
1970-03-30,6.1514058113098145
1970-03-31,6.1928300857543945
1970-04-01,6.358523845672607
1970-04-02,6.379236221313477
1970-04-03,6.358523845672607
1970-04-06,6.337812900543213
1970-04-07,6.441371917724609
1970-04-08,6.441371917724609
1970-04-09,6.420660018920898
1970-04-10,6.317101001739502
1970-04-13,6.254964828491211
1970-04-14,6.2135419845581055
1970-04-15,6.3999481201171875
1970-04-16,6.2342529296875
1970-04-17,6.109982967376709
1970-04-20,6.2135419845581055
1970-04-21,6.1928300857543945
1970-04-22,6.1928300857543945
1970-04-23,6.027134895324707
1970-04-24,5.985712051391602
1970-04-27,5.882153034210205
1970-04-28,5.861441135406494
1970-04-29,5.882153034210205
1970-04-30,5.840729236602783
1970-05-01,5.882153034210205
1970-05-04,5.63361120223999
1970-05-05,5.654323101043701
1970-05-06,5.716457843780518
1970-05-07,5.757882118225098
1970-05-08,5.7993059158325195
1970-05-11,5.757882118225098
1970-05-12,5.7993059158325195
1970-05-13,5.7993059158325195
1970-05-14,5.612898826599121
1970-05-15,5.63361120223999
1970-05-18,5.654323101043701
1970-05-19,5.509339809417725
1970-05-20,5.467916965484619
1970-05-21,5.426493167877197
1970-05-22,5.385068893432617
1970-05-25,5.198663234710693
1970-05-26,5.095104217529297
1970-05-27,5.302221775054932
1970-05-28,5.467916965484619
1970-05-29,5.550764083862305
1970-06-01,5.592187881469727
1970-06-02,5.571475982666016
1970-06-03,5.509339809417725
1970-06-04,5.488627910614014
1970-06-05,5.322934150695801
1970-06-08,5.405780792236328
1970-06-09,5.488627910614014
1970-06-10,5.405780792236328
1970-06-11,5.364357948303223
1970-06-12,5.364357948303223
1970-06-15,5.385068893432617
1970-06-16,5.592187881469727
1970-06-17,5.467916965484619
1970-06-18,5.509339809417725
1970-06-19,5.467916965484619
1970-06-22,5.364357948303223
1970-06-23,5.302221775054932
1970-06-24,5.219375133514404
1970-06-25,5.198663234710693
1970-06-26,5.198663234710693
1970-06-29,5.15723991394043
1970-06-30,5.177950859069824
1970-07-01,5.136528015136719
1970-07-02,5.136528015136719
1970-07-06,5.074391841888428
1970-07-07,4.9915452003479
1970-07-08,5.032968997955322
1970-07-09,5.177950859069824
1970-07-10,5.115816116333008
1970-07-13,5.115816116333008
1970-07-14,5.074391841888428
1970-07-15,5.053680896759033
1970-07-16,5.053680896759033
1970-07-17,5.053680896759033
1970-07-20,5.053680896759033
1970-07-21,5.012257099151611
1970-07-22,4.9915452003479
1970-07-23,5.053680896759033
1970-07-24,5.053680896759033
1970-07-27,5.012257099151611
1970-07-28,4.9915452003479
1970-07-29,5.115816116333008
1970-07-30,5.136528015136719
1970-07-31,5.15723991394043
1970-08-03,5.136528015136719
1970-08-04,5.136528015136719
1970-08-05,5.074391841888428
1970-08-06,5.032968997955322
1970-08-07,5.032968997955322
1970-08-10,4.950121879577637
1970-08-11,4.950121879577637
1970-08-12,4.908698081970215
1970-08-13,4.950121879577637
1970-08-14,4.950121879577637
1970-08-17,4.908698081970215
1970-08-18,4.887986183166504
1970-08-19,4.887986183166504
1970-08-20,4.950121879577637
1970-08-21,5.15723991394043
1970-08-24,5.053680896759033
1970-08-25,5.115816116333008
1970-08-26,5.136528015136719
1970-08-27,5.095104217529297
1970-08-28,5.219375133514404
1970-08-31,5.240087032318115
1970-09-01,5.240087032318115
1970-09-02,5.219375133514404
1970-09-03,5.302221775054932
1970-09-04,5.322934150695801
1970-09-08,5.322934150695801
1970-09-09,5.281509876251221
1970-09-10,5.281509876251221
1970-09-11,5.240087032318115
1970-09-14,5.302221775054932
1970-09-15,5.198663234710693
1970-09-16,5.219375133514404
1970-09-17,5.15723991394043
1970-09-18,5.198663234710693
1970-09-21,5.074391841888428
1970-09-22,5.032968997955322
1970-09-23,5.115816116333008
1970-09-24,5.364357948303223
1970-09-25,5.364357948303223
1970-09-28,5.343646049499512
1970-09-29,5.343646049499512
1970-09-30,5.364357948303223
1970-10-01,5.198663234710693
1970-10-02,5.095104217529297
1970-10-05,5.115816116333008
1970-10-06,5.405780792236328
1970-10-07,5.467916965484619
1970-10-08,5.260798931121826
1970-10-09,5.198663234710693
1970-10-12,5.15723991394043
1970-10-13,5.074391841888428
1970-10-14,5.095104217529297
1970-10-15,5.053680896759033
1970-10-16,5.012257099151611
1970-10-19,5.053680896759033
1970-10-20,5.032968997955322
1970-10-21,5.012257099151611
1970-10-22,5.032968997955322
1970-10-23,4.9915452003479
1970-10-26,4.970832824707031
1970-10-27,4.9915452003479
1970-10-28,4.970832824707031
1970-10-29,4.9915452003479
1970-10-30,4.929409980773926
1970-11-02,4.950121879577637
1970-11-03,4.970832824707031
1970-11-04,4.950121879577637
1970-11-05,4.950121879577637
1970-11-06,5.012257099151611
1970-11-09,5.053680896759033
1970-11-10,5.074391841888428
1970-11-11,5.095104217529297
1970-11-12,4.970832824707031
1970-11-13,4.929409980773926
1970-11-16,4.970832824707031
1970-11-17,4.950121879577637
1970-11-18,4.887986183166504
1970-11-19,4.867273807525635
1970-11-20,4.867273807525635
1970-11-23,4.805139064788818
1970-11-24,4.805139064788818
1970-11-25,4.722291946411133
1970-11-27,4.743002891540527
1970-11-30,4.805139064788818
1970-12-01,4.825850963592529
1970-12-02,4.84656286239624
1970-12-03,4.887986183166504
1970-12-04,4.970832824707031
1970-12-07,5.053680896759033
1970-12-08,4.970832824707031
1970-12-09,5.012257099151611
1970-12-10,5.053680896759033
1970-12-11,4.929409980773926
1970-12-14,4.950121879577637
1970-12-15,4.970832824707031
1970-12-16,4.970832824707031
1970-12-17,5.012257099151611
1970-12-18,4.970832824707031
1970-12-21,5.012257099151611
1970-12-22,5.012257099151611
1970-12-23,5.095104217529297
1970-12-24,5.240087032318115
1970-12-28,5.260798931121826
1970-12-29,5.467916965484619
1970-12-30,5.447205066680908
1970-12-31,5.405780792236328
1971-01-04,5.343646049499512
1971-01-05,5.405780792236328
1971-01-06,5.488627910614014
1971-01-07,5.467916965484619
1971-01-08,5.426493167877197
1971-01-11,5.488627910614014
1971-01-12,5.695746898651123
1971-01-13,5.509339809417725
1971-01-14,5.509339809417725
1971-01-15,5.509339809417725
1971-01-18,5.63361120223999
1971-01-19,5.612898826599121
1971-01-20,5.612898826599121
1971-01-21,5.509339809417725
1971-01-22,5.509339809417725
1971-01-25,5.675034999847412
1971-01-26,5.488627910614014
1971-01-27,5.426493167877197
1971-01-28,5.467916965484619
1971-01-29,5.467916965484619
1971-02-01,5.509339809417725
1971-02-02,5.509339809417725
1971-02-03,5.426493167877197
1971-02-04,5.343646049499512
1971-02-05,5.447205066680908
1971-02-08,5.509339809417725
1971-02-09,5.509339809417725
1971-02-10,5.509339809417725
1971-02-11,5.530052185058594
1971-02-12,5.550764083862305
1971-02-16,5.612898826599121
1971-02-17,5.509339809417725
1971-02-18,5.405780792236328
1971-02-19,5.322934150695801
1971-02-22,5.281509876251221
1971-02-23,5.240087032318115
1971-02-24,5.260798931121826
1971-02-25,5.15723991394043
1971-02-26,5.219375133514404
1971-03-01,5.177950859069824
1971-03-02,5.177950859069824
1971-03-03,5.15723991394043
1971-03-04,5.15723991394043
1971-03-05,5.260798931121826
1971-03-08,5.260798931121826
1971-03-09,5.240087032318115
1971-03-10,5.219375133514404
1971-03-11,5.302221775054932
1971-03-12,5.260798931121826
1971-03-15,5.447205066680908
1971-03-16,5.467916965484619
1971-03-17,5.509339809417725
1971-03-18,5.612898826599121
1971-03-19,5.592187881469727
1971-03-22,5.612898826599121
1971-03-23,5.612898826599121
1971-03-24,5.509339809417725
1971-03-25,5.530052185058594
1971-03-26,5.447205066680908
1971-03-29,5.467916965484619
1971-03-30,5.426493167877197
1971-03-31,5.467916965484619
1971-04-01,5.405780792236328
1971-04-02,5.385068893432617
1971-04-05,5.405780792236328
1971-04-06,5.385068893432617
1971-04-07,5.488627910614014
1971-04-08,5.530052185058594
1971-04-12,5.488627910614014
1971-04-13,5.509339809417725
1971-04-14,5.509339809417725
1971-04-15,5.612898826599121
1971-04-16,5.820016860961914
1971-04-19,5.902864933013916
1971-04-20,5.778594017028809
1971-04-21,5.695746898651123
1971-04-22,5.675034999847412
1971-04-23,5.592187881469727
1971-04-26,5.63361120223999
1971-04-27,5.820016860961914
1971-04-28,5.840729236602783
1971-04-29,5.757882118225098
1971-04-30,5.757882118225098
1971-05-03,5.592187881469727
1971-05-04,5.63361120223999
1971-05-05,5.654323101043701
1971-05-06,5.654323101043701
1971-05-07,5.654323101043701
1971-05-10,5.592187881469727
1971-05-11,5.63361120223999
1971-05-12,5.675034999847412
1971-05-13,5.695746898651123
1971-05-14,5.612898826599121
1971-05-17,5.530052185058594
1971-05-18,5.509339809417725
1971-05-19,5.571475982666016
1971-05-20,5.530052185058594
1971-05-21,5.550764083862305
1971-05-24,5.509339809417725
1971-05-25,5.530052185058594
1971-05-26,5.488627910614014
1971-05-27,5.509339809417725
1971-05-28,5.488627910614014
1971-06-01,5.488627910614014
1971-06-02,5.447205066680908
1971-06-03,5.405780792236328
1971-06-04,5.385068893432617
1971-06-07,5.322934150695801
1971-06-08,5.302221775054932
1971-06-09,5.281509876251221
1971-06-10,5.302221775054932
1971-06-11,5.260798931121826
1971-06-14,5.219375133514404
1971-06-15,5.177950859069824
1971-06-16,5.198663234710693
1971-06-17,5.177950859069824
