,DUOT
2017-05-30,5.25
2017-05-31,5.5
2017-06-01,5.0
2017-06-02,5.849999904632568
2017-06-05,5.5
2017-06-06,5.599999904632568
2017-06-07,6.0
2017-06-08,6.150000095367432
2017-06-09,6.150000095367432
2017-06-12,5.800000190734863
2017-06-13,6.25
2017-06-14,6.25
2017-06-15,5.800000190734863
2017-06-16,5.929999828338623
2017-06-19,5.849999904632568
2017-06-20,5.900000095367432
2017-06-21,5.5
2017-06-22,5.5
2017-06-23,5.5
2017-06-26,5.329999923706055
2017-06-27,5.349999904632568
2017-06-28,5.400000095367432
2017-06-29,5.25
2017-06-30,5.349999904632568
2017-07-03,5.349999904632568
2017-07-05,5.125
2017-07-06,5.400000095367432
2017-07-07,5.400000095367432
2017-07-10,5.400000095367432
2017-07-11,5.400000095367432
2017-07-12,5.300000190734863
2017-07-13,4.110000133514404
2017-07-14,4.409999847412109
2017-07-17,4.739999771118164
2017-07-18,4.739999771118164
2017-07-19,4.739999771118164
2017-07-20,4.739999771118164
2017-07-21,4.739999771118164
2017-07-24,4.739999771118164
2017-07-25,4.739999771118164
2017-07-26,4.739999771118164
2017-07-27,4.739999771118164
2017-07-28,4.739999771118164
2017-07-31,4.739999771118164
2017-08-01,4.0
2017-08-02,4.0
2017-08-03,3.0799999237060547
2017-08-04,3.0799999237060547
2017-08-07,3.0799999237060547
2017-08-08,3.0799999237060547
2017-08-09,3.0
2017-08-10,3.0
2017-08-11,3.0
2017-08-14,3.0
2017-08-15,3.0
2017-08-16,2.9000000953674316
2017-08-17,2.9000000953674316
2017-08-18,2.9000000953674316
2017-08-21,2.9000000953674316
2017-08-22,2.9100000858306885
2017-08-23,2.549999952316284
2017-08-24,2.5490000247955322
2017-08-25,2.5490000247955322
2017-08-28,2.5490000247955322
2017-08-29,2.5490000247955322
2017-08-30,2.5490000247955322
2017-08-31,2.5490000247955322
2017-09-01,2.5490000247955322
2017-09-05,2.5490000247955322
2017-09-06,2.5490000247955322
2017-09-07,2.5490000247955322
2017-09-08,2.5490000247955322
2017-09-11,2.5490000247955322
2017-09-12,2.5490000247955322
2017-09-13,2.5490000247955322
2017-09-14,2.5490000247955322
2017-09-15,2.75
2017-09-18,2.75
2017-09-19,2.6500000953674316
2017-09-20,2.6500000953674316
2017-09-21,2.6500000953674316
2017-09-22,2.6500000953674316
2017-09-25,2.6500000953674316
2017-09-26,2.6500000953674316
2017-09-27,2.6500000953674316
2017-09-28,2.6500000953674316
2017-09-29,2.6500000953674316
2017-10-02,2.6500000953674316
2017-10-03,2.6500000953674316
2017-10-04,2.6500000953674316
2017-10-05,2.6500000953674316
2017-10-06,2.6500000953674316
2017-10-09,2.6500000953674316
2017-10-10,2.5
2017-10-11,2.5
2017-10-12,2.5
2017-10-13,2.5
2017-10-16,2.25
2017-10-17,2.25
2017-10-18,2.25
2017-10-19,2.25
2017-10-20,2.25
2017-10-23,2.990000009536743
2017-10-24,2.990000009536743
2017-10-25,1.5
2017-10-26,1.5
2017-10-27,1.5
2017-10-30,1.5
2017-10-31,1.5
2017-11-01,1.5
2017-11-02,1.5
2017-11-03,1.5
2017-11-06,1.5
2017-11-07,1.5
2017-11-08,1.5
2017-11-09,1.5
2017-11-10,1.5
2017-11-13,1.5
2017-11-14,1.5
2017-11-15,1.5
2017-11-16,1.5
2017-11-17,1.5
2017-11-20,1.5
2017-11-21,1.5
2017-11-22,1.5
2017-11-24,1.5
2017-11-27,1.5
2017-11-28,1.5
2017-11-29,2.0
2017-11-30,1.5
2017-12-01,1.600000023841858
2017-12-04,1.5
2017-12-05,1.4900000095367432
2017-12-06,1.4900000095367432
2017-12-07,1.4900000095367432
2017-12-08,1.5499999523162842
2017-12-11,1.5499999523162842
2017-12-12,1.4500000476837158
2017-12-13,1.4500000476837158
2017-12-14,1.2999999523162842
2017-12-15,1.2999999523162842
2017-12-18,1.2999999523162842
2017-12-19,1.2999999523162842
2017-12-20,1.5399999618530273
2017-12-21,1.5399999618530273
2017-12-22,1.5399999618530273
2017-12-26,1.2999999523162842
2017-12-27,1.0099999904632568
2017-12-28,1.0099999904632568
2017-12-29,0.5400000214576721
2018-01-02,0.5600000023841858
2018-01-03,0.5099999904632568
2018-01-04,0.5099999904632568
2018-01-05,0.5099999904632568
2018-01-08,0.5099999904632568
2018-01-09,0.47999998927116394
2018-01-10,0.49000000953674316
2018-01-11,0.49000000953674316
2018-01-12,0.5
2018-01-16,0.5
2018-01-17,0.5
2018-01-18,0.49000000953674316
2018-01-19,0.49000000953674316
2018-01-22,0.49000000953674316
2018-01-23,0.49000000953674316
2018-01-24,0.5
2018-01-25,0.49000000953674316
2018-01-26,0.49000000953674316
2018-01-29,0.49000000953674316
2018-01-30,0.47999998927116394
2018-01-31,0.47999998927116394
2018-02-01,0.47999998927116394
2018-02-02,0.47999998927116394
2018-02-05,0.47999998927116394
2018-02-06,0.47999998927116394
2018-02-07,0.47999998927116394
2018-02-08,0.47999998927116394
2018-02-09,0.47999998927116394
2018-02-12,0.17000000178813934
2018-02-13,0.17000000178813934
2018-02-14,0.17000000178813934
2018-02-15,0.17000000178813934
2018-02-16,0.17000000178813934
2018-02-20,0.17000000178813934
2018-02-21,0.17000000178813934
2018-02-22,0.17000000178813934
2018-02-23,0.17000000178813934
2018-02-26,0.17000000178813934
2018-02-27,0.17000000178813934
2018-02-28,0.47999998927116394
2018-03-01,0.47999998927116394
2018-03-02,0.47999998927116394
2018-03-05,0.46000000834465027
2018-03-06,0.4000000059604645
2018-03-07,0.4000000059604645
2018-03-08,0.4000000059604645
2018-03-09,0.44999998807907104
2018-03-12,0.44999998807907104
2018-03-13,0.4000000059604645
2018-03-14,0.4000000059604645
2018-03-15,0.4000000059604645
2018-03-16,0.4000000059604645
2018-03-19,0.4000000059604645
2018-03-20,0.4000000059604645
2018-03-21,0.4000000059604645
2018-03-22,0.4000000059604645
2018-03-23,0.4000000059604645
2018-03-26,0.4000000059604645
2018-03-27,0.4000000059604645
2018-03-28,0.4000000059604645
2018-03-29,0.38999998569488525
2018-04-02,0.3700000047683716
2018-04-03,0.3499999940395355
2018-04-04,0.3499999940395355
2018-04-05,0.3499999940395355
2018-04-06,0.3499999940395355
2018-04-09,0.4000000059604645
2018-04-10,0.30000001192092896
2018-04-11,0.30000001192092896
2018-04-12,0.30000001192092896
2018-04-13,0.27000001072883606
2018-04-16,0.27000001072883606
2018-04-17,0.4000000059604645
2018-04-18,0.4399999976158142
2018-04-19,0.3499999940395355
2018-04-20,0.25
2018-04-23,0.2549999952316284
2018-04-24,0.2549999952316284
2018-04-25,0.2549999952316284
2018-04-26,0.25
2018-04-27,0.25200000405311584
2018-04-30,0.25999999046325684
2018-05-01,0.30000001192092896
2018-05-02,0.30000001192092896
2018-05-03,0.3319999873638153
2018-05-04,0.25999999046325684
2018-05-07,0.25999999046325684
2018-05-08,0.25
2018-05-09,0.25
2018-05-10,0.25
2018-05-11,0.25
2018-05-14,0.25
2018-05-15,0.3199999928474426
2018-05-16,0.33000001311302185
2018-05-17,0.4000000059604645
2018-05-18,0.4399999976158142
2018-05-21,0.45500001311302185
2018-05-22,0.38999998569488525
2018-05-23,0.42500001192092896
2018-05-24,0.44999998807907104
2018-05-25,0.44999998807907104
2018-05-29,0.4099999964237213
2018-05-30,0.41999998688697815
2018-05-31,0.4099999964237213
2018-06-01,0.4099999964237213
2018-06-04,0.4099999964237213
2018-06-05,0.38999998569488525
2018-06-06,0.4000000059604645
2018-06-07,0.4000000059604645
2018-06-08,0.3799999952316284
2018-06-11,0.3799999952316284
2018-06-12,0.4000000059604645
2018-06-13,0.4000000059604645
2018-06-14,0.4099999964237213
2018-06-15,0.41999998688697815
2018-06-18,0.44999998807907104
2018-06-19,0.44999998807907104
2018-06-20,0.4399999976158142
2018-06-21,0.46000000834465027
2018-06-22,0.46000000834465027
2018-06-25,0.46000000834465027
2018-06-26,0.46000000834465027
2018-06-27,0.44999998807907104
2018-06-28,0.46000000834465027
2018-06-29,0.46000000834465027
2018-07-02,0.46000000834465027
2018-07-03,0.46000000834465027
2018-07-05,0.46000000834465027
2018-07-06,0.46000000834465027
2018-07-09,0.46000000834465027
2018-07-10,0.4699999988079071
2018-07-11,0.47999998927116394
2018-07-12,0.44999998807907104
2018-07-13,0.46000000834465027
2018-07-16,0.46000000834465027
2018-07-17,0.46000000834465027
2018-07-18,0.4399999976158142
2018-07-19,0.44999998807907104
2018-07-20,0.4449999928474426
2018-07-23,0.46000000834465027
2018-07-24,0.44999998807907104
2018-07-25,0.44999998807907104
2018-07-26,0.4699999988079071
2018-07-27,0.46000000834465027
2018-07-30,0.4300000071525574
2018-07-31,0.4300000071525574
2018-08-01,0.4300000071525574
2018-08-02,0.4300000071525574
2018-08-03,0.3799999952316284
2018-08-06,0.42800000309944153
2018-08-07,0.41999998688697815
2018-08-08,0.41999998688697815
2018-08-09,0.4300000071525574
2018-08-10,0.44999998807907104
2018-08-13,0.4399999976158142
2018-08-14,0.4399999976158142
2018-08-15,0.4399999976158142
2018-08-16,0.44999998807907104
2018-08-17,0.44999998807907104
2018-08-20,0.44999998807907104
2018-08-21,0.49000000953674316
2018-08-22,0.4300000071525574
2018-08-23,0.4300000071525574
2018-08-24,0.46000000834465027
2018-08-27,0.4699999988079071
2018-08-28,0.46000000834465027
2018-08-29,0.49000000953674316
2018-08-30,0.44999998807907104
2018-08-31,0.46000000834465027
2018-09-04,0.46000000834465027
2018-09-05,0.44999998807907104
2018-09-06,0.5
2018-09-07,0.49000000953674316
2018-09-10,0.5600000023841858
2018-09-11,0.5600000023841858
2018-09-12,0.5899999737739563
2018-09-13,0.5299999713897705
2018-09-14,0.550000011920929
2018-09-17,0.550000011920929
2018-09-18,0.5600000023841858
2018-09-19,0.5600000023841858
2018-09-20,0.5600000023841858
2018-09-21,0.5600000023841858
2018-09-24,0.5600000023841858
2018-09-25,0.5600000023841858
2018-09-26,0.5099999904632568
2018-09-27,0.5099999904632568
2018-09-28,0.5299999713897705
2018-10-01,0.5099999904632568
2018-10-02,0.5199999809265137
2018-10-03,0.5
2018-10-04,0.5199999809265137
2018-10-05,0.5
2018-10-08,0.5199999809265137
2018-10-09,0.5
2018-10-10,0.492000013589859
2018-10-11,0.5
2018-10-12,0.5199999809265137
2018-10-15,0.49000000953674316
2018-10-16,0.5099999904632568
2018-10-17,0.49000000953674316
2018-10-18,0.5
2018-10-19,0.5
2018-10-22,0.5009999871253967
2018-10-23,0.5
2018-10-24,0.5299999713897705
2018-10-25,0.49000000953674316
2018-10-26,0.5099999904632568
2018-10-29,0.5199999809265137
2018-10-30,0.5199999809265137
2018-10-31,0.5199999809265137
2018-11-01,0.5199999809265137
2018-11-02,0.5199999809265137
2018-11-05,0.5400000214576721
2018-11-06,0.5299999713897705
2018-11-07,0.5299999713897705
2018-11-08,0.5299999713897705
2018-11-09,0.5299999713897705
2018-11-12,0.5299999713897705
2018-11-13,0.5299999713897705
2018-11-14,0.5
2018-11-15,0.5
2018-11-16,0.5099999904632568
2018-11-19,0.5
2018-11-20,0.5
2018-11-21,0.5099999904632568
2018-11-23,0.5
2018-11-26,0.5
2018-11-27,0.5
2018-11-28,0.5
2018-11-29,0.5
2018-11-30,0.5
2018-12-03,0.5
2018-12-04,0.5
2018-12-06,0.5
2018-12-07,0.5
2018-12-10,0.44999998807907104
2018-12-11,0.44999998807907104
2018-12-12,0.44999998807907104
2018-12-13,0.44999998807907104
2018-12-14,0.44999998807907104
2018-12-17,0.44999998807907104
2018-12-18,0.41999998688697815
2018-12-19,0.44999998807907104
2018-12-20,0.44999998807907104
2018-12-21,0.44999998807907104
2018-12-24,0.44999998807907104
2018-12-26,0.44999998807907104
2018-12-27,0.44999998807907104
2018-12-28,0.4399999976158142
2018-12-31,0.5
2019-01-02,0.5
2019-01-03,0.5
2019-01-04,0.5
2019-01-07,0.5
2019-01-08,0.5
2019-01-09,0.5
2019-01-10,0.5
2019-01-11,0.5299999713897705
2019-01-14,0.5400000214576721
2019-01-15,0.5299999713897705
2019-01-16,0.5299999713897705
2019-01-17,0.5400000214576721
2019-01-18,0.5400000214576721
2019-01-22,0.5299999713897705
2019-01-23,0.5299999713897705
2019-01-24,0.5199999809265137
2019-01-25,0.5400000214576721
2019-01-28,0.5199999809265137
2019-01-29,0.5299999713897705
2019-01-30,0.5400000214576721
2019-01-31,0.5400000214576721
2019-02-01,0.5299999713897705
2019-02-04,0.5
2019-02-05,0.6000000238418579
2019-02-06,0.5699999928474426
2019-02-07,0.5600000023841858
2019-02-08,0.5699999928474426
2019-02-11,0.5699999928474426
2019-02-12,0.5699999928474426
2019-02-13,0.46000000834465027
2019-02-14,0.5699999928474426
2019-02-15,0.5389999747276306
2019-02-19,0.550000011920929
2019-02-20,0.5699999928474426
2019-02-21,0.5600000023841858
2019-02-22,0.550000011920929
2019-02-25,0.550000011920929
2019-02-26,0.550000011920929
2019-02-27,0.550000011920929
2019-02-28,0.6000000238418579
2019-03-01,0.6200000047683716
2019-03-04,0.6200000047683716
2019-03-05,0.6000000238418579
2019-03-06,0.625
2019-03-07,0.6700000166893005
2019-03-08,0.6499999761581421
2019-03-11,0.6499999761581421
2019-03-12,0.6489999890327454
2019-03-13,0.6800000071525574
2019-03-14,0.6899999976158142
2019-03-15,0.6800000071525574
2019-03-18,0.6800000071525574
2019-03-19,0.6800000071525574
2019-03-20,0.6600000262260437
2019-03-21,0.6600000262260437
2019-03-22,0.6600000262260437
2019-03-25,0.6100000143051147
2019-03-26,0.7200000286102295
2019-03-27,0.7400000095367432
2019-03-28,0.7400000095367432
2019-03-29,0.7400000095367432
2019-04-01,0.7400000095367432
2019-04-02,0.75
2019-04-03,0.75
2019-04-04,0.75
2019-04-05,0.75
2019-04-08,0.699999988079071
2019-04-09,0.6499999761581421
2019-04-10,0.6700000166893005
2019-04-11,0.6499999761581421
2019-04-12,0.7200000286102295
2019-04-15,0.7099999785423279
2019-04-16,0.699999988079071
2019-04-17,0.800000011920929
2019-04-18,0.7200000286102295
2019-04-22,0.7200000286102295
2019-04-23,0.7799999713897705
2019-04-24,0.7789999842643738
2019-04-25,0.7200000286102295
2019-04-26,0.7200000286102295
2019-04-29,0.7400000095367432
2019-04-30,0.7200000286102295
2019-05-01,0.699999988079071
2019-05-02,0.699999988079071
2019-05-03,0.699999988079071
2019-05-06,0.6800000071525574
2019-05-07,0.6800000071525574
2019-05-08,0.699999988079071
2019-05-09,0.699999988079071
2019-05-10,0.699999988079071
2019-05-13,0.6800000071525574
2019-05-14,0.699999988079071
2019-05-15,0.7200000286102295
