,ARPO
2019-11-01,0.5590000152587891
2019-11-04,0.5590000152587891
2019-11-05,0.5400000214576721
2019-11-06,0.5550000071525574
2019-11-07,0.5400000214576721
2019-11-08,0.5400000214576721
2019-11-11,0.550000011920929
2019-11-12,0.5350000262260437
2019-11-13,0.4869999885559082
2019-11-14,0.5139999985694885
2019-11-15,0.5350000262260437
2019-11-18,0.5090000033378601
2019-11-19,0.5149999856948853
2019-11-20,0.5199999809265137
2019-11-21,0.5180000066757202
2019-11-22,0.5329999923706055
2019-11-25,0.531000018119812
2019-11-26,0.5379999876022339
2019-11-27,0.574999988079071
2019-11-29,0.6190000176429749
2019-12-02,0.628000020980835
2019-12-03,0.6129999756813049
2019-12-04,0.6000000238418579
2019-12-05,0.5899999737739563
2019-12-06,0.5600000023841858
2019-12-09,0.5490000247955322
2019-12-10,0.5590000152587891
2019-12-11,0.5680000185966492
2019-12-12,0.5699999928474426
2019-12-13,0.5699999928474426
2019-12-16,0.5680000185966492
2019-12-17,0.5630000233650208
2019-12-18,0.5699999928474426
2019-12-19,0.5740000009536743
2019-12-20,0.5640000104904175
2019-12-23,0.5529999732971191
2019-12-24,0.5379999876022339
2019-12-26,0.5600000023841858
2019-12-27,0.5799999833106995
2019-12-30,0.6000000238418579
2019-12-31,0.6240000128746033
2020-01-02,0.6399999856948853
2020-01-03,0.6399999856948853
2020-01-06,0.6480000019073486
2020-01-07,0.6629999876022339
2020-01-08,0.6169999837875366
2020-01-09,0.6330000162124634
2020-01-10,0.6169999837875366
2020-01-13,0.6060000061988831
2020-01-14,0.6050000190734863
2020-01-15,0.6169999837875366
2020-01-16,0.6169999837875366
2020-01-17,0.6150000095367432
2020-01-21,0.621999979019165
2020-01-22,0.6269999742507935
2020-01-23,0.6290000081062317
2020-01-24,0.6579999923706055
2020-01-27,0.6499999761581421
2020-01-28,0.6600000262260437
2020-01-29,0.671999990940094
2020-01-30,0.6499999761581421
2020-01-31,0.6700000166893005
2020-02-03,0.675000011920929
2020-02-04,0.6940000057220459
2020-02-05,0.7049999833106995
2020-02-06,0.7099999785423279
2020-02-07,0.6800000071525574
2020-02-10,0.6399999856948853
2020-02-11,0.640999972820282
2020-02-12,0.6499999761581421
2020-02-13,0.6499999761581421
2020-02-14,0.6539999842643738
2020-02-18,0.6850000023841858
2020-02-19,0.6769999861717224
2020-02-20,0.6930000185966492
2020-02-21,0.6949999928474426
2020-02-24,0.6800000071525574
2020-02-25,0.6539999842643738
2020-02-26,0.6499999761581421
2020-02-27,0.640999972820282
2020-02-28,0.6460000276565552
2020-03-02,0.640999972820282
2020-03-03,0.6389999985694885
2020-03-04,0.6629999876022339
2020-03-05,0.6600000262260437
2020-03-06,0.6349999904632568
2020-03-09,0.5920000076293945
2020-03-10,0.5899999737739563
2020-03-11,0.5400000214576721
2020-03-12,0.5249999761581421
2020-03-13,0.5600000023841858
2020-03-16,0.5199999809265137
2020-03-17,0.5270000100135803
2020-03-18,0.44999998807907104
2020-03-19,0.44999998807907104
2020-03-20,0.460999995470047
2020-03-23,0.4830000102519989
2020-03-24,0.5
2020-03-25,0.503000020980835
2020-03-26,0.5189999938011169
2020-03-27,0.5199999809265137
2020-03-30,0.5
2020-03-31,0.550000011920929
2020-04-01,0.5490000247955322
2020-04-02,0.5339999794960022
2020-04-03,0.5299999713897705
2020-04-06,0.5410000085830688
2020-04-07,0.550000011920929
2020-04-08,0.5460000038146973
2020-04-09,0.550000011920929
2020-04-13,0.5640000104904175
2020-04-14,0.5699999928474426
2020-04-15,0.5249999761581421
2020-04-16,0.6000000238418579
2020-04-17,0.5770000219345093
2020-04-20,0.6800000071525574
2020-04-21,0.7160000205039978
2020-04-22,0.7200000286102295
2020-04-23,0.6499999761581421
2020-04-24,0.7400000095367432
2020-04-27,0.8109999895095825
2020-04-28,0.7519999742507935
2020-04-29,0.7200000286102295
2020-04-30,0.6700000166893005
2020-05-01,0.6110000014305115
2020-05-04,0.6399999856948853
2020-05-05,0.6200000047683716
2020-05-06,0.6309999823570251
2020-05-07,0.6430000066757202
2020-05-08,0.6299999952316284
2020-05-11,0.6110000014305115
2020-05-12,0.6230000257492065
2020-05-13,0.7799999713897705
2020-05-14,0.7279999852180481
2020-05-15,0.7300000190734863
2020-05-18,0.7599999904632568
2020-05-19,0.7699999809265137
2020-05-20,0.777999997138977
2020-05-21,0.800000011920929
2020-05-22,0.7799999713897705
2020-05-26,0.7900000214576721
2020-05-27,0.7820000052452087
2020-05-28,1.1299999952316284
2020-05-29,1.1200000047683716
2020-06-01,1.100000023841858
2020-06-02,1.1100000143051147
2020-06-03,1.1799999475479126
2020-06-04,1.159999966621399
2020-06-05,1.149999976158142
2020-06-08,1.25
2020-06-09,1.2400000095367432
2020-06-10,1.2200000286102295
2020-06-11,1.1699999570846558
2020-06-12,1.2599999904632568
2020-06-15,1.309999942779541
2020-06-16,1.3200000524520874
2020-06-17,1.2599999904632568
2020-06-18,1.2400000095367432
2020-06-19,1.25
2020-06-22,1.190000057220459
2020-06-23,1.2400000095367432
2020-06-24,1.2200000286102295
2020-06-25,1.2799999713897705
2020-06-26,1.2400000095367432
2020-06-29,1.2599999904632568
2020-06-30,1.25
2020-07-01,1.2799999713897705
2020-07-02,1.2599999904632568
2020-07-06,1.2799999713897705
2020-07-07,1.2899999618530273
2020-07-08,1.309999942779541
2020-07-09,1.3200000524520874
2020-07-10,1.2599999904632568
2020-07-13,1.2000000476837158
2020-07-14,1.2649999856948853
2020-07-15,1.340000033378601
2020-07-16,1.3899999856948853
2020-07-17,1.3700000047683716
2020-07-20,1.3700000047683716
2020-07-21,1.399999976158142
2020-07-22,1.4500000476837158
2020-07-23,1.4800000190734863
2020-07-24,1.4800000190734863
2020-07-27,1.5299999713897705
2020-07-28,1.340000033378601
2020-07-29,1.3200000524520874
2020-07-30,1.2799999713897705
2020-07-31,1.25
2020-08-03,1.2899999618530273
2020-08-04,1.3200000524520874
2020-08-05,1.5099999904632568
2020-08-06,1.4199999570846558
2020-08-07,1.590000033378601
2020-08-10,1.600000023841858
2020-08-11,1.559999942779541
2020-08-12,1.5299999713897705
2020-08-13,1.8300000429153442
2020-08-14,1.600000023841858
2020-08-17,1.659999966621399
2020-08-18,1.6200000047683716
2020-08-19,1.6299999952316284
2020-08-20,1.590000033378601
2020-08-21,1.5399999618530273
2020-08-24,1.4500000476837158
2020-08-25,1.5
2020-08-26,1.4800000190734863
2020-08-27,1.3799999952316284
2020-08-28,1.3300000429153442
2020-08-31,1.3650000095367432
2020-09-01,1.2899999618530273
2020-09-02,1.2899999618530273
2020-09-03,1.2400000095367432
2020-09-04,1.2200000286102295
2020-09-08,1.2400000095367432
2020-09-09,1.2699999809265137
2020-09-10,1.2300000190734863
2020-09-11,1.2100000381469727
2020-09-14,1.1799999475479126
2020-09-15,1.2400000095367432
2020-09-16,1.350000023841858
2020-09-17,1.5499999523162842
2020-09-18,1.5
2020-09-21,1.5099999904632568
2020-09-22,1.409999966621399
2020-09-23,1.5199999809265137
2020-09-24,1.4199999570846558
2020-09-25,1.409999966621399
2020-09-28,1.440000057220459
2020-09-29,1.4850000143051147
2020-09-30,1.5
2020-10-01,1.5099999904632568
2020-10-02,1.4600000381469727
2020-10-05,1.4900000095367432
2020-10-06,1.409999966621399
2020-10-07,1.3899999856948853
2020-10-08,1.4199999570846558
2020-10-09,1.399999976158142
2020-10-12,1.399999976158142
2020-10-13,1.4700000286102295
2020-10-14,1.3899999856948853
2020-10-15,1.3600000143051147
2020-10-16,1.3600000143051147
2020-10-19,1.3600000143051147
2020-10-20,1.340000033378601
2020-10-21,1.2899999618530273
2020-10-22,1.3300000429153442
2020-10-23,1.340000033378601
2020-10-26,1.2799999713897705
2020-10-27,1.2999999523162842
2020-10-28,1.2999999523162842
2020-10-29,1.340000033378601
2020-10-30,1.340000033378601
2020-11-02,1.25
2020-11-03,1.2699999809265137
2020-11-04,1.309999942779541
2020-11-05,1.2599999904632568
2020-11-06,1.2999999523162842
2020-11-09,1.3799999952316284
2020-11-10,1.2699999809265137
2020-11-11,1.350000023841858
2020-11-12,1.3899999856948853
2020-11-13,1.6799999475479126
2020-11-16,1.850000023841858
2020-11-17,1.8300000429153442
2020-11-18,1.7699999809265137
2020-11-19,1.649999976158142
2020-11-20,1.5700000524520874
2020-11-23,1.6299999952316284
2020-11-24,1.5299999713897705
2020-11-25,1.559999942779541
2020-11-27,1.6200000047683716
2020-11-30,1.7100000381469727
2020-12-01,1.7000000476837158
2020-12-02,1.7300000190734863
2020-12-03,1.75
2020-12-04,1.7899999618530273
2020-12-07,1.7200000286102295
2020-12-08,2.0
2020-12-09,2.059999942779541
2020-12-10,2.2200000286102295
2020-12-11,2.25
2020-12-14,1.2000000476837158
2020-12-15,1.1399999856948853
2020-12-16,1.0499999523162842
2020-12-17,1.0299999713897705
2020-12-18,1.0
2020-12-21,1.0399999618530273
2020-12-22,1.0299999713897705
2020-12-23,1.059999942779541
2020-12-24,1.0499999523162842
2020-12-28,1.0199999809265137
2020-12-29,0.9599999785423279
2020-12-30,0.9900000095367432
2020-12-31,0.9800000190734863
2021-01-04,1.0499999523162842
2021-01-05,1.0700000524520874
2021-01-06,1.100000023841858
2021-01-07,1.1299999952316284
2021-01-08,1.1200000047683716
2021-01-11,1.1799999475479126
2021-01-12,1.2000000476837158
2021-01-13,1.1799999475479126
2021-01-14,1.2200000286102295
2021-01-15,1.2000000476837158
2021-01-19,1.2699999809265137
2021-01-20,1.340000033378601
2021-01-21,1.309999942779541
2021-01-22,1.2699999809265137
2021-01-25,1.2899999618530273
2021-01-26,1.2999999523162842
2021-01-27,1.2100000381469727
2021-01-28,1.25
2021-01-29,1.5099999904632568
2021-02-01,1.4600000381469727
2021-02-02,1.4900000095367432
2021-02-03,1.5199999809265137
2021-02-04,1.6299999952316284
2021-02-05,1.6299999952316284
2021-02-08,1.690000057220459
2021-02-09,1.7799999713897705
2021-02-10,2.0
2021-02-11,2.009999990463257
2021-02-12,2.0299999713897705
2021-02-16,2.059999942779541
2021-02-17,1.9299999475479126
2021-02-18,1.940000057220459
2021-02-19,1.9700000286102295
2021-02-22,1.940000057220459
2021-02-23,1.7799999713897705
2021-02-24,1.8200000524520874
2021-02-25,1.7699999809265137
2021-02-26,1.7799999713897705
2021-03-01,1.7599999904632568
2021-03-02,1.7400000095367432
2021-03-03,1.7000000476837158
2021-03-04,1.5499999523162842
2021-03-05,1.4700000286102295
2021-03-08,1.5
2021-03-09,1.5800000429153442
2021-03-10,1.590000033378601
2021-03-11,1.600000023841858
2021-03-12,1.6200000047683716
2021-03-15,1.6399999856948853
2021-03-16,1.6299999952316284
2021-03-17,1.659999966621399
2021-03-18,1.6699999570846558
2021-03-19,1.6699999570846558
2021-03-22,1.649999976158142
2021-03-23,1.5499999523162842
2021-03-24,1.6200000047683716
2021-03-25,1.600000023841858
2021-03-26,1.4900000095367432
2021-03-29,1.309999942779541
2021-03-30,1.309999942779541
2021-03-31,1.2899999618530273
2021-04-01,1.2799999713897705
2021-04-05,1.2999999523162842
2021-04-06,1.2999999523162842
2021-04-07,1.3300000429153442
2021-04-08,1.3799999952316284
2021-04-09,1.350000023841858
2021-04-12,1.2699999809265137
2021-04-13,1.25
2021-04-14,1.25
2021-04-15,1.2000000476837158
2021-04-16,1.2000000476837158
2021-04-19,1.1100000143051147
2021-04-20,1.090000033378601
2021-04-21,1.100000023841858
2021-04-22,1.149999976158142
2021-04-23,1.149999976158142
2021-04-26,1.190000057220459
2021-04-27,1.1699999570846558
2021-04-28,1.1799999475479126
2021-04-29,1.1699999570846558
2021-04-30,1.1799999475479126
2021-05-03,1.149999976158142
2021-05-04,1.1100000143051147
2021-05-05,1.0800000429153442
2021-05-06,1.0499999523162842
2021-05-07,1.0499999523162842
2021-05-10,1.0299999713897705
2021-05-11,1.0299999713897705
2021-05-12,1.159999966621399
2021-05-13,1.0700000524520874
2021-05-14,1.159999966621399
