,CODX
2017-12-04,4.949999809265137
2017-12-05,4.650000095367432
2017-12-06,4.980000019073486
2017-12-07,4.71999979019165
2017-12-08,4.400000095367432
2017-12-11,3.799999952316284
2017-12-12,4.034999847412109
2017-12-13,3.640000104904175
2017-12-14,3.4000000953674316
2017-12-15,3.140000104904175
2017-12-18,2.8399999141693115
2017-12-19,2.7300000190734863
2017-12-20,2.380000114440918
2017-12-21,2.799999952316284
2017-12-22,3.069999933242798
2017-12-26,3.1600000858306885
2017-12-27,3.109999895095825
2017-12-28,2.880000114440918
2017-12-29,2.640000104904175
2018-01-02,2.759999990463257
2018-01-03,2.7799999713897705
2018-01-04,2.5
2018-01-05,2.7799999713897705
2018-01-08,2.7899999618530273
2018-01-09,3.059999942779541
2018-01-10,3.0799999237060547
2018-01-11,3.1600000858306885
2018-01-12,3.200000047683716
2018-01-16,2.990000009536743
2018-01-17,2.930000066757202
2018-01-18,3.0299999713897705
2018-01-19,2.940000057220459
2018-01-22,2.9700000286102295
2018-01-23,2.799999952316284
2018-01-24,2.819999933242798
2018-01-25,2.9100000858306885
2018-01-26,2.8399999141693115
2018-01-29,2.890000104904175
2018-01-30,2.930000066757202
2018-01-31,2.9000000953674316
2018-02-01,2.7100000381469727
2018-02-02,2.569999933242798
2018-02-05,2.7699999809265137
2018-02-06,2.5999999046325684
2018-02-07,2.680000066757202
2018-02-08,2.5799999237060547
2018-02-09,2.5199999809265137
2018-02-12,2.5399999618530273
2018-02-13,2.5899999141693115
2018-02-14,2.4600000381469727
2018-02-15,2.5199999809265137
2018-02-16,2.549999952316284
2018-02-20,2.3399999141693115
2018-02-21,2.390000104904175
2018-02-22,2.240000009536743
2018-02-23,1.940000057220459
2018-02-26,1.8799999952316284
2018-02-27,1.559999942779541
2018-02-28,1.7300000190734863
2018-03-01,2.059999942779541
2018-03-02,2.4000000953674316
2018-03-05,2.509999990463257
2018-03-06,2.680000066757202
2018-03-07,2.759999990463257
2018-03-08,2.6500000953674316
2018-03-09,2.369999885559082
2018-03-12,2.2799999713897705
2018-03-13,2.25
2018-03-14,2.309999942779541
2018-03-15,2.200000047683716
2018-03-16,2.109999895095825
2018-03-19,2.25
2018-03-20,2.130000114440918
2018-03-21,2.2330000400543213
2018-03-22,2.2100000381469727
2018-03-23,2.3399999141693115
2018-03-26,2.369999885559082
2018-03-27,2.3399999141693115
2018-03-28,2.318000078201294
2018-03-29,2.180000066757202
2018-04-02,2.259999990463257
2018-04-03,2.0999999046325684
2018-04-04,2.2100000381469727
2018-04-05,2.119999885559082
2018-04-06,2.0799999237060547
2018-04-09,1.8600000143051147
2018-04-10,1.9600000381469727
2018-04-11,1.899999976158142
2018-04-12,1.899999976158142
2018-04-13,1.9299999475479126
2018-04-16,1.8700000047683716
2018-04-17,1.9500000476837158
2018-04-18,1.871000051498413
2018-04-19,1.9160000085830688
2018-04-20,2.0
2018-04-23,1.9800000190734863
2018-04-24,2.0
2018-04-25,1.8799999952316284
2018-04-26,1.9900000095367432
2018-04-27,1.9600000381469727
2018-04-30,1.9199999570846558
2018-05-01,1.9299999475479126
2018-05-02,1.9199999570846558
2018-05-03,1.909999966621399
2018-05-04,1.8799999952316284
2018-05-07,1.840000033378601
2018-05-08,1.840000033378601
2018-05-09,1.840000033378601
2018-05-10,1.809999942779541
2018-05-11,1.840000033378601
2018-05-14,1.850000023841858
2018-05-15,1.784999966621399
2018-05-16,1.7000000476837158
2018-05-17,1.7100000381469727
2018-05-18,1.7200000286102295
2018-05-21,1.690000057220459
2018-05-22,1.7400000095367432
2018-05-23,1.7200000286102295
2018-05-24,1.6399999856948853
2018-05-25,1.6200000047683716
2018-05-29,3.5399999618530273
2018-05-30,3.3399999141693115
2018-05-31,2.9000000953674316
2018-06-01,4.789999961853027
2018-06-04,4.440000057220459
2018-06-05,5.28000020980835
2018-06-06,5.25
2018-06-07,4.960000038146973
2018-06-08,4.309999942779541
2018-06-11,4.202000141143799
2018-06-12,4.0
2018-06-13,4.03000020980835
2018-06-14,4.25
2018-06-15,4.340000152587891
2018-06-18,4.050000190734863
2018-06-19,3.9000000953674316
2018-06-20,3.880000114440918
2018-06-21,3.7799999713897705
2018-06-22,3.75
2018-06-25,4.019999980926514
2018-06-26,3.8399999141693115
2018-06-27,3.809999942779541
2018-06-28,3.819999933242798
2018-06-29,3.880000114440918
2018-07-02,3.819999933242798
2018-07-03,3.809999942779541
2018-07-05,3.7790000438690186
2018-07-06,4.239999771118164
2018-07-09,3.819999933242798
2018-07-10,3.630000114440918
2018-07-11,3.569999933242798
2018-07-12,3.569999933242798
2018-07-13,3.619999885559082
2018-07-16,3.4200000762939453
2018-07-17,3.630000114440918
2018-07-18,3.490000009536743
2018-07-19,3.440000057220459
2018-07-20,3.440000057220459
2018-07-23,3.369999885559082
2018-07-24,3.369999885559082
2018-07-25,3.5299999713897705
2018-07-26,3.5299999713897705
2018-07-27,3.4000000953674316
2018-07-30,3.4700000286102295
2018-07-31,3.5199999809265137
2018-08-01,3.5999999046325684
2018-08-02,3.75
2018-08-03,3.688999891281128
2018-08-06,3.5899999141693115
2018-08-07,3.5899999141693115
2018-08-08,3.6459999084472656
2018-08-09,3.5299999713897705
2018-08-10,3.5
2018-08-13,3.4790000915527344
2018-08-14,3.36299991607666
2018-08-15,3.369999885559082
2018-08-16,3.359999895095825
2018-08-17,3.2699999809265137
2018-08-20,3.25
2018-08-21,3.200000047683716
2018-08-22,3.1700000762939453
2018-08-23,3.0999999046325684
2018-08-24,3.130000114440918
2018-08-27,3.180000066757202
2018-08-28,3.193000078201294
2018-08-29,3.319999933242798
2018-08-30,3.240000009536743
2018-08-31,3.2699999809265137
2018-09-04,3.240000009536743
2018-09-05,3.130000114440918
2018-09-06,3.1500000953674316
2018-09-07,3.1500000953674316
2018-09-10,3.2100000381469727
2018-09-11,3.119999885559082
2018-09-12,3.059999942779541
2018-09-13,2.9100000858306885
2018-09-14,2.630000114440918
2018-09-17,2.6600000858306885
2018-09-18,2.700000047683716
2018-09-19,2.640000104904175
2018-09-20,2.75
2018-09-21,2.630000114440918
2018-09-24,2.6700000762939453
2018-09-25,2.630000114440918
2018-09-26,2.640000104904175
2018-09-27,2.630000114440918
2018-09-28,2.630000114440918
2018-10-01,2.490000009536743
2018-10-02,2.4100000858306885
2018-10-03,2.390000104904175
2018-10-04,2.450000047683716
2018-10-05,2.369999885559082
2018-10-08,2.305000066757202
2018-10-09,2.25
2018-10-10,2.309999942779541
2018-10-11,2.4200000762939453
2018-10-12,2.5
2018-10-15,2.431999921798706
2018-10-16,2.609999895095825
2018-10-17,2.509999990463257
2018-10-18,2.5999999046325684
2018-10-19,2.5
2018-10-22,2.4200000762939453
2018-10-23,2.436000108718872
2018-10-24,2.441999912261963
2018-10-25,2.4000000953674316
2018-10-26,2.369999885559082
2018-10-29,2.4100000858306885
2018-10-30,2.4119999408721924
2018-10-31,2.309999942779541
2018-11-01,2.4700000286102295
2018-11-02,2.359999895095825
2018-11-05,2.3399999141693115
2018-11-06,2.3299999237060547
2018-11-07,2.3499999046325684
2018-11-08,2.309999942779541
2018-11-09,2.309999942779541
2018-11-12,2.2899999618530273
2018-11-13,2.2100000381469727
2018-11-14,2.4800000190734863
2018-11-15,2.259999990463257
2018-11-16,2.25
2018-11-19,2.005000114440918
2018-11-20,2.0
2018-11-21,2.0399999618530273
2018-11-23,2.1500000953674316
2018-11-26,2.130000114440918
2018-11-27,2.25
2018-11-28,2.2300000190734863
2018-11-29,2.0999999046325684
2018-11-30,2.069999933242798
2018-12-03,2.109999895095825
2018-12-04,2.2339999675750732
2018-12-06,2.1700000762939453
2018-12-07,2.240000009536743
2018-12-10,2.299999952316284
2018-12-11,2.1500000953674316
2018-12-12,2.180999994277954
2018-12-13,2.069999933242798
2018-12-14,1.9210000038146973
2018-12-17,1.809999942779541
2018-12-18,1.7200000286102295
2018-12-19,1.6699999570846558
2018-12-20,1.6699999570846558
2018-12-21,1.5
2018-12-24,1.5199999809265137
2018-12-26,1.350000023841858
2018-12-27,1.149999976158142
2018-12-28,1.25
2018-12-31,1.4900000095367432
2019-01-02,1.5499999523162842
2019-01-03,1.284000039100647
2019-01-04,1.2480000257492065
2019-01-07,1.1959999799728394
2019-01-08,1.2100000381469727
2019-01-09,1.190000057220459
2019-01-10,1.159999966621399
2019-01-11,1.1100000143051147
2019-01-14,1.2699999809265137
2019-01-15,1.100000023841858
2019-01-16,1.090000033378601
2019-01-17,1.100000023841858
2019-01-18,1.1699999570846558
2019-01-22,1.0700000524520874
2019-01-23,1.0299999713897705
2019-01-24,0.9620000123977661
2019-01-25,1.0199999809265137
2019-01-28,0.9649999737739563
2019-01-29,1.1160000562667847
2019-01-30,2.240000009536743
2019-01-31,1.3600000143051147
2019-02-01,1.2999999523162842
2019-02-04,1.3200000524520874
2019-02-05,1.2999999523162842
2019-02-06,1.2699999809265137
2019-02-07,1.2000000476837158
2019-02-08,1.2200000286102295
2019-02-11,1.2000000476837158
2019-02-12,1.159999966621399
2019-02-13,1.159999966621399
2019-02-14,1.1699999570846558
2019-02-15,1.159999966621399
2019-02-19,1.2000000476837158
2019-02-20,1.1699999570846558
2019-02-21,1.1649999618530273
2019-02-22,1.1799999475479126
2019-02-25,1.2100000381469727
2019-02-26,1.2400000095367432
2019-02-27,1.2450000047683716
2019-02-28,1.2400000095367432
2019-03-01,1.2000000476837158
2019-03-04,1.2300000190734863
2019-03-05,1.2200000286102295
2019-03-06,1.1799999475479126
2019-03-07,1.2300000190734863
2019-03-08,1.2000000476837158
2019-03-11,1.190000057220459
2019-03-12,1.190000057220459
2019-03-13,1.2000000476837158
2019-03-14,1.149999976158142
2019-03-15,1.149999976158142
2019-03-18,1.159999966621399
2019-03-19,1.2000000476837158
2019-03-20,1.1799999475479126
2019-03-21,1.2100000381469727
2019-03-22,1.1699999570846558
2019-03-25,1.190000057220459
2019-03-26,1.159999966621399
2019-03-27,1.1100000143051147
2019-03-28,1.0299999713897705
2019-03-29,1.059999942779541
2019-04-01,1.0700000524520874
2019-04-02,1.1200000047683716
2019-04-03,1.1299999952316284
2019-04-04,1.0700000524520874
2019-04-05,1.0700000524520874
2019-04-08,1.0700000524520874
2019-04-09,1.0800000429153442
2019-04-10,1.0800000429153442
2019-04-11,1.0720000267028809
2019-04-12,1.0800000429153442
2019-04-15,1.065000057220459
2019-04-16,1.0299999713897705
2019-04-17,1.0199999809265137
2019-04-18,1.0299999713897705
2019-04-22,0.9919999837875366
2019-04-23,1.0399999618530273
2019-04-24,1.0299999713897705
2019-04-25,1.0199999809265137
2019-04-26,1.0199999809265137
2019-04-29,1.0199999809265137
2019-04-30,1.0099999904632568
2019-05-01,0.9980000257492065
2019-05-02,0.9819999933242798
2019-05-03,0.9810000061988831
2019-05-06,0.984000027179718
2019-05-07,0.9769999980926514
2019-05-08,1.0099999904632568
2019-05-09,1.1699999570846558
2019-05-10,1.097000002861023
2019-05-13,1.0429999828338623
2019-05-14,1.090000033378601
2019-05-15,0.9599999785423279
2019-05-16,0.9350000023841858
2019-05-17,0.8989999890327454
2019-05-20,0.8690000176429749
2019-05-21,0.9100000262260437
2019-05-22,0.9900000095367432
2019-05-23,0.8650000095367432
2019-05-24,0.8349999785423279
2019-05-28,0.8169999718666077
2019-05-29,0.8320000171661377
2019-05-30,0.8199999928474426
2019-05-31,0.8009999990463257
2019-06-03,0.8050000071525574
2019-06-04,0.7900000214576721
2019-06-05,0.7699999809265137
2019-06-06,0.7699999809265137
2019-06-07,0.8690000176429749
2019-06-10,0.8299999833106995
2019-06-11,0.843999981880188
2019-06-12,0.8209999799728394
2019-06-13,0.8169999718666077
2019-06-14,0.8100000023841858
2019-06-17,0.7919999957084656
2019-06-18,0.7400000095367432
2019-06-19,0.7749999761581421
2019-06-20,0.7889999747276306
2019-06-21,0.7519999742507935
2019-06-24,0.7120000123977661
2019-06-25,0.75
2019-06-26,0.7649999856948853
2019-06-27,0.800000011920929
2019-06-28,0.8040000200271606
2019-07-01,0.8059999942779541
2019-07-02,0.824999988079071
2019-07-03,0.8650000095367432
2019-07-05,0.8299999833106995
2019-07-08,0.8399999737739563
2019-07-09,0.8399999737739563
2019-07-10,0.871999979019165
2019-07-11,1.0850000381469727
2019-07-12,0.9350000023841858
2019-07-15,0.8700000047683716
2019-07-16,0.925000011920929
2019-07-17,0.8949999809265137
2019-07-18,1.149999976158142
2019-07-19,1.1200000047683716
2019-07-22,1.159999966621399
2019-07-23,1.2100000381469727
2019-07-24,1.350000023841858
2019-07-25,1.309999942779541
2019-07-26,1.3300000429153442
2019-07-29,1.309999942779541
2019-07-30,1.309999942779541
2019-07-31,1.2799999713897705
2019-08-01,1.2400000095367432
2019-08-02,1.2699999809265137
2019-08-05,1.2799999713897705
2019-08-06,1.3200000524520874
2019-08-07,1.309999942779541
2019-08-08,1.2799999713897705
2019-08-09,1.2799999713897705
2019-08-12,1.2999999523162842
2019-08-13,1.2599999904632568
2019-08-14,1.2300000190734863
2019-08-15,1.1200000047683716
2019-08-16,1.100000023841858
2019-08-19,1.1579999923706055
2019-08-20,1.1100000143051147
2019-08-21,1.125
2019-08-22,1.1299999952316284
2019-08-23,1.1299999952316284
2019-08-26,1.1050000190734863
2019-08-27,1.090000033378601
2019-08-28,1.0800000429153442
2019-08-29,1.0700000524520874
2019-08-30,1.0700000524520874
2019-09-03,1.100000023841858
2019-09-04,1.159999966621399
2019-09-05,1.090000033378601
2019-09-06,1.090000033378601
2019-09-09,1.059999942779541
2019-09-10,1.0499999523162842
2019-09-11,1.0670000314712524
2019-09-12,1.059999942779541
2019-09-13,1.090000033378601
2019-09-16,1.0800000429153442
2019-09-17,1.0700000524520874
2019-09-18,1.1399999856948853
2019-09-19,1.1200000047683716
2019-09-20,1.059999942779541
2019-09-23,1.100000023841858
2019-09-24,1.100000023841858
2019-09-25,1.090000033378601
2019-09-26,1.0950000286102295
2019-09-27,1.0700000524520874
2019-09-30,1.0299999713897705
2019-10-01,1.0149999856948853
2019-10-02,1.0099999904632568
2019-10-03,1.059999942779541
2019-10-04,1.1200000047683716
2019-10-07,1.090000033378601
2019-10-08,1.100000023841858
2019-10-09,1.059999942779541
2019-10-10,1.0700000524520874
2019-10-11,1.0449999570846558
2019-10-14,1.0499999523162842
2019-10-15,1.0199999809265137
2019-10-16,1.0149999856948853
2019-10-17,1.059999942779541
2019-10-18,1.0499999523162842
2019-10-21,1.059999942779541
2019-10-22,1.0399999618530273
2019-10-23,1.0269999504089355
2019-10-24,1.0199999809265137
2019-10-25,0.9900000095367432
2019-10-28,0.9449999928474426
2019-10-29,0.9539999961853027
2019-10-30,0.9860000014305115
2019-10-31,0.9599999785423279
2019-11-01,0.9800000190734863
2019-11-04,0.9670000076293945
2019-11-05,0.9700000286102295
2019-11-06,0.9300000071525574
2019-11-07,0.9300000071525574
2019-11-08,0.949999988079071
2019-11-11,0.9200000166893005
2019-11-12,0.9049999713897705
2019-11-13,0.8799999952316284
2019-11-14,0.8999999761581421
2019-11-15,0.8840000033378601
2019-11-18,0.9729999899864197
2019-11-19,0.9350000023841858
2019-11-20,0.9300000071525574
2019-11-21,0.925000011920929
2019-11-22,0.9100000262260437
2019-11-25,0.925000011920929
2019-11-26,0.8799999952316284
2019-11-27,0.8880000114440918
2019-11-29,0.8899999856948853
2019-12-02,1.024999976158142
2019-12-03,1.0299999713897705
2019-12-04,1.0199999809265137
2019-12-05,0.9900000095367432
2019-12-06,0.9900000095367432
2019-12-09,0.9900000095367432
2019-12-10,1.0
2019-12-11,0.9800000190734863
2019-12-12,0.9850000143051147
2019-12-13,1.0
2019-12-16,1.065000057220459
2019-12-17,1.0499999523162842
2019-12-18,1.0130000114440918
2019-12-19,0.9800000190734863
2019-12-20,0.9800000190734863
2019-12-23,0.9649999737739563
2019-12-24,0.9509999752044678
2019-12-26,0.9300000071525574
2019-12-27,0.9269999861717224
2019-12-30,0.9150000214576721
2019-12-31,0.8949999809265137
2020-01-02,0.9100000262260437
2020-01-03,0.9110000133514404
2020-01-06,0.9110000133514404
2020-01-07,0.9309999942779541
2020-01-08,0.9150000214576721
2020-01-09,0.9150000214576721
2020-01-10,1.1779999732971191
2020-01-13,1.2000000476837158
2020-01-14,1.1100000143051147
2020-01-15,1.059999942779541
2020-01-16,1.059999942779541
2020-01-17,1.090000033378601
2020-01-21,1.149999976158142
2020-01-22,1.1299999952316284
2020-01-23,2.0299999713897705
2020-01-24,1.8799999952316284
2020-01-27,3.430000066757202
2020-01-28,2.5899999141693115
2020-01-29,2.890000104904175
2020-01-30,2.700000047683716
2020-01-31,3.259999990463257
2020-02-03,3.0
2020-02-04,2.7300000190734863
2020-02-05,2.5899999141693115
2020-02-06,3.0799999237060547
2020-02-07,3.0
2020-02-10,3.9600000381469727
2020-02-11,3.259999990463257
2020-02-12,3.130000114440918
2020-02-13,3.369999885559082
2020-02-14,3.319999933242798
2020-02-18,2.9200000762939453
2020-02-19,3.009999990463257
2020-02-20,3.049999952316284
2020-02-21,3.049999952316284
2020-02-24,3.930000066757202
2020-02-25,4.315000057220459
2020-02-26,8.899999618530273
2020-02-27,15.960000038146973
2020-02-28,13.229999542236328
2020-03-02,17.809999465942383
2020-03-03,14.359999656677246
2020-03-04,12.0
2020-03-05,14.25
2020-03-06,12.890000343322754
2020-03-09,9.829999923706055
2020-03-10,6.889999866485596
2020-03-11,13.180000305175781
2020-03-12,11.760000228881836
2020-03-13,9.859999656677246
2020-03-16,9.09000015258789
2020-03-17,10.680000305175781
2020-03-18,10.699999809265137
2020-03-19,10.600000381469727
2020-03-20,10.449999809265137
2020-03-23,9.460000038146973
2020-03-24,8.180000305175781
2020-03-25,8.960000038146973
2020-03-26,9.399999618530273
2020-03-27,9.149999618530273
2020-03-30,8.199999809265137
2020-03-31,7.619999885559082
2020-04-01,7.460000038146973
2020-04-02,8.510000228881836
2020-04-03,8.199999809265137
2020-04-06,10.3100004196167
2020-04-07,9.09000015258789
2020-04-08,8.699999809265137
2020-04-09,8.800000190734863
2020-04-13,9.930000305175781
2020-04-14,9.949999809265137
2020-04-15,9.5
2020-04-16,13.649999618530273
2020-04-17,13.09000015258789
2020-04-20,14.579999923706055
2020-04-21,13.40999984741211
2020-04-22,13.380000114440918
2020-04-23,13.649999618530273
2020-04-24,14.399999618530273
2020-04-27,13.899999618530273
2020-04-28,13.529999732971191
2020-04-29,12.369999885559082
2020-04-30,11.34000015258789
2020-05-01,13.470000267028809
2020-05-04,15.0
2020-05-05,13.850000381469727
2020-05-06,14.34000015258789
2020-05-07,14.739999771118164
2020-05-08,15.5
2020-05-11,17.049999237060547
2020-05-12,16.989999771118164
2020-05-13,23.420000076293945
2020-05-14,22.1299991607666
2020-05-15,17.06999969482422
2020-05-18,17.450000762939453
2020-05-19,18.850000381469727
2020-05-20,18.579999923706055
2020-05-21,18.020000457763672
2020-05-22,18.549999237060547
2020-05-26,18.030000686645508
2020-05-27,17.559999465942383
2020-05-28,17.469999313354492
2020-05-29,18.0
2020-06-01,18.0
2020-06-02,17.559999465942383
2020-06-03,16.93000030517578
2020-06-04,16.93000030517578
2020-06-05,15.979999542236328
2020-06-08,16.0
2020-06-09,16.149999618530273
2020-06-10,15.979999542236328
2020-06-11,15.319999694824219
2020-06-12,15.569999694824219
2020-06-15,17.420000076293945
2020-06-16,16.690000534057617
2020-06-17,16.510000228881836
2020-06-18,15.930000305175781
2020-06-19,17.239999771118164
2020-06-22,16.489999771118164
2020-06-23,18.700000762939453
2020-06-24,18.219999313354492
2020-06-25,18.229999542236328
2020-06-26,18.079999923706055
2020-06-29,17.440000534057617
2020-06-30,19.350000381469727
2020-07-01,19.459999084472656
2020-07-02,18.889999389648438
2020-07-06,18.06999969482422
2020-07-07,17.940000534057617
2020-07-08,18.969999313354492
2020-07-09,18.010000228881836
2020-07-10,18.190000534057617
2020-07-13,17.469999313354492
2020-07-14,18.110000610351562
2020-07-15,17.65999984741211
2020-07-16,18.899999618530273
2020-07-17,18.450000762939453
2020-07-20,18.969999313354492
2020-07-21,22.190000534057617
2020-07-22,21.25
2020-07-23,22.290000915527344
2020-07-24,21.81999969482422
2020-07-27,22.1200008392334
2020-07-28,21.56999969482422
2020-07-29,22.079999923706055
2020-07-30,22.459999084472656
2020-07-31,24.0
2020-08-03,30.799999237060547
2020-08-04,28.3799991607666
2020-08-05,27.6200008392334
2020-08-06,26.149999618530273
2020-08-07,25.729999542236328
2020-08-10,24.209999084472656
2020-08-11,23.25
2020-08-12,19.56999969482422
2020-08-13,21.0
2020-08-14,16.290000915527344
2020-08-17,15.725000381469727
2020-08-18,15.425000190734863
2020-08-19,14.529999732971191
2020-08-20,14.390000343322754
2020-08-21,14.859999656677246
2020-08-24,12.569999694824219
2020-08-25,13.039999961853027
2020-08-26,13.154999732971191
2020-08-27,11.420000076293945
2020-08-28,11.420000076293945
2020-08-31,10.899999618530273
2020-09-01,10.550000190734863
2020-09-02,9.779999732971191
2020-09-03,9.300000190734863
2020-09-04,8.239999771118164
2020-09-08,11.699999809265137
2020-09-09,10.220000267028809
2020-09-10,11.619999885559082
2020-09-11,13.710000038146973
2020-09-14,12.680000305175781
2020-09-15,12.489999771118164
2020-09-16,13.859999656677246
2020-09-17,14.3100004196167
2020-09-18,14.819999694824219
2020-09-21,15.170000076293945
2020-09-22,14.930000305175781
2020-09-23,13.449999809265137
2020-09-24,13.779999732971191
2020-09-25,14.34000015258789
2020-09-28,14.199999809265137
2020-09-29,13.920000076293945
2020-09-30,13.59000015258789
2020-10-01,12.970000267028809
2020-10-02,13.960000038146973
2020-10-05,14.829999923706055
2020-10-06,14.350000381469727
2020-10-07,14.800000190734863
2020-10-08,14.40999984741211
2020-10-09,14.420000076293945
2020-10-12,14.220000267028809
2020-10-13,14.649999618530273
2020-10-14,14.260000228881836
2020-10-15,14.069999694824219
2020-10-16,14.0
2020-10-19,13.619999885559082
2020-10-20,13.300000190734863
2020-10-21,12.609999656677246
2020-10-22,12.119999885559082
2020-10-23,12.460000038146973
2020-10-26,14.039999961853027
2020-10-27,14.229999542236328
2020-10-28,13.595000267028809
2020-10-29,13.8100004196167
2020-10-30,13.40999984741211
2020-11-02,13.270000457763672
2020-11-03,14.020000457763672
2020-11-04,14.220000267028809
2020-11-05,14.5
2020-11-06,14.4399995803833
2020-11-09,11.489999771118164
2020-11-10,11.760000228881836
2020-11-11,13.300000190734863
2020-11-12,15.1899995803833
2020-11-13,14.979999542236328
2020-11-16,13.59000015258789
2020-11-17,11.890000343322754
2020-11-18,11.4399995803833
2020-11-19,10.869999885559082
2020-11-20,11.09000015258789
2020-11-23,10.489999771118164
2020-11-24,10.5600004196167
2020-11-25,12.140000343322754
2020-11-27,11.890000343322754
2020-11-30,11.720000267028809
2020-12-01,11.0600004196167
2020-12-02,10.970000267028809
2020-12-03,10.84000015258789
2020-12-04,11.039999961853027
2020-12-07,10.65999984741211
2020-12-08,10.359999656677246
2020-12-09,10.149999618530273
2020-12-10,10.460000038146973
2020-12-11,10.1899995803833
2020-12-14,10.65999984741211
2020-12-15,11.020000457763672
2020-12-16,10.670000076293945
2020-12-17,10.859999656677246
2020-12-18,11.100000381469727
2020-12-21,11.449999809265137
2020-12-22,11.260000228881836
2020-12-23,10.920000076293945
2020-12-24,10.84000015258789
2020-12-28,10.039999961853027
2020-12-29,9.789999961853027
2020-12-30,9.729999542236328
2020-12-31,9.300000190734863
2021-01-04,9.970000267028809
2021-01-05,10.390000343322754
2021-01-06,10.539999961853027
2021-01-07,10.779999732971191
2021-01-08,11.020000457763672
2021-01-11,10.460000038146973
2021-01-12,10.3100004196167
2021-01-13,10.069999694824219
2021-01-14,10.15999984741211
2021-01-15,10.539999961853027
2021-01-19,11.8149995803833
2021-01-20,11.890000343322754
2021-01-21,11.859999656677246
2021-01-22,11.760000228881836
2021-01-25,12.079999923706055
2021-01-26,12.479999542236328
2021-01-27,13.140000343322754
2021-01-28,12.640000343322754
2021-01-29,12.84000015258789
2021-02-01,14.25
2021-02-02,13.890000343322754
2021-02-03,14.630000114440918
2021-02-04,15.619999885559082
2021-02-05,15.449999809265137
2021-02-08,16.950000762939453
2021-02-09,19.209999084472656
2021-02-10,17.950000762939453
2021-02-11,16.200000762939453
2021-02-12,16.989999771118164
2021-02-16,18.149999618530273
2021-02-17,17.149999618530273
2021-02-18,15.920000076293945
2021-02-19,17.040000915527344
2021-02-22,15.819999694824219
2021-02-23,15.0
2021-02-24,16.68000030517578
2021-02-25,15.399999618530273
2021-02-26,13.760000228881836
2021-03-01,13.890000343322754
2021-03-02,13.890000343322754
2021-03-03,14.3100004196167
2021-03-04,13.199999809265137
2021-03-05,12.34000015258789
2021-03-08,12.390000343322754
2021-03-09,13.489999771118164
2021-03-10,12.460000038146973
2021-03-11,13.430000305175781
