,AMRS
2014-09-05,60.900001525878906
2014-09-08,61.20000076293945
2014-09-09,60.45000076293945
2014-09-10,61.650001525878906
2014-09-11,63.599998474121094
2014-09-12,62.25
2014-09-15,60.150001525878906
2014-09-16,58.79999923706055
2014-09-17,59.25
2014-09-18,60.29999923706055
2014-09-19,59.54999923706055
2014-09-22,59.099998474121094
2014-09-23,58.650001525878906
2014-09-24,60.900001525878906
2014-09-25,59.25
2014-09-26,61.349998474121094
2014-09-29,58.79999923706055
2014-09-30,56.849998474121094
2014-10-01,55.5
2014-10-02,56.25
2014-10-03,56.25
2014-10-06,56.099998474121094
2014-10-07,54.900001525878906
2014-10-08,53.400001525878906
2014-10-09,51.0
2014-10-10,46.349998474121094
2014-10-13,45.75
2014-10-14,46.95000076293945
2014-10-15,48.29999923706055
2014-10-16,46.5
2014-10-17,50.70000076293945
2014-10-20,51.900001525878906
2014-10-21,48.900001525878906
2014-10-22,45.900001525878906
2014-10-23,47.400001525878906
2014-10-24,46.04999923706055
2014-10-27,43.79999923706055
2014-10-28,46.349998474121094
2014-10-29,45.75
2014-10-30,44.54999923706055
2014-10-31,45.29999923706055
2014-11-03,45.45000076293945
2014-11-04,44.54999923706055
2014-11-05,42.150001525878906
2014-11-06,43.20000076293945
2014-11-07,43.04999923706055
2014-11-10,45.599998474121094
2014-11-11,42.45000076293945
2014-11-12,43.95000076293945
2014-11-13,43.20000076293945
2014-11-14,42.75
2014-11-17,42.0
2014-11-18,42.150001525878906
2014-11-19,42.0
2014-11-20,43.95000076293945
2014-11-21,44.70000076293945
2014-11-24,44.849998474121094
2014-11-25,45.900001525878906
2014-11-26,45.150001525878906
2014-11-28,41.400001525878906
2014-12-01,35.400001525878906
2014-12-02,37.650001525878906
2014-12-03,37.79999923706055
2014-12-04,37.650001525878906
2014-12-05,39.0
2014-12-08,37.650001525878906
2014-12-09,39.75
2014-12-10,36.29999923706055
2014-12-11,35.849998474121094
2014-12-12,33.900001525878906
2014-12-15,32.25
2014-12-16,32.099998474121094
2014-12-17,34.20000076293945
2014-12-18,34.5
2014-12-19,34.04999923706055
2014-12-22,33.150001525878906
2014-12-23,32.70000076293945
2014-12-24,32.400001525878906
2014-12-26,34.04999923706055
2014-12-29,31.950000762939453
2014-12-30,33.0
2014-12-31,30.899999618530273
2015-01-02,32.70000076293945
2015-01-05,32.25
2015-01-06,31.649999618530273
2015-01-07,31.950000762939453
2015-01-08,31.649999618530273
2015-01-09,31.649999618530273
2015-01-12,30.450000762939453
2015-01-13,28.649999618530273
2015-01-14,28.5
2015-01-15,28.200000762939453
2015-01-16,26.700000762939453
2015-01-20,26.25
2015-01-21,25.649999618530273
2015-01-22,28.049999237060547
2015-01-23,27.75
2015-01-26,27.600000381469727
2015-01-27,27.149999618530273
2015-01-28,25.200000762939453
2015-01-29,25.950000762939453
2015-01-30,25.799999237060547
2015-02-02,26.25
2015-02-03,28.200000762939453
2015-02-04,27.600000381469727
2015-02-05,28.649999618530273
2015-02-06,28.350000381469727
2015-02-09,26.700000762939453
2015-02-10,26.700000762939453
2015-02-11,26.100000381469727
2015-02-12,26.850000381469727
2015-02-13,31.350000381469727
2015-02-17,29.399999618530273
2015-02-18,29.25
2015-02-19,29.399999618530273
2015-02-20,30.0
2015-02-23,30.450000762939453
2015-02-24,29.700000762939453
2015-02-25,36.29999923706055
2015-02-26,42.599998474121094
2015-02-27,40.5
2015-03-02,38.099998474121094
2015-03-03,36.75
2015-03-04,35.849998474121094
2015-03-05,36.75
2015-03-06,37.349998474121094
2015-03-09,37.79999923706055
2015-03-10,36.599998474121094
2015-03-11,39.0
2015-03-12,39.900001525878906
2015-03-13,38.099998474121094
2015-03-16,37.650001525878906
2015-03-17,36.45000076293945
2015-03-18,37.650001525878906
2015-03-19,37.5
2015-03-20,35.099998474121094
2015-03-23,34.04999923706055
2015-03-24,35.099998474121094
2015-03-25,35.25
2015-03-26,34.79999923706055
2015-03-27,34.04999923706055
2015-03-30,35.400001525878906
2015-03-31,36.0
2015-04-01,36.75
2015-04-02,36.45000076293945
2015-04-06,37.349998474121094
2015-04-07,34.79999923706055
2015-04-08,34.79999923706055
2015-04-09,35.25
2015-04-10,36.150001525878906
2015-04-13,38.70000076293945
2015-04-14,37.20000076293945
2015-04-15,39.0
2015-04-16,39.0
2015-04-17,39.29999923706055
2015-04-20,40.349998474121094
2015-04-21,39.150001525878906
2015-04-22,39.150001525878906
2015-04-23,39.150001525878906
2015-04-24,37.79999923706055
2015-04-27,36.900001525878906
2015-04-28,37.5
2015-04-29,36.45000076293945
2015-04-30,33.900001525878906
2015-05-01,34.349998474121094
2015-05-04,34.349998474121094
2015-05-05,34.349998474121094
2015-05-06,35.70000076293945
2015-05-07,33.599998474121094
2015-05-08,30.450000762939453
2015-05-11,30.899999618530273
2015-05-12,31.049999237060547
2015-05-13,29.850000381469727
2015-05-14,29.399999618530273
2015-05-15,29.549999237060547
2015-05-18,29.399999618530273
2015-05-19,29.850000381469727
2015-05-20,30.299999237060547
2015-05-21,31.049999237060547
2015-05-22,30.149999618530273
2015-05-26,30.149999618530273
2015-05-27,30.299999237060547
2015-05-28,30.149999618530273
2015-05-29,29.850000381469727
2015-06-01,29.850000381469727
2015-06-02,31.5
2015-06-03,30.149999618530273
2015-06-04,30.0
2015-06-05,29.700000762939453
2015-06-08,29.399999618530273
2015-06-09,29.399999618530273
2015-06-10,30.299999237060547
2015-06-11,31.350000381469727
2015-06-12,29.700000762939453
2015-06-15,29.700000762939453
2015-06-16,29.700000762939453
2015-06-17,28.350000381469727
2015-06-18,29.850000381469727
2015-06-19,28.350000381469727
2015-06-22,28.649999618530273
2015-06-23,28.350000381469727
2015-06-24,27.75
2015-06-25,28.049999237060547
2015-06-26,25.950000762939453
2015-06-29,25.049999237060547
2015-06-30,29.25
2015-07-01,26.850000381469727
2015-07-02,26.25
2015-07-06,25.5
2015-07-07,26.100000381469727
2015-07-08,25.5
2015-07-09,26.549999237060547
2015-07-10,28.799999237060547
2015-07-13,29.25
2015-07-14,27.450000762939453
2015-07-15,26.850000381469727
2015-07-16,30.0
2015-07-17,27.299999237060547
2015-07-20,27.0
2015-07-21,25.5
2015-07-22,24.450000762939453
2015-07-23,23.399999618530273
2015-07-24,23.100000381469727
2015-07-27,23.700000762939453
2015-07-28,23.25
2015-07-29,23.25
2015-07-30,25.350000381469727
2015-07-31,24.450000762939453
2015-08-03,23.399999618530273
2015-08-04,25.049999237060547
2015-08-05,25.799999237060547
2015-08-06,26.100000381469727
2015-08-07,24.0
2015-08-10,24.149999618530273
2015-08-11,25.350000381469727
2015-08-12,25.799999237060547
2015-08-13,24.75
2015-08-14,25.200000762939453
2015-08-17,25.049999237060547
2015-08-18,24.600000381469727
2015-08-19,24.600000381469727
2015-08-20,24.450000762939453
2015-08-21,24.450000762939453
2015-08-24,23.549999237060547
2015-08-25,23.700000762939453
2015-08-26,24.0
2015-08-27,25.5
2015-08-28,25.350000381469727
2015-08-31,27.149999618530273
2015-09-01,27.0
2015-09-02,25.049999237060547
2015-09-03,25.649999618530273
2015-09-04,26.25
2015-09-08,26.700000762939453
2015-09-09,26.399999618530273
2015-09-10,26.399999618530273
2015-09-11,26.549999237060547
2015-09-14,27.0
2015-09-15,26.850000381469727
2015-09-16,26.850000381469727
2015-09-17,27.0
2015-09-18,26.399999618530273
2015-09-21,27.299999237060547
2015-09-22,27.600000381469727
2015-09-23,27.0
2015-09-24,27.299999237060547
2015-09-25,28.799999237060547
2015-09-28,30.899999618530273
2015-09-29,32.099998474121094
2015-09-30,30.149999618530273
2015-10-01,31.950000762939453
2015-10-02,33.0
2015-10-05,32.099998474121094
2015-10-06,31.950000762939453
2015-10-07,32.849998474121094
2015-10-08,34.5
2015-10-09,34.349998474121094
2015-10-12,37.04999923706055
2015-10-13,38.54999923706055
2015-10-14,29.399999618530273
2015-10-15,28.5
2015-10-16,26.850000381469727
2015-10-19,26.850000381469727
2015-10-20,26.549999237060547
2015-10-21,25.649999618530273
2015-10-22,25.799999237060547
2015-10-23,26.100000381469727
2015-10-26,25.950000762939453
2015-10-27,24.299999237060547
2015-10-28,25.350000381469727
2015-10-29,25.5
2015-10-30,25.350000381469727
2015-11-02,25.799999237060547
2015-11-03,27.600000381469727
2015-11-04,25.5
2015-11-05,25.350000381469727
2015-11-06,25.350000381469727
2015-11-09,24.450000762939453
2015-11-10,24.899999618530273
2015-11-11,23.850000381469727
2015-11-12,22.950000762939453
2015-11-13,22.649999618530273
2015-11-16,23.25
2015-11-17,23.399999618530273
2015-11-18,23.100000381469727
2015-11-19,23.399999618530273
2015-11-20,23.100000381469727
2015-11-23,24.0
2015-11-24,24.899999618530273
2015-11-25,24.899999618530273
2015-11-27,23.399999618530273
2015-11-30,25.049999237060547
2015-12-01,25.200000762939453
2015-12-02,24.149999618530273
2015-12-03,24.299999237060547
2015-12-04,24.0
2015-12-07,22.799999237060547
2015-12-08,22.950000762939453
2015-12-09,23.100000381469727
2015-12-10,22.950000762939453
2015-12-11,22.799999237060547
2015-12-14,22.649999618530273
2015-12-15,22.649999618530273
2015-12-16,22.350000381469727
2015-12-17,22.950000762939453
2015-12-18,22.649999618530273
2015-12-21,24.600000381469727
2015-12-22,25.950000762939453
2015-12-23,24.75
2015-12-24,24.75
2015-12-28,25.350000381469727
2015-12-29,25.649999618530273
2015-12-30,24.899999618530273
2015-12-31,24.299999237060547
2016-01-04,23.700000762939453
2016-01-05,24.75
2016-01-06,24.75
2016-01-07,23.399999618530273
2016-01-08,22.950000762939453
2016-01-11,22.649999618530273
2016-01-12,21.299999237060547
2016-01-13,19.350000381469727
2016-01-14,19.350000381469727
2016-01-15,19.649999618530273
2016-01-19,18.299999237060547
2016-01-20,19.200000762939453
2016-01-21,19.950000762939453
2016-01-22,20.399999618530273
2016-01-25,18.450000762939453
2016-01-26,22.799999237060547
2016-01-27,22.200000762939453
2016-01-28,22.950000762939453
2016-01-29,22.049999237060547
2016-02-01,22.350000381469727
2016-02-02,21.450000762939453
2016-02-03,21.75
2016-02-04,21.75
2016-02-05,21.75
2016-02-08,21.75
2016-02-09,21.149999618530273
2016-02-10,21.600000381469727
2016-02-11,20.850000381469727
2016-02-12,20.850000381469727
2016-02-16,22.049999237060547
2016-02-17,22.350000381469727
2016-02-18,22.799999237060547
2016-02-19,23.850000381469727
2016-02-22,23.25
2016-02-23,22.799999237060547
2016-02-24,22.049999237060547
2016-02-25,22.5
2016-02-26,22.950000762939453
2016-02-29,22.649999618530273
2016-03-01,21.899999618530273
2016-03-02,22.799999237060547
2016-03-03,19.350000381469727
2016-03-04,18.450000762939453
2016-03-07,19.200000762939453
2016-03-08,18.0
2016-03-09,18.75
2016-03-10,17.100000381469727
2016-03-11,17.100000381469727
2016-03-14,17.850000381469727
2016-03-15,17.700000762939453
2016-03-16,17.399999618530273
2016-03-17,16.950000762939453
2016-03-18,18.0
2016-03-21,17.100000381469727
2016-03-22,17.399999618530273
2016-03-23,17.25
2016-03-24,18.75
2016-03-28,18.600000381469727
2016-03-29,17.850000381469727
2016-03-30,17.549999237060547
2016-03-31,16.649999618530273
2016-04-01,16.350000381469727
2016-04-04,15.149999618530273
2016-04-05,14.399999618530273
2016-04-06,15.75
2016-04-07,15.75
2016-04-08,16.049999237060547
2016-04-11,19.5
2016-04-12,17.549999237060547
2016-04-13,16.350000381469727
2016-04-14,16.5
2016-04-15,15.75
2016-04-18,15.899999618530273
2016-04-19,16.200000762939453
2016-04-20,15.899999618530273
2016-04-21,16.5
2016-04-22,16.200000762939453
2016-04-25,16.350000381469727
2016-04-26,16.049999237060547
2016-04-27,15.75
2016-04-28,15.149999618530273
2016-04-29,15.300000190734863
2016-05-02,15.0
2016-05-03,14.550000190734863
2016-05-04,13.050000190734863
2016-05-05,12.300000190734863
2016-05-06,12.600000381469727
2016-05-09,12.149999618530273
2016-05-10,12.149999618530273
2016-05-11,10.199999809265137
2016-05-12,9.449999809265137
2016-05-13,9.600000381469727
2016-05-16,8.850000381469727
2016-05-17,8.850000381469727
2016-05-18,8.100000381469727
2016-05-19,8.25
2016-05-20,8.100000381469727
2016-05-23,8.25
2016-05-24,7.800000190734863
2016-05-25,7.650000095367432
2016-05-26,8.399999618530273
2016-05-27,8.850000381469727
2016-05-31,8.550000190734863
2016-06-01,8.100000381469727
2016-06-02,8.100000381469727
2016-06-03,8.100000381469727
2016-06-06,9.75
2016-06-07,9.0
2016-06-08,8.399999618530273
2016-06-09,8.100000381469727
2016-06-10,7.800000190734863
2016-06-13,8.550000190734863
2016-06-14,7.800000190734863
2016-06-15,7.650000095367432
2016-06-16,7.5
2016-06-17,7.650000095367432
2016-06-20,7.5
2016-06-21,6.75
2016-06-22,6.150000095367432
2016-06-23,6.0
2016-06-24,6.0
2016-06-27,5.25
2016-06-28,5.550000190734863
2016-06-29,6.150000095367432
2016-06-30,6.75
2016-07-01,6.75
2016-07-05,6.300000190734863
2016-07-06,6.0
2016-07-07,6.150000095367432
2016-07-08,6.150000095367432
2016-07-11,6.300000190734863
2016-07-12,6.150000095367432
2016-07-13,6.150000095367432
2016-07-14,6.0
2016-07-15,6.300000190734863
2016-07-18,6.0
2016-07-19,6.0
2016-07-20,6.0
2016-07-21,5.849999904632568
2016-07-22,5.849999904632568
2016-07-25,5.25
2016-07-26,5.550000190734863
2016-07-27,5.400000095367432
2016-07-28,5.400000095367432
2016-07-29,5.25
2016-08-01,5.099999904632568
2016-08-02,4.949999809265137
2016-08-03,5.099999904632568
2016-08-04,5.699999809265137
2016-08-05,5.699999809265137
2016-08-08,6.0
2016-08-09,5.849999904632568
2016-08-10,6.0
2016-08-11,5.849999904632568
2016-08-12,5.699999809265137
2016-08-15,5.699999809265137
2016-08-16,6.599999904632568
2016-08-17,6.449999809265137
2016-08-18,6.449999809265137
2016-08-19,6.449999809265137
2016-08-22,6.599999904632568
2016-08-23,6.900000095367432
2016-08-24,6.599999904632568
2016-08-25,6.599999904632568
2016-08-26,6.300000190734863
2016-08-29,6.150000095367432
2016-08-30,6.150000095367432
2016-08-31,6.0
2016-09-01,6.150000095367432
2016-09-02,6.150000095367432
2016-09-06,6.150000095367432
2016-09-07,6.0
2016-09-08,6.300000190734863
2016-09-09,6.449999809265137
2016-09-12,6.599999904632568
2016-09-13,6.449999809265137
2016-09-14,6.449999809265137
2016-09-15,6.599999904632568
2016-09-16,6.900000095367432
2016-09-19,7.199999809265137
2016-09-20,7.650000095367432
2016-09-21,8.399999618530273
2016-09-22,7.800000190734863
2016-09-23,7.199999809265137
2016-09-26,7.349999904632568
2016-09-27,7.349999904632568
2016-09-28,7.949999809265137
2016-09-29,7.5
2016-09-30,8.699999809265137
2016-10-03,9.0
2016-10-04,8.699999809265137
2016-10-05,8.850000381469727
2016-10-06,9.0
2016-10-07,8.699999809265137
2016-10-10,9.600000381469727
2016-10-11,9.600000381469727
2016-10-12,11.550000190734863
2016-10-13,12.300000190734863
2016-10-14,11.699999809265137
2016-10-17,13.350000381469727
2016-10-18,16.200000762939453
2016-10-19,15.75
2016-10-20,16.049999237060547
2016-10-21,16.649999618530273
2016-10-24,16.799999237060547
2016-10-25,16.049999237060547
2016-10-26,16.350000381469727
2016-10-27,15.75
2016-10-28,15.75
2016-10-31,15.449999809265137
2016-11-01,15.899999618530273
2016-11-02,15.449999809265137
2016-11-03,11.550000190734863
2016-11-04,12.0
2016-11-07,11.550000190734863
2016-11-08,12.149999618530273
2016-11-09,11.699999809265137
2016-11-10,11.399999618530273
2016-11-11,11.850000381469727
2016-11-14,12.0
2016-11-15,12.0
2016-11-16,12.149999618530273
2016-11-17,11.850000381469727
2016-11-18,11.699999809265137
2016-11-21,11.850000381469727
2016-11-22,11.850000381469727
2016-11-23,11.850000381469727
2016-11-25,12.149999618530273
2016-11-28,14.399999618530273
2016-11-29,13.5
2016-11-30,13.199999809265137
2016-12-01,12.300000190734863
2016-12-02,12.600000381469727
2016-12-05,12.149999618530273
2016-12-06,12.149999618530273
2016-12-07,12.149999618530273
2016-12-08,11.550000190734863
2016-12-09,12.0
2016-12-12,11.699999809265137
2016-12-13,11.550000190734863
2016-12-14,11.550000190734863
2016-12-15,11.100000381469727
2016-12-16,10.050000190734863
2016-12-19,10.949999809265137
2016-12-20,10.649999618530273
2016-12-21,10.350000381469727
2016-12-22,10.199999809265137
2016-12-23,10.649999618530273
2016-12-27,10.800000190734863
2016-12-28,10.5
2016-12-29,11.100000381469727
2016-12-30,10.949999809265137
2017-01-03,11.25
2017-01-04,11.699999809265137
2017-01-05,11.850000381469727
2017-01-06,12.149999618530273
2017-01-09,12.300000190734863
2017-01-10,12.0
2017-01-11,12.0
2017-01-12,11.100000381469727
2017-01-13,10.800000190734863
2017-01-17,10.350000381469727
2017-01-18,10.050000190734863
2017-01-19,9.600000381469727
2017-01-20,9.899999618530273
2017-01-23,9.449999809265137
2017-01-24,9.300000190734863
2017-01-25,9.149999618530273
2017-01-26,9.300000190734863
2017-01-27,9.300000190734863
2017-01-30,9.0
2017-01-31,7.949999809265137
2017-02-01,7.949999809265137
2017-02-02,6.75
2017-02-03,7.349999904632568
2017-02-06,7.650000095367432
2017-02-07,7.650000095367432
2017-02-08,7.800000190734863
2017-02-09,7.650000095367432
2017-02-10,7.949999809265137
2017-02-13,8.699999809265137
2017-02-14,8.399999618530273
2017-02-15,7.800000190734863
2017-02-16,8.25
2017-02-17,8.399999618530273
2017-02-21,8.399999618530273
2017-02-22,7.800000190734863
2017-02-23,7.949999809265137
2017-02-24,7.800000190734863
2017-02-27,8.100000381469727
2017-02-28,7.650000095367432
2017-03-01,7.5
2017-03-02,7.949999809265137
2017-03-03,7.050000190734863
2017-03-06,6.900000095367432
2017-03-07,6.599999904632568
2017-03-08,6.449999809265137
2017-03-09,7.650000095367432
2017-03-10,7.5
2017-03-13,7.5
2017-03-14,7.050000190734863
2017-03-15,7.050000190734863
2017-03-16,7.5
2017-03-17,7.199999809265137
2017-03-20,7.5
2017-03-21,7.5
2017-03-22,7.349999904632568
2017-03-23,7.349999904632568
2017-03-24,7.5
2017-03-27,7.349999904632568
2017-03-28,7.349999904632568
2017-03-29,7.949999809265137
2017-03-30,7.949999809265137
2017-03-31,7.949999809265137
2017-04-03,7.800000190734863
2017-04-04,7.349999904632568
2017-04-05,6.599999904632568
2017-04-06,7.199999809265137
2017-04-07,7.5
2017-04-10,7.199999809265137
2017-04-11,7.199999809265137
2017-04-12,8.699999809265137
2017-04-13,10.199999809265137
2017-04-17,10.5
2017-04-18,9.0
2017-04-19,8.399999618530273
2017-04-20,7.650000095367432
2017-04-21,7.949999809265137
2017-04-24,7.650000095367432
2017-04-25,7.800000190734863
2017-04-26,8.399999618530273
2017-04-27,8.25
2017-04-28,8.100000381469727
2017-05-01,7.800000190734863
2017-05-02,8.100000381469727
2017-05-03,8.100000381469727
2017-05-04,7.800000190734863
2017-05-05,8.100000381469727
2017-05-08,5.099999904632568
2017-05-09,4.949999809265137
2017-05-10,5.099999904632568
2017-05-11,4.949999809265137
2017-05-12,4.949999809265137
2017-05-15,4.800000190734863
2017-05-16,4.349999904632568
2017-05-17,3.9000000953674316
2017-05-18,4.5
2017-05-19,4.349999904632568
2017-05-22,4.349999904632568
2017-05-23,4.199999809265137
2017-05-24,4.050000190734863
2017-05-25,4.050000190734863
2017-05-26,4.050000190734863
2017-05-30,3.9000000953674316
2017-05-31,3.9000000953674316
2017-06-01,3.75
2017-06-02,3.75
2017-06-05,3.299999952316284
2017-06-06,3.5999999046325684
2017-06-07,3.3499999046325684
2017-06-08,3.25
2017-06-09,3.25
2017-06-12,3.1600000858306885
2017-06-13,3.119999885559082
2017-06-14,3.119999885559082
2017-06-15,3.2799999713897705
2017-06-16,3.059999942779541
2017-06-19,2.9800000190734863
2017-06-20,2.9200000762939453
2017-06-21,2.7100000381469727
2017-06-22,3.2899999618530273
2017-06-23,3.4100000858306885
2017-06-26,3.2799999713897705
2017-06-27,3.2200000286102295
2017-06-28,3.2699999809265137
2017-06-29,3.1600000858306885
2017-06-30,3.180000066757202
2017-07-03,3.259999990463257
2017-07-05,3.2300000190734863
2017-07-06,3.200000047683716
2017-07-07,3.319999933242798
2017-07-10,3.380000114440918
2017-07-11,3.430000066757202
2017-07-12,3.369999885559082
2017-07-13,3.359999895095825
2017-07-14,3.390000104904175
2017-07-17,3.6500000953674316
2017-07-18,3.759999990463257
2017-07-19,3.9200000762939453
2017-07-20,4.130000114440918
2017-07-21,4.090000152587891
2017-07-24,3.930000066757202
2017-07-25,3.9600000381469727
2017-07-26,3.950000047683716
2017-07-27,4.039999961853027
2017-07-28,4.130000114440918
2017-07-31,4.050000190734863
2017-08-01,3.9800000190734863
2017-08-02,3.930000066757202
2017-08-03,3.8499999046325684
2017-08-04,3.559999942779541
2017-08-07,3.059999942779541
2017-08-08,2.7799999713897705
2017-08-09,2.5
2017-08-10,2.690000057220459
2017-08-11,2.430000066757202
2017-08-14,2.490000009536743
2017-08-15,2.4000000953674316
2017-08-16,2.2100000381469727
2017-08-17,2.0199999809265137
2017-08-18,2.4100000858306885
2017-08-21,2.450000047683716
2017-08-22,2.450000047683716
2017-08-23,2.4100000858306885
2017-08-24,2.380000114440918
2017-08-25,2.4600000381469727
2017-08-28,2.390000104904175
2017-08-29,2.4100000858306885
2017-08-30,2.430000066757202
2017-08-31,2.4700000286102295
2017-09-01,2.5
2017-09-05,2.5199999809265137
2017-09-06,2.690000057220459
2017-09-07,2.7100000381469727
2017-09-08,2.759999990463257
2017-09-11,2.9200000762939453
2017-09-12,3.190000057220459
2017-09-13,3.7200000286102295
2017-09-14,3.740000009536743
2017-09-15,3.549999952316284
2017-09-18,3.3499999046325684
2017-09-19,3.430000066757202
2017-09-20,3.700000047683716
2017-09-21,3.569999933242798
2017-09-22,3.5
2017-09-25,3.2100000381469727
2017-09-26,3.2200000286102295
2017-09-27,3.1600000858306885
2017-09-28,3.25
2017-09-29,3.200000047683716
2017-10-02,3.2799999713897705
2017-10-03,3.359999895095825
2017-10-04,3.319999933242798
2017-10-05,3.2699999809265137
2017-10-06,3.380000114440918
2017-10-09,3.319999933242798
2017-10-10,3.3299999237060547
2017-10-11,3.319999933242798
2017-10-12,3.3299999237060547
2017-10-13,3.299999952316284
2017-10-16,3.2799999713897705
2017-10-17,3.2300000190734863
2017-10-18,3.009999990463257
2017-10-19,3.0
2017-10-20,3.0
2017-10-23,2.890000104904175
2017-10-24,3.069999933242798
2017-10-25,3.049999952316284
2017-10-26,3.049999952316284
2017-10-27,3.0899999141693115
2017-10-30,3.1700000762939453
2017-10-31,3.130000114440918
2017-11-01,3.200000047683716
2017-11-02,3.3399999141693115
2017-11-03,3.2100000381469727
2017-11-06,3.190000057220459
2017-11-07,3.3399999141693115
2017-11-08,3.369999885559082
2017-11-09,3.2799999713897705
2017-11-10,3.309999942779541
2017-11-13,3.1700000762939453
2017-11-14,3.1700000762939453
2017-11-15,3.0299999713897705
2017-11-16,3.0899999141693115
2017-11-17,3.5299999713897705
2017-11-20,3.680000066757202
2017-11-21,3.6700000762939453
2017-11-22,3.630000114440918
2017-11-24,3.680000066757202
2017-11-27,3.759999990463257
2017-11-28,3.7100000381469727
2017-11-29,3.5899999141693115
2017-11-30,3.630000114440918
2017-12-01,3.5799999237060547
2017-12-04,3.4700000286102295
2017-12-05,3.4200000762939453
2017-12-06,3.299999952316284
2017-12-07,3.2699999809265137
2017-12-08,3.2899999618530273
2017-12-11,3.5999999046325684
2017-12-12,3.630000114440918
2017-12-13,3.5399999618530273
2017-12-14,3.490000009536743
2017-12-15,3.4000000953674316
2017-12-18,3.5199999809265137
2017-12-19,3.5
2017-12-20,3.430000066757202
2017-12-21,3.569999933242798
2017-12-22,3.549999952316284
2017-12-26,3.700000047683716
2017-12-27,3.7100000381469727
2017-12-28,3.700000047683716
2017-12-29,3.75
2018-01-02,4.019999980926514
2018-01-03,4.179999828338623
2018-01-04,4.159999847412109
2018-01-05,4.269999980926514
2018-01-08,4.21999979019165
2018-01-09,4.75
2018-01-10,5.070000171661377
2018-01-11,4.769999980926514
2018-01-12,4.639999866485596
2018-01-16,4.739999771118164
2018-01-17,4.880000114440918
2018-01-18,4.909999847412109
2018-01-19,5.0
2018-01-22,5.019999980926514
2018-01-23,5.03000020980835
2018-01-24,4.949999809265137
2018-01-25,5.179999828338623
2018-01-26,5.190000057220459
2018-01-29,5.190000057220459
2018-01-30,5.0
2018-01-31,4.900000095367432
2018-02-01,4.929999828338623
2018-02-02,4.880000114440918
2018-02-05,5.010000228881836
2018-02-06,4.96999979019165
2018-02-07,4.96999979019165
2018-02-08,4.849999904632568
2018-02-09,4.949999809265137
2018-02-12,5.070000171661377
2018-02-13,5.199999809265137
2018-02-14,5.230000019073486
2018-02-15,5.269999980926514
2018-02-16,5.179999828338623
2018-02-20,5.28000020980835
2018-02-21,5.590000152587891
2018-02-22,5.880000114440918
2018-02-23,5.900000095367432
2018-02-26,5.78000020980835
2018-02-27,5.239999771118164
2018-02-28,5.289999961853027
2018-03-01,5.269999980926514
2018-03-02,5.320000171661377
2018-03-05,5.190000057220459
2018-03-06,5.5
2018-03-07,5.389999866485596
2018-03-08,5.590000152587891
2018-03-09,5.690000057220459
2018-03-12,5.800000190734863
2018-03-13,5.789999961853027
2018-03-14,5.730000019073486
2018-03-15,5.579999923706055
2018-03-16,6.400000095367432
2018-03-19,6.739999771118164
2018-03-20,6.760000228881836
2018-03-21,6.739999771118164
2018-03-22,6.75
2018-03-23,6.800000190734863
2018-03-26,6.809999942779541
2018-03-27,6.75
2018-03-28,6.539999961853027
2018-03-29,6.690000057220459
2018-04-02,6.619999885559082
2018-04-03,6.800000190734863
2018-04-04,6.96999979019165
2018-04-05,7.059999942779541
2018-04-06,6.789999961853027
2018-04-09,6.809999942779541
2018-04-10,6.900000095367432
2018-04-11,6.929999828338623
2018-04-12,6.800000190734863
2018-04-13,6.690000057220459
2018-04-16,6.449999809265137
2018-04-17,6.619999885559082
2018-04-18,6.420000076293945
2018-04-19,6.300000190734863
2018-04-20,6.340000152587891
2018-04-23,6.53000020980835
2018-04-24,6.599999904632568
2018-04-25,6.690000057220459
2018-04-26,6.639999866485596
2018-04-27,6.610000133514404
2018-04-30,6.610000133514404
2018-05-01,6.739999771118164
2018-05-02,6.760000228881836
2018-05-03,6.809999942779541
2018-05-04,6.730000019073486
2018-05-07,6.429999828338623
2018-05-08,5.96999979019165
2018-05-09,5.710000038146973
2018-05-10,5.829999923706055
2018-05-11,5.840000152587891
2018-05-14,6.190000057220459
2018-05-15,6.039999961853027
2018-05-16,5.510000228881836
2018-05-17,5.099999904632568
2018-05-18,5.360000133514404
2018-05-21,5.449999809265137
2018-05-22,5.309999942779541
2018-05-23,5.190000057220459
2018-05-24,5.179999828338623
2018-05-25,5.03000020980835
2018-05-29,5.079999923706055
2018-05-30,5.110000133514404
2018-05-31,5.170000076293945
2018-06-01,5.110000133514404
2018-06-04,5.21999979019165
2018-06-05,5.260000228881836
2018-06-06,5.449999809265137
2018-06-07,5.539999961853027
2018-06-08,5.420000076293945
2018-06-11,5.300000190734863
2018-06-12,5.389999866485596
2018-06-13,5.329999923706055
2018-06-14,5.420000076293945
2018-06-15,5.429999828338623
2018-06-18,5.369999885559082
2018-06-19,5.5
2018-06-20,5.599999904632568
2018-06-21,5.5
2018-06-22,5.590000152587891
2018-06-25,5.679999828338623
2018-06-26,6.190000057220459
2018-06-27,6.380000114440918
2018-06-28,6.460000038146973
2018-06-29,6.389999866485596
2018-07-02,6.46999979019165
2018-07-03,6.230000019073486
2018-07-05,6.119999885559082
2018-07-06,6.289999961853027
2018-07-09,6.630000114440918
2018-07-10,6.630000114440918
2018-07-11,6.659999847412109
2018-07-12,6.800000190734863
2018-07-13,6.710000038146973
