,AMRS
2011-07-20,351.29998779296875
2011-07-21,361.04998779296875
2011-07-22,373.3500061035156
2011-07-25,381.45001220703125
2011-07-26,369.29998779296875
2011-07-27,357.6000061035156
2011-07-28,346.20001220703125
2011-07-29,347.25
2011-08-01,353.54998779296875
2011-08-02,346.79998779296875
2011-08-03,334.04998779296875
2011-08-04,312.8999938964844
2011-08-05,319.3500061035156
2011-08-08,294.1499938964844
2011-08-09,308.54998779296875
2011-08-10,304.04998779296875
2011-08-11,304.20001220703125
2011-08-12,303.75
2011-08-15,312.0
2011-08-16,301.5
2011-08-17,293.25
2011-08-18,280.5
2011-08-19,292.3500061035156
2011-08-22,282.1499938964844
2011-08-23,287.3999938964844
2011-08-24,285.1499938964844
2011-08-25,276.45001220703125
2011-08-26,280.95001220703125
2011-08-29,298.20001220703125
2011-08-30,291.45001220703125
2011-08-31,301.04998779296875
2011-09-01,295.79998779296875
2011-09-02,283.3500061035156
2011-09-06,288.1499938964844
2011-09-07,290.8500061035156
2011-09-08,284.54998779296875
2011-09-09,277.5
2011-09-12,273.29998779296875
2011-09-13,279.75
2011-09-14,280.5
2011-09-15,288.6000061035156
2011-09-16,298.20001220703125
2011-09-19,298.79998779296875
2011-09-20,305.70001220703125
2011-09-21,291.8999938964844
2011-09-22,279.0
2011-09-23,292.5
2011-09-26,299.1000061035156
2011-09-27,307.5
2011-09-28,296.25
2011-09-29,302.70001220703125
2011-09-30,303.75
2011-10-03,274.79998779296875
2011-10-04,280.79998779296875
2011-10-05,280.20001220703125
2011-10-06,272.70001220703125
2011-10-07,256.6499938964844
2011-10-10,257.8500061035156
2011-10-11,252.14999389648438
2011-10-12,242.85000610351562
2011-10-13,234.75
2011-10-14,235.0500030517578
2011-10-17,247.9499969482422
2011-10-18,270.6000061035156
2011-10-19,271.20001220703125
2011-10-20,273.8999938964844
2011-10-21,276.8999938964844
2011-10-24,285.6000061035156
2011-10-25,274.95001220703125
2011-10-26,278.8500061035156
2011-10-27,311.54998779296875
2011-10-28,312.29998779296875
2011-10-31,307.5
2011-11-01,290.3999938964844
2011-11-02,232.0500030517578
2011-11-03,212.25
2011-11-04,210.75
2011-11-07,201.75
2011-11-08,198.0
2011-11-09,187.5
2011-11-10,187.5
2011-11-11,187.9499969482422
2011-11-14,180.75
2011-11-15,186.4499969482422
2011-11-16,178.5
2011-11-17,177.60000610351562
2011-11-18,175.5
2011-11-21,159.60000610351562
2011-11-22,165.89999389648438
2011-11-23,152.85000610351562
2011-11-25,151.8000030517578
2011-11-28,155.85000610351562
2011-11-29,156.3000030517578
2011-11-30,169.0500030517578
2011-12-01,164.25
2011-12-02,164.5500030517578
2011-12-05,169.8000030517578
2011-12-06,164.25
2011-12-07,160.5
2011-12-08,162.60000610351562
2011-12-09,167.10000610351562
2011-12-12,168.0
2011-12-13,169.5
2011-12-14,167.5500030517578
2011-12-15,158.5500030517578
2011-12-16,154.5
2011-12-19,149.25
2011-12-20,157.64999389648438
2011-12-21,159.0
2011-12-22,163.5
2011-12-23,162.75
2011-12-27,163.5
2011-12-28,174.60000610351562
2011-12-29,172.35000610351562
2011-12-30,173.10000610351562
2012-01-03,184.0500030517578
2012-01-04,179.6999969482422
2012-01-05,174.89999389648438
2012-01-06,174.75
2012-01-09,172.64999389648438
2012-01-10,172.8000030517578
2012-01-11,173.25
2012-01-12,171.3000030517578
2012-01-13,170.10000610351562
2012-01-17,161.5500030517578
2012-01-18,159.0
2012-01-19,155.85000610351562
2012-01-20,156.75
2012-01-23,157.5
2012-01-24,152.25
2012-01-25,152.25
2012-01-26,150.0
2012-01-27,147.60000610351562
2012-01-30,140.10000610351562
2012-01-31,134.5500030517578
2012-02-01,142.1999969482422
2012-02-02,152.10000610351562
2012-02-03,156.89999389648438
2012-02-06,156.60000610351562
2012-02-07,144.0
2012-02-08,135.3000030517578
2012-02-09,145.9499969482422
2012-02-10,104.8499984741211
2012-02-13,101.4000015258789
2012-02-14,101.25
2012-02-15,96.1500015258789
2012-02-16,91.6500015258789
2012-02-17,92.0999984741211
2012-02-21,88.5
2012-02-22,87.0
2012-02-23,86.0999984741211
2012-02-24,90.0
2012-02-27,96.5999984741211
2012-02-28,85.94999694824219
2012-02-29,80.69999694824219
2012-03-01,77.8499984741211
2012-03-02,73.5
2012-03-05,68.8499984741211
2012-03-06,71.25
2012-03-07,70.3499984741211
2012-03-08,74.0999984741211
2012-03-09,76.05000305175781
2012-03-12,82.3499984741211
2012-03-13,83.69999694824219
2012-03-14,79.5
2012-03-15,78.75
2012-03-16,79.05000305175781
2012-03-19,80.0999984741211
2012-03-20,79.05000305175781
2012-03-21,79.3499984741211
2012-03-22,79.19999694824219
2012-03-23,78.9000015258789
2012-03-26,85.05000305175781
2012-03-27,84.44999694824219
2012-03-28,86.4000015258789
2012-03-29,79.6500015258789
2012-03-30,77.69999694824219
2012-04-02,73.6500015258789
2012-04-03,69.30000305175781
2012-04-04,65.69999694824219
2012-04-05,60.900001525878906
2012-04-09,57.900001525878906
2012-04-10,55.5
2012-04-11,55.349998474121094
2012-04-12,54.150001525878906
2012-04-13,57.45000076293945
2012-04-16,54.150001525878906
2012-04-17,54.0
2012-04-18,50.400001525878906
2012-04-19,49.04999923706055
2012-04-20,45.29999923706055
2012-04-23,45.75
2012-04-24,42.150001525878906
2012-04-25,50.25
2012-04-26,48.29999923706055
2012-04-27,48.45000076293945
2012-04-30,46.95000076293945
2012-05-01,46.04999923706055
2012-05-02,42.45000076293945
2012-05-03,39.75
2012-05-04,40.95000076293945
2012-05-07,37.04999923706055
2012-05-08,37.95000076293945
2012-05-09,29.850000381469727
2012-05-10,30.149999618530273
2012-05-11,30.600000381469727
2012-05-14,28.5
2012-05-15,27.0
2012-05-16,23.700000762939453
2012-05-17,25.350000381469727
2012-05-18,23.850000381469727
2012-05-21,27.450000762939453
2012-05-22,31.950000762939453
2012-05-23,35.400001525878906
2012-05-24,35.54999923706055
2012-05-25,38.54999923706055
2012-05-29,41.400001525878906
2012-05-30,38.54999923706055
2012-05-31,40.650001525878906
2012-06-01,38.099998474121094
2012-06-04,34.95000076293945
2012-06-05,44.54999923706055
2012-06-06,44.70000076293945
2012-06-07,40.95000076293945
2012-06-08,41.70000076293945
2012-06-11,39.0
2012-06-12,37.04999923706055
2012-06-13,37.5
2012-06-14,39.0
2012-06-15,39.900001525878906
2012-06-18,46.79999923706055
2012-06-19,46.20000076293945
2012-06-20,51.45000076293945
2012-06-21,46.650001525878906
2012-06-22,49.349998474121094
2012-06-25,59.54999923706055
2012-06-26,61.20000076293945
2012-06-27,61.349998474121094
2012-06-28,60.599998474121094
2012-06-29,66.44999694824219
2012-07-02,65.0999984741211
2012-07-03,60.150001525878906
2012-07-05,54.29999923706055
2012-07-06,55.04999923706055
2012-07-09,48.45000076293945
2012-07-10,44.099998474121094
2012-07-11,52.349998474121094
2012-07-12,50.25
2012-07-13,50.54999923706055
2012-07-16,45.0
2012-07-17,49.349998474121094
2012-07-18,51.900001525878906
2012-07-19,53.25
2012-07-20,51.75
2012-07-23,50.400001525878906
2012-07-24,52.349998474121094
2012-07-25,50.849998474121094
2012-07-26,50.70000076293945
2012-07-27,51.0
2012-07-30,53.099998474121094
2012-07-31,58.04999923706055
2012-08-01,49.95000076293945
2012-08-02,50.70000076293945
2012-08-03,55.20000076293945
2012-08-06,59.849998474121094
2012-08-07,61.79999923706055
2012-08-08,59.849998474121094
2012-08-09,57.75
2012-08-10,59.25
2012-08-13,65.25
2012-08-14,58.20000076293945
2012-08-15,60.75
2012-08-16,58.650001525878906
2012-08-17,57.45000076293945
2012-08-20,57.150001525878906
2012-08-21,54.75
2012-08-22,55.79999923706055
2012-08-23,53.400001525878906
2012-08-24,51.75
2012-08-27,49.79999923706055
2012-08-28,49.20000076293945
2012-08-29,49.04999923706055
2012-08-30,46.650001525878906
2012-08-31,46.79999923706055
2012-09-04,52.5
2012-09-05,47.400001525878906
2012-09-06,48.45000076293945
2012-09-07,48.900001525878906
2012-09-10,48.45000076293945
2012-09-11,51.75
2012-09-12,48.45000076293945
2012-09-13,51.75
2012-09-14,51.900001525878906
2012-09-17,55.79999923706055
2012-09-18,54.0
2012-09-19,56.400001525878906
2012-09-20,61.349998474121094
2012-09-21,61.349998474121094
2012-09-24,60.900001525878906
2012-09-25,57.29999923706055
2012-09-26,55.20000076293945
2012-09-27,54.45000076293945
2012-09-28,51.599998474121094
2012-10-01,49.650001525878906
2012-10-02,46.95000076293945
2012-10-03,45.599998474121094
2012-10-04,47.25
2012-10-05,44.849998474121094
2012-10-08,45.599998474121094
2012-10-09,43.5
2012-10-10,45.75
2012-10-11,46.349998474121094
2012-10-12,45.900001525878906
2012-10-15,45.75
2012-10-16,44.25
2012-10-17,45.900001525878906
2012-10-18,44.25
2012-10-19,43.5
2012-10-22,39.29999923706055
2012-10-23,36.599998474121094
2012-10-24,42.599998474121094
2012-10-25,41.400001525878906
2012-10-26,40.95000076293945
2012-10-31,38.54999923706055
2012-11-01,39.45000076293945
2012-11-02,36.45000076293945
2012-11-05,37.95000076293945
2012-11-06,38.849998474121094
2012-11-07,40.5
2012-11-08,44.099998474121094
2012-11-09,42.45000076293945
2012-11-12,40.20000076293945
2012-11-13,38.099998474121094
2012-11-14,35.54999923706055
2012-11-15,34.349998474121094
2012-11-16,34.95000076293945
2012-11-19,38.25
2012-11-20,38.099998474121094
2012-11-21,38.25
2012-11-23,38.400001525878906
2012-11-26,37.349998474121094
2012-11-27,37.650001525878906
2012-11-28,39.599998474121094
2012-11-29,40.95000076293945
2012-11-30,42.45000076293945
2012-12-03,44.70000076293945
2012-12-04,41.849998474121094
2012-12-05,40.95000076293945
2012-12-06,40.650001525878906
2012-12-07,38.70000076293945
2012-12-10,39.900001525878906
2012-12-11,44.099998474121094
2012-12-12,43.79999923706055
2012-12-13,43.79999923706055
2012-12-14,44.400001525878906
2012-12-17,43.349998474121094
2012-12-18,44.54999923706055
2012-12-19,43.5
2012-12-20,45.599998474121094
2012-12-21,44.70000076293945
2012-12-24,41.849998474121094
2012-12-26,41.400001525878906
2012-12-27,39.599998474121094
2012-12-28,36.75
2012-12-31,46.79999923706055
2013-01-02,48.0
2013-01-03,50.70000076293945
2013-01-04,52.79999923706055
2013-01-07,57.150001525878906
2013-01-08,54.29999923706055
2013-01-09,58.04999923706055
2013-01-10,55.650001525878906
2013-01-11,60.29999923706055
2013-01-14,62.25
2013-01-15,61.04999923706055
2013-01-16,56.70000076293945
2013-01-17,52.79999923706055
2013-01-18,49.349998474121094
2013-01-22,46.95000076293945
2013-01-23,44.70000076293945
2013-01-24,45.75
2013-01-25,47.400001525878906
2013-01-28,45.29999923706055
2013-01-29,44.54999923706055
2013-01-30,44.099998474121094
2013-01-31,45.599998474121094
2013-02-01,48.0
2013-02-04,46.79999923706055
2013-02-05,47.849998474121094
2013-02-06,47.400001525878906
2013-02-07,48.0
2013-02-08,49.79999923706055
2013-02-11,57.45000076293945
2013-02-12,52.79999923706055
2013-02-13,51.150001525878906
2013-02-14,53.849998474121094
2013-02-15,52.650001525878906
2013-02-19,51.0
2013-02-20,47.54999923706055
2013-02-21,46.650001525878906
2013-02-22,47.400001525878906
2013-02-25,43.5
2013-02-26,45.599998474121094
2013-02-27,43.5
2013-02-28,43.95000076293945
2013-03-01,42.900001525878906
2013-03-04,45.45000076293945
2013-03-05,43.650001525878906
2013-03-06,44.099998474121094
2013-03-07,43.5
2013-03-08,43.79999923706055
2013-03-11,43.349998474121094
2013-03-12,45.150001525878906
2013-03-13,43.79999923706055
2013-03-14,45.599998474121094
2013-03-15,46.20000076293945
2013-03-18,44.25
2013-03-19,41.70000076293945
2013-03-20,41.25
2013-03-21,39.75
2013-03-22,41.70000076293945
2013-03-25,44.70000076293945
2013-03-26,48.900001525878906
2013-03-27,48.900001525878906
2013-03-28,46.20000076293945
2013-04-01,45.900001525878906
2013-04-02,44.099998474121094
2013-04-03,43.95000076293945
2013-04-04,43.5
2013-04-05,42.75
2013-04-08,42.45000076293945
2013-04-09,43.5
2013-04-10,43.04999923706055
2013-04-11,45.599998474121094
2013-04-12,43.95000076293945
2013-04-15,42.599998474121094
2013-04-16,41.099998474121094
2013-04-17,40.650001525878906
2013-04-18,40.20000076293945
2013-04-19,42.75
2013-04-22,40.5
2013-04-23,41.400001525878906
2013-04-24,40.650001525878906
2013-04-25,41.70000076293945
2013-04-26,40.79999923706055
2013-04-29,41.849998474121094
2013-04-30,40.79999923706055
2013-05-01,39.150001525878906
2013-05-02,41.099998474121094
2013-05-03,42.29999923706055
2013-05-06,43.349998474121094
2013-05-07,42.900001525878906
2013-05-08,42.45000076293945
2013-05-09,43.349998474121094
2013-05-10,45.0
2013-05-13,44.400001525878906
2013-05-14,45.75
2013-05-15,48.0
2013-05-16,46.349998474121094
2013-05-17,44.400001525878906
2013-05-20,45.599998474121094
2013-05-21,45.900001525878906
2013-05-22,43.349998474121094
2013-05-23,42.75
2013-05-24,42.150001525878906
2013-05-28,43.650001525878906
2013-05-29,43.79999923706055
2013-05-30,45.29999923706055
2013-05-31,44.849998474121094
2013-06-03,43.04999923706055
2013-06-04,42.599998474121094
2013-06-05,42.0
2013-06-06,43.04999923706055
2013-06-07,42.75
2013-06-10,42.150001525878906
2013-06-11,40.79999923706055
2013-06-12,40.20000076293945
2013-06-13,41.25
2013-06-14,41.849998474121094
2013-06-17,39.29999923706055
2013-06-18,40.5
2013-06-19,39.900001525878906
2013-06-20,39.150001525878906
2013-06-21,41.25
2013-06-24,40.650001525878906
2013-06-25,39.75
2013-06-26,41.54999923706055
2013-06-27,43.79999923706055
2013-06-28,43.349998474121094
2013-07-01,43.650001525878906
2013-07-02,44.400001525878906
2013-07-03,44.849998474121094
2013-07-05,44.099998474121094
2013-07-08,42.75
2013-07-09,44.099998474121094
2013-07-10,44.70000076293945
2013-07-11,44.70000076293945
2013-07-12,44.099998474121094
2013-07-15,44.099998474121094
2013-07-16,43.95000076293945
2013-07-17,43.04999923706055
2013-07-18,42.900001525878906
2013-07-19,42.599998474121094
2013-07-22,41.849998474121094
2013-07-23,42.45000076293945
2013-07-24,41.54999923706055
2013-07-25,42.29999923706055
2013-07-26,42.150001525878906
2013-07-29,41.54999923706055
2013-07-30,41.25
2013-07-31,41.25
2013-08-01,41.400001525878906
2013-08-02,41.400001525878906
2013-08-05,41.849998474121094
2013-08-06,41.849998474121094
2013-08-07,42.29999923706055
2013-08-08,41.849998474121094
2013-08-09,40.650001525878906
2013-08-12,40.04999923706055
2013-08-13,40.04999923706055
2013-08-14,39.29999923706055
2013-08-15,38.70000076293945
2013-08-16,38.400001525878906
2013-08-19,36.29999923706055
2013-08-20,39.0
2013-08-21,37.20000076293945
2013-08-22,39.29999923706055
2013-08-23,41.70000076293945
2013-08-26,41.54999923706055
2013-08-27,39.29999923706055
2013-08-28,39.29999923706055
2013-08-29,39.599998474121094
2013-08-30,38.400001525878906
2013-09-03,40.349998474121094
2013-09-04,40.95000076293945
2013-09-05,40.04999923706055
2013-09-06,40.5
2013-09-09,41.25
2013-09-10,40.20000076293945
2013-09-11,40.04999923706055
2013-09-12,39.150001525878906
2013-09-13,39.900001525878906
2013-09-16,39.900001525878906
2013-09-17,39.29999923706055
2013-09-18,39.150001525878906
2013-09-19,38.54999923706055
2013-09-20,38.70000076293945
2013-09-23,38.400001525878906
2013-09-24,34.5
2013-09-25,36.0
2013-09-26,34.79999923706055
2013-09-27,34.04999923706055
2013-09-30,34.650001525878906
2013-10-01,34.5
2013-10-02,33.29999923706055
2013-10-03,33.0
2013-10-04,33.75
2013-10-07,33.29999923706055
2013-10-08,33.45000076293945
2013-10-09,33.29999923706055
2013-10-10,33.75
2013-10-11,35.70000076293945
2013-10-14,37.650001525878906
2013-10-15,38.849998474121094
2013-10-16,36.599998474121094
2013-10-17,36.900001525878906
2013-10-18,37.650001525878906
2013-10-21,38.70000076293945
2013-10-22,39.29999923706055
2013-10-23,38.849998474121094
2013-10-24,39.900001525878906
2013-10-25,39.75
2013-10-28,39.75
2013-10-29,39.900001525878906
2013-10-30,39.29999923706055
2013-10-31,37.79999923706055
2013-11-01,35.849998474121094
2013-11-04,37.04999923706055
2013-11-05,38.849998474121094
2013-11-06,39.29999923706055
2013-11-07,39.900001525878906
2013-11-08,41.400001525878906
2013-11-11,42.150001525878906
2013-11-12,40.04999923706055
2013-11-13,40.5
2013-11-14,40.04999923706055
2013-11-15,39.599998474121094
2013-11-18,38.099998474121094
2013-11-19,38.400001525878906
2013-11-20,38.099998474121094
2013-11-21,38.849998474121094
2013-11-22,38.849998474121094
2013-11-25,39.45000076293945
2013-11-26,39.29999923706055
2013-11-27,40.349998474121094
2013-11-29,41.70000076293945
2013-12-02,44.400001525878906
2013-12-03,41.54999923706055
2013-12-04,42.29999923706055
2013-12-05,42.0
2013-12-06,41.25
2013-12-09,40.79999923706055
2013-12-10,39.75
2013-12-11,39.599998474121094
2013-12-12,38.70000076293945
2013-12-13,42.45000076293945
2013-12-16,44.099998474121094
2013-12-17,44.54999923706055
2013-12-18,47.25
2013-12-19,48.599998474121094
2013-12-20,51.29999923706055
2013-12-23,54.900001525878906
2013-12-24,58.650001525878906
2013-12-26,67.6500015258789
2013-12-27,78.44999694824219
2013-12-30,85.3499984741211
2013-12-31,79.3499984741211
2014-01-02,70.6500015258789
2014-01-03,69.44999694824219
2014-01-06,65.69999694824219
2014-01-07,65.8499984741211
2014-01-08,61.650001525878906
2014-01-09,66.0
2014-01-10,66.1500015258789
2014-01-13,68.4000015258789
2014-01-14,74.25
2014-01-15,76.6500015258789
2014-01-16,70.80000305175781
2014-01-17,71.69999694824219
2014-01-21,76.94999694824219
2014-01-22,77.4000015258789
2014-01-23,74.0999984741211
2014-01-24,67.6500015258789
2014-01-27,64.94999694824219
2014-01-28,66.0
2014-01-29,62.70000076293945
2014-01-30,66.1500015258789
2014-01-31,63.45000076293945
2014-02-03,58.95000076293945
2014-02-04,55.650001525878906
2014-02-05,53.25
2014-02-06,51.45000076293945
2014-02-07,52.5
2014-02-10,51.599998474121094
2014-02-11,50.099998474121094
2014-02-12,49.650001525878906
2014-02-13,53.400001525878906
2014-02-14,53.849998474121094
2014-02-18,57.75
2014-02-19,53.849998474121094
2014-02-20,55.349998474121094
2014-02-21,52.5
2014-02-24,54.75
2014-02-25,54.0
2014-02-26,68.25
2014-02-27,71.8499984741211
2014-02-28,68.55000305175781
2014-03-03,72.0
2014-03-04,75.75
2014-03-05,74.25
2014-03-06,72.75
2014-03-07,67.80000305175781
2014-03-10,66.1500015258789
2014-03-11,62.70000076293945
2014-03-12,61.95000076293945
2014-03-13,60.599998474121094
2014-03-14,62.849998474121094
2014-03-17,59.70000076293945
2014-03-18,61.20000076293945
2014-03-19,57.29999923706055
2014-03-20,60.599998474121094
2014-03-21,57.75
2014-03-24,56.849998474121094
2014-03-25,60.0
2014-03-26,54.75
2014-03-27,57.900001525878906
2014-03-28,54.599998474121094
2014-03-31,55.95000076293945
2014-04-01,66.5999984741211
2014-04-02,60.45000076293945
2014-04-03,62.849998474121094
2014-04-04,63.150001525878906
2014-04-07,58.95000076293945
2014-04-08,59.54999923706055
2014-04-09,59.400001525878906
2014-04-10,54.599998474121094
2014-04-11,52.349998474121094
2014-04-14,49.5
2014-04-15,47.54999923706055
2014-04-16,50.25
2014-04-17,49.5
2014-04-21,53.099998474121094
2014-04-22,54.900001525878906
2014-04-23,56.849998474121094
2014-04-24,53.849998474121094
2014-04-25,49.349998474121094
2014-04-28,48.599998474121094
2014-04-29,51.599998474121094
2014-04-30,52.79999923706055
2014-05-01,54.150001525878906
2014-05-02,53.400001525878906
2014-05-05,52.650001525878906
2014-05-06,48.45000076293945
2014-05-07,46.650001525878906
2014-05-08,42.0
2014-05-09,46.79999923706055
2014-05-12,46.20000076293945
2014-05-13,45.75
2014-05-14,45.29999923706055
2014-05-15,44.400001525878906
2014-05-16,46.04999923706055
2014-05-19,46.5
2014-05-20,47.400001525878906
2014-05-21,45.900001525878906
2014-05-22,45.29999923706055
2014-05-23,50.54999923706055
2014-05-27,52.04999923706055
2014-05-28,52.04999923706055
2014-05-29,53.099998474121094
2014-05-30,51.29999923706055
2014-06-02,48.45000076293945
2014-06-03,45.900001525878906
2014-06-04,46.95000076293945
2014-06-05,50.099998474121094
2014-06-06,51.599998474121094
2014-06-09,50.54999923706055
2014-06-10,50.54999923706055
2014-06-11,50.70000076293945
2014-06-12,50.849998474121094
2014-06-13,52.20000076293945
2014-06-16,54.900001525878906
2014-06-17,56.400001525878906
2014-06-18,56.70000076293945
2014-06-19,57.0
2014-06-20,58.79999923706055
2014-06-23,60.599998474121094
2014-06-24,60.45000076293945
2014-06-25,57.900001525878906
2014-06-26,58.04999923706055
2014-06-27,57.75
2014-06-30,55.95000076293945
2014-07-01,55.95000076293945
2014-07-02,59.099998474121094
2014-07-03,58.20000076293945
2014-07-07,58.95000076293945
2014-07-08,57.0
2014-07-09,59.400001525878906
2014-07-10,56.400001525878906
2014-07-11,57.75
2014-07-14,60.150001525878906
2014-07-15,57.29999923706055
2014-07-16,54.45000076293945
2014-07-17,51.150001525878906
2014-07-18,53.849998474121094
2014-07-21,54.29999923706055
2014-07-22,54.599998474121094
2014-07-23,55.349998474121094
2014-07-24,53.70000076293945
2014-07-25,54.900001525878906
2014-07-28,55.04999923706055
2014-07-29,56.54999923706055
2014-07-30,58.79999923706055
2014-07-31,56.400001525878906
2014-08-01,54.29999923706055
2014-08-04,54.900001525878906
2014-08-05,56.099998474121094
2014-08-06,57.900001525878906
2014-08-07,55.95000076293945
2014-08-08,55.5
2014-08-11,57.150001525878906
2014-08-12,57.900001525878906
2014-08-13,58.349998474121094
2014-08-14,60.29999923706055
2014-08-15,61.650001525878906
2014-08-18,62.70000076293945
2014-08-19,63.45000076293945
2014-08-20,63.150001525878906
2014-08-21,65.55000305175781
2014-08-22,66.1500015258789
2014-08-25,65.25
2014-08-26,67.05000305175781
2014-08-27,65.55000305175781
2014-08-28,61.5
2014-08-29,63.29999923706055
2014-09-02,64.19999694824219
2014-09-03,61.20000076293945
2014-09-04,60.0
