,DRIO
2016-03-14,3.509999990463257
2016-03-15,3.359999895095825
2016-03-16,3.440000057220459
2016-03-17,3.509999990463257
2016-03-18,3.799999952316284
2016-03-21,4.199999809265137
2016-03-22,4.090000152587891
2016-03-23,4.010000228881836
2016-03-24,4.25
2016-03-28,4.130000114440918
2016-03-29,4.320000171661377
2016-03-30,4.400000095367432
2016-03-31,4.309999942779541
2016-04-01,4.400000095367432
2016-04-04,4.429999828338623
2016-04-05,4.440000057220459
2016-04-06,4.949999809265137
2016-04-07,5.25
2016-04-08,5.21999979019165
2016-04-11,5.300000190734863
2016-04-12,5.230000019073486
2016-04-13,5.199999809265137
2016-04-14,5.199999809265137
2016-04-15,5.289999961853027
2016-04-18,5.389999866485596
2016-04-19,5.690000057220459
2016-04-20,5.539999961853027
2016-04-21,5.489999771118164
2016-04-22,5.420000076293945
2016-04-25,5.679999828338623
2016-04-26,5.449999809265137
2016-04-27,5.5
2016-04-28,5.46999979019165
2016-04-29,5.239999771118164
2016-05-02,5.239999771118164
2016-05-03,5.130000114440918
2016-05-04,5.46999979019165
2016-05-05,5.21999979019165
2016-05-06,5.400000095367432
2016-05-09,5.480000019073486
2016-05-10,5.369999885559082
2016-05-11,5.420000076293945
2016-05-12,5.150000095367432
2016-05-13,5.46999979019165
2016-05-16,5.260000228881836
2016-05-17,5.230000019073486
2016-05-18,5.099999904632568
2016-05-19,5.050000190734863
2016-05-20,4.889999866485596
2016-05-23,4.940000057220459
2016-05-24,4.900000095367432
2016-05-25,5.019999980926514
2016-05-26,5.090000152587891
2016-05-27,5.019999980926514
2016-05-31,5.019999980926514
2016-06-01,4.809999942779541
2016-06-02,4.949999809265137
2016-06-03,4.940000057220459
2016-06-06,4.889999866485596
2016-06-07,5.0
2016-06-08,4.760000228881836
2016-06-09,4.849999904632568
2016-06-10,4.96999979019165
2016-06-13,5.349999904632568
2016-06-14,5.150000095367432
2016-06-15,5.449999809265137
2016-06-16,5.400000095367432
2016-06-17,4.800000190734863
2016-06-20,4.900000095367432
2016-06-21,4.820000171661377
2016-06-22,4.900000095367432
2016-06-23,4.789999961853027
2016-06-24,4.620999813079834
2016-06-27,4.369999885559082
2016-06-28,4.679999828338623
2016-06-29,4.619999885559082
2016-06-30,5.150000095367432
2016-07-01,4.53000020980835
2016-07-05,4.630000114440918
2016-07-06,4.659999847412109
2016-07-07,4.579999923706055
2016-07-08,4.630000114440918
2016-07-11,4.619999885559082
2016-07-12,4.630000114440918
2016-07-13,4.449999809265137
2016-07-14,4.379000186920166
2016-07-15,4.2170000076293945
2016-07-18,4.178999900817871
2016-07-19,4.610000133514404
2016-07-20,4.639999866485596
2016-07-21,4.618000030517578
2016-07-22,4.630000114440918
2016-07-25,4.5
2016-07-26,4.497000217437744
2016-07-27,4.460000038146973
2016-07-28,4.400000095367432
2016-07-29,4.349999904632568
2016-08-01,4.179999828338623
2016-08-02,4.178999900817871
2016-08-03,4.090000152587891
2016-08-04,3.930000066757202
2016-08-05,3.940000057220459
2016-08-08,4.010000228881836
2016-08-09,3.940000057220459
2016-08-10,3.9700000286102295
2016-08-11,3.9670000076293945
2016-08-12,3.859999895095825
2016-08-15,3.75
2016-08-16,3.490000009536743
2016-08-17,3.6500000953674316
2016-08-18,3.690000057220459
2016-08-19,3.450000047683716
2016-08-22,3.299999952316284
2016-08-23,3.380000114440918
2016-08-24,3.2100000381469727
2016-08-25,3.140000104904175
2016-08-26,3.190000057220459
2016-08-29,3.2279999256134033
2016-08-30,3.319999933242798
2016-08-31,3.6500000953674316
2016-09-01,3.8499999046325684
2016-09-02,4.019000053405762
2016-09-06,3.940000057220459
2016-09-07,3.6600000858306885
2016-09-08,3.7330000400543213
2016-09-09,3.880000114440918
2016-09-12,3.950000047683716
2016-09-13,3.8499999046325684
2016-09-14,3.938999891281128
2016-09-15,3.7100000381469727
2016-09-16,3.6700000762939453
2016-09-19,3.3499999046325684
2016-09-20,3.378999948501587
2016-09-21,3.1500000953674316
2016-09-22,3.140000104904175
2016-09-23,3.190000057220459
2016-09-26,3.2899999618530273
2016-09-27,3.742000102996826
2016-09-28,3.757999897003174
2016-09-29,3.7190001010894775
2016-09-30,3.549999952316284
2016-10-03,3.430000066757202
2016-10-04,3.7100000381469727
2016-10-05,3.5899999141693115
2016-10-06,3.569999933242798
2016-10-07,3.2799999713897705
2016-10-10,3.3499999046325684
2016-10-11,3.5
2016-10-12,4.130000114440918
2016-10-13,3.8299999237060547
2016-10-14,3.9000000953674316
2016-10-17,3.390000104904175
2016-10-18,3.4200000762939453
2016-10-19,3.450000047683716
2016-10-20,3.2899999618530273
2016-10-21,3.4600000381469727
2016-10-24,3.4800000190734863
2016-10-25,3.450000047683716
2016-10-26,3.3499999046325684
2016-10-27,3.240000009536743
2016-10-28,3.25
2016-10-31,3.2100000381469727
2016-11-01,2.759999990463257
2016-11-02,2.8389999866485596
2016-11-03,3.0799999237060547
2016-11-04,3.3299999237060547
2016-11-07,3.3440001010894775
2016-11-08,3.3489999771118164
2016-11-09,3.1600000858306885
2016-11-10,3.200000047683716
2016-11-11,3.0899999141693115
2016-11-14,2.8499999046325684
2016-11-15,2.940000057220459
2016-11-16,3.075000047683716
2016-11-17,2.9059998989105225
2016-11-18,3.0899999141693115
2016-11-21,3.0799999237060547
2016-11-22,3.009999990463257
2016-11-23,2.809999942779541
2016-11-25,2.759999990463257
2016-11-28,3.002000093460083
2016-11-29,3.0420000553131104
2016-11-30,3.059999942779541
2016-12-01,2.9800000190734863
2016-12-02,3.299999952316284
2016-12-05,3.4200000762939453
2016-12-06,3.5
2016-12-07,3.4000000953674316
2016-12-08,3.4700000286102295
2016-12-09,3.4200000762939453
2016-12-12,3.2699999809265137
2016-12-13,3.380000114440918
2016-12-14,3.369999885559082
2016-12-15,3.374000072479248
2016-12-16,3.1989998817443848
2016-12-19,3.1449999809265137
2016-12-20,3.1500000953674316
2016-12-21,3.0899999141693115
2016-12-22,3.2980000972747803
2016-12-23,3.2309999465942383
2016-12-27,3.200000047683716
2016-12-28,3.135999917984009
2016-12-29,3.0999999046325684
2016-12-30,3.25
2017-01-03,3.1600000858306885
2017-01-04,3.1989998817443848
2017-01-05,3.109999895095825
2017-01-06,3.119999885559082
2017-01-09,3.1429998874664307
2017-01-10,3.0799999237060547
2017-01-11,3.0380001068115234
2017-01-12,3.2869999408721924
2017-01-13,3.240000009536743
2017-01-17,3.2100000381469727
2017-01-18,3.234999895095825
2017-01-19,3.140000104904175
2017-01-20,3.180000066757202
2017-01-23,3.1600000858306885
2017-01-24,3.299999952316284
2017-01-25,3.2799999713897705
2017-01-26,3.369999885559082
2017-01-27,3.2709999084472656
2017-01-30,3.4000000953674316
2017-01-31,3.549999952316284
2017-02-01,3.5179998874664307
2017-02-02,3.890000104904175
2017-02-03,4.120999813079834
2017-02-06,4.090000152587891
2017-02-07,3.8550000190734863
2017-02-08,4.019999980926514
2017-02-09,3.8889999389648438
2017-02-10,4.010000228881836
2017-02-13,3.990000009536743
2017-02-14,3.9189999103546143
2017-02-15,3.7799999713897705
2017-02-16,3.7300000190734863
2017-02-17,3.859999895095825
2017-02-21,4.164999961853027
2017-02-22,4.090000152587891
2017-02-23,4.179999828338623
2017-02-24,4.25
2017-02-27,3.9100000858306885
2017-02-28,3.9579999446868896
2017-03-01,3.690000057220459
2017-03-02,3.871000051498413
2017-03-03,3.690000057220459
2017-03-06,3.7899999618530273
2017-03-07,3.815000057220459
2017-03-08,3.8399999141693115
2017-03-09,3.8499999046325684
2017-03-10,3.7950000762939453
2017-03-13,3.7899999618530273
2017-03-14,3.819999933242798
2017-03-15,3.809999942779541
2017-03-16,3.950000047683716
2017-03-17,4.150000095367432
2017-03-20,4.449999809265137
2017-03-21,4.47599983215332
2017-03-22,4.5
2017-03-23,4.150000095367432
2017-03-24,4.059999942779541
2017-03-27,3.990000009536743
2017-03-28,4.03000020980835
2017-03-29,3.990000009536743
2017-03-30,3.9000000953674316
2017-03-31,3.009999990463257
2017-04-03,2.9600000381469727
2017-04-04,2.819999933242798
2017-04-05,2.869999885559082
2017-04-06,2.9200000762939453
2017-04-07,2.890000104904175
2017-04-10,2.859999895095825
2017-04-11,2.880000114440918
2017-04-12,2.880000114440918
2017-04-13,2.700000047683716
2017-04-17,2.686000108718872
2017-04-18,2.700000047683716
2017-04-19,2.7300000190734863
2017-04-20,2.740000009536743
2017-04-21,2.700000047683716
2017-04-24,2.690000057220459
2017-04-25,2.930000066757202
2017-04-26,2.9100000858306885
2017-04-27,2.7899999618530273
2017-04-28,2.809999942779541
2017-05-01,2.869999885559082
2017-05-02,2.950000047683716
2017-05-03,2.940000057220459
2017-05-04,2.8499999046325684
2017-05-05,2.9200000762939453
2017-05-08,3.009999990463257
2017-05-09,3.009999990463257
2017-05-10,2.990000009536743
2017-05-11,2.9100000858306885
2017-05-12,2.930000066757202
2017-05-15,2.9200000762939453
2017-05-16,3.0
2017-05-17,2.8299999237060547
2017-05-18,2.746000051498413
2017-05-19,2.690000057220459
2017-05-22,2.7300000190734863
2017-05-23,2.7699999809265137
2017-05-24,2.619999885559082
2017-05-25,2.25
2017-05-26,2.135999917984009
2017-05-30,1.9800000190734863
2017-05-31,2.121000051498413
2017-06-01,2.1600000858306885
2017-06-02,2.381999969482422
2017-06-05,2.2699999809265137
2017-06-06,2.2860000133514404
2017-06-07,2.369999885559082
2017-06-08,2.309999942779541
2017-06-09,2.390000104904175
2017-06-12,2.4200000762939453
2017-06-13,2.5880000591278076
2017-06-14,2.4800000190734863
2017-06-15,2.437999963760376
2017-06-16,2.2699999809265137
2017-06-19,2.247999906539917
2017-06-20,2.130000114440918
2017-06-21,2.2339999675750732
2017-06-22,2.2100000381469727
2017-06-23,2.180000066757202
2017-06-26,2.109999895095825
2017-06-27,2.130000114440918
2017-06-28,2.197999954223633
2017-06-29,2.2100000381469727
2017-06-30,2.180000066757202
2017-07-03,2.559999942779541
2017-07-05,2.740000009536743
2017-07-06,2.549999952316284
2017-07-07,2.4600000381469727
2017-07-10,2.5
2017-07-11,2.369999885559082
2017-07-12,2.490000009536743
2017-07-13,2.6500000953674316
2017-07-14,2.7300000190734863
2017-07-17,2.819000005722046
2017-07-18,2.8299999237060547
2017-07-19,2.799999952316284
2017-07-20,2.809999942779541
2017-07-21,2.7100000381469727
2017-07-24,2.7699999809265137
2017-07-25,2.700000047683716
2017-07-26,2.690000057220459
2017-07-27,2.609999895095825
2017-07-28,2.7699999809265137
2017-07-31,2.75
2017-08-01,2.5399999618530273
2017-08-02,2.5759999752044678
2017-08-03,2.619999885559082
2017-08-04,2.4700000286102295
2017-08-07,2.390000104904175
2017-08-08,2.1600000858306885
2017-08-09,2.0999999046325684
2017-08-10,2.0850000381469727
2017-08-11,2.390000104904175
2017-08-14,2.109999895095825
2017-08-15,2.0199999809265137
2017-08-16,1.840000033378601
2017-08-17,2.2699999809265137
2017-08-18,2.0
2017-08-21,1.9600000381469727
2017-08-22,1.9299999475479126
2017-08-23,2.0199999809265137
2017-08-24,1.9199999570846558
2017-08-25,2.0369999408721924
2017-08-28,2.0
2017-08-29,2.130000114440918
2017-08-30,2.180000066757202
2017-08-31,2.0999999046325684
2017-09-01,1.9600000381469727
2017-09-05,1.8799999952316284
2017-09-06,1.9199999570846558
2017-09-07,1.8899999856948853
2017-09-08,1.8600000143051147
2017-09-11,1.8300000429153442
2017-09-12,1.840000033378601
2017-09-13,1.8700000047683716
2017-09-14,1.7599999904632568
2017-09-15,1.7300000190734863
2017-09-18,1.7699999809265137
2017-09-19,1.7400000095367432
2017-09-20,1.8350000381469727
2017-09-21,1.7400000095367432
2017-09-22,1.7799999713897705
2017-09-25,1.840000033378601
2017-09-26,1.8200000524520874
2017-09-27,1.9299999475479126
2017-09-28,1.8700000047683716
2017-09-29,1.840000033378601
2017-10-02,1.7899999618530273
2017-10-03,1.809999942779541
2017-10-04,1.809999942779541
2017-10-05,1.899999976158142
2017-10-06,1.9199999570846558
2017-10-09,1.9359999895095825
2017-10-10,1.8899999856948853
2017-10-11,1.850000023841858
2017-10-12,1.8600000143051147
2017-10-13,1.850000023841858
2017-10-16,1.850000023841858
2017-10-17,1.7999999523162842
2017-10-18,2.180000066757202
2017-10-19,1.9800000190734863
2017-10-20,2.069999933242798
2017-10-23,2.180000066757202
2017-10-24,2.009000062942505
2017-10-25,1.9600000381469727
2017-10-26,1.899999976158142
2017-10-27,1.815999984741211
2017-10-30,1.7000000476837158
2017-10-31,1.7599999904632568
2017-11-01,1.6399999856948853
2017-11-02,1.6299999952316284
2017-11-03,1.590000033378601
2017-11-06,1.5490000247955322
2017-11-07,1.440000057220459
2017-11-08,1.6540000438690186
2017-11-09,1.590000033378601
2017-11-10,1.5800000429153442
2017-11-13,1.590000033378601
2017-11-14,1.6200000047683716
2017-11-15,1.7280000448226929
2017-11-16,1.7599999904632568
2017-11-17,1.7699999809265137
2017-11-20,1.659999966621399
2017-11-21,1.6699999570846558
2017-11-22,1.6699999570846558
2017-11-24,1.6799999475479126
2017-11-27,1.6299999952316284
2017-11-28,1.5499999523162842
2017-11-29,1.5199999809265137
2017-11-30,1.5199999809265137
2017-12-01,1.5099999904632568
2017-12-04,1.4800000190734863
2017-12-05,1.440000057220459
2017-12-06,1.3899999856948853
2017-12-07,1.4700000286102295
2017-12-08,1.4900000095367432
2017-12-11,1.4299999475479126
2017-12-12,1.4500000476837158
2017-12-13,1.4600000381469727
2017-12-14,1.4600000381469727
2017-12-15,1.5
2017-12-18,1.649999976158142
2017-12-19,1.6699999570846558
2017-12-20,1.559999942779541
2017-12-21,1.5989999771118164
2017-12-22,1.5700000524520874
2017-12-26,1.600000023841858
2017-12-27,1.7999999523162842
2017-12-28,1.6699999570846558
2017-12-29,1.6019999980926514
2018-01-02,1.6100000143051147
2018-01-03,1.6100000143051147
2018-01-04,1.6100000143051147
2018-01-05,1.6200000047683716
2018-01-08,1.649999976158142
2018-01-09,1.6200000047683716
2018-01-10,1.6130000352859497
2018-01-11,1.590000033378601
2018-01-12,1.7100000381469727
2018-01-16,1.649999976158142
2018-01-17,1.690000057220459
2018-01-18,1.649999976158142
2018-01-19,1.659999966621399
2018-01-22,1.6699999570846558
2018-01-23,1.6200000047683716
2018-01-24,1.6100000143051147
2018-01-25,1.5499999523162842
2018-01-26,1.600000023841858
2018-01-29,1.590000033378601
2018-01-30,1.5859999656677246
2018-01-31,1.5199999809265137
2018-02-01,1.534999966621399
2018-02-02,1.5199999809265137
2018-02-05,1.4500000476837158
2018-02-06,1.4199999570846558
2018-02-07,1.4500000476837158
2018-02-08,1.4900000095367432
2018-02-09,1.4500000476837158
2018-02-12,1.4500000476837158
2018-02-13,1.4420000314712524
2018-02-14,1.4199999570846558
2018-02-15,1.4900000095367432
2018-02-16,1.4600000381469727
2018-02-20,1.4700000286102295
2018-02-21,1.4600000381469727
2018-02-22,1.4900000095367432
2018-02-23,1.4299999475479126
2018-02-26,1.4900000095367432
2018-02-27,1.4700000286102295
2018-02-28,1.3919999599456787
2018-03-01,1.3799999952316284
2018-03-02,1.440000057220459
2018-03-05,1.3899999856948853
2018-03-06,1.3799999952316284
2018-03-07,1.440000057220459
2018-03-08,1.5
2018-03-09,1.5499999523162842
2018-03-12,1.559999942779541
2018-03-13,1.5
2018-03-14,1.440000057220459
2018-03-15,1.440000057220459
2018-03-16,1.5099999904632568
2018-03-19,1.5609999895095825
2018-03-20,1.4800000190734863
2018-03-21,1.4600000381469727
2018-03-22,1.3910000324249268
2018-03-23,1.399999976158142
2018-03-26,1.7899999618530273
2018-03-27,1.5800000429153442
2018-03-28,1.5499999523162842
2018-03-29,1.5399999618530273
2018-04-02,1.590000033378601
2018-04-03,1.5299999713897705
2018-04-04,1.6100000143051147
2018-04-05,1.5299999713897705
2018-04-06,1.5700000524520874
2018-04-09,1.659999966621399
2018-04-10,1.6799999475479126
2018-04-11,1.6699999570846558
2018-04-12,1.7200000286102295
2018-04-13,1.7599999904632568
2018-04-16,1.7300000190734863
2018-04-17,1.7599999904632568
2018-04-18,1.75
2018-04-19,1.690000057220459
2018-04-20,1.690000057220459
2018-04-23,1.6929999589920044
2018-04-24,1.7599999904632568
2018-04-25,1.8569999933242798
2018-04-26,1.8600000143051147
2018-04-27,1.8200000524520874
2018-04-30,1.809999942779541
2018-05-01,1.7999999523162842
2018-05-02,1.840000033378601
2018-05-03,1.7999999523162842
2018-05-04,1.809000015258789
2018-05-07,1.7699999809265137
2018-05-08,1.7699999809265137
2018-05-09,1.8200000524520874
2018-05-10,1.75
2018-05-11,1.8200000524520874
2018-05-14,1.7899999618530273
2018-05-15,1.7200000286102295
2018-05-16,1.7899999618530273
2018-05-17,1.8200000524520874
2018-05-18,1.7999999523162842
2018-05-21,1.7300000190734863
2018-05-22,1.7200000286102295
2018-05-23,1.6799999475479126
2018-05-24,1.6100000143051147
2018-05-25,1.590000033378601
2018-05-29,1.4850000143051147
2018-05-30,1.4600000381469727
2018-05-31,1.600000023841858
2018-06-01,1.6399999856948853
2018-06-04,1.6100000143051147
2018-06-05,1.5499999523162842
2018-06-06,1.5299999713897705
2018-06-07,1.5199999809265137
2018-06-08,1.5099999904632568
2018-06-11,1.5399999618530273
2018-06-12,1.5099999904632568
2018-06-13,1.5199999809265137
2018-06-14,1.5
2018-06-15,1.4800000190734863
2018-06-18,1.4199999570846558
2018-06-19,1.4199999570846558
2018-06-20,1.440000057220459
2018-06-21,1.4600000381469727
