,DRIO
2018-06-22,1.399999976158142
2018-06-25,1.409999966621399
2018-06-26,1.3799999952316284
2018-06-27,1.3799999952316284
2018-06-28,1.2899999618530273
2018-06-29,1.2799999713897705
2018-07-02,1.25
2018-07-03,1.25
2018-07-05,1.350000023841858
2018-07-06,1.2999999523162842
2018-07-09,1.309999942779541
2018-07-10,1.3700000047683716
2018-07-11,1.3799999952316284
2018-07-12,1.350000023841858
2018-07-13,1.3700000047683716
2018-07-16,1.3799999952316284
2018-07-17,1.4299999475479126
2018-07-18,1.350000023841858
2018-07-19,1.309999942779541
2018-07-20,1.3200000524520874
2018-07-23,1.2999999523162842
2018-07-24,1.2699999809265137
2018-07-25,1.2799999713897705
2018-07-26,1.2200000286102295
2018-07-27,1.2300000190734863
2018-07-30,1.2300000190734863
2018-07-31,1.3600000143051147
2018-08-01,1.2599999904632568
2018-08-02,1.309999942779541
2018-08-03,1.2300000190734863
2018-08-06,1.2400000095367432
2018-08-07,1.2400000095367432
2018-08-08,1.340000033378601
2018-08-09,1.25
2018-08-10,1.2200000286102295
2018-08-13,1.149999976158142
2018-08-14,1.190000057220459
2018-08-15,1.1200000047683716
2018-08-16,1.090000033378601
2018-08-17,1.0399999618530273
2018-08-20,0.9670000076293945
2018-08-21,0.9470000267028809
2018-08-22,1.090000033378601
2018-08-23,1.0700000524520874
2018-08-24,1.1399999856948853
2018-08-27,1.0399999618530273
2018-08-28,1.0499999523162842
2018-08-29,1.0099999904632568
2018-08-30,1.0099999904632568
2018-08-31,1.100000023841858
2018-09-04,0.9800000190734863
2018-09-05,1.027999997138977
2018-09-06,0.9200000166893005
2018-09-07,0.9900000095367432
2018-09-10,0.9900000095367432
2018-09-11,0.9800000190734863
2018-09-12,0.9800000190734863
2018-09-13,1.0800000429153442
2018-09-14,1.0
2018-09-17,1.0
2018-09-18,0.9900000095367432
2018-09-19,1.0399999618530273
2018-09-20,0.9800000190734863
2018-09-21,0.949999988079071
2018-09-24,0.9599999785423279
2018-09-25,0.9300000071525574
2018-09-26,0.8999999761581421
2018-09-27,0.8999999761581421
2018-09-28,0.9700000286102295
2018-10-01,0.8930000066757202
2018-10-02,0.8999999761581421
2018-10-03,0.9200000166893005
2018-10-04,0.9900000095367432
2018-10-05,0.9700000286102295
2018-10-08,0.9300000071525574
2018-10-09,0.9300000071525574
2018-10-10,0.9120000004768372
2018-10-11,0.8920000195503235
2018-10-12,0.9300000071525574
2018-10-15,0.9399999976158142
2018-10-16,0.949999988079071
2018-10-17,0.949999988079071
2018-10-18,0.9700000286102295
2018-10-19,1.090000033378601
2018-10-22,1.0800000429153442
2018-10-23,1.059999942779541
2018-10-24,1.0800000429153442
2018-10-25,1.0399999618530273
2018-10-26,1.1100000143051147
2018-10-29,1.0499999523162842
2018-10-30,1.0800000429153442
2018-10-31,1.0
2018-11-01,1.1100000143051147
2018-11-02,1.100000023841858
2018-11-05,1.1100000143051147
2018-11-06,1.1799999475479126
2018-11-07,1.1299999952316284
2018-11-08,1.1200000047683716
2018-11-09,1.159999966621399
2018-11-12,1.100000023841858
2018-11-13,0.9480000138282776
2018-11-14,0.8500000238418579
2018-11-15,0.7799999713897705
2018-11-16,0.8109999895095825
2018-11-19,0.6909999847412109
2018-11-20,0.8299999833106995
2018-11-21,0.7950000166893005
2018-11-23,0.7599999904632568
2018-11-26,0.777999997138977
2018-11-27,0.7400000095367432
2018-11-28,0.7580000162124634
2018-11-29,0.7480000257492065
2018-11-30,0.7400000095367432
2018-12-03,0.8199999928474426
2018-12-04,0.8899999856948853
2018-12-06,0.824999988079071
2018-12-07,0.7599999904632568
2018-12-10,0.7649999856948853
2018-12-11,0.7009999752044678
2018-12-12,0.7599999904632568
2018-12-13,0.8399999737739563
2018-12-14,0.7300000190734863
2018-12-17,0.6800000071525574
2018-12-18,0.699999988079071
2018-12-19,0.6600000262260437
2018-12-20,0.699999988079071
2018-12-21,0.8399999737739563
2018-12-24,0.8579999804496765
2018-12-26,0.8080000281333923
2018-12-27,0.7480000257492065
2018-12-28,0.7390000224113464
2018-12-31,0.7760000228881836
2019-01-02,0.7639999985694885
2019-01-03,0.7599999904632568
2019-01-04,0.8460000157356262
2019-01-07,0.8420000076293945
2019-01-08,0.8799999952316284
2019-01-09,0.8199999928474426
2019-01-10,0.8149999976158142
2019-01-11,0.8299999833106995
2019-01-14,0.8050000071525574
2019-01-15,0.8399999737739563
2019-01-16,0.7900000214576721
2019-01-17,0.7900000214576721
2019-01-18,0.8450000286102295
2019-01-22,0.7919999957084656
2019-01-23,0.7900000214576721
2019-01-24,0.7860000133514404
2019-01-25,0.75
2019-01-28,0.75
2019-01-29,0.7200000286102295
2019-01-30,0.7059999704360962
2019-01-31,0.7400000095367432
2019-02-01,0.6980000138282776
2019-02-04,0.7699999809265137
2019-02-05,0.7200000286102295
2019-02-06,0.703000009059906
2019-02-07,0.7160000205039978
2019-02-08,0.6520000100135803
2019-02-11,0.6700000166893005
2019-02-12,0.7200000286102295
2019-02-13,0.7300000190734863
2019-02-14,0.7300000190734863
2019-02-15,0.7300000190734863
2019-02-19,0.7200000286102295
2019-02-20,0.699999988079071
2019-02-21,0.7400000095367432
2019-02-22,0.75
2019-02-25,0.7649999856948853
2019-02-26,0.7129999995231628
2019-02-27,0.699999988079071
2019-02-28,0.7049999833106995
2019-03-01,0.7300000190734863
2019-03-04,0.7200000286102295
2019-03-05,0.6980000138282776
2019-03-06,0.7300000190734863
2019-03-07,0.7110000252723694
2019-03-08,0.703000009059906
2019-03-11,0.699999988079071
2019-03-12,0.6919999718666077
2019-03-13,0.7099999785423279
2019-03-14,0.7039999961853027
2019-03-15,0.7200000286102295
2019-03-18,0.6759999990463257
2019-03-19,0.6769999861717224
2019-03-20,0.6740000247955322
2019-03-21,0.6499999761581421
2019-03-22,0.8159999847412109
2019-03-25,0.7450000047683716
2019-03-26,0.7020000219345093
2019-03-27,0.7400000095367432
2019-03-28,0.7599999904632568
2019-03-29,0.7369999885559082
2019-04-01,0.7009999752044678
2019-04-02,0.7179999947547913
2019-04-03,0.699999988079071
2019-04-04,0.7070000171661377
2019-04-05,0.7059999704360962
2019-04-08,0.7300000190734863
2019-04-09,0.7149999737739563
2019-04-10,0.7200000286102295
2019-04-11,0.7300000190734863
2019-04-12,0.699999988079071
2019-04-15,0.6880000233650208
2019-04-16,0.7250000238418579
2019-04-17,0.7099999785423279
2019-04-18,0.7379999756813049
2019-04-22,0.7400000095367432
2019-04-23,0.7369999885559082
2019-04-24,0.7210000157356262
2019-04-25,0.7400000095367432
2019-04-26,0.7699999809265137
2019-04-29,0.7900000214576721
2019-04-30,0.8299999833106995
2019-05-01,0.8740000128746033
2019-05-02,0.8119999766349792
2019-05-03,0.8389999866485596
2019-05-06,0.824999988079071
2019-05-07,0.8799999952316284
2019-05-08,0.8759999871253967
2019-05-09,0.8379999995231628
2019-05-10,0.8629999756813049
2019-05-13,0.8299999833106995
2019-05-14,0.8069999814033508
2019-05-15,0.75
2019-05-16,0.7260000109672546
2019-05-17,0.7580000162124634
2019-05-20,0.7289999723434448
2019-05-21,0.7350000143051147
2019-05-22,0.550000011920929
2019-05-23,0.5600000023841858
2019-05-24,0.550000011920929
2019-05-28,0.5199999809265137
2019-05-29,0.5099999904632568
2019-05-30,0.5149999856948853
2019-05-31,0.4959999918937683
2019-06-03,0.4950000047683716
2019-06-04,0.5099999904632568
2019-06-05,0.47999998927116394
2019-06-06,0.492000013589859
2019-06-07,0.47999998927116394
2019-06-10,0.5490000247955322
2019-06-11,0.5080000162124634
2019-06-12,0.47999998927116394
2019-06-13,0.4749999940395355
2019-06-14,0.44999998807907104
2019-06-17,0.46000000834465027
2019-06-18,0.4659999907016754
2019-06-19,0.4699999988079071
2019-06-20,0.492000013589859
2019-06-21,0.5049999952316284
2019-06-24,0.503000020980835
2019-06-25,0.5
2019-06-26,0.4729999899864197
2019-06-27,0.45500001311302185
2019-06-28,0.4650000035762787
2019-07-01,0.4749999940395355
2019-07-02,0.5099999904632568
2019-07-03,0.47600001096725464
2019-07-05,0.4740000069141388
2019-07-08,0.47099998593330383
2019-07-09,0.4650000035762787
2019-07-10,0.4729999899864197
2019-07-11,0.4699999988079071
2019-07-12,0.46000000834465027
2019-07-15,0.4099999964237213
2019-07-16,0.4090000092983246
2019-07-17,0.4000000059604645
2019-07-18,0.38199999928474426
2019-07-19,0.4000000059604645
2019-07-22,0.4300000071525574
2019-07-23,0.4350000023841858
2019-07-24,0.44999998807907104
2019-07-25,0.4950000047683716
2019-07-26,0.4950000047683716
2019-07-29,0.515999972820282
2019-07-30,0.5799999833106995
2019-07-31,0.6100000143051147
2019-08-01,0.5609999895095825
2019-08-02,0.6100000143051147
2019-08-05,0.5849999785423279
2019-08-06,0.6200000047683716
2019-08-07,0.5799999833106995
2019-08-08,0.5640000104904175
2019-08-09,0.5400000214576721
2019-08-12,0.5649999976158142
2019-08-13,0.41999998688697815
2019-08-14,0.41999998688697815
2019-08-15,0.4099999964237213
2019-08-16,0.41100001335144043
2019-08-19,0.4300000071525574
2019-08-20,0.4099999964237213
2019-08-21,0.41999998688697815
2019-08-22,0.3880000114440918
2019-08-23,0.36000001430511475
2019-08-26,0.33000001311302185
2019-08-27,0.3400000035762787
2019-08-28,0.34700000286102295
2019-08-29,0.382999986410141
2019-08-30,0.4000000059604645
2019-09-03,0.4090000092983246
2019-09-04,0.3619999885559082
2019-09-05,0.39800000190734863
2019-09-06,0.40299999713897705
2019-09-09,0.3799999952316284
2019-09-10,0.37299999594688416
2019-09-11,0.4000000059604645
2019-09-12,0.41999998688697815
2019-09-13,0.40299999713897705
2019-09-16,0.4000000059604645
2019-09-17,0.3709999918937683
2019-09-18,0.38199999928474426
2019-09-19,0.3630000054836273
2019-09-20,0.3400000035762787
2019-09-23,0.3449999988079071
2019-09-24,0.3199999928474426
2019-09-25,0.31700000166893005
2019-09-26,0.31700000166893005
2019-09-27,0.3140000104904175
2019-09-30,0.30399999022483826
2019-10-01,0.28999999165534973
2019-10-02,0.30000001192092896
2019-10-03,0.3240000009536743
2019-10-04,0.30000001192092896
2019-10-07,0.2800000011920929
2019-10-08,0.27000001072883606
2019-10-09,0.3199999928474426
2019-10-10,0.2919999957084656
2019-10-11,0.2849999964237213
2019-10-14,0.2800000011920929
2019-10-15,0.2549999952316284
